"Four-Year Graduation Rates, 2014-15"
"All Districts, All Schools, Special Education Status"

"",,,,"Graduates",,"Non-Graduates",,,
"Connecticut Technical High School System","H. H. Ellis Technical High School","Special Education",17,17,100.0,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-Special Education",122,122,100.0,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Special Education",21,20,95.2,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-Special Education",145,141,97.2,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Special Education",10,7,70.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-Special Education",146,145,99.3,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Special Education",17,16,94.1,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-Special Education",140,137,97.9,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Special Education",15,15,100.0,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-Special Education",189,189,100.0,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Special Education",12,12,100.0,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Non-Special Education",131,128,97.7,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Special Education",22,22,100.0,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-Special Education",165,161,97.6,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Special Education",6,"*","*","*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-Special Education",113,110,97.3,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Special Education",23,22,95.7,"*","*","*","*"
"Coventry School District","Coventry High School","Non-Special Education",96,95,99.0,"*","*","*","*"
"Coventry School District","Coventry High School","Special Education",11,10,90.9,"*","*","*","*"
"Cromwell School District","Cromwell High School","Non-Special Education",108,106,98.1,"*","*","*","*"
"Cromwell School District","Cromwell High School","Special Education",17,16,94.1,"*","*","*","*"
"Danbury School District","Danbury High School","Non-Special Education",652,529,81.1,49,7.5,74,11.3
"Danbury School District","Danbury High School","Special Education",80,53,66.3,17,21.3,10,12.5
"Darien School District","Darien High School","Non-Special Education",292,288,98.6,"*","*","*","*"
"Darien School District","Darien High School","Special Education",37,32,86.5,"*","*","*","*"
"Derby School District","Derby High School","Non-Special Education",85,69,81.2,"*","*","*","*"
"Derby School District","Derby High School","Special Education",16,15,93.8,"*","*","*","*"
"East Granby School District","East Granby High School","Non-Special Education",54,54,100.0,"*","*","*","*"
"East Granby School District","East Granby High School","Special Education",7,7,100.0,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-Special Education",93,90,96.8,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Special Education",15,11,73.3,"*","*","*","*"
"East Hampton School District","East Hampton High School","Non-Special Education",114,"*","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Special Education",7,"*","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-Special Education","*","*","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Special Education","*","*","*","*","*","*","*"
"East Hartford School District","East Hartford High School","Non-Special Education",359,344,95.8,"*","*",12,3.3
"East Hartford School District","East Hartford High School","Special Education",49,42,85.7,"*","*","*","*"
"East Haven School District","East Haven High School","Non-Special Education",198,161,81.3,"*","*",35,17.7
"East Haven School District","East Haven High School","Special Education",30,18,60.0,"*","*",8,26.7
"East Lyme School District","East Lyme High School","Non-Special Education",239,234,97.9,"*","*","*","*"
"East Lyme School District","East Lyme High School","Special Education",25,24,96.0,"*","*","*","*"
"East Windsor School District","East Windsor High School","Non-Special Education",70,63,90.0,"*","*","*","*"
"East Windsor School District","East Windsor High School","Special Education",17,14,82.4,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-Special Education",23,22,95.7,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Special Education","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-Special Education",40,24,60.0,7,17.5,9,22.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Special Education","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","Non-Special Education",171,171,100.0,"*","*","*","*"
"Ellington School District","Ellington High School","Special Education",34,29,85.3,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-Special Education","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Special Education","*","*","*","*","*","*","*"
"Enfield School District","Enfield High School","Non-Special Education",148,129,87.2,"*","*",17,11.5
"Enfield School District","Enfield High School","Special Education",12,9,75.0,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Non-Special Education",190,175,92.1,"*","*",11,5.8
"Enfield School District","Enrico Fermi High School","Special Education",37,26,70.3,"*","*","*","*"
"Explorations District","Explorations","Non-Special Education",13,11,84.6,"*","*","*","*"
"Explorations District","Explorations","Special Education",10,9,90.0,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-Special Education",341,336,98.5,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Special Education",40,33,82.5,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Non-Special Education",270,266,98.5,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Special Education",31,28,90.3,"*","*","*","*"
"Farmington School District","Farmington High School","Non-Special Education",290,289,99.7,"*","*","*","*"
"Farmington School District","Farmington High School","Special Education",27,23,85.2,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-Special Education",467,463,99.1,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Special Education",43,41,95.3,"*","*","*","*"
"Granby School District","Granby Memorial High School","Non-Special Education",149,146,98.0,"*","*","*","*"
"Granby School District","Granby Memorial High School","Special Education",15,14,93.3,"*","*","*","*"
"Greenwich School District","Greenwich High School","Non-Special Education",546,535,98.0,"*","*","*","*"
"Greenwich School District","Greenwich High School","Special Education",74,68,91.9,"*","*","*","*"
"Griswold School District","Griswold High School","Non-Special Education",123,116,94.3,"*","*","*","*"
"Griswold School District","Griswold High School","Special Education",20,14,70.0,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Non-Special Education",239,218,91.2,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Special Education",25,17,68.0,"*","*","*","*"
"Guilford School District","Guilford High School","Non-Special Education",242,236,97.5,"*","*","*","*"
"Guilford School District","Guilford High School","Special Education",27,24,88.9,"*","*","*","*"
"Hamden School District","Hamden High School","Non-Special Education",381,355,93.2,"*","*",20,5.2
"Hamden School District","Hamden High School","Special Education",55,44,80.0,"*","*",8,14.5
"Hartford School District","Bulkeley High School Upper School","Non-Special Education",154,110,71.4,25,16.2,19,12.3
"Hartford School District","Bulkeley High School Upper School","Special Education",27,21,77.8,"*","*","*","*"
"Hartford School District","Capital Community College Magnet Academy","Non-Special Education",16,12,75.0,"*","*","*","*"
"Hartford School District","Capital Community College Magnet Academy","Special Education","*","*","*","*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Non-Special Education",36,34,94.4,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Special Education","*","*","*","*","*","*","*"
"Hartford School District","Classical Magnet School","Non-Special Education",75,69,92.0,"*","*","*","*"
"Hartford School District","Classical Magnet School","Special Education",9,7,77.8,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-Special Education",68,47,69.1,10,14.7,11,16.2
"Hartford School District","Culinary Arts Academy","Special Education",10,7,70.0,"*","*","*","*"
"Hartford School District","Great Path Academy at MCC","Non-Special Education",56,51,91.1,"*","*","*","*"
"Hartford School District","Great Path Academy at MCC","Special Education",6,"*","*","*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-Special Education",101,75,74.3,9,8.9,17,16.8
"Hartford School District","HPHS Academy of Engineering and Green Technology","Special Education",17,9,52.9,"*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-Special Education",81,63,77.8,"*","*",15,18.5
"Hartford School District","HPHS Academy of Nursing and Health Science","Special Education",19,10,52.6,"*","*",6,31.6
"Hartford School District","HPHS Law and Government Academy","Non-Special Education",95,61,64.2,12,12.6,22,23.2
"Hartford School District","HPHS Law and Government Academy","Special Education",14,9,64.3,"*","*","*","*"
"Hartford School District","Hartford Magnet Trinity College Academy","Non-Special Education",64,62,96.9,"*","*","*","*"
"Hartford School District","Hartford Magnet Trinity College Academy","Special Education",12,11,91.7,"*","*","*","*"
"Hartford School District","High School Inc.","Non-Special Education",66,49,74.2,"*","*",17,25.8
"Hartford School District","High School Inc.","Special Education",18,14,77.8,"*","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Non-Special Education",46,34,73.9,"*","*",11,23.9
"Hartford School District","Journalism and Media Academy Magnet School","Special Education",7,"*","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-Special Education",59,54,91.5,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Special Education",9,7,77.8,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-Special Education",88,83,94.3,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Special Education",9,6,66.7,"*","*","*","*"
"Hartford School District","University High School of Science and Engineering","Non-Special Education",83,81,97.6,"*","*","*","*"
"Hartford School District","University High School of Science and Engineering","Special Education",10,9,90.0,"*","*","*","*"
"Killingly School District","Killingly High School","Non-Special Education",162,139,85.8,"*","*","*","*"
"Killingly School District","Killingly High School","Special Education",22,14,63.6,"*","*","*","*"
"Learn","Connecticut River Academy","Non-Special Education",76,70,92.1,"*","*",6,7.9
"Learn","Connecticut River Academy","Special Education","*","*","*","*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-Special Education",50,44,88.0,"*","*",6,12.0
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Special Education",10,"*","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Non-Special Education",24,22,91.7,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Special Education","*","*","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Non-Special Education",80,78,97.5,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Special Education",12,11,91.7,"*","*","*","*"
"Ledyard School District","Ledyard High School","Non-Special Education",199,195,98.0,"*","*","*","*"
"Ledyard School District","Ledyard High School","Special Education",28,21,75.0,"*","*","*","*"
"Litchfield School District","Litchfield High School","Non-Special Education",59,59,100.0,"*","*","*","*"
"Litchfield School District","Litchfield High School","Special Education",10,10,100.0,"*","*","*","*"
"Madison School District","Daniel Hand High School","Non-Special Education",268,266,99.3,"*","*","*","*"
"Madison School District","Daniel Hand High School","Special Education",40,39,97.5,"*","*","*","*"
"Manchester School District","Manchester High School","Non-Special Education",353,313,88.7,"*","*",32,9.1
"Manchester School District","Manchester High School","Special Education",51,36,70.6,"*","*",11,21.6
"Meriden School District","Francis T. Maloney High School","Non-Special Education",245,197,80.4,12,4.9,36,14.7
"Meriden School District","Francis T. Maloney High School","Special Education",45,22,48.9,9,20.0,14,31.1
"Meriden School District","Orville H. Platt High School","Non-Special Education",264,209,79.2,"*","*",48,18.2
"Meriden School District","Orville H. Platt High School","Special Education",49,31,63.3,"*","*",13,26.5
"Middletown School District","Middletown High School","Non-Special Education",252,241,95.6,"*","*","*","*"
"Middletown School District","Middletown High School","Special Education",20,18,90.0,"*","*","*","*"
"Milford School District","Jonathan Law High School","Non-Special Education",171,162,94.7,"*","*",7,4.1
"Milford School District","Jonathan Law High School","Special Education",31,22,71.0,8,25.8,"*","*"
"Milford School District","Joseph A. Foran High School","Non-Special Education",197,195,99.0,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","Special Education",34,28,82.4,"*","*","*","*"
"Monroe School District","Masuk High School","Non-Special Education",290,290,100.0,"*","*","*","*"
"Monroe School District","Masuk High School","Special Education",18,18,100.0,"*","*","*","*"
"Montville School District","Montville High School","Non-Special Education",157,153,97.5,"*","*","*","*"
"Montville School District","Montville High School","Special Education",13,10,76.9,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","Non-Special Education",283,251,88.7,9,3.2,23,8.1
"Naugatuck School District","Naugatuck High School","Special Education",50,34,68.0,8,16.0,8,16.0
"New Britain School District","New Britain High School","Non-Special Education",523,386,73.8,43,8.2,94,18.0
"New Britain School District","New Britain High School","Special Education",116,61,52.6,18,15.5,37,31.9
"New Canaan School District","New Canaan High School","Non-Special Education",269,269,100.0,"*","*","*","*"
"New Canaan School District","New Canaan High School","Special Education",38,35,92.1,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-Special Education",234,233,99.6,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Special Education",14,13,92.9,"*","*","*","*"
"New Haven School District","Cooperative High School","Non-Special Education",130,124,95.4,"*","*","*","*"
"New Haven School District","Cooperative High School","Special Education",15,13,86.7,"*","*","*","*"
"New Haven School District","Engineering - Science University Magnet School","Non-Special Education",53,52,98.1,"*","*","*","*"
"New Haven School District","Engineering - Science University Magnet School","Special Education","*","*","*","*","*","*","*"
"New Haven School District","High School In The Community","Non-Special Education",47,24,51.1,6,12.8,17,36.2
"New Haven School District","High School In The Community","Special Education",12,"*","*","*","*","*","*"
"New Haven School District","Hill Regional Career High School","Non-Special Education",165,151,91.5,"*","*",9,5.5
"New Haven School District","Hill Regional Career High School","Special Education",13,11,84.6,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-Special Education",39,36,92.3,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Special Education",11,9,81.8,"*","*","*","*"
"New Haven School District","James Hillhouse High School","Non-Special Education",230,170,73.9,17,7.4,43,18.7
"New Haven School District","James Hillhouse High School","Special Education",42,22,52.4,14,33.3,6,14.3
"New Haven School District","Metropolitan Business Academy","Non-Special Education",87,76,87.4,"*","*",7,8.0
"New Haven School District","Metropolitan Business Academy","Special Education","*","*","*","*","*","*","*"
"New Haven School District","New Haven Academy","Non-Special Education",53,41,77.4,7,13.2,"*","*"
"New Haven School District","New Haven Academy","Special Education",8,"*","*","*","*","*","*"
"New Haven School District","Sound School","Non-Special Education",64,56,87.5,"*","*",7,10.9
"New Haven School District","Sound School","Special Education",8,8,100.0,"*","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-Special Education",339,229,67.6,11,3.2,99,29.2
"New Haven School District","Wilbur Cross High School","Special Education",43,24,55.8,6,14.0,13,30.2
"New London School District","New London High School","Non-Special Education",154,123,79.9,"*","*","*","*"
"New London School District","New London High School","Special Education",39,25,64.1,"*","*","*","*"
"New Milford School District","New Milford High School","Non-Special Education",305,294,96.4,"*","*",10,3.3
"New Milford School District","New Milford High School","Special Education",54,40,74.1,"*","*",13,24.1
"Newington School District","Newington High School","Non-Special Education",308,290,94.2,"*","*","*","*"
"Newington School District","Newington High School","Special Education",47,39,83.0,"*","*","*","*"
"Newtown School District","Newtown High School","Non-Special Education",414,409,98.8,"*","*","*","*"
"Newtown School District","Newtown High School","Special Education",32,22,68.8,"*","*","*","*"
"North Branford School District","North Branford High School","Non-Special Education",141,136,96.5,"*","*","*","*"
"North Branford School District","North Branford High School","Special Education",20,17,85.0,"*","*","*","*"
"North Haven School District","North Haven High School","Non-Special Education",256,246,96.1,"*","*","*","*"
"North Haven School District","North Haven High School","Special Education",28,23,82.1,"*","*","*","*"
"North Stonington School District","Wheeler High School","Non-Special Education",45,"*","*","*","*","*","*"
"North Stonington School District","Wheeler High School","Special Education",6,"*","*","*","*","*","*"
"Norwalk School District","Brien McMahon High School","Non-Special Education",394,376,95.4,"*","*",15,3.8
"Norwalk School District","Brien McMahon High School","Special Education",47,43,91.5,"*","*","*","*"
"Norwalk School District","Norwalk High School","Non-Special Education",343,320,93.3,6,1.7,17,5.0
"Norwalk School District","Norwalk High School","Special Education",36,25,69.4,"*","*",7,19.4
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-Special Education",36,"*","*","*","*",17,47.2
"Norwalk School District","Norwalk Pathways Academy at Briggs","Special Education",6,"*","*","*","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","Non-Special Education",513,467,91.0,"*","*",44,8.6
"Norwich Free Academy District","Norwich Free Academy","Special Education",71,50,70.4,"*","*",20,28.2
"Old Saybrook School District","Old Saybrook Senior High School","Non-Special Education",106,105,99.1,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Special Education",18,14,77.8,"*","*","*","*"
"Oxford School District","Oxford High School","Non-Special Education",113,"*","*","*","*","*","*"
"Oxford School District","Oxford High School","Special Education",6,"*","*","*","*","*","*"
"Plainfield School District","Plainfield High School","Non-Special Education",140,122,87.1,"*","*","*","*"
"Plainfield School District","Plainfield High School","Special Education",26,14,53.8,"*","*","*","*"
"Plainville School District","Plainville High School","Non-Special Education",155,144,92.9,"*","*",10,6.5
"Plainville School District","Plainville High School","Special Education",21,14,66.7,"*","*",6,28.6
"Plymouth School District","Terryville High School","Non-Special Education",99,93,93.9,"*","*","*","*"
"Plymouth School District","Terryville High School","Special Education",18,12,66.7,"*","*","*","*"
"Portland School District","Portland High School","Non-Special Education",82,"*","*","*","*","*","*"
"Portland School District","Portland High School","Special Education",9,"*","*","*","*","*","*"
"Putnam School District","Putnam High School","Non-Special Education",48,"*","*","*","*","*","*"
"Putnam School District","Putnam High School","Special Education",7,"*","*","*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-Special Education",75,72,96.0,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Special Education",11,9,81.8,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Non-Special Education",155,152,98.1,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Special Education",23,22,95.7,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Non-Special Education",376,368,97.9,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Special Education",37,33,89.2,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-Special Education",76,74,97.4,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Special Education",10,9,90.0,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-Special Education",122,121,99.2,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Special Education",11,11,100.0,"*","*","*","*"
"Regional School District 08","RHAM High School","Non-Special Education",233,225,96.6,"*","*","*","*"
"Regional School District 08","RHAM High School","Special Education",34,23,67.6,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Non-Special Education",229,225,98.3,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Special Education",22,21,95.5,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-Special Education",168,165,98.2,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Special Education",18,16,88.9,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Non-Special Education",38,38,100.0,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Special Education",12,12,100.0,"*","*","*","*"
"Regional School District 12","Shepaug Valley School","Non-Special Education",56,54,96.4,"*","*","*","*"
"Regional School District 12","Shepaug Valley School","Special Education",13,13,100.0,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-Special Education",120,120,100.0,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Special Education",19,19,100.0,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-Special Education",165,164,99.4,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Special Education",18,17,94.4,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-Special Education",259,251,96.9,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Special Education",30,25,83.3,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-Special Education",153,"*","*","*","*","*","*"
"Regional School District 16","Woodland Regional High School","Special Education",8,"*","*","*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-Special Education",147,147,100.0,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Special Education",19,14,73.7,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-Special Education",78,76,97.4,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Special Education",10,8,80.0,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Non-Special Education",240,230,95.8,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Special Education",26,25,96.2,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Non-Special Education",386,380,98.4,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Special Education",39,37,94.9,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-Special Education",166,160,96.4,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Special Education",18,15,83.3,"*","*","*","*"
"Seymour School District","Seymour High School","Non-Special Education",131,122,93.1,"*","*","*","*"
"Seymour School District","Seymour High School","Special Education",14,10,71.4,"*","*","*","*"
"Shelton School District","Shelton High School","Non-Special Education",328,321,97.9,"*","*","*","*"
