"Four-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Race"

"",,,,"Graduates",,"Non-Graduates",,,
"Avon School District","Avon High School","Hispanic",8,7,87.5,"*","*","*","*"
"Avon School District","Avon High School","Male",143,136,95.1,"*","*","*","*"
"Avon School District","Avon High School","Non-ELL",283,273,96.5,6,2.1,"*","*"
"Avon School District","Avon High School","Non-High Needs",239,235,98.3,"*","*","*","*"
"Avon School District","Avon High School","Non-Hispanic",276,267,96.7,"*","*","*","*"
"Avon School District","Avon High School","Non-Special Education",248,243,98.0,"*","*","*","*"
"Avon School District","Avon High School","Not Eligible For Lunch",273,265,97.1,"*","*","*","*"
"Avon School District","Avon High School","Asian",14,14,100.0,"*","*","*","*"
"Avon School District","Avon High School","ELL","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Special Education",36,31,86.1,"*","*","*","*"
"Avon School District","Avon High School","White",252,243,96.4,"*","*","*","*"
"Avon School District","Avon High School","Two or More Races","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","All Students",261,249,95.4,"*","*",8,3.1
"Berlin School District","Berlin High School","Black","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Free Lunch",21,19,90.5,"*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Lunch",30,27,90.0,"*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Reduced Lunch",9,8,88.9,"*","*","*","*"
"Berlin School District","Berlin High School","Female",146,141,96.6,"*","*","*","*"
"Berlin School District","Berlin High School","High Needs",63,56,88.9,"*","*","*","*"
"Berlin School District","Berlin High School","Hispanic",18,16,88.9,"*","*","*","*"
"Berlin School District","Berlin High School","Male",115,108,93.9,"*","*","*","*"
"Berlin School District","Berlin High School","Non-ELL",257,245,95.3,"*","*",8,3.1
"Berlin School District","Berlin High School","Non-High Needs",198,193,97.5,"*","*","*","*"
"Berlin School District","Berlin High School","Non-Hispanic",243,233,95.9,"*","*",7,2.9
"Berlin School District","Berlin High School","Non-Special Education",223,216,96.9,"*","*",6,2.7
"Berlin School District","Berlin High School","Not Eligible For Lunch",231,222,96.1,"*","*",6,2.6
"Berlin School District","Berlin High School","Asian",9,9,100.0,"*","*","*","*"
"Berlin School District","Berlin High School","ELL","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Special Education",38,33,86.8,"*","*","*","*"
"Berlin School District","Berlin High School","White",220,211,95.9,"*","*",6,2.7
"Berlin School District","Berlin High School","Two or More Races",13,12,92.3,"*","*","*","*"
"Bethel School District","Bethel High School","All Students",237,225,94.9,8,3.4,"*","*"
"Bethel School District","Bethel High School","Black","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Free Lunch",21,18,85.7,"*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Lunch",36,33,91.7,"*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Reduced Lunch",15,15,100.0,"*","*","*","*"
"Bethel School District","Bethel High School","Female",128,124,96.9,"*","*","*","*"
"Bethel School District","Bethel High School","High Needs",57,49,86.0,6,10.5,"*","*"
"Bethel School District","Bethel High School","Hispanic",25,23,92.0,"*","*","*","*"
"Bethel School District","Bethel High School","Male",109,101,92.7,6,5.5,"*","*"
"Bethel School District","Bethel High School","Non-ELL",234,222,94.9,8,3.4,"*","*"
"Bethel School District","Bethel High School","Non-High Needs",180,176,97.8,"*","*","*","*"
"Bethel School District","Bethel High School","Non-Hispanic",212,202,95.3,6,2.8,"*","*"
"Bethel School District","Bethel High School","Non-Special Education",210,204,97.1,"*","*","*","*"
"Bethel School District","Bethel High School","Not Eligible For Lunch",201,192,95.5,"*","*","*","*"
"Bethel School District","Bethel High School","Asian",9,9,100.0,"*","*","*","*"
"Bethel School District","Bethel High School","ELL","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Special Education",27,21,77.8,"*","*","*","*"
"Bethel School District","Bethel High School","White",197,189,95.9,"*","*","*","*"
"Bethel School District","Bethel High School","Two or More Races","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","All Students",168,140,83.3,18,10.7,10,6.0
"Bloomfield School District","Bloomfield High School","Black",148,125,84.5,15,10.1,8,5.4
"Bloomfield School District","Bloomfield High School","Eligible For Free Lunch",71,50,70.4,14,19.7,7,9.9
"Bloomfield School District","Bloomfield High School","Eligible For Lunch",94,71,75.5,16,17.0,7,7.4
"Bloomfield School District","Bloomfield High School","Eligible For Reduced Lunch",23,21,91.3,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Female",86,75,87.2,"*","*",6,7.0
"Bloomfield School District","Bloomfield High School","High Needs",100,76,76.0,17,17.0,7,7.0
"Bloomfield School District","Bloomfield High School","Hispanic",13,9,69.2,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Male",82,65,79.3,13,15.9,"*","*"
"Bloomfield School District","Bloomfield High School","Non-ELL",168,140,83.3,18,10.7,10,6.0
"Bloomfield School District","Bloomfield High School","Non-High Needs",68,64,94.1,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-Hispanic",155,131,84.5,15,9.7,9,5.8
"Bloomfield School District","Bloomfield High School","Non-Special Education",144,123,85.4,12,8.3,9,6.3
"Bloomfield School District","Bloomfield High School","Not Eligible For Lunch",74,69,93.2,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Special Education",24,17,70.8,6,25.0,"*","*"
"Bloomfield School District","Bloomfield High School","White",7,6,85.7,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","All Students",16,13,81.3,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Black",13,11,84.6,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Eligible For Free Lunch",8,6,75.0,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Eligible For Lunch",13,10,76.9,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Female",11,8,72.7,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","High Needs",13,10,76.9,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Hispanic","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Male","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-ELL",16,13,81.3,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-High Needs","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-Hispanic",13,11,84.6,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-Special Education",15,12,80.0,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Special Education","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","All Students",73,66,90.4,"*","*","*","*"
"Bolton School District","Bolton High School","Black","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Free Lunch",7,"*","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Lunch",8,"*","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Female",37,35,94.6,"*","*","*","*"
"Bolton School District","Bolton High School","High Needs",15,8,53.3,"*","*","*","*"
"Bolton School District","Bolton High School","Hispanic","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Male",36,31,86.1,"*","*","*","*"
"Bolton School District","Bolton High School","Non-ELL",73,66,90.4,"*","*","*","*"
"Bolton School District","Bolton High School","Non-High Needs",58,58,100.0,"*","*","*","*"
"Bolton School District","Bolton High School","Non-Hispanic",71,66,93.0,"*","*","*","*"
"Bolton School District","Bolton High School","Non-Special Education",64,61,95.3,"*","*","*","*"
"Bolton School District","Bolton High School","Not Eligible For Lunch",65,63,96.9,"*","*","*","*"
"Bolton School District","Bolton High School","Special Education",9,"*","*","*","*","*","*"
"Bolton School District","Bolton High School","White",69,64,92.8,"*","*","*","*"
"Bolton School District","Bolton High School","Two or More Races","*","*","*","*","*","*","*"
"Branford School District","Branford High School","All Students",251,239,95.2,"*","*",10,4.0
"Branford School District","Branford High School","Black","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Eligible For Free Lunch",37,34,91.9,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Lunch",58,54,93.1,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Reduced Lunch",21,20,95.2,"*","*","*","*"
"Branford School District","Branford High School","Female",128,123,96.1,"*","*","*","*"
"Branford School District","Branford High School","High Needs",80,75,93.8,"*","*","*","*"
"Branford School District","Branford High School","Hispanic",9,9,100.0,"*","*","*","*"
"Branford School District","Branford High School","Male",123,116,94.3,"*","*","*","*"
"Branford School District","Branford High School","Non-ELL",248,236,95.2,"*","*",10,4.0
"Branford School District","Branford High School","Non-High Needs",171,164,95.9,"*","*",7,4.1
"Branford School District","Branford High School","Non-Hispanic",242,230,95.0,"*","*",10,4.1
"Branford School District","Branford High School","Non-Special Education",224,214,95.5,"*","*",9,4.0
"Branford School District","Branford High School","Not Eligible For Lunch",193,185,95.9,"*","*",7,3.6
"Branford School District","Branford High School","Asian",9,8,88.9,"*","*","*","*"
"Branford School District","Branford High School","ELL","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Special Education",27,25,92.6,"*","*","*","*"
"Branford School District","Branford High School","White",228,219,96.1,"*","*",9,3.9
"Branford School District","Branford High School","Two or More Races","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","All Students",310,148,47.7,30,9.7,132,42.6
"Bridgeport School District","Bassick High School","Black",123,71,57.7,15,12.2,37,30.1
"Bridgeport School District","Bassick High School","Eligible For Free Lunch",299,144,48.2,29,9.7,126,42.1
"Bridgeport School District","Bassick High School","Eligible For Lunch",307,146,47.6,30,9.8,131,42.7
"Bridgeport School District","Bassick High School","Eligible For Reduced Lunch",8,"*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Female",146,77,52.7,9,6.2,60,41.1
"Bridgeport School District","Bassick High School","High Needs",310,148,47.7,30,9.7,132,42.6
"Bridgeport School District","Bassick High School","Hispanic",150,63,42.0,13,8.7,74,49.3
"Bridgeport School District","Bassick High School","Male",164,71,43.3,21,12.8,72,43.9
"Bridgeport School District","Bassick High School","Non-ELL",235,118,50.2,23,9.8,94,40.0
"Bridgeport School District","Bassick High School","Non-Hispanic",160,85,53.1,17,10.6,58,36.3
"Bridgeport School District","Bassick High School","Non-Special Education",264,128,48.5,24,9.1,112,42.4
"Bridgeport School District","Bassick High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Asian",13,8,61.5,"*","*","*","*"
"Bridgeport School District","Bassick High School","ELL",75,30,40.0,7,9.3,38,50.7
"Bridgeport School District","Bassick High School","Special Education",46,20,43.5,6,13.0,20,43.5
"Bridgeport School District","Bassick High School","White",24,6,25.0,"*","*",17,70.8
"Bridgeport School District","Central High School","All Students",570,447,78.4,52,9.1,71,12.5
"Bridgeport School District","Central High School","Black",202,163,80.7,16,7.9,23,11.4
"Bridgeport School District","Central High School","Eligible For Free Lunch",527,413,78.4,47,8.9,67,12.7
"Bridgeport School District","Central High School","Eligible For Lunch",568,445,78.3,52,9.2,71,12.5
"Bridgeport School District","Central High School","Eligible For Reduced Lunch",41,32,78.0,"*","*","*","*"
"Bridgeport School District","Central High School","Female",292,239,81.8,25,8.6,28,9.6
"Bridgeport School District","Central High School","High Needs",570,447,78.4,52,9.1,71,12.5
"Bridgeport School District","Central High School","Hispanic",230,166,72.2,29,12.6,35,15.2
"Bridgeport School District","Central High School","Male",278,208,74.8,27,9.7,43,15.5
"Bridgeport School District","Central High School","Non-ELL",511,406,79.5,42,8.2,63,12.3
"Bridgeport School District","Central High School","Non-Hispanic",340,281,82.6,23,6.8,36,10.6
"Bridgeport School District","Central High School","Non-Special Education",512,415,81.1,39,7.6,58,11.3
"Bridgeport School District","Central High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Asian",19,16,84.2,"*","*","*","*"
"Bridgeport School District","Central High School","ELL",59,41,69.5,10,16.9,8,13.6
"Bridgeport School District","Central High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Special Education",58,32,55.2,13,22.4,13,22.4
"Bridgeport School District","Central High School","White",51,40,78.4,"*","*",9,17.6
"Bridgeport School District","Central High School","Indian or Alaska Native",67,61,91.0,"*","*","*","*"
"Bridgeport School District","Harding High School","All Students",357,236,66.1,22,6.2,99,27.7
"Bridgeport School District","Harding High School","Black",147,114,77.6,11,7.5,22,15.0
"Bridgeport School District","Harding High School","Eligible For Free Lunch",337,220,65.3,20,5.9,97,28.8
"Bridgeport School District","Harding High School","Eligible For Lunch",355,235,66.2,22,6.2,98,27.6
"Bridgeport School District","Harding High School","Eligible For Reduced Lunch",18,15,83.3,"*","*","*","*"
"Bridgeport School District","Harding High School","Female",184,137,74.5,7,3.8,40,21.7
"Bridgeport School District","Harding High School","High Needs",356,236,66.3,22,6.2,98,27.5
"Bridgeport School District","Harding High School","Hispanic",198,116,58.6,10,5.1,72,36.4
"Bridgeport School District","Harding High School","Male",173,99,57.2,15,8.7,59,34.1
"Bridgeport School District","Harding High School","Non-ELL",287,192,66.9,20,7.0,75,26.1
"Bridgeport School District","Harding High School","Non-High Needs","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","Non-Hispanic",159,120,75.5,12,7.5,27,17.0
"Bridgeport School District","Harding High School","Non-Special Education",305,211,69.2,11,3.6,83,27.2
"Bridgeport School District","Harding High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","Asian","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","ELL",70,44,62.9,"*","*",24,34.3
"Bridgeport School District","Harding High School","Special Education",52,25,48.1,11,21.2,16,30.8
"Bridgeport School District","Harding High School","White",8,"*","*","*","*","*","*"
"Bristol School District","Bristol Central High School","All Students",332,286,86.1,21,6.3,25,7.5
"Bristol School District","Bristol Central High School","Black",21,18,85.7,"*","*","*","*"
"Bristol School District","Bristol Central High School","Eligible For Free Lunch",100,71,71.0,11,11.0,18,18.0
"Bristol School District","Bristol Central High School","Eligible For Lunch",138,104,75.4,14,10.1,20,14.5
"Bristol School District","Bristol Central High School","Eligible For Reduced Lunch",38,33,86.8,"*","*","*","*"
"Bristol School District","Bristol Central High School","Female",165,143,86.7,7,4.2,15,9.1
"Bristol School District","Bristol Central High School","High Needs",159,122,76.7,15,9.4,22,13.8
"Bristol School District","Bristol Central High School","Hispanic",62,48,77.4,7,11.3,7,11.3
"Bristol School District","Bristol Central High School","Male",167,143,85.6,14,8.4,10,6.0
"Bristol School District","Bristol Central High School","Non-ELL",321,276,86.0,20,6.2,25,7.8
"Bristol School District","Bristol Central High School","Non-High Needs",173,164,94.8,6,3.5,"*","*"
"Bristol School District","Bristol Central High School","Non-Hispanic",270,238,88.1,14,5.2,18,6.7
"Bristol School District","Bristol Central High School","Non-Special Education",286,253,88.5,13,4.5,20,7.0
"Bristol School District","Bristol Central High School","Not Eligible For Lunch",194,182,93.8,7,3.6,"*","*"
"Bristol School District","Bristol Central High School","Asian","*","*","*","*","*","*","*"
"Bristol School District","Bristol Central High School","ELL",11,10,90.9,"*","*","*","*"
"Bristol School District","Bristol Central High School","Special Education",46,33,71.7,8,17.4,"*","*"
"Bristol School District","Bristol Central High School","White",234,206,88.0,10,4.3,18,7.7
"Bristol School District","Bristol Central High School","Two or More Races",9,8,88.9,"*","*","*","*"
"Bristol School District","Bristol Central High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","All Students",290,250,86.2,14,4.8,26,9.0
"Bristol School District","Bristol Eastern High School","Black",19,14,73.7,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Eligible For Free Lunch",70,47,67.1,9,12.9,14,20.0
"Bristol School District","Bristol Eastern High School","Eligible For Lunch",99,72,72.7,10,10.1,17,17.2
"Bristol School District","Bristol Eastern High School","Eligible For Reduced Lunch",29,25,86.2,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Female",149,135,90.6,"*","*",11,7.4
"Bristol School District","Bristol Eastern High School","High Needs",123,94,76.4,11,8.9,18,14.6
"Bristol School District","Bristol Eastern High School","Hispanic",31,18,58.1,"*","*",9,29.0
"Bristol School District","Bristol Eastern High School","Male",141,115,81.6,11,7.8,15,10.6
"Bristol School District","Bristol Eastern High School","Non-ELL",280,244,87.1,13,4.6,23,8.2
"Bristol School District","Bristol Eastern High School","Non-High Needs",167,156,93.4,"*","*",8,4.8
"Bristol School District","Bristol Eastern High School","Non-Hispanic",259,232,89.6,10,3.9,17,6.6
"Bristol School District","Bristol Eastern High School","Non-Special Education",252,220,87.3,9,3.6,23,9.1
"Bristol School District","Bristol Eastern High School","Not Eligible For Lunch",191,178,93.2,"*","*",9,4.7
"Bristol School District","Bristol Eastern High School","Asian",14,13,92.9,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","ELL",10,6,60.0,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Special Education",38,30,78.9,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","White",221,200,90.5,6,2.7,15,6.8
"Bristol School District","Bristol Eastern High School","Two or More Races","*","*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","All Students",254,247,97.2,6,2.4,"*","*"
"Brookfield School District","Brookfield High School","Black",8,8,100.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Free Lunch",13,12,92.3,"*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Lunch",16,15,93.8,"*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Female",141,136,96.5,"*","*","*","*"
"Brookfield School District","Brookfield High School","High Needs",32,27,84.4,"*","*","*","*"
"Brookfield School District","Brookfield High School","Hispanic",7,7,100.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","Male",113,111,98.2,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-ELL",253,246,97.2,6,2.4,"*","*"
"Brookfield School District","Brookfield High School","Non-High Needs",222,220,99.1,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-Hispanic",247,240,97.2,6,2.4,"*","*"
"Brookfield School District","Brookfield High School","Non-Special Education",235,232,98.7,"*","*","*","*"
"Brookfield School District","Brookfield High School","Not Eligible For Lunch",238,232,97.5,6,2.5,"*","*"
"Brookfield School District","Brookfield High School","Asian",9,9,100.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","ELL","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Special Education",19,15,78.9,"*","*","*","*"
"Brookfield School District","Brookfield High School","White",230,223,97.0,6,2.6,"*","*"
"Canton School District","Canton High School","All Students",118,115,97.5,"*","*","*","*"
"Canton School District","Canton High School","Black","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Eligible For Free Lunch",7,6,85.7,"*","*","*","*"
"Canton School District","Canton High School","Eligible For Lunch",7,6,85.7,"*","*","*","*"
"Canton School District","Canton High School","Female",61,61,100.0,"*","*","*","*"
"Canton School District","Canton High School","High Needs",16,15,93.8,"*","*","*","*"
"Canton School District","Canton High School","Hispanic","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Male",57,54,94.7,"*","*","*","*"
"Canton School District","Canton High School","Non-ELL",118,115,97.5,"*","*","*","*"
"Canton School District","Canton High School","Non-High Needs",102,100,98.0,"*","*","*","*"
"Canton School District","Canton High School","Non-Hispanic",113,110,97.3,"*","*","*","*"
"Canton School District","Canton High School","Non-Special Education",107,105,98.1,"*","*","*","*"
"Canton School District","Canton High School","Not Eligible For Lunch",111,109,98.2,"*","*","*","*"
"Canton School District","Canton High School","Asian","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Special Education",11,10,90.9,"*","*","*","*"
"Canton School District","Canton High School","White",107,105,98.1,"*","*","*","*"
"Canton School District","Canton High School","Two or More Races","*","*","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","All Students",79,64,81.0,"*","*",15,19.0
"Capitol Region Education Council","Great Path Academy at MCC","Black",35,27,77.1,"*","*",8,22.9
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Free Lunch",39,30,76.9,"*","*",9,23.1
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Lunch",50,40,80.0,"*","*",10,20.0
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Reduced Lunch",11,10,90.9,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Female",49,44,89.8,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","High Needs",53,42,79.2,"*","*",11,20.8
"Capitol Region Education Council","Great Path Academy at MCC","Hispanic",21,17,81.0,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Male",30,20,66.7,"*","*",10,33.3
"Capitol Region Education Council","Great Path Academy at MCC","Non-ELL",76,61,80.3,"*","*",15,19.7
"Capitol Region Education Council","Great Path Academy at MCC","Non-High Needs",26,22,84.6,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-Hispanic",58,47,81.0,"*","*",11,19.0
"Capitol Region Education Council","Great Path Academy at MCC","Non-Special Education",69,56,81.2,"*","*",13,18.8
"Capitol Region Education Council","Great Path Academy at MCC","Not Eligible For Lunch",29,24,82.8,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Asian","*","*","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","ELL","*","*","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Special Education",10,8,80.0,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","White",21,18,85.7,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Indian or Alaska Native","*","*","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","All Students",99,87,87.9,"*","*",11,11.1
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Black",37,33,89.2,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Free Lunch",46,40,87.0,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Lunch",58,52,89.7,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Reduced Lunch",12,12,100.0,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Female",57,52,91.2,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","High Needs",61,55,90.2,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Hispanic",28,25,89.3,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Male",42,35,83.3,"*","*",6,14.3
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-ELL",97,85,87.6,"*","*",11,11.3
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-High Needs",38,32,84.2,"*","*",6,15.8
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Hispanic",71,62,87.3,"*","*",9,12.7
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Special Education",93,81,87.1,"*","*",11,11.8
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Not Eligible For Lunch",41,35,85.4,"*","*",6,14.6
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Asian","*","*","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","ELL","*","*","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Special Education",6,6,100.0,"*","*","*","*"
