"Four-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Special Education Status"

"",,,,"Graduates",,"Non-Graduates",,,
"Fairfield School District","Fairfield Warde High School","Special Education",24,17,70.8,"*","*","*","*"
"Farmington School District","Farmington High School","Non-Special Education",308,293,95.1,"*","*","*","*"
"Farmington School District","Farmington High School","Special Education",28,26,92.9,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-Special Education",479,473,98.7,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Special Education",63,56,88.9,"*","*","*","*"
"Granby School District","Granby Memorial High School","Non-Special Education",181,176,97.2,"*","*","*","*"
"Granby School District","Granby Memorial High School","Special Education",13,12,92.3,"*","*","*","*"
"Greenwich School District","Greenwich High School","Non-Special Education",567,546,96.3,13,2.3,"*","*"
"Greenwich School District","Greenwich High School","Special Education",64,51,79.7,13,20.3,"*","*"
"Griswold School District","Griswold High School","Non-Special Education",176,155,88.1,6,3.4,15,8.5
"Griswold School District","Griswold High School","Special Education",21,7,33.3,6,28.6,8,38.1
"Groton School District","Robert E. Fitch High School","Non-Special Education",301,254,84.4,"*","*",45,15.0
"Groton School District","Robert E. Fitch High School","Special Education",29,15,51.7,"*","*",8,27.6
"Guilford School District","Guilford High School","Non-Special Education",242,232,95.9,"*","*","*","*"
"Guilford School District","Guilford High School","Special Education",24,22,91.7,"*","*","*","*"
"Hamden School District","Hamden High School","Non-Special Education",509,435,85.5,27,5.3,47,9.2
"Hamden School District","Hamden High School","Special Education",63,49,77.8,6,9.5,8,12.7
"Hartford School District","Bulkeley High School Upper School","Non-Special Education",235,184,78.3,14,6.0,37,15.7
"Hartford School District","Bulkeley High School Upper School","Special Education",43,27,62.8,10,23.3,6,14.0
"Hartford School District","Capital Preparatory Magnet School","Non-Special Education",28,25,89.3,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Special Education","*","*","*","*","*","*","*"
"Hartford School District","Classical Magnet School","Non-Special Education",83,79,95.2,"*","*","*","*"
"Hartford School District","Classical Magnet School","Special Education",6,"*","*","*","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-Special Education",62,42,67.7,12,19.4,8,12.9
"Hartford School District","Culinary Arts Academy","Special Education",34,13,38.2,9,26.5,11,32.4
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-Special Education",111,81,73.0,13,11.7,17,15.3
"Hartford School District","HPHS Academy of Engineering and Green Technology","Special Education",18,11,61.1,"*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-Special Education",112,81,72.3,7,6.3,24,21.4
"Hartford School District","HPHS Academy of Nursing and Health Science","Special Education",23,15,65.2,"*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Non-Special Education",85,43,50.6,22,25.9,20,23.5
"Hartford School District","HPHS Law and Government Academy","Special Education",20,12,60.0,6,30.0,"*","*"
"Hartford School District","OPPortunity High School","Non-Special Education",44,14,31.8,13,29.5,17,38.6
"Hartford School District","OPPortunity High School","Special Education",9,"*","*","*","*",6,66.7
"Hartford School District","Pathways Academy of Technology and Design","Non-Special Education",88,73,83.0,"*","*",13,14.8
"Hartford School District","Pathways Academy of Technology and Design","Special Education",9,8,88.9,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-Special Education",102,93,91.2,"*","*",6,5.9
"Hartford School District","Sports and Medical Sciences Academy","Special Education","*","*","*","*","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-Special Education",71,68,95.8,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Special Education","*","*","*","*","*","*","*"
"Hartford School District","Weaver High School","Non-Special Education",153,109,71.2,"*","*",44,28.8
"Hartford School District","Weaver High School","Special Education",26,14,53.8,"*","*",12,46.2
"Killingly School District","Killingly High School","Non-Special Education",170,129,75.9,6,3.5,35,20.6
"Killingly School District","Killingly High School","Special Education",26,11,42.3,6,23.1,9,34.6
"Lebanon School District","Lyman Memorial High School","Non-Special Education",143,134,93.7,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Special Education",15,14,93.3,"*","*","*","*"
"Ledyard School District","Ledyard High School","Non-Special Education",207,191,92.3,"*","*","*","*"
"Ledyard School District","Ledyard High School","Special Education",22,17,77.3,"*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Special Education","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Non-Special Education","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Special Education","*","*","*","*","*","*","*"
"Madison School District","Daniel Hand High School","Non-Special Education",287,282,98.3,"*","*","*","*"
"Madison School District","Daniel Hand High School","Special Education",28,23,82.1,"*","*","*","*"
"Manchester School District","Manchester High School","Non-Special Education",436,334,76.6,35,8.0,67,15.4
"Manchester School District","Manchester High School","Special Education",60,33,55.0,14,23.3,13,21.7
"Meriden School District","Francis T. Maloney High School","Non-Special Education",272,210,77.2,13,4.8,49,18.0
"Meriden School District","Francis T. Maloney High School","Special Education",46,18,39.1,18,39.1,10,21.7
"Meriden School District","Orville H. Platt High School","Non-Special Education",262,187,71.4,"*","*",63,24.0
"Meriden School District","Orville H. Platt High School","Special Education",38,22,57.9,"*","*",12,31.6
"Middletown School District","Middletown High School","Non-Special Education",295,239,81.0,26,8.8,30,10.2
"Middletown School District","Middletown High School","Special Education",47,28,59.6,6,12.8,13,27.7
"Milford School District","Jonathan Law High School","Non-Special Education",189,166,87.8,13,6.9,10,5.3
"Milford School District","Jonathan Law High School","Special Education",34,23,67.6,9,26.5,"*","*"
"Milford School District","Joseph A. Foran High School","Non-Special Education",228,212,93.0,10,4.4,6,2.6
"Milford School District","Joseph A. Foran High School","Special Education",37,29,78.4,7,18.9,"*","*"
"Monroe School District","Masuk High School","Non-Special Education",341,338,99.1,"*","*","*","*"
"Monroe School District","Masuk High School","Special Education",24,18,75.0,"*","*","*","*"
"Montville School District","Montville High School","Non-Special Education",179,157,87.7,"*","*","*","*"
"Montville School District","Montville High School","Special Education",16,12,75.0,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","Non-Special Education",322,275,85.4,14,4.3,33,10.2
"Naugatuck School District","Naugatuck High School","Special Education",48,31,64.6,8,16.7,9,18.8
"New Britain School District","New Britain High School","Non-Special Education",628,342,54.5,98,15.6,188,29.9
"New Britain School District","New Britain High School","Special Education",101,39,38.6,34,33.7,28,27.7
"New Canaan School District","New Canaan High School","Non-Special Education",280,276,98.6,"*","*","*","*"
"New Canaan School District","New Canaan High School","Special Education",30,27,90.0,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-Special Education",216,199,92.1,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Special Education",25,20,80.0,"*","*","*","*"
"New Haven School District","Cooperative High School","Non-Special Education",101,84,83.2,"*","*",14,13.9
"New Haven School District","Cooperative High School","Special Education",8,7,87.5,"*","*","*","*"
"New Haven School District","High School In The Community","Non-Special Education",66,41,62.1,7,10.6,18,27.3
"New Haven School District","High School In The Community","Special Education",10,"*","*","*","*","*","*"
"New Haven School District","Hill Regional Career High School","Non-Special Education",165,141,85.5,7,4.2,17,10.3
"New Haven School District","Hill Regional Career High School","Special Education",8,7,87.5,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-Special Education",35,26,74.3,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Special Education","*","*","*","*","*","*","*"
"New Haven School District","James Hillhouse High School","Non-Special Education",280,148,52.9,31,11.1,101,36.1
"New Haven School District","James Hillhouse High School","Special Education",31,12,38.7,10,32.3,9,29.0
"New Haven School District","Metropolitan Business Academy","Non-Special Education",31,26,83.9,"*","*","*","*"
"New Haven School District","Metropolitan Business Academy","Special Education","*","*","*","*","*","*","*"
"New Haven School District","New Haven Academy","Non-Special Education",62,39,62.9,10,16.1,13,21.0
"New Haven School District","New Haven Academy","Special Education",6,"*","*","*","*","*","*"
"New Haven School District","Sound School","Non-Special Education",57,50,87.7,"*","*","*","*"
"New Haven School District","Sound School","Special Education",6,"*","*","*","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-Special Education",429,261,60.8,39,9.1,129,30.1
"New Haven School District","Wilbur Cross High School","Special Education",48,16,33.3,16,33.3,16,33.3
"New London School District","New London High School","Non-Special Education",211,149,70.6,26,12.3,36,17.1
"New London School District","New London High School","Special Education",44,14,31.8,18,40.9,12,27.3
"New Milford School District","New Milford High School","Non-Special Education",345,318,92.2,"*","*",22,6.4
"New Milford School District","New Milford High School","Special Education",48,28,58.3,"*","*",13,27.1
"Newington School District","Newington High School","Non-Special Education",372,327,87.9,25,6.7,"*","*"
"Newington School District","Newington High School","Special Education",37,19,51.4,13,35.1,"*","*"
"Newtown School District","Newtown High School","Non-Special Education",397,377,95.0,"*","*","*","*"
"Newtown School District","Newtown High School","Special Education",47,41,87.2,"*","*","*","*"
"North Branford School District","North Branford High School","Non-Special Education",165,160,97.0,"*","*","*","*"
"North Branford School District","North Branford High School","Special Education",29,23,79.3,"*","*","*","*"
"North Haven School District","North Haven High School","Non-Special Education",278,248,89.2,"*","*","*","*"
"North Haven School District","North Haven High School","Special Education",25,19,76.0,"*","*","*","*"
"North Stonington School District","Wheeler High School","Non-Special Education",61,54,88.5,"*","*","*","*"
"North Stonington School District","Wheeler High School","Special Education",6,6,100.0,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","Non-Special Education",395,352,89.1,20,5.1,23,5.8
"Norwalk School District","Brien McMahon High School","Special Education",56,42,75.0,8,14.3,6,10.7
"Norwalk School District","Norwalk High School","Non-Special Education",345,295,85.5,15,4.3,35,10.1
"Norwalk School District","Norwalk High School","Special Education",44,37,84.1,6,13.6,"*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-Special Education",40,22,55.0,"*","*",15,37.5
"Norwalk School District","Norwalk Pathways Academy at Briggs","Special Education",12,7,58.3,"*","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","Non-Special Education",536,459,85.6,"*","*",75,14.0
"Norwich Free Academy District","Norwich Free Academy","Special Education",80,53,66.3,"*","*",19,23.8
"Norwich School District","Thames River Academy","Non-Special Education","*","*","*","*","*","*","*"
"Norwich School District","Thames River Academy","Special Education","*","*","*","*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Non-Special Education",112,"*","*","*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Special Education",9,"*","*","*","*","*","*"
"Oxford School District","Oxford High School","Non-Special Education",144,139,96.5,"*","*","*","*"
"Oxford School District","Oxford High School","Special Education",10,8,80.0,"*","*","*","*"
"Plainfield School District","Plainfield High School","Non-Special Education",191,169,88.5,6,3.1,"*","*"
"Plainfield School District","Plainfield High School","Special Education",35,27,77.1,7,20.0,"*","*"
"Plainville School District","Plainville High School","Non-Special Education",206,185,89.8,"*","*","*","*"
"Plainville School District","Plainville High School","Special Education",26,21,80.8,"*","*","*","*"
"Plymouth School District","Terryville High School","Non-Special Education",128,118,92.2,"*","*","*","*"
"Plymouth School District","Terryville High School","Special Education",7,6,85.7,"*","*","*","*"
"Portland School District","Portland High School","Non-Special Education",88,75,85.2,"*","*","*","*"
"Portland School District","Portland High School","Special Education",9,6,66.7,"*","*","*","*"
"Putnam School District","Putnam High School","Non-Special Education",57,49,86.0,"*","*","*","*"
"Putnam School District","Putnam High School","Special Education",17,10,58.8,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-Special Education",122,102,83.6,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Special Education",15,12,80.0,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Non-Special Education",148,135,91.2,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Special Education",21,15,71.4,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Non-Special Education",367,346,94.3,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Special Education",39,32,82.1,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-Special Education",89,79,88.8,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Special Education",14,12,85.7,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-Special Education",173,169,97.7,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Special Education",17,14,82.4,"*","*","*","*"
"Regional School District 08","RHAM High School","Non-Special Education",237,208,87.8,13,5.5,"*","*"
"Regional School District 08","RHAM High School","Special Education",29,17,58.6,8,27.6,"*","*"
"Regional School District 09","Joel Barlow High School","Non-Special Education",183,182,99.5,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Special Education",37,28,75.7,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-Special Education",161,159,98.8,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Special Education",14,10,71.4,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Non-Special Education",35,27,77.1,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Non-Special Education",81,69,85.2,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Special Education",12,11,91.7,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-Special Education",125,118,94.4,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Special Education",14,12,85.7,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-Special Education",201,192,95.5,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Special Education",16,14,87.5,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-Special Education",349,327,93.7,8,2.3,"*","*"
"Regional School District 15","Pomperaug Regional High School","Special Education",39,30,76.9,6,15.4,"*","*"
"Regional School District 16","Woodland Regional High School","Non-Special Education",181,163,90.1,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Special Education",15,10,66.7,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-Special Education",159,148,93.1,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Special Education",22,20,90.9,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-Special Education",121,120,99.2,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Special Education",12,11,91.7,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Non-Special Education",247,214,86.6,12,4.9,"*","*"
"Regional School District 19","E. O. Smith High School","Special Education",36,21,58.3,13,36.1,"*","*"
"Ridgefield School District","Ridgefield High School","Non-Special Education",384,375,97.7,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Special Education",46,40,87.0,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-Special Education",169,154,91.1,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Special Education",7,7,100.0,"*","*","*","*"
"Seymour School District","Seymour High School","Non-Special Education",179,"*","*","*","*","*","*"
"Seymour School District","Seymour High School","Special Education",9,"*","*","*","*","*","*"
"Shelton School District","Shelton High School","Non-Special Education",370,337,91.1,13,3.5,"*","*"
"Shelton School District","Shelton High School","Special Education",26,14,53.8,9,34.6,"*","*"
"Simsbury School District","Simsbury High School","Non-Special Education",327,315,96.3,"*","*","*","*"
"Simsbury School District","Simsbury High School","Special Education",29,24,82.8,"*","*","*","*"
"Somers School District","Somers High School","Non-Special Education",131,126,96.2,"*","*","*","*"
"Somers School District","Somers High School","Special Education",13,11,84.6,"*","*","*","*"
"South Windsor School District","South Windsor High School","Non-Special Education",377,351,93.1,"*","*","*","*"
"South Windsor School District","South Windsor High School","Special Education",38,30,78.9,"*","*","*","*"
"Southington School District","Southington High School","Non-Special Education",483,450,93.2,18,3.7,"*","*"
"Southington School District","Southington High School","Special Education",57,44,77.2,9,15.8,"*","*"
"Stafford School District","Stafford High School","Non-Special Education",121,"*","*","*","*","*","*"
"Stafford School District","Stafford High School","Special Education",14,"*","*","*","*","*","*"
"Stamford Academy District","Stamford Academy","Non-Special Education",46,"*","*","*","*","*","*"
"Stamford Academy District","Stamford Academy","Special Education",9,"*","*","*","*","*","*"
"Stamford School District","Stamford High School","Non-Special Education",389,333,85.6,21,5.4,35,9.0
"Stamford School District","Stamford High School","Special Education","*","*","*","*","*","*","*"
"Stamford School District","The Academy of Information Technology","Non-Special Education",139,131,94.2,"*","*",6,4.3
"Stamford School District","The Academy of Information Technology","Special Education","*","*","*","*","*","*","*"
"Stamford School District","Westhill High School","Non-Special Education",538,460,85.5,46,8.6,32,5.9
"Stamford School District","Westhill High School","Special Education",54,"*","*",9,16.7,"*","*"
"Stonington School District","Stonington High School","Non-Special Education",184,178,96.7,"*","*","*","*"
"Stonington School District","Stonington High School","Special Education",26,19,73.1,"*","*","*","*"
"Stratford School District","Bunnell High School","Non-Special Education",295,269,91.2,6,2.0,20,6.8
"Stratford School District","Bunnell High School","Special Education",34,22,64.7,7,20.6,"*","*"
"Stratford School District","Stratford High School","Non-Special Education",223,203,91.0,"*","*",15,6.7
"Stratford School District","Stratford High School","Special Education",20,14,70.0,"*","*","*","*"
"Suffield School District","Suffield High School","Non-Special Education",202,192,95.0,"*","*","*","*"
"Suffield School District","Suffield High School","Special Education",12,12,100.0,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Non-Special Education","*","*","*","*","*","*","*"
