"Four-Year Graduation Rates, 2010-11"
"All Districts, All Schools, All Students"

"",,,"Graduates",,"Non-Graduates",,,
"Connecticut Technical High School System","Henry Abbott Technical High School",160,146,91.3,"*","*",13,8.1
"Connecticut Technical High School System","Howell Cheney Technical High School",135,133,98.5,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School",111,109,98.2,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School",191,177,92.7,"*","*",12,6.3
"Connecticut Technical High School System","Platt Technical High School",200,191,95.5,"*","*",7,3.5
"Connecticut Technical High School System","Vinal Technical High School",135,125,92.6,"*","*",10,7.4
"Connecticut Technical High School System","W. F. Kaynor Technical High School",154,146,94.8,"*","*",6,3.9
"Connecticut Technical High School System","Windham Technical High School",126,120,95.2,"*","*","*","*"
"Coventry School District","Coventry High School",152,137,90.1,8,5.3,7,4.6
"Cromwell School District","Cromwell High School",167,159,95.2,"*","*","*","*"
"Danbury School District","Danbury High School",719,572,79.6,66,9.2,81,11.3
"Darien School District","Darien High School",326,313,96.0,6,1.8,7,2.1
"Derby School District","Derby High School",122,87,71.3,15,12.3,20,16.4
"East Granby School District","East Granby High School",76,73,96.1,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School",93,86,92.5,"*","*","*","*"
"East Hampton School District","East Hampton High School",136,127,93.4,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy",33,33,100.0,"*","*","*","*"
"East Hartford School District","East Hartford High School",537,430,80.1,"*","*","*","*"
"East Haven School District","East Haven High School",290,253,87.2,13,4.5,24,8.3
"East Lyme School District","East Lyme High School",324,312,96.3,"*","*","*","*"
"East Windsor School District","East Windsor High School",93,76,81.7,8,8.6,9,9.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)",17,14,82.4,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College",40,30,75.0,"*","*","*","*"
"Ellington School District","Ellington High School",181,171,94.5,"*","*","*","*"
"Enfield School District","Enfield High School",242,194,80.2,18,7.4,30,12.4
"Enfield School District","Enrico Fermi High School",276,232,84.1,23,8.3,21,7.6
"Explorations District","Explorations",34,18,52.9,8,23.5,8,23.5
"Fairfield School District","Fairfield Ludlowe High School",351,330,94.0,12,3.4,9,2.6
"Fairfield School District","Fairfield Warde High School",301,282,93.7,11,3.7,8,2.7
"Farmington School District","Farmington High School",336,319,94.9,"*","*","*","*"
"Glastonbury School District","Glastonbury High School",542,529,97.6,7,1.3,6,1.1
"Granby School District","Granby Memorial High School",194,188,96.9,"*","*","*","*"
"Greenwich School District","Greenwich High School",631,597,94.6,26,4.1,8,1.3
"Griswold School District","Griswold High School",197,162,82.2,12,6.1,23,11.7
"Groton School District","Robert E. Fitch High School",330,269,81.5,8,2.4,53,16.1
"Guilford School District","Guilford High School",266,254,95.5,"*","*","*","*"
"Hamden School District","Hamden High School",572,484,84.6,33,5.8,55,9.6
"Hartford School District","Bulkeley High School Upper School",278,211,75.9,24,8.6,43,15.5
"Hartford School District","Capital Preparatory Magnet School",31,27,87.1,"*","*","*","*"
"Hartford School District","Classical Magnet School",89,83,93.3,"*","*","*","*"
"Hartford School District","Culinary Arts Academy",96,55,57.3,21,21.9,19,19.8
"Hartford School District","HPHS Academy of Engineering and Green Technology",129,92,71.3,15,11.6,22,17.1
"Hartford School District","HPHS Academy of Nursing and Health Science",135,96,71.1,12,8.9,27,20.0
"Hartford School District","HPHS Law and Government Academy",105,55,52.4,28,26.7,22,21.0
"Hartford School District","OPPortunity High School",53,16,30.2,14,26.4,23,43.4
"Hartford School District","Pathways Academy of Technology and Design",97,81,83.5,"*","*",14,14.4
"Hartford School District","Sports and Medical Sciences Academy",106,96,90.6,"*","*",7,6.6
"Hartford School District","University High of Science and Engineering",73,70,95.9,"*","*","*","*"
"Hartford School District","Weaver High School",179,123,68.7,"*","*",56,31.3
"Killingly School District","Killingly High School",196,140,71.4,12,6.1,44,22.4
"Lebanon School District","Lyman Memorial High School",158,148,93.7,"*","*","*","*"
"Ledyard School District","Ledyard High School",229,208,90.8,7,3.1,14,6.1
"Lisbon School District","Community Connection - The Big Picture High School","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School",92,87,94.6,"*","*","*","*"
"Madison School District","Daniel Hand High School",315,305,96.8,"*","*","*","*"
"Manchester School District","Manchester High School",496,367,74.0,49,9.9,80,16.1
"Meriden School District","Francis T. Maloney High School",318,228,71.7,31,9.7,59,18.6
"Meriden School District","Orville H. Platt High School",300,209,69.7,16,5.3,75,25.0
"Middletown School District","Middletown High School",342,267,78.1,32,9.4,43,12.6
"Milford School District","Jonathan Law High School",223,189,84.8,22,9.9,12,5.4
"Milford School District","Joseph A. Foran High School",265,241,90.9,17,6.4,7,2.6
"Monroe School District","Masuk High School",365,356,97.5,"*","*","*","*"
"Montville School District","Montville High School",195,169,86.7,6,3.1,20,10.3
"Naugatuck School District","Naugatuck High School",370,306,82.7,22,5.9,42,11.4
"New Britain School District","New Britain High School",729,381,52.3,132,18.1,216,29.6
"New Canaan School District","New Canaan High School",310,303,97.7,"*","*","*","*"
"New Fairfield School District","New Fairfield High School",241,219,90.9,12,5.0,9,3.7
"New Haven School District","Cooperative High School",109,91,83.5,"*","*",15,13.8
"New Haven School District","High School In The Community",76,46,60.5,11,14.5,19,25.0
"New Haven School District","Hill Regional Career High School",173,148,85.5,7,4.0,18,10.4
"New Haven School District","Hyde School of Health, Science and Sports Medicine",40,30,75.0,6,15.0,"*","*"
"New Haven School District","James Hillhouse High School",311,160,51.4,41,13.2,110,35.4
"New Haven School District","Metropolitan Business Academy",33,27,81.8,"*","*","*","*"
"New Haven School District","New Haven Academy",68,43,63.2,12,17.6,13,19.1
"New Haven School District","Sound School",63,55,87.3,"*","*","*","*"
"New Haven School District","Wilbur Cross High School",477,277,58.1,55,11.5,145,30.4
"New London School District","New London High School",255,163,63.9,44,17.3,48,18.8
"New Milford School District","New Milford High School",393,346,88.0,12,3.1,35,8.9
"Newington School District","Newington High School",409,346,84.6,38,9.3,25,6.1
"Newtown School District","Newtown High School",444,418,94.1,9,2.0,17,3.8
"North Branford School District","North Branford High School",194,183,94.3,"*","*","*","*"
"North Haven School District","North Haven High School",303,267,88.1,12,4.0,24,7.9
"North Stonington School District","Wheeler High School",67,60,89.6,"*","*","*","*"
"Norwalk School District","Brien McMahon High School",451,394,87.4,28,6.2,29,6.4
"Norwalk School District","Norwalk High School",389,332,85.3,"*","*",36,9.3
"Norwalk School District","Norwalk Pathways Academy at Briggs",52,29,55.8,"*","*",18,34.6
"Norwich Free Academy District","Norwich Free Academy",616,512,83.1,10,1.6,94,15.3
"Norwich School District","Thames River Academy",25,"*","*","*","*",13,52.0
"Old Saybrook School District","Old Saybrook Senior High School",121,114,94.2,"*","*","*","*"
"Oxford School District","Oxford High School",154,147,95.5,"*","*","*","*"
"Plainfield School District","Plainfield High School",226,196,86.7,13,5.8,17,7.5
"Plainville School District","Plainville High School",232,206,88.8,"*","*","*","*"
"Plymouth School District","Terryville High School",135,124,91.9,"*","*","*","*"
"Portland School District","Portland High School",97,81,83.5,"*","*","*","*"
"Putnam School District","Putnam High School",74,59,79.7,8,10.8,7,9.5
"Regional School District 01","Housatonic Valley Regional High School",137,114,83.2,8,5.8,15,10.9
"Regional School District 04","Valley Regional High School",169,150,88.8,"*","*","*","*"
"Regional School District 05","Amity Regional High School",406,378,93.1,12,3.0,16,3.9
"Regional School District 06","Wamogo Regional High School",103,91,88.3,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School",190,183,96.3,"*","*","*","*"
"Regional School District 08","RHAM High School",266,225,84.6,21,7.9,20,7.5
"Regional School District 09","Joel Barlow High School",220,210,95.5,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School",175,169,96.6,"*","*","*","*"
"Regional School District 11","Parish Hill High School",35,27,77.1,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School",93,80,86.0,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School",139,130,93.5,"*","*","*","*"
"Regional School District 14","Nonnewaug High School",217,206,94.9,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School",388,357,92.0,14,3.6,16,4.1
"Regional School District 16","Woodland Regional High School",196,173,88.3,11,5.6,12,6.1
"Regional School District 17","Haddam-Killingworth High School",181,168,92.8,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School",133,131,98.5,"*","*","*","*"
"Regional School District 19","E. O. Smith High School",283,235,83.0,25,8.8,23,8.1
"Ridgefield School District","Ridgefield High School",430,415,96.5,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School",176,161,91.5,"*","*","*","*"
"Seymour School District","Seymour High School",188,156,83.0,10,5.3,22,11.7
"Shelton School District","Shelton High School",396,351,88.6,22,5.6,23,5.8
"Simsbury School District","Simsbury High School",356,339,95.2,10,2.8,7,2.0
"Somers School District","Somers High School",144,137,95.1,"*","*","*","*"
"South Windsor School District","South Windsor High School",415,381,91.8,14,3.4,20,4.8
"Southington School District","Southington High School",540,494,91.5,27,5.0,19,3.5
"Stafford School District","Stafford High School",135,102,75.6,16,11.9,17,12.6
"Stamford Academy District","Stamford Academy",55,20,36.4,23,41.8,12,21.8
"Stamford School District","Stamford High School",440,376,85.5,"*","*",39,8.9
"Stamford School District","The Academy of Information Technology",143,134,93.7,"*","*",7,4.9
"Stamford School District","Westhill High School",592,500,84.5,55,9.3,37,6.3
"Stonington School District","Stonington High School",210,197,93.8,6,2.9,7,3.3
"Stratford School District","Bunnell High School",329,291,88.4,13,4.0,25,7.6
"Stratford School District","Stratford High School",243,217,89.3,9,3.7,17,7.0
"Suffield School District","Suffield High School",214,204,95.3,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy",28,24,85.7,"*","*","*","*"
"The Gilbert School District","The Gilbert School",70,58,82.9,"*","*","*","*"
"Thomaston School District","Thomaston High School",103,95,92.2,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School",94,83,88.3,"*","*","*","*"
"Tolland School District","Tolland High School",222,206,92.8,"*","*","*","*"
"Torrington School District","Torrington High School",278,217,78.1,19,6.8,42,15.1
"Trumbull School District","Trumbull High School",502,492,98.0,"*","*","*","*"
"Vernon School District","Rockville High School",286,237,82.9,16,5.6,33,11.5
"Wallingford School District","Lyman Hall High School",300,264,88.0,14,4.7,22,7.3
"Wallingford School District","Mark T. Sheehan High School",255,222,87.1,12,4.7,21,8.2
"Waterbury School District","Crosby High School",422,257,60.9,25,5.9,140,33.2
"Waterbury School District","John F. Kennedy High School",359,261,72.7,"*","*","*","*"
"Waterbury School District","Waterbury Arts Magnet School (High)",116,112,96.6,"*","*","*","*"
"Waterbury School District","Wilby High School",340,212,62.4,18,5.3,110,32.4
"Waterford School District","Waterford High School",270,248,91.9,6,2.2,16,5.9
"Watertown School District","Watertown High School",246,216,87.8,17,6.9,13,5.3
"West Hartford School District","Conard High School",407,360,88.5,17,4.2,30,7.4
"West Hartford School District","Hall High School",406,386,95.1,12,3.0,8,2.0
"West Haven School District","West Haven High School",451,313,69.4,26,5.8,112,24.8
"Westbrook School District","Westbrook High School",75,71,94.7,"*","*","*","*"
"Weston School District","Weston High School",192,191,99.5,"*","*","*","*"
"Westport School District","Staples High School",463,455,98.3,"*","*","*","*"
"Wethersfield School District","Wethersfield High School",301,277,92.0,9,3.0,15,5.0
"Wilton School District","Wilton High School",303,299,98.7,"*","*","*","*"
"Windham School District","Windham High School",253,158,62.5,41,16.2,54,21.3
"Windsor Locks School District","Windsor Locks High School",134,115,85.8,11,8.2,8,6.0
"Windsor School District","Windsor High School",348,293,84.2,23,6.6,32,9.2
"Wolcott School District","Wolcott High School",224,209,93.3,6,2.7,9,4.0
"Woodstock Academy District","Woodstock Academy",299,282,94.3,"*","*","*","*"

