"Four-Year Graduation Rates, 2011-12"
"All Districts, All Schools, All Students"

"",,,"Graduates",,"Non-Graduates",,,
"Connecticut Technical High School System","Vinal Technical High School",130,125,96.2,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School",174,171,98.3,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School",137,133,97.1,"*","*","*","*"
"Coventry School District","Coventry High School",151,131,86.8,9,6.0,11,7.3
"Cromwell School District","Cromwell High School",145,137,94.5,"*","*","*","*"
"Danbury School District","Danbury High School",705,566,80.3,74,10.5,65,9.2
"Darien School District","Darien High School",308,299,97.1,"*","*","*","*"
"Derby School District","Derby High School",102,79,77.5,8,7.8,15,14.7
"East Granby School District","East Granby High School",60,58,96.7,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School",98,92,93.9,"*","*","*","*"
"East Hampton School District","East Hampton High School",160,153,95.6,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy",38,35,92.1,"*","*","*","*"
"East Hartford School District","East Hartford High School",417,363,87.1,"*","*","*","*"
"East Haven School District","East Haven High School",217,163,75.1,13,6.0,41,18.9
"East Lyme School District","East Lyme High School",298,285,95.6,"*","*","*","*"
"East Windsor School District","East Windsor High School",86,76,88.4,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)",36,32,88.9,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College",43,30,69.8,"*","*","*","*"
"Ellington School District","Ellington High School",201,183,91.0,7,3.5,11,5.5
"Elm City College Preparatory School District","Elm City College Preparatory School",19,15,78.9,"*","*","*","*"
"Enfield School District","Enfield High School",192,169,88.0,"*","*",21,10.9
"Enfield School District","Enrico Fermi High School",303,266,87.8,"*","*",24,7.9
"Explorations District","Explorations",28,16,57.1,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School",351,338,96.3,8,2.3,"*","*"
"Fairfield School District","Fairfield Warde High School",337,312,92.6,12,3.6,"*","*"
"Farmington School District","Farmington High School",298,286,96.0,6,2.0,6,2.0
"Glastonbury School District","Glastonbury High School",508,489,96.3,11,2.2,8,1.6
"Granby School District","Granby Memorial High School",187,184,98.4,"*","*","*","*"
"Greenwich School District","Greenwich High School",644,596,92.5,26,4.0,22,3.4
"Griswold School District","Griswold High School",183,160,87.4,"*","*","*","*"
"Groton School District","Robert E. Fitch High School",339,282,83.2,7,2.1,50,14.7
"Guilford School District","Guilford High School",285,280,98.2,"*","*","*","*"
"Hamden School District","Hamden High School",506,434,85.8,31,6.1,41,8.1
"Hartford School District","Bulkeley High School Upper School",248,157,63.3,54,21.8,37,14.9
"Hartford School District","Capital Preparatory Magnet School",33,32,97.0,"*","*","*","*"
"Hartford School District","Classical Magnet School",81,80,98.8,"*","*","*","*"
"Hartford School District","Culinary Arts Academy",46,30,65.2,7,15.2,9,19.6
"Hartford School District","HPHS Academy of Engineering and Green Technology",130,79,60.8,34,26.2,17,13.1
"Hartford School District","HPHS Academy of Nursing and Health Science",125,85,68.0,18,14.4,22,17.6
"Hartford School District","HPHS Law and Government Academy",135,64,47.4,39,28.9,32,23.7
"Hartford School District","OPPortunity High School",69,33,47.8,12,17.4,24,34.8
"Hartford School District","Pathways Academy of Technology and Design",86,80,93.0,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy",106,96,90.6,6,5.7,"*","*"
"Hartford School District","University High of Science and Engineering",86,77,89.5,"*","*",6,7.0
"Killingly School District","Killingly High School",188,147,78.2,14,7.4,27,14.4
"Lebanon School District","Lyman Memorial High School",128,115,89.8,"*","*","*","*"
"Ledyard School District","Ledyard High School",208,192,92.3,"*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School",102,100,98.0,"*","*","*","*"
"Madison School District","Daniel Hand High School",329,323,98.2,"*","*","*","*"
"Manchester School District","Manchester High School",476,366,76.9,30,6.3,80,16.8
"Meriden School District","Francis T. Maloney High School",323,227,70.3,24,7.4,72,22.3
"Meriden School District","Orville H. Platt High School",299,208,69.6,24,8.0,67,22.4
"Middletown School District","Middletown High School",329,259,78.7,21,6.4,49,14.9
"Milford School District","Jonathan Law High School",266,216,81.2,32,12.0,18,6.8
"Milford School District","Joseph A. Foran High School",246,224,91.1,14,5.7,8,3.3
"Monroe School District","Masuk High School",337,333,98.8,"*","*","*","*"
"Montville School District","Montville High School",210,187,89.0,"*","*","*","*"
"Naugatuck School District","Naugatuck High School",366,310,84.7,15,4.1,41,11.2
"New Britain School District","New Britain High School",633,401,63.3,66,10.4,166,26.2
"New Canaan School District","New Canaan High School",326,319,97.9,"*","*","*","*"
"New Fairfield School District","New Fairfield High School",231,226,97.8,"*","*","*","*"
"New Haven School District","Cooperative High School",136,123,90.4,"*","*",9,6.6
"New Haven School District","High School In The Community",76,41,53.9,12,15.8,23,30.3
"New Haven School District","Hill Regional Career High School",156,138,88.5,"*","*",14,9.0
"New Haven School District","Hyde School of Health, Science and Sports Medicine",48,38,79.2,"*","*","*","*"
"New Haven School District","James Hillhouse High School",246,135,54.9,31,12.6,80,32.5
"New Haven School District","Metropolitan Business Academy",44,36,81.8,"*","*","*","*"
"New Haven School District","New Haven Academy",44,30,68.2,6,13.6,8,18.2
"New Haven School District","Sound School",84,78,92.9,"*","*",6,7.1
"New Haven School District","Wilbur Cross High School",413,285,69.0,29,7.0,99,24.0
"New London School District","New London High School",225,146,64.9,29,12.9,50,22.2
"New Milford School District","New Milford High School",381,351,92.1,8,2.1,22,5.8
"Newington School District","Newington High School",331,299,90.3,12,3.6,20,6.0
"Newtown School District","Newtown High School",405,385,95.1,9,2.2,11,2.7
"North Branford School District","North Branford High School",157,148,94.3,"*","*","*","*"
"North Haven School District","North Haven High School",281,268,95.4,"*","*","*","*"
"North Stonington School District","Wheeler High School",54,47,87.0,"*","*","*","*"
"Norwalk School District","Brien McMahon High School",448,398,88.8,11,2.5,39,8.7
"Norwalk School District","Norwalk High School",389,330,84.8,16,4.1,43,11.1
"Norwalk School District","Norwalk Pathways Academy at Briggs",32,10,31.3,8,25.0,14,43.8
"Norwich Free Academy District","Norwich Free Academy",645,555,86.0,8,1.2,81,12.6
"Norwich School District","Thames River Academy",35,"*","*","*","*",29,82.9
"Old Saybrook School District","Old Saybrook Senior High School",143,137,95.8,"*","*","*","*"
"Oxford School District","Oxford High School",146,134,91.8,"*","*","*","*"
"Plainfield School District","Plainfield High School",197,172,87.3,10,5.1,15,7.6
"Plainville School District","Plainville High School",205,192,93.7,"*","*","*","*"
"Plymouth School District","Terryville High School",139,117,84.2,11,7.9,11,7.9
"Portland School District","Portland High School",92,84,91.3,"*","*","*","*"
"Putnam School District","Putnam High School",60,53,88.3,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School",135,129,95.6,"*","*","*","*"
"Regional School District 04","Valley Regional High School",160,147,91.9,"*","*","*","*"
"Regional School District 05","Amity Regional High School",432,418,96.8,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School",86,83,96.5,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School",179,176,98.3,"*","*","*","*"
"Regional School District 08","RHAM High School",294,268,91.2,13,4.4,13,4.4
"Regional School District 09","Joel Barlow High School",235,231,98.3,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School",229,221,96.5,"*","*","*","*"
"Regional School District 11","Parish Hill High School",41,39,95.1,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School",73,62,84.9,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School",141,138,97.9,"*","*","*","*"
"Regional School District 14","Nonnewaug High School",192,188,97.9,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School",329,308,93.6,13,4.0,8,2.4
"Regional School District 16","Woodland Regional High School",194,179,92.3,6,3.1,9,4.6
"Regional School District 17","Haddam-Killingworth High School",190,178,93.7,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School",103,101,98.1,"*","*","*","*"
"Regional School District 19","E. O. Smith High School",295,258,87.5,19,6.4,18,6.1
"Ridgefield School District","Ridgefield High School",439,432,98.4,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School",207,191,92.3,7,3.4,9,4.3
"Seymour School District","Seymour High School",150,134,89.3,6,4.0,10,6.7
"Shelton School District","Shelton High School",424,390,92.0,13,3.1,21,5.0
"Simsbury School District","Simsbury High School",399,387,97.0,"*","*","*","*"
"Somers School District","Somers High School",140,136,97.1,"*","*","*","*"
"South Windsor School District","South Windsor High School",378,360,95.2,11,2.9,7,1.9
"Southington School District","Southington High School",491,454,92.5,24,4.9,13,2.6
"Stafford School District","Stafford High School",141,124,87.9,"*","*","*","*"
"Stamford Academy District","Stamford Academy",36,16,44.4,12,33.3,8,22.2
"Stamford School District","Stamford High School",387,326,84.2,"*","*","*","*"
"Stamford School District","The Academy of Information Technology",166,163,98.2,"*","*","*","*"
"Stamford School District","Westhill High School",624,518,83.0,43,6.9,63,10.1
"Stonington School District","Stonington High School",178,168,94.4,"*","*","*","*"
"Stratford School District","Bunnell High School",291,254,87.3,10,3.4,27,9.3
"Stratford School District","Stratford High School",277,250,90.3,9,3.2,18,6.5
"Suffield School District","Suffield High School",203,187,92.1,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy",42,32,76.2,"*","*","*","*"
"The Gilbert School District","The Gilbert School",91,83,91.2,"*","*","*","*"
"Thomaston School District","Thomaston High School",89,83,93.3,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School",99,85,85.9,"*","*","*","*"
"Tolland School District","Tolland High School",227,221,97.4,"*","*","*","*"
"Torrington School District","Torrington High School",293,234,79.9,14,4.8,45,15.4
"Trumbull School District","Trumbull High School",537,527,98.1,"*","*","*","*"
"Vernon School District","Rockville High School",263,217,82.5,14,5.3,32,12.2
"Wallingford School District","Lyman Hall High School",283,265,93.6,"*","*",13,4.6
"Wallingford School District","Mark T. Sheehan High School",242,229,94.6,"*","*",11,4.5
"Waterbury School District","Crosby High School",349,210,60.2,"*","*",123,35.2
"Waterbury School District","John F. Kennedy High School",368,239,64.9,18,4.9,111,30.2
"Waterbury School District","Waterbury Arts Magnet School (High)",107,102,95.3,"*","*","*","*"
"Waterbury School District","Wilby High School",358,226,63.1,29,8.1,"*","*"
"Waterford School District","Waterford High School",239,220,92.1,7,2.9,12,5.0
"Watertown School District","Watertown High School",230,211,91.7,9,3.9,10,4.3
"West Hartford School District","Conard High School",340,316,92.9,"*","*",10,2.9
"West Hartford School District","Hall High School",395,376,95.2,"*","*",17,4.3
"West Haven School District","West Haven High School",382,281,73.6,14,3.7,87,22.8
"Westbrook School District","Westbrook High School",82,75,91.5,"*","*","*","*"
"Weston School District","Weston High School",189,189,100.0,"*","*","*","*"
"Westport School District","Staples High School",426,419,98.4,"*","*","*","*"
"Wethersfield School District","Wethersfield High School",289,264,91.3,11,3.8,14,4.8
"Wilton School District","Wilton High School",311,307,98.7,"*","*","*","*"
"Windham School District","Windham High School",174,127,73.0,19,10.9,28,16.1
"Windsor Locks School District","Windsor Locks High School",145,134,92.4,"*","*","*","*"
"Windsor School District","Windsor High School",319,273,85.6,18,5.6,28,8.8
"Wolcott School District","Wolcott High School",219,205,93.6,7,3.2,7,3.2
"Woodstock Academy District","Woodstock Academy",285,272,95.4,"*","*","*","*"

