"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Gender"

"",,,,"Graduates",,"Non-Graduates",,,
"Connecticut Technical High School System","Bullard-Havens Technical High School","Female",91,86,94.5,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Male",94,84,89.4,"*","*",9,9.6
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Female",63,61,96.8,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Male",80,75,93.8,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Female",47,41,87.2,"*","*",6,12.8
"Connecticut Technical High School System","Eli Whitney Technical High School","Male",64,61,95.3,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Female",50,47,94.0,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Male",77,73,94.8,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Female",39,38,97.4,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Male",88,84,95.5,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Female",62,59,95.2,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Male",116,113,97.4,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Female",19,18,94.7,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Male",92,89,96.7,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Female",53,50,94.3,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Male",90,87,96.7,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Female",48,47,97.9,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Male",106,106,100.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Female",63,62,98.4,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Male",93,90,96.8,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Female",46,43,93.5,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Male",99,97,98.0,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Female",65,64,98.5,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Male",142,139,97.9,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Female",44,41,93.2,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Male",97,92,94.8,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Female",77,77,100.0,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Male",106,103,97.2,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Female",42,42,100.0,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Male",87,85,97.7,"*","*","*","*"
"Coventry School District","Coventry High School","Female",70,69,98.6,"*","*","*","*"
"Coventry School District","Coventry High School","Male",61,59,96.7,"*","*","*","*"
"Cromwell School District","Cromwell High School","Female",72,68,94.4,"*","*","*","*"
"Cromwell School District","Cromwell High School","Male",59,54,91.5,"*","*","*","*"
"Danbury School District","Danbury High School","Female",346,300,86.7,13,3.8,33,9.5
"Danbury School District","Danbury High School","Male",365,286,78.4,45,12.3,34,9.3
"Darien School District","Darien High School","Female",165,163,98.8,"*","*","*","*"
"Darien School District","Darien High School","Male",164,160,97.6,"*","*","*","*"
"Derby School District","Derby High School","Female",53,45,84.9,"*","*","*","*"
"Derby School District","Derby High School","Male",49,38,77.6,"*","*","*","*"
"East Granby School District","East Granby High School","Female",25,25,100.0,"*","*","*","*"
"East Granby School District","East Granby High School","Male",39,35,89.7,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Female",50,49,98.0,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Male",50,47,94.0,"*","*","*","*"
"East Hampton School District","East Hampton High School","Female",64,62,96.9,"*","*","*","*"
"East Hampton School District","East Hampton High School","Male",55,54,98.2,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Female",31,31,100.0,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Male",15,14,93.3,"*","*","*","*"
"East Hartford School District","East Hartford High School","Female",186,162,87.1,9,4.8,15,8.1
"East Hartford School District","East Hartford High School","Male",166,142,85.5,14,8.4,10,6.0
"East Hartford School District","Stevens Alternate High school","Female",31,12,38.7,11,35.5,8,25.8
"East Hartford School District","Stevens Alternate High school","Male",52,22,42.3,17,32.7,13,25.0
"East Haven School District","East Haven High School","Female",112,99,88.4,"*","*",11,9.8
"East Haven School District","East Haven High School","Male",138,108,78.3,"*","*",22,15.9
"East Lyme School District","East Lyme High School","Female",132,129,97.7,"*","*","*","*"
"East Lyme School District","East Lyme High School","Male",130,126,96.9,"*","*","*","*"
"East Windsor School District","East Windsor High School","Female",54,48,88.9,"*","*","*","*"
"East Windsor School District","East Windsor High School","Male",53,48,90.6,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Female",20,18,90.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Male",14,13,92.9,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Female",18,9,50.0,"*","*",6,33.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Male",14,9,64.3,"*","*","*","*"
"Ellington School District","Ellington High School","Female",93,90,96.8,"*","*","*","*"
"Ellington School District","Ellington High School","Male",100,95,95.0,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Female",10,7,70.0,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Male",14,8,57.1,"*","*","*","*"
"Enfield School District","Enfield High School","Female",82,71,86.6,"*","*",8,9.8
"Enfield School District","Enfield High School","Male",108,86,79.6,8,7.4,14,13.0
"Enfield School District","Enrico Fermi High School","Female",110,99,90.0,"*","*",8,7.3
"Enfield School District","Enrico Fermi High School","Male",122,110,90.2,6,4.9,6,4.9
"Explorations District","Explorations","Female",10,7,70.0,"*","*","*","*"
"Explorations District","Explorations","Male",17,11,64.7,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Female",198,194,98.0,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Male",168,151,89.9,11,6.5,6,3.6
"Fairfield School District","Fairfield Warde High School","Female",170,166,97.6,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Male",186,170,91.4,10,5.4,6,3.2
"Farmington School District","Farmington High School","Female",153,146,95.4,"*","*","*","*"
"Farmington School District","Farmington High School","Male",185,180,97.3,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Female",296,293,99.0,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Male",269,265,98.5,"*","*","*","*"
"Granby School District","Granby Memorial High School","Female",100,98,98.0,"*","*","*","*"
"Granby School District","Granby Memorial High School","Male",99,95,96.0,"*","*","*","*"
"Greenwich School District","Greenwich High School","Female",328,318,97.0,"*","*","*","*"
"Greenwich School District","Greenwich High School","Male",329,319,97.0,"*","*","*","*"
"Griswold School District","Griswold High School","Female",85,77,90.6,"*","*",6,7.1
"Griswold School District","Griswold High School","Male",82,65,79.3,"*","*",10,12.2
"Groton School District","Robert E. Fitch High School","Female",153,138,90.2,"*","*",14,9.2
"Groton School District","Robert E. Fitch High School","Male",162,131,80.9,"*","*",23,14.2
"Guilford School District","Guilford High School","Female",141,138,97.9,"*","*","*","*"
"Guilford School District","Guilford High School","Male",141,125,88.7,"*","*","*","*"
"Hamden School District","Hamden High School","Female",206,197,95.6,"*","*","*","*"
"Hamden School District","Hamden High School","Male",236,209,88.6,"*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Female",89,70,78.7,7,7.9,12,13.5
"Hartford School District","Bulkeley High School Upper School","Male",113,78,69.0,18,15.9,17,15.0
"Hartford School District","Capital Preparatory Magnet School","Female",29,28,96.6,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Male",25,24,96.0,"*","*","*","*"
"Hartford School District","Classical Magnet School","Female",49,48,98.0,"*","*","*","*"
"Hartford School District","Classical Magnet School","Male",35,32,91.4,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","Female",47,33,70.2,"*","*",12,25.5
"Hartford School District","Culinary Arts Academy","Male",50,25,50.0,13,26.0,12,24.0
"Hartford School District","Great Path Academy High School at MCC","Female",38,36,94.7,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Male",14,12,85.7,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Female",26,21,80.8,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Male",60,32,53.3,9,15.0,19,31.7
"Hartford School District","HPHS Academy of Nursing and Health Science","Female",104,74,71.2,9,8.7,21,20.2
"Hartford School District","HPHS Academy of Nursing and Health Science","Male",30,15,50.0,"*","*",12,40.0
"Hartford School District","HPHS Law and Government Academy","Female",64,47,73.4,9,14.1,8,12.5
"Hartford School District","HPHS Law and Government Academy","Male",57,40,70.2,9,15.8,8,14.0
"Hartford School District","High School Inc.","Female",35,24,68.6,"*","*",9,25.7
"Hartford School District","High School Inc.","Male",41,24,58.5,6,14.6,11,26.8
"Hartford School District","Journalism and Media Academy Magnet School","Female",33,24,72.7,"*","*",9,27.3
"Hartford School District","Journalism and Media Academy Magnet School","Male",40,31,77.5,"*","*","*","*"
"Hartford School District","OPPortunity High School","Female",30,8,26.7,15,50.0,7,23.3
"Hartford School District","OPPortunity High School","Male",36,14,38.9,15,41.7,7,19.4
"Hartford School District","Pathways Academy of Technology and Design","Female",18,18,100.0,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Male",54,47,87.0,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Female",55,53,96.4,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Male",48,41,85.4,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Female",21,19,90.5,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Male",59,55,93.2,"*","*","*","*"
"Killingly School District","Killingly High School","Female",107,96,89.7,"*","*",6,5.6
"Killingly School District","Killingly High School","Male",97,75,77.3,"*","*",16,16.5
"Learn","Connecticut River Academy","Female",52,48,92.3,"*","*","*","*"
"Learn","Connecticut River Academy","Male",45,42,93.3,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Female",13,12,92.3,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Male",11,10,90.9,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Female",25,22,88.0,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Male",7,7,100.0,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Female",62,61,98.4,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Male",42,37,88.1,"*","*","*","*"
"Ledyard School District","Ledyard High School","Female",120,116,96.7,"*","*","*","*"
"Ledyard School District","Ledyard High School","Male",116,107,92.2,"*","*","*","*"
"Litchfield School District","Litchfield High School","Female",33,33,100.0,"*","*","*","*"
"Litchfield School District","Litchfield High School","Male",34,31,91.2,"*","*","*","*"
"Madison School District","Daniel Hand High School","Female",166,162,97.6,"*","*","*","*"
"Madison School District","Daniel Hand High School","Male",152,148,97.4,"*","*","*","*"
"Manchester School District","Manchester High School","Female",210,185,88.1,12,5.7,13,6.2
"Manchester School District","Manchester High School","Male",205,177,86.3,10,4.9,18,8.8
"Meriden School District","Francis T. Maloney High School","Female",158,121,76.6,"*","*",27,17.1
"Meriden School District","Francis T. Maloney High School","Male",155,109,70.3,20,12.9,26,16.8
"Meriden School District","Orville H. Platt High School","Female",128,111,86.7,"*","*",15,11.7
"Meriden School District","Orville H. Platt High School","Male",164,124,75.6,13,7.9,27,16.5
"Middletown School District","Middletown High School","Female",162,148,91.4,"*","*",11,6.8
"Middletown School District","Middletown High School","Male",143,125,87.4,"*","*",11,7.7
"Milford School District","Jonathan Law High School","Female",133,125,94.0,"*","*","*","*"
"Milford School District","Jonathan Law High School","Male",129,109,84.5,13,10.1,7,5.4
"Milford School District","Joseph A. Foran High School","Female",118,113,95.8,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","Male",122,118,96.7,"*","*","*","*"
"Monroe School District","Masuk High School","Female",152,148,97.4,"*","*","*","*"
"Monroe School District","Masuk High School","Male",143,141,98.6,"*","*","*","*"
"Montville School District","Montville High School","Female",100,89,89.0,"*","*",7,7.0
"Montville School District","Montville High School","Male",84,75,89.3,"*","*",6,7.1
"Naugatuck School District","Naugatuck High School","Female",169,148,87.6,6,3.6,15,8.9
"Naugatuck School District","Naugatuck High School","Male",162,123,75.9,17,10.5,22,13.6
"New Britain School District","New Britain High School","Female",313,214,68.4,42,13.4,57,18.2
"New Britain School District","New Britain High School","Male",311,195,62.7,54,17.4,62,19.9
"New Canaan School District","New Canaan High School","Female",171,169,98.8,"*","*","*","*"
"New Canaan School District","New Canaan High School","Male",139,137,98.6,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Female",113,111,98.2,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Male",122,120,98.4,"*","*","*","*"
"New Haven School District","Cooperative High School","Female",105,99,94.3,"*","*",6,5.7
"New Haven School District","Cooperative High School","Male",59,55,93.2,"*","*","*","*"
"New Haven School District","High School In The Community","Female",37,17,45.9,6,16.2,14,37.8
"New Haven School District","High School In The Community","Male",22,11,50.0,6,27.3,"*","*"
"New Haven School District","Hill Regional Career High School","Female",109,98,89.9,"*","*",11,10.1
"New Haven School District","Hill Regional Career High School","Male",65,55,84.6,"*","*",8,12.3
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Female",8,8,100.0,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Male",29,25,86.2,"*","*","*","*"
"New Haven School District","James Hillhouse High School","Female",132,98,74.2,7,5.3,27,20.5
"New Haven School District","James Hillhouse High School","Male",136,88,64.7,22,16.2,26,19.1
"New Haven School District","Metropolitan Business Academy","Female",57,51,89.5,"*","*","*","*"
"New Haven School District","Metropolitan Business Academy","Male",35,32,91.4,"*","*","*","*"
"New Haven School District","New Haven Academy","Female",34,31,91.2,"*","*","*","*"
"New Haven School District","New Haven Academy","Male",31,24,77.4,"*","*","*","*"
"New Haven School District","Sound School","Female",35,34,97.1,"*","*","*","*"
"New Haven School District","Sound School","Male",50,45,90.0,"*","*","*","*"
"New Haven School District","Wilbur Cross High School","Female",137,103,75.2,9,6.6,25,18.2
"New Haven School District","Wilbur Cross High School","Male",158,89,56.3,15,9.5,54,34.2
"New London School District","New London High School","Female",98,76,77.6,9,9.2,13,13.3
"New London School District","New London High School","Male",125,86,68.8,9,7.2,30,24.0
"New Milford School District","New Milford High School","Female",200,188,94.0,"*","*",8,4.0
"New Milford School District","New Milford High School","Male",177,155,87.6,"*","*",16,9.0
"Newington School District","Newington High School","Female",187,179,95.7,"*","*","*","*"
"Newington School District","Newington High School","Male",175,158,90.3,"*","*","*","*"
"Newtown School District","Newtown High School","Female",204,199,97.5,"*","*","*","*"
"Newtown School District","Newtown High School","Male",215,207,96.3,"*","*","*","*"
"North Branford School District","North Branford High School","Female",64,60,93.8,"*","*","*","*"
"North Branford School District","North Branford High School","Male",82,75,91.5,"*","*","*","*"
"North Haven School District","North Haven High School","Female",155,141,91.0,"*","*",11,7.1
"North Haven School District","North Haven High School","Male",154,142,92.2,"*","*",8,5.2
"North Stonington School District","Wheeler High School","Female",24,24,100.0,"*","*","*","*"
"North Stonington School District","Wheeler High School","Male",32,30,93.8,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","Female",201,181,90.0,15,7.5,"*","*"
"Norwalk School District","Brien McMahon High School","Male",194,162,83.5,19,9.8,13,6.7
"Norwalk School District","Norwalk High School","Female",181,168,92.8,"*","*",10,5.5
"Norwalk School District","Norwalk High School","Male",194,176,90.7,"*","*",10,5.2
"Norwalk School District","Norwalk Pathways Academy at Briggs","Female",28,"*","*",19,67.9,8,28.6
"Norwalk School District","Norwalk Pathways Academy at Briggs","Male",14,"*","*",9,64.3,"*","*"
"Norwich Free Academy District","Norwich Free Academy","Female",339,306,90.3,"*","*",28,8.3
"Norwich Free Academy District","Norwich Free Academy","Male",269,227,84.4,"*","*",35,13.0
"Old Saybrook School District","Old Saybrook Senior High School","Female",62,59,95.2,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Male",71,66,93.0,"*","*","*","*"
"Oxford School District","Oxford High School","Female",88,86,97.7,"*","*","*","*"
"Oxford School District","Oxford High School","Male",85,82,96.5,"*","*","*","*"
"Plainfield School District","Plainfield High School","Female",92,82,89.1,"*","*",7,7.6
"Plainfield School District","Plainfield High School","Male",79,63,79.7,"*","*",9,11.4
"Plainville School District","Plainville High School","Female",90,82,91.1,"*","*","*","*"
"Plainville School District","Plainville High School","Male",81,74,91.4,"*","*","*","*"
"Plymouth School District","Terryville High School","Female",52,49,94.2,"*","*","*","*"
"Plymouth School District","Terryville High School","Male",75,68,90.7,"*","*","*","*"
"Portland School District","Portland High School","Female",50,47,94.0,"*","*","*","*"
"Portland School District","Portland High School","Male",62,57,91.9,"*","*","*","*"
"Putnam School District","Putnam High School","Female",29,26,89.7,"*","*","*","*"
"Putnam School District","Putnam High School","Male",36,30,83.3,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Female",60,57,95.0,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Male",60,50,83.3,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Female",73,71,97.3,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Male",63,62,98.4,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Female",189,185,97.9,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Male",226,219,96.9,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Female",45,42,93.3,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Male",47,44,93.6,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Female",107,106,99.1,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Male",79,77,97.5,"*","*","*","*"
"Regional School District 08","RHAM High School","Female",142,135,95.1,6,4.2,"*","*"
"Regional School District 08","RHAM High School","Male",148,138,93.2,8,5.4,"*","*"
"Regional School District 09","Joel Barlow High School","Female",137,132,96.4,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Male",112,109,97.3,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Female",112,107,95.5,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Male",101,95,94.1,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Female",22,19,86.4,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Male",17,17,100.0,"*","*","*","*"
"Regional School District 12","Shepaug Valley School","Female",38,38,100.0,"*","*","*","*"
"Regional School District 12","Shepaug Valley School","Male",39,38,97.4,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Female",71,70,98.6,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Male",59,55,93.2,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Female",123,123,100.0,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Male",84,79,94.0,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Female",148,143,96.6,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Male",178,173,97.2,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Female",96,94,97.9,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Male",80,73,91.3,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Female",71,71,100.0,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Male",80,78,97.5,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Female",55,52,94.5,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Male",53,53,100.0,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Female",153,145,94.8,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Male",132,127,96.2,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Female",227,223,98.2,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Male",230,224,97.4,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Female",97,93,95.9,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Male",84,74,88.1,"*","*","*","*"
"Seymour School District","Seymour High School","Female",70,63,90.0,"*","*","*","*"
"Seymour School District","Seymour High School","Male",66,57,86.4,"*","*","*","*"
"Shelton School District","Shelton High School","Female",190,179,94.2,7,3.7,"*","*"
"Shelton School District","Shelton High School","Male",175,157,89.7,8,4.6,"*","*"
"Simsbury School District","Simsbury High School","Female",185,181,97.8,"*","*","*","*"
"Simsbury School District","Simsbury High School","Male",202,194,96.0,"*","*","*","*"
"Somers School District","Somers High School","Female",74,73,98.6,"*","*","*","*"
"Somers School District","Somers High School","Male",56,53,94.6,"*","*","*","*"
"South Windsor School District","South Windsor High School","Female",163,159,97.5,"*","*","*","*"
"South Windsor School District","South Windsor High School","Male",169,163,96.4,"*","*","*","*"
"Southington School District","Southington High School","Female",262,252,96.2,"*","*","*","*"
"Southington School District","Southington High School","Male",244,225,92.2,"*","*","*","*"
"Stafford School District","Stafford High School","Female",65,64,98.5,"*","*","*","*"
"Stafford School District","Stafford High School","Male",74,68,91.9,"*","*","*","*"
"Stamford Academy District","Stamford Academy","Female",31,8,25.8,15,48.4,"*","*"
"Stamford Academy District","Stamford Academy","Male",26,6,23.1,17,65.4,"*","*"
"Stamford School District","Stamford High School","Female",230,214,93.0,6,2.6,10,4.3
"Stamford School District","Stamford High School","Male",242,216,89.3,14,5.8,12,5.0
"Stamford School District","The Academy of Information Technology","Female",69,69,100.0,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Male",97,95,97.9,"*","*","*","*"
"Stamford School District","Westhill High School","Female",263,237,90.1,11,4.2,15,5.7
"Stamford School District","Westhill High School","Male",272,235,86.4,17,6.3,20,7.4
"Stonington School District","Stonington High School","Female",92,90,97.8,"*","*","*","*"
"Stonington School District","Stonington High School","Male",82,75,91.5,"*","*","*","*"
"Stratford School District","Bunnell High School","Female",162,161,99.4,"*","*","*","*"
"Stratford School District","Bunnell High School","Male",172,166,96.5,"*","*",6,3.5
"Stratford School District","Stratford High School","Female",126,119,94.4,"*","*","*","*"
"Stratford School District","Stratford High School","Male",159,146,91.8,"*","*",10,6.3
"Suffield School District","Suffield High School","Female",115,112,97.4,"*","*","*","*"
"Suffield School District","Suffield High School","Male",98,91,92.9,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Female",24,22,91.7,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Male",10,8,80.0,"*","*","*","*"
"The Gilbert School District","The Gilbert School","Female",42,39,92.9,"*","*","*","*"
