"Four-Year Graduation Rates, 2014-15"
"All Districts, All Schools, High Needs"

"",,,,"Graduates",,"Non-Graduates",,,
"Ansonia School District","Ansonia High School","Eligible For Free Lunch",82,69,84.1,8,9.8,"*","*"
"Ansonia School District","Ansonia High School","Eligible For Lunch",113,98,86.7,9,8.0,6,5.3
"Ansonia School District","Ansonia High School","Eligible For Reduced Lunch",31,29,93.5,"*","*","*","*"
"Ansonia School District","Ansonia High School","Female",66,59,89.4,"*","*","*","*"
"Ansonia School District","Ansonia High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","High Needs",119,102,85.7,11,9.2,6,5.0
"Ansonia School District","Ansonia High School","Hispanic",42,38,90.5,"*","*","*","*"
"Ansonia School District","Ansonia High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Male",87,77,88.5,6,6.9,"*","*"
"Ansonia School District","Ansonia High School","Non-ELL",148,131,88.5,11,7.4,6,4.1
"Ansonia School District","Ansonia High School","Non-High Needs",34,34,100.0,"*","*","*","*"
"Ansonia School District","Ansonia High School","Non-Hispanic",111,98,88.3,8,7.2,"*","*"
"Ansonia School District","Ansonia High School","Non-Special Education",138,126,91.3,7,5.1,"*","*"
"Ansonia School District","Ansonia High School","Not Eligible For Lunch",40,38,95.0,"*","*","*","*"
"Ansonia School District","Ansonia High School","Special Education",15,10,66.7,"*","*","*","*"
"Ansonia School District","Ansonia High School","Two or More Races","*","*","*","*","*","*","*"
"Ansonia School District","Ansonia High School","White",78,67,85.9,6,7.7,"*","*"
"Avon School District","Avon High School","All Students",246,237,96.3,6,2.4,"*","*"
"Avon School District","Avon High School","Asian",26,25,96.2,"*","*","*","*"
"Avon School District","Avon High School","Black",7,7,100.0,"*","*","*","*"
"Avon School District","Avon High School","ELL","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Eligible For Free Lunch",10,9,90.0,"*","*","*","*"
"Avon School District","Avon High School","Eligible For Lunch",19,16,84.2,"*","*","*","*"
"Avon School District","Avon High School","Eligible For Reduced Lunch",9,7,77.8,"*","*","*","*"
"Avon School District","Avon High School","Female",137,132,96.4,"*","*","*","*"
"Avon School District","Avon High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Avon School District","Avon High School","High Needs",46,41,89.1,"*","*","*","*"
"Avon School District","Avon High School","Hispanic",14,14,100.0,"*","*","*","*"
"Avon School District","Avon High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Male",109,105,96.3,"*","*","*","*"
"Avon School District","Avon High School","Non-ELL",243,234,96.3,6,2.5,"*","*"
"Avon School District","Avon High School","Non-High Needs",200,196,98.0,"*","*","*","*"
"Avon School District","Avon High School","Non-Hispanic",232,223,96.1,6,2.6,"*","*"
"Avon School District","Avon High School","Non-Special Education",215,211,98.1,"*","*","*","*"
"Avon School District","Avon High School","Not Eligible For Lunch",227,221,97.4,"*","*","*","*"
"Avon School District","Avon High School","Special Education",31,26,83.9,"*","*","*","*"
"Avon School District","Avon High School","Two or More Races",12,11,91.7,"*","*","*","*"
"Avon School District","Avon High School","White",186,179,96.2,"*","*","*","*"
"Berlin School District","Berlin High School","All Students",209,197,94.3,7,3.3,"*","*"
"Berlin School District","Berlin High School","Asian",7,7,100.0,"*","*","*","*"
"Berlin School District","Berlin High School","Black","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","ELL","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Free Lunch",26,21,80.8,"*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Lunch",32,27,84.4,"*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"Berlin School District","Berlin High School","Female",95,95,100.0,"*","*","*","*"
"Berlin School District","Berlin High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","High Needs",55,46,83.6,6,10.9,"*","*"
"Berlin School District","Berlin High School","Hispanic",16,13,81.3,"*","*","*","*"
"Berlin School District","Berlin High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Male",114,102,89.5,7,6.1,"*","*"
"Berlin School District","Berlin High School","Non-ELL",206,194,94.2,7,3.4,"*","*"
"Berlin School District","Berlin High School","Non-High Needs",154,151,98.1,"*","*","*","*"
"Berlin School District","Berlin High School","Non-Hispanic",193,184,95.3,"*","*","*","*"
"Berlin School District","Berlin High School","Non-Special Education",178,172,96.6,"*","*","*","*"
"Berlin School District","Berlin High School","Not Eligible For Lunch",177,170,96.0,"*","*","*","*"
"Berlin School District","Berlin High School","Special Education",31,25,80.6,"*","*","*","*"
"Berlin School District","Berlin High School","Two or More Races","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","White",182,173,95.1,"*","*","*","*"
"Bethel School District","Bethel High School","All Students",214,205,95.8,7,3.3,"*","*"
"Bethel School District","Bethel High School","Asian",12,12,100.0,"*","*","*","*"
"Bethel School District","Bethel High School","Black","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","ELL",6,"*","*","*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Free Lunch",36,30,83.3,"*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Lunch",56,50,89.3,"*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Reduced Lunch",20,20,100.0,"*","*","*","*"
"Bethel School District","Bethel High School","Female",104,101,97.1,"*","*","*","*"
"Bethel School District","Bethel High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","High Needs",73,65,89.0,6,8.2,"*","*"
"Bethel School District","Bethel High School","Hispanic",25,23,92.0,"*","*","*","*"
"Bethel School District","Bethel High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Male",110,104,94.5,"*","*","*","*"
"Bethel School District","Bethel High School","Non-ELL",208,201,96.6,"*","*","*","*"
"Bethel School District","Bethel High School","Non-High Needs",141,140,99.3,"*","*","*","*"
"Bethel School District","Bethel High School","Non-Hispanic",189,182,96.3,"*","*","*","*"
"Bethel School District","Bethel High School","Non-Special Education",186,181,97.3,"*","*","*","*"
"Bethel School District","Bethel High School","Not Eligible For Lunch",158,155,98.1,"*","*","*","*"
"Bethel School District","Bethel High School","Special Education",28,24,85.7,"*","*","*","*"
"Bethel School District","Bethel High School","Two or More Races","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","White",170,163,95.9,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","All Students",132,115,87.1,8,6.1,9,6.8
"Bloomfield School District","Bloomfield High School","Asian","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Black",118,105,89.0,7,5.9,6,5.1
"Bloomfield School District","Bloomfield High School","ELL","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Eligible For Free Lunch",54,44,81.5,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Eligible For Lunch",80,65,81.3,6,7.5,9,11.3
"Bloomfield School District","Bloomfield High School","Eligible For Reduced Lunch",26,21,80.8,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Female",72,63,87.5,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","High Needs",86,69,80.2,8,9.3,9,10.5
"Bloomfield School District","Bloomfield High School","Hispanic",6,"*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Male",60,52,86.7,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-ELL",130,114,87.7,7,5.4,9,6.9
"Bloomfield School District","Bloomfield High School","Non-High Needs",46,46,100.0,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-Hispanic",126,111,88.1,8,6.3,7,5.6
"Bloomfield School District","Bloomfield High School","Non-Special Education",109,102,93.6,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Not Eligible For Lunch",52,50,96.2,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Special Education",23,13,56.5,6,26.1,"*","*"
"Bloomfield School District","Bloomfield High School","Two or More Races","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","White",6,"*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","All Students",25,25,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Asian","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Black",18,18,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","ELL","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Eligible For Free Lunch",14,14,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Eligible For Lunch",18,18,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Female",18,18,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","High Needs",18,18,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Hispanic","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Male",7,7,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-ELL",24,24,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-High Needs",7,7,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-Hispanic",20,20,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-Special Education",24,24,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Not Eligible For Lunch",7,7,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Special Education","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Two or More Races","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","White","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","All Students",15,13,86.7,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Asian","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Black",13,12,92.3,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","ELL","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Eligible For Free Lunch",10,9,90.0,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Eligible For Lunch",12,11,91.7,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Female",8,6,75.0,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","High Needs",13,12,92.3,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Hispanic","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Male",7,7,100.0,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-ELL",15,13,86.7,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-High Needs","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-Hispanic",15,13,86.7,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-Special Education",13,11,84.6,"*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Special Education","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Two or More Races","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","White","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","All Students",75,73,97.3,"*","*","*","*"
"Bolton School District","Bolton High School","Asian","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Black","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","ELL","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Free Lunch",11,10,90.9,"*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Lunch",14,13,92.9,"*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Female",28,28,100.0,"*","*","*","*"
"Bolton School District","Bolton High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","High Needs",19,17,89.5,"*","*","*","*"
"Bolton School District","Bolton High School","Hispanic","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Male",47,45,95.7,"*","*","*","*"
"Bolton School District","Bolton High School","Non-ELL",75,73,97.3,"*","*","*","*"
"Bolton School District","Bolton High School","Non-High Needs",56,56,100.0,"*","*","*","*"
"Bolton School District","Bolton High School","Non-Hispanic",73,71,97.3,"*","*","*","*"
"Bolton School District","Bolton High School","Non-Special Education",65,65,100.0,"*","*","*","*"
"Bolton School District","Bolton High School","Not Eligible For Lunch",61,60,98.4,"*","*","*","*"
"Bolton School District","Bolton High School","Special Education",10,8,80.0,"*","*","*","*"
"Bolton School District","Bolton High School","Two or More Races","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","White",63,62,98.4,"*","*","*","*"
"Branford School District","Branford High School","All Students",236,217,91.9,6,2.5,13,5.5
"Branford School District","Branford High School","Asian",20,18,90.0,"*","*","*","*"
"Branford School District","Branford High School","Black",7,6,85.7,"*","*","*","*"
"Branford School District","Branford High School","ELL",8,"*","*","*","*","*","*"
"Branford School District","Branford High School","Eligible For Free Lunch",34,26,76.5,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Lunch",52,41,78.8,"*","*",6,11.5
"Branford School District","Branford High School","Eligible For Reduced Lunch",18,15,83.3,"*","*","*","*"
"Branford School District","Branford High School","Female",123,116,94.3,"*","*",6,4.9
"Branford School District","Branford High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Branford School District","Branford High School","High Needs",71,58,81.7,6,8.5,7,9.9
"Branford School District","Branford High School","Hispanic",12,11,91.7,"*","*","*","*"
"Branford School District","Branford High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Male",113,101,89.4,"*","*",7,6.2
"Branford School District","Branford High School","Non-ELL",228,212,93.0,"*","*",13,5.7
"Branford School District","Branford High School","Non-High Needs",165,159,96.4,"*","*",6,3.6
"Branford School District","Branford High School","Non-Hispanic",224,206,92.0,6,2.7,12,5.4
"Branford School District","Branford High School","Non-Special Education",210,198,94.3,"*","*",9,4.3
"Branford School District","Branford High School","Not Eligible For Lunch",184,176,95.7,"*","*",7,3.8
"Branford School District","Branford High School","Special Education",26,19,73.1,"*","*","*","*"
"Branford School District","Branford High School","Two or More Races","*","*","*","*","*","*","*"
"Branford School District","Branford High School","White",193,178,92.2,"*","*",12,6.2
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","All Students",31,29,93.5,"*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Asian","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Black",19,19,100.0,"*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","ELL","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Eligible For Free Lunch",24,22,91.7,"*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Eligible For Lunch",29,27,93.1,"*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Female",17,16,94.1,"*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","High Needs",29,27,93.1,"*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Hispanic",12,10,83.3,"*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Male",14,13,92.9,"*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Non-ELL",30,28,93.3,"*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Non-High Needs","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Non-Hispanic",19,19,100.0,"*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Non-Special Education",30,29,96.7,"*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Special Education","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Two or More Races","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","White","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","All Students",287,171,59.6,43,15.0,73,25.4
"Bridgeport School District","Bassick High School","Asian",8,7,87.5,"*","*","*","*"
"Bridgeport School District","Bassick High School","Black",134,84,62.7,19,14.2,31,23.1
"Bridgeport School District","Bassick High School","ELL",36,19,52.8,6,16.7,11,30.6
"Bridgeport School District","Bassick High School","Eligible For Free Lunch",274,166,60.6,39,14.2,69,25.2
"Bridgeport School District","Bassick High School","Eligible For Lunch",286,171,59.8,43,15.0,72,25.2
"Bridgeport School District","Bassick High School","Eligible For Reduced Lunch",12,"*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Female",145,91,62.8,20,13.8,34,23.4
"Bridgeport School District","Bassick High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","High Needs",286,171,59.8,43,15.0,72,25.2
"Bridgeport School District","Bassick High School","Hispanic",127,71,55.9,21,16.5,35,27.6
"Bridgeport School District","Bassick High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Male",142,80,56.3,23,16.2,39,27.5
"Bridgeport School District","Bassick High School","Non-ELL",251,152,60.6,37,14.7,62,24.7
"Bridgeport School District","Bassick High School","Non-High Needs","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Non-Hispanic",160,100,62.5,22,13.8,38,23.8
"Bridgeport School District","Bassick High School","Non-Special Education",236,140,59.3,35,14.8,61,25.8
"Bridgeport School District","Bassick High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Special Education",51,31,60.8,8,15.7,12,23.5
"Bridgeport School District","Bassick High School","Two or More Races","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","White",13,6,46.2,"*","*",6,46.2
"Bridgeport School District","Central High School","All Students",521,400,76.8,31,6.0,90,17.3
"Bridgeport School District","Central High School","Asian",18,16,88.9,"*","*","*","*"
"Bridgeport School District","Central High School","Black",226,173,76.5,14,6.2,39,17.3
"Bridgeport School District","Central High School","ELL",53,45,84.9,"*","*","*","*"
"Bridgeport School District","Central High School","Eligible For Free Lunch",500,381,76.2,30,6.0,89,17.8
"Bridgeport School District","Central High School","Eligible For Lunch",521,400,76.8,31,6.0,90,17.3
"Bridgeport School District","Central High School","Eligible For Reduced Lunch",21,19,90.5,"*","*","*","*"
"Bridgeport School District","Central High School","Female",272,226,83.1,8,2.9,38,14.0
"Bridgeport School District","Central High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","High Needs",521,400,76.8,31,6.0,90,17.3
"Bridgeport School District","Central High School","Hispanic",219,162,74.0,14,6.4,43,19.6
"Bridgeport School District","Central High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Male",249,174,69.9,23,9.2,52,20.9
"Bridgeport School District","Central High School","Non-ELL",468,355,75.9,28,6.0,85,18.2
"Bridgeport School District","Central High School","Non-High Needs","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Non-Hispanic",302,238,78.8,17,5.6,47,15.6
"Bridgeport School District","Central High School","Non-Special Education",471,369,78.3,22,4.7,80,17.0
"Bridgeport School District","Central High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Special Education",50,31,62.0,9,18.0,10,20.0
"Bridgeport School District","Central High School","Two or More Races","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","White",54,46,85.2,"*","*",7,13.0
"Bridgeport School District","Harding High School","All Students",320,173,54.1,33,10.3,114,35.6
"Bridgeport School District","Harding High School","Asian","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","Black",137,84,61.3,14,10.2,39,28.5
"Bridgeport School District","Harding High School","ELL",84,40,47.6,7,8.3,37,44.0
"Bridgeport School District","Harding High School","Eligible For Free Lunch",311,168,54.0,32,10.3,111,35.7
"Bridgeport School District","Harding High School","Eligible For Lunch",320,173,54.1,33,10.3,114,35.6
"Bridgeport School District","Harding High School","Eligible For Reduced Lunch",9,"*","*","*","*","*","*"
"Bridgeport School District","Harding High School","Female",160,90,56.3,14,8.8,56,35.0
"Bridgeport School District","Harding High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","High Needs",320,173,54.1,33,10.3,114,35.6
"Bridgeport School District","Harding High School","Hispanic",156,73,46.8,16,10.3,67,42.9
"Bridgeport School District","Harding High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","Male",160,83,51.9,19,11.9,58,36.3
"Bridgeport School District","Harding High School","Non-ELL",236,133,56.4,26,11.0,77,32.6
"Bridgeport School District","Harding High School","Non-High Needs","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","Non-Hispanic",164,100,61.0,17,10.4,47,28.7
"Bridgeport School District","Harding High School","Non-Special Education",269,149,55.4,22,8.2,98,36.4
"Bridgeport School District","Harding High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","Special Education",51,24,47.1,11,21.6,16,31.4
"Bridgeport School District","Harding High School","Two or More Races","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","White",25,16,64.0,"*","*",8,32.0
"Bristol School District","Bristol Central High School","All Students",303,248,81.8,14,4.6,41,13.5
"Bristol School District","Bristol Central High School","Asian",9,9,100.0,"*","*","*","*"
"Bristol School District","Bristol Central High School","Black",27,22,81.5,"*","*","*","*"
"Bristol School District","Bristol Central High School","ELL",13,10,76.9,"*","*","*","*"
"Bristol School District","Bristol Central High School","Eligible For Free Lunch",127,89,70.1,11,8.7,27,21.3
"Bristol School District","Bristol Central High School","Eligible For Lunch",167,122,73.1,14,8.4,31,18.6
"Bristol School District","Bristol Central High School","Eligible For Reduced Lunch",40,33,82.5,"*","*","*","*"
"Bristol School District","Bristol Central High School","Female",151,129,85.4,"*","*",17,11.3
"Bristol School District","Bristol Central High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Bristol School District","Bristol Central High School","High Needs",178,130,73.0,14,7.9,34,19.1
"Bristol School District","Bristol Central High School","Hispanic",64,43,67.2,"*","*",16,25.0
"Bristol School District","Bristol Central High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bristol School District","Bristol Central High School","Male",152,119,78.3,9,5.9,24,15.8
"Bristol School District","Bristol Central High School","Non-ELL",290,238,82.1,12,4.1,40,13.8
"Bristol School District","Bristol Central High School","Non-High Needs",125,118,94.4,"*","*",7,5.6
"Bristol School District","Bristol Central High School","Non-Hispanic",239,205,85.8,9,3.8,25,10.5
"Bristol School District","Bristol Central High School","Non-Special Education",257,217,84.4,8,3.1,32,12.5
"Bristol School District","Bristol Central High School","Not Eligible For Lunch",136,126,92.6,"*","*",10,7.4
"Bristol School District","Bristol Central High School","Special Education",46,31,67.4,6,13.0,9,19.6
"Bristol School District","Bristol Central High School","Two or More Races",9,8,88.9,"*","*","*","*"
"Bristol School District","Bristol Central High School","White",193,166,86.0,7,3.6,20,10.4
"Bristol School District","Bristol Eastern High School","All Students",308,267,86.7,14,4.5,27,8.8
"Bristol School District","Bristol Eastern High School","Asian",7,7,100.0,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Black",19,15,78.9,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","ELL",14,11,78.6,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Eligible For Free Lunch",98,70,71.4,9,9.2,19,19.4
"Bristol School District","Bristol Eastern High School","Eligible For Lunch",136,103,75.7,10,7.4,23,16.9
"Bristol School District","Bristol Eastern High School","Eligible For Reduced Lunch",38,33,86.8,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Female",145,135,93.1,"*","*",7,4.8
"Bristol School District","Bristol Eastern High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
