"Four-Year Graduation Rates, 2010-11"
"All Districts, All Schools, High Needs"

"",,,,"Graduates",,"Non-Graduates",,,
"Bethel School District","Bethel High School","Not Eligible For Lunch",226,215,95.1,8,3.5,"*","*"
"Bethel School District","Bethel High School","Asian",17,17,100.0,"*","*","*","*"
"Bethel School District","Bethel High School","ELL","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Special Education",24,16,66.7,8,33.3,"*","*"
"Bethel School District","Bethel High School","White",201,190,94.5,7,3.5,"*","*"
"Bloomfield School District","Bloomfield High School","All Students",171,127,74.3,24,14.0,20,11.7
"Bloomfield School District","Bloomfield High School","Black",159,120,75.5,22,13.8,17,10.7
"Bloomfield School District","Bloomfield High School","Eligible For Free Lunch",50,33,66.0,11,22.0,6,12.0
"Bloomfield School District","Bloomfield High School","Eligible For Lunch",62,41,66.1,14,22.6,7,11.3
"Bloomfield School District","Bloomfield High School","Eligible For Reduced Lunch",12,8,66.7,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Female",82,68,82.9,6,7.3,8,9.8
"Bloomfield School District","Bloomfield High School","High Needs",72,48,66.7,15,20.8,9,12.5
"Bloomfield School District","Bloomfield High School","Hispanic","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Male",89,59,66.3,18,20.2,12,13.5
"Bloomfield School District","Bloomfield High School","Non-ELL",170,126,74.1,24,14.1,20,11.8
"Bloomfield School District","Bloomfield High School","Non-High Needs",99,79,79.8,9,9.1,11,11.1
"Bloomfield School District","Bloomfield High School","Non-Hispanic",166,126,75.9,22,13.3,18,10.8
"Bloomfield School District","Bloomfield High School","Non-Special Education",147,115,78.2,15,10.2,17,11.6
"Bloomfield School District","Bloomfield High School","Not Eligible For Lunch",109,86,78.9,10,9.2,13,11.9
"Bloomfield School District","Bloomfield High School","Asian","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","ELL","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Special Education",24,12,50.0,9,37.5,"*","*"
"Bloomfield School District","Bloomfield High School","White","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","All Students",13,12,92.3,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Black",9,9,100.0,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Eligible For Free Lunch",7,6,85.7,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Eligible For Lunch",8,7,87.5,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Female",9,8,88.9,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","High Needs",9,8,88.9,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Hispanic","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Male","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-ELL",13,12,92.3,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-High Needs","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-Hispanic",11,11,100.0,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-Special Education",12,11,91.7,"*","*","*","*"
"Bloomfield School District","The Big Picture High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Asian","*","*","*","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Special Education","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","All Students",73,69,94.5,"*","*","*","*"
"Bolton School District","Bolton High School","Black","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Free Lunch",7,"*","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Lunch",7,"*","*","*","*","*","*"
"Bolton School District","Bolton High School","Female",47,45,95.7,"*","*","*","*"
"Bolton School District","Bolton High School","High Needs",9,7,77.8,"*","*","*","*"
"Bolton School District","Bolton High School","Hispanic","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Male",26,24,92.3,"*","*","*","*"
"Bolton School District","Bolton High School","Non-ELL",73,69,94.5,"*","*","*","*"
"Bolton School District","Bolton High School","Non-High Needs",64,62,96.9,"*","*","*","*"
"Bolton School District","Bolton High School","Non-Hispanic",72,68,94.4,"*","*","*","*"
"Bolton School District","Bolton High School","Non-Special Education",69,65,94.2,"*","*","*","*"
"Bolton School District","Bolton High School","Not Eligible For Lunch",66,64,97.0,"*","*","*","*"
"Bolton School District","Bolton High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Special Education","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","White",67,64,95.5,"*","*","*","*"
"Branford School District","Branford High School","All Students",274,260,94.9,7,2.6,7,2.6
"Branford School District","Branford High School","Black",10,9,90.0,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Free Lunch",25,19,76.0,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Lunch",37,29,78.4,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Reduced Lunch",12,10,83.3,"*","*","*","*"
"Branford School District","Branford High School","Female",132,126,95.5,"*","*","*","*"
"Branford School District","Branford High School","High Needs",62,51,82.3,"*","*",6,9.7
"Branford School District","Branford High School","Hispanic",8,7,87.5,"*","*","*","*"
"Branford School District","Branford High School","Male",142,134,94.4,"*","*","*","*"
"Branford School District","Branford High School","Non-ELL",270,256,94.8,7,2.6,7,2.6
"Branford School District","Branford High School","Non-High Needs",212,209,98.6,"*","*","*","*"
"Branford School District","Branford High School","Non-Hispanic",266,253,95.1,7,2.6,6,2.3
"Branford School District","Branford High School","Non-Special Education",246,237,96.3,"*","*",6,2.4
"Branford School District","Branford High School","Not Eligible For Lunch",237,231,97.5,"*","*","*","*"
"Branford School District","Branford High School","Asian",19,18,94.7,"*","*","*","*"
"Branford School District","Branford High School","ELL","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Special Education",28,23,82.1,"*","*","*","*"
"Branford School District","Branford High School","White",236,225,95.3,7,3.0,"*","*"
"Bridgeport School District","Bassick High School","All Students",341,208,61.0,27,7.9,106,31.1
"Bridgeport School District","Bassick High School","Black",166,109,65.7,10,6.0,47,28.3
"Bridgeport School District","Bassick High School","Eligible For Free Lunch",319,195,61.1,25,7.8,99,31.0
"Bridgeport School District","Bassick High School","Eligible For Lunch",329,202,61.4,25,7.6,102,31.0
"Bridgeport School District","Bassick High School","Eligible For Reduced Lunch",10,7,70.0,"*","*","*","*"
"Bridgeport School District","Bassick High School","Female",160,103,64.4,8,5.0,49,30.6
"Bridgeport School District","Bassick High School","High Needs",332,203,61.1,25,7.5,104,31.3
"Bridgeport School District","Bassick High School","Hispanic",155,85,54.8,14,9.0,56,36.1
"Bridgeport School District","Bassick High School","Male",181,105,58.0,19,10.5,57,31.5
"Bridgeport School District","Bassick High School","Non-ELL",283,175,61.8,22,7.8,86,30.4
"Bridgeport School District","Bassick High School","Non-High Needs",9,"*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Non-Hispanic",186,123,66.1,13,7.0,50,26.9
"Bridgeport School District","Bassick High School","Non-Special Education",289,183,63.3,19,6.6,87,30.1
"Bridgeport School District","Bassick High School","Not Eligible For Lunch",12,6,50.0,"*","*","*","*"
"Bridgeport School District","Bassick High School","Asian",7,"*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","ELL",58,33,56.9,"*","*",20,34.5
"Bridgeport School District","Bassick High School","Special Education",52,25,48.1,8,15.4,19,36.5
"Bridgeport School District","Bassick High School","White",13,9,69.2,"*","*","*","*"
"Bridgeport School District","Central High School","All Students",603,445,73.8,74,12.3,84,13.9
"Bridgeport School District","Central High School","Black",294,231,78.6,30,10.2,33,11.2
"Bridgeport School District","Central High School","Eligible For Free Lunch",496,365,73.6,61,12.3,70,14.1
"Bridgeport School District","Central High School","Eligible For Lunch",549,409,74.5,65,11.8,75,13.7
"Bridgeport School District","Central High School","Eligible For Reduced Lunch",53,44,83.0,"*","*","*","*"
"Bridgeport School District","Central High School","Female",294,242,82.3,23,7.8,29,9.9
"Bridgeport School District","Central High School","High Needs",554,411,74.2,67,12.1,76,13.7
"Bridgeport School District","Central High School","Hispanic",205,136,66.3,33,16.1,36,17.6
"Bridgeport School District","Central High School","Male",309,203,65.7,51,16.5,55,17.8
"Bridgeport School District","Central High School","Non-ELL",548,406,74.1,69,12.6,73,13.3
"Bridgeport School District","Central High School","Non-High Needs",49,34,69.4,7,14.3,8,16.3
"Bridgeport School District","Central High School","Non-Hispanic",398,309,77.6,41,10.3,48,12.1
"Bridgeport School District","Central High School","Non-Special Education",569,427,75.0,65,11.4,77,13.5
"Bridgeport School District","Central High School","Not Eligible For Lunch",54,36,66.7,9,16.7,9,16.7
"Bridgeport School District","Central High School","Asian",25,23,92.0,"*","*","*","*"
"Bridgeport School District","Central High School","ELL",55,39,70.9,"*","*",11,20.0
"Bridgeport School District","Central High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Special Education",34,18,52.9,9,26.5,7,20.6
"Bridgeport School District","Central High School","White",78,54,69.2,10,12.8,14,17.9
"Bridgeport School District","Harding High School","All Students",435,196,45.1,64,14.7,175,40.2
"Bridgeport School District","Harding High School","Black",184,99,53.8,31,16.8,54,29.3
"Bridgeport School District","Harding High School","Eligible For Free Lunch",396,179,45.2,54,13.6,163,41.2
"Bridgeport School District","Harding High School","Eligible For Lunch",407,185,45.5,54,13.3,168,41.3
"Bridgeport School District","Harding High School","Eligible For Reduced Lunch",11,6,54.5,"*","*","*","*"
"Bridgeport School District","Harding High School","Female",221,116,52.5,23,10.4,82,37.1
"Bridgeport School District","Harding High School","High Needs",413,188,45.5,55,13.3,170,41.2
"Bridgeport School District","Harding High School","Hispanic",232,84,36.2,30,12.9,118,50.9
"Bridgeport School District","Harding High School","Male",214,80,37.4,41,19.2,93,43.5
"Bridgeport School District","Harding High School","Non-ELL",343,161,46.9,54,15.7,128,37.3
"Bridgeport School District","Harding High School","Non-High Needs",22,8,36.4,9,40.9,"*","*"
"Bridgeport School District","Harding High School","Non-Hispanic",203,112,55.2,34,16.7,57,28.1
"Bridgeport School District","Harding High School","Non-Special Education",377,183,48.5,52,13.8,142,37.7
"Bridgeport School District","Harding High School","Not Eligible For Lunch",28,11,39.3,10,35.7,7,25.0
"Bridgeport School District","Harding High School","Asian","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","ELL",92,35,38.0,10,10.9,47,51.1
"Bridgeport School District","Harding High School","Special Education",58,13,22.4,12,20.7,33,56.9
"Bridgeport School District","Harding High School","White",16,12,75.0,"*","*","*","*"
"Bristol School District","Bristol Central High School","All Students",332,245,73.8,30,9.0,57,17.2
"Bristol School District","Bristol Central High School","Black",24,13,54.2,"*","*",7,29.2
"Bristol School District","Bristol Central High School","Eligible For Free Lunch",68,37,54.4,8,11.8,23,33.8
"Bristol School District","Bristol Central High School","Eligible For Lunch",101,57,56.4,11,10.9,33,32.7
"Bristol School District","Bristol Central High School","Eligible For Reduced Lunch",33,20,60.6,"*","*",10,30.3
"Bristol School District","Bristol Central High School","Female",171,130,76.0,14,8.2,27,15.8
"Bristol School District","Bristol Central High School","High Needs",122,69,56.6,17,13.9,36,29.5
"Bristol School District","Bristol Central High School","Hispanic",38,27,71.1,"*","*",7,18.4
"Bristol School District","Bristol Central High School","Male",161,115,71.4,16,9.9,30,18.6
"Bristol School District","Bristol Central High School","Non-ELL",326,240,73.6,30,9.2,56,17.2
"Bristol School District","Bristol Central High School","Non-High Needs",210,176,83.8,13,6.2,21,10.0
"Bristol School District","Bristol Central High School","Non-Hispanic",294,218,74.1,26,8.8,50,17.0
"Bristol School District","Bristol Central High School","Non-Special Education",299,229,76.6,22,7.4,48,16.1
"Bristol School District","Bristol Central High School","Not Eligible For Lunch",231,188,81.4,19,8.2,24,10.4
"Bristol School District","Bristol Central High School","Asian","*","*","*","*","*","*","*"
"Bristol School District","Bristol Central High School","ELL",6,"*","*","*","*","*","*"
"Bristol School District","Bristol Central High School","Special Education",33,16,48.5,8,24.2,9,27.3
"Bristol School District","Bristol Central High School","White",267,204,76.4,21,7.9,42,15.7
"Bristol School District","Bristol Eastern High School","All Students",368,297,80.7,32,8.7,39,10.6
"Bristol School District","Bristol Eastern High School","Black",26,18,69.2,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Eligible For Free Lunch",67,42,62.7,12,17.9,13,19.4
"Bristol School District","Bristol Eastern High School","Eligible For Lunch",84,54,64.3,14,16.7,16,19.0
"Bristol School District","Bristol Eastern High School","Eligible For Reduced Lunch",17,12,70.6,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Female",184,157,85.3,12,6.5,15,8.2
"Bristol School District","Bristol Eastern High School","High Needs",112,78,69.6,16,14.3,18,16.1
"Bristol School District","Bristol Eastern High School","Hispanic",40,28,70.0,7,17.5,"*","*"
"Bristol School District","Bristol Eastern High School","Male",184,140,76.1,20,10.9,24,13.0
"Bristol School District","Bristol Eastern High School","Non-ELL",363,294,81.0,31,8.5,38,10.5
"Bristol School District","Bristol Eastern High School","Non-High Needs",256,219,85.5,16,6.3,21,8.2
"Bristol School District","Bristol Eastern High School","Non-Hispanic",328,269,82.0,25,7.6,34,10.4
"Bristol School District","Bristol Eastern High School","Non-Special Education",332,268,80.7,26,7.8,38,11.4
"Bristol School District","Bristol Eastern High School","Not Eligible For Lunch",284,243,85.6,18,6.3,23,8.1
"Bristol School District","Bristol Eastern High School","Asian",8,8,100.0,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","ELL","*","*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","Special Education",36,29,80.6,6,16.7,"*","*"
"Bristol School District","Bristol Eastern High School","White",292,242,82.9,20,6.8,30,10.3
"Brookfield School District","Brookfield High School","All Students",263,251,95.4,"*","*",8,3.0
"Brookfield School District","Brookfield High School","Black","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Lunch",6,"*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Female",120,117,97.5,"*","*","*","*"
"Brookfield School District","Brookfield High School","High Needs",18,16,88.9,"*","*","*","*"
"Brookfield School District","Brookfield High School","Hispanic",8,8,100.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","Male",143,134,93.7,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-ELL",260,249,95.8,"*","*",8,3.1
"Brookfield School District","Brookfield High School","Non-High Needs",245,235,95.9,"*","*",7,2.9
"Brookfield School District","Brookfield High School","Non-Hispanic",255,243,95.3,"*","*",8,3.1
"Brookfield School District","Brookfield High School","Non-Special Education",253,241,95.3,"*","*",8,3.2
"Brookfield School District","Brookfield High School","Not Eligible For Lunch",257,246,95.7,"*","*",7,2.7
"Brookfield School District","Brookfield High School","Asian","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","ELL","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Special Education",10,10,100.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","White",249,237,95.2,"*","*",8,3.2
"Canton School District","Canton High School","All Students",118,112,94.9,"*","*","*","*"
"Canton School District","Canton High School","Black","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Eligible For Lunch","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Female",56,53,94.6,"*","*","*","*"
"Canton School District","Canton High School","High Needs",18,16,88.9,"*","*","*","*"
"Canton School District","Canton High School","Hispanic","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Male",62,59,95.2,"*","*","*","*"
"Canton School District","Canton High School","Non-ELL",117,111,94.9,"*","*","*","*"
"Canton School District","Canton High School","Non-High Needs",100,96,96.0,"*","*","*","*"
"Canton School District","Canton High School","Non-Hispanic",115,109,94.8,"*","*","*","*"
"Canton School District","Canton High School","Non-Special Education",102,98,96.1,"*","*","*","*"
"Canton School District","Canton High School","Not Eligible For Lunch",117,111,94.9,"*","*","*","*"
"Canton School District","Canton High School","Asian","*","*","*","*","*","*","*"
"Canton School District","Canton High School","ELL","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Special Education",16,14,87.5,"*","*","*","*"
"Canton School District","Canton High School","White",109,103,94.5,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","All Students",118,103,87.3,6,5.1,9,7.6
"Capitol Region Education Council","Great Path Academy at MCC","Black",56,51,91.1,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Free Lunch",62,52,83.9,6,9.7,"*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Lunch",67,57,85.1,6,9.0,"*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Female",70,62,88.6,"*","*",6,8.6
"Capitol Region Education Council","Great Path Academy at MCC","High Needs",69,59,85.5,6,8.7,"*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Hispanic",29,23,79.3,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Male",48,41,85.4,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-ELL",115,100,87.0,6,5.2,9,7.8
"Capitol Region Education Council","Great Path Academy at MCC","Non-High Needs",49,44,89.8,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Non-Hispanic",89,80,89.9,"*","*",6,6.7
"Capitol Region Education Council","Great Path Academy at MCC","Non-Special Education",105,93,88.6,"*","*",8,7.6
"Capitol Region Education Council","Great Path Academy at MCC","Not Eligible For Lunch",51,46,90.2,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Asian","*","*","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","ELL","*","*","*","*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","Special Education",13,10,76.9,"*","*","*","*"
"Capitol Region Education Council","Great Path Academy at MCC","White",29,26,89.7,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","All Students",62,49,79.0,"*","*",11,17.7
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Black",20,15,75.0,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Free Lunch",23,15,65.2,"*","*",7,30.4
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Lunch",23,15,65.2,"*","*",7,30.4
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Female",39,32,82.1,"*","*",7,17.9
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","High Needs",23,15,65.2,"*","*",7,30.4
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Hispanic",18,11,61.1,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Male",23,17,73.9,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-ELL",61,49,80.3,"*","*",10,16.4
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-High Needs",39,34,87.2,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Hispanic",44,38,86.4,"*","*",6,13.6
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-Special Education",60,47,78.3,"*","*",11,18.3
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Not Eligible For Lunch",39,34,87.2,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","ELL","*","*","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Special Education","*","*","*","*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","White",24,23,95.8,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","All Students",103,93,90.3,"*","*",7,6.8
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Black",52,48,92.3,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Free Lunch",17,15,88.2,"*","*","*","*"
