"Four-Year Graduation Rates, 2012-13"
"All Districts, All Schools, All Students"

"",,,"Graduates",,"Non-Graduates",,,
"Connecticut Technical High School System","Emmett O'Brien Technical High School",116,112,96.6,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School",178,177,99.4,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School",113,113,100.0,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School",148,143,96.6,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School",168,163,97.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School",154,152,98.7,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School",167,165,98.8,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School",207,205,99.0,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School",141,133,94.3,"*","*",7,5.0
"Connecticut Technical High School System","W. F. Kaynor Technical High School",192,188,97.9,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School",132,130,98.5,"*","*","*","*"
"Coventry School District","Coventry High School",135,122,90.4,"*","*","*","*"
"Cromwell School District","Cromwell High School",141,132,93.6,"*","*","*","*"
"Danbury School District","Alternative Center For Excellence",34,"*","*",17,50.0,12,35.3
"Danbury School District","Danbury High School",736,"*","*",80,10.9,75,10.2
"Darien School District","Darien High School",312,305,97.8,"*","*","*","*"
"Derby School District","Derby High School",86,59,68.6,15,17.4,12,14.0
"East Granby School District","East Granby High School",69,67,97.1,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School",95,94,98.9,"*","*","*","*"
"East Hampton School District","East Hampton High School",130,126,96.9,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy",39,37,94.9,"*","*","*","*"
"East Hartford School District","East Hartford High School",378,324,85.7,"*","*",39,10.3
"East Hartford School District","Stevens Alternate High school",115,59,51.3,26,22.6,"*","*"
"East Haven School District","East Haven High School",237,179,75.5,18,7.6,40,16.9
"East Lyme School District","East Lyme High School",309,293,94.8,"*","*","*","*"
"East Windsor School District","East Windsor High School",95,79,83.2,9,9.5,7,7.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)",26,24,92.3,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College",43,30,69.8,"*","*","*","*"
"Ellington School District","Ellington High School",197,181,91.9,9,4.6,7,3.6
"Elm City College Preparatory School District","Elm City College Preparatory School",13,8,61.5,"*","*","*","*"
"Enfield School District","Enfield High School",183,150,82.0,"*","*",23,12.6
"Enfield School District","Enrico Fermi High School",256,238,93.0,"*","*",13,5.1
"Explorations District","Explorations",32,21,65.6,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School",383,365,95.3,11,2.9,7,1.8
"Fairfield School District","Fairfield Warde High School",314,287,91.4,19,6.1,8,2.5
"Farmington School District","Farmington High School",318,308,96.9,"*","*","*","*"
"Glastonbury School District","Glastonbury High School",550,535,97.3,7,1.3,7,1.3
"Granby School District","Granby Memorial High School",193,190,98.4,"*","*","*","*"
"Greenwich School District","Greenwich High School",686,652,95.0,24,3.5,10,1.5
"Griswold School District","Griswold High School",167,147,88.0,7,4.2,13,7.8
"Groton School District","Robert E. Fitch High School",320,267,83.4,13,4.1,40,12.5
"Guilford School District","Guilford High School",278,261,93.9,"*","*","*","*"
"Hamden School District","Hamden High School",443,386,87.1,34,7.7,23,5.2
"Hartford School District","Bulkeley High School Upper School",176,126,71.6,13,7.4,37,21.0
"Hartford School District","Capital Preparatory Magnet School",33,33,100.0,"*","*","*","*"
"Hartford School District","Classical Magnet School",89,84,94.4,"*","*","*","*"
"Hartford School District","Culinary Arts Academy",73,41,56.2,8,11.0,23,31.5
"Hartford School District","Great Path Academy High School at MCC",68,64,94.1,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology",112,71,63.4,12,10.7,29,25.9
"Hartford School District","HPHS Academy of Nursing and Health Science",139,95,68.3,6,4.3,36,25.9
"Hartford School District","HPHS Law and Government Academy",120,86,71.7,18,15.0,16,13.3
"Hartford School District","High School Inc.",106,75,70.8,"*","*",28,26.4
"Hartford School District","Journalism and Media Academy Magnet School",54,36,66.7,"*","*",14,25.9
"Hartford School District","OPPortunity High School",77,45,58.4,8,10.4,24,31.2
"Hartford School District","Pathways Academy of Technology and Design",70,65,92.9,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy",88,82,93.2,"*","*","*","*"
"Hartford School District","University High of Science and Engineering",94,91,96.8,"*","*","*","*"
"Killingly School District","Killingly High School",214,164,76.6,20,9.3,30,14.0
"Learn","Connecticut River Academy",29,26,89.7,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","*","*","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","*","*","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School",118,110,93.2,"*","*","*","*"
"Ledyard School District","Ledyard High School",225,208,92.4,7,3.1,10,4.4
"Lisbon School District","Community Connection - The Big Picture High School",6,"*","*","*","*","*","*"
"Litchfield School District","Litchfield High School",86,85,98.8,"*","*","*","*"
"Madison School District","Daniel Hand High School",316,313,99.1,"*","*","*","*"
"Manchester School District","Manchester High School",445,350,78.7,35,7.9,60,13.5
"Meriden School District","Francis T. Maloney High School",329,243,73.9,31,9.4,53,16.1
"Meriden School District","Orville H. Platt High School",293,203,69.3,19,6.5,71,24.2
"Middletown School District","Middletown High School",362,302,83.4,16,4.4,44,12.2
"Milford School District","Jonathan Law High School",256,206,80.5,39,15.2,11,4.3
"Milford School District","Joseph A. Foran High School",264,239,90.5,19,7.2,6,2.3
"Monroe School District","Masuk High School",307,300,97.7,"*","*","*","*"
"Montville School District","Montville High School",176,155,88.1,7,4.0,14,8.0
"Naugatuck School District","Naugatuck High School",333,261,78.4,32,9.6,40,12.0
"New Britain School District","New Britain High School",612,390,63.7,66,10.8,156,25.5
"New Canaan School District","New Canaan High School",338,330,97.6,"*","*","*","*"
"New Fairfield School District","New Fairfield High School",257,247,96.1,"*","*","*","*"
"New Haven School District","Cooperative High School",173,155,89.6,6,3.5,12,6.9
"New Haven School District","High School In The Community",72,41,56.9,10,13.9,21,29.2
"New Haven School District","Hill Regional Career High School",153,141,92.2,"*","*",9,5.9
"New Haven School District","Hyde School of Health, Science and Sports Medicine",36,28,77.8,"*","*","*","*"
"New Haven School District","James Hillhouse High School",260,150,57.7,24,9.2,86,33.1
"New Haven School District","Metropolitan Business Academy",95,77,81.1,"*","*",16,16.8
"New Haven School District","New Haven Academy",75,50,66.7,7,9.3,18,24.0
"New Haven School District","Sound School",80,74,92.5,"*","*","*","*"
"New Haven School District","Wilbur Cross High School",305,196,64.3,34,11.1,75,24.6
"New London School District","New London High School",253,164,64.8,24,9.5,65,25.7
"New Milford School District","New Milford High School",381,340,89.2,8,2.1,33,8.7
"Newington School District","Newington High School",373,338,90.6,14,3.8,21,5.6
"Newtown School District","Newtown High School",468,442,94.4,"*","*","*","*"
"North Branford School District","North Branford High School",170,163,95.9,"*","*","*","*"
"North Haven School District","North Haven High School",309,273,88.3,15,4.9,21,6.8
"North Stonington School District","Wheeler High School",48,46,95.8,"*","*","*","*"
"Norwalk School District","Brien McMahon High School",385,342,88.8,7,1.8,36,9.4
"Norwalk School District","Norwalk High School",348,311,89.4,10,2.9,27,7.8
"Norwalk School District","Norwalk Pathways Academy at Briggs",38,6,15.8,13,34.2,19,50.0
"Norwich Free Academy District","Norwich Free Academy",573,490,85.5,24,4.2,59,10.3
"Old Saybrook School District","Old Saybrook Senior High School",136,129,94.9,"*","*","*","*"
"Oxford School District","Oxford High School",153,150,98.0,"*","*","*","*"
"Plainfield School District","Plainfield High School",202,171,84.7,19,9.4,12,5.9
"Plainville School District","Plainville High School",202,182,90.1,9,4.5,11,5.4
"Plymouth School District","Terryville High School",123,108,87.8,6,4.9,9,7.3
"Portland School District","Portland High School",92,80,87.0,"*","*","*","*"
"Putnam School District","Putnam High School",92,74,80.4,12,13.0,6,6.5
"Regional School District 01","Housatonic Valley Regional High School",108,98,90.7,"*","*","*","*"
"Regional School District 04","Valley Regional High School",162,155,95.7,"*","*","*","*"
"Regional School District 05","Amity Regional High School",392,378,96.4,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School",97,93,95.9,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School",175,170,97.1,"*","*","*","*"
"Regional School District 08","RHAM High School",272,"*","*",8,2.9,"*","*"
"Regional School District 08","Region Alternative High School",12,"*","*",6,50.0,"*","*"
"Regional School District 09","Joel Barlow High School",234,224,95.7,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School",198,183,92.4,9,4.5,6,3.0
"Regional School District 11","Parish Hill High School",39,36,92.3,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School",83,78,94.0,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School",146,143,97.9,"*","*","*","*"
"Regional School District 14","Nonnewaug High School",197,185,93.9,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School",316,300,94.9,"*","*","*","*"
"Regional School District 16","Woodland Regional High School",184,166,90.2,7,3.8,11,6.0
"Regional School District 17","Haddam-Killingworth High School",162,157,96.9,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School",113,108,95.6,"*","*","*","*"
"Regional School District 19","E. O. Smith High School",315,276,87.6,26,8.3,13,4.1
"Ridgefield School District","Ridgefield High School",409,398,97.3,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School",177,159,89.8,11,6.2,7,4.0
"Seymour School District","Seymour High School",177,154,87.0,11,6.2,12,6.8
"Shelton School District","Shelton High School",390,355,91.0,18,4.6,17,4.4
"Simsbury School District","Simsbury High School",396,388,98.0,"*","*","*","*"
"Somers School District","Somers High School",146,141,96.6,"*","*","*","*"
"South Windsor School District","South Windsor High School",376,359,95.5,8,2.1,9,2.4
"Southington School District","Southington High School",488,445,91.2,22,4.5,21,4.3
"Stafford School District","Stafford High School",127,111,87.4,7,5.5,9,7.1
"Stamford Academy District","Stamford Academy",37,10,27.0,21,56.8,6,16.2
"Stamford School District","Stamford High School",501,446,89.0,"*","*","*","*"
"Stamford School District","The Academy of Information Technology",164,163,99.4,"*","*","*","*"
"Stamford School District","Westhill High School",546,469,85.9,34,6.2,43,7.9
"Stonington School District","Stonington High School",197,189,95.9,"*","*","*","*"
"Stratford School District","Bunnell High School",287,270,94.1,"*","*",13,4.5
"Stratford School District","Stratford High School",254,231,90.9,"*","*",16,6.3
"Suffield School District","Suffield High School",218,204,93.6,6,2.8,8,3.7
"The Bridge Academy District","The Bridge Academy",35,31,88.6,"*","*","*","*"
"The Gilbert School District","The Gilbert School",84,69,82.1,"*","*","*","*"
"Thomaston School District","Thomaston High School",78,73,93.6,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School",85,77,90.6,"*","*","*","*"
"Tolland School District","Tolland High School",242,228,94.2,"*","*","*","*"
"Torrington School District","Torrington High School",268,232,86.6,20,7.5,16,6.0
"Trumbull School District","Trumbull High School",547,538,98.4,"*","*","*","*"
"Vernon School District","Rockville High School",235,195,83.0,9,3.8,31,13.2
"Wallingford School District","Lyman Hall High School",286,262,91.6,10,3.5,14,4.9
"Wallingford School District","Mark T. Sheehan High School",235,220,93.6,6,2.6,9,3.8
"Waterbury School District","Crosby High School",359,234,65.2,23,6.4,102,28.4
"Waterbury School District","John F. Kennedy High School",382,265,69.4,"*","*",109,28.5
"Waterbury School District","Waterbury Arts Magnet School (High)",106,92,86.8,"*","*",10,9.4
"Waterbury School District","Wilby High School",360,260,72.2,21,5.8,79,21.9
"Waterford School District","Waterford High School",238,222,93.3,"*","*","*","*"
"Watertown School District","Watertown High School",271,236,87.1,15,5.5,20,7.4
"West Hartford School District","Conard High School",420,398,94.8,"*","*",17,4.0
"West Hartford School District","Hall High School",391,372,95.1,"*","*",12,3.1
"West Haven School District","West Haven High School",431,305,70.8,31,7.2,95,22.0
"Westbrook School District","Westbrook High School",77,74,96.1,"*","*","*","*"
"Weston School District","Weston High School",206,205,99.5,"*","*","*","*"
"Westport School District","Staples High School",463,460,99.4,"*","*","*","*"
"Wethersfield School District","Wethersfield High School",264,242,91.7,11,4.2,11,4.2
"Wilton School District","Wilton High School",319,312,97.8,"*","*","*","*"
"Windham School District","Windham High School",193,147,76.2,18,9.3,28,14.5
"Windsor Locks School District","Windsor Locks High School",136,127,93.4,"*","*","*","*"
"Windsor School District","Windsor High School",353,289,81.9,34,9.6,30,8.5
"Wolcott School District","Wolcott High School",220,207,94.1,6,2.7,7,3.2
"Woodstock Academy District","Woodstock Academy",279,269,96.4,"*","*","*","*"

