"Four-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,"Graduates",,"Non-Graduates",,,
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Not Eligible For Lunch",75,73,97.3,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Eligible For Free Lunch",36,36,100.0,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Eligible For Reduced Lunch",24,23,95.8,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Not Eligible For Lunch",73,70,95.9,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Eligible For Free Lunch",62,60,96.8,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Eligible For Reduced Lunch",32,31,96.9,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Not Eligible For Lunch",112,109,97.3,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Eligible For Free Lunch",29,29,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Eligible For Reduced Lunch",20,19,95.0,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Not Eligible For Lunch",82,78,95.1,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Eligible For Free Lunch",45,43,95.6,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Eligible For Reduced Lunch",27,27,100.0,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Not Eligible For Lunch",89,86,96.6,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Eligible For Free Lunch",34,31,91.2,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Eligible For Reduced Lunch",16,16,100.0,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Not Eligible For Lunch",94,93,98.9,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Eligible For Free Lunch",43,41,95.3,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Eligible For Reduced Lunch",27,25,92.6,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Not Eligible For Lunch",83,82,98.8,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Eligible For Free Lunch",29,28,96.6,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Eligible For Reduced Lunch",18,17,94.4,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Not Eligible For Lunch",115,113,98.3,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Eligible For Free Lunch",71,70,98.6,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Eligible For Reduced Lunch",32,31,96.9,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Not Eligible For Lunch",113,109,96.5,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Eligible For Free Lunch",22,21,95.5,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Eligible For Reduced Lunch",17,16,94.1,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Not Eligible For Lunch",91,88,96.7,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Free Lunch",70,70,100.0,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Reduced Lunch",38,36,94.7,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Not Eligible For Lunch",66,65,98.5,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Eligible For Free Lunch",44,44,100.0,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Eligible For Reduced Lunch",21,21,100.0,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Not Eligible For Lunch",72,68,94.4,"*","*","*","*"
"Coventry School District","Coventry High School","Eligible For Free Lunch",20,12,60.0,"*","*",7,35.0
"Coventry School District","Coventry High School","Eligible For Reduced Lunch",13,10,76.9,"*","*","*","*"
"Coventry School District","Coventry High School","Not Eligible For Lunch",118,109,92.4,6,5.1,"*","*"
"Cromwell School District","Cromwell High School","Eligible For Free Lunch",26,22,84.6,"*","*","*","*"
"Cromwell School District","Cromwell High School","Eligible For Reduced Lunch",8,8,100.0,"*","*","*","*"
"Cromwell School District","Cromwell High School","Not Eligible For Lunch",111,107,96.4,"*","*","*","*"
"Danbury School District","Danbury High School","Eligible For Free Lunch",238,161,67.6,40,16.8,37,15.5
"Danbury School District","Danbury High School","Eligible For Reduced Lunch",76,65,85.5,6,7.9,"*","*"
"Danbury School District","Danbury High School","Not Eligible For Lunch",391,340,87.0,28,7.2,"*","*"
"Darien School District","Darien High School","Eligible For Free Lunch",6,6,100.0,"*","*","*","*"
"Darien School District","Darien High School","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"Darien School District","Darien High School","Not Eligible For Lunch",296,287,97.0,"*","*","*","*"
"Derby School District","Derby High School","Eligible For Free Lunch",38,25,65.8,"*","*",8,21.1
"Derby School District","Derby High School","Eligible For Reduced Lunch",20,15,75.0,"*","*","*","*"
"Derby School District","Derby High School","Not Eligible For Lunch",44,39,88.6,"*","*","*","*"
"East Granby School District","East Granby High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"East Granby School District","East Granby High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Not Eligible For Lunch",86,81,94.2,"*","*","*","*"
"East Hampton School District","East Hampton High School","Eligible For Free Lunch",8,7,87.5,"*","*","*","*"
"East Hampton School District","East Hampton High School","Eligible For Reduced Lunch",14,13,92.9,"*","*","*","*"
"East Hampton School District","East Hampton High School","Not Eligible For Lunch",138,133,96.4,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Eligible For Free Lunch","*","*","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Not Eligible For Lunch",23,21,91.3,"*","*","*","*"
"East Hartford School District","East Hartford High School","Eligible For Free Lunch",209,167,79.9,12,5.7,30,14.4
"East Hartford School District","East Hartford High School","Eligible For Reduced Lunch",77,72,93.5,"*","*","*","*"
"East Hartford School District","East Hartford High School","Not Eligible For Lunch",131,124,94.7,"*","*",6,4.6
"East Haven School District","East Haven High School","Eligible For Free Lunch",73,47,64.4,6,8.2,20,27.4
"East Haven School District","East Haven High School","Eligible For Reduced Lunch",35,28,80.0,"*","*",6,17.1
"East Haven School District","East Haven High School","Not Eligible For Lunch",109,88,80.7,"*","*",15,13.8
"East Lyme School District","East Lyme High School","Eligible For Free Lunch",19,17,89.5,"*","*","*","*"
"East Lyme School District","East Lyme High School","Eligible For Reduced Lunch",17,16,94.1,"*","*","*","*"
"East Lyme School District","East Lyme High School","Not Eligible For Lunch",262,252,96.2,"*","*",7,2.7
"East Windsor School District","East Windsor High School","Eligible For Free Lunch",20,15,75.0,"*","*","*","*"
"East Windsor School District","East Windsor High School","Eligible For Reduced Lunch",10,10,100.0,"*","*","*","*"
"East Windsor School District","East Windsor High School","Not Eligible For Lunch",56,51,91.1,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Not Eligible For Lunch",29,25,86.2,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Free Lunch",14,8,57.1,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Reduced Lunch",8,"*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Not Eligible For Lunch",21,17,81.0,"*","*","*","*"
"Ellington School District","Ellington High School","Eligible For Free Lunch",12,"*","*","*","*","*","*"
"Ellington School District","Ellington High School","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Ellington School District","Ellington High School","Not Eligible For Lunch",183,171,93.4,"*","*",7,3.8
"Elm City College Preparatory School District","Elm City College Preparatory School","Eligible For Free Lunch",11,9,81.8,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Enfield School District","Enfield High School","Eligible For Free Lunch",44,31,70.5,"*","*",12,27.3
"Enfield School District","Enfield High School","Eligible For Reduced Lunch",12,10,83.3,"*","*","*","*"
"Enfield School District","Enfield High School","Not Eligible For Lunch",136,128,94.1,"*","*",7,5.1
"Enfield School District","Enrico Fermi High School","Eligible For Free Lunch",57,41,71.9,"*","*",12,21.1
"Enfield School District","Enrico Fermi High School","Eligible For Reduced Lunch",25,21,84.0,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Not Eligible For Lunch",221,204,92.3,8,3.6,9,4.1
"Explorations District","Explorations","Eligible For Free Lunch","*","*","*","*","*",7,70.0
"Explorations District","Explorations","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Explorations District","Explorations","Not Eligible For Lunch",14,11,78.6,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Free Lunch",22,19,86.4,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Reduced Lunch",11,11,100.0,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Not Eligible For Lunch",318,308,96.9,7,2.2,"*","*"
"Fairfield School District","Fairfield Warde High School","Eligible For Free Lunch",35,25,71.4,6,17.1,"*","*"
"Fairfield School District","Fairfield Warde High School","Eligible For Reduced Lunch",14,10,71.4,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Not Eligible For Lunch",288,277,96.2,"*","*",6,2.1
"Farmington School District","Farmington High School","Eligible For Free Lunch",21,19,90.5,"*","*","*","*"
"Farmington School District","Farmington High School","Eligible For Reduced Lunch",13,12,92.3,"*","*","*","*"
"Farmington School District","Farmington High School","Not Eligible For Lunch",264,255,96.6,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Eligible For Free Lunch",30,23,76.7,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Eligible For Reduced Lunch",17,17,100.0,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Not Eligible For Lunch",461,449,97.4,7,1.5,"*","*"
"Granby School District","Granby Memorial High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","Not Eligible For Lunch",177,175,98.9,"*","*","*","*"
"Greenwich School District","Greenwich High School","Eligible For Free Lunch",64,53,82.8,"*","*","*","*"
"Greenwich School District","Greenwich High School","Eligible For Reduced Lunch",31,27,87.1,"*","*","*","*"
"Greenwich School District","Greenwich High School","Not Eligible For Lunch",549,516,94.0,15,2.7,18,3.3
"Griswold School District","Griswold High School","Eligible For Free Lunch",40,31,77.5,"*","*",8,20.0
"Griswold School District","Griswold High School","Eligible For Reduced Lunch",22,17,77.3,"*","*","*","*"
"Griswold School District","Griswold High School","Not Eligible For Lunch",121,112,92.6,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Eligible For Free Lunch",110,83,75.5,"*","*",25,22.7
"Groton School District","Robert E. Fitch High School","Eligible For Reduced Lunch",28,22,78.6,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Not Eligible For Lunch",201,177,88.1,"*","*","*","*"
"Guilford School District","Guilford High School","Eligible For Free Lunch",16,16,100.0,"*","*","*","*"
"Guilford School District","Guilford High School","Eligible For Reduced Lunch",13,13,100.0,"*","*","*","*"
"Guilford School District","Guilford High School","Not Eligible For Lunch",256,251,98.0,"*","*","*","*"
"Hamden School District","Hamden High School","Eligible For Free Lunch",160,122,76.3,12,7.5,26,16.3
"Hamden School District","Hamden High School","Eligible For Reduced Lunch",58,48,82.8,9,15.5,"*","*"
"Hamden School District","Hamden High School","Not Eligible For Lunch",288,264,91.7,10,3.5,"*","*"
"Hartford School District","Bulkeley High School Upper School","Eligible For Free Lunch",236,149,63.1,51,21.6,36,15.3
"Hartford School District","Bulkeley High School Upper School","Eligible For Reduced Lunch",11,8,72.7,"*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Eligible For Free Lunch",16,16,100.0,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Eligible For Reduced Lunch",9,9,100.0,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Not Eligible For Lunch",8,7,87.5,"*","*","*","*"
"Hartford School District","Classical Magnet School","Eligible For Free Lunch",32,31,96.9,"*","*","*","*"
"Hartford School District","Classical Magnet School","Eligible For Reduced Lunch",19,19,100.0,"*","*","*","*"
"Hartford School District","Classical Magnet School","Not Eligible For Lunch",30,30,100.0,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","Eligible For Free Lunch",43,27,62.8,7,16.3,9,20.9
"Hartford School District","Culinary Arts Academy","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","Culinary Arts Academy","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Eligible For Free Lunch",128,79,61.7,32,25.0,17,13.3
"Hartford School District","HPHS Academy of Engineering and Green Technology","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Eligible For Free Lunch",118,81,68.6,15,12.7,22,18.6
"Hartford School District","HPHS Academy of Nursing and Health Science","Eligible For Reduced Lunch",7,"*","*","*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Eligible For Free Lunch",135,64,47.4,39,28.9,32,23.7
"Hartford School District","OPPortunity High School","Eligible For Free Lunch",65,30,46.2,11,16.9,24,36.9
"Hartford School District","OPPortunity High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","OPPortunity High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Eligible For Free Lunch",40,34,85.0,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Eligible For Reduced Lunch",17,17,100.0,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Not Eligible For Lunch",29,29,100.0,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Eligible For Free Lunch",104,94,90.4,6,5.8,"*","*"
"Hartford School District","Sports and Medical Sciences Academy","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","University High of Science and Engineering","Eligible For Free Lunch",40,32,80.0,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Eligible For Reduced Lunch",14,14,100.0,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Not Eligible For Lunch",32,31,96.9,"*","*","*","*"
"Killingly School District","Killingly High School","Eligible For Free Lunch",61,36,59.0,7,11.5,18,29.5
"Killingly School District","Killingly High School","Eligible For Reduced Lunch",26,21,80.8,"*","*","*","*"
"Killingly School District","Killingly High School","Not Eligible For Lunch",101,90,89.1,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Eligible For Free Lunch",9,8,88.9,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Eligible For Reduced Lunch",7,6,85.7,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Not Eligible For Lunch",112,101,90.2,"*","*",8,7.1
"Ledyard School District","Ledyard High School","Eligible For Free Lunch",24,"*","*","*","*","*","*"
"Ledyard School District","Ledyard High School","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Ledyard School District","Ledyard High School","Not Eligible For Lunch",178,169,94.9,"*","*",7,3.9
"Lisbon School District","Community Connection - The Big Picture High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Not Eligible For Lunch",88,87,98.9,"*","*","*","*"
"Madison School District","Daniel Hand High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Madison School District","Daniel Hand High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Madison School District","Daniel Hand High School","Not Eligible For Lunch",317,313,98.7,"*","*","*","*"
"Manchester School District","Manchester High School","Eligible For Free Lunch",191,124,64.9,18,9.4,49,25.7
"Manchester School District","Manchester High School","Eligible For Reduced Lunch",69,54,78.3,"*","*",11,15.9
"Manchester School District","Manchester High School","Not Eligible For Lunch",216,188,87.0,"*","*",20,9.3
"Meriden School District","Francis T. Maloney High School","Eligible For Free Lunch",169,97,57.4,18,10.7,54,32.0
"Meriden School District","Francis T. Maloney High School","Eligible For Reduced Lunch",33,24,72.7,"*","*","*","*"
"Meriden School District","Francis T. Maloney High School","Not Eligible For Lunch",121,106,87.6,"*","*",11,9.1
"Meriden School District","Orville H. Platt High School","Eligible For Free Lunch",189,116,61.4,18,9.5,55,29.1
"Meriden School District","Orville H. Platt High School","Eligible For Reduced Lunch",25,20,80.0,"*","*","*","*"
"Meriden School District","Orville H. Platt High School","Not Eligible For Lunch",85,72,84.7,"*","*",9,10.6
"Middletown School District","Middletown High School","Eligible For Free Lunch",118,79,66.9,13,11.0,26,22.0
"Middletown School District","Middletown High School","Eligible For Reduced Lunch",32,25,78.1,"*","*","*","*"
"Middletown School District","Middletown High School","Not Eligible For Lunch",179,155,86.6,"*","*","*","*"
"Milford School District","Jonathan Law High School","Eligible For Free Lunch",57,38,66.7,11,19.3,8,14.0
"Milford School District","Jonathan Law High School","Eligible For Reduced Lunch",30,22,73.3,"*","*","*","*"
"Milford School District","Jonathan Law High School","Not Eligible For Lunch",179,156,87.2,17,9.5,6,3.4
"Milford School District","Joseph A. Foran High School","Eligible For Free Lunch",32,23,71.9,6,18.8,"*","*"
"Milford School District","Joseph A. Foran High School","Eligible For Reduced Lunch",26,20,76.9,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","Not Eligible For Lunch",188,181,96.3,"*","*","*","*"
"Monroe School District","Masuk High School","Eligible For Free Lunch",20,19,95.0,"*","*","*","*"
"Monroe School District","Masuk High School","Eligible For Reduced Lunch",11,11,100.0,"*","*","*","*"
"Monroe School District","Masuk High School","Not Eligible For Lunch",306,303,99.0,"*","*","*","*"
"Montville School District","Montville High School","Eligible For Free Lunch",36,26,72.2,"*","*",9,25.0
