"Four-Year Graduation Rates, 2012-13"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,"Graduates",,"Non-Graduates",,,
"Bloomfield School District","Learning Academy at Bloomfield","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Not Eligible For Lunch",70,68,97.1,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Free Lunch",38,33,86.8,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Reduced Lunch",21,18,85.7,"*","*","*","*"
"Branford School District","Branford High School","Not Eligible For Lunch",210,199,94.8,"*","*",9,4.3
"Bridgeport School District","Bassick High School","Eligible For Free Lunch",298,174,58.4,59,19.8,65,21.8
"Bridgeport School District","Bassick High School","Eligible For Reduced Lunch",16,12,75.0,"*","*","*","*"
"Bridgeport School District","Bassick High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Eligible For Free Lunch",506,388,76.7,45,8.9,73,14.4
"Bridgeport School District","Central High School","Eligible For Reduced Lunch",30,27,90.0,"*","*","*","*"
"Bridgeport School District","Central High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","Eligible For Free Lunch",307,184,59.9,14,4.6,109,35.5
"Bridgeport School District","Harding High School","Eligible For Reduced Lunch",23,16,69.6,"*","*","*","*"
"Bridgeport School District","Harding High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bristol School District","Bristol Central High School","Eligible For Free Lunch",91,52,57.1,10,11.0,29,31.9
"Bristol School District","Bristol Central High School","Eligible For Reduced Lunch",44,34,77.3,"*","*",7,15.9
"Bristol School District","Bristol Central High School","Not Eligible For Lunch",181,172,95.0,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Eligible For Free Lunch",67,41,61.2,10,14.9,16,23.9
"Bristol School District","Bristol Eastern High School","Eligible For Reduced Lunch",34,27,79.4,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Not Eligible For Lunch",202,179,88.6,14,6.9,9,4.5
"Brookfield School District","Brookfield High School","Eligible For Free Lunch",19,17,89.5,"*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Reduced Lunch",8,7,87.5,"*","*","*","*"
"Brookfield School District","Brookfield High School","Not Eligible For Lunch",214,208,97.2,"*","*","*","*"
"Canton School District","Canton High School","Eligible For Free Lunch",8,7,87.5,"*","*","*","*"
"Canton School District","Canton High School","Eligible For Reduced Lunch",8,8,100.0,"*","*","*","*"
"Canton School District","Canton High School","Not Eligible For Lunch",107,102,95.3,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Eligible For Free Lunch",9,8,88.9,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Eligible For Reduced Lunch",7,6,85.7,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Not Eligible For Lunch",22,19,86.4,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Free Lunch",37,31,83.8,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Reduced Lunch",11,9,81.8,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Not Eligible For Lunch",39,32,82.1,"*","*",6,15.4
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Free Lunch",35,32,91.4,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Reduced Lunch",11,10,90.9,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Not Eligible For Lunch",45,44,97.8,"*","*","*","*"
"Cheshire School District","Cheshire High School","Eligible For Free Lunch",18,17,94.4,"*","*","*","*"
"Cheshire School District","Cheshire High School","Eligible For Reduced Lunch",11,10,90.9,"*","*","*","*"
"Cheshire School District","Cheshire High School","Not Eligible For Lunch",327,320,97.9,"*","*","*","*"
"Clinton School District","The Morgan School","Eligible For Free Lunch",20,17,85.0,"*","*","*","*"
"Clinton School District","The Morgan School","Eligible For Reduced Lunch",8,7,87.5,"*","*","*","*"
"Clinton School District","The Morgan School","Not Eligible For Lunch",115,104,90.4,"*","*",6,5.2
"Colchester School District","Bacon Academy","Eligible For Free Lunch",18,16,88.9,"*","*","*","*"
"Colchester School District","Bacon Academy","Eligible For Reduced Lunch",14,10,71.4,"*","*","*","*"
"Colchester School District","Bacon Academy","Not Eligible For Lunch",218,209,95.9,6,2.8,"*","*"
"Common Ground High School District","Common Ground High School","Eligible For Free Lunch",20,16,80.0,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Eligible For Reduced Lunch",8,8,100.0,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Not Eligible For Lunch",10,10,100.0,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Eligible For Free Lunch",118,104,88.1,"*","*",14,11.9
"Connecticut Technical High School System","A. I. Prince Technical High School","Eligible For Reduced Lunch",27,25,92.6,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Not Eligible For Lunch",27,23,85.2,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Eligible For Free Lunch",111,108,97.3,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Eligible For Reduced Lunch",48,45,93.8,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Not Eligible For Lunch",37,36,97.3,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Eligible For Free Lunch",63,60,95.2,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Eligible For Reduced Lunch",26,23,88.5,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Not Eligible For Lunch",43,43,100.0,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Eligible For Free Lunch",90,74,82.2,"*","*",13,14.4
"Connecticut Technical High School System","Eli Whitney Technical High School","Eligible For Reduced Lunch",15,13,86.7,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Not Eligible For Lunch",15,13,86.7,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Eligible For Free Lunch",63,61,96.8,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Eligible For Reduced Lunch",17,17,100.0,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Not Eligible For Lunch",67,66,98.5,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Eligible For Free Lunch",34,34,100.0,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Eligible For Reduced Lunch",14,13,92.9,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Not Eligible For Lunch",68,65,95.6,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Eligible For Free Lunch",47,47,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Eligible For Reduced Lunch",30,30,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Not Eligible For Lunch",101,100,99.0,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Eligible For Free Lunch",31,31,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Eligible For Reduced Lunch",15,15,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Not Eligible For Lunch",67,67,100.0,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Eligible For Free Lunch",44,43,97.7,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Eligible For Reduced Lunch",19,16,84.2,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Not Eligible For Lunch",85,84,98.8,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Eligible For Free Lunch",39,37,94.9,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Eligible For Reduced Lunch",26,26,100.0,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Not Eligible For Lunch",103,100,97.1,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Eligible For Free Lunch",44,44,100.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Eligible For Reduced Lunch",22,22,100.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Not Eligible For Lunch",88,86,97.7,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Eligible For Free Lunch",26,26,100.0,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Eligible For Reduced Lunch",12,12,100.0,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Not Eligible For Lunch",129,127,98.4,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Eligible For Free Lunch",55,54,98.2,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Eligible For Reduced Lunch",33,32,97.0,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Not Eligible For Lunch",119,119,100.0,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Eligible For Free Lunch",27,25,92.6,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Eligible For Reduced Lunch",14,13,92.9,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Not Eligible For Lunch",100,95,95.0,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Free Lunch",65,62,95.4,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Reduced Lunch",38,38,100.0,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Not Eligible For Lunch",89,88,98.9,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Eligible For Free Lunch",33,33,100.0,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Eligible For Reduced Lunch",15,15,100.0,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Not Eligible For Lunch",84,82,97.6,"*","*","*","*"
"Coventry School District","Coventry High School","Eligible For Free Lunch",20,16,80.0,"*","*","*","*"
"Coventry School District","Coventry High School","Eligible For Reduced Lunch",7,6,85.7,"*","*","*","*"
"Coventry School District","Coventry High School","Not Eligible For Lunch",108,100,92.6,"*","*","*","*"
"Cromwell School District","Cromwell High School","Eligible For Free Lunch",21,"*","*","*","*","*","*"
"Cromwell School District","Cromwell High School","Eligible For Reduced Lunch",7,"*","*","*","*","*","*"
"Cromwell School District","Cromwell High School","Not Eligible For Lunch",113,107,94.7,"*","*",6,5.3
"Danbury School District","Alternative Center For Excellence","Eligible For Free Lunch",18,"*","*",9,50.0,6,33.3
"Danbury School District","Alternative Center For Excellence","Eligible For Reduced Lunch",7,"*","*","*","*","*","*"
"Danbury School District","Alternative Center For Excellence","Not Eligible For Lunch",9,"*","*","*","*","*","*"
"Danbury School District","Danbury High School","Eligible For Free Lunch",230,145,63.0,41,17.8,44,19.1
"Danbury School District","Danbury High School","Eligible For Reduced Lunch",84,72,85.7,7,8.3,"*","*"
"Danbury School District","Danbury High School","Not Eligible For Lunch",422,364,86.3,32,7.6,26,6.2
"Darien School District","Darien High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Darien School District","Darien High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Darien School District","Darien High School","Not Eligible For Lunch",306,299,97.7,"*","*","*","*"
"Derby School District","Derby High School","Eligible For Free Lunch",43,22,51.2,10,23.3,11,25.6
"Derby School District","Derby High School","Eligible For Reduced Lunch",10,7,70.0,"*","*","*","*"
"Derby School District","Derby High School","Not Eligible For Lunch",33,30,90.9,"*","*","*","*"
"East Granby School District","East Granby High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"East Granby School District","East Granby High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Not Eligible For Lunch",86,86,100.0,"*","*","*","*"
"East Hampton School District","East Hampton High School","Eligible For Free Lunch",11,9,81.8,"*","*","*","*"
"East Hampton School District","East Hampton High School","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"East Hampton School District","East Hampton High School","Not Eligible For Lunch",113,111,98.2,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Eligible For Free Lunch",6,"*","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Eligible For Reduced Lunch",7,"*","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Not Eligible For Lunch",26,25,96.2,"*","*","*","*"
"East Hartford School District","East Hartford High School","Eligible For Free Lunch",194,161,83.0,7,3.6,25,12.9
"East Hartford School District","East Hartford High School","Eligible For Reduced Lunch",73,65,89.0,"*","*",6,8.2
"East Hartford School District","East Hartford High School","Not Eligible For Lunch",111,98,88.3,"*","*",8,7.2
"East Hartford School District","Stevens Alternate High school","Eligible For Free Lunch",77,39,50.6,16,20.8,22,28.6
"East Hartford School District","Stevens Alternate High school","Eligible For Reduced Lunch",23,12,52.2,7,30.4,"*","*"
"East Hartford School District","Stevens Alternate High school","Not Eligible For Lunch",15,8,53.3,"*","*","*","*"
"East Haven School District","East Haven High School","Eligible For Free Lunch",78,45,57.7,11,14.1,22,28.2
"East Haven School District","East Haven High School","Eligible For Reduced Lunch",40,34,85.0,"*","*","*","*"
"East Haven School District","East Haven High School","Not Eligible For Lunch",119,100,84.0,"*","*","*","*"
"East Lyme School District","East Lyme High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"East Lyme School District","East Lyme High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"East Lyme School District","East Lyme High School","Not Eligible For Lunch",285,271,95.1,12,4.2,"*","*"
"East Windsor School District","East Windsor High School","Eligible For Free Lunch",19,12,63.2,"*","*","*","*"
"East Windsor School District","East Windsor High School","Eligible For Reduced Lunch",19,17,89.5,"*","*","*","*"
"East Windsor School District","East Windsor High School","Not Eligible For Lunch",57,50,87.7,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Not Eligible For Lunch",18,17,94.4,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Free Lunch",16,11,68.8,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Not Eligible For Lunch",21,13,61.9,"*","*",6,28.6
"Ellington School District","Ellington High School","Eligible For Free Lunch",14,"*","*","*","*","*","*"
"Ellington School District","Ellington High School","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Ellington School District","Ellington High School","Not Eligible For Lunch",177,166,93.8,7,4.0,"*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Eligible For Free Lunch",10,6,60.0,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Enfield School District","Enfield High School","Eligible For Free Lunch",46,29,63.0,"*","*",12,26.1
"Enfield School District","Enfield High School","Eligible For Reduced Lunch",22,18,81.8,"*","*","*","*"
"Enfield School District","Enfield High School","Not Eligible For Lunch",115,103,89.6,"*","*",9,7.8
"Enfield School District","Enrico Fermi High School","Eligible For Free Lunch",31,23,74.2,"*","*",8,25.8
"Enfield School District","Enrico Fermi High School","Eligible For Reduced Lunch",32,31,96.9,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Not Eligible For Lunch",193,184,95.3,"*","*","*","*"
"Explorations District","Explorations","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Explorations District","Explorations","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Explorations District","Explorations","Not Eligible For Lunch",21,15,71.4,"*","*",6,28.6
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Free Lunch",30,24,80.0,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Reduced Lunch",15,14,93.3,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Not Eligible For Lunch",338,327,96.7,8,2.4,"*","*"
"Fairfield School District","Fairfield Warde High School","Eligible For Free Lunch",39,31,79.5,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Eligible For Reduced Lunch",23,20,87.0,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Not Eligible For Lunch",252,236,93.7,12,4.8,"*","*"
"Farmington School District","Farmington High School","Eligible For Free Lunch",17,14,82.4,"*","*","*","*"
"Farmington School District","Farmington High School","Eligible For Reduced Lunch",14,11,78.6,"*","*","*","*"
"Farmington School District","Farmington High School","Not Eligible For Lunch",287,283,98.6,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Eligible For Free Lunch",23,20,87.0,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Eligible For Reduced Lunch",10,10,100.0,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Not Eligible For Lunch",517,505,97.7,7,1.4,"*","*"
"Granby School District","Granby Memorial High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","Not Eligible For Lunch",176,173,98.3,"*","*","*","*"
"Greenwich School District","Greenwich High School","Eligible For Free Lunch",65,52,80.0,"*","*","*","*"
"Greenwich School District","Greenwich High School","Eligible For Reduced Lunch",28,24,85.7,"*","*","*","*"
"Greenwich School District","Greenwich High School","Not Eligible For Lunch",593,576,97.1,13,2.2,"*","*"
"Griswold School District","Griswold High School","Eligible For Free Lunch",38,28,73.7,"*","*",7,18.4
"Griswold School District","Griswold High School","Eligible For Reduced Lunch",20,17,85.0,"*","*","*","*"
"Griswold School District","Griswold High School","Not Eligible For Lunch",109,102,93.6,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Eligible For Free Lunch",83,59,71.1,7,8.4,"*","*"
"Groton School District","Robert E. Fitch High School","Eligible For Reduced Lunch",31,25,80.6,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Not Eligible For Lunch",206,183,88.8,"*","*",18,8.7
"Guilford School District","Guilford High School","Eligible For Free Lunch",10,8,80.0,"*","*","*","*"
"Guilford School District","Guilford High School","Eligible For Reduced Lunch",10,10,100.0,"*","*","*","*"
"Guilford School District","Guilford High School","Not Eligible For Lunch",258,243,94.2,"*","*",11,4.3
"Hamden School District","Hamden High School","Eligible For Free Lunch",118,92,78.0,10,8.5,16,13.6
"Hamden School District","Hamden High School","Eligible For Reduced Lunch",57,49,86.0,7,12.3,"*","*"
"Hamden School District","Hamden High School","Not Eligible For Lunch",268,245,91.4,17,6.3,"*","*"
"Hartford School District","Bulkeley High School Upper School","Eligible For Free Lunch",168,119,70.8,13,7.7,36,21.4
"Hartford School District","Bulkeley High School Upper School","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Eligible For Free Lunch",13,13,100.0,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Not Eligible For Lunch",14,14,100.0,"*","*","*","*"
"Hartford School District","Classical Magnet School","Eligible For Free Lunch",43,39,90.7,"*","*","*","*"
"Hartford School District","Classical Magnet School","Eligible For Reduced Lunch",12,12,100.0,"*","*","*","*"
"Hartford School District","Classical Magnet School","Not Eligible For Lunch",34,33,97.1,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","Eligible For Free Lunch",73,41,56.2,8,11.0,23,31.5
"Hartford School District","Great Path Academy High School at MCC","Eligible For Free Lunch",27,23,85.2,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Eligible For Reduced Lunch",10,10,100.0,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Not Eligible For Lunch",31,31,100.0,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Eligible For Free Lunch",109,70,64.2,12,11.0,27,24.8
"Hartford School District","HPHS Academy of Engineering and Green Technology","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Eligible For Free Lunch",135,92,68.1,6,4.4,35,25.9
"Hartford School District","HPHS Academy of Nursing and Health Science","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Eligible For Free Lunch",117,85,72.6,17,14.5,15,12.8
"Hartford School District","HPHS Law and Government Academy","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","High School Inc.","Eligible For Free Lunch",77,50,64.9,"*","*",24,31.2
"Hartford School District","High School Inc.","Eligible For Reduced Lunch",7,7,100.0,"*","*","*","*"
"Hartford School District","High School Inc.","Not Eligible For Lunch",22,18,81.8,"*","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Eligible For Free Lunch",52,34,65.4,"*","*",14,26.9
"Hartford School District","Journalism and Media Academy Magnet School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","OPPortunity High School","Eligible For Free Lunch",68,38,55.9,8,11.8,22,32.4
"Hartford School District","OPPortunity High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","OPPortunity High School","Not Eligible For Lunch",6,"*","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Eligible For Free Lunch",42,37,88.1,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Eligible For Reduced Lunch",10,10,100.0,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Not Eligible For Lunch",18,18,100.0,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Eligible For Free Lunch",88,82,93.2,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Eligible For Free Lunch",25,24,96.0,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Eligible For Reduced Lunch",20,20,100.0,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Not Eligible For Lunch",49,47,95.9,"*","*","*","*"
"Killingly School District","Killingly High School","Eligible For Free Lunch",73,50,68.5,"*","*",15,20.5
"Killingly School District","Killingly High School","Eligible For Reduced Lunch",33,25,75.8,"*","*",6,18.2
"Killingly School District","Killingly High School","Not Eligible For Lunch",108,89,82.4,10,9.3,9,8.3
"Learn","Connecticut River Academy","Eligible For Free Lunch",21,20,95.2,"*","*","*","*"
"Learn","Connecticut River Academy","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Learn","Connecticut River Academy","Not Eligible For Lunch",7,"*","*","*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Not Eligible For Lunch",8,"*","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Eligible For Free Lunch",15,13,86.7,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Eligible For Reduced Lunch",11,10,90.9,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Not Eligible For Lunch",92,87,94.6,"*","*","*","*"
"Ledyard School District","Ledyard High School","Eligible For Free Lunch",39,29,74.4,"*","*",7,17.9
"Ledyard School District","Ledyard High School","Eligible For Reduced Lunch",15,13,86.7,"*","*","*","*"
"Ledyard School District","Ledyard High School","Not Eligible For Lunch",171,166,97.1,"*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
