"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, All Students"

"",,,"Graduates",,"Non-Graduates",,,
"Fairfield School District","Fairfield Ludlowe High School",366,345,94.3,13,3.6,8,2.2
"Fairfield School District","Fairfield Warde High School",356,336,94.4,11,3.1,9,2.5
"Farmington School District","Farmington High School",338,326,96.4,"*","*","*","*"
"Glastonbury School District","Glastonbury High School",565,558,98.8,"*","*","*","*"
"Granby School District","Granby Memorial High School",199,193,97.0,"*","*","*","*"
"Greenwich School District","Greenwich High School",657,637,97.0,12,1.8,8,1.2
"Griswold School District","Griswold High School",167,142,85.0,9,5.4,16,9.6
"Groton School District","Robert E. Fitch High School",315,269,85.4,9,2.9,37,11.7
"Guilford School District","Guilford High School",282,263,93.3,10,3.5,9,3.2
"Hamden School District","Hamden High School",442,406,91.9,21,4.8,15,3.4
"Hartford School District","Bulkeley High School Upper School",202,148,73.3,25,12.4,29,14.4
"Hartford School District","Capital Preparatory Magnet School",54,52,96.3,"*","*","*","*"
"Hartford School District","Classical Magnet School",84,80,95.2,"*","*","*","*"
"Hartford School District","Culinary Arts Academy",97,58,59.8,15,15.5,24,24.7
"Hartford School District","Great Path Academy High School at MCC",52,48,92.3,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology",86,53,61.6,10,11.6,23,26.7
"Hartford School District","HPHS Academy of Nursing and Health Science",134,89,66.4,12,9.0,33,24.6
"Hartford School District","HPHS Law and Government Academy",121,87,71.9,18,14.9,16,13.2
"Hartford School District","High School Inc.",76,48,63.2,8,10.5,20,26.3
"Hartford School District","Journalism and Media Academy Magnet School",73,55,75.3,"*","*",14,19.2
"Hartford School District","OPPortunity High School",66,22,33.3,30,45.5,14,21.2
"Hartford School District","Pathways Academy of Technology and Design",72,65,90.3,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy",103,94,91.3,"*","*","*","*"
"Hartford School District","University High of Science and Engineering",80,74,92.5,"*","*","*","*"
"Killingly School District","Killingly High School",204,171,83.8,11,5.4,22,10.8
"Learn","Connecticut River Academy",97,90,92.8,"*","*",6,6.2
"Learn","Marine Science Magnet High School of Southeastern Connecticut",24,22,91.7,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School",32,29,90.6,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School",104,98,94.2,"*","*","*","*"
"Ledyard School District","Ledyard High School",236,223,94.5,"*","*","*","*"
"Litchfield School District","Litchfield High School",67,64,95.5,"*","*","*","*"
"Madison School District","Daniel Hand High School",318,310,97.5,"*","*","*","*"
"Manchester School District","Manchester High School",415,362,87.2,22,5.3,31,7.5
"Meriden School District","Francis T. Maloney High School",313,230,73.5,30,9.6,53,16.9
"Meriden School District","Orville H. Platt High School",292,235,80.5,15,5.1,42,14.4
"Middletown School District","Middletown High School",305,273,89.5,10,3.3,22,7.2
"Milford School District","Jonathan Law High School",262,234,89.3,"*","*","*","*"
"Milford School District","Joseph A. Foran High School",240,231,96.3,"*","*","*","*"
"Monroe School District","Masuk High School",295,289,98.0,"*","*","*","*"
"Montville School District","Montville High School",184,164,89.1,7,3.8,13,7.1
"Naugatuck School District","Naugatuck High School",331,271,81.9,23,6.9,37,11.2
"New Britain School District","New Britain High School",624,409,65.5,96,15.4,119,19.1
"New Canaan School District","New Canaan High School",310,306,98.7,"*","*","*","*"
"New Fairfield School District","New Fairfield High School",235,231,98.3,"*","*","*","*"
"New Haven School District","Cooperative High School",164,154,93.9,"*","*",7,4.3
"New Haven School District","High School In The Community",59,28,47.5,12,20.3,19,32.2
"New Haven School District","Hill Regional Career High School",174,153,87.9,"*","*",19,10.9
"New Haven School District","Hyde School of Health, Science and Sports Medicine",37,33,89.2,"*","*","*","*"
"New Haven School District","James Hillhouse High School",268,186,69.4,29,10.8,53,19.8
"New Haven School District","Metropolitan Business Academy",92,83,90.2,"*","*",8,8.7
"New Haven School District","New Haven Academy",65,55,84.6,"*","*","*","*"
"New Haven School District","Sound School",85,79,92.9,"*","*",6,7.1
"New Haven School District","Wilbur Cross High School",295,192,65.1,24,8.1,79,26.8
"New London School District","New London High School",223,162,72.6,18,8.1,43,19.3
"New Milford School District","New Milford High School",377,343,91.0,10,2.7,24,6.4
"Newington School District","Newington High School",362,337,93.1,17,4.7,8,2.2
"Newtown School District","Newtown High School",419,406,96.9,"*","*","*","*"
"North Branford School District","North Branford High School",146,135,92.5,"*","*","*","*"
"North Haven School District","North Haven High School",309,283,91.6,7,2.3,19,6.1
"North Stonington School District","Wheeler High School",56,54,96.4,"*","*","*","*"
"Norwalk School District","Brien McMahon High School",395,"*","*",34,8.6,18,4.6
"Norwalk School District","Norwalk High School",375,344,91.7,11,2.9,20,5.3
"Norwalk School District","Norwalk Pathways Academy at Briggs",42,"*","*",28,66.7,13,31.0
"Norwich Free Academy District","Norwich Free Academy",608,533,87.7,12,2.0,63,10.4
"Old Saybrook School District","Old Saybrook Senior High School",133,125,94.0,"*","*","*","*"
"Oxford School District","Oxford High School",173,168,97.1,"*","*","*","*"
"Plainfield School District","Plainfield High School",171,145,84.8,10,5.8,16,9.4
"Plainville School District","Plainville High School",171,156,91.2,"*","*","*","*"
"Plymouth School District","Terryville High School",127,117,92.1,"*","*","*","*"
"Portland School District","Portland High School",112,104,92.9,"*","*","*","*"
"Putnam School District","Putnam High School",65,56,86.2,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School",120,107,89.2,6,5.0,7,5.8
"Regional School District 04","Valley Regional High School",136,133,97.8,"*","*","*","*"
"Regional School District 05","Amity Regional High School",415,404,97.3,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School",92,86,93.5,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School",186,183,98.4,"*","*","*","*"
"Regional School District 08","RHAM High School",290,273,94.1,"*","*","*","*"
"Regional School District 09","Joel Barlow High School",249,241,96.8,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School",213,202,94.8,"*","*","*","*"
"Regional School District 11","Parish Hill High School",39,36,92.3,"*","*","*","*"
"Regional School District 12","Shepaug Valley School",77,76,98.7,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School",130,125,96.2,"*","*","*","*"
"Regional School District 14","Nonnewaug High School",207,202,97.6,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School",326,316,96.9,"*","*","*","*"
"Regional School District 16","Woodland Regional High School",176,167,94.9,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School",151,149,98.7,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School",108,105,97.2,"*","*","*","*"
"Regional School District 19","E. O. Smith High School",285,272,95.4,7,2.5,6,2.1
"Ridgefield School District","Ridgefield High School",457,447,97.8,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School",181,167,92.3,"*","*","*","*"
"Seymour School District","Seymour High School",136,120,88.2,6,4.4,10,7.4
"Shelton School District","Shelton High School",365,336,92.1,15,4.1,14,3.8
"Simsbury School District","Simsbury High School",387,375,96.9,"*","*","*","*"
"Somers School District","Somers High School",130,126,96.9,"*","*","*","*"
"South Windsor School District","South Windsor High School",332,322,97.0,"*","*","*","*"
"Southington School District","Southington High School",506,477,94.3,21,4.2,8,1.6
"Stafford School District","Stafford High School",139,132,95.0,"*","*","*","*"
"Stamford Academy District","Stamford Academy",57,14,24.6,32,56.1,11,19.3
"Stamford School District","Stamford High School",472,430,91.1,"*","*","*","*"
"Stamford School District","The Academy of Information Technology",166,164,98.8,"*","*","*","*"
"Stamford School District","Westhill High School",535,472,88.2,28,5.2,35,6.5
"Stonington School District","Stonington High School",174,165,94.8,"*","*","*","*"
"Stratford School District","Bunnell High School",334,327,97.9,"*","*",6,1.8
"Stratford School District","Stratford High School",285,265,93.0,"*","*",15,5.3
"Suffield School District","Suffield High School",213,203,95.3,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy",34,30,88.2,"*","*","*","*"
"The Gilbert School District","The Gilbert School",83,76,91.6,"*","*","*","*"
"Thomaston School District","Thomaston High School",71,66,93.0,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School",84,77,91.7,"*","*","*","*"
"Tolland School District","Tolland High School",226,208,92.0,"*","*","*","*"
"Torrington School District","Torrington High School",257,225,87.5,11,4.3,21,8.2
"Trumbull School District","Trumbull High School",548,533,97.3,9,1.6,6,1.1
"Vernon School District","Rockville High School",293,245,83.6,19,6.5,29,9.9
"Wallingford School District","Lyman Hall High School",254,231,90.9,"*","*","*","*"
"Wallingford School District","Mark T. Sheehan High School",225,216,96.0,"*","*","*","*"
"Waterbury School District","Crosby High School",396,285,72.0,22,5.6,"*","*"
"Waterbury School District","John F. Kennedy High School",375,254,67.7,"*","*",107,28.5
"Waterbury School District","Waterbury Arts Magnet School (High)",120,116,96.7,"*","*","*","*"
"Waterbury School District","Wilby High School",365,240,65.8,23,6.3,102,27.9
"Waterford School District","Waterford High School",197,187,94.9,"*","*","*","*"
"Watertown School District","Watertown High School",230,211,91.7,11,4.8,8,3.5
"West Hartford School District","Conard High School",346,333,96.2,"*","*",8,2.3
"West Hartford School District","Hall High School",370,361,97.6,"*","*",7,1.9
"West Haven School District","West Haven High School",409,312,76.3,28,6.8,69,16.9
"Westbrook School District","Westbrook High School",70,69,98.6,"*","*","*","*"
"Weston School District","Weston High School",177,175,98.9,"*","*","*","*"
"Westport School District","Staples High School",447,441,98.7,"*","*","*","*"
"Wethersfield School District","Wethersfield High School",305,282,92.5,13,4.3,10,3.3
"Wilton School District","Wilton High School",296,292,98.6,"*","*","*","*"
"Windham School District","Windham High School",181,134,74.0,7,3.9,40,22.1
"Windsor Locks School District","Windsor Locks High School",129,126,97.7,"*","*","*","*"
"Windsor School District","Windsor High School",293,266,90.8,16,5.5,11,3.8
"Wolcott School District","Wolcott High School",242,232,95.9,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy",271,262,96.7,"*","*","*","*"

