"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, High Needs Status"

"",,,,"Graduates",,"Non-Graduates",,,
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-High Needs",78,76,97.4,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","High Needs",66,66,100.0,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-High Needs",63,61,96.8,"*","*","*","*"
"Coventry School District","Coventry High School","High Needs",33,30,90.9,"*","*","*","*"
"Coventry School District","Coventry High School","Non-High Needs",98,98,100.0,"*","*","*","*"
"Cromwell School District","Cromwell High School","High Needs",34,25,73.5,"*","*","*","*"
"Cromwell School District","Cromwell High School","Non-High Needs",97,97,100.0,"*","*","*","*"
"Danbury School District","Danbury High School","High Needs",408,298,73.0,52,12.7,58,14.2
"Danbury School District","Danbury High School","Non-High Needs",303,288,95.0,6,2.0,9,3.0
"Darien School District","Darien High School","High Needs",57,53,93.0,"*","*","*","*"
"Darien School District","Darien High School","Non-High Needs",272,270,99.3,"*","*","*","*"
"Derby School District","Derby High School","High Needs",66,50,75.8,"*","*","*","*"
"Derby School District","Derby High School","Non-High Needs",36,33,91.7,"*","*","*","*"
"East Granby School District","East Granby High School","High Needs",9,6,66.7,"*","*","*","*"
"East Granby School District","East Granby High School","Non-High Needs",55,54,98.2,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","High Needs",29,25,86.2,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-High Needs",71,71,100.0,"*","*","*","*"
"East Hampton School District","East Hampton High School","High Needs",18,15,83.3,"*","*","*","*"
"East Hampton School District","East Hampton High School","Non-High Needs",101,101,100.0,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","High Needs","*","*","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-High Needs",31,30,96.8,"*","*","*","*"
"East Hartford School District","East Hartford High School","High Needs",285,244,85.6,20,7.0,21,7.4
"East Hartford School District","East Hartford High School","Non-High Needs",67,60,89.6,"*","*","*","*"
"East Hartford School District","Stevens Alternate High school","High Needs",78,32,41.0,26,33.3,20,25.6
"East Hartford School District","Stevens Alternate High school","Non-High Needs","*","*","*","*","*","*","*"
"East Haven School District","East Haven High School","High Needs",145,108,74.5,"*","*","*","*"
"East Haven School District","East Haven High School","Non-High Needs",105,99,94.3,"*","*","*","*"
"East Lyme School District","East Lyme High School","High Needs",53,48,90.6,"*","*","*","*"
"East Lyme School District","East Lyme High School","Non-High Needs",209,207,99.0,"*","*","*","*"
"East Windsor School District","East Windsor High School","High Needs",51,44,86.3,"*","*","*","*"
"East Windsor School District","East Windsor High School","Non-High Needs",56,52,92.9,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","High Needs",18,17,94.4,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-High Needs",16,14,87.5,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","High Needs",22,12,54.5,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-High Needs",10,6,60.0,"*","*","*","*"
"Ellington School District","Ellington High School","High Needs",40,36,90.0,"*","*","*","*"
"Ellington School District","Ellington High School","Non-High Needs",153,149,97.4,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","High Needs","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-High Needs","*","*","*","*","*","*","*"
"Enfield School District","Enfield High School","High Needs",82,54,65.9,8,9.8,20,24.4
"Enfield School District","Enfield High School","Non-High Needs",108,103,95.4,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","High Needs",89,76,85.4,"*","*",9,10.1
"Enfield School District","Enrico Fermi High School","Non-High Needs",143,133,93.0,"*","*","*","*"
"Explorations District","Explorations","High Needs","*","*","*","*","*","*","*"
"Explorations District","Explorations","Non-High Needs","*","*","*","*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","High Needs",72,55,76.4,13,18.1,"*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-High Needs",294,290,98.6,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","High Needs",92,77,83.7,9,9.8,6,6.5
"Fairfield School District","Fairfield Warde High School","Non-High Needs",264,259,98.1,"*","*","*","*"
"Farmington School District","Farmington High School","High Needs",64,54,84.4,"*","*","*","*"
"Farmington School District","Farmington High School","Non-High Needs",274,272,99.3,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","High Needs",105,100,95.2,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-High Needs",460,458,99.6,"*","*","*","*"
"Granby School District","Granby Memorial High School","High Needs",35,31,88.6,"*","*","*","*"
"Granby School District","Granby Memorial High School","Non-High Needs",164,162,98.8,"*","*","*","*"
"Greenwich School District","Greenwich High School","High Needs",191,178,93.2,"*","*","*","*"
"Greenwich School District","Greenwich High School","Non-High Needs",466,459,98.5,"*","*","*","*"
"Griswold School District","Griswold High School","High Needs",86,63,73.3,"*","*","*","*"
"Griswold School District","Griswold High School","Non-High Needs",81,79,97.5,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","High Needs",168,131,78.0,"*","*",29,17.3
"Groton School District","Robert E. Fitch High School","Non-High Needs",147,138,93.9,"*","*",8,5.4
"Guilford School District","Guilford High School","High Needs",67,51,76.1,"*","*","*","*"
"Guilford School District","Guilford High School","Non-High Needs",215,212,98.6,"*","*","*","*"
"Hamden School District","Hamden High School","High Needs",213,182,85.4,"*","*","*","*"
"Hamden School District","Hamden High School","Non-High Needs",229,224,97.8,"*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","High Needs",202,148,73.3,25,12.4,29,14.4
"Hartford School District","Capital Preparatory Magnet School","High Needs",46,45,97.8,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Non-High Needs",8,7,87.5,"*","*","*","*"
"Hartford School District","Classical Magnet School","High Needs",49,46,93.9,"*","*","*","*"
"Hartford School District","Classical Magnet School","Non-High Needs",35,34,97.1,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","High Needs",97,58,59.8,15,15.5,24,24.7
"Hartford School District","Great Path Academy High School at MCC","High Needs",44,40,90.9,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Non-High Needs",8,8,100.0,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","High Needs",86,53,61.6,10,11.6,23,26.7
"Hartford School District","HPHS Academy of Nursing and Health Science","High Needs",133,88,66.2,12,9.0,33,24.8
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-High Needs","*","*","*","*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","High Needs",121,87,71.9,18,14.9,16,13.2
"Hartford School District","High School Inc.","High Needs",73,46,63.0,7,9.6,20,27.4
"Hartford School District","High School Inc.","Non-High Needs","*","*","*","*","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","High Needs",72,55,76.4,"*","*",13,18.1
"Hartford School District","Journalism and Media Academy Magnet School","Non-High Needs","*","*","*","*","*","*","*"
"Hartford School District","OPPortunity High School","High Needs",65,22,33.8,30,46.2,13,20.0
"Hartford School District","OPPortunity High School","Non-High Needs","*","*","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","High Needs",49,43,87.8,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-High Needs",23,22,95.7,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","High Needs",103,94,91.3,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","High Needs",49,44,89.8,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-High Needs",31,30,96.8,"*","*","*","*"
"Killingly School District","Killingly High School","High Needs",103,76,73.8,"*","*","*","*"
"Killingly School District","Killingly High School","Non-High Needs",101,95,94.1,"*","*","*","*"
"Learn","Connecticut River Academy","High Needs",70,63,90.0,"*","*",6,8.6
"Learn","Connecticut River Academy","Non-High Needs",27,27,100.0,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","High Needs",6,"*","*","*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-High Needs",18,18,100.0,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","High Needs",17,15,88.2,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Non-High Needs",15,"*","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","High Needs",26,23,88.5,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Non-High Needs",78,75,96.2,"*","*","*","*"
"Ledyard School District","Ledyard High School","High Needs",86,75,87.2,"*","*","*","*"
"Ledyard School District","Ledyard High School","Non-High Needs",150,148,98.7,"*","*","*","*"
"Litchfield School District","Litchfield High School","High Needs",8,7,87.5,"*","*","*","*"
"Litchfield School District","Litchfield High School","Non-High Needs",59,57,96.6,"*","*","*","*"
"Madison School District","Daniel Hand High School","High Needs",56,52,92.9,"*","*","*","*"
"Madison School District","Daniel Hand High School","Non-High Needs",262,258,98.5,"*","*","*","*"
"Manchester School District","Manchester High School","High Needs",243,195,80.2,"*","*","*","*"
"Manchester School District","Manchester High School","Non-High Needs",172,167,97.1,"*","*","*","*"
"Meriden School District","Francis T. Maloney High School","High Needs",220,145,65.9,28,12.7,47,21.4
"Meriden School District","Francis T. Maloney High School","Non-High Needs",93,85,91.4,"*","*","*","*"
"Meriden School District","Orville H. Platt High School","High Needs",218,165,75.7,14,6.4,39,17.9
"Meriden School District","Orville H. Platt High School","Non-High Needs",74,70,94.6,"*","*","*","*"
"Middletown School District","Middletown High School","High Needs",148,121,81.8,"*","*","*","*"
"Middletown School District","Middletown High School","Non-High Needs",157,152,96.8,"*","*","*","*"
"Milford School District","Jonathan Law High School","High Needs",101,77,76.2,15,14.9,9,8.9
"Milford School District","Jonathan Law High School","Non-High Needs",161,157,97.5,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","High Needs",75,69,92.0,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","Non-High Needs",165,162,98.2,"*","*","*","*"
"Monroe School District","Masuk High School","High Needs",68,64,94.1,"*","*","*","*"
"Monroe School District","Masuk High School","Non-High Needs",227,225,99.1,"*","*","*","*"
"Montville School District","Montville High School","High Needs",74,60,81.1,"*","*","*","*"
"Montville School District","Montville High School","Non-High Needs",110,104,94.5,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","High Needs",194,146,75.3,"*","*",29,14.9
"Naugatuck School District","Naugatuck High School","Non-High Needs",137,125,91.2,"*","*",8,5.8
"New Britain School District","New Britain High School","High Needs",524,324,61.8,"*","*",109,20.8
"New Britain School District","New Britain High School","Non-High Needs",100,85,85.0,"*","*",10,10.0
"New Canaan School District","New Canaan High School","High Needs",34,31,91.2,"*","*","*","*"
"New Canaan School District","New Canaan High School","Non-High Needs",276,275,99.6,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","High Needs",46,43,93.5,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-High Needs",189,188,99.5,"*","*","*","*"
"New Haven School District","Cooperative High School","High Needs",139,130,93.5,"*","*",6,4.3
"New Haven School District","Cooperative High School","Non-High Needs",25,24,96.0,"*","*","*","*"
"New Haven School District","High School In The Community","High Needs",57,27,47.4,12,21.1,18,31.6
"New Haven School District","High School In The Community","Non-High Needs","*","*","*","*","*","*","*"
"New Haven School District","Hill Regional Career High School","High Needs",158,138,87.3,"*","*",18,11.4
"New Haven School District","Hill Regional Career High School","Non-High Needs",16,15,93.8,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","High Needs",34,30,88.2,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-High Needs","*","*","*","*","*","*","*"
"New Haven School District","James Hillhouse High School","High Needs",241,166,68.9,29,12.0,46,19.1
"New Haven School District","James Hillhouse High School","Non-High Needs",27,20,74.1,"*","*",7,25.9
"New Haven School District","Metropolitan Business Academy","High Needs",80,71,88.8,"*","*",8,10.0
"New Haven School District","Metropolitan Business Academy","Non-High Needs",12,12,100.0,"*","*","*","*"
"New Haven School District","New Haven Academy","High Needs",52,44,84.6,"*","*","*","*"
"New Haven School District","New Haven Academy","Non-High Needs",13,11,84.6,"*","*","*","*"
"New Haven School District","Sound School","High Needs",56,52,92.9,"*","*","*","*"
"New Haven School District","Sound School","Non-High Needs",29,27,93.1,"*","*","*","*"
"New Haven School District","Wilbur Cross High School","High Needs",275,174,63.3,24,8.7,77,28.0
"New Haven School District","Wilbur Cross High School","Non-High Needs",20,18,90.0,"*","*","*","*"
"New London School District","New London High School","High Needs","*","*","*","*","*","*","*"
"New London School District","New London High School","Non-High Needs","*","*","*","*","*","*","*"
"New Milford School District","New Milford High School","High Needs",97,73,75.3,"*","*",17,17.5
"New Milford School District","New Milford High School","Non-High Needs",280,270,96.4,"*","*",7,2.5
"Newington School District","Newington High School","High Needs",114,92,80.7,"*","*","*","*"
"Newington School District","Newington High School","Non-High Needs",248,245,98.8,"*","*","*","*"
"Newtown School District","Newtown High School","High Needs",67,55,82.1,"*","*","*","*"
"Newtown School District","Newtown High School","Non-High Needs",352,351,99.7,"*","*","*","*"
"North Branford School District","North Branford High School","High Needs",47,41,87.2,"*","*","*","*"
"North Branford School District","North Branford High School","Non-High Needs",99,94,94.9,"*","*","*","*"
"North Haven School District","North Haven High School","High Needs",74,59,79.7,"*","*",13,17.6
"North Haven School District","North Haven High School","Non-High Needs",235,224,95.3,"*","*",6,2.6
"North Stonington School District","Wheeler High School","High Needs",17,16,94.1,"*","*","*","*"
"North Stonington School District","Wheeler High School","Non-High Needs",39,38,97.4,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","High Needs",231,187,81.0,29,12.6,15,6.5
"Norwalk School District","Brien McMahon High School","Non-High Needs",164,156,95.1,"*","*","*","*"
"Norwalk School District","Norwalk High School","High Needs",187,163,87.2,9,4.8,15,8.0
"Norwalk School District","Norwalk High School","Non-High Needs",188,181,96.3,"*","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","High Needs","*","*","*",27,69.2,12,30.8
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-High Needs","*","*","*","*","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","High Needs",287,222,77.4,"*","*",53,18.5
"Norwich Free Academy District","Norwich Free Academy","Non-High Needs",321,311,96.9,"*","*",10,3.1
"Old Saybrook School District","Old Saybrook Senior High School","High Needs",37,32,86.5,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Non-High Needs",96,93,96.9,"*","*","*","*"
"Oxford School District","Oxford High School","High Needs",20,17,85.0,"*","*","*","*"
"Oxford School District","Oxford High School","Non-High Needs",153,151,98.7,"*","*","*","*"
"Plainfield School District","Plainfield High School","High Needs",86,65,75.6,"*","*","*","*"
"Plainfield School District","Plainfield High School","Non-High Needs",85,80,94.1,"*","*","*","*"
"Plainville School District","Plainville High School","High Needs",80,67,83.8,"*","*","*","*"
"Plainville School District","Plainville High School","Non-High Needs",91,89,97.8,"*","*","*","*"
"Plymouth School District","Terryville High School","High Needs",45,37,82.2,"*","*","*","*"
"Plymouth School District","Terryville High School","Non-High Needs",82,80,97.6,"*","*","*","*"
"Portland School District","Portland High School","High Needs",27,19,70.4,"*","*","*","*"
"Portland School District","Portland High School","Non-High Needs",85,85,100.0,"*","*","*","*"
"Putnam School District","Putnam High School","High Needs",46,38,82.6,"*","*","*","*"
"Putnam School District","Putnam High School","Non-High Needs",19,18,94.7,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","High Needs",34,28,82.4,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-High Needs",86,79,91.9,"*","*","*","*"
"Regional School District 04","Valley Regional High School","High Needs",33,31,93.9,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Non-High Needs",103,102,99.0,"*","*","*","*"
"Regional School District 05","Amity Regional High School","High Needs",74,67,90.5,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Non-High Needs",341,337,98.8,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","High Needs",32,29,90.6,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-High Needs",60,57,95.0,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","High Needs",26,24,92.3,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-High Needs",160,159,99.4,"*","*","*","*"
"Regional School District 08","RHAM High School","High Needs",70,59,84.3,"*","*","*","*"
"Regional School District 08","RHAM High School","Non-High Needs",220,214,97.3,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","High Needs",45,43,95.6,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Non-High Needs",204,198,97.1,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","High Needs",38,31,81.6,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-High Needs",175,171,97.7,"*","*","*","*"
"Regional School District 11","Parish Hill High School","High Needs",20,17,85.0,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Non-High Needs",19,19,100.0,"*","*","*","*"
"Regional School District 12","Shepaug Valley School","High Needs",22,21,95.5,"*","*","*","*"
"Regional School District 12","Shepaug Valley School","Non-High Needs",55,55,100.0,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","High Needs",28,25,89.3,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-High Needs",102,100,98.0,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","High Needs",40,36,90.0,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-High Needs",167,166,99.4,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","High Needs",64,57,89.1,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-High Needs",262,259,98.9,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","High Needs",45,37,82.2,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-High Needs",131,130,99.2,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","High Needs",40,38,95.0,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-High Needs",111,111,100.0,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","High Needs",13,11,84.6,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-High Needs",95,94,98.9,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","High Needs",77,68,88.3,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Non-High Needs",208,204,98.1,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","High Needs",65,60,92.3,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Non-High Needs",392,387,98.7,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","High Needs",39,35,89.7,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-High Needs",142,132,93.0,"*","*","*","*"
"Seymour School District","Seymour High School","High Needs",50,38,76.0,"*","*","*","*"
"Seymour School District","Seymour High School","Non-High Needs",86,82,95.3,"*","*","*","*"
"Shelton School District","Shelton High School","High Needs",106,83,78.3,"*","*","*","*"
"Shelton School District","Shelton High School","Non-High Needs",259,253,97.7,"*","*","*","*"
"Simsbury School District","Simsbury High School","High Needs",69,60,87.0,"*","*","*","*"
"Simsbury School District","Simsbury High School","Non-High Needs",318,315,99.1,"*","*","*","*"
"Somers School District","Somers High School","High Needs",25,22,88.0,"*","*","*","*"
"Somers School District","Somers High School","Non-High Needs",105,104,99.0,"*","*","*","*"
"South Windsor School District","South Windsor High School","High Needs",63,58,92.1,"*","*","*","*"
"South Windsor School District","South Windsor High School","Non-High Needs",269,264,98.1,"*","*","*","*"
"Southington School District","Southington High School","High Needs",124,100,80.6,"*","*","*","*"
"Southington School District","Southington High School","Non-High Needs",382,377,98.7,"*","*","*","*"
"Stafford School District","Stafford High School","High Needs",47,41,87.2,"*","*","*","*"
"Stafford School District","Stafford High School","Non-High Needs",92,91,98.9,"*","*","*","*"
"Stamford Academy District","Stamford Academy","High Needs",57,14,24.6,32,56.1,11,19.3
