"Four-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Gender"

"",,,,"Graduates",,"Non-Graduates",,,
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Female",60,59,98.3,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Male",102,99,97.1,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Female",76,75,98.7,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Male",140,135,96.4,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Female",27,26,96.3,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Male",103,99,96.1,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Female",71,69,97.2,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Male",103,102,99.0,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Female",51,49,96.1,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Male",86,84,97.7,"*","*","*","*"
"Coventry School District","Coventry High School","Female",70,63,90.0,"*","*","*","*"
"Coventry School District","Coventry High School","Male",81,68,84.0,"*","*","*","*"
"Cromwell School District","Cromwell High School","Female",72,70,97.2,"*","*","*","*"
"Cromwell School District","Cromwell High School","Male",73,67,91.8,"*","*","*","*"
"Danbury School District","Danbury High School","Female",362,310,85.6,27,7.5,25,6.9
"Danbury School District","Danbury High School","Male",343,256,74.6,47,13.7,40,11.7
"Darien School District","Darien High School","Female",161,157,97.5,"*","*","*","*"
"Darien School District","Darien High School","Male",147,142,96.6,"*","*","*","*"
"Derby School District","Derby High School","Female",47,38,80.9,"*","*",7,14.9
"Derby School District","Derby High School","Male",55,41,74.5,"*","*",8,14.5
"East Granby School District","East Granby High School","Female",31,30,96.8,"*","*","*","*"
"East Granby School District","East Granby High School","Male",29,28,96.6,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Female",56,53,94.6,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Male",42,39,92.9,"*","*","*","*"
"East Hampton School District","East Hampton High School","Female",76,74,97.4,"*","*","*","*"
"East Hampton School District","East Hampton High School","Male",84,79,94.0,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Female",27,25,92.6,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Male",11,10,90.9,"*","*","*","*"
"East Hartford School District","East Hartford High School","Female",223,198,88.8,8,3.6,17,7.6
"East Hartford School District","East Hartford High School","Male",194,165,85.1,8,4.1,21,10.8
"East Haven School District","East Haven High School","Female",116,95,81.9,7,6.0,14,12.1
"East Haven School District","East Haven High School","Male",101,68,67.3,6,5.9,27,26.7
"East Lyme School District","East Lyme High School","Female",159,153,96.2,"*","*","*","*"
"East Lyme School District","East Lyme High School","Male",139,132,95.0,"*","*","*","*"
"East Windsor School District","East Windsor High School","Female",43,40,93.0,"*","*","*","*"
"East Windsor School District","East Windsor High School","Male",43,36,83.7,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Female",27,23,85.2,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Male",9,9,100.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Female",20,15,75.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Male",23,15,65.2,"*","*","*","*"
"Ellington School District","Ellington High School","Female",99,89,89.9,"*","*","*","*"
"Ellington School District","Ellington High School","Male",102,94,92.2,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Female",10,8,80.0,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Male",9,7,77.8,"*","*","*","*"
"Enfield School District","Enfield High School","Female",96,87,90.6,"*","*",8,8.3
"Enfield School District","Enfield High School","Male",96,82,85.4,"*","*",13,13.5
"Enfield School District","Enrico Fermi High School","Female",150,139,92.7,"*","*",8,5.3
"Enfield School District","Enrico Fermi High School","Male",153,127,83.0,10,6.5,16,10.5
"Explorations District","Explorations","Female",18,"*","*","*","*",6,33.3
"Explorations District","Explorations","Male",10,"*","*","*","*",6,60.0
"Fairfield School District","Fairfield Ludlowe High School","Female",199,194,97.5,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Male",152,144,94.7,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Female",183,169,92.3,7,3.8,7,3.8
"Fairfield School District","Fairfield Warde High School","Male",154,143,92.9,"*","*",6,3.9
"Farmington School District","Farmington High School","Female",151,148,98.0,"*","*","*","*"
"Farmington School District","Farmington High School","Male",147,138,93.9,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Female",246,241,98.0,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Male",262,248,94.7,"*","*","*","*"
"Granby School District","Granby Memorial High School","Female",96,94,97.9,"*","*","*","*"
"Granby School District","Granby Memorial High School","Male",91,90,98.9,"*","*","*","*"
"Greenwich School District","Greenwich High School","Female",315,299,94.9,7,2.2,9,2.9
"Greenwich School District","Greenwich High School","Male",329,297,90.3,19,5.8,13,4.0
"Griswold School District","Griswold High School","Female",86,76,88.4,"*","*",8,9.3
"Griswold School District","Griswold High School","Male",97,84,86.6,"*","*",10,10.3
"Groton School District","Robert E. Fitch High School","Female",163,132,81.0,"*","*",29,17.8
"Groton School District","Robert E. Fitch High School","Male",176,150,85.2,"*","*",21,11.9
"Guilford School District","Guilford High School","Female",148,146,98.6,"*","*","*","*"
"Guilford School District","Guilford High School","Male",137,134,97.8,"*","*","*","*"
"Hamden School District","Hamden High School","Female",253,226,89.3,9,3.6,18,7.1
"Hamden School District","Hamden High School","Male",253,208,82.2,22,8.7,23,9.1
"Hartford School District","Bulkeley High School Upper School","Female",110,82,74.5,18,16.4,10,9.1
"Hartford School District","Bulkeley High School Upper School","Male",138,75,54.3,36,26.1,27,19.6
"Hartford School District","Capital Preparatory Magnet School","Female",18,18,100.0,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Male",15,14,93.3,"*","*","*","*"
"Hartford School District","Classical Magnet School","Female",50,50,100.0,"*","*","*","*"
"Hartford School District","Classical Magnet School","Male",31,30,96.8,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","Female",21,11,52.4,"*","*",9,42.9
"Hartford School District","Culinary Arts Academy","Male",25,19,76.0,6,24.0,"*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Female",42,29,69.0,10,23.8,"*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Male",88,50,56.8,24,27.3,14,15.9
"Hartford School District","HPHS Academy of Nursing and Health Science","Female",87,64,73.6,8,9.2,15,17.2
"Hartford School District","HPHS Academy of Nursing and Health Science","Male",38,21,55.3,10,26.3,7,18.4
"Hartford School District","HPHS Law and Government Academy","Female",74,43,58.1,13,17.6,18,24.3
"Hartford School District","HPHS Law and Government Academy","Male",61,21,34.4,26,42.6,14,23.0
"Hartford School District","OPPortunity High School","Female",46,23,50.0,7,15.2,16,34.8
"Hartford School District","OPPortunity High School","Male",23,10,43.5,"*","*",8,34.8
"Hartford School District","Pathways Academy of Technology and Design","Female",32,29,90.6,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Male",54,51,94.4,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Female",50,47,94.0,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Male",56,49,87.5,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Female",39,33,84.6,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Male",47,44,93.6,"*","*","*","*"
"Killingly School District","Killingly High School","Female",91,75,82.4,6,6.6,10,11.0
"Killingly School District","Killingly High School","Male",97,72,74.2,8,8.2,17,17.5
"Lebanon School District","Lyman Memorial High School","Female",68,61,89.7,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Male",60,54,90.0,"*","*","*","*"
"Ledyard School District","Ledyard High School","Female",114,107,93.9,"*","*",7,6.1
"Ledyard School District","Ledyard High School","Male",94,85,90.4,"*","*",7,7.4
"Lisbon School District","Community Connection - The Big Picture High School","Female","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Female",50,50,100.0,"*","*","*","*"
"Litchfield School District","Litchfield High School","Male",52,50,96.2,"*","*","*","*"
"Madison School District","Daniel Hand High School","Female",172,170,98.8,"*","*","*","*"
"Madison School District","Daniel Hand High School","Male",157,153,97.5,"*","*","*","*"
"Manchester School District","Manchester High School","Female",241,197,81.7,9,3.7,35,14.5
"Manchester School District","Manchester High School","Male",235,169,71.9,21,8.9,45,19.1
"Meriden School District","Francis T. Maloney High School","Female",169,121,71.6,"*","*",37,21.9
"Meriden School District","Francis T. Maloney High School","Male",154,106,68.8,13,8.4,35,22.7
"Meriden School District","Orville H. Platt High School","Female",167,121,72.5,"*","*",41,24.6
"Meriden School District","Orville H. Platt High School","Male",132,87,65.9,19,14.4,26,19.7
"Middletown School District","Middletown High School","Female",175,141,80.6,7,4.0,27,15.4
"Middletown School District","Middletown High School","Male",154,118,76.6,14,9.1,22,14.3
"Milford School District","Jonathan Law High School","Female",126,109,86.5,12,9.5,"*","*"
"Milford School District","Jonathan Law High School","Male",140,107,76.4,20,14.3,13,9.3
"Milford School District","Joseph A. Foran High School","Female",125,116,92.8,6,4.8,"*","*"
"Milford School District","Joseph A. Foran High School","Male",121,108,89.3,8,6.6,"*","*"
"Monroe School District","Masuk High School","Female",154,153,99.4,"*","*","*","*"
"Monroe School District","Masuk High School","Male",183,180,98.4,"*","*","*","*"
"Montville School District","Montville High School","Female",101,90,89.1,"*","*",9,8.9
"Montville School District","Montville High School","Male",109,97,89.0,"*","*",12,11.0
"Naugatuck School District","Naugatuck High School","Female",180,162,90.0,"*","*",15,8.3
"Naugatuck School District","Naugatuck High School","Male",186,148,79.6,"*","*",26,14.0
"New Britain School District","New Britain High School","Female",316,204,64.6,31,9.8,81,25.6
"New Britain School District","New Britain High School","Male",317,197,62.1,35,11.0,85,26.8
"New Canaan School District","New Canaan High School","Female",174,173,99.4,"*","*","*","*"
"New Canaan School District","New Canaan High School","Male",152,146,96.1,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Female",129,126,97.7,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Male",102,100,98.0,"*","*","*","*"
"New Haven School District","Cooperative High School","Female",103,94,91.3,"*","*",7,6.8
"New Haven School District","Cooperative High School","Male",33,29,87.9,"*","*","*","*"
"New Haven School District","High School In The Community","Female",41,26,63.4,"*","*",10,24.4
"New Haven School District","High School In The Community","Male",35,15,42.9,7,20.0,13,37.1
"New Haven School District","Hill Regional Career High School","Female",86,77,89.5,"*","*",9,10.5
"New Haven School District","Hill Regional Career High School","Male",70,61,87.1,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Female",15,12,80.0,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Male",33,26,78.8,"*","*","*","*"
"New Haven School District","James Hillhouse High School","Female",141,89,63.1,15,10.6,37,26.2
"New Haven School District","James Hillhouse High School","Male",105,46,43.8,16,15.2,43,41.0
"New Haven School District","Metropolitan Business Academy","Female",27,25,92.6,"*","*","*","*"
"New Haven School District","Metropolitan Business Academy","Male",17,11,64.7,"*","*","*","*"
"New Haven School District","New Haven Academy","Female",27,19,70.4,"*","*","*","*"
"New Haven School District","New Haven Academy","Male",17,11,64.7,"*","*","*","*"
"New Haven School District","Sound School","Female",46,43,93.5,"*","*","*","*"
"New Haven School District","Sound School","Male",38,35,92.1,"*","*","*","*"
"New Haven School District","Wilbur Cross High School","Female",202,154,76.2,8,4.0,40,19.8
"New Haven School District","Wilbur Cross High School","Male",211,131,62.1,21,10.0,59,28.0
"New London School District","New London High School","Female",101,67,66.3,14,13.9,20,19.8
"New London School District","New London High School","Male",124,79,63.7,15,12.1,30,24.2
"New Milford School District","New Milford High School","Female",181,171,94.5,"*","*",9,5.0
"New Milford School District","New Milford High School","Male",200,180,90.0,"*","*",13,6.5
"Newington School District","Newington High School","Female",156,149,95.5,"*","*","*","*"
"Newington School District","Newington High School","Male",175,150,85.7,"*","*","*","*"
"Newtown School District","Newtown High School","Female",200,190,95.0,"*","*","*","*"
"Newtown School District","Newtown High School","Male",205,195,95.1,"*","*","*","*"
"North Branford School District","North Branford High School","Female",85,81,95.3,"*","*","*","*"
"North Branford School District","North Branford High School","Male",72,67,93.1,"*","*","*","*"
"North Haven School District","North Haven High School","Female",144,137,95.1,"*","*","*","*"
"North Haven School District","North Haven High School","Male",137,131,95.6,"*","*","*","*"
"North Stonington School District","Wheeler High School","Female",19,19,100.0,"*","*","*","*"
"North Stonington School District","Wheeler High School","Male",35,28,80.0,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","Female",229,212,92.6,"*","*",15,6.6
"Norwalk School District","Brien McMahon High School","Male",219,186,84.9,9,4.1,24,11.0
"Norwalk School District","Norwalk High School","Female",203,180,88.7,7,3.4,16,7.9
"Norwalk School District","Norwalk High School","Male",186,150,80.6,9,4.8,27,14.5
"Norwalk School District","Norwalk Pathways Academy at Briggs","Female",15,"*","*","*","*",6,40.0
"Norwalk School District","Norwalk Pathways Academy at Briggs","Male",17,"*","*",6,35.3,8,47.1
"Norwich Free Academy District","Norwich Free Academy","Female",351,313,89.2,"*","*",34,9.7
"Norwich Free Academy District","Norwich Free Academy","Male",294,242,82.3,"*","*",47,16.0
"Norwich School District","Thames River Academy","Female",19,"*","*","*","*",15,78.9
"Norwich School District","Thames River Academy","Male",16,"*","*","*","*",14,87.5
"Old Saybrook School District","Old Saybrook Senior High School","Female",78,74,94.9,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Male",65,63,96.9,"*","*","*","*"
"Oxford School District","Oxford High School","Female",69,64,92.8,"*","*","*","*"
"Oxford School District","Oxford High School","Male",77,70,90.9,"*","*","*","*"
"Plainfield School District","Plainfield High School","Female",92,80,87.0,"*","*",6,6.5
"Plainfield School District","Plainfield High School","Male",105,92,87.6,"*","*",9,8.6
"Plainville School District","Plainville High School","Female",108,98,90.7,"*","*","*","*"
"Plainville School District","Plainville High School","Male",97,94,96.9,"*","*","*","*"
"Plymouth School District","Terryville High School","Female",68,57,83.8,"*","*","*","*"
"Plymouth School District","Terryville High School","Male",71,60,84.5,"*","*","*","*"
"Portland School District","Portland High School","Female",40,37,92.5,"*","*","*","*"
"Portland School District","Portland High School","Male",52,47,90.4,"*","*","*","*"
"Putnam School District","Putnam High School","Female",25,22,88.0,"*","*","*","*"
"Putnam School District","Putnam High School","Male",35,31,88.6,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Female",62,60,96.8,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Male",73,69,94.5,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Female",81,78,96.3,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Male",79,69,87.3,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Female",214,209,97.7,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Male",218,209,95.9,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Female",54,53,98.1,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Male",32,30,93.8,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Female",104,102,98.1,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Male",75,74,98.7,"*","*","*","*"
"Regional School District 08","RHAM High School","Female",140,131,93.6,6,4.3,"*","*"
"Regional School District 08","RHAM High School","Male",154,137,89.0,7,4.5,"*","*"
"Regional School District 09","Joel Barlow High School","Female",123,123,100.0,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Male",112,108,96.4,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Female",110,107,97.3,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Male",119,114,95.8,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Female",16,15,93.8,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Male",25,24,96.0,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Female",32,29,90.6,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Male",41,33,80.5,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Female",73,71,97.3,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Male",68,67,98.5,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Female",104,103,99.0,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Male",88,85,96.6,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Female",164,159,97.0,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Male",165,149,90.3,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Female",96,90,93.8,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Male",98,89,90.8,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Female",92,87,94.6,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Male",98,91,92.9,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Female",43,41,95.3,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Male",60,60,100.0,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Female",159,143,89.9,8,5.0,8,5.0
"Regional School District 19","E. O. Smith High School","Male",136,115,84.6,11,8.1,10,7.4
"Ridgefield School District","Ridgefield High School","Female",207,205,99.0,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Male",232,227,97.8,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Female",98,93,94.9,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Male",109,98,89.9,"*","*","*","*"
"Seymour School District","Seymour High School","Female",77,72,93.5,"*","*","*","*"
"Seymour School District","Seymour High School","Male",73,62,84.9,"*","*","*","*"
"Shelton School District","Shelton High School","Female",215,200,93.0,"*","*",10,4.7
"Shelton School District","Shelton High School","Male",209,190,90.9,"*","*",11,5.3
"Simsbury School District","Simsbury High School","Female",182,179,98.4,"*","*","*","*"
"Simsbury School District","Simsbury High School","Male",217,208,95.9,"*","*","*","*"
"Somers School District","Somers High School","Female",72,71,98.6,"*","*","*","*"
"Somers School District","Somers High School","Male",68,65,95.6,"*","*","*","*"
"South Windsor School District","South Windsor High School","Female",173,168,97.1,"*","*","*","*"
"South Windsor School District","South Windsor High School","Male",205,192,93.7,"*","*","*","*"
"Southington School District","Southington High School","Female",255,239,93.7,10,3.9,6,2.4
"Southington School District","Southington High School","Male",236,215,91.1,14,5.9,7,3.0
"Stafford School District","Stafford High School","Female",72,65,90.3,"*","*","*","*"
"Stafford School District","Stafford High School","Male",69,59,85.5,"*","*","*","*"
"Stamford Academy District","Stamford Academy","Female",14,9,64.3,"*","*","*","*"
"Stamford Academy District","Stamford Academy","Male",22,7,31.8,"*","*","*","*"
"Stamford School District","Stamford High School","Female",186,162,87.1,"*","*",19,10.2
"Stamford School District","Stamford High School","Male",201,164,81.6,16,8.0,21,10.4
"Stamford School District","The Academy of Information Technology","Female",71,70,98.6,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Male",95,93,97.9,"*","*","*","*"
"Stamford School District","Westhill High School","Female",320,279,87.2,14,4.4,27,8.4
"Stamford School District","Westhill High School","Male",304,239,78.6,29,9.5,36,11.8
"Stonington School District","Stonington High School","Female",85,82,96.5,"*","*","*","*"
"Stonington School District","Stonington High School","Male",93,86,92.5,"*","*","*","*"
"Stratford School District","Bunnell High School","Female",144,133,92.4,"*","*",9,6.3
"Stratford School District","Bunnell High School","Male",147,121,82.3,8,5.4,18,12.2
"Stratford School District","Stratford High School","Female",156,141,90.4,6,3.8,9,5.8
"Stratford School District","Stratford High School","Male",121,109,90.1,"*","*",9,7.4
"Suffield School District","Suffield High School","Female",98,88,89.8,"*","*","*","*"
"Suffield School District","Suffield High School","Male",105,99,94.3,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Female",19,17,89.5,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Male",23,15,65.2,"*","*","*","*"
"The Gilbert School District","The Gilbert School","Female",48,44,91.7,"*","*","*","*"
"The Gilbert School District","The Gilbert School","Male",43,39,90.7,"*","*","*","*"
"Thomaston School District","Thomaston High School","Female",47,45,95.7,"*","*","*","*"
"Thomaston School District","Thomaston High School","Male",42,38,90.5,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Female",50,46,92.0,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Male",49,39,79.6,"*","*","*","*"
"Tolland School District","Tolland High School","Female",110,107,97.3,"*","*","*","*"
"Tolland School District","Tolland High School","Male",117,114,97.4,"*","*","*","*"
"Torrington School District","Torrington High School","Female",142,117,82.4,"*","*",23,16.2
"Torrington School District","Torrington High School","Male",151,117,77.5,"*","*",22,14.6
"Trumbull School District","Trumbull High School","Female",290,286,98.6,"*","*","*","*"
"Trumbull School District","Trumbull High School","Male",247,241,97.6,"*","*","*","*"
"Vernon School District","Rockville High School","Female",135,115,85.2,"*","*",15,11.1
"Vernon School District","Rockville High School","Male",128,102,79.7,"*","*",17,13.3
"Wallingford School District","Lyman Hall High School","Female",151,143,94.7,"*","*",7,4.6
"Wallingford School District","Lyman Hall High School","Male",132,122,92.4,"*","*","*","*"
"Wallingford School District","Mark T. Sheehan High School","Female",121,120,99.2,"*","*","*","*"
"Wallingford School District","Mark T. Sheehan High School","Male",121,109,90.1,"*","*",10,8.3
"Waterbury School District","Crosby High School","Female",160,101,63.1,"*","*",54,33.8
"Waterbury School District","Crosby High School","Male",189,109,57.7,11,5.8,69,36.5
