"Four-Year Graduation Rates, 2012-13"
"All Districts, All Schools, Lunch"

"",,,,"Graduates",,"Non-Graduates",,,
"Avon School District","Avon High School","Eligible For Free Lunch",9,7,77.8,"*","*","*","*"
"Avon School District","Avon High School","Eligible For Lunch",13,11,84.6,"*","*","*","*"
"Avon School District","Avon High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Avon School District","Avon High School","Female",121,116,95.9,"*","*","*","*"
"Avon School District","Avon High School","High Needs",45,41,91.1,"*","*","*","*"
"Avon School District","Avon High School","Hispanic",12,11,91.7,"*","*","*","*"
"Avon School District","Avon High School","Male",140,136,97.1,"*","*","*","*"
"Avon School District","Avon High School","Non-ELL",259,250,96.5,7,2.7,"*","*"
"Avon School District","Avon High School","Non-High Needs",216,211,97.7,"*","*","*","*"
"Avon School District","Avon High School","Non-Hispanic",249,241,96.8,6,2.4,"*","*"
"Avon School District","Avon High School","Non-Special Education",230,224,97.4,"*","*","*","*"
"Avon School District","Avon High School","Not Eligible For Lunch",248,241,97.2,6,2.4,"*","*"
"Avon School District","Avon High School","Special Education",31,28,90.3,"*","*","*","*"
"Avon School District","Avon High School","Asian",22,22,100.0,"*","*","*","*"
"Avon School District","Avon High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Avon School District","Avon High School","White",216,211,97.7,"*","*","*","*"
"Avon School District","Avon High School","Two or More Races","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","All Students",262,252,96.2,"*","*",7,2.7
"Berlin School District","Berlin High School","Black","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","ELL","*","*","*","*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Free Lunch",25,20,80.0,"*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Lunch",33,28,84.8,"*","*","*","*"
"Berlin School District","Berlin High School","Eligible For Reduced Lunch",8,8,100.0,"*","*","*","*"
"Berlin School District","Berlin High School","Female",139,133,95.7,"*","*","*","*"
"Berlin School District","Berlin High School","High Needs",51,44,86.3,"*","*","*","*"
"Berlin School District","Berlin High School","Hispanic",18,16,88.9,"*","*","*","*"
"Berlin School District","Berlin High School","Male",123,119,96.7,"*","*","*","*"
"Berlin School District","Berlin High School","Non-ELL",258,248,96.1,"*","*",7,2.7
"Berlin School District","Berlin High School","Non-High Needs",211,208,98.6,"*","*","*","*"
"Berlin School District","Berlin High School","Non-Hispanic",244,236,96.7,"*","*","*","*"
"Berlin School District","Berlin High School","Non-Special Education",238,231,97.1,"*","*","*","*"
"Berlin School District","Berlin High School","Not Eligible For Lunch",229,224,97.8,"*","*","*","*"
"Berlin School District","Berlin High School","Special Education",24,21,87.5,"*","*","*","*"
"Berlin School District","Berlin High School","Asian",13,13,100.0,"*","*","*","*"
"Berlin School District","Berlin High School","White",225,218,96.9,"*","*","*","*"
"Berlin School District","Berlin High School","Two or More Races","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","All Students",233,217,93.1,14,6.0,"*","*"
"Bethel School District","Bethel High School","Black",10,10,100.0,"*","*","*","*"
"Bethel School District","Bethel High School","ELL","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Free Lunch",25,18,72.0,"*","*","*","*"
"Bethel School District","Bethel High School","Eligible For Lunch",40,31,77.5,7,17.5,"*","*"
"Bethel School District","Bethel High School","Eligible For Reduced Lunch",15,13,86.7,"*","*","*","*"
"Bethel School District","Bethel High School","Female",117,108,92.3,8,6.8,"*","*"
"Bethel School District","Bethel High School","High Needs",60,46,76.7,12,20.0,"*","*"
"Bethel School District","Bethel High School","Hispanic",26,20,76.9,"*","*","*","*"
"Bethel School District","Bethel High School","Male",116,109,94.0,6,5.2,"*","*"
"Bethel School District","Bethel High School","Non-ELL",228,214,93.9,12,5.3,"*","*"
"Bethel School District","Bethel High School","Non-High Needs",173,171,98.8,"*","*","*","*"
"Bethel School District","Bethel High School","Non-Hispanic",207,197,95.2,9,4.3,"*","*"
"Bethel School District","Bethel High School","Non-Special Education",212,204,96.2,7,3.3,"*","*"
"Bethel School District","Bethel High School","Not Eligible For Lunch",193,186,96.4,7,3.6,"*","*"
"Bethel School District","Bethel High School","Special Education",21,13,61.9,7,33.3,"*","*"
"Bethel School District","Bethel High School","Asian",15,14,93.3,"*","*","*","*"
"Bethel School District","Bethel High School","White",180,171,95.0,8,4.4,"*","*"
"Bethel School District","Bethel High School","Two or More Races","*","*","*","*","*","*","*"
"Bethel School District","Bethel High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","All Students",125,114,91.2,6,4.8,"*","*"
"Bloomfield School District","Bloomfield High School","Black",113,103,91.2,6,5.3,"*","*"
"Bloomfield School District","Bloomfield High School","ELL","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Eligible For Free Lunch",50,42,84.0,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Eligible For Lunch",70,60,85.7,6,8.6,"*","*"
"Bloomfield School District","Bloomfield High School","Eligible For Reduced Lunch",20,18,90.0,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Female",60,56,93.3,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","High Needs",74,64,86.5,6,8.1,"*","*"
"Bloomfield School District","Bloomfield High School","Hispanic",8,7,87.5,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Male",65,58,89.2,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-ELL",124,113,91.1,6,4.8,"*","*"
"Bloomfield School District","Bloomfield High School","Non-High Needs",51,50,98.0,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Non-Hispanic",117,107,91.5,6,5.1,"*","*"
"Bloomfield School District","Bloomfield High School","Non-Special Education",113,105,92.9,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Not Eligible For Lunch",55,54,98.2,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Special Education",12,9,75.0,"*","*","*","*"
"Bloomfield School District","Bloomfield High School","Asian","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","White","*","*","*","*","*","*","*"
"Bloomfield School District","Bloomfield High School","Two or More Races","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","All Students",30,29,96.7,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Black",22,21,95.5,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Eligible For Free Lunch",10,9,90.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Eligible For Lunch",16,15,93.8,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Female",18,18,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","High Needs",17,16,94.1,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Hispanic","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Male",12,11,91.7,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-ELL",30,29,96.7,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-High Needs",13,13,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-Hispanic",28,27,96.4,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Non-Special Education",27,26,96.3,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Not Eligible For Lunch",14,14,100.0,"*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Special Education","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","White","*","*","*","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Two or More Races","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","All Students",8,"*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Black","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","ELL","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Eligible For Free Lunch",7,"*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Eligible For Lunch",7,"*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Female","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","High Needs",7,"*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Hispanic","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Male","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-ELL",6,"*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-High Needs","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-Hispanic","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-Special Education","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Special Education","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","All Students",80,78,97.5,"*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Free Lunch",6,6,100.0,"*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Lunch",10,10,100.0,"*","*","*","*"
"Bolton School District","Bolton High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Female",44,43,97.7,"*","*","*","*"
"Bolton School District","Bolton High School","High Needs",19,18,94.7,"*","*","*","*"
"Bolton School District","Bolton High School","Hispanic","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","Male",36,35,97.2,"*","*","*","*"
"Bolton School District","Bolton High School","Non-ELL",80,78,97.5,"*","*","*","*"
"Bolton School District","Bolton High School","Non-High Needs",61,60,98.4,"*","*","*","*"
"Bolton School District","Bolton High School","Non-Hispanic",78,76,97.4,"*","*","*","*"
"Bolton School District","Bolton High School","Non-Special Education",70,69,98.6,"*","*","*","*"
"Bolton School District","Bolton High School","Not Eligible For Lunch",70,68,97.1,"*","*","*","*"
"Bolton School District","Bolton High School","Special Education",10,9,90.0,"*","*","*","*"
"Bolton School District","Bolton High School","Asian","*","*","*","*","*","*","*"
"Bolton School District","Bolton High School","White",76,74,97.4,"*","*","*","*"
"Bolton School District","Bolton High School","Two or More Races","*","*","*","*","*","*","*"
"Branford School District","Branford High School","All Students",269,250,92.9,7,2.6,12,4.5
"Branford School District","Branford High School","Black",11,11,100.0,"*","*","*","*"
"Branford School District","Branford High School","ELL","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Eligible For Free Lunch",38,33,86.8,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Lunch",59,51,86.4,"*","*","*","*"
"Branford School District","Branford High School","Eligible For Reduced Lunch",21,18,85.7,"*","*","*","*"
"Branford School District","Branford High School","Female",153,143,93.5,"*","*",8,5.2
"Branford School District","Branford High School","High Needs",81,71,87.7,6,7.4,"*","*"
"Branford School District","Branford High School","Hispanic",15,15,100.0,"*","*","*","*"
"Branford School District","Branford High School","Male",116,107,92.2,"*","*","*","*"
"Branford School District","Branford High School","Non-ELL",266,247,92.9,7,2.6,12,4.5
"Branford School District","Branford High School","Non-High Needs",188,179,95.2,"*","*",8,4.3
"Branford School District","Branford High School","Non-Hispanic",254,235,92.5,7,2.8,12,4.7
"Branford School District","Branford High School","Non-Special Education",238,224,94.1,"*","*",10,4.2
"Branford School District","Branford High School","Not Eligible For Lunch",210,199,94.8,"*","*",9,4.3
"Branford School District","Branford High School","Special Education",31,26,83.9,"*","*","*","*"
"Branford School District","Branford High School","Asian",19,17,89.5,"*","*","*","*"
"Branford School District","Branford High School","White",219,202,92.2,"*","*",12,5.5
"Branford School District","Branford High School","Two or More Races","*","*","*","*","*","*","*"
"Branford School District","Branford High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","All Students",316,187,59.2,60,19.0,69,21.8
"Bridgeport School District","Bassick High School","Black",150,98,65.3,28,18.7,24,16.0
"Bridgeport School District","Bassick High School","ELL",55,31,56.4,8,14.5,16,29.1
"Bridgeport School District","Bassick High School","Eligible For Free Lunch",298,174,58.4,59,19.8,65,21.8
"Bridgeport School District","Bassick High School","Eligible For Lunch",314,186,59.2,60,19.1,68,21.7
"Bridgeport School District","Bassick High School","Eligible For Reduced Lunch",16,12,75.0,"*","*","*","*"
"Bridgeport School District","Bassick High School","Female",159,99,62.3,23,14.5,37,23.3
"Bridgeport School District","Bassick High School","High Needs",315,186,59.0,60,19.0,69,21.9
"Bridgeport School District","Bassick High School","Hispanic",136,72,52.9,29,21.3,35,25.7
"Bridgeport School District","Bassick High School","Male",157,88,56.1,37,23.6,32,20.4
"Bridgeport School District","Bassick High School","Non-ELL",261,156,59.8,52,19.9,53,20.3
"Bridgeport School District","Bassick High School","Non-High Needs","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Non-Hispanic",180,115,63.9,31,17.2,34,18.9
"Bridgeport School District","Bassick High School","Non-Special Education",276,170,61.6,49,17.8,57,20.7
"Bridgeport School District","Bassick High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Bassick High School","Special Education",40,17,42.5,11,27.5,12,30.0
"Bridgeport School District","Bassick High School","Asian",11,9,81.8,"*","*","*","*"
"Bridgeport School District","Bassick High School","White",18,7,38.9,"*","*",9,50.0
"Bridgeport School District","Bassick High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","All Students",541,420,77.6,46,8.5,75,13.9
"Bridgeport School District","Central High School","Black",209,161,77.0,16,7.7,32,15.3
"Bridgeport School District","Central High School","ELL",47,34,72.3,"*","*",9,19.1
"Bridgeport School District","Central High School","Eligible For Free Lunch",506,388,76.7,45,8.9,73,14.4
"Bridgeport School District","Central High School","Eligible For Lunch",536,415,77.4,46,8.6,75,14.0
"Bridgeport School District","Central High School","Eligible For Reduced Lunch",30,27,90.0,"*","*","*","*"
"Bridgeport School District","Central High School","Female",275,226,82.2,12,4.4,37,13.5
"Bridgeport School District","Central High School","High Needs",538,417,77.5,46,8.6,75,13.9
"Bridgeport School District","Central High School","Hispanic",232,171,73.7,25,10.8,36,15.5
"Bridgeport School District","Central High School","Male",266,194,72.9,34,12.8,38,14.3
"Bridgeport School District","Central High School","Non-ELL",494,386,78.1,42,8.5,66,13.4
"Bridgeport School District","Central High School","Non-High Needs","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Non-Hispanic",309,249,80.6,21,6.8,39,12.6
"Bridgeport School District","Central High School","Non-Special Education",482,383,79.5,36,7.5,63,13.1
"Bridgeport School District","Central High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Special Education",59,37,62.7,10,16.9,12,20.3
"Bridgeport School District","Central High School","Asian",23,22,95.7,"*","*","*","*"
"Bridgeport School District","Central High School","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","White",38,32,84.2,"*","*","*","*"
"Bridgeport School District","Central High School","Two or More Races","*","*","*","*","*","*","*"
"Bridgeport School District","Central High School","Indian or Alaska Native",36,31,86.1,"*","*","*","*"
"Bridgeport School District","Harding High School","All Students",335,204,60.9,17,5.1,114,34.0
"Bridgeport School District","Harding High School","Black",152,112,73.7,"*","*",36,23.7
"Bridgeport School District","Harding High School","ELL",64,32,50.0,"*","*",28,43.8
"Bridgeport School District","Harding High School","Eligible For Free Lunch",307,184,59.9,14,4.6,109,35.5
"Bridgeport School District","Harding High School","Eligible For Lunch",330,200,60.6,17,5.2,113,34.2
"Bridgeport School District","Harding High School","Eligible For Reduced Lunch",23,16,69.6,"*","*","*","*"
"Bridgeport School District","Harding High School","Female",165,114,69.1,8,4.8,43,26.1
"Bridgeport School District","Harding High School","High Needs",331,201,60.7,17,5.1,113,34.1
"Bridgeport School District","Harding High School","Hispanic",167,85,50.9,12,7.2,70,41.9
"Bridgeport School District","Harding High School","Male",170,90,52.9,9,5.3,71,41.8
"Bridgeport School District","Harding High School","Non-ELL",271,172,63.5,13,4.8,86,31.7
"Bridgeport School District","Harding High School","Non-High Needs","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","Non-Hispanic",168,119,70.8,"*","*",44,26.2
"Bridgeport School District","Harding High School","Non-Special Education",280,180,64.3,12,4.3,88,31.4
"Bridgeport School District","Harding High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","Special Education",55,24,43.6,"*","*",26,47.3
"Bridgeport School District","Harding High School","Asian","*","*","*","*","*","*","*"
"Bridgeport School District","Harding High School","White",12,"*","*","*","*",6,50.0
"Bristol School District","Bristol Central High School","All Students",316,258,81.6,17,5.4,41,13.0
"Bristol School District","Bristol Central High School","Black",14,9,64.3,"*","*","*","*"
"Bristol School District","Bristol Central High School","ELL",14,8,57.1,"*","*","*","*"
"Bristol School District","Bristol Central High School","Eligible For Free Lunch",91,52,57.1,10,11.0,29,31.9
"Bristol School District","Bristol Central High School","Eligible For Lunch",135,86,63.7,13,9.6,36,26.7
"Bristol School District","Bristol Central High School","Eligible For Reduced Lunch",44,34,77.3,"*","*",7,15.9
"Bristol School District","Bristol Central High School","Female",151,130,86.1,"*","*",17,11.3
"Bristol School District","Bristol Central High School","High Needs",154,103,66.9,14,9.1,37,24.0
"Bristol School District","Bristol Central High School","Hispanic",55,36,65.5,"*","*",14,25.5
"Bristol School District","Bristol Central High School","Male",165,128,77.6,13,7.9,24,14.5
"Bristol School District","Bristol Central High School","Non-ELL",302,250,82.8,15,5.0,37,12.3
"Bristol School District","Bristol Central High School","Non-High Needs",162,155,95.7,"*","*","*","*"
"Bristol School District","Bristol Central High School","Non-Hispanic",261,222,85.1,12,4.6,27,10.3
"Bristol School District","Bristol Central High School","Non-Special Education",272,234,86.0,10,3.7,28,10.3
"Bristol School District","Bristol Central High School","Not Eligible For Lunch",181,172,95.0,"*","*","*","*"
"Bristol School District","Bristol Central High School","Special Education",44,24,54.5,7,15.9,13,29.5
"Bristol School District","Bristol Central High School","Asian","*","*","*","*","*","*","*"
"Bristol School District","Bristol Central High School","White",235,203,86.4,9,3.8,23,9.8
"Bristol School District","Bristol Central High School","Two or More Races",8,7,87.5,"*","*","*","*"
"Bristol School District","Bristol Central High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","All Students",303,247,81.5,26,8.6,30,9.9
"Bristol School District","Bristol Eastern High School","Black",23,15,65.2,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","ELL",10,"*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","Eligible For Free Lunch",67,41,61.2,10,14.9,16,23.9
"Bristol School District","Bristol Eastern High School","Eligible For Lunch",101,68,67.3,12,11.9,21,20.8
"Bristol School District","Bristol Eastern High School","Eligible For Reduced Lunch",34,27,79.4,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","Female",136,114,83.8,7,5.1,15,11.0
"Bristol School District","Bristol Eastern High School","High Needs",137,95,69.3,19,13.9,23,16.8
"Bristol School District","Bristol Eastern High School","Hispanic",47,27,57.4,8,17.0,12,25.5
"Bristol School District","Bristol Eastern High School","Male",167,133,79.6,19,11.4,15,9.0
"Bristol School District","Bristol Eastern High School","Non-ELL",293,242,82.6,22,7.5,29,9.9
"Bristol School District","Bristol Eastern High School","Non-High Needs",166,152,91.6,7,4.2,7,4.2
"Bristol School District","Bristol Eastern High School","Non-Hispanic",256,220,85.9,18,7.0,18,7.0
"Bristol School District","Bristol Eastern High School","Non-Special Education",260,217,83.5,18,6.9,25,9.6
"Bristol School District","Bristol Eastern High School","Not Eligible For Lunch",202,179,88.6,14,6.9,9,4.5
"Bristol School District","Bristol Eastern High School","Special Education",43,30,69.8,8,18.6,"*","*"
"Bristol School District","Bristol Eastern High School","Asian",6,6,100.0,"*","*","*","*"
"Bristol School District","Bristol Eastern High School","White",221,194,87.8,14,6.3,13,5.9
"Bristol School District","Bristol Eastern High School","Two or More Races","*","*","*","*","*","*","*"
"Bristol School District","Bristol Eastern High School","Indian or Alaska Native","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","All Students",241,232,96.3,"*","*",6,2.5
"Brookfield School District","Brookfield High School","Black",8,"*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","ELL","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Free Lunch",19,17,89.5,"*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Lunch",27,24,88.9,"*","*","*","*"
"Brookfield School District","Brookfield High School","Eligible For Reduced Lunch",8,7,87.5,"*","*","*","*"
"Brookfield School District","Brookfield High School","Female",124,120,96.8,"*","*","*","*"
"Brookfield School District","Brookfield High School","High Needs",41,36,87.8,"*","*","*","*"
"Brookfield School District","Brookfield High School","Hispanic","*","*","*","*","*","*","*"
"Brookfield School District","Brookfield High School","Male",117,112,95.7,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-ELL",240,231,96.3,"*","*",6,2.5
"Brookfield School District","Brookfield High School","Non-High Needs",200,196,98.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-Hispanic",234,226,96.6,"*","*","*","*"
"Brookfield School District","Brookfield High School","Non-Special Education",227,220,96.9,"*","*","*","*"
"Brookfield School District","Brookfield High School","Not Eligible For Lunch",214,208,97.2,"*","*","*","*"
"Brookfield School District","Brookfield High School","Special Education",14,12,85.7,"*","*","*","*"
"Brookfield School District","Brookfield High School","Asian",10,10,100.0,"*","*","*","*"
"Brookfield School District","Brookfield High School","White",216,211,97.7,"*","*","*","*"
"Canton School District","Canton High School","All Students",123,117,95.1,6,4.9,"*","*"
"Canton School District","Canton High School","Black","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Eligible For Free Lunch",8,7,87.5,"*","*","*","*"
"Canton School District","Canton High School","Eligible For Lunch",16,15,93.8,"*","*","*","*"
"Canton School District","Canton High School","Eligible For Reduced Lunch",8,8,100.0,"*","*","*","*"
"Canton School District","Canton High School","Female",62,59,95.2,"*","*","*","*"
"Canton School District","Canton High School","High Needs",31,26,83.9,"*","*","*","*"
"Canton School District","Canton High School","Hispanic","*","*","*","*","*","*","*"
"Canton School District","Canton High School","Male",61,58,95.1,"*","*","*","*"
"Canton School District","Canton High School","Non-ELL",123,117,95.1,6,4.9,"*","*"
"Canton School District","Canton High School","Non-High Needs",92,91,98.9,"*","*","*","*"
"Canton School District","Canton High School","Non-Hispanic",120,114,95.0,6,5.0,"*","*"
"Canton School District","Canton High School","Non-Special Education",106,104,98.1,"*","*","*","*"
"Canton School District","Canton High School","Not Eligible For Lunch",107,102,95.3,"*","*","*","*"
"Canton School District","Canton High School","Special Education",17,13,76.5,"*","*","*","*"
"Canton School District","Canton High School","Asian","*","*","*","*","*","*","*"
"Canton School District","Canton High School","White",113,108,95.6,"*","*","*","*"
"Canton School District","Canton High School","Two or More Races","*","*","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","All Students",38,33,86.8,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Black","*","*","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","ELL","*","*","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Eligible For Free Lunch",9,8,88.9,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Eligible For Lunch",16,14,87.5,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Eligible For Reduced Lunch",7,6,85.7,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Female",20,19,95.0,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","High Needs",18,16,88.9,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Hispanic",15,11,73.3,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Male",18,14,77.8,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-ELL",33,28,84.8,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-High Needs",20,17,85.0,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-Hispanic",23,22,95.7,"*","*","*","*"
