"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Special Education Status"

"",,,,"Graduates",,"Non-Graduates",,,
"Connecticut Technical High School System","Henry Abbott Technical High School","Special Education",22,20,90.9,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-Special Education",145,144,99.3,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Special Education",9,9,100.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Non-Special Education",143,139,97.2,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Special Education",13,13,100.0,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-Special Education",136,132,97.1,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Special Education",9,8,88.9,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-Special Education",191,187,97.9,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Special Education",16,16,100.0,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Non-Special Education",120,115,95.8,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Special Education",21,18,85.7,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-Special Education",183,180,98.4,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-Special Education",112,110,98.2,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Special Education",17,17,100.0,"*","*","*","*"
"Coventry School District","Coventry High School","Non-Special Education",110,109,99.1,"*","*","*","*"
"Coventry School District","Coventry High School","Special Education",21,19,90.5,"*","*","*","*"
"Cromwell School District","Cromwell High School","Non-Special Education",123,"*","*","*","*","*","*"
"Cromwell School District","Cromwell High School","Special Education",8,"*","*","*","*","*","*"
"Danbury School District","Danbury High School","Non-Special Education",638,547,85.7,33,5.2,58,9.1
"Danbury School District","Danbury High School","Special Education",73,39,53.4,25,34.2,9,12.3
"Darien School District","Darien High School","Non-Special Education",278,275,98.9,"*","*","*","*"
"Darien School District","Darien High School","Special Education",51,48,94.1,"*","*","*","*"
"Derby School District","Derby High School","Non-Special Education",87,74,85.1,"*","*","*","*"
"Derby School District","Derby High School","Special Education",15,9,60.0,"*","*","*","*"
"East Granby School District","East Granby High School","Non-Special Education","*","*","*","*","*","*","*"
"East Granby School District","East Granby High School","Special Education","*","*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-Special Education",87,85,97.7,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Special Education",13,11,84.6,"*","*","*","*"
"East Hampton School District","East Hampton High School","Non-Special Education","*","*","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Special Education","*","*","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-Special Education",45,44,97.8,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Special Education","*","*","*","*","*","*","*"
"East Hartford School District","East Hartford High School","Non-Special Education",307,270,87.9,14,4.6,23,7.5
"East Hartford School District","East Hartford High School","Special Education",45,34,75.6,9,20.0,"*","*"
"East Hartford School District","Stevens Alternate High school","Non-Special Education",64,24,37.5,25,39.1,15,23.4
"East Hartford School District","Stevens Alternate High school","Special Education","*","*","*","*","*",6,31.6
"East Haven School District","East Haven High School","Non-Special Education",221,188,85.1,"*","*",25,11.3
"East Haven School District","East Haven High School","Special Education",29,19,65.5,"*","*",8,27.6
"East Lyme School District","East Lyme High School","Non-Special Education",236,232,98.3,"*","*","*","*"
"East Lyme School District","East Lyme High School","Special Education",26,23,88.5,"*","*","*","*"
"East Windsor School District","East Windsor High School","Non-Special Education",92,83,90.2,"*","*","*","*"
"East Windsor School District","East Windsor High School","Special Education",15,13,86.7,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-Special Education",30,27,90.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Special Education","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-Special Education",27,15,55.6,"*","*",8,29.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Special Education","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","Non-Special Education",172,167,97.1,"*","*","*","*"
"Ellington School District","Ellington High School","Special Education",21,18,85.7,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-Special Education","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Special Education","*","*","*","*","*","*","*"
"Enfield School District","Enfield High School","Non-Special Education",173,147,85.0,10,5.8,16,9.2
"Enfield School District","Enfield High School","Special Education",17,10,58.8,"*","*",6,35.3
"Enfield School District","Enrico Fermi High School","Non-Special Education",191,177,92.7,6,3.1,8,4.2
"Enfield School District","Enrico Fermi High School","Special Education",41,32,78.0,"*","*",6,14.6
"Explorations District","Explorations","Non-Special Education",18,11,61.1,"*","*","*","*"
"Explorations District","Explorations","Special Education",9,7,77.8,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-Special Education",321,311,96.9,"*","*",6,1.9
"Fairfield School District","Fairfield Ludlowe High School","Special Education",45,34,75.6,9,20.0,"*","*"
"Fairfield School District","Fairfield Warde High School","Non-Special Education",326,316,96.9,"*","*",6,1.8
"Fairfield School District","Fairfield Warde High School","Special Education",30,20,66.7,7,23.3,"*","*"
"Farmington School District","Farmington High School","Non-Special Education",299,297,99.3,"*","*","*","*"
"Farmington School District","Farmington High School","Special Education",39,29,74.4,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-Special Education",516,510,98.8,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Special Education",49,48,98.0,"*","*","*","*"
"Granby School District","Granby Memorial High School","Non-Special Education",180,176,97.8,"*","*","*","*"
"Granby School District","Granby Memorial High School","Special Education",19,17,89.5,"*","*","*","*"
"Greenwich School District","Greenwich High School","Non-Special Education",579,564,97.4,"*","*","*","*"
"Greenwich School District","Greenwich High School","Special Education",78,73,93.6,"*","*","*","*"
"Griswold School District","Griswold High School","Non-Special Education",140,126,90.0,"*","*",10,7.1
"Griswold School District","Griswold High School","Special Education",27,16,59.3,"*","*",6,22.2
"Groton School District","Robert E. Fitch High School","Non-Special Education",275,240,87.3,"*","*",31,11.3
"Groton School District","Robert E. Fitch High School","Special Education",40,29,72.5,"*","*",6,15.0
"Guilford School District","Guilford High School","Non-Special Education",253,246,97.2,"*","*","*","*"
"Guilford School District","Guilford High School","Special Education",29,17,58.6,"*","*","*","*"
"Hamden School District","Hamden High School","Non-Special Education",393,370,94.1,12,3.1,"*","*"
"Hamden School District","Hamden High School","Special Education",49,36,73.5,9,18.4,"*","*"
"Hartford School District","Bulkeley High School Upper School","Non-Special Education",170,123,72.4,22,12.9,25,14.7
"Hartford School District","Bulkeley High School Upper School","Special Education",32,25,78.1,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Non-Special Education",50,49,98.0,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Special Education","*","*","*","*","*","*","*"
"Hartford School District","Classical Magnet School","Non-Special Education",80,76,95.0,"*","*","*","*"
"Hartford School District","Classical Magnet School","Special Education","*","*","*","*","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-Special Education",75,48,64.0,7,9.3,20,26.7
"Hartford School District","Culinary Arts Academy","Special Education",22,10,45.5,8,36.4,"*","*"
"Hartford School District","Great Path Academy High School at MCC","Non-Special Education",46,42,91.3,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Special Education",6,6,100.0,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-Special Education",71,47,66.2,9,12.7,15,21.1
"Hartford School District","HPHS Academy of Engineering and Green Technology","Special Education",15,6,40.0,"*","*",8,53.3
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-Special Education",115,79,68.7,10,8.7,26,22.6
"Hartford School District","HPHS Academy of Nursing and Health Science","Special Education",19,10,52.6,"*","*",7,36.8
"Hartford School District","HPHS Law and Government Academy","Non-Special Education",105,79,75.2,12,11.4,14,13.3
"Hartford School District","HPHS Law and Government Academy","Special Education",16,8,50.0,6,37.5,"*","*"
"Hartford School District","High School Inc.","Non-Special Education",61,38,62.3,6,9.8,17,27.9
"Hartford School District","High School Inc.","Special Education",15,10,66.7,"*","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Non-Special Education",57,44,77.2,"*","*",11,19.3
"Hartford School District","Journalism and Media Academy Magnet School","Special Education",16,11,68.8,"*","*","*","*"
"Hartford School District","OPPortunity High School","Non-Special Education",52,16,30.8,22,42.3,14,26.9
"Hartford School District","OPPortunity High School","Special Education",14,6,42.9,8,57.1,"*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-Special Education",60,56,93.3,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Special Education",12,9,75.0,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-Special Education",95,87,91.6,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Special Education",8,7,87.5,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-Special Education",74,70,94.6,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Special Education",6,"*","*","*","*","*","*"
"Killingly School District","Killingly High School","Non-Special Education",182,154,84.6,"*","*","*","*"
"Killingly School District","Killingly High School","Special Education",22,17,77.3,"*","*","*","*"
"Learn","Connecticut River Academy","Non-Special Education",86,81,94.2,"*","*","*","*"
"Learn","Connecticut River Academy","Special Education",11,9,81.8,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-Special Education",23,22,95.7,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Special Education","*","*","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Non-Special Education",30,27,90.0,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Special Education","*","*","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Non-Special Education",95,91,95.8,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Special Education",9,7,77.8,"*","*","*","*"
"Ledyard School District","Ledyard High School","Non-Special Education",204,196,96.1,"*","*","*","*"
"Ledyard School District","Ledyard High School","Special Education",32,27,84.4,"*","*","*","*"
"Litchfield School District","Litchfield High School","Non-Special Education","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Special Education","*","*","*","*","*","*","*"
"Madison School District","Daniel Hand High School","Non-Special Education",283,278,98.2,"*","*","*","*"
"Madison School District","Daniel Hand High School","Special Education",35,32,91.4,"*","*","*","*"
"Manchester School District","Manchester High School","Non-Special Education",367,327,89.1,13,3.5,"*","*"
"Manchester School District","Manchester High School","Special Education",48,35,72.9,9,18.8,"*","*"
"Meriden School District","Francis T. Maloney High School","Non-Special Education",266,209,78.6,17,6.4,40,15.0
"Meriden School District","Francis T. Maloney High School","Special Education",47,21,44.7,13,27.7,13,27.7
"Meriden School District","Orville H. Platt High School","Non-Special Education",243,214,88.1,7,2.9,22,9.1
"Meriden School District","Orville H. Platt High School","Special Education",49,21,42.9,8,16.3,20,40.8
"Middletown School District","Middletown High School","Non-Special Education",274,250,91.2,"*","*","*","*"
"Middletown School District","Middletown High School","Special Education",31,23,74.2,"*","*","*","*"
"Milford School District","Jonathan Law High School","Non-Special Education",227,209,92.1,8,3.5,10,4.4
"Milford School District","Jonathan Law High School","Special Education",35,25,71.4,9,25.7,"*","*"
"Milford School District","Joseph A. Foran High School","Non-Special Education",206,199,96.6,"*","*","*","*"
"Milford School District","Joseph A. Foran High School","Special Education",34,32,94.1,"*","*","*","*"
"Monroe School District","Masuk High School","Non-Special Education",263,261,99.2,"*","*","*","*"
"Monroe School District","Masuk High School","Special Education",32,28,87.5,"*","*","*","*"
"Montville School District","Montville High School","Non-Special Education",171,153,89.5,"*","*","*","*"
"Montville School District","Montville High School","Special Education",13,11,84.6,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","Non-Special Education",284,237,83.5,15,5.3,"*","*"
"Naugatuck School District","Naugatuck High School","Special Education",47,34,72.3,8,17.0,"*","*"
"New Britain School District","New Britain High School","Non-Special Education",564,377,66.8,81,14.4,106,18.8
"New Britain School District","New Britain High School","Special Education",60,32,53.3,15,25.0,13,21.7
"New Canaan School District","New Canaan High School","Non-Special Education",277,276,99.6,"*","*","*","*"
"New Canaan School District","New Canaan High School","Special Education",33,30,90.9,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-Special Education",212,209,98.6,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Special Education",23,22,95.7,"*","*","*","*"
"New Haven School District","Cooperative High School","Non-Special Education",151,144,95.4,"*","*",6,4.0
"New Haven School District","Cooperative High School","Special Education",13,10,76.9,"*","*","*","*"
"New Haven School District","High School In The Community","Non-Special Education",47,22,46.8,10,21.3,15,31.9
"New Haven School District","High School In The Community","Special Education",12,"*","*","*","*","*","*"
"New Haven School District","Hill Regional Career High School","Non-Special Education",164,145,88.4,"*","*",17,10.4
"New Haven School District","Hill Regional Career High School","Special Education",10,8,80.0,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-Special Education",29,26,89.7,"*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Special Education",8,7,87.5,"*","*","*","*"
"New Haven School District","James Hillhouse High School","Non-Special Education",229,165,72.1,16,7.0,48,21.0
"New Haven School District","James Hillhouse High School","Special Education",39,21,53.8,13,33.3,"*","*"
"New Haven School District","Metropolitan Business Academy","Non-Special Education",86,79,91.9,"*","*",7,8.1
"New Haven School District","Metropolitan Business Academy","Special Education",6,"*","*","*","*","*","*"
"New Haven School District","New Haven Academy","Non-Special Education",58,49,84.5,"*","*","*","*"
"New Haven School District","New Haven Academy","Special Education",7,6,85.7,"*","*","*","*"
"New Haven School District","Sound School","Non-Special Education",75,70,93.3,"*","*","*","*"
"New Haven School District","Sound School","Special Education",10,9,90.0,"*","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-Special Education",264,181,68.6,14,5.3,69,26.1
"New Haven School District","Wilbur Cross High School","Special Education",31,11,35.5,10,32.3,10,32.3
"New London School District","New London High School","Non-Special Education",189,144,76.2,7,3.7,"*","*"
"New London School District","New London High School","Special Education",34,18,52.9,11,32.4,"*","*"
"New Milford School District","New Milford High School","Non-Special Education",345,323,93.6,"*","*",16,4.6
"New Milford School District","New Milford High School","Special Education",32,20,62.5,"*","*",8,25.0
"Newington School District","Newington High School","Non-Special Education",329,317,96.4,"*","*","*","*"
"Newington School District","Newington High School","Special Education",33,20,60.6,"*","*","*","*"
"Newtown School District","Newtown High School","Non-Special Education",379,377,99.5,"*","*","*","*"
"Newtown School District","Newtown High School","Special Education",40,29,72.5,"*","*","*","*"
"North Branford School District","North Branford High School","Non-Special Education",120,110,91.7,"*","*","*","*"
"North Branford School District","North Branford High School","Special Education",26,25,96.2,"*","*","*","*"
"North Haven School District","North Haven High School","Non-Special Education",285,266,93.3,"*","*",13,4.6
"North Haven School District","North Haven High School","Special Education",24,17,70.8,"*","*",6,25.0
"North Stonington School District","Wheeler High School","Non-Special Education",49,47,95.9,"*","*","*","*"
"North Stonington School District","Wheeler High School","Special Education",7,7,100.0,"*","*","*","*"
"Norwalk School District","Brien McMahon High School","Non-Special Education",352,309,87.8,27,7.7,16,4.5
"Norwalk School District","Brien McMahon High School","Special Education",43,34,79.1,7,16.3,"*","*"
"Norwalk School District","Norwalk High School","Non-Special Education",332,307,92.5,8,2.4,17,5.1
"Norwalk School District","Norwalk High School","Special Education",43,37,86.0,"*","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-Special Education",35,"*","*",22,62.9,12,34.3
"Norwalk School District","Norwalk Pathways Academy at Briggs","Special Education",7,"*","*","*","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","Non-Special Education",538,488,90.7,"*","*",49,9.1
"Norwich Free Academy District","Norwich Free Academy","Special Education",70,45,64.3,"*","*",14,20.0
"Old Saybrook School District","Old Saybrook Senior High School","Non-Special Education",123,117,95.1,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Special Education",10,8,80.0,"*","*","*","*"
"Oxford School District","Oxford High School","Non-Special Education",165,162,98.2,"*","*","*","*"
"Oxford School District","Oxford High School","Special Education",8,6,75.0,"*","*","*","*"
"Plainfield School District","Plainfield High School","Non-Special Education",149,135,90.6,"*","*","*","*"
"Plainfield School District","Plainfield High School","Special Education",22,10,45.5,"*","*","*","*"
"Plainville School District","Plainville High School","Non-Special Education",151,141,93.4,"*","*","*","*"
"Plainville School District","Plainville High School","Special Education",20,15,75.0,"*","*","*","*"
"Plymouth School District","Terryville High School","Non-Special Education",113,108,95.6,"*","*","*","*"
"Plymouth School District","Terryville High School","Special Education",14,9,64.3,"*","*","*","*"
"Portland School District","Portland High School","Non-Special Education",101,96,95.0,"*","*","*","*"
"Portland School District","Portland High School","Special Education",11,8,72.7,"*","*","*","*"
"Putnam School District","Putnam High School","Non-Special Education",52,46,88.5,"*","*","*","*"
"Putnam School District","Putnam High School","Special Education",13,10,76.9,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-Special Education",103,93,90.3,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Special Education",17,14,82.4,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Non-Special Education",117,115,98.3,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Special Education",19,18,94.7,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Non-Special Education",363,358,98.6,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Special Education",52,46,88.5,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-Special Education",76,73,96.1,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Special Education",16,13,81.3,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-Special Education",179,176,98.3,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Special Education",7,7,100.0,"*","*","*","*"
"Regional School District 08","RHAM High School","Non-Special Education",248,239,96.4,6,2.4,"*","*"
"Regional School District 08","RHAM High School","Special Education",42,34,81.0,8,19.0,"*","*"
"Regional School District 09","Joel Barlow High School","Non-Special Education",218,211,96.8,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Special Education",31,30,96.8,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-Special Education",186,181,97.3,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Special Education",27,21,77.8,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Non-Special Education","*","*","*","*","*","*","*"
"Regional School District 11","Parish Hill High School","Special Education","*","*","*","*","*","*","*"
"Regional School District 12","Shepaug Valley School","Non-Special Education",63,62,98.4,"*","*","*","*"
"Regional School District 12","Shepaug Valley School","Special Education",14,14,100.0,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-Special Education",109,107,98.2,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Special Education",21,18,85.7,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-Special Education",187,184,98.4,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Special Education",20,18,90.0,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-Special Education",283,279,98.6,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Special Education",43,37,86.0,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-Special Education",156,154,98.7,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Special Education",20,13,65.0,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-Special Education",124,124,100.0,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Special Education",27,25,92.6,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-Special Education",100,99,99.0,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Special Education",8,6,75.0,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Non-Special Education",246,239,97.2,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Special Education",39,33,84.6,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Non-Special Education",418,412,98.6,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Special Education",39,35,89.7,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-Special Education",167,154,92.2,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Special Education",14,13,92.9,"*","*","*","*"
"Seymour School District","Seymour High School","Non-Special Education",123,112,91.1,"*","*","*","*"
"Seymour School District","Seymour High School","Special Education",13,8,61.5,"*","*","*","*"
"Shelton School District","Shelton High School","Non-Special Education",335,320,95.5,"*","*","*","*"
"Shelton School District","Shelton High School","Special Education",30,16,53.3,"*","*","*","*"
"Simsbury School District","Simsbury High School","Non-Special Education",346,340,98.3,"*","*","*","*"
"Simsbury School District","Simsbury High School","Special Education",41,35,85.4,"*","*","*","*"
"Somers School District","Somers High School","Non-Special Education",115,114,99.1,"*","*","*","*"
"Somers School District","Somers High School","Special Education",15,12,80.0,"*","*","*","*"
