"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,"Graduates",,"Non-Graduates",,,
"Canton School District","Canton High School","Not Eligible For Lunch",127,120,94.5,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Eligible For Free Lunch",11,9,81.8,"*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Capitol Region Education Council","Academy of Aerospace and Engineering","Not Eligible For Lunch",18,17,94.4,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Free Lunch",47,37,78.7,"*","*",8,17.0
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Eligible For Reduced Lunch",11,11,100.0,"*","*","*","*"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Not Eligible For Lunch",37,32,86.5,"*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Eligible For Free Lunch",25,23,92.0,"*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Eligible For Reduced Lunch",7,7,100.0,"*","*","*","*"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Not Eligible For Lunch",14,13,92.9,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Free Lunch",25,24,96.0,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Eligible For Reduced Lunch",20,20,100.0,"*","*","*","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Not Eligible For Lunch",51,48,94.1,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Eligible For Free Lunch",23,20,87.0,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Eligible For Reduced Lunch",15,13,86.7,"*","*","*","*"
"Capitol Region Education Council","Public Safety Academy","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Cheshire School District","Cheshire High School","Eligible For Free Lunch",25,22,88.0,"*","*","*","*"
"Cheshire School District","Cheshire High School","Eligible For Reduced Lunch",12,12,100.0,"*","*","*","*"
"Cheshire School District","Cheshire High School","Not Eligible For Lunch",329,326,99.1,"*","*","*","*"
"Clinton School District","The Morgan School","Eligible For Free Lunch",14,"*","*","*","*","*","*"
"Clinton School District","The Morgan School","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Clinton School District","The Morgan School","Not Eligible For Lunch",108,103,95.4,"*","*","*","*"
"Colchester School District","Bacon Academy","Eligible For Free Lunch",27,26,96.3,"*","*","*","*"
"Colchester School District","Bacon Academy","Eligible For Reduced Lunch",7,7,100.0,"*","*","*","*"
"Colchester School District","Bacon Academy","Not Eligible For Lunch",214,204,95.3,8,3.7,"*","*"
"Common Ground High School District","Common Ground High School","Eligible For Free Lunch",18,15,83.3,"*","*","*","*"
"Common Ground High School District","Common Ground High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Common Ground High School District","Common Ground High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Eligible For Free Lunch",132,126,95.5,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Eligible For Reduced Lunch",27,25,92.6,"*","*","*","*"
"Connecticut Technical High School System","A. I. Prince Technical High School","Not Eligible For Lunch",24,24,100.0,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Eligible For Free Lunch",114,104,91.2,"*","*",9,7.9
"Connecticut Technical High School System","Bullard-Havens Technical High School","Eligible For Reduced Lunch",36,33,91.7,"*","*","*","*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","Not Eligible For Lunch",35,33,94.3,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Eligible For Free Lunch",98,93,94.9,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Eligible For Reduced Lunch",19,19,100.0,"*","*","*","*"
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Not Eligible For Lunch",26,24,92.3,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Eligible For Free Lunch",84,76,90.5,"*","*",8,9.5
"Connecticut Technical High School System","Eli Whitney Technical High School","Eligible For Reduced Lunch",16,16,100.0,"*","*","*","*"
"Connecticut Technical High School System","Eli Whitney Technical High School","Not Eligible For Lunch",11,10,90.9,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Eligible For Free Lunch",57,52,91.2,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Eligible For Reduced Lunch",20,20,100.0,"*","*","*","*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Not Eligible For Lunch",50,48,96.0,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Eligible For Free Lunch",34,34,100.0,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Eligible For Reduced Lunch",21,19,90.5,"*","*","*","*"
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Not Eligible For Lunch",72,69,95.8,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Eligible For Free Lunch",63,59,93.7,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Eligible For Reduced Lunch",21,21,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Not Eligible For Lunch",94,92,97.9,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Eligible For Free Lunch",40,40,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Eligible For Reduced Lunch",8,8,100.0,"*","*","*","*"
"Connecticut Technical High School System","H. H. Ellis Technical High School","Not Eligible For Lunch",63,59,93.7,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Eligible For Free Lunch",61,57,93.4,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Eligible For Reduced Lunch",18,17,94.4,"*","*","*","*"
"Connecticut Technical High School System","Henry Abbott Technical High School","Not Eligible For Lunch",64,63,98.4,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Eligible For Free Lunch",62,62,100.0,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Eligible For Reduced Lunch",21,21,100.0,"*","*","*","*"
"Connecticut Technical High School System","Howell Cheney Technical High School","Not Eligible For Lunch",71,70,98.6,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Eligible For Free Lunch",58,55,94.8,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Eligible For Reduced Lunch",11,11,100.0,"*","*","*","*"
"Connecticut Technical High School System","Norwich Technical High School","Not Eligible For Lunch",87,86,98.9,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Eligible For Free Lunch",43,40,93.0,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Eligible For Reduced Lunch",8,8,100.0,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Not Eligible For Lunch",94,92,97.9,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Eligible For Free Lunch",59,58,98.3,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Eligible For Reduced Lunch",40,39,97.5,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Not Eligible For Lunch",108,106,98.1,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Eligible For Free Lunch",46,42,91.3,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Eligible For Reduced Lunch",11,10,90.9,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Not Eligible For Lunch",84,81,96.4,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Free Lunch",81,80,98.8,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Reduced Lunch",24,24,100.0,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Not Eligible For Lunch",78,76,97.4,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Eligible For Free Lunch",36,36,100.0,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Eligible For Reduced Lunch",13,13,100.0,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Not Eligible For Lunch",80,78,97.5,"*","*","*","*"
"Coventry School District","Coventry High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Coventry School District","Coventry High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Coventry School District","Coventry High School","Not Eligible For Lunch",114,113,99.1,"*","*","*","*"
"Cromwell School District","Cromwell High School","Eligible For Free Lunch",16,13,81.3,"*","*","*","*"
"Cromwell School District","Cromwell High School","Eligible For Reduced Lunch",12,10,83.3,"*","*","*","*"
"Cromwell School District","Cromwell High School","Not Eligible For Lunch",103,99,96.1,"*","*","*","*"
"Danbury School District","Danbury High School","Eligible For Free Lunch",253,182,71.9,30,11.9,41,16.2
"Danbury School District","Danbury High School","Eligible For Reduced Lunch",99,85,85.9,8,8.1,6,6.1
"Danbury School District","Danbury High School","Not Eligible For Lunch",359,319,88.9,20,5.6,20,5.6
"Darien School District","Darien High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Darien School District","Darien High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Darien School District","Darien High School","Not Eligible For Lunch",323,318,98.5,"*","*","*","*"
"Derby School District","Derby High School","Eligible For Free Lunch",45,34,75.6,"*","*",6,13.3
"Derby School District","Derby High School","Eligible For Reduced Lunch",15,13,86.7,"*","*","*","*"
"Derby School District","Derby High School","Not Eligible For Lunch",42,36,85.7,"*","*","*","*"
"East Granby School District","East Granby High School","Eligible For Free Lunch",6,"*","*","*","*","*","*"
"East Granby School District","East Granby High School","Not Eligible For Lunch",58,"*","*","*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Free Lunch",12,9,75.0,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Reduced Lunch",9,9,100.0,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Not Eligible For Lunch",79,78,98.7,"*","*","*","*"
"East Hampton School District","East Hampton High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"East Hampton School District","East Hampton High School","Not Eligible For Lunch",106,105,99.1,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Eligible For Free Lunch",11,11,100.0,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Not Eligible For Lunch",32,31,96.9,"*","*","*","*"
"East Hartford School District","East Hartford High School","Eligible For Free Lunch",209,177,84.7,14,6.7,18,8.6
"East Hartford School District","East Hartford High School","Eligible For Reduced Lunch",56,50,89.3,"*","*","*","*"
"East Hartford School District","East Hartford High School","Not Eligible For Lunch",87,77,88.5,"*","*","*","*"
"East Hartford School District","Stevens Alternate High school","Eligible For Free Lunch",68,27,39.7,24,35.3,17,25.0
"East Hartford School District","Stevens Alternate High school","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"East Hartford School District","Stevens Alternate High school","Not Eligible For Lunch",10,"*","*","*","*","*","*"
"East Haven School District","East Haven High School","Eligible For Free Lunch",88,62,70.5,6,6.8,20,22.7
"East Haven School District","East Haven High School","Eligible For Reduced Lunch",42,34,81.0,"*","*",7,16.7
"East Haven School District","East Haven High School","Not Eligible For Lunch",120,111,92.5,"*","*",6,5.0
"East Lyme School District","East Lyme High School","Eligible For Free Lunch",15,14,93.3,"*","*","*","*"
"East Lyme School District","East Lyme High School","Eligible For Reduced Lunch",13,13,100.0,"*","*","*","*"
"East Lyme School District","East Lyme High School","Not Eligible For Lunch",234,228,97.4,"*","*","*","*"
"East Windsor School District","East Windsor High School","Eligible For Free Lunch",33,28,84.8,"*","*","*","*"
"East Windsor School District","East Windsor High School","Eligible For Reduced Lunch",11,10,90.9,"*","*","*","*"
"East Windsor School District","East Windsor High School","Not Eligible For Lunch",63,58,92.1,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Eligible For Free Lunch",14,13,92.9,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Not Eligible For Lunch",18,16,88.9,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Free Lunch",20,11,55.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Not Eligible For Lunch",11,7,63.6,"*","*","*","*"
"Ellington School District","Ellington High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","Not Eligible For Lunch",171,164,95.9,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Eligible For Free Lunch",14,7,50.0,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Enfield School District","Enfield High School","Eligible For Free Lunch",55,35,63.6,"*","*",15,27.3
"Enfield School District","Enfield High School","Eligible For Reduced Lunch",20,15,75.0,"*","*","*","*"
"Enfield School District","Enfield High School","Not Eligible For Lunch",115,107,93.0,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Eligible For Free Lunch",45,35,77.8,"*","*",6,13.3
"Enfield School District","Enrico Fermi High School","Eligible For Reduced Lunch",18,17,94.4,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Not Eligible For Lunch",169,157,92.9,"*","*",7,4.1
"Explorations District","Explorations","Eligible For Free Lunch",15,9,60.0,"*","*","*","*"
"Explorations District","Explorations","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Explorations District","Explorations","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Free Lunch",28,19,67.9,7,25.0,"*","*"
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Not Eligible For Lunch",332,320,96.4,6,1.8,6,1.8
"Fairfield School District","Fairfield Warde High School","Eligible For Free Lunch",56,48,85.7,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Eligible For Reduced Lunch",13,12,92.3,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Not Eligible For Lunch",287,276,96.2,7,2.4,"*","*"
"Farmington School District","Farmington High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Farmington School District","Farmington High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Farmington School District","Farmington High School","Not Eligible For Lunch",307,299,97.4,6,2.0,"*","*"
"Glastonbury School District","Glastonbury High School","Eligible For Free Lunch",41,38,92.7,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Eligible For Reduced Lunch",19,18,94.7,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Not Eligible For Lunch",505,502,99.4,"*","*","*","*"
"Granby School District","Granby Memorial High School","Eligible For Free Lunch",11,"*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Granby School District","Granby Memorial High School","Not Eligible For Lunch",182,179,98.4,"*","*","*","*"
"Greenwich School District","Greenwich High School","Eligible For Free Lunch",88,79,89.8,"*","*","*","*"
"Greenwich School District","Greenwich High School","Eligible For Reduced Lunch",28,26,92.9,"*","*","*","*"
"Greenwich School District","Greenwich High School","Not Eligible For Lunch",541,532,98.3,"*","*","*","*"
"Griswold School District","Griswold High School","Eligible For Free Lunch",55,41,74.5,6,10.9,8,14.5
"Griswold School District","Griswold High School","Eligible For Reduced Lunch",18,13,72.2,"*","*","*","*"
"Griswold School District","Griswold High School","Not Eligible For Lunch",94,88,93.6,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Eligible For Free Lunch",105,80,76.2,7,6.7,18,17.1
"Groton School District","Robert E. Fitch High School","Eligible For Reduced Lunch",45,37,82.2,"*","*",8,17.8
"Groton School District","Robert E. Fitch High School","Not Eligible For Lunch",165,152,92.1,"*","*",11,6.7
"Guilford School District","Guilford High School","Eligible For Free Lunch",25,20,80.0,"*","*","*","*"
"Guilford School District","Guilford High School","Eligible For Reduced Lunch",16,14,87.5,"*","*","*","*"
"Guilford School District","Guilford High School","Not Eligible For Lunch",241,229,95.0,8,3.3,"*","*"
"Hamden School District","Hamden High School","Eligible For Free Lunch",121,97,80.2,14,11.6,10,8.3
"Hamden School District","Hamden High School","Eligible For Reduced Lunch",60,55,91.7,"*","*","*","*"
"Hamden School District","Hamden High School","Not Eligible For Lunch",261,254,97.3,"*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Eligible For Free Lunch",199,146,73.4,25,12.6,28,14.1
"Hartford School District","Bulkeley High School Upper School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","Bulkeley High School Upper School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Eligible For Free Lunch",32,32,100.0,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Eligible For Reduced Lunch",13,13,100.0,"*","*","*","*"
"Hartford School District","Capital Preparatory Magnet School","Not Eligible For Lunch",9,7,77.8,"*","*","*","*"
"Hartford School District","Classical Magnet School","Eligible For Free Lunch",32,30,93.8,"*","*","*","*"
"Hartford School District","Classical Magnet School","Eligible For Reduced Lunch",15,14,93.3,"*","*","*","*"
"Hartford School District","Classical Magnet School","Not Eligible For Lunch",37,36,97.3,"*","*","*","*"
"Hartford School District","Culinary Arts Academy","Eligible For Free Lunch",96,58,60.4,15,15.6,23,24.0
"Hartford School District","Culinary Arts Academy","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Eligible For Free Lunch",30,28,93.3,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Eligible For Reduced Lunch",10,8,80.0,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Not Eligible For Lunch",12,12,100.0,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Eligible For Free Lunch",85,52,61.2,10,11.8,23,27.1
"Hartford School District","HPHS Academy of Engineering and Green Technology","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Eligible For Free Lunch",132,88,66.7,11,8.3,33,25.0
"Hartford School District","HPHS Academy of Nursing and Health Science","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Eligible For Free Lunch",119,86,72.3,17,14.3,16,13.4
"Hartford School District","HPHS Law and Government Academy","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","High School Inc.","Eligible For Free Lunch",62,40,64.5,6,9.7,16,25.8
"Hartford School District","High School Inc.","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","High School Inc.","Not Eligible For Lunch",9,"*","*","*","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Eligible For Free Lunch",67,50,74.6,"*","*",13,19.4
"Hartford School District","Journalism and Media Academy Magnet School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","OPPortunity High School","Eligible For Free Lunch",65,22,33.8,30,46.2,13,20.0
"Hartford School District","OPPortunity High School","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Eligible For Free Lunch",33,31,93.9,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Eligible For Reduced Lunch",9,7,77.8,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Not Eligible For Lunch",30,27,90.0,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Eligible For Free Lunch",103,94,91.3,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Eligible For Free Lunch",32,28,87.5,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Eligible For Reduced Lunch",13,13,100.0,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Not Eligible For Lunch",35,33,94.3,"*","*","*","*"
"Killingly School District","Killingly High School","Eligible For Free Lunch",64,45,70.3,"*","*",14,21.9
"Killingly School District","Killingly High School","Eligible For Reduced Lunch",22,19,86.4,"*","*","*","*"
"Killingly School District","Killingly High School","Not Eligible For Lunch",118,107,90.7,"*","*","*","*"
"Learn","Connecticut River Academy","Eligible For Free Lunch",39,34,87.2,"*","*","*","*"
"Learn","Connecticut River Academy","Eligible For Reduced Lunch",22,21,95.5,"*","*","*","*"
"Learn","Connecticut River Academy","Not Eligible For Lunch",36,35,97.2,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Not Eligible For Lunch",18,18,100.0,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Eligible For Free Lunch",15,13,86.7,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Not Eligible For Lunch",15,14,93.3,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Not Eligible For Lunch",84,80,95.2,"*","*","*","*"
"Ledyard School District","Ledyard High School","Eligible For Free Lunch",43,36,83.7,"*","*","*","*"
"Ledyard School District","Ledyard High School","Eligible For Reduced Lunch",16,15,93.8,"*","*","*","*"
"Ledyard School District","Ledyard High School","Not Eligible For Lunch",177,172,97.2,"*","*","*","*"
"Litchfield School District","Litchfield High School","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
