"Four-Year Graduation Rates, 2012-13"
"All Districts, All Schools, Special Education Status"

"",,,,"Graduates",,"Non-Graduates",,,
"Connecticut Technical High School System","Norwich Technical High School","Special Education",16,16,100.0,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-Special Education",152,151,99.3,"*","*","*","*"
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Special Education",15,14,93.3,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Non-Special Education",197,195,99.0,"*","*","*","*"
"Connecticut Technical High School System","Platt Technical High School","Special Education",10,10,100.0,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Non-Special Education",116,110,94.8,"*","*","*","*"
"Connecticut Technical High School System","Vinal Technical High School","Special Education",25,23,92.0,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-Special Education",187,183,97.9,"*","*","*","*"
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Special Education","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Non-Special Education",121,119,98.3,"*","*","*","*"
"Connecticut Technical High School System","Windham Technical High School","Special Education",11,11,100.0,"*","*","*","*"
"Coventry School District","Coventry High School","Non-Special Education",118,110,93.2,"*","*","*","*"
"Coventry School District","Coventry High School","Special Education",17,12,70.6,"*","*","*","*"
"Cromwell School District","Cromwell High School","Non-Special Education",125,119,95.2,"*","*","*","*"
"Cromwell School District","Cromwell High School","Special Education",16,13,81.3,"*","*","*","*"
"Danbury School District","Alternative Center For Excellence","Non-Special Education",27,"*","*","*","*",11,40.7
"Danbury School District","Alternative Center For Excellence","Special Education",7,"*","*","*","*","*","*"
"Danbury School District","Danbury High School","Non-Special Education",667,546,81.9,55,8.2,66,9.9
"Danbury School District","Danbury High School","Special Education",69,35,50.7,25,36.2,"*","*"
"Darien School District","Darien High School","Non-Special Education",277,273,98.6,"*","*","*","*"
"Darien School District","Darien High School","Special Education",35,32,91.4,"*","*","*","*"
"Derby School District","Derby High School","Non-Special Education",80,"*","*","*","*","*","*"
"Derby School District","Derby High School","Special Education",6,"*","*","*","*","*","*"
"East Granby School District","East Granby High School","Non-Special Education",62,61,98.4,"*","*","*","*"
"East Granby School District","East Granby High School","Special Education",7,6,85.7,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Non-Special Education",83,82,98.8,"*","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Special Education",12,12,100.0,"*","*","*","*"
"East Hampton School District","East Hampton High School","Non-Special Education",119,118,99.2,"*","*","*","*"
"East Hampton School District","East Hampton High School","Special Education",11,8,72.7,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-Special Education",37,35,94.6,"*","*","*","*"
"East Hartford School District","Connecticut IB Academy","Special Education","*","*","*","*","*","*","*"
"East Hartford School District","East Hartford High School","Non-Special Education",330,296,89.7,"*","*",30,9.1
"East Hartford School District","East Hartford High School","Special Education",48,28,58.3,10,20.8,9,18.8
"East Hartford School District","Stevens Alternate High school","Non-Special Education",96,49,51.0,23,24.0,24,25.0
"East Hartford School District","Stevens Alternate High school","Special Education","*","*","*","*","*",6,31.6
"East Haven School District","East Haven High School","Non-Special Education",213,167,78.4,"*","*",32,15.0
"East Haven School District","East Haven High School","Special Education",24,12,50.0,"*","*",8,33.3
"East Lyme School District","East Lyme High School","Non-Special Education",262,258,98.5,"*","*","*","*"
"East Lyme School District","East Lyme High School","Special Education",47,35,74.5,"*","*","*","*"
"East Windsor School District","East Windsor High School","Non-Special Education",76,67,88.2,"*","*","*","*"
"East Windsor School District","East Windsor High School","Special Education",19,12,63.2,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-Special Education",24,22,91.7,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Special Education","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-Special Education",34,26,76.5,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Special Education","*","*","*","*","*","*","*"
"Ellington School District","Ellington High School","Non-Special Education",179,167,93.3,"*","*","*","*"
"Ellington School District","Ellington High School","Special Education",18,14,77.8,"*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-Special Education",13,8,61.5,"*","*","*","*"
"Enfield School District","Enfield High School","Non-Special Education",153,132,86.3,7,4.6,14,9.2
"Enfield School District","Enfield High School","Special Education",30,18,60.0,"*","*","*","*"
"Enfield School District","Enrico Fermi High School","Non-Special Education",225,214,95.1,"*","*",10,4.4
"Enfield School District","Enrico Fermi High School","Special Education",31,24,77.4,"*","*","*","*"
"Explorations District","Explorations","Non-Special Education",24,"*","*","*","*","*","*"
"Explorations District","Explorations","Special Education",8,"*","*","*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-Special Education",342,331,96.8,"*","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Special Education",41,34,82.9,"*","*","*","*"
"Fairfield School District","Fairfield Warde High School","Non-Special Education",282,267,94.7,8,2.8,7,2.5
"Fairfield School District","Fairfield Warde High School","Special Education",32,20,62.5,11,34.4,"*","*"
"Farmington School District","Farmington High School","Non-Special Education",290,284,97.9,"*","*","*","*"
"Farmington School District","Farmington High School","Special Education",28,24,85.7,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-Special Education",488,484,99.2,"*","*","*","*"
"Glastonbury School District","Glastonbury High School","Special Education",62,51,82.3,"*","*","*","*"
"Granby School District","Granby Memorial High School","Non-Special Education",183,182,99.5,"*","*","*","*"
"Granby School District","Granby Memorial High School","Special Education",10,8,80.0,"*","*","*","*"
"Greenwich School District","Greenwich High School","Non-Special Education",592,571,96.5,12,2.0,"*","*"
"Greenwich School District","Greenwich High School","Special Education",94,81,86.2,12,12.8,"*","*"
"Griswold School District","Griswold High School","Non-Special Education",149,135,90.6,"*","*","*","*"
"Griswold School District","Griswold High School","Special Education",18,12,66.7,"*","*","*","*"
"Groton School District","Robert E. Fitch High School","Non-Special Education",279,241,86.4,6,2.2,32,11.5
"Groton School District","Robert E. Fitch High School","Special Education",41,26,63.4,7,17.1,8,19.5
"Guilford School District","Guilford High School","Non-Special Education",242,233,96.3,"*","*","*","*"
"Guilford School District","Guilford High School","Special Education",36,28,77.8,"*","*","*","*"
"Hamden School District","Hamden High School","Non-Special Education",385,339,88.1,26,6.8,"*","*"
"Hamden School District","Hamden High School","Special Education",58,47,81.0,8,13.8,"*","*"
"Hartford School District","Bulkeley High School Upper School","Non-Special Education",151,117,77.5,8,5.3,26,17.2
"Hartford School District","Bulkeley High School Upper School","Special Education",25,9,36.0,"*","*",11,44.0
"Hartford School District","Capital Preparatory Magnet School","Non-Special Education",33,33,100.0,"*","*","*","*"
"Hartford School District","Classical Magnet School","Non-Special Education",85,81,95.3,"*","*","*","*"
"Hartford School District","Classical Magnet School","Special Education","*","*","*","*","*","*","*"
"Hartford School District","Culinary Arts Academy","Non-Special Education",54,35,64.8,"*","*",14,25.9
"Hartford School District","Culinary Arts Academy","Special Education",19,6,31.6,"*","*",9,47.4
"Hartford School District","Great Path Academy High School at MCC","Non-Special Education",61,58,95.1,"*","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Special Education",7,6,85.7,"*","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-Special Education",87,60,69.0,8,9.2,19,21.8
"Hartford School District","HPHS Academy of Engineering and Green Technology","Special Education",25,11,44.0,"*","*",10,40.0
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-Special Education",115,82,71.3,"*","*",30,26.1
"Hartford School District","HPHS Academy of Nursing and Health Science","Special Education",24,13,54.2,"*","*",6,25.0
"Hartford School District","HPHS Law and Government Academy","Non-Special Education",104,75,72.1,15,14.4,14,13.5
"Hartford School District","HPHS Law and Government Academy","Special Education",16,11,68.8,"*","*","*","*"
"Hartford School District","High School Inc.","Non-Special Education",83,63,75.9,"*","*",20,24.1
"Hartford School District","High School Inc.","Special Education",23,12,52.2,"*","*",8,34.8
"Hartford School District","Journalism and Media Academy Magnet School","Non-Special Education",48,35,72.9,"*","*",9,18.8
"Hartford School District","Journalism and Media Academy Magnet School","Special Education",6,"*","*","*","*","*","*"
"Hartford School District","OPPortunity High School","Non-Special Education",60,33,55.0,"*","*",22,36.7
"Hartford School District","OPPortunity High School","Special Education",17,12,70.6,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Non-Special Education",58,54,93.1,"*","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Special Education",12,11,91.7,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-Special Education",86,81,94.2,"*","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Special Education","*","*","*","*","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-Special Education",86,84,97.7,"*","*","*","*"
"Hartford School District","University High of Science and Engineering","Special Education",8,7,87.5,"*","*","*","*"
"Killingly School District","Killingly High School","Non-Special Education",189,150,79.4,"*","*",23,12.2
"Killingly School District","Killingly High School","Special Education",25,14,56.0,"*","*",7,28.0
"Learn","Connecticut River Academy","Non-Special Education",23,20,87.0,"*","*","*","*"
"Learn","Connecticut River Academy","Special Education",6,6,100.0,"*","*","*","*"
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-Special Education","*","*","*","*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Non-Special Education",12,8,66.7,"*","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Special Education","*","*","*","*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Non-Special Education",109,101,92.7,"*","*","*","*"
"Lebanon School District","Lyman Memorial High School","Special Education",9,9,100.0,"*","*","*","*"
"Ledyard School District","Ledyard High School","Non-Special Education",203,187,92.1,"*","*","*","*"
"Ledyard School District","Ledyard High School","Special Education",22,21,95.5,"*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Non-Special Education","*","*","*","*","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Special Education","*","*","*","*","*","*","*"
"Litchfield School District","Litchfield High School","Non-Special Education",79,78,98.7,"*","*","*","*"
"Litchfield School District","Litchfield High School","Special Education",7,7,100.0,"*","*","*","*"
"Madison School District","Daniel Hand High School","Non-Special Education",277,276,99.6,"*","*","*","*"
"Madison School District","Daniel Hand High School","Special Education",39,37,94.9,"*","*","*","*"
"Manchester School District","Manchester High School","Non-Special Education",394,319,81.0,26,6.6,49,12.4
"Manchester School District","Manchester High School","Special Education",51,31,60.8,9,17.6,11,21.6
"Meriden School District","Francis T. Maloney High School","Non-Special Education",284,223,78.5,17,6.0,43,15.1
"Meriden School District","Francis T. Maloney High School","Special Education",45,20,44.4,14,31.1,10,22.2
"Meriden School District","Orville H. Platt High School","Non-Special Education",247,181,73.3,10,4.0,56,22.7
"Meriden School District","Orville H. Platt High School","Special Education",46,22,47.8,9,19.6,15,32.6
"Middletown School District","Middletown High School","Non-Special Education",316,267,84.5,"*","*",37,11.7
"Middletown School District","Middletown High School","Special Education",46,35,76.1,"*","*",7,15.2
"Milford School District","Jonathan Law High School","Non-Special Education",211,180,85.3,22,10.4,9,4.3
"Milford School District","Jonathan Law High School","Special Education",45,26,57.8,17,37.8,"*","*"
"Milford School District","Joseph A. Foran High School","Non-Special Education",216,205,94.9,7,3.2,"*","*"
"Milford School District","Joseph A. Foran High School","Special Education",48,34,70.8,12,25.0,"*","*"
"Monroe School District","Masuk High School","Non-Special Education",275,272,98.9,"*","*","*","*"
"Monroe School District","Masuk High School","Special Education",32,28,87.5,"*","*","*","*"
"Montville School District","Montville High School","Non-Special Education",158,142,89.9,"*","*","*","*"
"Montville School District","Montville High School","Special Education",18,13,72.2,"*","*","*","*"
"Naugatuck School District","Naugatuck High School","Non-Special Education",281,232,82.6,20,7.1,29,10.3
"Naugatuck School District","Naugatuck High School","Special Education",52,29,55.8,12,23.1,11,21.2
"New Britain School District","New Britain High School","Non-Special Education",530,349,65.8,51,9.6,130,24.5
"New Britain School District","New Britain High School","Special Education",82,41,50.0,15,18.3,26,31.7
"New Canaan School District","New Canaan High School","Non-Special Education",295,291,98.6,"*","*","*","*"
"New Canaan School District","New Canaan High School","Special Education",43,39,90.7,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-Special Education",232,224,96.6,"*","*","*","*"
"New Fairfield School District","New Fairfield High School","Special Education",25,23,92.0,"*","*","*","*"
"New Haven School District","Cooperative High School","Non-Special Education",164,148,90.2,"*","*",11,6.7
"New Haven School District","Cooperative High School","Special Education",9,7,77.8,"*","*","*","*"
"New Haven School District","High School In The Community","Non-Special Education",54,33,61.1,"*","*",17,31.5
"New Haven School District","High School In The Community","Special Education",18,8,44.4,6,33.3,"*","*"
"New Haven School District","Hill Regional Career High School","Non-Special Education",147,136,92.5,"*","*",8,5.4
"New Haven School District","Hill Regional Career High School","Special Education",6,"*","*","*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-Special Education",32,24,75.0,"*","*",6,18.8
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Special Education","*","*","*","*","*","*","*"
"New Haven School District","James Hillhouse High School","Non-Special Education",228,137,60.1,14,6.1,77,33.8
"New Haven School District","James Hillhouse High School","Special Education",32,13,40.6,10,31.3,9,28.1
"New Haven School District","Metropolitan Business Academy","Non-Special Education",90,72,80.0,"*","*",16,17.8
"New Haven School District","Metropolitan Business Academy","Special Education","*","*","*","*","*","*","*"
"New Haven School District","New Haven Academy","Non-Special Education",72,47,65.3,7,9.7,18,25.0
"New Haven School District","New Haven Academy","Special Education","*","*","*","*","*","*","*"
"New Haven School District","Sound School","Non-Special Education",68,63,92.6,"*","*","*","*"
"New Haven School District","Sound School","Special Education",12,11,91.7,"*","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-Special Education",266,180,67.7,23,8.6,63,23.7
"New Haven School District","Wilbur Cross High School","Special Education",39,16,41.0,11,28.2,12,30.8
"New London School District","New London High School","Non-Special Education",220,150,68.2,"*","*",51,23.2
"New London School District","New London High School","Special Education",33,14,42.4,"*","*",14,42.4
"New Milford School District","New Milford High School","Non-Special Education",337,309,91.7,"*","*",23,6.8
"New Milford School District","New Milford High School","Special Education",44,31,70.5,"*","*",10,22.7
"Newington School District","Newington High School","Non-Special Education",337,316,93.8,6,1.8,15,4.5
"Newington School District","Newington High School","Special Education",36,22,61.1,8,22.2,6,16.7
"Newtown School District","Newtown High School","Non-Special Education",428,415,97.0,10,2.3,"*","*"
"Newtown School District","Newtown High School","Special Education",40,27,67.5,12,30.0,"*","*"
"North Branford School District","North Branford High School","Non-Special Education",149,144,96.6,"*","*","*","*"
"North Branford School District","North Branford High School","Special Education",21,19,90.5,"*","*","*","*"
"North Haven School District","North Haven High School","Non-Special Education",274,252,92.0,"*","*","*","*"
"North Haven School District","North Haven High School","Special Education",35,21,60.0,"*","*","*","*"
"North Stonington School District","Wheeler High School","Non-Special Education","*","*","*","*","*","*","*"
"North Stonington School District","Wheeler High School","Special Education","*","*","*","*","*","*","*"
"Norwalk School District","Brien McMahon High School","Non-Special Education",349,310,88.8,"*","*",34,9.7
"Norwalk School District","Brien McMahon High School","Special Education",36,32,88.9,"*","*","*","*"
"Norwalk School District","Norwalk High School","Non-Special Education",317,286,90.2,7,2.2,24,7.6
"Norwalk School District","Norwalk High School","Special Education",31,25,80.6,"*","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-Special Education",30,"*","*",9,30.0,16,53.3
"Norwalk School District","Norwalk Pathways Academy at Briggs","Special Education",8,"*","*","*","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","Non-Special Education",506,446,88.1,14,2.8,46,9.1
"Norwich Free Academy District","Norwich Free Academy","Special Education",67,44,65.7,10,14.9,13,19.4
"Old Saybrook School District","Old Saybrook Senior High School","Non-Special Education",129,123,95.3,"*","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Special Education",7,6,85.7,"*","*","*","*"
"Oxford School District","Oxford High School","Non-Special Education",146,144,98.6,"*","*","*","*"
"Oxford School District","Oxford High School","Special Education",7,6,85.7,"*","*","*","*"
"Plainfield School District","Plainfield High School","Non-Special Education",169,151,89.3,10,5.9,"*","*"
"Plainfield School District","Plainfield High School","Special Education",33,20,60.6,9,27.3,"*","*"
"Plainville School District","Plainville High School","Non-Special Education",176,162,92.0,"*","*","*","*"
"Plainville School District","Plainville High School","Special Education",26,20,76.9,"*","*","*","*"
"Plymouth School District","Terryville High School","Non-Special Education",113,101,89.4,"*","*","*","*"
"Plymouth School District","Terryville High School","Special Education",10,7,70.0,"*","*","*","*"
"Portland School District","Portland High School","Non-Special Education",86,"*","*","*","*","*","*"
"Portland School District","Portland High School","Special Education",6,"*","*","*","*","*","*"
"Putnam School District","Putnam High School","Non-Special Education",75,59,78.7,"*","*","*","*"
"Putnam School District","Putnam High School","Special Education",17,15,88.2,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-Special Education",96,88,91.7,"*","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Special Education",12,10,83.3,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Non-Special Education",142,139,97.9,"*","*","*","*"
"Regional School District 04","Valley Regional High School","Special Education",20,16,80.0,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Non-Special Education",352,342,97.2,"*","*","*","*"
"Regional School District 05","Amity Regional High School","Special Education",40,36,90.0,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-Special Education",84,81,96.4,"*","*","*","*"
"Regional School District 06","Wamogo Regional High School","Special Education",13,12,92.3,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-Special Education",162,157,96.9,"*","*","*","*"
"Regional School District 07","Northwestern Regional High School","Special Education",13,13,100.0,"*","*","*","*"
"Regional School District 08","RHAM High School","Non-Special Education",236,228,96.6,"*","*","*","*"
"Regional School District 08","RHAM High School","Special Education",36,30,83.3,"*","*","*","*"
"Regional School District 08","Region Alternative High School","Non-Special Education","*","*","*","*","*","*","*"
"Regional School District 08","Region Alternative High School","Special Education","*","*","*","*","*","*","*"
"Regional School District 09","Joel Barlow High School","Non-Special Education",209,204,97.6,"*","*","*","*"
"Regional School District 09","Joel Barlow High School","Special Education",25,20,80.0,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-Special Education",174,168,96.6,"*","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Special Education",24,15,62.5,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Non-Special Education",31,28,90.3,"*","*","*","*"
"Regional School District 11","Parish Hill High School","Special Education",8,8,100.0,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Non-Special Education",70,66,94.3,"*","*","*","*"
"Regional School District 12","Shepaug Valley High School","Special Education",13,12,92.3,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-Special Education",127,125,98.4,"*","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Special Education",19,18,94.7,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-Special Education",175,166,94.9,"*","*","*","*"
"Regional School District 14","Nonnewaug High School","Special Education",22,19,86.4,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-Special Education",270,260,96.3,"*","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Special Education",46,40,87.0,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-Special Education",173,158,91.3,"*","*","*","*"
"Regional School District 16","Woodland Regional High School","Special Education",11,8,72.7,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-Special Education",135,134,99.3,"*","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Special Education",27,23,85.2,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-Special Education",99,97,98.0,"*","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Special Education",14,11,78.6,"*","*","*","*"
"Regional School District 19","E. O. Smith High School","Non-Special Education",267,252,94.4,8,3.0,7,2.6
"Regional School District 19","E. O. Smith High School","Special Education",48,24,50.0,18,37.5,6,12.5
"Ridgefield School District","Ridgefield High School","Non-Special Education",372,366,98.4,"*","*","*","*"
"Ridgefield School District","Ridgefield High School","Special Education",37,32,86.5,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-Special Education",153,140,91.5,"*","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Special Education",24,19,79.2,"*","*","*","*"
"Seymour School District","Seymour High School","Non-Special Education",162,143,88.3,"*","*","*","*"
"Seymour School District","Seymour High School","Special Education",15,11,73.3,"*","*","*","*"
"Shelton School District","Shelton High School","Non-Special Education",368,344,93.5,11,3.0,"*","*"
"Shelton School District","Shelton High School","Special Education",22,11,50.0,7,31.8,"*","*"
"Simsbury School District","Simsbury High School","Non-Special Education",351,346,98.6,"*","*","*","*"
"Simsbury School District","Simsbury High School","Special Education",45,42,93.3,"*","*","*","*"
"Somers School District","Somers High School","Non-Special Education",131,129,98.5,"*","*","*","*"
"Somers School District","Somers High School","Special Education",15,12,80.0,"*","*","*","*"
