"District","District Code","School","School Code","Grade","Count","%"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",09,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",10,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",11,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",12,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","K","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",01,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",02,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,6,17.6
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,"*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,10,31.3
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,9,31.0
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,42,16.1
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,35,14.4
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,38,17.0
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","K","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",01,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",02,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",04,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",05,"N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",06,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",07,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",08,"N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",10,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",09,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",10,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",11,"*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",12,"*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",09,22,71.0
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",10,13,44.8
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",11,14,45.2
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",12,10,43.5
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""",09,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""",10,"*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""",11,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""",12,"N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","K","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",01,"*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",02,"N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,6,8.5
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,6,8.1
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,"*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,8,13.1
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,8,11.8
"Ashford School District","=""0030011""","Ashford School","=""0030111""","K","N/A","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",01,"N/A","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",02,"*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""",09,9,3.5
"Avon School District","=""0040011""","Avon High School","=""0046111""",10,7,2.5
"Avon School District","=""0040011""","Avon High School","=""0046111""",11,"*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""",12,"*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,"*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,"*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","K","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",01,"*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",02,"*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","K","N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",01,"N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",02,"*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","K","N/A","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",01,"N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",02,"N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"N/A","N/A"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""",04,"N/A","*"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""",05,"N/A","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",09,"*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",10,"*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",11,13,5.5
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",12,14,5.5
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,24,9.7
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,"*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","K","N/A","N/A"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",01,"N/A","N/A"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",02,"N/A","N/A"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,"N/A","N/A"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,"N/A","N/A"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,"N/A","N/A"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","K","N/A","N/A"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",01,"N/A","N/A"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",02,"N/A","N/A"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,"N/A","N/A"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,"N/A","N/A"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","K","N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",01,"N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",02,"N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,"*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,"N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,"*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","K","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",01,"*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",02,"N/A","N/A"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"N/A","N/A"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"N/A","N/A"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","K","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",01,"N/A","N/A"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",02,"*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",09,46,18.8
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",10,14,7.3
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",11,36,17.4
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",12,22,8.6
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,14,7.4
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,20,8.0
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,18,8.2
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","K","N/A","N/A"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",01,"N/A","N/A"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",02,"*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"N/A","N/A"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,11,5.1
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,19,8.8
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",09,46,33.1
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",10,34,29.1
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",11,27,17.9
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",12,19,15.8
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,6,4.7
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,11,10.9
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",07,26,25.0
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,25,25.0
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",06,14,51.9
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",07,8,25.0
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",08,6,18.2
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",09,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",10,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",11,7,25.0
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",12,"*","*"
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","K","*","*"
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",01,"*","*"
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",02,10,8.8
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",09,"N/A","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",10,"N/A","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",11,"*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",12,"*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",03,6,4.1
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",04,10,8.8
"Bloomfield School District","=""0110011""","SAGE","=""3480415""",09,"N/A","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","K","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","K","N/A","N/A"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",01,"N/A","N/A"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",02,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",03,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",04,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",05,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",06,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",07,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",08,"*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",09,"*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",10,7,8.8
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",11,"*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",12,6,6.9
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","K","*","*"
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""",01,"*","*"
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""",02,14,33.3
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","K","N/A","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",01,"N/A","N/A"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",02,"*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",03,"N/A","N/A"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",04,"N/A","N/A"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",05,"N/A","N/A"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",06,"N/A","N/A"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",07,"N/A","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",08,"N/A","N/A"
"Branford School District","=""0140011""","Branford High School","=""0146111""",09,19,8.9
"Branford School District","=""0140011""","Branford High School","=""0146111""",10,12,5.8
"Branford School District","=""0140011""","Branford High School","=""0146111""",11,29,12.2
"Branford School District","=""0140011""","Branford High School","=""0146111""",12,36,14.4
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""",09,7,"*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""",10,"*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""",11,10,50.0
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""",12,"*","*"
"Branford School District","=""0140011""","Bridgeport Detention Center","=""3480115""",09,"N/A","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",05,6,2.7
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",06,23,10.2
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",07,19,8.8
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",08,11,4.6
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","K","*","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",01,"N/A","N/A"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",02,"*","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",03,"N/A","N/A"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",04,"N/A","N/A"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","K","N/A","N/A"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",01,"N/A","N/A"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",02,"N/A","N/A"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",03,"N/A","N/A"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",04,"N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","K","N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",01,"N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",02,"N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",03,"N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",04,"N/A","N/A"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","K","N/A","N/A"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""",01,"*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""",02,"*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""",03,"*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","K","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",01,"*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",02,"*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",03,"*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",04,10,10.9
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",05,35,37.2
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",06,48,51.1
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",07,35,37.6
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",08,16,17.8
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",09,36,56.3
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",10,20,45.5
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",11,12,33.3
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",12,10,37.0
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""",09,56,35.0
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""",10,15,12.1
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""",11,34,25.6
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""",12,14,22.6
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","K","*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",01,"*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",02,8,9.8
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",03,8,13.6
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",04,15,23.8
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",05,8,12.7
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",06,7,16.7
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",07,10,20.4
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",08,7,12.1
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",09,186,52.2
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",10,98,38.3
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",11,58,33.5
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",12,42,18.6
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","K","*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",01,"*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",02,"*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",03,12,26.7
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",04,9,17.0
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",05,"*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",06,9,27.3
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""",09,31,22.6
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""",10,29,23.2
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""",11,34,24.5
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""",12,16,21.6
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","K","*","*"
