"District","District Code","School","School Code","Grade","Count","%"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",02,"*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,10,45.5
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,6,20.7
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,10,38.5
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,11,42.3
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,13,44.8
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,"*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,68,28.2
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,58,25.1
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Not Available","*","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","K","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",01,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",02,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",05,"N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",06,"N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",07,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",04,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",08,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",09,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",10,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",12,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",09,"*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",10,"*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",11,"*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",12,"*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",08,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",09,13,44.8
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",10,16,76.2
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",11,10,38.5
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",12,13,43.3
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""",09,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""",10,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""",11,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""",12,"N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","K","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",01,"*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",02,"*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,8,10.8
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,11,15.3
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,11,15.7
"Ashford School District","=""0030011""","Ashford School","=""0030111""","K","N/A","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",01,"N/A","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",02,"N/A","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"N/A","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,"*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"N/A","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""",09,"*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""",10,"*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""",11,"*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""",12,6,2.4
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,11,3.8
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,12,4.0
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","K","N/A","N/A"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",01,"N/A","N/A"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",02,"N/A","N/A"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"N/A","N/A"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","K","N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",01,"N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",02,"*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,6,2.0
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,7,2.5
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","K","N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",01,"N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",02,"N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"N/A","N/A"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",09,20,8.4
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",10,34,13.1
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",11,24,9.3
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",12,58,22.7
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,14,6.0
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,26,10.2
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,22,9.3
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","K","N/A","N/A"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",01,"*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",02,"*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,"*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,"*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,"*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","K","N/A","N/A"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",01,"N/A","N/A"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",02,"*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,"*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,"N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","K","N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",01,"*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",02,"N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,"N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,"*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,"*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","K","N/A","N/A"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",01,"N/A","N/A"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",02,"N/A","N/A"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"N/A","N/A"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","K","N/A","N/A"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",01,"N/A","N/A"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",02,"*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"N/A","N/A"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",09,26,10.5
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",10,31,13.6
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",11,23,9.7
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",12,28,11.3
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,13,5.8
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,14,5.7
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,39,17.5
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","K","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",01,"N/A","N/A"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",02,"N/A","N/A"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",06,"N/A","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"N/A","N/A"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",09,38,23.2
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",10,38,25.3
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",11,40,25.5
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",12,13,9.4
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,11,7.6
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,28,17.6
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",07,32,24.6
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,23,16.0
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""","K","*","*"
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""",01,"*","*"
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""",02,8,6.1
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",03,14,10.4
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",04,11,7.6
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""",09,"*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""",10,"*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""",11,"*","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""",12,"*","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","K","N/A","N/A"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","K","N/A","N/A"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",01,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",02,"N/A","N/A"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",03,"N/A","N/A"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",05,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",06,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",07,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",04,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",08,"*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",09,7,6.7
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",10,7,8.3
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",11,"*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",12,"*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","K","N/A","N/A"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",01,"N/A","N/A"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",02,"N/A","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",03,"N/A","N/A"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",05,"N/A","N/A"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",06,"N/A","N/A"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",07,"N/A","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",04,"N/A","N/A"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",08,"N/A","N/A"
"Branford School District","=""0140011""","Branford High School","=""0146111""",09,32,10.8
"Branford School District","=""0140011""","Branford High School","=""0146111""",10,26,9.4
"Branford School District","=""0140011""","Branford High School","=""0146111""",11,49,19.4
"Branford School District","=""0140011""","Branford High School","=""0146111""",12,47,16.8
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",05,14,5.7
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",06,16,5.9
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",07,28,10.8
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",08,23,8.7
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","K","N/A","N/A"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",01,"N/A","N/A"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",02,"*","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",03,"N/A","N/A"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",04,"*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","K","N/A","N/A"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",01,"N/A","N/A"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",02,"N/A","N/A"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",03,"N/A","N/A"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",04,"N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","K","N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",01,"N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",02,"N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",03,"N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",04,"*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","K",21,24.4
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",05,34,40.0
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",06,41,50.6
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",07,29,38.7
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",08,28,41.8
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","K","*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",01,"*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",02,8,11.6
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",03,12,17.6
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",05,14,26.4
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",06,27,36.0
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",07,26,42.6
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",04,17,25.8
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",08,20,37.0
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",09,217,49.2
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",10,69,32.9
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",11,89,31.4
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",12,59,22.6
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","K","*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",01,8,12.9
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",02,"*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",03,12,20.7
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",05,7,14.9
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",06,9,22.0
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",04,7,17.1
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","K","N/A","N/A"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",01,"N/A","N/A"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",02,"N/A","N/A"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",03,"N/A","N/A"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",05,"N/A","N/A"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",06,"N/A","N/A"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",04,"*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","K","*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",01,"*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",02,7,5.8
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",03,8,8.3
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",05,8,7.0
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",06,13,12.7
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",07,40,25.5
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",04,6,6.9
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",08,46,27.1
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","K","N/A","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",01,"*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",02,"N/A","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",03,"*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",05,"N/A","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",06,"*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",07,"*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",04,"N/A","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",08,"*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",09,"*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",10,"N/A","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",11,"*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",12,"N/A","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","K","N/A","N/A"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",01,"*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",02,"*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",03,"N/A","N/A"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",05,8,16.7
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",06,"*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",04,"N/A","N/A"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",09,309,45.8
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",10,192,36.0
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",11,176,31.5
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",12,122,25.0
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","K","N/A","N/A"
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",01,"*","*"
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",02,"*","*"
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",03,9,7.8
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",05,"*","*"
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",06,14,11.3
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",07,38,29.5
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",04,12,9.2
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""",08,18,26.1
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Not Available","*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","K","*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",01,"*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",02,"*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",03,"*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",05,8,17.4
