"District","District Code","School","School Code","Grade","Count","%"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",03,"*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",04,"*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",05,"*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""",06,"*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","K","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",01,"*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",02,"N/A","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",03,"*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",04,"*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",05,"*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""",06,"*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",06,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",07,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",08,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",09,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",10,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",11,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""",12,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","K","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",01,"*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",02,"*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",03,"N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",04,"*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",05,8,27.6
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",06,"*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",07,"*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""",08,11,42.3
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",06,30,12.3
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",07,57,23.4
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""",08,51,21.9
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","K","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",01,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",02,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",03,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",04,"N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",05,"N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",06,"N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",07,"N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",08,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",09,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",12,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",08,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",09,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",10,"*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",11,"*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",12,13,19.4
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",08,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",09,8,"*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",10,15,65.2
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",11,16,59.3
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",12,14,41.2
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""",09,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""",10,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""",11,"N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""",12,"N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","K","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",01,"*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",02,"N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",03,"*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",04,"*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",05,"*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",06,7,9.7
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",07,6,9.2
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""",08,7,10.6
"Ashford School District","=""0030011""","Ashford School","=""0030111""","K","N/A","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",01,"N/A","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",02,"N/A","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",03,"N/A","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",04,"N/A","N/A"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",05,"*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",06,7,14.9
"Ashford School District","=""0030011""","Ashford School","=""0030111""",07,"*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""",08,"*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""",09,"*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""",10,"*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""",11,18,6.4
"Avon School District","=""0040011""","Avon High School","=""0046111""",12,15,5.7
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",07,8,2.5
"Avon School District","=""0040011""","Avon Middle School","=""0045111""",08,15,5.2
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","K","N/A","N/A"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",01,"*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",02,"*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",03,"N/A","N/A"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""",04,"N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","K","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",01,"*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",02,"N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",03,"N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""",04,"*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",05,"*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""",06,"*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","K","N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",01,"N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",02,"N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",03,"N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",04,"*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",05,"N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""",06,"*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",09,17,7.1
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",10,16,7.5
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",11,18,7.5
"Berlin School District","=""0070011""","Berlin High School","=""0076111""",12,22,8.4
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",06,"*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",07,"*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""",08,22,9.1
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","K","N/A","N/A"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",01,"N/A","N/A"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",02,"*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",03,"N/A","N/A"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",04,"N/A","N/A"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""",05,"N/A","N/A"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","K","N/A","N/A"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",01,"*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",02,"*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",03,"*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",04,"*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""",05,"*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","K","N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",01,"N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",02,"N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",03,"N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",04,"N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""",05,"N/A","N/A"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","K","N/A","N/A"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",01,"*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",02,"N/A","N/A"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",03,"N/A","N/A"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",04,"N/A","N/A"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",05,"*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""",06,"*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","K","N/A","N/A"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",01,"*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",02,"*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""",03,"N/A","N/A"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",09,23,8.9
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",10,40,18.2
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",11,28,11.4
"Bethel School District","=""0090011""","Bethel High School","=""0096111""",12,49,20.7
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",06,24,10.1
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",07,22,10.0
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""",08,24,10.8
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","K","N/A","N/A"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",01,"*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",02,"*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""",03,"*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",04,"N/A","N/A"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""",05,"N/A","N/A"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",09,31,25.8
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",10,36,24.3
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",11,15,11.1
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""",12,14,10.1
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",05,21,17.5
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""",06,13,13.3
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",07,28,22.8
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""",08,32,21.2
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",06,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",07,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",09,"*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",10,8,27.6
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",11,7,24.1
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""",12,10,31.3
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","K","*","*"
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",01,"*","*"
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""",02,7,5.6
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",10,"N/A","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",11,"N/A","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""",12,"N/A","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",03,7,6.3
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""",04,14,11.4
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","K","N/A","N/A"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","K","N/A","N/A"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",01,"N/A","N/A"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",02,"N/A","N/A"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",03,"N/A","N/A"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",04,"N/A","N/A"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",05,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",06,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",07,"*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""",08,"*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",09,"*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",10,"*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",11,12,11.8
"Bolton School District","=""0120011""","Bolton High School","=""0126111""",12,"*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","K","N/A","N/A"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",01,"N/A","N/A"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",02,"*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",03,"*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",04,"N/A","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",05,"*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",06,"*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",07,"*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",08,"*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""",09,15,6.1
"Branford School District","=""0140011""","Branford High School","=""0146111""",10,26,10.7
"Branford School District","=""0140011""","Branford High School","=""0146111""",11,39,13.0
"Branford School District","=""0140011""","Branford High School","=""0146111""",12,33,12.3
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""",09,"*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",05,"*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",06,"*","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",07,12,4.9
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""",08,17,6.1
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","K","N/A","N/A"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",01,"N/A","N/A"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",02,"N/A","N/A"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",03,"N/A","N/A"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""",04,"N/A","N/A"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","K","N/A","N/A"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",01,"N/A","N/A"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",02,"N/A","N/A"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",03,"N/A","N/A"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""",04,"N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","K","N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",01,"N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",02,"N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",03,"N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""",04,"N/A","N/A"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","K","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",01,"*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",02,"*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",05,21,22.3
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",06,22,23.9
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",07,19,23.5
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",08,10,16.9
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",09,25,48.1
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""",10,19,52.8
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","K",6,6.7
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",01,"*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",02,"*","*"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",03,16,22.2
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",04,10,16.9
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",05,18,28.6
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",06,19,39.6
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",07,22,40.0
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""",08,19,30.2
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",08,"*","*"
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",09,234,52.3
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",10,83,26.3
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",11,58,22.9
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""",12,"*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","K","*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",01,8,13.1
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",02,"*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",03,9,16.4
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",04,"*","*"
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",05,8,21.6
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""",06,8,21.6
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","K","N/A","N/A"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",01,"N/A","N/A"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",02,"N/A","N/A"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",03,"N/A","N/A"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",04,"N/A","N/A"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",05,"N/A","N/A"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",06,"*","*"
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""",07,"*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","K","N/A","N/A"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",01,"N/A","N/A"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",02,"N/A","N/A"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",03,"*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",04,"*","*"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",05,7,8.3
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",06,9,11.3
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",07,35,19.6
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""",08,25,15.4
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","K","N/A","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",01,"N/A","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",02,"N/A","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",03,"*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",04,"*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",05,"*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",06,"*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",07,"*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",08,"*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",09,"N/A","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",10,"*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",11,"N/A","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""",12,"*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","K","N/A","N/A"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",01,"*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",02,"N/A","N/A"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",03,"*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",04,"N/A","N/A"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",05,"*","*"
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",06,"N/A","N/A"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",09,258,37.6
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",10,148,30.8
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",11,146,28.5
