"College Entrance and Persistence, 2008-09"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","Gender","Entrance(%)","Persistence(%)"
"Milford School District","=""0840011""","Female",78.8,92.1
"Milford School District","=""0840011""","Male",68.0,86.0
"Monroe School District","=""0850011""","Female",81.1,91.7
"Monroe School District","=""0850011""","Male",84.0,92.1
"Montville School District","=""0860011""","Female",74.0,88.7
"Montville School District","=""0860011""","Male",65.2,85.0
"Naugatuck School District","=""0880011""","Female",68.5,83.1
"Naugatuck School District","=""0880011""","Male",61.6,91.4
"New Britain School District","=""0890011""","Female",62.2,81.5
"New Britain School District","=""0890011""","Male",53.2,80.0
"New Canaan School District","=""0900011""","Female",87.6,96.5
"New Canaan School District","=""0900011""","Male",83.0,93.4
"New Fairfield School District","=""0910011""","Female",81.6,97.5
"New Fairfield School District","=""0910011""","Male",81.3,88.5
"New Haven School District","=""0930011""","Female",64.3,77.7
"New Haven School District","=""0930011""","Male",57.6,69.9
"Newington School District","=""0940011""","Female",82.2,96.8
"Newington School District","=""0940011""","Male",71.1,88.5
"New London School District","=""0950011""","Female",46.4,65.6
"New London School District","=""0950011""","Male",50.6,87.2
"New Milford School District","=""0960011""","Female",88.3,92.1
"New Milford School District","=""0960011""","Male",77.4,88.6
"Newtown School District","=""0970011""","Female",82.3,98.8
"Newtown School District","=""0970011""","Male",80.9,92.7
"North Branford School District","=""0990011""","Female",82.0,83.6
"North Branford School District","=""0990011""","Male",77.8,93.7
"North Haven School District","=""1010011""","Female",76.1,92.6
"North Haven School District","=""1010011""","Male",80.0,85.7
"North Stonington School District","=""1020011""","Female",72.0,*
"North Stonington School District","=""1020011""","Male",62.5,*
"Norwalk School District","=""1030011""","Female",77.1,89.7
"Norwalk School District","=""1030011""","Male",75.0,83.0
"Norwich School District","=""1040011""","Female",*,*
"Norwich School District","=""1040011""","Male",*,*
"Old Saybrook School District","=""1060011""","Female",79.6,93.0
"Old Saybrook School District","=""1060011""","Male",76.2,95.8
"Plainfield School District","=""1090011""","Female",61.1,75.9
"Plainfield School District","=""1090011""","Male",56.0,68.6
"Plainville School District","=""1100011""","Female",74.7,82.3
"Plainville School District","=""1100011""","Male",67.7,81.5
"Plymouth School District","=""1110011""","Female",57.6,91.2
"Plymouth School District","=""1110011""","Male",59.2,84.4
"Portland School District","=""1130011""","Female",86.0,81.1
"Portland School District","=""1130011""","Male",79.4,81.5
"Putnam School District","=""1160011""","Female",64.0,90.6
"Putnam School District","=""1160011""","Male",63.0,*
"Ridgefield School District","=""1180011""","Female",85.3,98.0
"Ridgefield School District","=""1180011""","Male",86.3,96.6
"Rocky Hill School District","=""1190011""","Female",91.0,93.0
"Rocky Hill School District","=""1190011""","Male",72.7,93.8
"Seymour School District","=""1240011""","Female",80.0,92.7
"Seymour School District","=""1240011""","Male",68.3,93.0
"Shelton School District","=""1260011""","Female",84.9,92.4
"Shelton School District","=""1260011""","Male",80.9,92.1
"Simsbury School District","=""1280011""","Female",82.0,95.0
"Simsbury School District","=""1280011""","Male",87.1,87.9
"Somers School District","=""1290011""","Female",86.6,94.4
"Somers School District","=""1290011""","Male",80.9,92.7
"Southington School District","=""1310011""","Female",84.1,89.2
"Southington School District","=""1310011""","Male",79.3,89.7
"South Windsor School District","=""1320011""","Female",87.4,92.0
"South Windsor School District","=""1320011""","Male",78.3,91.5
"Stafford School District","=""1340011""","Female",71.0,86.4
"Stafford School District","=""1340011""","Male",65.4,94.1
"Stamford School District","=""1350011""","Female",73.0,91.4
"Stamford School District","=""1350011""","Male",68.8,88.4
"Stonington School District","=""1370011""","Female",74.4,89.1
"Stonington School District","=""1370011""","Male",70.2,90.9
"Stratford School District","=""1380011""","Female",76.0,88.2
"Stratford School District","=""1380011""","Male",66.8,85.9
"Suffield School District","=""1390011""","Female",85.6,96.8
"Suffield School District","=""1390011""","Male",72.6,85.2
"Thomaston School District","=""1400011""","Female",80.6,84.0
"Thomaston School District","=""1400011""","Male",52.3,78.3
"Thompson School District","=""1410011""","Female",78.0,81.3
"Thompson School District","=""1410011""","Male",54.1,80.0
"Tolland School District","=""1420011""","Female",84.8,96.2
"Tolland School District","=""1420011""","Male",77.5,91.1
"Torrington School District","=""1430011""","Female",76.8,88.2
"Torrington School District","=""1430011""","Male",60.3,81.2
"Trumbull School District","=""1440011""","Female",85.2,96.0
"Trumbull School District","=""1440011""","Male",76.6,94.1
"Vernon School District","=""1460011""","Female",79.0,88.3
"Vernon School District","=""1460011""","Male",69.7,83.5
"Wallingford School District","=""1480011""","Female",76.9,90.3
"Wallingford School District","=""1480011""","Male",68.8,87.5
"Waterbury School District","=""1510011""","Female",60.6,84.0
"Waterbury School District","=""1510011""","Male",49.6,76.3
"Waterford School District","=""1520011""","Female",80.2,85.7
"Waterford School District","=""1520011""","Male",73.3,87.0
"Watertown School District","=""1530011""","Female",82.6,88.4
"Watertown School District","=""1530011""","Male",70.4,95.1
"Westbrook School District","=""1540011""","Female",94.9,91.9
"Westbrook School District","=""1540011""","Male",77.8,76.2
"West Hartford School District","=""1550011""","Female",83.1,94.4
"West Hartford School District","=""1550011""","Male",79.3,91.3
"West Haven School District","=""1560011""","Female",68.3,86.0
"West Haven School District","=""1560011""","Male",64.3,88.2
"Weston School District","=""1570011""","Female",82.3,98.7
"Weston School District","=""1570011""","Male",80.0,98.8
"Westport School District","=""1580011""","Female",84.3,97.1
"Westport School District","=""1580011""","Male",82.0,95.1
"Wethersfield School District","=""1590011""","Female",81.7,94.2
"Wethersfield School District","=""1590011""","Male",79.4,91.1
"Wilton School District","=""1610011""","Female",85.6,96.4
"Wilton School District","=""1610011""","Male",84.2,98.4
"Windham School District","=""1630011""","Female",69.6,84.5
"Windham School District","=""1630011""","Male",49.4,69.0
"Windsor School District","=""1640011""","Female",73.0,89.2
"Windsor School District","=""1640011""","Male",65.9,84.5
"Windsor Locks School District","=""1650011""","Female",72.5,86.0
"Windsor Locks School District","=""1650011""","Male",56.3,86.7
"Wolcott School District","=""1660011""","Female",85.0,89.2
"Wolcott School District","=""1660011""","Male",63.1,87.1
"Regional School District 01","=""2010012""","Female",71.4,95.0
"Regional School District 01","=""2010012""","Male",62.1,85.4
"Regional School District 04","=""2040012""","Female",85.5,87.7
"Regional School District 04","=""2040012""","Male",74.2,87.0
"Regional School District 05","=""2050012""","Female",84.6,95.6
"Regional School District 05","=""2050012""","Male",82.7,91.4
"Regional School District 06","=""2060012""","Female",79.2,92.1
"Regional School District 06","=""2060012""","Male",58.9,75.8
"Regional School District 07","=""2070012""","Female",76.9,91.4
"Regional School District 07","=""2070012""","Male",59.5,86.0
"Regional School District 08","=""2080012""","Female",81.7,96.9
"Regional School District 08","=""2080012""","Male",76.3,87.4
"Regional School District 09","=""2090012""","Female",87.9,92.7
"Regional School District 09","=""2090012""","Male",78.3,92.6
"Regional School District 10","=""2100012""","Female",85.0,93.4
"Regional School District 10","=""2100012""","Male",78.7,87.1
"Regional School District 11","=""2110012""","Female",82.6,*
"Regional School District 11","=""2110012""","Male",60.7,*
"Regional School District 12","=""2120012""","Female",86.4,94.1
"Regional School District 12","=""2120012""","Male",66.7,88.5
"Regional School District 13","=""2130012""","Female",86.7,88.5
"Regional School District 13","=""2130012""","Male",82.0,86.0
"Regional School District 14","=""2140012""","Female",88.8,92.6
"Regional School District 14","=""2140012""","Male",68.9,85.5
"Regional School District 15","=""2150012""","Female",91.5,96.9
"Regional School District 15","=""2150012""","Male",86.8,93.1
"Regional School District 16","=""2160012""","Female",88.5,94.2
"Regional School District 16","=""2160012""","Male",80.0,90.8
"Regional School District 17","=""2170012""","Female",87.0,95.0
"Regional School District 17","=""2170012""","Male",76.8,89.0
"Regional School District 18","=""2180012""","Female",87.0,93.6
"Regional School District 18","=""2180012""","Male",77.4,83.3
"Regional School District 19","=""2190012""","Female",79.3,91.6
"Regional School District 19","=""2190012""","Male",70.4,88.6
"Capitol Region Education Council","=""2410014""","Female",75.0,86.7
"Capitol Region Education Council","=""2410014""","Male",53.7,83.3
"Education Connection","=""2420014""","Female",*,*
"Cooperative Educational Services","=""2430014""","Female",*,*
"Cooperative Educational Services","=""2430014""","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Male",*,*
"Common Ground High School District","=""2680013""","Female",*,*
"Common Ground High School District","=""2680013""","Male",*,*
"The Bridge Academy District","=""2690013""","Female",*,*
"The Bridge Academy District","=""2690013""","Male",*,*
"Explorations District","=""2720013""","Female",*,*
"Explorations District","=""2720013""","Male",*,*
"Stamford Academy District","=""2820013""","Female",*,*
"Stamford Academy District","=""2820013""","Male",*,*
"Unified School District #1","=""3360015""","Female",*,*
"Unified School District #1","=""3360015""","Male",*,*
"Department of Mental Health and Addiction Services","=""3370015""","Female",*,*
"Unified School District #2","=""3470015""","Male",*,*
"Connecticut Technical High School System","=""9000016""","Female",52.6,73.6
"Connecticut Technical High School System","=""9000016""","Male",33.5,69.4
"Norwich Free Academy District","=""9010022""","Female",80.3,87.5
"Norwich Free Academy District","=""9010022""","Male",67.3,80.1
"The Gilbert School District","=""9020022""","Female",75.0,95.8
"The Gilbert School District","=""9020022""","Male",68.4,76.9
"Woodstock Academy District","=""9030022""","Female",85.8,90.4
"Woodstock Academy District","=""9030022""","Male",74.7,89.8

