"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Coventry School District","=""0320011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","N",98,97,99.0,97,0,0.0,"*","*","*","*",47,48.5,35,36.1,82,84.5,286
"Coventry School District","=""0320011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","F",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*","*","*",238
"Cromwell School District","=""0330011""","N",142,142,100.0,142,"*","*","*","*",33,23.2,60,42.3,34,23.9,94,66.2,266
"Cromwell School District","=""0330011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","F",389,385,99.0,385,"*","*",95,24.7,115,29.9,88,22.9,"*","*","*","*",225
"Danbury School District","=""0340011""","N",366,362,98.9,362,23,6.4,41,11.3,75,20.7,167,46.1,56,15.5,223,61.6,255
"Danbury School District","=""0340011""","R",112,112,100.0,112,"*","*",23,20.5,31,27.7,40,35.7,"*","*","*","*",235
"Darien School District","=""0350011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","N",345,344,99.7,344,"*","*","*","*",42,12.2,151,43.9,139,40.4,290,84.3,287
"Darien School District","=""0350011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","N",38,38,100.0,38,0,0.0,"*","*","*","*",19,50.0,12,31.6,31,81.6,281
"Deep River School District","=""0360011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","F",60,60,100.0,60,"*","*",14,23.3,15,25.0,20,33.3,"*","*","*","*",240
"Derby School District","=""0370011""","N",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*","*","*",246
"Derby School District","=""0370011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","N",62,62,100.0,62,"*","*","*","*","*","*","*","*","*","*","*","*",290
"East Haddam School District","=""0410011""","F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",63,63,100.0,63,"*","*","*","*","*","*","*","*","*","*","*","*",287
"East Hampton School District","=""0420011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","N",115,113,98.3,113,"*","*","*","*",15,13.3,52,46.0,32,28.3,84,74.3,272
"East Hampton School District","=""0420011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","F",293,293,100.0,293,70,23.9,65,22.2,89,30.4,"*","*","*","*",69,23.5,217
"East Hartford School District","=""0430011""","N",197,197,100.0,197,"*","*","*","*",61,31.0,76,38.6,15,7.6,91,46.2,242
"East Hartford School District","=""0430011""","R",25,25,100.0,25,"*","*","*","*",9,36.0,8,32.0,"*","*","*","*",237
"East Haven School District","=""0440011""","F",83,83,100.0,83,8,9.6,9,10.8,"*","*","*","*","*","*","*","*",244
"East Haven School District","=""0440011""","N",107,107,100.0,107,"*","*","*","*",30,28.0,47,43.9,15,14.0,62,57.9,256
"East Haven School District","=""0440011""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","F","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","N",174,173,99.4,173,"*","*","*","*",23,13.3,79,45.7,66,38.2,145,83.8,288
"East Lyme School District","=""0450011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","F",34,34,100.0,34,"*","*","*","*",11,32.4,"*","*","*","*","*","*",252
"East Windsor School District","=""0470011""","N",39,39,100.0,39,0,0.0,0,0.0,"*","*",18,46.2,"*","*","*","*",289
"East Windsor School District","=""0470011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","N",116,115,99.1,115,"*","*","*","*",7,6.1,51,44.3,50,43.5,101,87.8,291
"Easton School District","=""0460011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",190,190,100.0,190,"*","*","*","*",16,8.4,91,47.9,77,40.5,168,88.4,287
"Ellington School District","=""0480011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","F",43,43,100.0,43,13,30.2,11,25.6,11,25.6,8,18.6,0,0.0,8,18.6,209
"Elm City College Preparatory School District","=""2890013""","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","F",130,130,100.0,130,"*","*",21,16.2,42,32.3,49,37.7,"*","*","*","*",244
"Enfield School District","=""0490011""","N",238,237,99.6,237,"*","*","*","*",46,19.4,119,50.2,51,21.5,170,71.7,268
"Enfield School District","=""0490011""","R",26,26,100.0,26,"*","*","*","*",6,23.1,11,42.3,"*","*","*","*",267
"Essex School District","=""0500011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","N",53,53,100.0,53,"*","*","*","*","*","*",25,47.2,24,45.3,49,92.5,294
"Essex School District","=""0500011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","F",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*","*","*",246
"Fairfield School District","=""0510011""","N",698,695,99.6,695,14,2.0,22,3.2,77,11.1,312,44.9,270,38.8,582,83.7,286
"Fairfield School District","=""0510011""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","N",280,277,98.9,277,"*","*","*","*",18,6.5,104,37.5,146,52.7,250,90.3,301
"Farmington School District","=""0520011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","F",49,48,98.0,48,"*","*","*","*","*","*","*","*","*","*","*","*",251
"Glastonbury School District","=""0540011""","N",390,389,99.7,389,"*","*","*","*",28,7.2,147,37.8,202,51.9,349,89.7,299
"Glastonbury School District","=""0540011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","N",109,109,100.0,109,"*","*",6,5.5,"*","*",37,33.9,63,57.8,100,91.7,305
"Granby School District","=""0560011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","F",79,78,98.7,78,"*","*","*","*","*","*",26,33.3,"*","*","*","*",248
"Greenwich School District","=""0570011""","N",591,587,99.3,587,13,2.2,26,4.4,58,9.9,265,45.1,225,38.3,490,83.5,284
"Greenwich School District","=""0570011""","R",22,22,100.0,22,"*","*","*","*","*","*",12,54.5,"*","*","*","*",259
"Griswold School District","=""0580011""","F","*","*","*","*","*","*",7,13.2,17,32.1,"*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","N",67,67,100.0,67,"*","*","*","*","*","*",37,55.2,21,31.3,58,86.6,284
"Griswold School District","=""0580011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","F",129,127,98.4,127,13,10.2,22,17.3,30,23.6,48,37.8,14,11.0,62,48.8,243
"Groton School District","=""0590011""","N",149,148,99.3,148,"*","*","*","*","*","*",74,50.0,37,25.0,111,75.0,274
"Groton School District","=""0590011""","R",32,32,100.0,32,"*","*","*","*","*","*",17,53.1,6,18.8,23,71.9,261
"Guilford School District","=""0600011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","N",268,267,99.6,267,"*","*","*","*",37,13.9,144,53.9,66,24.7,210,78.7,273
"Guilford School District","=""0600011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","F",143,142,99.3,142,"*","*",31,21.8,44,31.0,31,21.8,"*","*","*","*",220
"Hamden School District","=""0620011""","N",248,246,99.2,246,"*","*","*","*",29,11.8,130,52.8,53,21.5,183,74.4,265
"Hamden School District","=""0620011""","R",25,25,100.0,25,"*","*","*","*",8,32.0,7,28.0,"*","*","*","*",226
"Hampton School District","=""0630011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","F",1266,1252,98.9,1252,345,27.6,282,22.5,299,23.9,277,22.1,49,3.9,326,26.0,216
"Hartford School District","=""0640011""","N",186,185,99.5,185,"*","*","*","*","*","*","*","*","*","*","*","*",253
"Hartford School District","=""0640011""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","N",95,95,100.0,95,"*","*","*","*",17,17.9,46,48.4,26,27.4,72,75.8,272
"Hebron School District","=""0670011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N",20,18,90.0,18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","F",41,41,100.0,41,10,24.4,11,26.8,12,29.3,"*","*","*","*",8,19.5,214
"Jumoke Academy District","=""2610013""","N",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*","*","*",221
"Jumoke Academy District","=""2610013""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","N",27,27,100.0,27,0,0.0,0,0.0,"*","*",13,48.1,"*","*","*","*",298
"Killingly School District","=""0690011""","F",62,61,98.4,61,8,13.1,11,18.0,18,29.5,"*","*","*","*","*","*",231
"Killingly School District","=""0690011""","N",81,80,98.8,80,"*","*","*","*","*","*",46,57.5,9,11.3,55,68.8,259
"Killingly School District","=""0690011""","R",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","F",42,40,95.2,40,"*","*","*","*",7,17.5,23,57.5,"*","*","*","*",259
"Learn","=""2450014""","N","*","*","*","*","*","*",0,0.0,"*","*","*","*",11,28.2,"*","*","*"
"Learn","=""2450014""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","N",47,47,100.0,47,"*","*","*","*",8,17.0,27,57.4,6,12.8,33,70.2,262
"Lebanon School District","=""0710011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","F",28,27,96.4,27,"*","*","*","*","*","*","*","*","*","*","*","*",253
"Ledyard School District","=""0720011""","N",131,130,99.2,130,0,0.0,7,5.4,15,11.5,59,45.4,49,37.7,108,83.1,286
"Ledyard School District","=""0720011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","N",32,32,100.0,32,"*","*","*","*",6,18.8,11,34.4,9,28.1,20,62.5,264
"Lisbon School District","=""0730011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",56,56,100.0,56,"*","*","*","*","*","*",19,33.9,32,57.1,51,91.1,301
"Litchfield School District","=""0740011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","N",194,187,96.4,187,"*","*","*","*",35,18.7,100,53.5,42,22.5,142,75.9,273
"Madison School District","=""0760011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","F",258,255,98.8,255,"*","*",61,23.9,59,23.1,68,26.7,"*","*","*","*",222
"Manchester School District","=""0770011""","N",187,186,99.5,186,"*","*","*","*",40,21.5,86,46.2,33,17.7,119,64.0,259
"Manchester School District","=""0770011""","R",30,29,96.7,29,"*","*","*","*",7,24.1,11,37.9,"*","*","*","*",238
"Mansfield School District","=""0780011""","F",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*","*","*",241
"Mansfield School District","=""0780011""","N",106,103,97.2,103,"*","*","*","*",13,12.6,49,47.6,37,35.9,86,83.5,283
"Mansfield School District","=""0780011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","N",80,80,100.0,80,"*","*","*","*",9,11.3,34,42.5,33,41.3,67,83.8,289
"Marlborough School District","=""0790011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","F",380,377,99.2,377,83,22.0,97,25.7,111,29.4,"*","*","*","*",86,22.8,217
"Meriden School District","=""0800011""","N",199,198,99.5,198,13,6.6,18,9.1,41,20.7,101,51.0,25,12.6,126,63.6,255
"Meriden School District","=""0800011""","R",63,63,100.0,63,"*","*",14,22.2,15,23.8,22,34.9,"*","*","*","*",233
"Middletown School District","=""0830011""","F",155,154,99.4,154,"*","*",39,25.3,45,29.2,33,21.4,"*","*","*","*",224
"Middletown School District","=""0830011""","N",183,183,100.0,183,"*","*","*","*",30,16.4,94,51.4,31,16.9,125,68.3,262
"Middletown School District","=""0830011""","R",22,22,100.0,22,"*","*","*","*",7,31.8,9,40.9,"*","*","*","*",246
"Milford School District","=""0840011""","F",74,74,100.0,74,"*","*","*","*","*","*",38,51.4,"*","*","*","*",260
"Milford School District","=""0840011""","N",358,355,99.2,355,"*","*","*","*",43,12.1,183,51.5,103,29.0,286,80.6,279
"Milford School District","=""0840011""","R",25,25,100.0,25,0,0.0,"*","*","*","*",15,60.0,"*","*","*","*",256
"Monroe School District","=""0850011""","F",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","N",207,207,100.0,207,"*","*","*","*",8,3.9,88,42.5,104,50.2,192,92.8,299
"Monroe School District","=""0850011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","F",52,52,100.0,52,0,0.0,8,15.4,"*","*",24,46.2,"*","*","*","*",253
"Montville School District","=""0860011""","N",111,111,100.0,111,"*","*","*","*",17,15.3,54,48.6,32,28.8,86,77.5,277
"Montville School District","=""0860011""","R",21,21,100.0,21,"*","*","*","*","*","*",11,52.4,"*","*","*","*",255
