"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, All Students"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Bridgeport School District","=""0150011""",05,1566,1557,99.4,1557,454,29.2,407,26.1,391,25.1,268,17.2,37,2.4,305,19.6,210
"Bridgeport School District","=""0150011""",08,1452,1425,98.1,1425,637,44.7,241,16.9,244,17.1,274,19.2,29,2.0,303,21.3,211
"Bridgeport School District","=""0150011""",10,1469,1274,86.7,1217,439,36.1,263,21.6,311,25.6,116,9.5,88,7.2,204,16.8,215
"Bristol School District","=""0170011""",05,646,644,99.7,644,43,6.7,79,12.3,131,20.3,298,46.3,93,14.4,391,60.7,255
"Bristol School District","=""0170011""",08,564,556,98.6,556,61,11.0,42,7.6,105,18.9,264,47.5,84,15.1,348,62.6,256
"Bristol School District","=""0170011""",10,561,541,96.4,541,55,10.2,63,11.6,197,36.4,116,21.4,110,20.3,226,41.8,254
"Brookfield School District","=""0180011""",05,191,188,98.4,188,7,3.7,8,4.3,20,10.6,81,43.1,72,38.3,153,81.4,284
"Brookfield School District","=""0180011""",08,201,199,99.0,199,13,6.5,8,4.0,16,8.0,93,46.7,69,34.7,162,81.4,277
"Brookfield School District","=""0180011""",10,224,220,98.2,219,0,0.0,7,3.2,65,29.7,62,28.3,85,38.8,147,67.1,285
"Brooklyn School District","=""0190011""",05,"*","*","*","*","*","*",7,6.9,17,16.7,"*","*",30,29.4,"*","*","*"
"Brooklyn School District","=""0190011""",08,108,106,98.1,106,"*","*","*","*","*","*",64,60.4,"*","*","*","*",274
"Brooklyn School District","=""0190011""",10,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",05,9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",08,11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""",05,53,52,98.1,52,"*","*","*","*",9,17.3,26,50.0,"*","*","*","*",260
"Canterbury School District","=""0220011""",08,63,63,100.0,63,"*","*","*","*",11,17.5,44,69.8,"*","*","*","*",255
"Canton School District","=""0230011""",05,137,137,100.0,137,"*","*","*","*",12,8.8,56,40.9,55,40.1,111,81.0,284
"Canton School District","=""0230011""",08,140,140,100.0,140,"*","*","*","*",17,12.1,82,58.6,32,22.9,114,81.4,273
"Canton School District","=""0230011""",10,126,122,96.8,122,"*","*","*","*",14,11.5,39,32.0,64,52.5,103,84.4,298
"Capital Preparatory Harbor School Inc. District","=""2970013""",08,38,38,100.0,38,12,31.6,"*","*",8,21.1,"*","*",0,0.0,"*","*",223
"Capital Preparatory Harbor School Inc. District","=""2970013""",10,38,37,97.4,37,11,29.7,16,43.2,"*","*","*","*",0,0.0,"*","*",200
"Capitol Region Education Council","=""2410014""",05,319,314,98.4,314,31,9.9,52,16.6,75,23.9,117,37.3,39,12.4,156,49.7,245
"Capitol Region Education Council","=""2410014""",08,649,644,99.2,644,97,15.1,70,10.9,112,17.4,260,40.4,105,16.3,365,56.7,251
"Capitol Region Education Council","=""2410014""",10,633,605,95.6,598,107,17.9,129,21.6,190,31.8,83,13.9,89,14.9,172,28.8,238
"Chaplin School District","=""0240011""",05,22,22,100.0,22,"*","*","*","*",7,31.8,12,54.5,"*","*","*","*",254
"Cheshire School District","=""0250011""",05,347,346,99.7,346,"*","*","*","*",42,12.1,160,46.2,128,37.0,288,83.2,286
"Cheshire School District","=""0250011""",08,355,352,99.2,352,11,3.1,17,4.8,37,10.5,188,53.4,99,28.1,287,81.5,277
"Cheshire School District","=""0250011""",10,345,340,98.6,337,"*","*","*","*",89,26.4,108,32.0,123,36.5,231,68.5,283
"Chester School District","=""0260011""",05,35,35,100.0,35,0,0.0,0,0.0,8,22.9,15,42.9,12,34.3,27,77.1,283
"Clinton School District","=""0270011""",05,176,176,100.0,176,"*","*","*","*",35,19.9,82,46.6,46,26.1,128,72.7,271
"Clinton School District","=""0270011""",08,160,159,99.4,159,"*","*","*","*",23,14.5,78,49.1,40,25.2,118,74.2,271
"Clinton School District","=""0270011""",10,132,128,97.0,128,13,10.2,10,7.8,25,19.5,34,26.6,46,35.9,80,62.5,268
"Colchester School District","=""0280011""",05,202,201,99.5,201,"*","*","*","*",33,16.4,105,52.2,52,25.9,157,78.1,279
"Colchester School District","=""0280011""",08,192,191,99.5,191,"*","*","*","*",24,12.6,101,52.9,51,26.7,152,79.6,276
"Colchester School District","=""0280011""",10,221,218,98.6,217,7,3.2,16,7.4,57,26.3,50,23.0,87,40.1,137,63.1,277
"Colebrook School District","=""0290011""",05,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""",05,"*","*","*","*","*","*","*","*","*","*","*","*",15,26.3,"*","*","*"
"Columbia School District","=""0300011""",08,59,59,100.0,59,"*","*","*","*",10,16.9,34,57.6,"*","*","*","*",260
"Columbia School District","=""0300011""",10,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""",10,50,46,92.0,46,8,17.4,10,21.7,13,28.3,8,17.4,7,15.2,15,32.6,242
"Connecticut Technical High School System","=""9000016""",10,2686,2680,99.8,2677,205,7.7,454,17.0,1232,46.0,455,17.0,331,12.4,786,29.4,244
"Cooperative Educational Services","=""2430014""",05,52,52,100.0,52,"*","*","*","*","*","*","*","*",9,17.3,"*","*",245
"Cooperative Educational Services","=""2430014""",08,53,53,100.0,53,14,26.4,"*","*",11,20.8,21,39.6,"*","*","*","*",235
"Cooperative Educational Services","=""2430014""",10,16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",05,11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",08,19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""",05,115,114,99.1,114,0,0.0,6,5.3,17,14.9,52,45.6,39,34.2,91,79.8,282
"Coventry School District","=""0320011""",08,138,136,98.6,136,"*","*",10,7.4,"*","*",86,63.2,30,22.1,116,85.3,275
"Coventry School District","=""0320011""",10,116,115,99.1,114,"*","*","*","*",34,29.8,17,14.9,51,44.7,68,59.6,284
"Cromwell School District","=""0330011""",05,176,176,100.0,176,7,4.0,17,9.7,42,23.9,73,41.5,37,21.0,110,62.5,262
"Cromwell School District","=""0330011""",08,143,142,99.3,142,6,4.2,10,7.0,29,20.4,71,50.0,26,18.3,97,68.3,265
"Cromwell School District","=""0330011""",10,147,146,99.3,146,6,4.1,10,6.8,58,39.7,39,26.7,33,22.6,72,49.3,265
"Danbury School District","=""0340011""",05,867,859,99.1,859,100,11.6,159,18.5,221,25.7,295,34.3,84,9.8,379,44.1,239
"Danbury School District","=""0340011""",08,805,800,99.4,800,160,20.0,98,12.3,183,22.9,313,39.1,46,5.8,359,44.9,237
"Danbury School District","=""0340011""",10,729,715,98.1,714,155,21.7,132,18.5,240,33.6,121,16.9,66,9.2,187,26.2,231
"Darien School District","=""0350011""",05,356,354,99.4,354,"*","*","*","*",45,12.7,153,43.2,142,40.1,295,83.3,286
"Darien School District","=""0350011""",08,373,369,98.9,369,"*","*","*","*",20,5.4,161,43.6,176,47.7,337,91.3,294
"Darien School District","=""0350011""",10,352,337,95.7,336,"*","*","*","*",64,19.0,90,26.8,172,51.2,262,78.0,296
"Deep River School District","=""0360011""",05,44,44,100.0,44,0,0.0,"*","*","*","*",23,52.3,14,31.8,37,84.1,281
"Derby School District","=""0370011""",05,108,108,100.0,108,8,7.4,21,19.4,30,27.8,39,36.1,10,9.3,49,45.4,242
"Derby School District","=""0370011""",08,99,98,99.0,98,25,25.5,22,22.4,17,17.3,27,27.6,7,7.1,34,34.7,230
"Derby School District","=""0370011""",10,80,78,97.5,78,14,17.9,15,19.2,24,30.8,14,17.9,11,14.1,25,32.1,237
"East Granby School District","=""0400011""",05,73,73,100.0,73,"*","*","*","*",11,15.1,28,38.4,30,41.1,58,79.5,286
"East Granby School District","=""0400011""",08,62,62,100.0,62,"*","*","*","*",10,16.1,32,51.6,12,19.4,44,71.0,265
"East Granby School District","=""0400011""",10,59,57,96.6,57,"*","*","*","*",10,17.5,17,29.8,28,49.1,45,78.9,291
"East Haddam School District","=""0410011""",05,69,69,100.0,69,"*","*","*","*","*","*",33,47.8,27,39.1,60,87.0,285
"East Haddam School District","=""0410011""",08,103,100,97.1,100,"*","*","*","*","*","*",62,62.0,10,10.0,72,72.0,260
"East Haddam School District","=""0410011""",10,86,84,97.7,84,"*","*","*","*",38,45.2,12,14.3,24,28.6,36,42.9,264
"East Hampton School District","=""0420011""",05,134,130,97.0,130,"*","*","*","*",20,15.4,63,48.5,32,24.6,95,73.1,269
"East Hampton School District","=""0420011""",08,148,146,98.6,146,"*","*","*","*",23,15.8,72,49.3,37,25.3,109,74.7,271
"East Hampton School District","=""0420011""",10,109,108,99.1,107,"*","*","*","*",31,29.0,24,22.4,43,40.2,67,62.6,279
"East Hartford School District","=""0430011""",05,515,515,100.0,515,92,17.9,94,18.3,159,30.9,144,28.0,26,5.0,170,33.0,228
"East Hartford School District","=""0430011""",08,492,484,98.4,484,172,35.5,74,15.3,84,17.4,123,25.4,31,6.4,154,31.8,226
"East Hartford School District","=""0430011""",10,484,438,90.5,433,82,18.9,91,21.0,150,34.6,67,15.5,43,9.9,110,25.4,232
"East Haven School District","=""0440011""",05,205,205,100.0,205,14,6.8,21,10.2,60,29.3,87,42.4,23,11.2,110,53.7,250
"East Haven School District","=""0440011""",08,249,244,98.0,244,57,23.4,35,14.3,56,23.0,86,35.2,10,4.1,96,39.3,233
"East Haven School District","=""0440011""",10,227,220,96.9,220,9,4.1,39,17.7,104,47.3,48,21.8,20,9.1,68,30.9,246
"East Lyme School District","=""0450011""",05,206,205,99.5,205,"*","*","*","*",28,13.7,95,46.3,74,36.1,169,82.4,284
"East Lyme School District","=""0450011""",08,216,213,98.6,213,9,4.2,8,3.8,32,15.0,121,56.8,43,20.2,164,77.0,270
"East Lyme School District","=""0450011""",10,287,284,99.0,283,"*","*","*","*",69,24.4,77,27.2,123,43.5,200,70.7,289
"East Windsor School District","=""0470011""",05,81,81,100.0,81,"*","*","*","*",18,22.2,33,40.7,24,29.6,57,70.4,272
"East Windsor School District","=""0470011""",08,75,73,97.3,73,"*","*","*","*",17,23.3,36,49.3,15,20.5,51,69.9,268
"East Windsor School District","=""0470011""",10,90,88,97.8,88,6,6.8,6,6.8,33,37.5,24,27.3,19,21.6,43,48.9,256
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,95,86,90.5,85,15,17.6,12,14.1,38,44.7,13,15.3,7,8.2,20,23.5,235
"Eastford School District","=""0390011""",05,19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",05,121,120,99.2,120,"*","*","*","*",8,6.7,54,45.0,51,42.5,105,87.5,290
"Easton School District","=""0460011""",08,107,103,96.3,103,"*","*","*","*",12,11.7,64,62.1,23,22.3,87,84.5,275
"Education Connection","=""2420014""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",10,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",05,217,217,100.0,217,"*","*","*","*",24,11.1,104,47.9,79,36.4,183,84.3,282
"Ellington School District","=""0480011""",08,212,212,100.0,212,13,6.1,12,5.7,28,13.2,115,54.2,44,20.8,159,75.0,268
"Ellington School District","=""0480011""",10,179,178,99.4,178,"*","*","*","*",48,27.0,60,33.7,60,33.7,120,67.4,278
"Elm City College Preparatory School District","=""2890013""",05,69,69,100.0,69,19,27.5,16,23.2,16,23.2,18,26.1,0,0.0,18,26.1,213
"Elm City College Preparatory School District","=""2890013""",08,60,60,100.0,60,14,23.3,13,21.7,20,33.3,"*","*","*","*","*","*",223
"Elm City College Preparatory School District","=""2890013""",10,32,32,100.0,30,8,26.7,8,26.7,10,33.3,"*","*","*","*","*","*",218
"Enfield School District","=""0490011""",05,394,393,99.7,393,14,3.6,40,10.2,94,23.9,179,45.5,66,16.8,245,62.3,260
"Enfield School District","=""0490011""",08,352,350,99.4,350,24,6.9,42,12.0,56,16.0,170,48.6,58,16.6,228,65.1,259
"Enfield School District","=""0490011""",10,369,365,98.9,365,13,3.6,31,8.5,143,39.2,108,29.6,70,19.2,178,48.8,262
"Essex School District","=""0500011""",05,57,57,100.0,57,"*","*","*","*","*","*",27,47.4,24,42.1,51,89.5,289
"Explorations District","=""2720013""",10,20,20,100.0,20,"*","*",8,40.0,6,30.0,"*","*","*","*","*","*",223
"Fairfield School District","=""0510011""",05,768,765,99.6,765,19,2.5,32,4.2,100,13.1,335,43.8,279,36.5,614,80.3,282
"Fairfield School District","=""0510011""",08,793,785,99.0,785,32,4.1,24,3.1,76,9.7,426,54.3,227,28.9,653,83.2,277
"Fairfield School District","=""0510011""",10,769,752,97.8,752,13,1.7,29,3.9,179,23.8,226,30.1,305,40.6,531,70.6,284
"Farmington School District","=""0520011""",05,313,310,99.0,310,9,2.9,6,1.9,23,7.4,120,38.7,152,49.0,272,87.7,297
"Farmington School District","=""0520011""",08,292,289,99.0,289,6,2.1,8,2.8,35,12.1,155,53.6,85,29.4,240,83.0,279
"Farmington School District","=""0520011""",10,294,290,98.6,290,6,2.1,7,2.4,54,18.6,78,26.9,145,50.0,223,76.9,295
"Franklin School District","=""0530011""",05,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*","*","*",260
"Glastonbury School District","=""0540011""",05,446,444,99.6,444,7,1.6,17,3.8,35,7.9,177,39.9,208,46.8,385,86.7,293
"Glastonbury School District","=""0540011""",08,516,516,100.0,515,16,3.1,16,3.1,35,6.8,242,47.0,206,40.0,448,87.0,285
"Glastonbury School District","=""0540011""",10,483,478,99.0,478,7,1.5,20,4.2,102,21.3,106,22.2,243,50.8,349,73.0,294
"Granby School District","=""0560011""",05,124,124,100.0,124,"*","*","*","*","*","*",46,37.1,66,53.2,112,90.3,303
"Granby School District","=""0560011""",08,157,155,98.7,155,"*","*","*","*","*","*",93,60.0,39,25.2,132,85.2,279
"Granby School District","=""0560011""",10,170,168,98.8,167,"*","*","*","*",21,12.6,43,25.7,93,55.7,136,81.4,299
"Greenwich School District","=""0570011""",05,692,687,99.3,687,24,3.5,37,5.4,81,11.8,303,44.1,242,35.2,545,79.3,279
"Greenwich School District","=""0570011""",08,634,632,99.7,632,29,4.6,24,3.8,63,10.0,329,52.1,187,29.6,516,81.6,276
"Greenwich School District","=""0570011""",10,609,600,98.5,599,17,2.8,23,3.8,122,20.4,137,22.9,300,50.1,437,73.0,292
"Griswold School District","=""0580011""",05,125,125,100.0,125,"*","*","*","*",25,20.0,60,48.0,27,21.6,87,69.6,267
"Griswold School District","=""0580011""",08,137,135,98.5,135,16,11.9,13,9.6,29,21.5,65,48.1,12,8.9,77,57.0,248
"Griswold School District","=""0580011""",10,150,148,98.7,147,"*","*","*","*",50,34.0,38,25.9,26,17.7,64,43.5,253
"Groton School District","=""0590011""",05,310,307,99.0,307,19,6.2,34,11.1,58,18.9,139,45.3,57,18.6,196,63.8,260
"Groton School District","=""0590011""",08,286,282,98.6,282,25,8.9,28,9.9,45,16.0,140,49.6,44,15.6,184,65.2,257
"Groton School District","=""0590011""",10,262,240,91.6,240,19,7.9,29,12.1,87,36.3,44,18.3,61,25.4,105,43.8,260
"Guilford School District","=""0600011""",05,294,293,99.7,293,"*","*","*","*",42,14.3,152,51.9,69,23.5,221,75.4,269
"Guilford School District","=""0600011""",08,290,290,100.0,290,11,3.8,15,5.2,31,10.7,184,63.4,49,16.9,233,80.3,270
"Guilford School District","=""0600011""",10,291,289,99.3,289,"*","*","*","*",64,22.1,79,27.3,133,46.0,212,73.4,290
"Hamden School District","=""0620011""",05,416,413,99.3,413,57,13.8,48,11.6,81,19.6,168,40.7,59,14.3,227,55.0,247
"Hamden School District","=""0620011""",08,423,416,98.3,416,79,19.0,49,11.8,88,21.2,167,40.1,33,7.9,200,48.1,241
"Hamden School District","=""0620011""",10,418,391,93.5,388,60,15.5,57,14.7,143,36.9,59,15.2,69,17.8,128,33.0,245
"Hampton School District","=""0630011""",05,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""",05,1470,1455,99.0,1455,373,25.6,299,20.5,344,23.6,354,24.3,85,5.8,439,30.2,221
"Hartford School District","=""0640011""",08,1573,1553,98.7,1552,598,38.5,230,14.8,291,18.8,347,22.4,86,5.5,433,27.9,220
"Hartford School District","=""0640011""",10,1328,1179,88.8,1164,363,31.2,260,22.3,304,26.1,121,10.4,116,10.0,237,20.4,221
"Hartland School District","=""0650011""",05,22,22,100.0,22,"*","*",0,0.0,"*","*","*","*","*","*","*","*",273
"Hartland School District","=""0650011""",08,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""",05,107,107,100.0,107,"*","*","*","*",19,17.8,49,45.8,30,28.0,79,73.8,270
"Highville Charter School District","=""2860013""",05,40,40,100.0,40,13,32.5,9,22.5,10,25.0,"*","*","*","*",8,20.0,212
"Highville Charter School District","=""2860013""",08,37,37,100.0,37,12,32.4,"*","*",11,29.7,"*","*",0,0.0,"*","*",225
"Highville Charter School District","=""2860013""",10,20,20,100.0,20,7,35.0,"*","*","*","*",0,0.0,0,0.0,0,0.0,198
"Integrated Day Charter School District","=""2640013""",05,33,31,93.9,31,"*","*","*","*","*","*",11,35.5,"*","*","*","*",234
"Integrated Day Charter School District","=""2640013""",08,35,35,100.0,35,"*","*","*","*","*","*",18,51.4,"*","*","*","*",247
"Interdistrict School for Arts and Comm District","=""2650013""",08,87,86,98.9,86,23,26.7,16,18.6,"*","*",31,36.0,"*","*","*","*",233
"Jumoke Academy District","=""2610013""",05,76,76,100.0,76,"*","*",15,19.7,25,32.9,"*","*","*","*","*","*",220
"Jumoke Academy District","=""2610013""",08,86,85,98.8,85,21,24.7,"*","*","*","*",27,31.8,"*","*","*","*",233
"Jumoke Academy District","=""2610013""",10,14,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",05,27,27,100.0,27,0,0.0,0,0.0,"*","*",13,48.1,"*","*","*","*",298
"Kent School District","=""0680011""",08,20,20,100.0,20,0,0.0,0,0.0,"*","*",15,75.0,"*","*","*","*",271
"Killingly School District","=""0690011""",05,159,155,97.5,155,10,6.5,21,13.5,39,25.2,73,47.1,12,7.7,85,54.8,247
"Killingly School District","=""0690011""",08,180,174,96.7,174,18,10.3,12,6.9,39,22.4,92,52.9,13,7.5,105,60.3,253
"Killingly School District","=""0690011""",10,195,181,92.8,181,23,12.7,34,18.8,59,32.6,44,24.3,21,11.6,65,35.9,242
"Learn","=""2450014""",05,86,84,97.7,84,6,7.1,"*","*",13,15.5,46,54.8,"*","*","*","*",266
"Learn","=""2450014""",08,50,49,98.0,49,18,36.7,"*","*",13,26.5,8,16.3,"*","*","*","*",216
"Learn","=""2450014""",10,176,170,96.6,169,37,21.9,30,17.8,42,24.9,22,13.0,38,22.5,60,35.5,243
"Lebanon School District","=""0710011""",05,63,62,98.4,62,"*","*","*","*",11,17.7,36,58.1,8,12.9,44,71.0,263
"Lebanon School District","=""0710011""",08,81,81,100.0,81,"*","*","*","*",16,19.8,44,54.3,14,17.3,58,71.6,268
"Lebanon School District","=""0710011""",10,95,94,98.9,94,"*","*","*","*",28,29.8,30,31.9,22,23.4,52,55.3,264
"Ledyard School District","=""0720011""",05,168,166,98.8,166,"*","*","*","*",25,15.1,75,45.2,54,32.5,129,77.7,280
"Ledyard School District","=""0720011""",08,159,158,99.4,158,10,6.3,8,5.1,27,17.1,91,57.6,22,13.9,113,71.5,262
"Ledyard School District","=""0720011""",10,193,188,97.4,188,"*","*","*","*",53,28.2,41,21.8,76,40.4,117,62.2,281
"Lisbon School District","=""0730011""",05,45,45,100.0,45,"*","*","*","*",10,22.2,14,31.1,"*","*","*","*",258
"Lisbon School District","=""0730011""",08,41,41,100.0,41,"*","*","*","*",9,22.0,20,48.8,"*","*","*","*",256
"Litchfield School District","=""0740011""",05,69,69,100.0,69,"*","*","*","*","*","*",23,33.3,40,58.0,63,91.3,302
"Litchfield School District","=""0740011""",08,89,89,100.0,89,"*","*","*","*","*","*",47,52.8,25,28.1,72,80.9,274
"Litchfield School District","=""0740011""",10,63,63,100.0,63,"*","*","*","*",18,28.6,18,28.6,24,38.1,42,66.7,286
"Madison School District","=""0760011""",05,204,196,96.1,196,"*","*","*","*",38,19.4,105,53.6,43,21.9,148,75.5,273
"Madison School District","=""0760011""",08,278,267,96.0,267,"*","*","*","*",34,12.7,146,54.7,71,26.6,217,81.3,276
"Madison School District","=""0760011""",10,295,286,96.9,286,"*","*","*","*",60,21.0,84,29.4,121,42.3,205,71.7,285
"Manchester School District","=""0770011""",05,475,470,98.9,470,69,14.7,83,17.7,106,22.6,165,35.1,47,10.0,212,45.1,238
"Manchester School District","=""0770011""",08,372,366,98.4,366,89,24.3,42,11.5,77,21.0,140,38.3,18,4.9,158,43.2,234
"Manchester School District","=""0770011""",10,388,372,95.9,372,86,23.1,73,19.6,113,30.4,53,14.2,47,12.6,100,26.9,231
"Mansfield School District","=""0780011""",05,139,136,97.8,136,"*","*","*","*",19,14.0,57,41.9,44,32.4,101,74.3,274
"Mansfield School District","=""0780011""",08,141,141,100.0,141,"*","*","*","*",13,9.2,63,44.7,60,42.6,123,87.2,292
"Marlborough School District","=""0790011""",05,91,91,100.0,91,"*","*","*","*",10,11.0,40,44.0,34,37.4,74,81.3,284
