"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, English Learner Status (EL)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Bozrah School District","=""0130011""","N",22,21,95.5,21,0,0.0,0,0.0,"*","*",12,57.1,"*","*","*","*",273
"Branford School District","=""0140011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","N",78,77,98.7,77,"*","*","*","*","*","*","*","*","*","*","*","*",231
"Bridgeport Achievement First District","=""2850013""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","N",1272,1247,98.0,1247,491,39.4,227,18.2,232,18.6,268,21.5,29,2.3,297,23.8,216
"Bridgeport School District","=""0150011""","Y",180,178,98.9,178,146,82.0,14,7.9,12,6.7,6,3.4,0,0.0,6,3.4,180
"Bristol School District","=""0170011""","N",549,541,98.5,541,"*","*","*","*","*","*","*","*","*","*","*","*",257
"Bristol School District","=""0170011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""","N",195,193,99.0,193,"*","*","*","*","*","*","*","*","*","*","*","*",279
"Brookfield School District","=""0180011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","N",108,106,98.1,106,"*","*","*","*",10,9.4,64,60.4,24,22.6,88,83.0,274
"Canaan School District","=""0210011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","N",63,63,100.0,63,"*","*","*","*",11,17.5,44,69.8,"*","*","*","*",255
"Canton School District","=""0230011""","N",140,140,100.0,140,"*","*","*","*",17,12.1,82,58.6,32,22.9,114,81.4,273
"Capital Preparatory Harbor School Inc. District","=""2970013""","N",38,38,100.0,38,12,31.6,7,18.4,8,21.1,11,28.9,0,0.0,11,28.9,223
"Capitol Region Education Council","=""2410014""","N",628,623,99.2,623,83,13.3,"*","*","*","*",260,41.7,105,16.9,365,58.6,253
"Capitol Region Education Council","=""2410014""","Y",21,21,100.0,21,14,66.7,"*","*","*","*",0,0.0,0,0.0,0,0.0,193
"Cheshire School District","=""0250011""","N",355,352,99.2,352,11,3.1,17,4.8,37,10.5,188,53.4,99,28.1,287,81.5,277
"Clinton School District","=""0270011""","N",160,159,99.4,159,9,5.7,9,5.7,23,14.5,78,49.1,40,25.2,118,74.2,271
"Colchester School District","=""0280011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","N",59,59,100.0,59,"*","*","*","*",10,16.9,34,57.6,8,13.6,42,71.2,260
"Cooperative Educational Services","=""2430014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","N",138,136,98.6,136,"*","*",10,7.4,"*","*",86,63.2,30,22.1,116,85.3,275
"Cromwell School District","=""0330011""","N",143,142,99.3,142,6,4.2,10,7.0,29,20.4,71,50.0,26,18.3,97,68.3,265
"Danbury School District","=""0340011""","N",700,696,99.4,696,86,12.4,81,11.6,173,24.9,"*","*","*","*","*","*",244
"Danbury School District","=""0340011""","Y",105,104,99.0,104,74,71.2,17,16.3,"*","*","*","*",0,0.0,"*","*",192
"Darien School District","=""0350011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","N",62,62,100.0,62,"*","*","*","*",10,16.1,32,51.6,12,19.4,44,71.0,265
"East Haddam School District","=""0410011""","N",103,100,97.1,100,"*","*","*","*",19,19.0,62,62.0,10,10.0,72,72.0,260
"East Hampton School District","=""0420011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","N",450,443,98.4,443,140,31.6,67,15.1,"*","*",123,27.8,"*","*","*","*",230
"East Hartford School District","=""0430011""","Y",42,41,97.6,41,32,78.0,"*","*","*","*",0,0.0,0,0.0,0,0.0,184
"East Haven School District","=""0440011""","N",235,231,98.3,231,"*","*","*","*","*","*","*","*","*","*","*","*",236
"East Haven School District","=""0440011""","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","N",216,213,98.6,213,9,4.2,8,3.8,32,15.0,121,56.8,43,20.2,164,77.0,270
"East Windsor School District","=""0470011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","N",107,103,96.3,103,"*","*","*","*",12,11.7,64,62.1,23,22.3,87,84.5,275
"Education Connection","=""2420014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","N",60,60,100.0,60,14,23.3,13,21.7,20,33.3,"*","*","*","*",13,21.7,223
"Enfield School District","=""0490011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","N",783,776,99.1,776,"*","*","*","*","*","*","*","*","*","*","*","*",278
"Fairfield School District","=""0510011""","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","N",21,21,100.0,21,"*","*","*","*","*","*",10,47.6,"*","*","*","*",260
"Glastonbury School District","=""0540011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","N",157,155,98.7,155,"*","*","*","*",16,10.3,93,60.0,39,25.2,132,85.2,279
"Greenwich School District","=""0570011""","N",621,619,99.7,619,"*","*","*","*","*","*","*","*","*","*","*","*",278
"Greenwich School District","=""0570011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","N",280,276,98.6,276,"*","*","*","*","*","*","*","*","*","*","*","*",258
"Groton School District","=""0590011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","N",409,402,98.3,402,"*","*","*","*","*","*","*","*","*","*","*","*",243
"Hamden School District","=""0620011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","N",1349,1332,98.7,1332,421,31.6,199,14.9,280,21.0,"*","*","*","*","*","*",227
"Hartford School District","=""0640011""","Y",224,221,98.7,220,177,80.5,31,14.1,"*","*","*","*",0,0.0,"*","*",182
"Hartland School District","=""0650011""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","N",37,37,100.0,37,12,32.4,"*","*",11,29.7,"*","*",0,0.0,"*","*",225
"Integrated Day Charter School District","=""2640013""","N",35,35,100.0,35,6,17.1,"*","*","*","*",18,51.4,"*","*","*","*",247
"Interdistrict School for Arts and Comm District","=""2650013""","N",76,75,98.7,75,"*","*","*","*","*","*","*","*","*","*","*","*",238
"Interdistrict School for Arts and Comm District","=""2650013""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","N",86,85,98.8,85,21,24.7,"*","*",22,25.9,27,31.8,"*","*","*","*",233
"Kent School District","=""0680011""","N",20,20,100.0,20,0,0.0,0,0.0,"*","*",15,75.0,"*","*","*","*",271
"Killingly School District","=""0690011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","N",43,42,97.7,42,"*","*","*","*","*","*","*","*","*","*","*","*",220
"Learn","=""2450014""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","N",81,81,100.0,81,"*","*","*","*",16,19.8,44,54.3,14,17.3,58,71.6,268
"Ledyard School District","=""0720011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","N",41,41,100.0,41,"*","*","*","*",9,22.0,20,48.8,"*","*","*","*",256
"Litchfield School District","=""0740011""","N",89,89,100.0,89,"*","*","*","*",8,9.0,47,52.8,25,28.1,72,80.9,274
"Madison School District","=""0760011""","N",278,267,96.0,267,"*","*","*","*",34,12.7,146,54.7,71,26.6,217,81.3,276
"Manchester School District","=""0770011""","N",355,349,98.3,349,"*","*","*","*","*","*","*","*","*","*","*","*",235
"Manchester School District","=""0770011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Mansfield School District","=""0780011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Mansfield School District","=""0780011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","N",426,414,97.2,414,108,26.1,64,15.5,85,20.5,"*","*","*","*","*","*",230
"Meriden School District","=""0800011""","Y",67,64,95.5,64,44,68.8,11,17.2,"*","*","*","*",0,0.0,"*","*",187
"Middletown School District","=""0830011""","N",302,302,100.0,302,"*","*","*","*","*","*","*","*","*","*","*","*",243
"Middletown School District","=""0830011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","N",488,480,98.4,480,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Milford School District","=""0840011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","N",328,326,99.4,326,"*","*","*","*","*","*","*","*","*","*","*","*",243
"Naugatuck School District","=""0880011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","N",29,28,96.6,28,11,39.3,"*","*","*","*",10,35.7,0,0.0,10,35.7,222
"New Britain School District","=""0890011""","N",511,505,98.8,505,180,35.6,83,16.4,"*","*","*","*",11,2.2,"*","*",218
"New Britain School District","=""0890011""","Y",107,105,98.1,105,84,80.0,15,14.3,"*","*","*","*",0,0.0,"*","*",183
"New Canaan School District","=""0900011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","N",1247,1236,99.1,1236,367,29.7,"*","*",275,22.2,318,25.7,"*","*","*","*",227
"New Haven School District","=""0930011""","Y",182,179,98.4,179,136,76.0,22,12.3,13,7.3,"*","*","*","*",8,4.5,187
"New London School District","=""0950011""","N",145,137,94.5,137,34,24.8,22,16.1,"*","*","*","*","*","*","*","*",231
"New London School District","=""0950011""","Y",43,43,100.0,43,32,74.4,6,14.0,"*","*","*","*",0,0.0,"*","*",184
"New Milford School District","=""0960011""","N",350,350,100.0,349,"*","*","*","*","*","*","*","*","*","*","*","*",265
"New Milford School District","=""0960011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","N",157,154,98.1,154,14,9.1,9,5.8,23,14.9,82,53.2,26,16.9,108,70.1,262
"North Canaan School District","=""1000011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N",52,52,100.0,52,0,0.0,"*","*","*","*",25,48.1,18,34.6,43,82.7,282
"Norwalk School District","=""1030011""","N",718,715,99.6,715,86,12.0,"*","*",134,18.7,"*","*",102,14.3,"*","*",253
"Norwalk School District","=""1030011""","Y",85,84,98.8,84,50,59.5,17,20.2,"*","*","*","*",0,0.0,"*","*",195
"Norwich School District","=""1040011""","N",356,353,99.2,353,80,22.7,"*","*","*","*",122,34.6,10,2.8,132,37.4,231
"Norwich School District","=""1040011""","Y",26,26,100.0,26,22,84.6,"*","*","*","*",0,0.0,0,0.0,0,0.0,182
"Odyssey Community School District","=""2630013""","N",38,37,97.4,37,"*","*","*","*",6,16.2,18,48.6,8,21.6,26,70.3,261
"Old Saybrook School District","=""1060011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","N",167,166,99.4,166,10,6.0,12,7.2,32,19.3,79,47.6,33,19.9,112,67.5,266
"Park City Prep Charter School District","=""2830013""","N",83,81,97.6,81,13,16.0,8,9.9,20,24.7,34,42.0,6,7.4,40,49.4,243
"Plainfield School District","=""1090011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","N",109,107,98.2,107,13,12.1,12,11.2,22,20.6,53,49.5,7,6.5,60,56.1,247
"Pomfret School District","=""1120011""","N",55,55,100.0,55,"*","*","*","*",7,12.7,33,60.0,12,21.8,45,81.8,269
"Portland School District","=""1130011""","N",109,109,100.0,109,"*","*","*","*",14,12.8,61,56.0,26,23.9,87,79.8,274
"Preston School District","=""1140011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N",162,162,100.0,162,"*","*","*","*",18,11.1,77,47.5,57,35.2,134,82.7,279
"Regional School District 05","=""2050012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","N",146,146,100.0,146,"*","*","*","*",8,5.5,69,47.3,63,43.2,132,90.4,292
"Regional School District 08","=""2080012""","N",281,281,100.0,281,11,3.9,13,4.6,46,16.4,157,55.9,54,19.2,211,75.1,268
"Regional School District 10","=""2100012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",41,41,100.0,41,"*","*","*","*","*","*",25,61.0,"*","*","*","*",252
"Regional School District 12","=""2120012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N",156,155,99.4,155,"*","*","*","*",18,11.6,81,52.3,45,29.0,126,81.3,279
"Regional School District 14","=""2140012""","N",102,101,99.0,101,"*","*","*","*",17,16.8,58,57.4,19,18.8,77,76.2,267
"Regional School District 15","=""2150012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","N",194,191,98.5,191,11,5.8,13,6.8,31,16.2,107,56.0,29,15.2,136,71.2,260
"Regional School District 17","=""2170012""","N",188,185,98.4,185,9,4.9,9,4.9,19,10.3,89,48.1,59,31.9,148,80.0,277
"Regional School District 18","=""2180012""","N",130,130,100.0,130,0,0.0,6,4.6,15,11.5,62,47.7,47,36.2,109,83.8,284
"Ridgefield School District","=""1180011""","N",412,411,99.8,411,9,2.2,7,1.7,32,7.8,208,50.6,155,37.7,363,88.3,286
"Rocky Hill School District","=""1190011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","N",36,36,100.0,36,"*","*","*","*",9,25.0,20,55.6,"*","*","*","*",268
"Salisbury School District","=""1220011""","N",28,28,100.0,28,"*","*",0,0.0,"*","*",15,53.6,11,39.3,26,92.9,287
"Seymour School District","=""1240011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","N",37,37,100.0,37,"*","*","*","*","*","*",24,64.9,7,18.9,31,83.8,269
"Side By Side Charter School District","=""2700013""","N",21,21,100.0,21,"*","*","*","*",9,42.9,"*","*","*","*","*","*",238
"Simsbury School District","=""1280011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N",115,114,99.1,114,"*","*","*","*",20,17.5,59,51.8,24,21.1,83,72.8,267
"South Windsor School District","=""1320011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sprague School District","=""1330011""","N",42,42,100.0,42,0,0.0,"*","*","*","*",27,64.3,9,21.4,36,85.7,270
"Stafford School District","=""1340011""","N",115,115,100.0,115,"*","*","*","*",20,17.4,58,50.4,29,25.2,87,75.7,272
"Stamford School District","=""1350011""","N",1000,982,98.2,982,122,12.4,"*","*",163,16.6,"*","*",156,15.9,"*","*",256
"Stamford School District","=""1350011""","Y",114,114,100.0,114,86,75.4,"*","*",14,12.3,"*","*",0,0.0,"*","*",185
"Sterling School District","=""1360011""","N",56,56,100.0,56,12,21.4,"*","*",13,23.2,23,41.1,"*","*","*","*",236
"Stonington School District","=""1370011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","N",524,520,99.2,520,"*","*","*","*","*","*","*","*","*","*","*","*",247
"Stratford School District","=""1380011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"The Bridge Academy District","=""2690013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",70,70,100.0,70,6,8.6,6,8.6,14,20.0,36,51.4,8,11.4,44,62.9,257
"Thompson School District","=""1410011""","N",77,77,100.0,77,"*","*","*","*",20,26.0,38,49.4,8,10.4,46,59.7,255
"Tolland School District","=""1420011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","N",327,323,98.8,323,"*","*","*","*","*","*","*","*","*","*","*","*",249
"Torrington School District","=""1430011""","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trailblazers Academy District","=""2780013""","N",41,36,87.8,36,17,47.2,11,30.6,"*","*","*","*",0,0.0,"*","*",207
"Trumbull School District","=""1440011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","N",21,20,95.2,20,15,75.0,"*","*","*","*",0,0.0,0,0.0,0,0.0,182
"Union School District","=""1450011""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","N",31,31,100.0,31,"*","*","*","*","*","*",24,77.4,"*","*","*","*",263
