"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, Special Education Status (SWD)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Bolton School District","=""0120011""","Y",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","N",23,23,100.0,23,0,0.0,0,0.0,0,0.0,"*","*","*","*","*","*",287
"Bozrah School District","=""0130011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","N",197,196,99.5,196,"*","*",12,6.1,40,20.4,"*","*","*","*","*","*",268
"Branford School District","=""0140011""","Y",27,27,100.0,27,"*","*",9,33.3,10,37.0,"*","*","*","*","*","*",210
"Bridgeport Achievement First District","=""2850013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","N",1359,1352,99.5,1352,313,23.2,362,26.8,377,27.9,"*","*","*","*","*","*",216
"Bridgeport School District","=""0150011""","Y",207,205,99.0,205,141,68.8,45,22.0,"*","*","*","*",0,0.0,"*","*",172
"Bristol School District","=""0170011""","N",540,540,100.0,540,"*","*",41,7.6,109,20.2,283,52.4,"*","*","*","*",265
"Bristol School District","=""0170011""","Y",106,104,98.1,104,28,26.9,38,36.5,22,21.2,"*","*","*","*",16,15.4,206
"Brookfield School District","=""0180011""","N",169,168,99.4,168,"*","*","*","*","*","*","*","*","*","*","*","*",291
"Brookfield School District","=""0180011""","Y",22,20,90.9,20,"*","*","*","*","*","*","*","*","*","*","*","*",225
"Brooklyn School District","=""0190011""","N",91,91,100.0,91,0,0.0,"*","*","*","*","*","*","*","*","*","*",284
"Brooklyn School District","=""0190011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","N",46,46,100.0,46,0,0.0,"*","*","*","*","*","*","*","*","*","*",267
"Canterbury School District","=""0220011""","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","N",124,124,100.0,124,"*","*","*","*","*","*","*","*","*","*","*","*",292
"Canton School District","=""0230011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","N",246,243,98.8,243,"*","*",26,10.7,62,25.5,109,44.9,"*","*","*","*",257
"Capitol Region Education Council","=""2410014""","Y",73,71,97.3,71,23,32.4,26,36.6,13,18.3,"*","*","*","*",9,12.7,202
"Chaplin School District","=""0240011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","N",316,315,99.7,315,0,0.0,"*","*",35,11.1,147,46.7,"*","*","*","*",290
"Cheshire School District","=""0250011""","Y",31,31,100.0,31,"*","*",7,22.6,7,22.6,13,41.9,"*","*","*","*",237
"Chester School District","=""0260011""","N",29,29,100.0,29,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",289
"Chester School District","=""0260011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","N",149,149,100.0,149,"*","*","*","*",29,19.5,73,49.0,"*","*","*","*",276
"Clinton School District","=""0270011""","Y",27,27,100.0,27,"*","*","*","*",6,22.2,9,33.3,"*","*","*","*",244
"Colchester School District","=""0280011""","N",172,171,99.4,171,"*","*","*","*",21,12.3,97,56.7,"*","*","*","*",286
"Colchester School District","=""0280011""","Y",30,30,100.0,30,"*","*","*","*",12,40.0,8,26.7,"*","*","*","*",236
"Colebrook School District","=""0290011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","N",51,51,100.0,51,"*","*","*","*","*","*","*","*","*","*","*","*",275
"Columbia School District","=""0300011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","N",36,36,100.0,36,"*","*","*","*","*","*","*","*","*","*","*","*",266
"Cooperative Educational Services","=""2430014""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","N",100,99,99.0,99,0,0.0,"*","*","*","*","*","*","*","*","*","*",289
"Coventry School District","=""0320011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","N",156,156,100.0,156,"*","*","*","*","*","*",67,42.9,37,23.7,104,66.7,268
"Cromwell School District","=""0330011""","Y",20,20,100.0,20,"*","*","*","*","*","*",6,30.0,0,0.0,6,30.0,212
"Danbury School District","=""0340011""","N",760,754,99.2,754,"*","*",121,16.0,208,27.6,284,37.7,"*","*","*","*",245
"Danbury School District","=""0340011""","Y",107,105,98.1,105,39,37.1,38,36.2,13,12.4,"*","*","*","*",15,14.3,197
"Darien School District","=""0350011""","N",315,314,99.7,314,0,0.0,"*","*",33,10.5,137,43.6,"*","*","*","*",290
"Darien School District","=""0350011""","Y",41,40,97.6,40,"*","*","*","*",12,30.0,16,40.0,"*","*","*","*",249
"Deep River School District","=""0360011""","N",36,36,100.0,36,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",288
"Deep River School District","=""0360011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","N",96,96,100.0,96,"*","*","*","*","*","*","*","*","*","*","*","*",249
"Derby School District","=""0370011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","N",64,64,100.0,64,"*","*","*","*","*","*","*","*","*","*","*","*",290
"East Granby School District","=""0400011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","N",119,118,99.2,118,0,0.0,"*","*","*","*","*","*","*","*","*","*",274
"East Hampton School District","=""0420011""","Y",15,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","N",434,434,100.0,434,48,11.1,68,15.7,151,34.8,"*","*","*","*","*","*",237
"East Hartford School District","=""0430011""","Y",81,81,100.0,81,44,54.3,26,32.1,"*","*","*","*",0,0.0,"*","*",179
"East Haven School District","=""0440011""","N",179,179,100.0,179,"*","*",15,8.4,"*","*",80,44.7,23,12.8,103,57.5,256
"East Haven School District","=""0440011""","Y",26,26,100.0,26,8,30.8,"*","*","*","*",7,26.9,0,0.0,7,26.9,211
"East Lyme School District","=""0450011""","N",187,186,99.5,186,0,0.0,"*","*","*","*","*","*","*","*","*","*",289
"East Lyme School District","=""0450011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","N",66,66,100.0,66,0,0.0,"*","*","*","*","*","*","*","*","*","*",283
"East Windsor School District","=""0470011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","N",111,110,99.1,110,0,0.0,"*","*","*","*","*","*","*","*","*","*",294
"Easton School District","=""0460011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",196,196,100.0,196,"*","*","*","*",16,8.2,97,49.5,79,40.3,176,89.8,287
"Ellington School District","=""0480011""","Y",21,21,100.0,21,"*","*","*","*",8,38.1,7,33.3,0,0.0,7,33.3,227
"Elm City College Preparatory School District","=""2890013""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Elm City College Preparatory School District","=""2890013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","N",332,331,99.7,331,"*","*",22,6.6,75,22.7,164,49.5,"*","*","*","*",266
"Enfield School District","=""0490011""","Y",62,62,100.0,62,"*","*",18,29.0,19,30.6,15,24.2,"*","*","*","*",227
"Essex School District","=""0500011""","N",48,48,100.0,48,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",300
"Essex School District","=""0500011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","N",685,682,99.6,682,7,1.0,14,2.1,73,10.7,318,46.6,270,39.6,588,86.2,288
"Fairfield School District","=""0510011""","Y",83,83,100.0,83,12,14.5,18,21.7,27,32.5,17,20.5,9,10.8,26,31.3,234
"Farmington School District","=""0520011""","N",269,267,99.3,267,"*","*","*","*",10,3.7,104,39.0,"*","*","*","*",306
"Farmington School District","=""0520011""","Y",44,43,97.7,43,"*","*","*","*",13,30.2,16,37.2,"*","*","*","*",239
"Franklin School District","=""0530011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","N",403,402,99.8,402,0,0.0,"*","*",25,6.2,166,41.3,"*","*","*","*",300
"Glastonbury School District","=""0540011""","Y",43,42,97.7,42,"*","*",10,23.8,10,23.8,11,26.2,"*","*","*","*",228
"Granby School District","=""0560011""","N",108,108,100.0,108,0,0.0,"*","*","*","*","*","*","*","*","*","*",307
"Granby School District","=""0560011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","N",611,609,99.7,609,"*","*",19,3.1,58,9.5,281,46.1,"*","*","*","*",285
"Greenwich School District","=""0570011""","Y",81,78,96.3,78,"*","*",18,23.1,23,29.5,22,28.2,"*","*","*","*",230
"Griswold School District","=""0580011""","N",107,107,100.0,107,0,0.0,"*","*","*","*","*","*","*","*","*","*",277
"Griswold School District","=""0580011""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","N",264,263,99.6,263,"*","*",21,8.0,49,18.6,131,49.8,"*","*","*","*",267
"Groton School District","=""0590011""","Y",46,44,95.7,44,12,27.3,13,29.5,9,20.5,"*","*","*","*",10,22.7,216
"Guilford School District","=""0600011""","N",262,261,99.6,261,"*","*",8,3.1,36,13.8,"*","*","*","*","*","*",276
"Guilford School District","=""0600011""","Y",32,32,100.0,32,"*","*",12,37.5,6,18.8,"*","*","*","*","*","*",212
"Hamden School District","=""0620011""","N",342,340,99.4,340,"*","*",38,11.2,68,20.0,151,44.4,"*","*","*","*",256
"Hamden School District","=""0620011""","Y",74,73,98.6,73,32,43.8,"*","*",13,17.8,17,23.3,"*","*","*","*",205
"Hampton School District","=""0630011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","N",1208,1200,99.3,1200,214,17.8,236,19.7,323,26.9,342,28.5,85,7.1,427,35.6,230
"Hartford School District","=""0640011""","Y",262,255,97.3,255,159,62.4,63,24.7,21,8.2,12,4.7,0,0.0,12,4.7,178
"Hartland School District","=""0650011""","N","*","*","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","N",92,92,100.0,92,0,0.0,"*","*","*","*","*","*","*","*","*","*",279
"Hebron School District","=""0670011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","N",136,134,98.5,134,"*","*",13,9.7,"*","*","*","*",12,9.0,"*","*",253
"Killingly School District","=""0690011""","Y",23,21,91.3,21,"*","*",8,38.1,"*","*","*","*",0,0.0,"*","*",204
"Learn","=""2450014""","N",73,71,97.3,71,"*","*","*","*","*","*","*","*","*","*","*","*",276
"Learn","=""2450014""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","N",52,51,98.1,51,0,0.0,"*","*","*","*","*","*","*","*","*","*",271
"Lebanon School District","=""0710011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","N",147,146,99.3,146,"*","*","*","*",19,13.0,"*","*","*","*","*","*",286
"Ledyard School District","=""0720011""","Y",21,20,95.2,20,0,0.0,"*","*",6,30.0,"*","*","*","*","*","*",238
"Lisbon School District","=""0730011""","N",35,35,100.0,35,0,0.0,"*","*","*","*","*","*","*","*","*","*",269
"Lisbon School District","=""0730011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",60,60,100.0,60,0,0.0,"*","*","*","*","*","*","*","*","*","*",303
"Litchfield School District","=""0740011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","N",170,166,97.6,166,0,0.0,"*","*",22,13.3,96,57.8,"*","*","*","*",279
"Madison School District","=""0760011""","Y",34,30,88.2,30,"*","*","*","*",16,53.3,9,30.0,"*","*","*","*",239
"Manchester School District","=""0770011""","N",408,405,99.3,405,"*","*",67,16.5,98,24.2,157,38.8,"*","*","*","*",245
"Manchester School District","=""0770011""","Y",67,65,97.0,65,32,49.2,16,24.6,"*","*",8,12.3,"*","*","*","*",197
"Mansfield School District","=""0780011""","N",125,123,98.4,123,"*","*","*","*","*","*","*","*","*","*","*","*",278
"Mansfield School District","=""0780011""","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","N",82,82,100.0,82,0,0.0,"*","*","*","*","*","*","*","*","*","*",291
"Marlborough School District","=""0790011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","N",540,536,99.3,536,"*","*",107,20.0,148,27.6,191,35.6,"*","*","*","*",237
"Meriden School District","=""0800011""","Y",102,102,100.0,102,50,49.0,22,21.6,19,18.6,"*","*","*","*",11,10.8,193
"Middletown School District","=""0830011""","N",310,310,100.0,310,"*","*",45,14.5,76,24.5,"*","*",41,13.2,"*","*",253
"Middletown School District","=""0830011""","Y",50,49,98.0,49,21,42.9,17,34.7,"*","*","*","*",0,0.0,"*","*",193
"Milford School District","=""0840011""","N",412,410,99.5,410,"*","*",16,3.9,49,12.0,224,54.6,"*","*","*","*",280
"Milford School District","=""0840011""","Y",45,44,97.8,44,"*","*",13,29.5,12,27.3,12,27.3,"*","*","*","*",226
"Monroe School District","=""0850011""","N",200,200,100.0,200,0,0.0,0,0.0,"*","*",85,42.5,"*","*","*","*",303
"Monroe School District","=""0850011""","Y",27,27,100.0,27,"*","*","*","*","*","*",13,48.1,"*","*","*","*",238
"Montville School District","=""0860011""","N",159,159,100.0,159,0,0.0,11,6.9,"*","*",78,49.1,"*","*","*","*",273
"Montville School District","=""0860011""","Y",25,25,100.0,25,"*","*",6,24.0,"*","*",11,44.0,"*","*","*","*",235
"Naugatuck School District","=""0880011""","N",257,257,100.0,257,14,5.4,38,14.8,80,31.1,"*","*","*","*","*","*",244
"Naugatuck School District","=""0880011""","Y",44,44,100.0,44,23,52.3,"*","*",10,22.7,"*","*",0,0.0,"*","*",186
"New Beginnings Inc., Family Academy District","=""2800013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","N",651,644,98.9,644,143,22.2,139,21.6,183,28.4,"*","*","*","*","*","*",221
"New Britain School District","=""0890011""","Y",137,133,97.1,133,95,71.4,25,18.8,"*","*","*","*",0,0.0,"*","*",170
"New Canaan School District","=""0900011""","N",312,311,99.7,311,0,0.0,"*","*",14,4.5,124,39.9,"*","*","*","*",306
"New Canaan School District","=""0900011""","Y",32,30,93.8,30,"*","*","*","*",13,43.3,9,30.0,"*","*","*","*",236
"New Fairfield School District","=""0910011""","N",141,139,98.6,139,"*","*","*","*","*","*","*","*","*","*","*","*",269
"New Fairfield School District","=""0910011""","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","N",59,59,100.0,59,0,0.0,"*","*","*","*","*","*","*","*","*","*",277
"New Hartford School District","=""0920011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","N",1265,1260,99.6,1260,256,20.3,342,27.1,306,24.3,263,20.9,93,7.4,356,28.3,223
"New Haven School District","=""0930011""","Y",200,199,99.5,199,133,66.8,32,16.1,26,13.1,8,4.0,0,0.0,8,4.0,180
"New London School District","=""0950011""","N",228,226,99.1,226,"*","*",46,20.4,50,22.1,72,31.9,"*","*","*","*",242
"New London School District","=""0950011""","Y",52,51,98.1,51,23,45.1,14,27.5,7,13.7,"*","*","*","*",7,13.7,197
"New Milford School District","=""0960011""","N",294,292,99.3,292,"*","*",16,5.5,68,23.3,145,49.7,"*","*","*","*",267
"New Milford School District","=""0960011""","Y",40,40,100.0,40,"*","*",6,15.0,8,20.0,12,30.0,"*","*","*","*",221
"Newington School District","=""0940011""","N",266,266,100.0,266,"*","*","*","*",61,22.9,126,47.4,57,21.4,183,68.8,267
"Newington School District","=""0940011""","Y",43,42,97.7,42,"*","*","*","*",12,28.6,14,33.3,0,0.0,14,33.3,222
"Newtown School District","=""0970011""","N",297,296,99.7,296,0,0.0,10,3.4,41,13.9,186,62.8,59,19.9,245,82.8,275
"Newtown School District","=""0970011""","Y",43,43,100.0,43,6,14.0,11,25.6,12,27.9,14,32.6,0,0.0,14,32.6,228
"Norfolk School District","=""0980011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","N",122,122,100.0,122,"*","*",6,4.9,24,19.7,"*","*",19,15.6,"*","*",266
"North Branford School District","=""0990011""","Y",22,21,95.5,21,"*","*",10,47.6,7,33.3,"*","*",0,0.0,"*","*",214
"North Canaan School District","=""1000011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","N",200,199,99.5,199,"*","*",12,6.0,45,22.6,"*","*","*","*","*","*",267
"North Haven School District","=""1010011""","Y",29,29,100.0,29,"*","*",10,34.5,6,20.7,"*","*","*","*","*","*",207
"North Stonington School District","=""1020011""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","N",712,710,99.7,710,"*","*",74,10.4,167,23.5,289,40.7,"*","*","*","*",256
"Norwalk School District","=""1030011""","Y",112,111,99.1,111,41,36.9,32,28.8,22,19.8,"*","*","*","*",16,14.4,200
"Norwich School District","=""1040011""","N",297,297,100.0,297,"*","*",45,15.2,82,27.6,"*","*",31,10.4,"*","*",244
"Norwich School District","=""1040011""","Y",63,56,88.9,55,33,60.0,10,18.2,"*","*","*","*",0,0.0,"*","*",181
"Odyssey Community School District","=""2630013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","N",81,81,100.0,81,0,0.0,"*","*","*","*","*","*","*","*","*","*",278
"Old Saybrook School District","=""1060011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","N",158,157,99.4,157,"*","*","*","*","*","*","*","*","*","*","*","*",290
"Orange School District","=""1070011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","N",149,149,100.0,149,"*","*","*","*",17,11.4,75,50.3,"*","*","*","*",286
"Oxford School District","=""1080011""","Y",25,25,100.0,25,0,0.0,"*","*",9,36.0,7,28.0,"*","*","*","*",248
"Park City Prep Charter School District","=""2830013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","N",136,135,99.3,135,"*","*",13,9.6,36,26.7,"*","*","*","*","*","*",257
"Plainfield School District","=""1090011""","Y",27,27,100.0,27,"*","*",7,25.9,7,25.9,"*","*","*","*","*","*",206
"Plainville School District","=""1100011""","N",145,145,100.0,145,"*","*",7,4.8,"*","*","*","*",26,17.9,"*","*",268
"Plainville School District","=""1100011""","Y",23,23,100.0,23,"*","*",9,39.1,"*","*","*","*",0,0.0,"*","*",212
"Plymouth School District","=""1110011""","N",91,91,100.0,91,"*","*","*","*","*","*","*","*","*","*","*","*",271
"Plymouth School District","=""1110011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","N",47,47,100.0,47,0,0.0,"*","*","*","*","*","*","*","*","*","*",284
"Pomfret School District","=""1120011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","N",100,99,99.0,99,"*","*","*","*","*","*","*","*","*","*","*","*",275
"Portland School District","=""1130011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","N",37,36,97.3,36,"*","*","*","*","*","*","*","*","*","*","*","*",271
"Preston School District","=""1140011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","N",84,80,95.2,80,"*","*","*","*","*","*","*","*","*","*","*","*",245
"Putnam School District","=""1160011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","N",47,47,100.0,47,0,0.0,"*","*","*","*","*","*","*","*","*","*",288
