"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, Gender"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Cooperative Educational Services","=""2430014""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","F",54,53,98.1,52,"*","*","*","*",14,26.9,9,17.3,24,46.2,33,63.5,288
"Coventry School District","=""0320011""","M",62,62,100.0,62,"*","*","*","*",20,32.3,8,12.9,27,43.5,35,56.5,280
"Cromwell School District","=""0330011""","F",72,72,100.0,72,"*","*","*","*",32,44.4,13,18.1,22,30.6,35,48.6,270
"Cromwell School District","=""0330011""","M",75,74,98.7,74,"*","*","*","*",26,35.1,26,35.1,11,14.9,37,50.0,259
"Danbury School District","=""0340011""","F",350,347,99.1,347,53,15.3,66,19.0,136,39.2,61,17.6,31,8.9,92,26.5,236
"Danbury School District","=""0340011""","M",379,368,97.1,367,102,27.8,66,18.0,104,28.3,60,16.3,35,9.5,95,25.9,226
"Darien School District","=""0350011""","F",171,163,95.3,163,"*","*","*","*",34,20.9,53,32.5,73,44.8,126,77.3,293
"Darien School District","=""0350011""","M",181,174,96.1,173,"*","*","*","*",30,17.3,37,21.4,99,57.2,136,78.6,300
"Derby School District","=""0370011""","F",34,33,97.1,33,"*","*",8,24.2,9,27.3,7,21.2,"*","*","*","*",241
"Derby School District","=""0370011""","M",46,45,97.8,45,"*","*",7,15.6,15,33.3,7,15.6,"*","*","*","*",235
"East Granby School District","=""0400011""","F",33,32,97.0,32,0,0.0,0,0.0,"*","*","*","*",18,56.3,"*","*",300
"East Granby School District","=""0400011""","M",26,25,96.2,25,"*","*","*","*","*","*",7,28.0,10,40.0,17,68.0,279
"East Haddam School District","=""0410011""","F",41,41,100.0,41,"*","*","*","*",20,48.8,6,14.6,11,26.8,17,41.5,264
"East Haddam School District","=""0410011""","M",45,43,95.6,43,"*","*","*","*",18,41.9,6,14.0,13,30.2,19,44.2,263
"East Hampton School District","=""0420011""","F",50,49,98.0,49,"*","*","*","*",12,24.5,10,20.4,23,46.9,33,67.3,282
"East Hampton School District","=""0420011""","M",59,59,100.0,58,"*","*","*","*",19,32.8,14,24.1,20,34.5,34,58.6,277
"East Hartford School District","=""0430011""","F",246,229,93.1,228,36,15.8,46,20.2,82,36.0,39,17.1,25,11.0,64,28.1,237
"East Hartford School District","=""0430011""","M",238,209,87.8,205,46,22.4,45,22.0,68,33.2,28,13.7,18,8.8,46,22.4,227
"East Haven School District","=""0440011""","F",115,110,95.7,110,"*","*",23,20.9,50,45.5,22,20.0,"*","*","*","*",242
"East Haven School District","=""0440011""","M",112,110,98.2,110,"*","*",16,14.5,54,49.1,26,23.6,"*","*","*","*",250
"East Lyme School District","=""0450011""","F",127,126,99.2,126,"*","*","*","*",36,28.6,35,27.8,53,42.1,88,69.8,289
"East Lyme School District","=""0450011""","M",160,158,98.8,157,"*","*","*","*",33,21.0,42,26.8,70,44.6,112,71.3,289
"East Windsor School District","=""0470011""","F",41,41,100.0,41,"*","*","*","*",15,36.6,11,26.8,10,24.4,21,51.2,262
"East Windsor School District","=""0470011""","M",49,47,95.9,47,"*","*","*","*",18,38.3,13,27.7,9,19.1,22,46.8,252
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","F",66,58,87.9,57,"*","*","*","*",25,43.9,6,10.5,"*","*","*","*",229
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","M",29,28,96.6,28,"*","*","*","*",13,46.4,7,25.0,"*","*","*","*",245
"Education Connection","=""2420014""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","F",90,90,100.0,90,"*","*","*","*",27,30.0,34,37.8,25,27.8,59,65.6,274
"Ellington School District","=""0480011""","M",89,88,98.9,88,"*","*","*","*",21,23.9,26,29.5,35,39.8,61,69.3,282
"Elm City College Preparatory School District","=""2890013""","F",16,16,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","M",16,16,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","F",193,192,99.5,192,6,3.1,16,8.3,86,44.8,52,27.1,32,16.7,84,43.8,259
"Enfield School District","=""0490011""","M",176,173,98.3,173,7,4.0,15,8.7,57,32.9,56,32.4,38,22.0,94,54.3,264
"Explorations District","=""2720013""","F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","M",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","F",405,394,97.3,394,"*","*","*","*",98,24.9,117,29.7,159,40.4,276,70.1,284
"Fairfield School District","=""0510011""","M",364,358,98.4,358,"*","*","*","*",81,22.6,109,30.4,146,40.8,255,71.2,285
"Farmington School District","=""0520011""","F",137,133,97.1,133,"*","*","*","*",31,23.3,38,28.6,61,45.9,99,74.4,292
"Farmington School District","=""0520011""","M",157,157,100.0,157,"*","*","*","*",23,14.6,40,25.5,84,53.5,124,79.0,297
"Glastonbury School District","=""0540011""","F",250,247,98.8,247,"*","*","*","*",54,21.9,62,25.1,119,48.2,181,73.3,290
"Glastonbury School District","=""0540011""","M",233,231,99.1,231,"*","*","*","*",48,20.8,44,19.0,124,53.7,168,72.7,298
"Granby School District","=""0560011""","F",82,80,97.6,79,0,0.0,"*","*","*","*",21,26.6,43,54.4,64,81.0,297
"Granby School District","=""0560011""","M",88,88,100.0,88,"*","*","*","*",10,11.4,22,25.0,50,56.8,72,81.8,301
"Greenwich School District","=""0570011""","F",321,317,98.8,317,6,1.9,9,2.8,63,19.9,75,23.7,164,51.7,239,75.4,295
"Greenwich School District","=""0570011""","M",288,283,98.3,282,11,3.9,14,5.0,59,20.9,62,22.0,136,48.2,198,70.2,289
"Griswold School District","=""0580011""","F",83,81,97.6,81,"*","*","*","*",29,35.8,19,23.5,15,18.5,34,42.0,253
"Griswold School District","=""0580011""","M",67,67,100.0,66,"*","*","*","*",21,31.8,19,28.8,11,16.7,30,45.5,252
"Groton School District","=""0590011""","F",115,110,95.7,110,7,6.4,14,12.7,44,40.0,16,14.5,29,26.4,45,40.9,261
"Groton School District","=""0590011""","M",147,130,88.4,130,12,9.2,15,11.5,43,33.1,28,21.5,32,24.6,60,46.2,260
"Guilford School District","=""0600011""","F",149,149,100.0,149,"*","*","*","*",37,24.8,39,26.2,67,45.0,106,71.1,288
"Guilford School District","=""0600011""","M",142,140,98.6,140,"*","*","*","*",27,19.3,40,28.6,66,47.1,106,75.7,292
"Hamden School District","=""0620011""","F",185,173,93.5,173,22,12.7,21,12.1,69,39.9,26,15.0,35,20.2,61,35.3,250
"Hamden School District","=""0620011""","M",233,218,93.6,215,38,17.7,36,16.7,74,34.4,33,15.3,34,15.8,67,31.2,241
"Hartford School District","=""0640011""","F",623,556,89.2,548,155,28.3,123,22.4,173,31.6,58,10.6,39,7.1,97,17.7,220
"Hartford School District","=""0640011""","M",705,623,88.4,616,208,33.8,137,22.2,131,21.3,63,10.2,77,12.5,140,22.7,221
"Highville Charter School District","=""2860013""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","M",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","F",98,93,94.9,93,11,11.8,19,20.4,36,38.7,19,20.4,8,8.6,27,29.0,237
"Killingly School District","=""0690011""","M",97,88,90.7,88,12,13.6,15,17.0,23,26.1,25,28.4,13,14.8,38,43.2,246
"Learn","=""2450014""","F",104,100,96.2,99,19,19.2,20,20.2,25,25.3,12,12.1,23,23.2,35,35.4,245
"Learn","=""2450014""","M",72,70,97.2,70,18,25.7,10,14.3,17,24.3,10,14.3,15,21.4,25,35.7,241
"Lebanon School District","=""0710011""","F",53,53,100.0,53,"*","*","*","*",15,28.3,18,34.0,16,30.2,34,64.2,274
"Lebanon School District","=""0710011""","M",42,41,97.6,41,"*","*","*","*",13,31.7,12,29.3,6,14.6,18,43.9,252
"Ledyard School District","=""0720011""","F",99,96,97.0,96,"*","*","*","*",30,31.3,15,15.6,39,40.6,54,56.3,277
"Ledyard School District","=""0720011""","M",94,92,97.9,92,0,0.0,6,6.5,23,25.0,26,28.3,37,40.2,63,68.5,285
"Litchfield School District","=""0740011""","F",30,30,100.0,30,"*","*","*","*",10,33.3,"*","*",13,43.3,"*","*",288
"Litchfield School District","=""0740011""","M",33,33,100.0,33,0,0.0,"*","*",8,24.2,"*","*",11,33.3,"*","*",285
"Madison School District","=""0760011""","F",140,132,94.3,132,"*","*","*","*",29,22.0,39,29.5,55,41.7,94,71.2,284
"Madison School District","=""0760011""","M",155,154,99.4,154,"*","*","*","*",31,20.1,45,29.2,66,42.9,111,72.1,285
"Manchester School District","=""0770011""","F",186,177,95.2,177,34,19.2,31,17.5,54,30.5,34,19.2,24,13.6,58,32.8,237
"Manchester School District","=""0770011""","M",202,195,96.5,195,52,26.7,42,21.5,59,30.3,19,9.7,23,11.8,42,21.5,226
"Meriden School District","=""0800011""","F",278,262,94.2,260,81,31.2,67,25.8,87,33.5,16,6.2,9,3.5,25,9.6,213
"Meriden School District","=""0800011""","M",308,289,93.8,284,94,33.1,81,28.5,66,23.2,24,8.5,19,6.7,43,15.1,213
"Middletown School District","=""0830011""","F",156,156,100.0,156,22,14.1,22,14.1,57,36.5,24,15.4,31,19.9,55,35.3,247
"Middletown School District","=""0830011""","M",157,151,96.2,151,28,18.5,27,17.9,49,32.5,23,15.2,24,15.9,47,31.1,240
"Milford School District","=""0840011""","F",210,208,99.0,207,"*","*","*","*",85,41.1,55,26.6,42,20.3,97,46.9,264
"Milford School District","=""0840011""","M",238,232,97.5,230,"*","*","*","*",91,39.6,47,20.4,42,18.3,89,38.7,253
"Monroe School District","=""0850011""","F",144,143,99.3,142,"*","*","*","*",28,19.7,39,27.5,69,48.6,108,76.1,292
"Monroe School District","=""0850011""","M",155,154,99.4,153,"*","*","*","*",27,17.6,38,24.8,81,52.9,119,77.8,298
"Montville School District","=""0860011""","F",101,97,96.0,97,"*","*","*","*",28,28.9,28,28.9,31,32.0,59,60.8,273
"Montville School District","=""0860011""","M",86,85,98.8,85,"*","*","*","*",29,34.1,13,15.3,30,35.3,43,50.6,272
"Naugatuck School District","=""0880011""","F",151,144,95.4,143,15,10.5,25,17.5,64,44.8,28,19.6,11,7.7,39,27.3,239
"Naugatuck School District","=""0880011""","M",147,141,95.9,141,22,15.6,41,29.1,46,32.6,11,7.8,21,14.9,32,22.7,231
"New Britain School District","=""0890011""","F",255,243,95.3,241,86,35.7,54,22.4,64,26.6,25,10.4,12,5.0,37,15.4,214
"New Britain School District","=""0890011""","M",287,255,88.9,250,107,42.8,63,25.2,51,20.4,19,7.6,10,4.0,29,11.6,205
"New Canaan School District","=""0900011""","F",168,164,97.6,164,"*","*","*","*",30,18.3,52,31.7,79,48.2,131,79.9,293
"New Canaan School District","=""0900011""","M",151,150,99.3,149,"*","*","*","*",27,18.1,34,22.8,83,55.7,117,78.5,299
"New Fairfield School District","=""0910011""","F",101,99,98.0,99,"*","*","*","*",28,28.3,31,31.3,31,31.3,62,62.6,275
"New Fairfield School District","=""0910011""","M",117,117,100.0,117,"*","*","*","*",41,35.0,29,24.8,40,34.2,69,59.0,278
"New Haven School District","=""0930011""","F",736,666,90.5,656,139,21.2,161,24.5,215,32.8,81,12.3,60,9.1,141,21.5,227
"New Haven School District","=""0930011""","M",754,642,85.1,620,194,31.3,149,24.0,157,25.3,63,10.2,57,9.2,120,19.4,219
"New London School District","=""0950011""","F",108,97,89.8,96,26,27.1,16,16.7,33,34.4,10,10.4,11,11.5,21,21.9,224
"New London School District","=""0950011""","M",133,123,92.5,122,30,24.6,27,22.1,32,26.2,14,11.5,19,15.6,33,27.0,230
"New Milford School District","=""0960011""","F",181,174,96.1,174,6,3.4,9,5.2,65,37.4,47,27.0,47,27.0,94,54.0,269
"New Milford School District","=""0960011""","M",180,169,93.9,168,6,3.6,12,7.1,45,26.8,39,23.2,66,39.3,105,62.5,281
"Newington School District","=""0940011""","F",143,143,100.0,143,6,4.2,11,7.7,58,40.6,40,28.0,28,19.6,68,47.6,261
"Newington School District","=""0940011""","M",155,152,98.1,152,16,10.5,18,11.8,50,32.9,30,19.7,38,25.0,68,44.7,257
"Newtown School District","=""0970011""","F",190,188,98.9,188,"*","*","*","*",31,16.5,51,27.1,98,52.1,149,79.3,295
"Newtown School District","=""0970011""","M",226,224,99.1,224,"*","*","*","*",39,17.4,40,17.9,135,60.3,175,78.1,299
"North Branford School District","=""0990011""","F",82,81,98.8,81,"*","*","*","*",19,23.5,24,29.6,31,38.3,55,67.9,284
"North Branford School District","=""0990011""","M",68,66,97.1,66,"*","*","*","*",17,25.8,17,25.8,23,34.8,40,60.6,277
"North Haven School District","=""1010011""","F",111,110,99.1,109,"*","*","*","*",37,33.9,18,16.5,40,36.7,58,53.2,274
"North Haven School District","=""1010011""","M",141,134,95.0,134,"*","*","*","*",37,27.6,36,26.9,46,34.3,82,61.2,277
"North Stonington School District","=""1020011""","F",21,21,100.0,21,"*","*","*","*","*","*","*","*",10,47.6,"*","*",281
"North Stonington School District","=""1020011""","M",25,25,100.0,25,"*","*",0,0.0,"*","*","*","*",8,32.0,"*","*",273
"Norwalk School District","=""1030011""","F",443,432,97.5,432,55,12.7,66,15.3,155,35.9,87,20.1,69,16.0,156,36.1,247
"Norwalk School District","=""1030011""","M",420,401,95.5,398,59,14.8,63,15.8,139,34.9,72,18.1,65,16.3,137,34.4,244
"Norwich Free Academy District","=""9010022""","F",279,270,96.8,269,39,14.5,40,14.9,86,32.0,53,19.7,51,19.0,104,38.7,247
"Norwich Free Academy District","=""9010022""","M",279,274,98.2,273,47,17.2,43,15.8,77,28.2,43,15.8,63,23.1,106,38.8,250
"Norwich School District","=""1040011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","F",55,54,98.2,54,"*","*","*","*",11,20.4,16,29.6,21,38.9,37,68.5,275
"Old Saybrook School District","=""1060011""","M",55,54,98.2,54,"*","*","*","*",14,25.9,17,31.5,20,37.0,37,68.5,284
"Oxford School District","=""1080011""","F",75,75,100.0,73,"*","*","*","*",21,28.8,20,27.4,28,38.4,48,65.8,280
"Oxford School District","=""1080011""","M",66,66,100.0,66,"*","*","*","*",16,24.2,9,13.6,33,50.0,42,63.6,288
"Path Academy District","=""2930013""","F",19,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","M",26,13,50.0,10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","F",90,88,97.8,87,13,14.9,19,21.8,35,40.2,12,13.8,8,9.2,20,23.0,236
"Plainfield School District","=""1090011""","M",80,75,93.8,75,18,24.0,12,16.0,27,36.0,11,14.7,7,9.3,18,24.0,231
"Plainville School District","=""1100011""","F",75,73,97.3,73,8,11.0,8,11.0,19,26.0,24,32.9,14,19.2,38,52.1,254
"Plainville School District","=""1100011""","M",94,90,95.7,90,10,11.1,12,13.3,25,27.8,22,24.4,21,23.3,43,47.8,255
"Plymouth School District","=""1110011""","F",63,62,98.4,62,"*","*",12,19.4,23,37.1,17,27.4,"*","*","*","*",246
"Plymouth School District","=""1110011""","M",67,64,95.5,64,"*","*",15,23.4,16,25.0,12,18.8,"*","*","*","*",236
"Portland School District","=""1130011""","F",48,48,100.0,48,"*","*","*","*",13,27.1,13,27.1,18,37.5,31,64.6,284
"Portland School District","=""1130011""","M",44,44,100.0,44,"*","*","*","*",16,36.4,11,25.0,11,25.0,22,50.0,265
"Putnam School District","=""1160011""","F",38,38,100.0,38,"*","*","*","*",19,50.0,"*","*","*","*","*","*",221
"Putnam School District","=""1160011""","M",32,31,96.9,30,"*","*","*","*",10,33.3,"*","*","*","*","*","*",248
"Regional School District 01","=""2010012""","F",40,40,100.0,40,"*","*",6,15.0,17,42.5,10,25.0,"*","*","*","*",253
"Regional School District 01","=""2010012""","M",52,50,96.2,50,"*","*",8,16.0,21,42.0,10,20.0,"*","*","*","*",251
"Regional School District 04","=""2040012""","F",80,79,98.8,79,0,0.0,"*","*",24,30.4,"*","*",29,36.7,"*","*",286
"Regional School District 04","=""2040012""","M",75,75,100.0,75,"*","*","*","*",17,22.7,13,17.3,40,53.3,53,70.7,290
"Regional School District 05","=""2050012""","F",188,188,100.0,187,"*","*","*","*",32,17.1,52,27.8,97,51.9,149,79.7,296
"Regional School District 05","=""2050012""","M",172,171,99.4,171,"*","*","*","*",37,21.6,33,19.3,92,53.8,125,73.1,295
"Regional School District 06","=""2060012""","F",63,62,98.4,62,0,0.0,6,9.7,26,41.9,17,27.4,13,21.0,30,48.4,268
"Regional School District 06","=""2060012""","M",54,54,100.0,54,6,11.1,10,18.5,13,24.1,13,24.1,12,22.2,25,46.3,252
"Regional School District 07","=""2070012""","F",92,92,100.0,92,"*","*","*","*",23,25.0,28,30.4,35,38.0,63,68.5,282
"Regional School District 07","=""2070012""","M",84,84,100.0,83,"*","*","*","*",22,26.5,19,22.9,36,43.4,55,66.3,283
"Regional School District 08","=""2080012""","F",127,126,99.2,126,"*","*","*","*",38,30.2,40,31.7,43,34.1,83,65.9,281
"Regional School District 08","=""2080012""","M",149,145,97.3,145,"*","*","*","*",33,22.8,46,31.7,56,38.6,102,70.3,284
"Regional School District 09","=""2090012""","F",117,113,96.6,113,0,0.0,0,0.0,25,22.1,26,23.0,62,54.9,88,77.9,296
"Regional School District 09","=""2090012""","M",128,122,95.3,120,0,0.0,"*","*","*","*",32,26.7,61,50.8,93,77.5,298
"Regional School District 10","=""2100012""","F",96,96,100.0,96,"*","*","*","*",21,21.9,30,31.3,40,41.7,70,72.9,285
"Regional School District 10","=""2100012""","M",105,105,100.0,105,"*","*","*","*",22,21.0,19,18.1,52,49.5,71,67.6,287
"Regional School District 11","=""2110012""","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","M",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","F",26,26,100.0,26,"*","*","*","*","*","*",9,34.6,10,38.5,19,73.1,281
"Regional School District 12","=""2120012""","M",36,36,100.0,36,0,0.0,"*","*","*","*",8,22.2,16,44.4,24,66.7,284
"Regional School District 13","=""2130012""","F",61,59,96.7,59,0,0.0,0,0.0,14,23.7,16,27.1,29,49.2,45,76.3,299
"Regional School District 13","=""2130012""","M",65,64,98.5,64,"*","*","*","*",10,15.6,16,25.0,32,50.0,48,75.0,297
"Regional School District 14","=""2140012""","F",115,114,99.1,114,"*","*","*","*",43,37.7,28,24.6,31,27.2,59,51.8,269
"Regional School District 14","=""2140012""","M",78,78,100.0,78,"*","*","*","*",17,21.8,21,26.9,34,43.6,55,70.5,286
"Regional School District 15","=""2150012""","F",131,127,96.9,127,"*","*","*","*",28,22.0,41,32.3,54,42.5,95,74.8,289
"Regional School District 15","=""2150012""","M",161,156,96.9,156,"*","*","*","*",18,11.5,49,31.4,82,52.6,131,84.0,298
"Regional School District 16","=""2160012""","F",91,91,100.0,91,"*","*","*","*",37,40.7,19,20.9,25,27.5,44,48.4,265
"Regional School District 16","=""2160012""","M",81,81,100.0,81,"*","*","*","*",23,28.4,20,24.7,15,18.5,35,43.2,250
"Regional School District 17","=""2170012""","F",93,90,96.8,90,"*","*","*","*",24,26.7,24,26.7,39,43.3,63,70.0,288
"Regional School District 17","=""2170012""","M",74,74,100.0,74,"*","*","*","*",14,18.9,17,23.0,38,51.4,55,74.3,297
"Regional School District 18","=""2180012""","F",68,68,100.0,67,"*","*","*","*",17,25.4,19,28.4,28,41.8,47,70.1,287
"Regional School District 18","=""2180012""","M",50,50,100.0,50,"*","*","*","*",10,20.0,10,20.0,21,42.0,31,62.0,275
"Regional School District 19","=""2190012""","F",164,161,98.2,161,"*","*","*","*",49,30.4,34,21.1,63,39.1,97,60.2,280
"Regional School District 19","=""2190012""","M",136,135,99.3,135,"*","*","*","*",39,28.9,30,22.2,44,32.6,74,54.8,271
"Ridgefield School District","=""1180011""","F",217,204,94.0,204,0,0.0,"*","*","*","*",58,28.4,109,53.4,167,81.9,298
"Ridgefield School District","=""1180011""","M",213,202,94.8,202,0,0.0,"*","*","*","*",45,22.3,118,58.4,163,80.7,302
"Rocky Hill School District","=""1190011""","F",85,84,98.8,84,"*","*","*","*",29,34.5,18,21.4,30,35.7,48,57.1,278
"Rocky Hill School District","=""1190011""","M",93,92,98.9,92,"*","*","*","*",24,26.1,17,18.5,35,38.0,52,56.5,275
"Seymour School District","=""1240011""","F",71,70,98.6,70,"*","*","*","*",24,34.3,18,25.7,16,22.9,34,48.6,258
"Seymour School District","=""1240011""","M",84,82,97.6,82,"*","*","*","*",31,37.8,19,23.2,14,17.1,33,40.2,251
"Shelton School District","=""1260011""","F",177,173,97.7,172,8,4.7,19,11.0,53,30.8,55,32.0,37,21.5,92,53.5,263
