"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, English Learner Status (EL)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Brooklyn School District","=""0190011""","N",102,102,100.0,102,"*","*","*","*",17,16.7,47,46.1,30,29.4,77,75.5,277
"Canaan School District","=""0210011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","N",53,52,98.1,52,"*","*","*","*",9,17.3,26,50.0,9,17.3,35,67.3,260
"Canton School District","=""0230011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","N",304,299,98.4,299,"*","*","*","*","*","*","*","*","*","*","*","*",246
"Capitol Region Education Council","=""2410014""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","N",22,22,100.0,22,"*","*","*","*",7,31.8,12,54.5,"*","*","*","*",254
"Cheshire School District","=""0250011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","N",35,35,100.0,35,0,0.0,0,0.0,8,22.9,15,42.9,12,34.3,27,77.1,283
"Clinton School District","=""0270011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","N",57,57,100.0,57,"*","*","*","*",10,17.5,27,47.4,15,26.3,42,73.7,270
"Cooperative Educational Services","=""2430014""","N",52,52,100.0,52,11,21.2,"*","*","*","*",20,38.5,9,17.3,29,55.8,245
"Cornwall School District","=""0310011""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","N",115,114,99.1,114,0,0.0,6,5.3,17,14.9,52,45.6,39,34.2,91,79.8,282
"Cromwell School District","=""0330011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","N",684,680,99.4,680,37,5.4,94,13.8,176,25.9,289,42.5,84,12.4,373,54.9,251
"Danbury School District","=""0340011""","Y",183,179,97.8,179,63,35.2,65,36.3,45,25.1,6,3.4,0,0.0,6,3.4,194
"Darien School District","=""0350011""","N",356,354,99.4,354,"*","*","*","*",45,12.7,153,43.2,142,40.1,295,83.3,286
"Deep River School District","=""0360011""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",69,69,100.0,69,"*","*","*","*","*","*",33,47.8,27,39.1,60,87.0,285
"East Hampton School District","=""0420011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","N",460,460,100.0,460,69,15.0,80,17.4,145,31.5,"*","*","*","*","*","*",232
"East Hartford School District","=""0430011""","Y",55,55,100.0,55,23,41.8,"*","*",14,25.5,"*","*",0,0.0,"*","*",192
"East Haven School District","=""0440011""","N",188,188,100.0,188,"*","*","*","*","*","*","*","*","*","*","*","*",254
"East Haven School District","=""0440011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Elm City College Preparatory School District","=""2890013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","N",383,382,99.7,382,"*","*","*","*","*","*","*","*","*","*","*","*",262
"Enfield School District","=""0490011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","N",749,746,99.6,746,"*","*","*","*","*","*","*","*","*","*","*","*",284
"Fairfield School District","=""0510011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","N",306,303,99.0,303,"*","*","*","*","*","*","*","*","*","*","*","*",300
"Farmington School District","=""0520011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","N",657,652,99.2,652,"*","*",31,4.8,72,11.0,295,45.2,"*","*","*","*",282
"Greenwich School District","=""0570011""","Y",35,35,100.0,35,10,28.6,"*","*",9,25.7,8,22.9,"*","*","*","*",219
"Griswold School District","=""0580011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","N",299,296,99.0,296,"*","*","*","*","*","*","*","*","*","*","*","*",263
"Groton School District","=""0590011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","N",400,397,99.3,397,"*","*","*","*","*","*","*","*","*","*","*","*",250
"Hamden School District","=""0620011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","N",1169,1154,98.7,1154,"*","*",222,19.2,306,26.5,337,29.2,"*","*","*","*",230
"Hartford School District","=""0640011""","Y",301,301,100.0,301,168,55.8,77,25.6,38,12.6,"*","*","*","*",18,6.0,184
"Hartland School District","=""0650011""","N",22,22,100.0,22,"*","*",0,0.0,"*","*",9,40.9,7,31.8,16,72.7,273
"Hebron School District","=""0670011""","N",107,107,100.0,107,"*","*","*","*",19,17.8,49,45.8,30,28.0,79,73.8,270
"Highville Charter School District","=""2860013""","N",40,40,100.0,40,13,32.5,9,22.5,10,25.0,"*","*","*","*",8,20.0,212
"Integrated Day Charter School District","=""2640013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","N",76,76,100.0,76,16,21.1,"*","*",25,32.9,18,23.7,"*","*","*","*",220
"Kent School District","=""0680011""","N",27,27,100.0,27,0,0.0,0,0.0,"*","*",13,48.1,"*","*","*","*",298
"Killingly School District","=""0690011""","N",153,149,97.4,149,"*","*","*","*","*","*","*","*","*","*","*","*",248
"Killingly School District","=""0690011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","N",80,78,97.5,78,"*","*","*","*","*","*","*","*","*","*","*","*",270
"Learn","=""2450014""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","N",63,62,98.4,62,"*","*","*","*",11,17.7,36,58.1,8,12.9,44,71.0,263
"Ledyard School District","=""0720011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","N",45,45,100.0,45,"*","*","*","*",10,22.2,14,31.1,11,24.4,25,55.6,258
"Litchfield School District","=""0740011""","N",69,69,100.0,69,"*","*","*","*","*","*",23,33.3,40,58.0,63,91.3,302
"Madison School District","=""0760011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","N",454,449,98.9,449,61,13.6,77,17.1,"*","*","*","*",47,10.5,"*","*",239
"Manchester School District","=""0770011""","Y",21,21,100.0,21,8,38.1,6,28.6,"*","*","*","*",0,0.0,"*","*",205
"Mansfield School District","=""0780011""","N",128,125,97.7,125,"*","*","*","*","*","*","*","*","*","*","*","*",281
"Mansfield School District","=""0780011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","N",91,91,100.0,91,"*","*","*","*",10,11.0,40,44.0,34,37.4,74,81.3,284
"Meriden School District","=""0800011""","N",562,558,99.3,558,74,13.3,97,17.4,154,27.6,"*","*","*","*","*","*",236
"Meriden School District","=""0800011""","Y",80,80,100.0,80,30,37.5,32,40.0,"*","*","*","*",0,0.0,"*","*",190
"Middletown School District","=""0830011""","N",347,346,99.7,346,"*","*","*","*","*","*","*","*","*","*","*","*",246
"Middletown School District","=""0830011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","N",449,446,99.3,446,"*","*","*","*","*","*","*","*","*","*","*","*",275
"Milford School District","=""0840011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","N",285,285,100.0,285,"*","*","*","*","*","*","*","*","*","*","*","*",238
"Naugatuck School District","=""0880011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","N",45,45,100.0,45,12,26.7,"*","*",18,40.0,8,17.8,"*","*","*","*",221
"New Britain School District","=""0890011""","N",649,644,99.2,644,162,25.2,129,20.0,175,27.2,"*","*","*","*","*","*",219
"New Britain School District","=""0890011""","Y",139,133,95.7,133,76,57.1,35,26.3,"*","*","*","*",0,0.0,"*","*",180
"New Canaan School District","=""0900011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","N",68,68,100.0,68,"*","*","*","*",14,20.6,34,50.0,17,25.0,51,75.0,273
"New Haven School District","=""0930011""","N",1157,1153,99.7,1153,"*","*",286,24.8,272,23.6,252,21.9,"*","*","*","*",224
"New Haven School District","=""0930011""","Y",308,306,99.4,306,138,45.1,88,28.8,60,19.6,"*","*","*","*",20,6.5,192
"New London School District","=""0950011""","N",222,220,99.1,220,"*","*",40,18.2,50,22.7,"*","*",32,14.5,"*","*",246
"New London School District","=""0950011""","Y",58,57,98.3,57,28,49.1,20,35.1,"*","*","*","*",0,0.0,"*","*",184
"New Milford School District","=""0960011""","N",317,315,99.4,315,"*","*","*","*","*","*","*","*","*","*","*","*",264
"New Milford School District","=""0960011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","N",301,300,99.7,300,"*","*","*","*","*","*","*","*","*","*","*","*",262
"Newington School District","=""0940011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","N",20,20,100.0,20,0,0.0,"*","*","*","*",11,55.0,"*","*","*","*",264
"North Haven School District","=""1010011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N",56,55,98.2,55,0,0.0,0,0.0,"*","*","*","*",32,58.2,"*","*",308
"Norwalk School District","=""1030011""","N",678,677,99.9,677,"*","*",63,9.3,159,23.5,287,42.4,"*","*","*","*",259
"Norwalk School District","=""1030011""","Y",146,144,98.6,144,53,36.8,43,29.9,30,20.8,"*","*","*","*",18,12.5,198
"Norwich School District","=""1040011""","N",315,309,98.1,308,39,12.7,46,14.9,84,27.3,108,35.1,31,10.1,139,45.1,240
"Norwich School District","=""1040011""","Y",45,44,97.8,44,21,47.7,9,20.5,7,15.9,7,15.9,0,0.0,7,15.9,194
"Odyssey Community School District","=""2630013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","N",161,161,100.0,161,"*","*","*","*","*","*","*","*","*","*","*","*",262
"Plainville School District","=""1100011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","N",43,42,97.7,42,"*","*","*","*",8,19.0,19,45.2,10,23.8,29,69.0,267
"Putnam School District","=""1160011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","N",61,60,98.4,60,"*","*","*","*",10,16.7,22,36.7,19,31.7,41,68.3,271
"Regional School District 10","=""2100012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N",36,36,100.0,36,"*","*","*","*","*","*",21,58.3,7,19.4,28,77.8,269
"Regional School District 13","=""2130012""","N",139,138,99.3,138,"*","*","*","*",19,13.8,67,48.6,43,31.2,110,79.7,277
"Regional School District 14","=""2140012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","N",180,179,99.4,179,"*","*","*","*","*","*","*","*","*","*","*","*",286
"Rocky Hill School District","=""1190011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","N",55,55,100.0,55,"*","*","*","*","*","*",24,43.6,24,43.6,48,87.3,290
"Salisbury School District","=""1220011""","N",23,23,100.0,23,0,0.0,"*","*","*","*",13,56.5,"*","*","*","*",277
"Scotland School District","=""1230011""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","N",352,352,100.0,352,"*","*","*","*","*","*","*","*","*","*","*","*",276
"Shelton School District","=""1260011""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","N",37,36,97.3,36,"*","*","*","*",7,19.4,16,44.4,8,22.2,24,66.7,262
"Side By Side Charter School District","=""2700013""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*",0,0.0,"*","*","*"
"Side By Side Charter School District","=""2700013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N",103,102,99.0,102,0,0.0,"*","*","*","*",44,43.1,44,43.1,88,86.3,291
"South Windsor School District","=""1320011""","N",316,312,98.7,312,"*","*","*","*","*","*","*","*","*","*","*","*",281
"South Windsor School District","=""1320011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sprague School District","=""1330011""","N",35,35,100.0,35,"*","*","*","*",7,20.0,12,34.3,11,31.4,23,65.7,274
"Stafford School District","=""1340011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","N",971,967,99.6,967,"*","*",106,11.0,224,23.2,404,41.8,"*","*","*","*",257
"Stamford School District","=""1350011""","Y",191,191,100.0,191,61,31.9,44,23.0,56,29.3,"*","*","*","*",30,15.7,206
"Sterling School District","=""1360011""","N",50,49,98.0,49,"*","*","*","*",15,30.6,20,40.8,6,12.2,26,53.1,254
