"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, Special Education Status (SWD)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"East Lyme School District","=""0450011""","Y",23,20,87.0,20,9,45.0,"*","*","*","*","*","*",0,0.0,"*","*",206
"East Windsor School District","=""0470011""","N",64,64,100.0,64,"*","*","*","*","*","*","*","*","*","*","*","*",275
"East Windsor School District","=""0470011""","Y",11,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","N",97,94,96.9,94,"*","*",0,0.0,"*","*","*","*","*","*","*","*",279
"Easton School District","=""0460011""","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",188,188,100.0,188,6,3.2,"*","*",22,11.7,109,58.0,"*","*","*","*",274
"Ellington School District","=""0480011""","Y",24,24,100.0,24,7,29.2,"*","*",6,25.0,6,25.0,"*","*","*","*",226
"Elm City College Preparatory School District","=""2890013""","N",54,54,100.0,54,"*","*","*","*","*","*","*","*","*","*","*","*",227
"Elm City College Preparatory School District","=""2890013""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","N",311,311,100.0,311,"*","*",29,9.3,46,14.8,"*","*",58,18.6,"*","*",265
"Enfield School District","=""0490011""","Y",41,39,95.1,39,11,28.2,13,33.3,"*","*","*","*",0,0.0,"*","*",216
"Fairfield School District","=""0510011""","N",700,694,99.1,694,"*","*",13,1.9,54,7.8,397,57.2,"*","*","*","*",283
"Fairfield School District","=""0510011""","Y",93,91,97.8,91,26,28.6,"*","*",22,24.2,29,31.9,"*","*","*","*",228
"Farmington School District","=""0520011""","N",257,255,99.2,255,"*","*","*","*",24,9.4,143,56.1,"*","*","*","*",283
"Farmington School District","=""0520011""","Y",35,34,97.1,34,"*","*","*","*",11,32.4,12,35.3,"*","*","*","*",242
"Franklin School District","=""0530011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","N",463,463,100.0,462,"*","*","*","*",26,5.6,226,48.9,"*","*","*","*",292
"Glastonbury School District","=""0540011""","Y",53,53,100.0,53,"*","*","*","*",9,17.0,16,30.2,"*","*","*","*",225
"Granby School District","=""0560011""","N",138,136,98.6,136,"*","*","*","*","*","*","*","*","*","*","*","*",284
"Granby School District","=""0560011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","N",564,562,99.6,562,"*","*",14,2.5,50,8.9,307,54.6,"*","*","*","*",282
"Greenwich School District","=""0570011""","Y",70,70,100.0,70,23,32.9,"*","*",13,18.6,22,31.4,"*","*","*","*",228
"Griswold School District","=""0580011""","N",119,117,98.3,117,"*","*","*","*","*","*","*","*","*","*","*","*",254
"Griswold School District","=""0580011""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","N",240,239,99.6,239,6,2.5,21,8.8,37,15.5,131,54.8,44,18.4,175,73.2,266
"Groton School District","=""0590011""","Y",46,43,93.5,43,19,44.2,7,16.3,8,18.6,9,20.9,0,0.0,9,20.9,209
"Guilford School District","=""0600011""","N",255,255,100.0,255,"*","*","*","*",22,8.6,170,66.7,"*","*","*","*",274
"Guilford School District","=""0600011""","Y",35,35,100.0,35,"*","*","*","*",9,25.7,14,40.0,"*","*","*","*",239
"Hamden School District","=""0620011""","N",348,345,99.1,345,45,13.0,"*","*",73,21.2,157,45.5,"*","*","*","*",248
"Hamden School District","=""0620011""","Y",75,71,94.7,71,34,47.9,11,15.5,15,21.1,"*","*","*","*",11,15.5,208
"Hartford School District","=""0640011""","N",1289,1283,99.5,1282,401,31.3,"*","*",272,21.2,327,25.5,"*","*","*","*",227
"Hartford School District","=""0640011""","Y",284,270,95.1,270,197,73.0,33,12.2,"*","*",20,7.4,"*","*","*","*",190
"Hartland School District","=""0650011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Highville Charter School District","=""2860013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","N",68,67,98.5,67,"*","*","*","*","*","*","*","*","*","*","*","*",240
"Interdistrict School for Arts and Comm District","=""2650013""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","N",80,79,98.8,79,"*","*","*","*","*","*","*","*","*","*","*","*",236
"Jumoke Academy District","=""2610013""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","N",162,160,98.8,160,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Killingly School District","=""0690011""","Y",18,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","N",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*","*","*",223
"Learn","=""2450014""","Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*","*","*",273
"Lebanon School District","=""0710011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","N",133,133,100.0,133,"*","*","*","*",18,13.5,84,63.2,"*","*","*","*",268
"Ledyard School District","=""0720011""","Y",26,25,96.2,25,"*","*","*","*",9,36.0,7,28.0,"*","*","*","*",232
"Lisbon School District","=""0730011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",77,77,100.0,77,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",283
"Litchfield School District","=""0740011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","N",248,240,96.8,240,"*","*","*","*",25,10.4,137,57.1,"*","*","*","*",281
"Madison School District","=""0760011""","Y",30,27,90.0,27,"*","*","*","*",9,33.3,9,33.3,"*","*","*","*",235
"Manchester School District","=""0770011""","N",322,317,98.4,317,51,16.1,"*","*",70,22.1,140,44.2,"*","*","*","*",242
"Manchester School District","=""0770011""","Y",50,49,98.0,49,38,77.6,"*","*","*","*",0,0.0,0,0.0,0,0.0,179
"Mansfield School District","=""0780011""","N",128,128,100.0,128,"*","*","*","*","*","*","*","*","*","*","*","*",296
"Mansfield School District","=""0780011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","N",415,406,97.8,406,92,22.7,68,16.7,"*","*","*","*",17,4.2,"*","*",232
"Meriden School District","=""0800011""","Y",78,72,92.3,72,60,83.3,7,9.7,"*","*","*","*",0,0.0,"*","*",180
"Middletown School District","=""0830011""","N",274,274,100.0,274,29,10.6,"*","*","*","*","*","*",24,8.8,"*","*",248
"Middletown School District","=""0830011""","Y",36,36,100.0,36,28,77.8,"*","*","*","*","*","*",0,0.0,"*","*",190
"Milford School District","=""0840011""","N",431,425,98.6,425,14,3.3,33,7.8,80,18.8,250,58.8,48,11.3,298,70.1,260
"Milford School District","=""0840011""","Y",63,61,96.8,61,17,27.9,17,27.9,10,16.4,17,27.9,0,0.0,17,27.9,221
"Monroe School District","=""0850011""","N",232,232,100.0,232,"*","*","*","*","*","*",139,59.9,"*","*","*","*",279
"Monroe School District","=""0850011""","Y",22,22,100.0,22,"*","*","*","*","*","*",9,40.9,"*","*","*","*",232
"Montville School District","=""0860011""","N",157,156,99.4,156,"*","*",8,5.1,"*","*","*","*","*","*","*","*",274
"Montville School District","=""0860011""","Y",28,27,96.4,27,"*","*",6,22.2,"*","*","*","*","*","*","*","*",211
"Naugatuck School District","=""0880011""","N",279,278,99.6,278,27,9.7,38,13.7,53,19.1,133,47.8,27,9.7,160,57.6,249
"Naugatuck School District","=""0880011""","Y",55,54,98.2,54,22,40.7,17,31.5,6,11.1,9,16.7,0,0.0,9,16.7,209
"New Beginnings Inc., Family Academy District","=""2800013""","N",23,22,95.7,22,"*","*","*","*","*","*","*","*",0,0.0,"*","*",232
"New Beginnings Inc., Family Academy District","=""2800013""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","N",517,513,99.2,513,177,34.5,89,17.3,"*","*",137,26.7,"*","*","*","*",219
"New Britain School District","=""0890011""","Y",101,97,96.0,97,87,89.7,"*","*","*","*",0,0.0,0,0.0,0,0.0,176
"New Canaan School District","=""0900011""","N",266,266,100.0,266,"*","*","*","*",11,4.1,124,46.6,"*","*","*","*",293
"New Canaan School District","=""0900011""","Y",36,35,97.2,35,"*","*","*","*",9,25.7,16,45.7,"*","*","*","*",250
"New Fairfield School District","=""0910011""","N",178,175,98.3,175,"*","*","*","*","*","*","*","*","*","*","*","*",280
"New Fairfield School District","=""0910011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","N",1215,1205,99.2,1205,357,29.6,"*","*",260,21.6,316,26.2,"*","*","*","*",227
"New Haven School District","=""0930011""","Y",214,210,98.1,210,146,69.5,23,11.0,28,13.3,"*","*","*","*",13,6.2,193
"New London School District","=""0950011""","N",155,153,98.7,153,46,30.1,"*","*","*","*","*","*","*","*","*","*",227
"New London School District","=""0950011""","Y",33,27,81.8,27,20,74.1,"*","*","*","*","*","*",0,0.0,"*","*",182
"New Milford School District","=""0960011""","N",295,295,100.0,295,"*","*",10,3.4,41,13.9,178,60.3,"*","*","*","*",272
"New Milford School District","=""0960011""","Y",61,61,100.0,60,15,25.0,16,26.7,15,25.0,"*","*","*","*",14,23.3,224
"Newington School District","=""0940011""","N",289,288,99.7,288,8,2.8,"*","*","*","*",152,52.8,"*","*","*","*",270
"Newington School District","=""0940011""","Y",31,31,100.0,31,10,32.3,"*","*","*","*",11,35.5,"*","*","*","*",229
"Newtown School District","=""0970011""","N",389,387,99.5,387,"*","*",13,3.4,"*","*",219,56.6,"*","*","*","*",281
"Newtown School District","=""0970011""","Y",24,23,95.8,23,"*","*",6,26.1,"*","*",8,34.8,"*","*","*","*",254
"North Branford School District","=""0990011""","N",135,132,97.8,132,"*","*","*","*",17,12.9,"*","*",26,19.7,"*","*",270
"North Branford School District","=""0990011""","Y",22,22,100.0,22,"*","*","*","*",6,27.3,"*","*",0,0.0,"*","*",209
"North Canaan School District","=""1000011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","N",251,250,99.6,250,9,3.6,"*","*",50,20.0,"*","*","*","*","*","*",262
"North Haven School District","=""1010011""","Y",23,23,100.0,23,6,26.1,"*","*",8,34.8,"*","*","*","*","*","*",226
"North Stonington School District","=""1020011""","N",44,44,100.0,44,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",287
"North Stonington School District","=""1020011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","N",696,696,100.0,696,80,11.5,"*","*",129,18.5,307,44.1,"*","*","*","*",254
"Norwalk School District","=""1030011""","Y",107,103,96.3,103,56,54.4,21,20.4,18,17.5,"*","*","*","*",8,7.8,201
"Norwich School District","=""1040011""","N",324,324,100.0,324,64,19.8,50,15.4,80,24.7,"*","*","*","*","*","*",234
"Norwich School District","=""1040011""","Y",58,55,94.8,55,38,69.1,9,16.4,"*","*","*","*",0,0.0,"*","*",191
"Odyssey Community School District","=""2630013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","N",106,106,100.0,106,0,0.0,"*","*","*","*","*","*","*","*","*","*",276
"Old Saybrook School District","=""1060011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","N",148,148,100.0,148,"*","*","*","*","*","*","*","*","*","*","*","*",272
"Oxford School District","=""1080011""","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","N",77,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","N",167,166,99.4,166,"*","*","*","*","*","*","*","*","*","*","*","*",257
"Plainfield School District","=""1090011""","Y",20,18,90.0,18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","N",152,150,98.7,150,7,4.7,"*","*","*","*","*","*",43,28.7,"*","*",274
"Plainville School District","=""1100011""","Y",20,20,100.0,20,11,55.0,"*","*","*","*","*","*",0,0.0,"*","*",207
"Plymouth School District","=""1110011""","N",93,92,98.9,92,"*","*","*","*","*","*","*","*","*","*","*","*",252
"Plymouth School District","=""1110011""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","N",46,46,100.0,46,0,0.0,"*","*","*","*","*","*","*","*","*","*",275
"Pomfret School District","=""1120011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","N",97,97,100.0,97,"*","*","*","*","*","*","*","*","*","*","*","*",280
"Portland School District","=""1130011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","N",43,43,100.0,43,"*","*",0,0.0,"*","*","*","*","*","*","*","*",278
"Preston School District","=""1140011""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","N",78,78,100.0,78,"*","*","*","*","*","*","*","*","*","*","*","*",239
"Putnam School District","=""1160011""","Y",17,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N",100,98,98.0,98,0,0.0,"*","*","*","*","*","*","*","*","*","*",287
"Redding School District","=""1170011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N",144,144,100.0,144,"*","*","*","*","*","*","*","*","*","*","*","*",285
"Regional School District 04","=""2040012""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N",340,337,99.1,337,"*","*","*","*",32,9.5,185,54.9,108,32.0,293,86.9,282
"Regional School District 05","=""2050012""","Y",41,40,97.6,40,13,32.5,"*","*",13,32.5,"*","*",0,0.0,"*","*",218
"Regional School District 06","=""2060012""","N",67,65,97.0,65,"*","*","*","*","*","*","*","*","*","*","*","*",274
"Regional School District 06","=""2060012""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","N",127,127,100.0,127,0,0.0,"*","*","*","*","*","*","*","*","*","*",297
"Regional School District 07","=""2070012""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","N",249,249,100.0,249,"*","*","*","*",38,15.3,148,59.4,54,21.7,202,81.1,273
"Regional School District 08","=""2080012""","Y",32,32,100.0,32,"*","*","*","*",8,25.0,9,28.1,0,0.0,9,28.1,227
"Regional School District 10","=""2100012""","N",158,156,98.7,156,"*","*","*","*","*","*","*","*","*","*","*","*",271
"Regional School District 10","=""2100012""","Y",18,16,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*",258
"Regional School District 11","=""2110012""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N",54,54,100.0,54,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",293
"Regional School District 12","=""2120012""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N",132,131,99.2,131,"*","*","*","*",12,9.2,70,53.4,"*","*","*","*",285
"Regional School District 13","=""2130012""","Y",24,24,100.0,24,"*","*","*","*",6,25.0,11,45.8,"*","*","*","*",243
"Regional School District 14","=""2140012""","N",86,86,100.0,86,0,0.0,"*","*","*","*","*","*","*","*","*","*",274
"Regional School District 14","=""2140012""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","N",313,312,99.7,312,0,0.0,"*","*",39,12.5,177,56.7,"*","*","*","*",283
"Regional School District 15","=""2150012""","Y",38,37,97.4,37,10,27.0,"*","*",8,21.6,10,27.0,"*","*","*","*",225
"Regional School District 16","=""2160012""","N",167,164,98.2,164,"*","*","*","*",25,15.2,100,61.0,29,17.7,129,78.7,268
