"Educator Race/Ethnicity Report for 2007-08"

"District","School","Race","Count","% of Total"
,="Hazardville Memorial School",="White",34,94.4
,="Head Start Program",="White",8,100.0
,="Henry Barnard School",="White",43,97.7
,="John F. Kennedy Middle School",="White",101,99.0
,="Nathan Hale School",="White",24,96.0
,="Prudence Crandall School",="White",34,94.4
,="Thomas G. Alcorn School",="White",32,100.0
="Essex School District",="Essex Elementary School",="White",59,98.3
="Explorations District",="Explorations",="White",8,100.0
="Fairfield School District",="Burr Elementary School",="White",38,97.4
,="Dwight Elementary School",="White",41,97.6
,="Early Childhood Center",="White",17,100.0
,="Fairfield Ludlowe High School",="White",145,96.0
,="Fairfield Warde High School",="White",132,95.0
,="Fairfield Woods Middle School",="White",66,95.7
,="Holland Hill School",="White",38,97.4
,="Jennings School",="White",41,97.6
,="McKinley School",="White",50,96.2
,="Mill Hill School",="White",41,97.6
,="North Stratfield School",="White",45,97.8
,="Osborn Hill School",="White",48,98.0
,="Riverfield School",="White",44,95.7
,="Roger Ludlowe Middle School",="White",95,96.9
,="Sherman School",="White",42,100.0
,="Stratfield School",="White",43,97.7
,="Tomlinson Middle School",="White",74,97.4
="Farmington School District",="East Farms School",="White",37,94.9
,="Farmington Collaborative PK",="White",3,100.0
,="Farmington High School",="White",133,95.0
,="Irving A. Robbins Middle School",="White",63,95.5
,="Noah Wallace School",="White",29,96.7
,="Union School",="White",28,96.6
,="West District School",="White",31,96.9
,="West Woods Upper Elementary School",="White",61,95.3
="Franklin School District",="Franklin Elementary School",="White",24,100.0
="Glastonbury School District",="Buttonball Lane School",="White",52,100.0
,="Eastbury School",="White",31,93.9
,="Gideon Welles School",="White",52,98.1
,="Glastonbury High School",="White",180,96.8
,="Hebron Avenue School",="White",43,97.7
,="Hopewell School",="White",47,97.9
,="Naubuc School",="White",42,91.3
,="Nayaug Elementary School",="White",58,98.3
,="Smith Middle School",="White",101,98.1
="Granby School District",="Frank M. Kearns Primary School",="White",36,100.0
,="Granby Memorial High School",="White",70,95.9
,="Granby Memorial Middle School",="White",36,97.3
,="Kelly Lane Primary School",="White",33,100.0
,="Wells Road Intermediate School",="White",30,100.0
="Greenwich School District",="Central Middle School",="White",67,93.1
,="Cos Cob School",="White",41,97.6
,="Eastern Middle School",="White",64,91.4
,="Glenville School",="White",36,92.3
,="Greenwich High School",="White",242,89.6
,="Hamilton Avenue School",="White",38,80.9
,="International School At Dundee",="White",36,85.7
,="Julian Curtiss School",="White",45,93.8
,="New Lebanon School",="White",34,87.2
,="North Mianus School",="White",38,88.4
,="North Street School",="White",45,97.8
,="Old Greenwich School",="White",44,97.8
,="Parkway School",="White",40,95.2
,="Riverside School",="White",39,90.7
,="Western Middle School",="White",52,88.1
="Griswold School District",="Griswold Elementary School",="White",74,100.0
,="Griswold High School",="White",73,100.0
,="Griswold Middle School",="White",40,97.6
="Groton School District",="Carl C. Cutler Middle School",="White",44,93.6
,="Catherine Kolnaski Magnet School",="White",1,100.0
,="Charles Barnum School",="White",38,100.0
,="Claude Chester School",="White",34,91.9
,="Colonel Ledyard School",="White",12,85.7
,="Eastern Point School",="White",40,90.9
,="Fitch Middle School",="White",50,90.9
,="Mary Morrisson School",="White",31,91.2
,="Noank School",="White",27,96.4
,="Pleasant Valley School",="White",38,97.4
,="Robert E. Fitch High School",="White",113,92.6
,="S. B. Butler School",="White",32,97.0
,="West Side Middle School",="White",35,87.5
="Guilford School District",="A. Baldwin Middle School",="White",57,96.6
,="A. W. Cox School",="White",31,93.9
,="Calvin Leete School",="White",28,100.0
,="E. C. Adams Middle School",="White",65,98.5
,="Guilford High School",="White",106,100.0
,="Guilford Lakes School",="White",40,97.6
,="Melissa Jones School",="White",33,100.0
="Hamden School District",="Alice Peck Learning Center",="White",11,100.0
,="Bear Path School",="White",38,92.7
,="Church Street School",="White",32,88.9
,="Dunbar Hill School",="White",29,93.5
,="Hamden High School",="White",161,91.5
,="Hamden Middle School",="White",86,86.0
,="Helen Street School",="White",28,84.8
,="Ridge Hill School",="White",26,83.9
,="Shepherd Glen School",="White",27,96.4
,="Spring Glen School",="White",28,90.3
,="West Woods School",="White",43,100.0
="Hampton School District",="Hampton Elementary School",="White",18,94.7
="Hartford School District",="Asian Studies Academy at Bellizzi School",="White",34,82.9
,="Barnard-Brown School",="White",28,65.1
,="Batchelder School",="White",43,86.0
,="Betances Early Reading Lab Magnet School",="White",27,65.9
,="Breakthrough Magnet School",="White",22,81.5
,="Bulkeley High School Lower School",="White",97,70.8
,="Burns Latino Studies Academy",="White",36,65.5
,="Burr School",="White",41,80.4
,="Capital Preparatory Magnet School",="White",11,52.4
,="Clark School",="White",26,63.4
,="Classical Magnet School",="White",49,87.5
,="Dr. Joseph Bellizzi Middle School",="White",42,72.4
,="Environmental Sciences Magnet at Hooker School",="White",26,66.7
,="Expeditionary Learning Academy at Moylan School",="White",46,76.7
,="Fox Middle School",="White",23,43.4
,="Hartford Magnet Trinity College Academy",="White",51,78.5
,="Hartford Public High School",="White",91,71.1
,="Hartford Transitional Learning Academy (Elementary)",="White",13,65.0
,="Hartford Transitional Learning Academy (Secondary)",="White",14,73.7
,="Kennelly School",="White",53,86.9
,="Kinsella Magnet School of Performing Arts",="White",38,76.0
,="Little Owls Learning Center",="White",1,100.0
,="M. D. Fox School",="White",55,73.3
,="M. L. King, Jr. School",="White",33,55.0
,="McDonough Middle School",="White",35,76.1
,="Milner School",="White",33,73.3
,="Naylor/CCSU Leadership Academy",="White",40,80.0
,="Parkville Community School",="White",32,68.1
,="Pathways Academy of Technology and Design",="White",24,75.0
,="Quirk Middle School",="White",46,63.9
,="Rawson School",="White",28,63.6
,="SAND School",="White",23,69.7
,="STEM Magnet at Fisher School",="White",36,63.2
,="Sanchez School",="White",29,55.8
,="Simpson-Waverly School",="White",25,54.3
,="Sports and Medical Sciences Academy",="White",29,80.6
,="Twain School",="White",13,46.4
,="University High School of Science and Engineering",="White",26,83.9
,="Weaver High School",="White",65,56.0
,="Webster Micro Society Magnet School",="White",51,86.4
,="West Middle School",="White",53,85.5
,="Wish Museum School",="White",26,57.8
="Hartland School District",="Hartland School",="White",27,100.0
="Hebron School District",="Gilead Hill School",="White",43,100.0
,="Hebron Elementary School",="White",51,96.2
="Highville Charter School District",="Highville Charter School",="White",19,100.0
="Integrated Day Charter School District",="Integrated Day Charter School",="White",24,100.0
="Interdistrict School for Arts and Comm District",="Interdistrict School For Arts And Communication",="White",18,94.7
="Jumoke Academy District",="Jumoke Academy",="White",17,81.0
="Kent School District",="Kent Center School",="White",32,100.0
="Killingly School District",="Goodyear Early Childhood Center",="White",7,100.0
,="Killingly Central School",="White",44,100.0
,="Killingly High School",="White",90,96.8
,="Killingly Intermediate School",="White",79,97.5
,="Killingly Memorial School",="White",51,100.0
="Learn",="Learn Special Education",="White",28,96.6
,="Regional Multicultural Magnet School",="White",37,88.1
,="The Friendship School",="White",40,95.2
="Lebanon School District",="Lebanon Elementary School",="White",43,100.0
,="Lebanon Middle School",="White",37,94.9
,="Lyman Memorial High School",="White",57,93.4
="Ledyard School District",="Gales Ferry School",="White",31,100.0
,="Gallup Hill School",="White",46,100.0
,="Juliet W. Long School",="White",39,95.1
,="Ledyard Center School",="White",40,97.6
,="Ledyard High School",="White",94,96.9
,="Ledyard Middle School",="White",43,97.7
="Lisbon School District",="Lisbon Central School",="White",52,100.0
="Litchfield School District",="Center School",="White",37,100.0
,="Litchfield High School",="White",63,98.4
,="Litchfield Intermediate School",="White",27,100.0
="Madison School District",="Daniel Hand High School",="White",118,97.5
,="Dr. Robert H. Brown Middle School",="White",66,100.0
,="Island Avenue Elementary School",="White",30,100.0
,="J. Milton Jeffrey Elementary School",="White",47,97.9
,="Kathleen H. Ryerson Elementary School",="White",34,100.0
,="Walter C. Polson Upper Middle School",="White",65,97.0
="Manchester School District",="Nathan Hale School",="White",30,90.9
,="Bowers School",="White",41,97.6
,="Buckley School",="White",41,93.2
,="Highland Park School",="White",29,100.0
,="Illing Middle School",="White",88,89.8
,="Keeney School",="White",43,100.0
,="Manchester High School",="White",172,90.1
,="Manchester Preschool Center",="White",6,100.0
,="Manchester Regional Academy",="White",23,92.0
,="Martin School",="White",27,100.0
,="Robertson School",="White",39,97.5
,="Verplanck School",="White",35,97.2
,="Waddell School",="White",35,92.1
,="Washington School",="White",35,87.5
="Mansfield School District",="Annie E. Vinton School",="White",28,96.6
,="Dorothy C. Goodwin School",="White",25,100.0
,="Mansfield Middle School",="White",65,92.9
,="Southeast Elementary School",="White",29,96.7
="Marlborough School District",="Elmer Thienes-Mary Hall Elementary School",="White",54,96.4
="Meriden School District",="Nathan Hale School",="White",52,94.5
,="Benjamin Franklin School",="White",41,83.7
,="Casimir Pulaski School",="White",54,94.7
,="Francis T. Maloney High School",="White",107,88.4
,="Hanover School",="White",42,84.0
,="Israel Putnam School",="White",47,95.9
,="John Barry School",="White",49,92.5
,="Lincoln Middle School",="White",72,90.0
,="Orville H. Platt High School",="White",101,91.0
,="Roger Sherman School",="White",40,90.9
,="Thomas Hooker School",="White",29,74.4
,="Washington Middle School",="White",90,89.1
="Middletown School District",="Bielefield School",="White",30,93.8
,="Farm Hill School",="White",35,97.2
,="Keigwin Middle School",="White",41,95.3
,="Lawrence School",="White",32,91.4
,="MacDonough School",="White",27,100.0
,="Middletown High School",="White",104,92.9
,="Moody School",="White",33,94.3
,="Snow School",="White",40,95.2
,="Spencer School",="White",31,88.6
,="Wesley School",="White",31,96.9
,="Woodrow Wilson Middle School",="White",59,86.8
="Milford School District",="Calf Pen Meadow School",="White",34,97.1
,="East Shore Middle School",="White",60,100.0
,="Harborside Middle School",="White",62,98.4
,="J. F. Kennedy School",="White",39,100.0
,="Jonathan Law High School",="White",94,97.9
,="Joseph A. Foran High School",="White",95,96.9
,="Live Oaks School",="White",35,100.0
,="Mathewson School",="White",46,100.0
,="Meadowside School",="White",40,100.0
,="Orange Avenue School",="White",44,97.8
,="Orchard Hills School",="White",41,100.0
,="Pumpkin Delight School",="White",35,97.2
,="Simon Lake School",="White",34,100.0
,="The Academy",="White",9,100.0
,="West Shore Middle School",="White",59,95.2
="Monroe School District",="Chalk Hill School",="White",50,98.0
,="Fawn Hollow Elementary School",="White",46,95.8
,="Jockey Hollow School",="White",52,100.0
,="Masuk High School",="White",119,99.2
,="Monroe Elementary School",="White",34,100.0
,="Stepney Elementary School",="White",41,100.0
="Montville School District",="Dr. Charles E. Murphy School",="White",40,97.6
,="Leonard J. Tyl Middle School",="White",70,98.6
,="Mohegan School",="White",40,97.6
,="Montville High School",="White",84,94.4
,="Oakdale School",="White",46,100.0
,="Palmer Academy",="White",7,100.0
="Naugatuck School District",="Andrew Avenue School",="White",25,100.0
,="Central Avenue School",="White",27,100.0
,="City Hill Middle School",="White",44,100.0
,="Cross Street Intermediate School",="White",32,100.0
,="Hillside Intermediate School",="White",35,97.2
,="Hillside Middle School",="White",29,96.7
,="Hop Brook Elementary School",="White",25,100.0
,="Maple Hill School",="White",44,100.0
,="Naugatuck High School",="White",121,95.3
,="Salem School",="White",28,100.0
,="Western School",="White",27,100.0
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="White",22,78.6
="New Britain School District",="Chamberlain Elementary School",="White",44,84.6
,="Frank J. DiLoreto School",="White",41,85.4
,="Gaffney School",="White",42,97.7
,="Holmes School",="White",35,85.4
,="House of Arts Letters and Science (HALS) Academy",="White",13,100.0
,="Jefferson School",="White",27,79.4
,="Lincoln School",="White",38,82.6
,="New Britain High School",="White",190,82.6
,="Northend School",="White",22,88.0
,="Pulaski Middle School",="White",58,74.4
,="Roosevelt Middle School",="White",41,74.5
,="Slade Middle School",="White",54,81.8
,="Smalley Academy",="White",35,71.4
,="Smith School",="White",46,90.2
,="Vance School",="White",37,92.5
="New Canaan School District",="East School",="White",58,100.0
,="New Canaan High School",="White",114,95.8
,="Saxe Middle School",="White",130,97.0
,="South School",="White",63,98.4
,="West School",="White",60,98.4
="New Fairfield School District",="Consolidated School",="White",49,100.0
,="Meeting House Hill School",="White",55,96.5
,="New Fairfield High School",="White",90,100.0
,="New Fairfield Middle School",="White",63,100.0
="New Hartford School District",="Ann Antolini School",="White",33,97.1
,="Bakerville Consolidated School",="White",19,100.0
,="New Hartford Elementary School",="White",15,100.0
="New Haven School District",="Edgewood School",="White",34,85.0
,="Nathan Hale School",="White",42,95.5
,="Augusta Lewis Troup School",="White",37,72.5
,="Barnard Environmental Magnet School",="White",34,85.0
,="Beecher School",="White",22,61.1
,="Benjamin Jepson Magnet School",="White",41,91.1
,="Betsy Ross Arts Magnet School",="White",37,68.5
,="Bishop Woods Architecture and Design Magnet School",="White",25,89.3
,="Celentano BioTech, Health and Medical Magnet School",="White",37,77.1
,="Clarence Rogers School",="White",13,76.5
,="Clinton Avenue School",="White",33,71.7
,="Columbus Family Academy",="White",11,36.7
,="Conte/West Hills Magnet School",="White",40,80.0
,="Cooperative High School",="White",35,72.9
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="White",16,72.7
,="Davis 21st Century Magnet Elementary School",="White",28,77.8
,="Early Learning Center",="White",3,100.0
,="East Rock Community Magnet School",="White",59,78.7
,="Fair Haven School",="White",51,71.8
,="Headstart",="White",1,33.3
,="Helene Grant HeadStart",="White",3,75.0
,="High School In The Community",="White",27,81.8
,="Hill Central Music Academy",="White",45,80.4
,="Hill Regional Career High School",="White",52,72.2
,="James Hillhouse High School",="White",71,61.2
,="John C. Daniels",="White",27,60.0
,="John S. Martinez Sea and Sky STEM School",="White",34,73.9
,="Katherine Brennan School",="White",18,56.3
,="King/Robinson Magnet School",="White",29,56.9
,="Lincoln-Bassett School",="White",25,59.5
,="Metropolitan Business Academy",="White",20,80.0
,="New Haven Academy",="White",17,77.3
,="Polly T. McCabe Center",="White",6,60.0
,="Riverside Education Academy",="White",13,50.0
,="Roberto Clemente Leadership Academy for Global Awareness",="White",29,55.8
,="Ross/Woodward School",="White",42,79.2
,="Sheridan Communications and Technology Magnet School",="White",27,77.1
,="Sound School",="White",45,91.8
,="Timothy Dwight School",="White",18,54.5
,="Truman School",="White",32,68.1
,="Urban Youth Center Middle School",="White",7,41.2
,="Vincent E. Mauro Elementary Math, Science and Technology Magnet School",="White",25,62.5
,="West Rock Authors Academy",="White",14,63.6
,="Wexler/Grant Community School",="White",20,60.6
,="Wilbur Cross High School",="White",128,76.6
,="Worthington Hooker School",="White",34,89.5
="New London School District",="Jennings School",="White",24,70.6
,="Bennie Dover Jackson Middle School",="White",58,81.7
,="Dual Language Arts Academy/Academia Bilingue de las Artes",="White",2,50.0
,="Harbor School",="White",35,97.2
,="Nathan Hale Arts Magnet School",="White",29,85.3
,="New London High School",="White",72,87.8
,="Winthrop STEM Elementary Magnet School",="White",23,69.7
="New Milford School District",="Hill And Plain School",="White",38,97.4
,="John Pettibone School",="White",40,100.0
,="New Milford High School",="White",124,97.6
,="Northville Elementary School",="White",38,100.0
,="Sarah Noble Intermediate School",="White",86,98.9
,="Schaghticoke Middle School",="White",77,100.0
="Newington School District",="Anna Reynolds School",="White",41,97.6
,="Elizabeth Green School",="White",30,93.8
,="John Paterson School",="White",44,95.7
