"Educator Race/Ethnicity Report for 2011-12"

"District","Race","Count","% of Total"
="Fairfield School District",="White",974,96.8
="Farmington School District",="White",360,95.0
="Franklin School District",="White",22,100.0
="Glastonbury School District",="White",549,96.7
="Granby School District",="White",188,98.4
="Greenwich School District",="White",873,90.9
="Griswold School District",="White",183,98.4
="Groton School District",="White",455,93.8
="Guilford School District",="White",339,97.7
="Hamden School District",="White",524,91.3
="Hampton School District",="White",18,94.7
="Hartford School District",="White",1372,72.1
="Hartland School District",="White",26,100.0
="Hebron School District",="White",89,96.7
="Highville Charter School District",="White",21,91.3
="Integrated Day Charter School District",="White",25,96.2
="Interdistrict School for Arts and Comm District",="White",23,100.0
="Jumoke Academy District",="White",12,38.7
="Kent School District",="White",39,100.0
="Killingly School District",="White",242,98.8
="Learn",="White",149,93.7
="Lebanon School District",="White",120,96.8
="Ledyard School District",="White",228,97.4
="Lisbon School District",="White",56,100.0
="Litchfield School District",="White",110,97.4
="Madison School District",="White",327,98.2
="Manchester School District",="White",610,91.5
="Mansfield School District",="White",138,96.5
="Marlborough School District",="White",55,98.2
="Meriden School District",="White",606,90.2
="Middletown School District",="White",413,92.8
="Milford School District",="White",675,98.7
="Monroe School District",="White",307,98.1
="Montville School District",="White",246,97.2
="Naugatuck School District",="White",351,97.5
="New Beginnings Inc Family Academy District",="White",22,71.0
="New Britain School District",="White",657,81.4
="New Canaan School District",="White",419,97.7
="New Fairfield School District",="White",247,98.4
="New Hartford School District",="White",51,98.1
="New Haven School District",="White",1428,73.6
="New London School District",="White",242,82.0
="New Milford School District",="White",394,97.8
="Newington School District",="White",363,95.5
="Newtown School District",="White",443,96.7
="Norfolk School District",="White",24,100.0
="North Branford School District",="White",206,99.0
="North Canaan School District",="White",42,100.0
="North Haven School District",="White",312,95.4
="North Stonington School District",="White",90,100.0
="Norwalk School District",="White",841,85.0
="Norwich Free Academy District",="White",171,91.9
="Norwich School District",="White",274,96.5
="Odyssey Community School District",="White",29,96.7
="Office of Early Childhood (OEC)",="White",16,100.0
="Old Saybrook School District",="White",166,100.0
="Orange School District",="White",125,98.4
="Oxford School District",="White",167,97.7
="Park City Prep Charter School District",="White",17,85.0
="Plainfield School District",="White",221,99.1
="Plainville School District",="White",237,98.3
="Plymouth School District",="White",156,98.1
="Pomfret School District",="White",49,100.0
="Portland School District",="White",125,100.0
="Preston School District",="White",46,97.9
="Project Oceanology",="White",7,100.0
="Putnam School District",="White",124,97.6
="Redding School District",="White",128,97.0
="Regional School District 01",="White",65,98.5
="Regional School District 04",="White",99,96.1
="Regional School District 05",="White",233,94.7
="Regional School District 06",="White",111,99.1
="Regional School District 07",="White",103,98.1
="Regional School District 08",="White",167,95.4
="Regional School District 09",="White",99,97.1
="Regional School District 10",="White",245,97.2
="Regional School District 11",="White",39,97.5
="Regional School District 12",="White",109,97.3
="Regional School District 13",="White",204,98.6
="Regional School District 14",="White",192,98.5
="Regional School District 15",="White",375,98.4
="Regional School District 16",="White",228,99.1
="Regional School District 17",="White",227,98.7
="Regional School District 18",="White",154,97.5
="Regional School District 19",="White",125,96.9
="Ridgefield School District",="White",453,97.8
="Rocky Hill School District",="White",223,96.5
="Salem School District",="White",48,94.1
="Salisbury School District",="White",44,95.7
="Scotland School District",="White",19,100.0
="Seymour School District",="White",204,98.6
="Shared Services",="White",1,100.0
="Sharon School District",="White",35,100.0
="Shelton School District",="White",402,98.5
="Sherman School District",="White",45,95.7
="Side By Side Charter School District",="White",20,100.0
="Simsbury School District",="White",404,96.9
="Somers School District",="White",152,97.4
="South Windsor School District",="White",391,97.0
="Southington School District",="White",585,98.2
="Sprague School District",="White",34,97.1
="Stafford School District",="White",170,97.7
="Stamford Academy District",="White",18,94.7
="Stamford School District",="White",1245,85.5
="Sterling School District",="White",47,100.0
="Stonington School District",="White",231,97.9
="Stratford School District",="White",548,94.0
="Suffield School District",="White",213,95.1
="The Bridge Academy District",="White",15,79.0
="The Gilbert School District",="White",47,100.0
="Thomaston School District",="White",107,99.1
="Thompson School District",="White",111,99.1
="Tolland School District",="White",234,95.1
="Torrington School District",="White",378,95.9
="Trailblazers Academy District",="White",22,91.7
="Trumbull School District",="White",579,96.7
="Unified School District #1",="White",153,87.4
="Unified School District #2",="White",85,85.9
="Union School District",="White",11,100.0
="Vernon School District",="White",344,94.8
="Voluntown School District",="White",37,100.0
="Wallingford School District",="White",575,97.3
="Waterbury School District",="White",1416,87.9
="Waterford School District",="White",245,96.8
="Watertown School District",="White",248,98.8
="West Hartford School District",="White",902,94.4
="West Haven School District",="White",532,94.7
="Westbrook School District",="White",112,99.1
="Weston School District",="White",237,97.1
="Westport School District",="White",584,96.5
="Wethersfield School District",="White",289,95.1
="Willington School District",="White",55,96.5
="Wilton School District",="White",378,97.2
="Winchester School District",="White",66,100.0
="Windham School District",="White",300,89.0
="Windsor Locks School District",="White",172,95.0
="Windsor School District",="White",372,89.0
="Wolcott School District",="White",229,98.3
="Woodbridge School District",="White",75,97.4
="Woodstock Academy District",="White",97,96.0
="Woodstock School District",="White",72,98.6

