"Educator Race/Ethnicity Report for 2013-14"

"District","School","Race","Count","% of Total"
,="Ella T. Grasso Southeastern Technical High School",="Black or African American",5,6.3
,="Emmett O'Brien Technical High School",="Black or African American",2,3.5
,="H. C. Wilcox Technical High School",="Black or African American",4,4.8
,="Henry Abbott Technical High School",="Black or African American",1,1.4
,="Howell Cheney Technical High School",="Black or African American",1,1.4
,="Norwich Technical High School",="Black or African American",1,1.3
,="Oliver Wolcott Technical High School",="Black or African American",3,3.8
,="Vinal Technical High School",="Black or African American",2,2.5
,="W. F. Kaynor Technical High School",="Black or African American",3,3.7
,="Windham Technical High School",="Black or African American",1,1.6
="Cooperative Educational Services",="Six-Six Magnet School",="Black or African American",2,4.3
="Coventry School District",="Coventry High School",="Black or African American",1,1.7
,="George Hersey Robertson School",="Black or African American",1,2.6
="Cromwell School District",="Cromwell Middle School",="Black or African American",1,2.0
,="Edna C. Stevens School",="Black or African American",1,2.2
,="Woodside Intermediate School",="Black or African American",1,2.1
="Danbury School District",="Alternative Center For Excellence",="Black or African American",1,7.7
,="Broadview Middle School",="Black or African American",3,3.4
,="DPS Early Childhood Center",="Black or African American",1,11.1
,="Danbury High School",="Black or African American",10,4.4
,="Great Plain School",="Black or African American",3,8.3
,="Hayestown Avenue School",="Black or African American",1,2.3
,="King Street Intermediate School",="Black or African American",1,3.0
,="King Street Primary School",="Black or African American",2,5.0
,="Pembroke School",="Black or African American",4,9.3
,="Rogers Park Middle School",="Black or African American",4,3.6
,="Shelter Rock School",="Black or African American",7,18.4
="Darien School District",="Darien High School",="Black or African American",2,1.4
,="Holmes Elementary School",="Black or African American",1,1.8
,="Royle Elementary School",="Black or African American",1,1.8
="Derby School District",="Irving School",="Black or African American",1,2.9
="East Hartford School District",="Anna E. Norris School",="Black or African American",2,7.7
,="Connecticut IB Academy",="Black or African American",2,11.1
,="Dr. Franklin H. Mayberry School",="Black or African American",2,5.7
,="Dr. Thomas S. O'Connell School",="Black or African American",1,2.2
,="East Hartford High School",="Black or African American",7,4.6
,="East Hartford Middle School",="Black or African American",7,6.7
,="Governor William Pitkin School",="Black or African American",4,13.8
,="Hockanum School",="Black or African American",3,9.1
,="Robert J. O'Brien School",="Black or African American",6,11.1
,="Silver Lane School",="Black or African American",1,3.6
,="Stevens Alternate High School",="Black or African American",1,7.1
,="Willowbrook Early Childhood",="Black or African American",1,5.3
="East Haven School District",="Joseph Melillo Middle School",="Black or African American",1,1.6
,="Momauguin School",="Black or African American",1,4.5
="Easton School District",="Helen Keller Middle School",="Black or African American",1,2.3
,="Samuel Staples Elementary School",="Black or African American",1,1.8
="Ellington School District",="Ellington High School",="Black or African American",1,1.3
="Elm City College Preparatory School District",="Elm City College Preparatory School",="Black or African American",8,18.6
="Enfield School District",="Enfield High School",="Black or African American",1,1.3
,="Enrico Fermi High School",="Black or African American",1,1.1
,="John F. Kennedy Middle School",="Black or African American",1,0.8
,="Prudence Crandall School",="Black or African American",1,2.8
="Explorations District",="Explorations",="Black or African American",1,8.3
="Fairfield School District",="Fairfield Ludlowe High School",="Black or African American",1,0.6
,="Fairfield Woods Middle School",="Black or African American",1,1.0
,="Jennings School",="Black or African American",2,5.0
,="Osborn Hill School",="Black or African American",2,4.1
,="Stratfield School",="Black or African American",1,2.2
="Farmington School District",="East Farms School",="Black or African American",2,4.7
,="Farmington High School",="Black or African American",1,0.7
,="Irving A. Robbins Middle School",="Black or African American",1,1.5
,="Union School",="Black or African American",2,5.9
="Glastonbury School District",="Gideon Welles School",="Black or African American",1,2.1
,="Glastonbury High School",="Black or African American",1,0.5
,="Hebron Avenue School",="Black or African American",1,2.4
,="Naubuc School",="Black or African American",1,2.2
="Granby School District",="Frank M. Kearns Primary School",="Black or African American",1,2.8
,="Granby Memorial Middle School",="Black or African American",1,2.8
,="Kelly Lane Primary School",="Black or African American",1,3.2
,="Wells Road Intermediate School",="Black or African American",1,3.6
="Greenwich School District",="Central Middle School",="Black or African American",1,1.6
,="Cos Cob School",="Black or African American",1,2.3
,="Eastern Middle School",="Black or African American",2,2.7
,="Glenville School",="Black or African American",1,2.2
,="Greenwich High School",="Black or African American",4,1.4
,="Hamilton Avenue School",="Black or African American",3,5.1
,="International School At Dundee",="Black or African American",1,2.5
,="Julian Curtiss School",="Black or African American",1,2.4
,="New Lebanon School",="Black or African American",3,6.4
,="North Mianus School",="Black or African American",2,4.2
,="North Street School",="Black or African American",1,2.4
,="Old Greenwich School",="Black or African American",1,2.3
,="Parkway School",="Black or African American",1,2.9
,="Riverside School",="Black or African American",1,2.2
,="Western Middle School",="Black or African American",3,5.0
="Groton School District",="Catherine Kolnaski Magnet School",="Black or African American",3,6.7
,="Claude Chester School",="Black or African American",3,8.1
,="Pleasant Valley School",="Black or African American",1,3.2
,="Robert E. Fitch High School",="Black or African American",5,4.3
,="West Side Middle School",="Black or African American",1,1.6
="Guilford School District",="A. Baldwin Middle School",="Black or African American",1,1.8
,="A. W. Cox School",="Black or African American",1,3.1
="Hamden School District",="Alice Peck Learning Center",="Black or African American",1,4.8
,="Bear Path School",="Black or African American",1,2.3
,="Church Street School",="Black or African American",2,5.6
,="Hamden High School",="Black or African American",7,4.0
,="Hamden Middle School",="Black or African American",7,7.1
,="Helen Street School",="Black or African American",1,3.1
,="Ridge Hill School",="Black or African American",6,17.6
,="Spring Glen School",="Black or African American",2,4.8
="Hartford School District",="Asian Studies Academy at Bellizzi School",="Black or African American",7,15.6
,="Batchelder School",="Black or African American",4,8.5
,="Betances Early Reading Lab Magnet School",="Black or African American",7,20.0
,="Betances STEM Magnet School",="Black or African American",5,25.0
,="Breakthrough II Magnet School",="Black or African American",3,10.7
,="Breakthrough Magnet School",="Black or African American",1,3.2
,="Bulkeley High School",="Black or African American",2,5.0
,="Bulkeley High School Lower School",="Black or African American",3,6.7
,="Burns Latino Studies Academy",="Black or African American",6,11.3
,="Burr School",="Black or African American",3,5.5
,="Capital Preparatory Magnet School",="Black or African American",11,20.8
,="Clark School",="Black or African American",13,35.1
,="Classical Magnet School",="Black or African American",5,7.8
,="Culinary Arts Academy at Weaver High School",="Black or African American",6,18.8
,="Dr. Joseph Bellizzi Middle School",="Black or African American",4,33.3
,="Environmental Sciences Magnet at Hooker School",="Black or African American",3,5.6
,="Expeditionary Learning Academy at Moylan School",="Black or African American",3,5.5
,="Global Communications Academy",="Black or African American",8,19.0
,="Great Path Academy at MCC",="Black or African American",2,6.7
,="HPHS Engineering and Green Technology Academy",="Black or African American",6,12.8
,="HPHS Law and Government Academy",="Black or African American",6,11.8
,="HPHS Nursing and Health Sciences Academy",="Black or African American",6,14.3
,="Hartford Magnet Trinity College Academy",="Black or African American",11,11.3
,="Hartford PreKindergarten Magnet School",="Black or African American",1,12.5
,="Hartford Transitional Learning Academy (Elementary)",="Black or African American",1,100.0
,="High School, Inc.",="Black or African American",13,41.9
,="Journalism and Media Academy Magnet School",="Black or African American",4,13.8
,="Kennelly School",="Black or African American",4,7.7
,="Kinsella Magnet School of Performing Arts",="Black or African American",2,2.7
,="M. D. Fox School",="Black or African American",4,8.3
,="M. L. King, Jr. School",="Black or African American",12,32.4
,="McDonough Middle School",="Black or African American",2,7.1
,="Milner School",="Black or African American",7,18.4
,="Montessori Magnet at Fisher School",="Black or African American",2,8.7
,="Naylor/CCSU Leadership Academy",="Black or African American",6,10.7
,="OPPortunity High School",="Black or African American",2,12.5
,="Parkville Community School",="Black or African American",1,2.3
,="Pathways Academy of Technology and Design",="Black or African American",4,10.3
,="Rawson School",="Black or African American",13,34.2
,="SAND School",="Black or African American",8,21.1
,="STEM Magnet at Fisher School",="Black or African American",9,25.0
,="Simpson-Waverly School",="Black or African American",18,51.4
,="Sports and Medical Sciences Academy",="Black or African American",3,4.7
,="University High School of Science and Engineering",="Black or African American",2,5.0
,="Webster Micro Society Magnet School",="Black or African American",4,7.3
,="West Middle School",="Black or African American",3,5.6
,="Wish Museum School",="Black or African American",12,31.6
="Highville Charter School District",="Highville Charter School",="Black or African American",2,7.1
="Interdistrict School for Arts and Comm District",="Interdistrict School For Arts And Communication",="Black or African American",2,6.7
="Jumoke Academy District",="Jumoke Academy",="Black or African American",10,25.6
="Learn",="Learn Special Education",="Black or African American",1,4.3
,="Marine Science Magnet High School of Southeastern Connecticut",="Black or African American",1,3.3
,="Regional Multicultural Magnet School",="Black or African American",1,2.3
="Ledyard School District",="Ledyard Middle School",="Black or African American",1,2.8
="Madison School District",="Walter C. Polson Upper Middle School",="Black or African American",1,1.6
="Manchester School District",="Bowers School",="Black or African American",1,2.6
,="Buckley School",="Black or African American",1,2.7
,="Elisabeth M. Bennet Academy",="Black or African American",1,2.2
,="Illing Middle School",="Black or African American",8,8.5
,="Manchester High School",="Black or African American",9,4.7
,="Manchester Regional Academy",="Black or African American",1,4.5
,="Martin School",="Black or African American",1,3.7
,="Robertson School",="Black or African American",2,5.6
,="Verplanck School",="Black or African American",2,5.7
,="Waddell School",="Black or African American",4,10.5
="Mansfield School District",="Mansfield Middle School",="Black or African American",2,3.1
="Marlborough School District",="Elmer Thienes-Mary Hall Elementary School",="Black or African American",1,2.0
="Meriden School District",="Benjamin Franklin School",="Black or African American",2,4.4
,="Casimir Pulaski School",="Black or African American",1,2.1
,="Francis T. Maloney High School",="Black or African American",1,0.9
,="Israel Putnam School",="Black or African American",1,2.1
,="John Barry School",="Black or African American",1,2.3
,="Orville H. Platt High School",="Black or African American",2,1.8
="Middletown School District",="Bielefield School",="Black or African American",1,3.6
,="Keigwin Middle School",="Black or African American",2,5.9
,="Lawrence School",="Black or African American",2,6.5
,="Middletown High School",="Black or African American",5,4.3
,="Spencer School",="Black or African American",1,3.3
,="Woodrow Wilson Middle School",="Black or African American",4,5.7
="Milford School District",="Harborside Middle School",="Black or African American",2,3.1
,="Jonathan Law High School",="Black or African American",1,1.0
,="West Shore Middle School",="Black or African American",1,1.5
="Montville School District",="Oakdale School",="Black or African American",1,2.6
="Naugatuck School District",="Salem School",="Black or African American",1,3.6
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="Black or African American",9,21.4
="New Britain School District",="Chamberlain Elementary School",="Black or African American",2,4.3
,="Frank J. DiLoreto School",="Black or African American",1,1.5
,="Gaffney School",="Black or African American",2,3.9
,="Jefferson School",="Black or African American",1,3.0
,="New Britain High School",="Black or African American",13,7.3
,="Northend School",="Black or African American",2,7.7
,="Pulaski Middle School",="Black or African American",4,7.0
,="Roosevelt Middle School",="Black or African American",9,23.1
,="Slade Middle School",="Black or African American",3,4.8
,="Smalley Academy",="Black or African American",1,2.3
,="Smith School",="Black or African American",5,9.4
,="Vance School",="Black or African American",2,5.3
="New Haven School District",="Augusta Lewis Troup School",="Black or African American",11,22.0
,="Barnard Environmental Magnet School",="Black or African American",6,10.7
,="Beecher School",="Black or African American",10,24.4
,="Benjamin Jepson Magnet School",="Black or African American",5,10.9
,="Betsy Ross Arts Magnet School",="Black or African American",13,25.5
,="Bishop Woods Architecture and Design Magnet School",="Black or African American",4,10.3
,="Brennan Rogers School",="Black or African American",11,22.9
,="Celentano BioTech, Health and Medical Magnet School",="Black or African American",12,26.7
,="Clinton Avenue School",="Black or African American",2,4.3
,="Columbus Family Academy",="Black or African American",2,5.7
,="Conte/West Hills Magnet School",="Black or African American",9,16.1
,="Cooperative High School",="Black or African American",7,10.9
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Black or African American",7,24.1
,="Davis 21st Century Magnet Elementary School",="Black or African American",7,17.9
,="Domus Academy",="Black or African American",3,27.3
,="East Rock Community Magnet School",="Black or African American",6,12.2
,="Edgewood School",="Black or African American",3,8.8
,="Engineering - Science University Magnet School",="Black or African American",17,34.7
,="Fair Haven School",="Black or African American",8,10.5
,="Headstart",="Black or African American",2,20.0
,="Helene Grant HeadStart",="Black or African American",1,5.9
,="High School In The Community",="Black or African American",4,9.8
,="Hill Central Music Academy",="Black or African American",6,12.2
,="Hill Regional Career High School",="Black or African American",5,7.2
,="James Hillhouse High School",="Black or African American",35,37.6
,="John C. Daniels",="Black or African American",1,2.0
,="John S. Martinez Sea and Sky STEM School",="Black or African American",1,2.3
,="King/Robinson Magnet School",="Black or African American",11,19.6
,="Lincoln-Bassett School",="Black or African American",11,30.6
,="Mauro-Sheridan Magnet School",="Black or African American",5,9.1
,="Metropolitan Business Academy",="Black or African American",4,8.7
,="Nathan Hale School",="Black or African American",3,6.5
,="New Haven Academy",="Black or African American",3,10.7
,="Polly T. McCabe Center",="Black or African American",3,50.0
,="Riverside Education Academy",="Black or African American",5,23.8
,="Roberto Clemente Leadership Academy for Global Awareness",="Black or African American",4,9.1
,="Ross/Woodward School",="Black or African American",15,26.3
,="Strong 21st Century Communications Magnet and SCSU Lab School",="Black or African American",5,16.1
,="Truman School",="Black or African American",1,2.1
,="West Rock Authors Academy",="Black or African American",1,4.0
,="Wexler/Grant Community School",="Black or African American",13,38.2
,="Wilbur Cross High School",="Black or African American",21,13.4
,="Worthington Hooker School",="Black or African American",3,9.4
="New London School District",="Jennings School",="Black or African American",3,7.7
,="Bennie Dover Jackson Middle School",="Black or African American",10,17.9
,="Nathan Hale Arts Magnet School",="Black or African American",1,2.5
,="New London High School",="Black or African American",6,6.9
,="Winthrop STEM Elementary Magnet School",="Black or African American",1,2.4
="New Milford School District",="New Milford High School",="Black or African American",1,0.8
="Newington School District",="Anna Reynolds School",="Black or African American",1,2.4
,="Elizabeth Green School",="Black or African American",1,3.0
,="John Paterson School",="Black or African American",2,4.2
,="Martin Kellogg Middle School",="Black or African American",2,3.3
,="Newington High School",="Black or African American",2,1.6
,="Ruth Chaffee School",="Black or African American",1,2.6
="Newtown School District",="Newtown High School",="Black or African American",1,0.6
="North Haven School District",="North Haven High School",="Black or African American",2,1.9
="Norwalk School District",="Brien McMahon High School",="Black or African American",9,6.4
,="Brookside Elementary School",="Black or African American",4,10.5
,="Columbus Magnet School",="Black or African American",1,3.4
,="Fox Run Elementary School",="Black or African American",4,11.4
,="Jefferson Magnet School",="Black or African American",2,4.4
,="Kendall Elementary School",="Black or African American",1,2.4
,="Naramake Elementary School",="Black or African American",3,10.3
,="Nathan Hale Middle School",="Black or African American",7,10.8
,="Norwalk High School",="Black or African American",9,7.4
,="Norwalk Pathways Academy at Briggs",="Black or African American",3,20.0
,="Ponus Ridge Middle School",="Black or African American",10,13.9
,="Roton Middle School",="Black or African American",6,11.1
,="Rowayton School",="Black or African American",1,2.5
,="Silvermine Elementary School",="Black or African American",1,2.8
,="Tracey School",="Black or African American",2,5.9
,="West Rocks Middle School",="Black or African American",2,3.0
,="Wolfpit School",="Black or African American",3,10.3
="Norwich Free Academy District",="Norwich Free Academy",="Black or African American",9,4.6
="Norwich School District",="Deborah-Tennant Zinewicz School",="Black or African American",1,12.5
,="John B. Stanton Network School",="Black or African American",2,6.7
,="Kelly Middle School",="Black or African American",1,1.8
,="Teachers' Memorial Middle School",="Black or African American",1,2.0
,="Uncas Network School",="Black or African American",1,5.0
,="Veterans' Memorial School",="Black or African American",2,7.4
="Oxford School District",="Great Oak School",="Black or African American",1,2.3
,="Oxford High School",="Black or African American",1,1.7
="Park City Prep Charter School District",="Park City Prep Charter School",="Black or African American",4,20.0
="Plainville School District",="Linden Street School",="Black or African American",1,2.1
,="Plainville High School",="Black or African American",1,1.3
="Portland School District",="Portland High School",="Black or African American",1,2.6
="Preston School District",="Preston Veterans' Memorial School",="Black or African American",1,3.3
="Redding School District",="John Read Middle School",="Black or African American",1,1.6
="Regional School District 05",="Amity Regional High School",="Black or African American",1,0.7
="Regional School District 08",="RHAM High School",="Black or African American",1,0.9
="Regional School District 10",="Lewis S. Mills High School",="Black or African American",1,1.2
="Regional School District 14",="Mitchell Elementary School",="Black or African American",1,2.7
="Regional School District 15",="Pomperaug Regional High School",="Black or African American",2,1.7
,="Rochambeau Middle School",="Black or African American",1,1.9
="Regional School District 17",="Haddam Elementary School",="Black or African American",1,3.0
="Regional School District 18",="Lyme-Old Lyme Middle School",="Black or African American",1,2.6
="Ridgefield School District",="Ridgefield High School",="Black or African American",2,1.3
="Simsbury School District",="Central School",="Black or African American",1,2.0
,="Henry James Memorial School",="Black or African American",1,1.2
,="Latimer Lane School",="Black or African American",2,4.0
,="Simsbury High School",="Black or African American",1,0.7
,="Squadron Line School",="Black or African American",2,2.9
,="Tariffville School",="Black or African American",1,2.7
,="Tootin' Hills School",="Black or African American",1,2.0
="Somers School District",="Somers Elementary School",="Black or African American",1,1.7
="South Windsor School District",="Pleasant Valley School",="Black or African American",1,3.1
,="Philip R. Smith School",="Black or African American",1,3.2
,="South Windsor High School",="Black or African American",2,1.5
,="Timothy Edwards School",="Black or African American",1,1.0
="Southington School District",="Plantsville Elementary School",="Black or African American",1,3.6
,="Southington High School",="Black or African American",2,1.1
,="Thalberg Elementary School",="Black or African American",1,2.7
="Stamford Academy District",="Stamford Academy",="Black or African American",1,5.9
="Stamford School District",="Cloonan School",="Black or African American",6,9.4
,="Davenport Ridge School",="Black or African American",2,3.3
,="Dolan School",="Black or African American",5,8.8
,="Hart School",="Black or African American",4,7.5
,="Julia A. Stark School",="Black or African American",4,7.3
,="K. T. Murphy School",="Black or African American",2,3.6
,="Newfield School",="Black or African American",5,8.8
,="Northeast School",="Black or African American",2,3.0
,="Preschool Team",="Black or African American",1,4.0
,="Rippowam Middle School",="Black or African American",3,4.6
,="Rogers International School",="Black or African American",4,6.0
,="Roxbury School",="Black or African American",3,4.6
,="Springdale School",="Black or African American",2,3.2
,="Stamford High School",="Black or African American",14,9.3
,="Stillmeadow School",="Black or African American",3,4.7
,="The Academy of Information Technology",="Black or African American",9,13.6
,="Toquam Magnet School",="Black or African American",5,8.8
,="Turn of River School",="Black or African American",2,3.0
,="Westhill High School",="Black or African American",14,7.8
,="Westover School",="Black or African American",1,1.6
="State of Connecticut",="",="Black or African American",.,3.5
="Stonington School District",="Stonington High School",="Black or African American",1,1.3
="Stratford School District",="Bunnell High School",="Black or African American",1,1.1
,="Chapel School",="Black or African American",1,2.2
,="Eli Whitney School",="Black or African American",2,4.9
,="Franklin School",="Black or African American",2,6.9
,="Harry B. Flood Middle School",="Black or African American",1,1.9
,="Honeyspot School",="Black or African American",2,8.3
,="Nichols School",="Black or African American",3,8.1
,="Second Hill Lane School",="Black or African American",3,4.8
,="Stratford Academy - Johnson House",="Black or African American",3,7.5
,="Stratford High School",="Black or African American",2,2.3
,="Wilcoxson School",="Black or African American",1,2.9
="Suffield School District",="Suffield Middle School",="Black or African American",1,1.6
="The Bridge Academy District",="The Bridge Academy",="Black or African American",2,9.1
="Tolland School District",="Tolland Intermediate School",="Black or African American",2,3.8
="Torrington School District",="Forbes School",="Black or African American",1,2.4
,="Vogel-Wetmore School",="Black or African American",2,4.0
="Trailblazers Academy District",="Trailblazers Academy",="Black or African American",1,4.2
="Trumbull School District",="Hillcrest Middle School",="Black or African American",1,1.3
,="Trumbull High School",="Black or African American",2,1.1
="Unified School District #1",="Bridgeport Correctional Center",="Black or African American",1,25.0
,="Corrigan/Radgowski Correctional Institution",="Black or African American",2,13.3
,="Hartford Correctional Center",="Black or African American",1,14.3
,="Manson Youth Institution",="Black or African American",5,12.5
,="Willard/Cybulski Correctional Institution",="Black or African American",1,12.5
,="York Correctional Institution",="Black or African American",2,10.5
="Unified School District #2",="Walter G. Cady School",="Black or African American",7,13.5
="Vernon School District",="Maple Street School",="Black or African American",1,2.4
,="Rockville High School",="Black or African American",1,0.9
,="Vernon Center Middle School",="Black or African American",2,2.3
="Wallingford School District",="Cook Hill School",="Black or African American",2,4.8
,="Highland School",="Black or African American",2,7.1
,="Lyman Hall High School",="Black or African American",3,2.7
,="Mark T. Sheehan High School",="Black or African American",2,2.1
,="Moses Y. Beach School",="Black or African American",1,3.1
="Waterbury School District",="West Side Middle School",="Black or African American",3,2.9
,="Bunker Hill School",="Black or African American",1,2.4
,="Crosby High School",="Black or African American",10,8.3
,="Driggs School",="Black or African American",3,6.7
,="Enlightenment School",="Black or African American",2,6.9
,="F. J. Kingsbury School",="Black or African American",1,2.6
,="Gilmartin School",="Black or African American",3,6.8
,="Hopeville School",="Black or African American",1,2.3
,="John F. Kennedy High School",="Black or African American",8,7.0
,="Maloney Interdistrict Magnet School",="Black or African American",1,1.9
,="Michael F. Wallace Middle School",="Black or African American",4,3.8
,="Reed School",="Black or African American",3,7.5
,="Rotella Interdistrict Magnet School",="Black or African American",1,1.9
,="Special Education Preschool",="Black or African American",1,3.2
,="Sprague School",="Black or African American",1,2.5
,="Walsh School",="Black or African American",5,11.6
,="Washington School",="Black or African American",2,6.5
,="Waterbury Arts Magnet School (High)",="Black or African American",3,5.3
,="Waterbury Arts Magnet School (Middle)",="Black or African American",1,2.0
,="Waterbury Career Academy",="Black or African American",2,8.3
,="Wendell L. Cross School",="Black or African American",1,3.4
,="Wilby High School",="Black or African American",6,5.2
,="Woodrow Wilson School",="Black or African American",2,5.0
="Waterford School District",="Oswegatchie Elementary School",="Black or African American",1,2.2
,="Waterford High School",="Black or African American",1,1.1
="Watertown School District",="John Trumbull Primary School",="Black or African American",1,2.0
="West Hartford School District",="Aiken School",="Black or African American",1,2.3
,="Charter Oak International Academy",="Black or African American",2,5.4
,="Conard High School",="Black or African American",2,1.4
,="Duffy School",="Black or African American",1,2.2
,="Hall High School",="Black or African American",2,1.5
,="King Philip Middle School",="Black or African American",1,1.0
,="Norfeldt School",="Black or African American",1,2.5
,="Sedgwick Middle School",="Black or African American",4,4.4
,="Webster Hill School",="Black or African American",1,2.5
,="Whiting Lane School",="Black or African American",4,6.7
,="Wolcott School",="Black or African American",1,2.0
="West Haven School District",="Washington School",="Black or African American",2,4.7
,="Carrigan 5/6 Intermediate School",="Black or African American",4,4.5
,="Edith E. Mackrille School",="Black or African American",1,2.8
,="Forest School",="Black or African American",1,2.2
,="Harry M. Bailey Middle School",="Black or African American",3,3.4
,="Life Skills",="Black or African American",2,25.0
,="West Haven High School",="Black or African American",7,4.9
="Weston School District",="Weston Middle School",="Black or African American",1,1.6
="Westport School District",="Saugatuck Elementary School",="Black or African American",1,1.7
="Wethersfield School District",="Emerson-Williams School",="Black or African American",1,3.0
,="Highcrest School",="Black or African American",1,2.7
,="Silas Deane Middle School",="Black or African American",1,1.9
,="Wethersfield High School",="Black or African American",1,1.0
="Wilton School District",="Middlebrook School",="Black or African American",2,2.0
="Windham School District",="Windham Middle School",="Black or African American",3,4.0
