"Educator Race/Ethnicity Report for 2008-09"

"District","School","Race","Count","% of Total"
,="Claude Chester School",="Asian",1,2.6
,="Fitch Middle School",="Asian",1,1.8
,="Mary Morrisson School",="Asian",1,2.6
,="Northeast Academy Elementary School",="Asian",1,2.8
,="Pleasant Valley School",="Asian",1,2.8
,="Robert E. Fitch High School",="Asian",3,2.4
,="West Side Middle School",="Asian",1,2.4
="Guilford School District",="A. W. Cox School",="Asian",1,3.0
,="Guilford High School",="Asian",1,0.9
="Hamden School District",="Dunbar Hill School",="Asian",1,2.9
,="Hamden High School",="Asian",2,1.1
,="Hamden Middle School",="Asian",1,1.0
,="Spring Glen School",="Asian",1,3.3
="Hartford School District",="Bulkeley High School Lower School",="Asian",3,2.3
,="Burns Latino Studies Academy",="Asian",2,4.3
,="Classical Magnet School",="Asian",2,3.6
,="Dr. Joseph Bellizzi Middle School",="Asian",1,2.0
,="Fox Middle School",="Asian",1,4.2
,="Hartford Public High School",="Asian",1,0.7
,="M. L. King, Jr. School",="Asian",1,1.9
,="Milner School",="Asian",2,4.8
,="Parkville Community School",="Asian",2,4.2
,="Rawson School",="Asian",1,1.9
,="Sanchez School",="Asian",1,1.9
,="University High School of Science and Engineering",="Asian",1,3.2
,="Weaver High School",="Asian",1,1.2
="Jumoke Academy District",="Jumoke Academy",="Asian",3,10.3
="Killingly School District",="Killingly Central School",="Asian",1,2.3
,="Killingly High School",="Asian",2,2.2
,="Killingly Intermediate School",="Asian",1,1.2
="Lebanon School District",="Lebanon Middle School",="Asian",1,2.4
,="Lyman Memorial High School",="Asian",1,1.6
="Ledyard School District",="Ledyard High School",="Asian",1,1.0
="Litchfield School District",="Litchfield High School",="Asian",1,1.6
="Madison School District",="Daniel Hand High School",="Asian",1,0.8
,="J. Milton Jeffrey Elementary School",="Asian",1,2.1
="Manchester School District",="Bowers School",="Asian",1,2.6
,="Manchester High School",="Asian",1,0.5
,="Robertson School",="Asian",1,2.4
,="Verplanck School",="Asian",1,2.9
="Marlborough School District",="Elmer Thienes-Mary Hall Elementary School",="Asian",1,1.7
="Meriden School District",="Francis T. Maloney High School",="Asian",2,1.7
,="Hanover School",="Asian",1,2.1
,="Lincoln Middle School",="Asian",1,1.3
,="Orville H. Platt High School",="Asian",2,1.8
,="Washington Middle School",="Asian",1,1.0
="Middletown School District",="Bielefield School",="Asian",1,2.9
,="Keigwin Middle School",="Asian",2,4.7
,="Middletown High School",="Asian",3,2.5
,="Spencer School",="Asian",2,5.9
="Milford School District",="Live Oaks School",="Asian",1,2.4
,="Mathewson School",="Asian",1,2.3
="Montville School District",="Leonard J. Tyl Middle School",="Asian",1,1.4
="Naugatuck School District",="Naugatuck High School",="Asian",1,0.8
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="Asian",1,3.2
="New Britain School District",="Chamberlain Elementary School",="Asian",1,2.3
,="Gaffney School",="Asian",1,2.3
,="House of Arts Letters and Science (HALS) Academy",="Asian",2,16.7
,="Jefferson School",="Asian",2,5.1
,="Lincoln School",="Asian",1,2.3
,="New Britain High School",="Asian",3,1.3
,="Roosevelt Middle School",="Asian",1,2.0
,="Slade Middle School",="Asian",1,1.8
="New Canaan School District",="New Canaan High School",="Asian",1,0.8
,="West School",="Asian",1,1.6
="New Fairfield School District",="Meeting House Hill School",="Asian",1,1.8
="New Haven School District",="Beecher School",="Asian",1,2.6
,="Betsy Ross Arts Magnet School",="Asian",1,1.9
,="Bishop Woods Architecture and Design Magnet School",="Asian",1,2.9
,="Clinton Avenue School",="Asian",1,2.1
,="East Rock Community Magnet School",="Asian",1,1.4
,="Fair Haven School",="Asian",1,1.4
,="Hill Regional Career High School",="Asian",1,1.5
,="James Hillhouse High School",="Asian",1,0.8
,="John S. Martinez Sea and Sky STEM School",="Asian",2,4.3
,="King/Robinson Magnet School",="Asian",2,4.1
,="New Haven Academy",="Asian",1,4.5
,="Riverside Education Academy",="Asian",1,4.2
,="Urban Youth Center Middle School",="Asian",1,4.8
,="Vincent E. Mauro Elementary Math, Science and Technology Magnet School",="Asian",2,4.8
,="Wexler/Grant Community School",="Asian",1,2.7
,="Wilbur Cross High School",="Asian",6,3.5
,="Worthington Hooker School",="Asian",1,2.6
="New London School District",="Jennings School",="Asian",1,2.2
,="Nathan Hale Arts Magnet School",="Asian",1,3.2
,="New London High School",="Asian",1,1.1
="Newington School District",="John Wallace Middle School",="Asian",1,1.4
,="Newington High School",="Asian",2,1.6
="Newtown School District",="Newtown High School",="Asian",1,0.7
="North Haven School District",="Clintonville Elementary School",="Asian",1,2.8
,="North Haven High School",="Asian",2,1.8
,="North Haven Middle School",="Asian",1,1.2
="Norwalk School District",="Brien McMahon High School",="Asian",6,4.2
,="Fox Run Elementary School",="Asian",1,2.6
,="Marvin Elementary School",="Asian",1,2.6
,="Nathan Hale Middle School",="Asian",2,3.4
,="Ponus Ridge Middle School",="Asian",2,2.8
,="Rowayton School",="Asian",1,2.3
,="West Rocks Middle School",="Asian",2,2.9
="Norwich Free Academy District",="Norwich Free Academy",="Asian",3,1.5
="Norwich School District",="Deborah-Tennant Zinewicz School",="Asian",1,11.1
,="Kelly Middle School",="Asian",1,1.6
,="Samuel Huntington School",="Asian",2,6.1
="Orange School District",="Peck Place School",="Asian",1,2.3
="Plymouth School District",="Terryville High School",="Asian",1,2.2
="Regional School District 04",="Valley Regional High School",="Asian",1,1.5
="Regional School District 05",="Amity Middle School: Bethany",="Asian",1,2.3
,="Amity Middle School: Orange",="Asian",1,2.2
,="Amity Regional High School",="Asian",1,0.6
="Regional School District 07",="Northwestern Regional High School",="Asian",1,1.3
="Regional School District 10",="Lake Garda Elementary School",="Asian",1,1.8
="Regional School District 18",="Center School",="Asian",1,3.3
,="Lyme-Old Lyme High School",="Asian",1,2.0
,="Lyme-Old Lyme Middle School",="Asian",1,2.2
="Ridgefield School District",="Barlow Mountain Elementary School",="Asian",1,2.6
,="Branchville Elementary School",="Asian",1,3.0
,="East Ridge Middle School",="Asian",1,1.4
,="Ridgefield High School",="Asian",2,1.3
,="Scotts Ridge Middle School",="Asian",1,1.9
="Rocky Hill School District",="Dr. Oran A. Moser School",="Asian",2,11.8
,="Myrtle H. Stevens School",="Asian",2,4.3
="Salisbury School District",="Salisbury Central School",="Asian",1,2.4
="Seymour School District",="Bungay School",="Asian",1,2.4
="Shelton School District",="Shelton High School",="Asian",1,0.7
,="Sunnyside School",="Asian",1,3.3
="Sherman School District",="Sherman School",="Asian",1,2.2
="Simsbury School District",="Latimer Lane School",="Asian",1,1.8
,="Simsbury High School",="Asian",3,1.9
,="Tariffville School",="Asian",1,2.7
,="Tootin' Hills School",="Asian",1,1.6
="South Windsor School District",="South Windsor High School",="Asian",1,0.7
="Southington School District",="Thalberg Elementary School",="Asian",1,2.8
="Sprague School District",="Sayles School",="Asian",1,3.1
="Stafford School District",="Stafford High School",="Asian",2,4.1
="Stamford School District",="Cloonan School",="Asian",1,1.7
,="Davenport Ridge School",="Asian",1,2.0
,="Dolan School",="Asian",1,1.6
,="Hart School",="Asian",1,2.1
,="Julia A. Stark School",="Asian",3,4.8
,="K. T. Murphy School",="Asian",2,3.8
,="Newfield School",="Asian",1,2.0
,="Rippowam Middle School",="Asian",2,2.3
,="Rogers International School",="Asian",3,4.8
,="Springdale School",="Asian",1,1.9
,="Stamford High School",="Asian",1,0.7
,="Stillmeadow School",="Asian",1,1.7
,="The Academy of Information Technology",="Asian",3,5.1
,="Westhill High School",="Asian",7,3.5
="State of Connecticut",="",="Asian",.,0.8
="Stonington School District",="Mystic Middle School",="Asian",2,4.8
,="Pawcatuck Middle School",="Asian",2,5.3
,="Stonington High School",="Asian",2,2.7
="Stratford School District",="Bunnell High School",="Asian",1,1.0
,="Harry B. Flood Middle School",="Asian",1,1.9
,="Nichols School",="Asian",1,2.8
="Suffield School District",="Suffield Middle School",="Asian",2,3.0
="Tolland School District",="Tolland Intermediate School",="Asian",1,1.5
,="Tolland Middle School",="Asian",1,1.4
="Torrington School District",="Southwest School",="Asian",1,2.7
,="Vogel-Wetmore School",="Asian",1,2.0
="Trailblazers Academy District",="Trailblazers Academy",="Asian",1,4.8
="Trumbull School District",="Frenchtown Elementary School",="Asian",2,3.0
,="Hillcrest Middle School",="Asian",2,2.7
,="Trumbull High School",="Asian",1,0.6
="Unified School District #1",="Manson Youth Institution",="Asian",2,4.0
="Unified School District #2",="Walter G. Cady School",="Asian",1,2.0
="Vernon School District",="Rockville High School",="Asian",1,0.9
="Wallingford School District",="Cook Hill School",="Asian",1,2.2
="Waterbury School District",="West Side Middle School",="Asian",2,2.0
,="Crosby High School",="Asian",2,1.7
,="Driggs School",="Asian",1,2.1
,="H. S. Chase School",="Asian",1,1.6
,="Michael F. Wallace Middle School",="Asian",2,1.9
,="Waterbury Arts Magnet School (High)",="Asian",3,4.4
,="Wilby High School",="Asian",3,2.7
="Waterford School District",="Waterford High School",="Asian",1,1.0
="West Hartford School District",="Braeburn School",="Asian",1,2.4
,="Bristow Middle School",="Asian",1,1.9
,="Bugbee School",="Asian",1,3.1
,="Conard High School",="Asian",2,1.5
,="Duffy School",="Asian",1,1.9
,="Hall High School",="Asian",2,1.5
,="Sedgwick Middle School",="Asian",1,1.0
,="Smith School",="Asian",1,2.4
,="Webster Hill School",="Asian",1,2.6
,="Wolcott School",="Asian",1,2.1
="Weston School District",="Hurlbutt Elementary School",="Asian",1,1.8
,="Weston High School",="Asian",2,2.5
="Westport School District",="Bedford Middle School",="Asian",1,1.0
,="King's Highway Elementary School",="Asian",1,1.4
,="Long Lots School",="Asian",1,1.4
,="Staples High School",="Asian",1,0.5
="Wethersfield School District",="Alfred W. Hanmer School",="Asian",1,2.4
,="Charles Wright School",="Asian",1,2.9
,="Samuel B. Webb Elementary School",="Asian",1,2.5
,="Wethersfield High School",="Asian",2,1.8
="Wilton School District",="Cider Mill School",="Asian",1,1.1
="Windham School District",="W. B. Sweeney School",="Asian",1,2.6
,="Windham Early Childhood Prospect Street",="Asian",1,6.7
,="Windham High School",="Asian",2,2.2
="Windsor School District",="Sage Park Middle School",="Asian",2,1.8
,="Windsor High School",="Asian",3,2.1
="Woodbridge School District",="Beecher Road Intermediate School",="Asian",1,2.3
="Woodstock Academy District",="Woodstock Academy",="Asian",2,2.0
="Woodstock School District",="Woodstock Middle School",="Asian",1,2.4

