"Educator Race/Ethnicity Report for 2008-09"

"District","School","Race","Count","% of Total"
,="Park City Magnet School",="Hispanic or Latino",3,8.1
,="Read School",="Hispanic or Latino",1,1.5
,="Roosevelt School",="Hispanic or Latino",11,18.6
,="Skane Center",="Hispanic or Latino",3,9.7
,="Waltersville School",="Hispanic or Latino",4,8.7
,="Winthrop School",="Hispanic or Latino",3,5.4
="Bristol School District",="Bristol Central High School",="Hispanic or Latino",1,0.9
,="Bristol Eastern High School",="Hispanic or Latino",1,1.0
,="Chippens Hill Middle School",="Hispanic or Latino",1,1.2
,="Clara T. O'Connell School",="Hispanic or Latino",2,5.4
,="Edgewood School",="Hispanic or Latino",2,6.1
,="Greene-Hills School",="Hispanic or Latino",1,2.9
,="John J. Jennings School",="Hispanic or Latino",1,3.0
,="South Side School",="Hispanic or Latino",3,6.4
="Brookfield School District",="Brookfield High School",="Hispanic or Latino",1,1.3
,="Huckleberry Hill Elementary School",="Hispanic or Latino",1,2.0
,="Whisconier Middle School",="Hispanic or Latino",2,2.7
="Brooklyn School District",="Brooklyn Elementary School",="Hispanic or Latino",1,2.3
="Capitol Region Education Council",="Glastonbury/East Hartford Magnet School",="Hispanic or Latino",1,4.5
,="Great Path Academy at MCC",="Hispanic or Latino",1,5.0
,="Greater Hartford Academy of the Arts High School - Full Time",="Hispanic or Latino",3,21.4
,="International Magnet School for Global Citizenship",="Hispanic or Latino",1,8.3
,="John J. Allison Polaris Center",="Hispanic or Latino",1,3.6
,="Metropolitan Learning Center for Global and International Studies",="Hispanic or Latino",4,5.8
,="Montessori Magnet School",="Hispanic or Latino",4,18.2
,="Public Safety Academy",="Hispanic or Latino",1,7.1
,="River Street School",="Hispanic or Latino",3,5.5
,="Two Rivers Magnet Middle School",="Hispanic or Latino",3,4.8
="Cheshire School District",="Cheshire High School",="Hispanic or Latino",1,0.7
,="Dodd Middle School",="Hispanic or Latino",2,2.6
,="Doolittle School",="Hispanic or Latino",1,2.0
="Clinton School District",="Jared Eliot School",="Hispanic or Latino",2,3.4
,="The Morgan School",="Hispanic or Latino",1,1.5
="Colchester School District",="Bacon Academy",="Hispanic or Latino",2,2.1
,="William J. Johnston Middle School",="Hispanic or Latino",1,1.4
="Columbia School District",="Horace W. Porter School",="Hispanic or Latino",2,3.2
="Connecticut Technical High School System",="A. I. Prince Technical High School",="Hispanic or Latino",5,5.3
,="Bristol Technical Education Center",="Hispanic or Latino",1,5.6
,="Bullard-Havens Technical High School",="Hispanic or Latino",7,7.2
,="E. C. Goodwin Technical High School",="Hispanic or Latino",4,4.9
,="Eli Whitney Technical High School",="Hispanic or Latino",12,14.5
,="Ella T. Grasso Southeastern Technical High School",="Hispanic or Latino",2,2.6
,="Emmett O'Brien Technical High School",="Hispanic or Latino",1,1.6
,="H. C. Wilcox Technical High School",="Hispanic or Latino",8,9.6
,="H. H. Ellis Technical High School",="Hispanic or Latino",2,3.1
,="Henry Abbott Technical High School",="Hispanic or Latino",1,1.2
,="Howell Cheney Technical High School",="Hispanic or Latino",6,7.7
,="J. M. Wright Technical High School",="Hispanic or Latino",3,7.7
,="Norwich Technical High School",="Hispanic or Latino",2,2.9
,="Platt Technical High School",="Hispanic or Latino",3,3.5
,="Vinal Technical High School",="Hispanic or Latino",2,2.6
,="W. F. Kaynor Technical High School",="Hispanic or Latino",2,2.3
,="Windham Technical High School",="Hispanic or Latino",2,2.9
="Cooperative Educational Services",="C. E. S. Special Education",="Hispanic or Latino",2,2.1
,="Six-Six Magnet School",="Hispanic or Latino",4,8.3
="Coventry School District",="Capt. Nathan Hale School",="Hispanic or Latino",1,2.0
,="Coventry Grammar School",="Hispanic or Latino",1,2.9
,="Coventry High School",="Hispanic or Latino",1,1.8
="Cromwell School District",="Cromwell Middle School",="Hispanic or Latino",1,1.9
,="Woodside Intermediate School",="Hispanic or Latino",1,2.3
="Danbury School District",="Broadview Middle School",="Hispanic or Latino",3,3.0
,="Danbury High School",="Hispanic or Latino",5,2.3
,="Ellsworth Avenue School",="Hispanic or Latino",1,2.9
,="Great Plain School",="Hispanic or Latino",3,8.6
,="Hayestown Avenue School",="Hispanic or Latino",1,2.1
,="King Street Intermediate School",="Hispanic or Latino",1,3.6
,="King Street Primary School",="Hispanic or Latino",1,3.2
,="Morris Street School",="Hispanic or Latino",2,6.1
,="Park Avenue School",="Hispanic or Latino",2,5.4
,="Pembroke School",="Hispanic or Latino",1,2.5
,="Rogers Park Middle School",="Hispanic or Latino",8,7.7
,="Shelter Rock School",="Hispanic or Latino",3,8.8
,="South Street School",="Hispanic or Latino",1,3.0
,="Stadley Rough School",="Hispanic or Latino",3,7.0
,="Western CT Academy of International Studies Elementary Magnet School",="Hispanic or Latino",4,11.1
="Darien School District",="Darien High School",="Hispanic or Latino",2,1.4
,="Middlesex Middle School",="Hispanic or Latino",1,0.7
,="Ox Ridge Elementary School",="Hispanic or Latino",1,1.8
,="Royle Elementary School",="Hispanic or Latino",1,2.1
="Deep River School District",="Deep River Elementary School",="Hispanic or Latino",2,4.9
="Derby School District",="Derby High School",="Hispanic or Latino",3,5.3
,="Irving School",="Hispanic or Latino",1,2.5
="East Hampton School District",="East Hampton High School",="Hispanic or Latino",1,1.9
,="East Hampton Middle School",="Hispanic or Latino",2,4.3
="East Hartford School District",="Anna E. Norris School",="Hispanic or Latino",1,3.2
,="Dr. Franklin H. Mayberry School",="Hispanic or Latino",7,17.9
,="Dr. John A. Langford School",="Hispanic or Latino",1,3.2
,="East Hartford High School",="Hispanic or Latino",11,6.1
,="East Hartford Middle School",="Hispanic or Latino",4,3.9
,="Hockanum School",="Hispanic or Latino",1,2.9
,="Joseph O. Goodwin School",="Hispanic or Latino",1,2.9
,="Robert J. O'Brien School",="Hispanic or Latino",1,2.6
,="Silver Lane School",="Hispanic or Latino",1,3.4
,="Sunset Ridge Middle School",="Hispanic or Latino",1,2.3
="East Haven School District",="East Haven High School",="Hispanic or Latino",3,3.1
,="Grove J. Tuttle School",="Hispanic or Latino",1,4.3
="East Windsor School District",="East Windsor High School",="Hispanic or Latino",1,2.1
,="East Windsor Middle School",="Hispanic or Latino",1,2.4
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Arts at the Capitol Theater",="Hispanic or Latino",1,5.3
,="Quinebaug Middle College",="Hispanic or Latino",1,25.0
="Eastford School District",="Eastford Elementary School",="Hispanic or Latino",1,5.0
="Easton School District",="Helen Keller Middle School",="Hispanic or Latino",1,2.4
="Ellington School District",="Center School",="Hispanic or Latino",1,2.6
,="Ellington High School",="Hispanic or Latino",1,1.3
="Elm City College Preparatory School",="Elm City College Preparatory School",="Hispanic or Latino",3,6.0
="Enfield School District",="Enfield High School",="Hispanic or Latino",1,1.1
,="Enfield Street School",="Hispanic or Latino",1,3.2
,="Enrico Fermi High School",="Hispanic or Latino",2,1.9
="Essex School District",="Essex Elementary School",="Hispanic or Latino",1,1.7
="Fairfield School District",="Dwight Elementary School",="Hispanic or Latino",1,2.6
,="Fairfield Ludlowe High School",="Hispanic or Latino",6,3.9
,="Fairfield Warde High School",="Hispanic or Latino",4,2.8
,="Fairfield Woods Middle School",="Hispanic or Latino",2,2.9
,="Holland Hill School",="Hispanic or Latino",1,2.6
,="Jennings School",="Hispanic or Latino",1,2.4
,="Mill Hill School",="Hispanic or Latino",1,2.2
,="North Stratfield School",="Hispanic or Latino",1,2.1
,="Osborn Hill School",="Hispanic or Latino",1,1.9
,="Riverfield School",="Hispanic or Latino",1,2.2
,="Roger Ludlowe Middle School",="Hispanic or Latino",1,1.0
,="Tomlinson Middle School",="Hispanic or Latino",1,1.3
="Farmington School District",="East Farms School",="Hispanic or Latino",1,2.6
,="Farmington High School",="Hispanic or Latino",4,2.9
,="Irving A. Robbins Middle School",="Hispanic or Latino",1,1.4
,="West Woods Upper Elementary School",="Hispanic or Latino",2,3.0
="Glastonbury School District",="Eastbury School",="Hispanic or Latino",1,2.9
,="Gideon Welles School",="Hispanic or Latino",1,1.9
,="Glastonbury High School",="Hispanic or Latino",3,1.6
,="Naubuc School",="Hispanic or Latino",1,2.1
,="Nayaug Elementary School",="Hispanic or Latino",1,1.7
,="Smith Middle School",="Hispanic or Latino",2,2.0
="Granby School District",="Granby Memorial High School",="Hispanic or Latino",1,1.4
="Greenwich School District",="Central Middle School",="Hispanic or Latino",3,4.3
,="Cos Cob School",="Hispanic or Latino",1,2.4
,="Eastern Middle School",="Hispanic or Latino",2,2.9
,="Glenville School",="Hispanic or Latino",1,2.6
,="Greenwich High School",="Hispanic or Latino",14,5.1
,="Hamilton Avenue School",="Hispanic or Latino",5,8.9
,="International School At Dundee",="Hispanic or Latino",2,4.7
,="Julian Curtiss School",="Hispanic or Latino",1,2.2
,="New Lebanon School",="Hispanic or Latino",4,10.8
,="North Mianus School",="Hispanic or Latino",2,4.3
,="Old Greenwich School",="Hispanic or Latino",1,2.3
,="Parkway School",="Hispanic or Latino",1,2.3
,="Riverside School",="Hispanic or Latino",1,2.1
,="Western Middle School",="Hispanic or Latino",2,3.6
="Griswold School District",="Griswold Elementary School",="Hispanic or Latino",1,1.3
,="Griswold High School",="Hispanic or Latino",1,1.4
="Groton School District",="Catherine Kolnaski Magnet School",="Hispanic or Latino",1,2.2
,="Claude Chester School",="Hispanic or Latino",1,2.6
,="Fitch Middle School",="Hispanic or Latino",2,3.6
,="Robert E. Fitch High School",="Hispanic or Latino",4,3.3
,="West Side Middle School",="Hispanic or Latino",2,4.9
="Guilford School District",="A. Baldwin Middle School",="Hispanic or Latino",1,1.7
,="E. C. Adams Middle School",="Hispanic or Latino",1,1.5
,="Guilford Lakes School",="Hispanic or Latino",1,2.5
="Hamden School District",="Bear Path School",="Hispanic or Latino",2,4.7
,="Church Street School",="Hispanic or Latino",1,2.7
,="Hamden High School",="Hispanic or Latino",4,2.2
,="Hamden Middle School",="Hispanic or Latino",5,5.1
,="Helen Street School",="Hispanic or Latino",1,3.3
,="Ridge Hill School",="Hispanic or Latino",2,6.1
="Hartford School District",="Asian Studies Academy at Bellizzi School",="Hispanic or Latino",5,13.9
,="Batchelder School",="Hispanic or Latino",3,5.7
,="Betances Early Reading Lab Magnet School",="Hispanic or Latino",13,29.5
,="Breakthrough Magnet School",="Hispanic or Latino",4,14.3
,="Bulkeley High School Lower School",="Hispanic or Latino",23,18.0
,="Burns Latino Studies Academy",="Hispanic or Latino",14,29.8
,="Burr School",="Hispanic or Latino",7,13.5
,="Capital Preparatory Magnet School",="Hispanic or Latino",3,14.3
,="Clark School",="Hispanic or Latino",3,7.3
,="Classical Magnet School",="Hispanic or Latino",3,5.4
,="Culinary Arts Academy at Weaver High School",="Hispanic or Latino",3,12.5
,="Dr. Joseph Bellizzi Middle School",="Hispanic or Latino",5,9.8
,="Environmental Sciences Magnet at Hooker School",="Hispanic or Latino",9,25.7
,="Expeditionary Learning Academy at Moylan School",="Hispanic or Latino",14,21.5
,="Hartford Magnet Trinity College Academy",="Hispanic or Latino",10,14.9
,="Hartford Public High School",="Hispanic or Latino",23,15.8
,="Hartford Transitional Learning Academy (Elementary)",="Hispanic or Latino",5,33.3
,="Hartford Transitional Learning Academy (Secondary)",="Hispanic or Latino",1,5.3
,="Kennelly School",="Hispanic or Latino",5,8.3
,="Kinsella Magnet School of Performing Arts",="Hispanic or Latino",9,15.5
,="M. D. Fox School",="Hispanic or Latino",18,26.5
,="M. L. King, Jr. School",="Hispanic or Latino",2,3.8
,="McDonough Middle School",="Hispanic or Latino",8,21.1
,="Milner School",="Hispanic or Latino",3,7.1
,="Montessori Magnet at Fisher School",="Hispanic or Latino",1,7.7
,="Naylor/CCSU Leadership Academy",="Hispanic or Latino",3,5.7
,="Parkville Community School",="Hispanic or Latino",10,20.8
,="Pathways Academy of Technology and Design",="Hispanic or Latino",6,17.6
,="Quirk Middle School",="Hispanic or Latino",12,17.4
,="SAND School",="Hispanic or Latino",2,5.3
,="STEM Magnet at Fisher School",="Hispanic or Latino",1,2.3
,="Sanchez School",="Hispanic or Latino",22,42.3
,="Simpson-Waverly School",="Hispanic or Latino",1,2.9
,="Sports and Medical Sciences Academy",="Hispanic or Latino",8,17.0
,="University High School of Science and Engineering",="Hispanic or Latino",1,3.2
,="Weaver High School",="Hispanic or Latino",2,2.4
,="West Middle School",="Hispanic or Latino",4,7.1
,="Wish Museum School",="Hispanic or Latino",10,20.8
="Hebron School District",="Hebron Elementary School",="Hispanic or Latino",1,1.8
="Highville Charter School District",="Highville Charter School",="Hispanic or Latino",1,4.2
="Integrated Day Charter School District",="Integrated Day Charter School",="Hispanic or Latino",2,8.0
="Interdistrict School for Arts and Comm District",="Interdistrict School For Arts And Communication",="Hispanic or Latino",1,5.0
="Jumoke Academy District",="Jumoke Academy",="Hispanic or Latino",1,3.4
="Learn",="Regional Multicultural Magnet School",="Hispanic or Latino",3,7.1
,="The Friendship School",="Hispanic or Latino",1,2.3
="Lebanon School District",="Lebanon Middle School",="Hispanic or Latino",1,2.4
,="Lyman Memorial High School",="Hispanic or Latino",2,3.2
="Ledyard School District",="Juliet W. Long School",="Hispanic or Latino",1,2.6
,="Ledyard Center School",="Hispanic or Latino",1,2.3
,="Ledyard High School",="Hispanic or Latino",1,1.0
="Litchfield School District",="Litchfield High School",="Hispanic or Latino",1,1.6
="Madison School District",="Daniel Hand High School",="Hispanic or Latino",1,0.8
,="Walter C. Polson Upper Middle School",="Hispanic or Latino",1,1.5
="Manchester School District",="Illing Middle School",="Hispanic or Latino",3,3.0
,="Manchester High School",="Hispanic or Latino",6,3.2
,="Nathan Hale School",="Hispanic or Latino",2,6.1
,="Robertson School",="Hispanic or Latino",2,4.9
,="Waddell School",="Hispanic or Latino",1,2.9
,="Washington School",="Hispanic or Latino",2,5.7
="Mansfield School District",="Mansfield Middle School",="Hispanic or Latino",2,2.8
="Marlborough School District",="Elmer Thienes-Mary Hall Elementary School",="Hispanic or Latino",1,1.7
="Meriden School District",="Nathan Hale School",="Hispanic or Latino",3,5.7
,="Benjamin Franklin School",="Hispanic or Latino",4,8.3
,="Casimir Pulaski School",="Hispanic or Latino",2,3.6
,="Francis T. Maloney High School",="Hispanic or Latino",10,8.3
,="Hanover School",="Hispanic or Latino",5,10.6
,="Israel Putnam School",="Hispanic or Latino",1,2.1
,="John Barry School",="Hispanic or Latino",2,4.1
,="Lincoln Middle School",="Hispanic or Latino",7,8.9
,="Orville H. Platt High School",="Hispanic or Latino",7,6.4
,="Roger Sherman School",="Hispanic or Latino",3,7.0
,="Thomas Hooker School",="Hispanic or Latino",9,23.7
,="Washington Middle School",="Hispanic or Latino",8,8.1
="Middletown School District",="Farm Hill School",="Hispanic or Latino",1,3.1
,="Middletown High School",="Hispanic or Latino",4,3.3
,="Moody School",="Hispanic or Latino",1,2.8
,="Spencer School",="Hispanic or Latino",2,5.9
,="Woodrow Wilson Middle School",="Hispanic or Latino",1,1.4
="Milford School District",="Calf Pen Meadow School",="Hispanic or Latino",1,2.9
,="Jonathan Law High School",="Hispanic or Latino",1,1.0
,="Joseph A. Foran High School",="Hispanic or Latino",1,1.0
,="West Shore Middle School",="Hispanic or Latino",2,3.2
="Monroe School District",="Chalk Hill School",="Hispanic or Latino",1,2.0
,="Fawn Hollow Elementary School",="Hispanic or Latino",1,2.2
,="Masuk High School",="Hispanic or Latino",1,0.8
="Montville School District",="Montville High School",="Hispanic or Latino",3,3.6
="Naugatuck School District",="Hillside Middle School",="Hispanic or Latino",1,3.3
,="Maple Hill School",="Hispanic or Latino",1,2.2
,="Naugatuck High School",="Hispanic or Latino",3,2.3
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="Hispanic or Latino",1,3.2
="New Britain School District",="Chamberlain Elementary School",="Hispanic or Latino",1,2.3
,="Frank J. DiLoreto School",="Hispanic or Latino",26,40.6
,="Holmes School",="Hispanic or Latino",7,15.2
,="House of Arts Letters and Science (HALS) Academy",="Hispanic or Latino",1,8.3
,="Jefferson School",="Hispanic or Latino",2,5.1
,="Lincoln School",="Hispanic or Latino",9,20.5
,="New Britain High School",="Hispanic or Latino",24,10.3
,="Northend School",="Hispanic or Latino",1,4.0
,="Pulaski Middle School",="Hispanic or Latino",13,19.1
,="Roosevelt Middle School",="Hispanic or Latino",6,11.8
,="Slade Middle School",="Hispanic or Latino",5,8.9
,="Smalley Academy",="Hispanic or Latino",3,5.7
,="Smith School",="Hispanic or Latino",2,3.8
,="Vance School",="Hispanic or Latino",2,5.1
="New Canaan School District",="New Canaan High School",="Hispanic or Latino",3,2.5
,="Saxe Middle School",="Hispanic or Latino",2,1.5
,="West School",="Hispanic or Latino",1,1.6
="New Fairfield School District",="Meeting House Hill School",="Hispanic or Latino",1,1.8
,="New Fairfield Middle School",="Hispanic or Latino",2,3.0
="New Hartford School District",="Ann Antolini School",="Hispanic or Latino",1,2.9
="New Haven School District",="Augusta Lewis Troup School",="Hispanic or Latino",3,5.4
,="Benjamin Jepson Magnet School",="Hispanic or Latino",2,4.7
,="Betsy Ross Arts Magnet School",="Hispanic or Latino",2,3.8
,="Bishop Woods Architecture and Design Magnet School",="Hispanic or Latino",1,2.9
,="Celentano BioTech, Health and Medical Magnet School",="Hispanic or Latino",1,2.2
,="Clinton Avenue School",="Hispanic or Latino",9,19.1
,="Columbus Family Academy",="Hispanic or Latino",18,48.6
,="Conte/West Hills Magnet School",="Hispanic or Latino",5,8.9
,="Cooperative High School",="Hispanic or Latino",4,8.7
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Hispanic or Latino",1,5.0
,="East Rock Community Magnet School",="Hispanic or Latino",2,2.9
,="Fair Haven School",="Hispanic or Latino",13,18.8
,="Helene Grant HeadStart",="Hispanic or Latino",1,12.5
,="High School In The Community",="Hispanic or Latino",4,10.8
,="Hill Central Music Academy",="Hispanic or Latino",8,14.8
,="Hill Regional Career High School",="Hispanic or Latino",3,4.5
,="James Hillhouse High School",="Hispanic or Latino",6,5.0
,="John C. Daniels",="Hispanic or Latino",16,32.0
,="John S. Martinez Sea and Sky STEM School",="Hispanic or Latino",8,17.4
,="King/Robinson Magnet School",="Hispanic or Latino",2,4.1
,="Lincoln-Bassett School",="Hispanic or Latino",1,2.3
,="New Haven Academy",="Hispanic or Latino",3,13.6
,="Riverside Education Academy",="Hispanic or Latino",1,4.2
,="Roberto Clemente Leadership Academy for Global Awareness",="Hispanic or Latino",9,20.0
,="Ross/Woodward School",="Hispanic or Latino",2,3.8
,="Sheridan Communications and Technology Magnet School",="Hispanic or Latino",1,3.0
,="Sound School",="Hispanic or Latino",3,6.0
,="Strong 21st Century Communications Magnet and SCSU Lab School",="Hispanic or Latino",3,18.8
,="Truman School",="Hispanic or Latino",13,23.6
,="Vincent E. Mauro Elementary Math, Science and Technology Magnet School",="Hispanic or Latino",6,14.3
,="Wexler/Grant Community School",="Hispanic or Latino",1,2.7
,="Wilbur Cross High School",="Hispanic or Latino",12,6.9
,="Worthington Hooker School",="Hispanic or Latino",2,5.3
="New London School District",="Jennings School",="Hispanic or Latino",14,31.1
,="Bennie Dover Jackson Middle School",="Hispanic or Latino",5,7.0
,="Dual Language Arts Academy/Academia Bilingue de las Artes",="Hispanic or Latino",4,66.7
,="Nathan Hale Arts Magnet School",="Hispanic or Latino",2,6.5
,="New London High School",="Hispanic or Latino",5,5.7
,="Winthrop STEM Elementary Magnet School",="Hispanic or Latino",1,3.6
="New Milford School District",="Hill And Plain School",="Hispanic or Latino",1,2.5
,="New Milford High School",="Hispanic or Latino",2,1.6
,="Northville Elementary School",="Hispanic or Latino",1,2.5
="Newington School District",="Elizabeth Green School",="Hispanic or Latino",1,2.9
,="John Paterson School",="Hispanic or Latino",1,2.0
,="Newington High School",="Hispanic or Latino",2,1.6
="Newtown School District",="Newtown High School",="Hispanic or Latino",3,2.1
="North Branford School District",="North Branford Intermediate School",="Hispanic or Latino",1,1.8
="North Haven School District",="North Haven High School",="Hispanic or Latino",3,2.7
,="North Haven Middle School",="Hispanic or Latino",1,1.2
="Norwalk School District",="Brien McMahon High School",="Hispanic or Latino",7,4.9
,="Brookside Elementary School",="Hispanic or Latino",2,5.3
,="Columbus Magnet School",="Hispanic or Latino",3,9.7
,="Cranbury Elementary School",="Hispanic or Latino",1,2.6
,="Fox Run Elementary School",="Hispanic or Latino",4,10.5
,="Jefferson Magnet School",="Hispanic or Latino",3,7.1
,="Kendall Elementary School",="Hispanic or Latino",4,9.5
,="Naramake Elementary School",="Hispanic or Latino",1,3.0
,="Nathan Hale Middle School",="Hispanic or Latino",3,5.1
,="Norwalk High School",="Hispanic or Latino",9,6.4
,="Norwalk Pathways Academy at Briggs",="Hispanic or Latino",1,5.9
,="Ponus Ridge Middle School",="Hispanic or Latino",3,4.2
,="Roton Middle School",="Hispanic or Latino",5,9.1
,="Silvermine Elementary School",="Hispanic or Latino",9,28.1
,="Tracey School",="Hispanic or Latino",3,8.3
,="West Rocks Middle School",="Hispanic or Latino",3,4.3
,="Wolfpit School",="Hispanic or Latino",1,3.1
="Norwich Free Academy District",="Norwich Free Academy",="Hispanic or Latino",4,2.1
="Norwich School District",="Bishop School Early Learning Center",="Hispanic or Latino",1,5.6
,="Greeneville School",="Hispanic or Latino",1,3.4
,="John B. Stanton Network School",="Hispanic or Latino",1,3.2
,="Moriarty Magnet School",="Hispanic or Latino",1,3.1
,="Samuel Huntington School",="Hispanic or Latino",2,6.1
,="Teachers' Memorial Middle School",="Hispanic or Latino",1,2.0
,="Thomas W. Mahan School",="Hispanic or Latino",1,3.7
,="Uncas Network School",="Hispanic or Latino",1,4.5
,="Veterans' Memorial School",="Hispanic or Latino",1,3.7
,="Wequonnoc Magnet School",="Hispanic or Latino",1,4.2
="Old Saybrook School District",="Old Saybrook Middle School",="Hispanic or Latino",1,1.5
="Orange School District",="Mary L. Tracy School",="Hispanic or Latino",1,3.8
="Oxford School District",="Oxford Center School",="Hispanic or Latino",1,2.7
="Plainville School District",="Louis Toffolon School",="Hispanic or Latino",1,2.6
,="Plainville High School",="Hispanic or Latino",1,1.3
="Plymouth School District",="Eli Terry Jr. Middle School",="Hispanic or Latino",1,2.3
,="Terryville High School",="Hispanic or Latino",1,2.2
="Redding School District",="John Read Middle School",="Hispanic or Latino",1,1.5
,="Redding Elementary School",="Hispanic or Latino",1,1.4
="Regional School District 04",="Valley Regional High School",="Hispanic or Latino",2,3.0
="Regional School District 05",="Amity Middle School: Orange",="Hispanic or Latino",2,4.4
,="Amity Regional High School",="Hispanic or Latino",5,3.1
="Regional School District 06",="Wamogo Regional High School",="Hispanic or Latino",2,3.5
="Regional School District 07",="Northwestern Regional High School",="Hispanic or Latino",1,1.3
="Regional School District 08",="RHAM Middle School",="Hispanic or Latino",2,2.9
="Regional School District 09",="Joel Barlow High School",="Hispanic or Latino",1,1.0
="Regional School District 10",="Har-Bur Middle School",="Hispanic or Latino",1,1.1
,="Lewis S. Mills High School",="Hispanic or Latino",2,2.7
="Regional School District 11",="Parish Hill High School",="Hispanic or Latino",1,2.4
="Regional School District 12",="Early Childhood Education Center",="Hispanic or Latino",1,33.3
,="Shepaug Valley Middle School",="Hispanic or Latino",1,2.4
="Regional School District 13",="Coginchaug Regional High School",="Hispanic or Latino",2,3.1
,="Francis E. Korn School",="Hispanic or Latino",1,4.0
,="Middlefield Memorial School",="Hispanic or Latino",1,2.9
="Regional School District 14",="Bethlehem Elementary School",="Hispanic or Latino",1,2.9
,="Nonnewaug High School",="Hispanic or Latino",1,1.4
="Regional School District 15",="Memorial Middle School",="Hispanic or Latino",1,2.0
,="Rochambeau Middle School",="Hispanic or Latino",1,1.9
="Regional School District 16",="Laurel Ledge School",="Hispanic or Latino",1,2.4
="Regional School District 17",="Haddam-Killingworth High School",="Hispanic or Latino",2,2.8
="Regional School District 19",="E. O. Smith High School",="Hispanic or Latino",2,1.6
="Ridgefield School District",="East Ridge Middle School",="Hispanic or Latino",2,2.8
,="Ridgefield High School",="Hispanic or Latino",4,2.5
="Rocky Hill School District",="Myrtle H. Stevens School",="Hispanic or Latino",1,2.2
,="Rocky Hill High School",="Hispanic or Latino",3,3.9
,="West Hill School",="Hispanic or Latino",1,2.1
="Salem School District",="Salem Elementary School",="Hispanic or Latino",1,1.9
="Shelton School District",="Elizabeth Shelton School",="Hispanic or Latino",1,2.0
,="Long Hill School",="Hispanic or Latino",1,2.1
="Sherman School District",="Sherman School",="Hispanic or Latino",1,2.2
="Simsbury School District",="Henry James Memorial School",="Hispanic or Latino",2,2.3
,="Latimer Lane School",="Hispanic or Latino",1,1.8
,="Simsbury High School",="Hispanic or Latino",3,1.9
,="Tariffville School",="Hispanic or Latino",1,2.7
,="Tootin' Hills School",="Hispanic or Latino",1,1.6
="Somers School District",="Somers High School",="Hispanic or Latino",2,3.3
="South Windsor School District",="Philip R. Smith School",="Hispanic or Latino",1,3.2
,="South Windsor High School",="Hispanic or Latino",3,2.1
,="Timothy Edwards School",="Hispanic or Latino",4,3.6
="Southington School District",="John F. Kennedy Middle School",="Hispanic or Latino",1,1.3
,="Southington High School",="Hispanic or Latino",1,0.5
