"Educator Race/Ethnicity Report for 2003-04"

"District","School","Race","Count","% of Total"
="Salisbury School District",="Salisbury Central School",="Asian",1,2.3
="Shelton School District",="Shelton High School",="Asian",2,1.4
="Sherman School District",="Sherman School",="Asian",1,2.3
="Simsbury School District",="Central School",="Asian",1,2.1
,="Latimer Lane School",="Asian",2,3.4
,="Simsbury High School",="Asian",2,1.4
,="Squadron Line School",="Asian",1,1.4
,="Tariffville School",="Asian",1,2.7
,="Tootin' Hills School",="Asian",2,3.1
="Southington School District",="Thalberg Elementary School",="Asian",1,3.3
="Stafford School District",="Stafford High School",="Asian",1,1.9
="Stamford School District",="Dolan School",="Asian",1,1.4
,="Hart School",="Asian",2,4.5
,="Julia A. Stark School",="Asian",1,1.8
,="Northeast School",="Asian",1,1.5
,="Rogers International School",="Asian",3,5.2
,="Roxbury School",="Asian",1,1.7
,="Springdale School",="Asian",1,1.9
,="Stamford High School",="Asian",2,1.2
,="Stillmeadow School",="Asian",2,3.3
,="Westhill High School",="Asian",5,3.2
="State of Connecticut",="",="Asian",.,0.6
="Stonington School District",="Stonington High School",="Asian",1,1.4
="Stratford School District",="Bunnell High School",="Asian",1,0.9
,="Harry B. Flood Middle School",="Asian",1,1.5
,="Nichols School",="Asian",1,3.0
,="Stratford High School",="Asian",1,1.1
="Suffield School District",="Suffield Middle School",="Asian",1,1.4
="Torrington School District",="Southwest School",="Asian",1,2.6
,="Torringford School",="Asian",1,2.1
="Trumbull School District",="Frenchtown Elementary School",="Asian",1,1.8
,="Hillcrest Middle School",="Asian",2,3.1
,="Middlebrook School",="Asian",1,1.7
,="Trumbull High School",="Asian",1,0.6
="Unified School District #2",="Riverview School",="Asian",2,8.3
="Vernon School District",="Rockville High School",="Asian",1,0.9
="Wallingford School District",="A.R.T.S. Academy",="Asian",1,20.0
="Waterbury School District",="Brooklyn Elementary School",="Asian",1,12.5
,="Bunker Hill School",="Asian",1,2.8
,="Crosby High School",="Asian",2,1.8
,="Driggs School",="Asian",1,1.8
,="H. S. Chase School",="Asian",2,3.6
,="Maloney Interdistrict Magnet School",="Asian",1,2.0
,="Michael F. Wallace Middle School",="Asian",1,1.0
,="Rotella Interdistrict Magnet School",="Asian",1,1.9
="Waterford School District",="Waterford High School",="Asian",1,1.1
="West Hartford School District",="Duffy School",="Asian",1,1.8
,="Hall High School",="Asian",1,0.8
,="King Philip Middle School",="Asian",1,0.8
,="Sedgwick Middle School",="Asian",3,2.8
,="Smith School",="Asian",1,2.4
="West Haven School District",="West Haven High School",="Asian",2,1.3
="Weston School District",="Hurlbutt Elementary School",="Asian",2,2.4
,="Weston High School",="Asian",1,1.4
,="Weston Middle School",="Asian",1,1.1
="Westport School District",="Bedford Middle School",="Asian",1,1.1
,="Saugatuck Elementary School",="Asian",1,1.7
,="Staples High School",="Asian",1,0.7
="Wethersfield School District",="Charles Wright School",="Asian",1,3.0
,="Highcrest School",="Asian",1,2.1
="Wilton School District",="Middlebrook School",="Asian",1,1.0
,="Cider Mill School",="Asian",2,2.2
="Windham School District",="Natchaug School",="Asian",1,2.9
,="W. B. Sweeney School",="Asian",1,2.7
,="Windham High School",="Asian",2,2.2
="Windsor School District",="John F. Kennedy School",="Asian",1,2.3
,="Oliver Ellsworth School",="Asian",2,4.1
,="Windsor High School",="Asian",5,3.7
="Woodstock Academy District",="Woodstock Academy",="Asian",1,1.2

