"Educator Race/Ethnicity Report for 2003-04"

"District","School","Race","Count","% of Total"
,="Stadley Rough School",="Black or African American",1,2.6
="Darien School District",="Darien High School",="Black or African American",1,0.9
="Derby School District",="Derby High School",="Black or African American",1,1.9
="East Granby School District",="East Granby High School",="Black or African American",2,6.9
="East Hartford School District",="Anna E. Norris School",="Black or African American",2,6.5
,="Connecticut IB Academy",="Black or African American",1,5.6
,="Dr. Franklin H. Mayberry School",="Black or African American",4,10.8
,="Dr. John A. Langford School",="Black or African American",1,3.3
,="East Hartford High School",="Black or African American",5,2.9
,="East Hartford Middle School",="Black or African American",6,5.6
,="Governor William Pitkin School",="Black or African American",2,8.0
,="Hockanum School",="Black or African American",1,3.1
,="Robert J. O'Brien School",="Black or African American",3,7.9
,="Sunset Ridge Middle School",="Black or African American",2,4.3
,="Willowbrook Early Childhood",="Black or African American",1,3.8
="East Haven School District",="Carbone School/East Haven Academy",="Black or African American",1,4.8
,="East Haven High School",="Black or African American",1,1.1
="Ellington School District",="Ellington High School",="Black or African American",3,4.5
,="Ellington Middle School",="Black or African American",1,2.3
="Enfield School District",="Enrico Fermi High School",="Black or African American",1,1.0
,="Harriet Beecher Stowe School",="Black or African American",1,3.2
,="Hazardville Memorial School",="Black or African American",2,5.7
,="John F. Kennedy Middle School",="Black or African American",2,1.9
="Fairfield School District",="Fairfield Warde High School",="Black or African American",2,0.8
,="Holland Hill School",="Black or African American",1,2.6
,="Mill Hill School",="Black or African American",1,2.2
,="Osborn Hill School",="Black or African American",2,4.3
="Farmington School District",="East Farms School",="Black or African American",1,2.3
,="Farmington High School",="Black or African American",1,0.8
,="Irving A. Robbins Middle School",="Black or African American",3,4.5
,="Union School",="Black or African American",1,3.3
="Glastonbury School District",="Glastonbury High School",="Black or African American",3,1.8
,="Hebron Avenue School",="Black or African American",2,4.9
,="Naubuc School",="Black or African American",1,2.3
="Granby School District",="Granby Memorial High School",="Black or African American",1,1.7
,="Granby Memorial Middle School",="Black or African American",1,1.9
="Greenwich School District",="Central Middle School",="Black or African American",1,1.4
,="Cos Cob School",="Black or African American",1,2.4
,="Eastern Middle School",="Black or African American",2,2.9
,="Greenwich High School",="Black or African American",5,1.9
,="Hamilton Avenue School",="Black or African American",2,5.4
,="International School At Dundee",="Black or African American",1,2.6
,="Julian Curtiss School",="Black or African American",1,2.3
,="North Mianus School",="Black or African American",1,2.4
,="North Street School",="Black or African American",1,2.0
,="Parkway School",="Black or African American",2,4.5
,="Riverside School",="Black or African American",1,2.2
,="Western Middle School",="Black or African American",4,5.9
="Groton School District",="Carl C. Cutler Middle School",="Black or African American",1,2.2
,="Colonel Ledyard School",="Black or African American",2,9.5
,="Fitch Middle School",="Black or African American",2,3.6
,="Groton Heights School",="Black or African American",1,4.8
,="Mary Morrisson School",="Black or African American",1,2.6
,="Noank School",="Black or African American",1,2.8
,="Pleasant Valley School",="Black or African American",1,2.8
,="Robert E. Fitch High School",="Black or African American",2,1.8
,="West Side Middle School",="Black or African American",2,4.7
="Guilford School District",="A. W. Cox School",="Black or African American",1,3.2
,="Guilford High School",="Black or African American",1,0.9
="Hamden School District",="Church Street School",="Black or African American",4,11.1
,="Dunbar Hill School",="Black or African American",1,3.4
,="Hamden High School",="Black or African American",8,4.6
,="Hamden Middle School",="Black or African American",8,8.1
,="Helen Street School",="Black or African American",2,6.5
,="Ridge Hill School",="Black or African American",2,6.5
,="Shepherd Glen School",="Black or African American",1,3.4
,="Spring Glen School",="Black or African American",2,6.5
="Hartford School District",="Asian Studies Academy at Bellizzi School",="Black or African American",1,2.1
,="Barnard-Brown School",="Black or African American",2,4.0
,="Batchelder School",="Black or African American",10,17.5
,="Breakthrough Magnet School",="Black or African American",1,5.3
,="Bulkeley High School Lower School",="Black or African American",11,7.6
,="Burns Latino Studies Academy",="Black or African American",2,3.6
,="Burr School",="Black or African American",2,4.0
,="Clark School",="Black or African American",13,34.2
,="Classical Magnet School",="Black or African American",1,5.0
,="Dr. Joseph Bellizzi Middle School",="Black or African American",9,12.3
,="Environmental Sciences Magnet at Hooker School",="Black or African American",3,9.4
,="Expeditionary Learning Academy at Moylan School",="Black or African American",1,1.8
,="Fox Middle School",="Black or African American",33,43.4
,="Hartford Magnet Trinity College Academy",="Black or African American",5,11.4
,="Hartford Public High School",="Black or African American",17,15.0
,="Hartford Transitional Learning Academy (Elementary)",="Black or African American",9,15.5
,="Kennelly School",="Black or African American",6,9.5
,="Kinsella Magnet School of Performing Arts",="Black or African American",2,4.1
,="M. D. Fox School",="Black or African American",4,4.8
,="M. L. King, Jr. School",="Black or African American",34,52.3
,="McDonough Middle School",="Black or African American",5,10.2
,="Milner School",="Black or African American",12,24.5
,="Naylor/CCSU Leadership Academy",="Black or African American",6,12.5
,="Parkville Community School",="Black or African American",2,3.8
,="Quirk Middle School",="Black or African American",17,18.5
,="Rawson School",="Black or African American",14,43.8
,="SAND School",="Black or African American",14,38.9
,="STEM Magnet at Fisher School",="Black or African American",23,41.1
,="Sanchez School",="Black or African American",1,1.9
,="Simpson-Waverly School",="Black or African American",13,36.1
,="Sports and Medical Sciences Academy",="Black or African American",3,9.1
,="Twain School",="Black or African American",14,41.2
,="Weaver High School",="Black or African American",53,48.2
,="Webster Micro Society Magnet School",="Black or African American",3,7.0
,="West Middle School",="Black or African American",4,6.1
,="Wish Museum School",="Black or African American",7,15.9
="Hebron School District",="Hebron Elementary School",="Black or African American",1,2.1
="Highville Mustard Seed Charter School District",="Highville Mustard Seed Charter School",="Black or African American",5,22.7
="Integrated Day Charter School District",="Integrated Day Charter School",="Black or African American",1,5.0
="Jumoke Academy District",="Jumoke Academy",="Black or African American",4,17.4
="Lebanon School District",="Lebanon Middle School",="Black or African American",1,2.5
="Ledyard School District",="Ledyard High School",="Black or African American",1,1.0
,="Ledyard Middle School",="Black or African American",1,2.3
="Madison School District",="Daniel Hand High School",="Black or African American",1,1.0
,="Island Avenue Elementary School",="Black or African American",1,2.9
,="Walter C. Polson Upper Middle School",="Black or African American",1,1.6
="Manchester School District",="Bennet Middle School",="Black or African American",4,4.8
,="Illing Middle School",="Black or African American",4,4.3
,="Manchester High School",="Black or African American",11,6.1
,="Manchester Preschool Center",="Black or African American",1,14.3
,="Nathan Hale School",="Black or African American",1,3.3
,="Waddell School",="Black or African American",1,2.9
,="Washington School",="Black or African American",3,8.1
="Mansfield School District",="Mansfield Middle School",="Black or African American",2,2.9
="Meriden School District",="Nathan Hale School",="Black or African American",1,1.7
,="Benjamin Franklin School",="Black or African American",3,5.8
,="Francis T. Maloney High School",="Black or African American",1,0.9
,="John Barry School",="Black or African American",2,3.5
,="Lincoln Middle School",="Black or African American",1,1.4
,="Orville H. Platt High School",="Black or African American",4,3.8
,="Washington Middle School",="Black or African American",2,2.1
="Middletown School District",="Farm Hill School",="Black or African American",2,5.6
,="Keigwin Middle School",="Black or African American",4,8.9
,="Lawrence School",="Black or African American",3,8.1
,="MacDonough School",="Black or African American",1,3.3
,="Middletown High School",="Black or African American",5,4.7
,="Moody School",="Black or African American",1,2.9
,="Snow School",="Black or African American",1,2.3
,="Spencer School",="Black or African American",1,2.9
,="Wesley School",="Black or African American",1,3.2
,="Woodrow Wilson Middle School",="Black or African American",8,11.1
="Milford School District",="Harborside Middle School",="Black or African American",1,1.6
,="Jonathan Law High School",="Black or African American",1,1.0
,="Joseph A. Foran High School",="Black or African American",1,1.1
="Monroe School District",="Jockey Hollow School",="Black or African American",1,2.0
="Montville School District",="Dr. Charles E. Murphy School",="Black or African American",1,2.1
="Naugatuck School District",="Central Avenue School",="Black or African American",1,3.7
,="Cross Street Intermediate School",="Black or African American",1,2.9
,="Naugatuck High School",="Black or African American",1,0.8
,="Salem School",="Black or African American",1,4.0
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="Black or African American",4,23.5
="New Britain School District",="Chamberlain Elementary School",="Black or African American",4,8.7
,="Gaffney School",="Black or African American",1,2.1
,="New Britain High School",="Black or African American",10,4.8
,="Northend School",="Black or African American",2,7.4
,="Pulaski Middle School",="Black or African American",5,5.7
,="Roosevelt Middle School",="Black or African American",7,10.4
,="Slade Middle School",="Black or African American",6,7.3
,="Smalley Academy",="Black or African American",1,2.0
,="Smith School",="Black or African American",2,4.2
,="Vance School",="Black or African American",1,3.0
="New Canaan School District",="New Canaan High School",="Black or African American",1,0.9
,="Saxe Middle School",="Black or African American",3,2.3
,="South School",="Black or African American",1,1.7
="New Fairfield School District",="New Fairfield High School",="Black or African American",1,1.2
="New Haven School District",="Edgewood School",="Black or African American",5,13.9
,="Nathan Hale School",="Black or African American",2,4.1
,="Barnard Environmental Magnet School",="Black or African American",4,16.0
,="Beecher School",="Black or African American",9,30.0
,="Benjamin Jepson Magnet School",="Black or African American",6,14.3
,="Betsy Ross Arts Magnet School",="Black or African American",19,33.9
,="Bishop Woods Architecture and Design Magnet School",="Black or African American",1,3.4
,="Celentano BioTech, Health and Medical Magnet School",="Black or African American",4,12.5
,="Clarence Rogers School",="Black or African American",6,37.5
,="Clinton Avenue School",="Black or African American",1,3.4
,="Columbus Family Academy",="Black or African American",3,9.7
,="Conte/West Hills Magnet School",="Black or African American",5,9.8
,="Cooperative High School",="Black or African American",6,13.6
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Black or African American",6,28.6
,="Davis 21st Century Magnet Elementary School",="Black or African American",8,22.9
,="Early Learning Center",="Black or African American",3,60.0
,="East Rock Community Magnet School",="Black or African American",14,17.9
,="Fair Haven School",="Black or African American",11,15.1
,="Headstart",="Black or African American",2,50.0
,="High School In The Community",="Black or African American",4,12.5
,="Hill Central Music Academy",="Black or African American",12,21.1
,="Hill Regional Career High School",="Black or African American",12,17.4
,="James Hillhouse High School",="Black or African American",31,28.4
,="Katherine Brennan School",="Black or African American",12,41.4
,="Lincoln-Bassett School",="Black or African American",15,39.5
,="Martin Luther King School",="Black or African American",7,31.8
,="Metropolitan Business Academy",="Black or African American",2,16.7
,="New Haven Academy",="Black or African American",3,30.0
,="Polly T. McCabe Center",="Black or African American",1,10.0
,="Prince School",="Black or African American",4,16.7
,="Quinnipiac Real World Math STEM School",="Black or African American",1,3.4
,="Riverside Education Academy",="Black or African American",11,45.8
,="Roberto Clemente Leadership Academy for Global Awareness",="Black or African American",25,41.7
,="Sheridan Communications and Technology Magnet School",="Black or African American",5,8.8
,="Sound School",="Black or African American",3,6.7
,="Strong 21st Century Communications Magnet and SCSU Lab School",="Black or African American",2,8.0
,="Timothy Dwight School",="Black or African American",8,30.8
,="Troup Middle School",="Black or African American",15,25.0
,="Truman School",="Black or African American",1,2.8
,="Urban Youth Center Elementary School",="Black or African American",4,33.3
,="Urban Youth Center Middle School",="Black or African American",8,42.1
,="Vincent E. Mauro Elementary Math, Science and Technology Magnet School",="Black or African American",9,23.7
,="Welch Annex School",="Black or African American",2,6.9
,="West Rock Authors Academy",="Black or African American",3,17.6
,="Wexler/Grant Community School",="Black or African American",22,57.9
,="Wilbur Cross High School",="Black or African American",19,14.1
,="Worthington Hooker School",="Black or African American",3,7.9
="New London School District",="Bennie Dover Jackson Middle School",="Black or African American",9,11.7
,="Edgerton School",="Black or African American",2,5.4
,="Harbor School",="Black or African American",3,10.7
,="Jennings School",="Black or African American",1,3.2
,="Nathan Hale Arts Magnet School",="Black or African American",1,3.1
,="New London High School",="Black or African American",4,5.4
,="Winthrop STEM Elementary Magnet School",="Black or African American",3,8.6
="Newington School District",="Anna Reynolds School",="Black or African American",1,2.2
,="Elizabeth Green School",="Black or African American",1,3.0
,="John Paterson School",="Black or African American",1,2.3
,="Martin Kellogg Middle School",="Black or African American",1,1.6
="Newtown School District",="Reed Intermediate School",="Black or African American",1,1.6
,="Sandy Hook Elementary School",="Black or African American",1,2.0
="North Haven School District",="North Haven High School",="Black or African American",2,2.0
="Norwalk School District",="Brien McMahon High School",="Black or African American",7,6.9
,="Brookside Elementary School",="Black or African American",5,13.9
,="Columbus Magnet School",="Black or African American",2,6.7
,="Cranbury Elementary School",="Black or African American",1,2.4
,="Fox Run Elementary School",="Black or African American",4,9.8
,="Kendall Elementary School",="Black or African American",1,2.4
,="Marvin Elementary School",="Black or African American",3,6.8
,="Naramake Elementary School",="Black or African American",2,5.7
,="Nathan Hale Middle School",="Black or African American",9,14.8
,="Norwalk High School",="Black or African American",11,8.3
,="Norwalk Pathways Academy at Briggs",="Black or African American",5,23.8
,="Ponus Ridge Middle School",="Black or African American",6,9.8
,="Roton Middle School",="Black or African American",1,1.9
,="Rowayton School",="Black or African American",1,2.8
,="Tracey School",="Black or African American",3,7.7
,="West Rocks Middle School",="Black or African American",7,10.6
,="Wolfpit School",="Black or African American",3,8.1
="Norwich Free Academy District",="Norwich Free Academy",="Black or African American",3,1.7
="Norwich School District",="John B. Stanton Network School",="Black or African American",1,3.3
,="Moriarty Magnet School",="Black or African American",1,3.1
,="Thames River Academy",="Black or African American",1,16.7
,="Uncas Network School",="Black or African American",1,4.5
,="Veterans' Memorial School",="Black or African American",1,3.4
="Old Saybrook School District",="Old Saybrook Senior High School",="Black or African American",1,1.8
="Plainville School District",="Frank T. Wheeler School",="Black or African American",1,2.9
,="Louis Toffolon School",="Black or African American",1,2.6
,="Plainville High School",="Black or African American",1,1.3
="Preston School District",="Preston Veterans' Memorial School",="Black or African American",1,3.0
="Regional School District 07",="Northwestern Regional Middle School",="Black or African American",1,1.8
="Regional School District 08",="RHAM Middle School",="Black or African American",1,1.6
="Regional School District 09",="Joel Barlow High School",="Black or African American",1,1.1
="Regional School District 10",="Lewis S. Mills High School",="Black or African American",2,2.8
="Regional School District 15",="Rochambeau Middle School",="Black or African American",2,3.6
="Regional School District 17",="Haddam Elementary School",="Black or African American",1,2.7
="Regional School District 19",="E. O. Smith High School",="Black or African American",1,0.8
="Ridgefield School District",="Ridgefield High School",="Black or African American",1,0.7
="Rocky Hill School District",="Myrtle H. Stevens School",="Black or African American",1,2.4
,="Rocky Hill High School",="Black or African American",1,1.4
,="West Hill School",="Black or African American",1,2.0
="Seymour School District",="Seymour High School",="Black or African American",3,3.7
="Simsbury School District",="Squadron Line School",="Black or African American",1,1.4
="South Windsor School District",="Pleasant Valley School",="Black or African American",1,2.9
,="Eli Terry School",="Black or African American",1,2.9
,="Philip R. Smith School",="Black or African American",2,5.9
,="Timothy Edwards School",="Black or African American",1,0.9
="Southington School District",="Joseph A. Depaolo Middle School",="Black or African American",1,1.3
,="Southington High School",="Black or African American",1,0.5
="Stamford School District",="Newfield School",="Black or African American",5,9.1
,="Cloonan School",="Black or African American",3,4.3
,="Davenport Ridge School",="Black or African American",1,1.9
,="Dolan School",="Black or African American",4,5.7
,="Hart School",="Black or African American",4,9.1
,="Julia A. Stark School",="Black or African American",3,5.5
,="K. T. Murphy School",="Black or African American",2,3.8
,="Northeast School",="Black or African American",3,4.6
,="Rippowam Middle School",="Black or African American",6,7.3
,="Rogers International School",="Black or African American",8,13.8
,="Roxbury School",="Black or African American",2,3.4
,="Scofield Middle School",="Black or African American",5,8.2
,="Springdale School",="Black or African American",4,7.7
,="Stamford High School",="Black or African American",14,8.6
,="Stillmeadow School",="Black or African American",2,3.3
,="The Academy of Information Technology",="Black or African American",3,9.1
,="Toquam Magnet School",="Black or African American",5,11.4
,="Turn of River School",="Black or African American",6,8.5
,="Westhill High School",="Black or African American",11,7.0
,="Westover School",="Black or African American",2,3.0
="State of Connecticut",="",="Black or African American",.,3.7
="Stonington School District",="Deans Mill School",="Black or African American",1,2.6
="Stratford School District",="Bunnell High School",="Black or African American",3,2.8
,="Center School",="Black or African American",1,4.2
,="Eli Whitney School",="Black or African American",2,4.3
,="Nichols School",="Black or African American",1,3.0
,="Second Hill Lane School",="Black or African American",2,3.6
,="Stratford Academy - Johnson House",="Black or African American",3,4.5
,="Stratford High School",="Black or African American",4,4.4
,="Wilcoxson School",="Black or African American",1,3.2
="Suffield School District",="Suffield Middle School",="Black or African American",1,1.4
="The Bridge Academy District",="The Bridge Academy",="Black or African American",1,7.7
="Tolland School District",="Tolland Intermediate School",="Black or African American",1,2.1
="Torrington School District",="Forbes School",="Black or African American",1,2.1
="Trailblazers Academy District",="Trailblazers Academy",="Black or African American",1,5.9
="Trumbull School District",="Frenchtown Elementary School",="Black or African American",2,3.6
,="Hillcrest Middle School",="Black or African American",1,1.5
,="Madison Middle School",="Black or African American",2,2.6
="Unified School District #1",="Corrigan/Radgowski Correctional Institution",="Black or African American",1,8.3
,="Gates Correctional Institution",="Black or African American",1,11.1
,="MacDougall/Walker Correctional Institution",="Black or African American",1,4.5
,="Manson Youth Institution",="Black or African American",4,11.1
,="York Correctional Institution",="Black or African American",2,10.5
="Unified School District #2",="Children's Place School",="Black or African American",3,21.4
,="High Meadows",="Black or African American",1,9.1
,="Walter G. Cady School",="Black or African American",5,9.4
="Vernon School District",="Maple Street School",="Black or African American",1,2.9
,="Vernon Center Middle School",="Black or African American",3,3.3
="Wallingford School District",="Evarts C. Stevens School",="Black or African American",1,2.4
,="Highland School",="Black or African American",1,2.8
,="Parker Farms School",="Black or African American",1,2.9
,="Yalesville School",="Black or African American",1,2.0
="Waterbury School District",="West Side Middle School",="Black or African American",5,5.0
,="Washington School",="Black or African American",2,7.7
,="Barnard School",="Black or African American",2,8.7
,="Bucks Hill School",="Black or African American",3,4.4
,="Crosby High School",="Black or African American",4,3.7
,="Driggs School",="Black or African American",4,7.0
,="F. J. Kingsbury School",="Black or African American",4,8.7
,="Gilmartin School",="Black or African American",1,3.2
,="H. S. Chase School",="Black or African American",1,1.8
,="John F. Kennedy High School",="Black or African American",4,3.6
,="Maloney Interdistrict Magnet School",="Black or African American",1,2.0
,="Margaret M. Generali Elementary School",="Black or African American",1,2.5
,="Michael F. Wallace Middle School",="Black or African American",7,7.0
,="North End Middle School",="Black or African American",1,1.1
,="Regan School",="Black or African American",1,4.3
,="Rotella Interdistrict Magnet School",="Black or African American",1,1.9
,="Wendell L. Cross School",="Black or African American",3,11.5
,="Wilby High School",="Black or African American",6,5.7
="Waterford School District",="Great Neck Elementary School",="Black or African American",1,3.3
,="Oswegatchie Elementary School",="Black or African American",1,2.6
="West Hartford School District",="Smith School",="Black or African American",2,4.9
,="Braeburn School",="Black or African American",1,2.5
,="Charter Oak International Academy",="Black or African American",1,2.5
,="Conard High School",="Black or African American",2,1.5
,="Duffy School",="Black or African American",1,1.8
,="Hall High School",="Black or African American",3,2.4
,="Sedgwick Middle School",="Black or African American",5,4.6
,="Webster Hill School",="Black or African American",2,4.7
,="Whiting Lane School",="Black or African American",2,3.2
="West Haven School District",="Washington School",="Black or African American",1,3.0
,="Anna V. Molloy School",="Black or African American",2,6.1
,="Carrigan 5/6 Intermediate School",="Black or African American",7,7.6
,="Clarence E. Thompson School",="Black or African American",1,2.8
,="Edith E. Mackrille School",="Black or African American",1,2.8
,="Forest School",="Black or African American",1,2.1
,="Harry M. Bailey Middle School",="Black or African American",2,2.5
,="Savin Rock Community School",="Black or African American",1,2.1
,="Seth G. Haley School",="Black or African American",1,2.6
,="West Haven High School",="Black or African American",9,6.0
="Weston School District",="Hurlbutt Elementary School",="Black or African American",2,2.4
="Westport School District",="Bedford Middle School",="Black or African American",1,1.1
,="King's Highway Elementary School",="Black or African American",1,1.6
,="Long Lots School",="Black or African American",1,1.4
,="Staples High School",="Black or African American",1,0.7
="Wethersfield School District",="Charles Wright School",="Black or African American",1,3.0
,="Emerson-Williams School",="Black or African American",1,2.7
,="Silas Deane Middle School",="Black or African American",2,3.6
,="Wethersfield High School",="Black or African American",3,2.9
="Wilton School District",="Middlebrook School",="Black or African American",2,2.1
="Windham School District",="Windham High School",="Black or African American",2,2.2
,="Windham Middle School",="Black or African American",1,1.0
="Windsor Locks School District",="North Street School",="Black or African American",1,2.2
,="Windsor Locks High School",="Black or African American",1,1.8
,="Windsor Locks Middle School",="Black or African American",1,2.0
="Windsor School District",="Clover Street School",="Black or African American",5,11.6
,="John F. Kennedy School",="Black or African American",4,9.1
,="Oliver Ellsworth School",="Black or African American",5,10.2
,="Poquonock Elementary School",="Black or African American",2,5.1
,="Sage Park Middle School",="Black or African American",6,5.3
,="Windsor High School",="Black or African American",9,6.6
="Wolcott School District",="Tyrrell Middle School",="Black or African American",1,1.6

