"Educator Race/Ethnicity Report for 2004-05"

"District","School","Race","Count","% of Total"
,="Stafford School",="Black or African American",1,2.4
="Brookfield School District",="Brookfield High School",="Black or African American",1,1.2
,="Center Elementary School",="Black or African American",1,2.9
="Canterbury School District",="Dr. Helen Baldwin Middle School",="Black or African American",1,3.3
="Capitol Region Education Council",="Farmington Valley Regional Diagnostic Center",="Black or African American",1,16.7
,="Greater Hartford Academy of Math and Science",="Black or African American",2,15.4
,="John J. Allison Polaris Center",="Black or African American",1,8.3
,="Metropolitan Learning Center for Global and International Studies",="Black or African American",10,15.2
,="Montessori Magnet School",="Black or African American",3,13.6
,="Two Rivers Magnet Middle School",="Black or African American",5,8.3
,="University of Hartford Magnet School",="Black or African American",3,8.1
="Cheshire School District",="Cheshire High School",="Black or African American",2,1.6
,="Norton School",="Black or African American",1,2.5
="Colchester School District",="Bacon Academy",="Black or African American",1,1.1
="Connecticut Technical High School System",="A. I. Prince Technical High School",="Black or African American",22,23.7
,="Bullard-Havens Technical High School",="Black or African American",11,11.6
,="E. C. Goodwin Technical High School",="Black or African American",7,8.4
,="Eli Whitney Technical High School",="Black or African American",9,11.1
,="Ella T. Grasso Southeastern Technical High School",="Black or African American",2,2.6
,="Emmett O'Brien Technical High School",="Black or African American",2,3.3
,="H. H. Ellis Technical High School",="Black or African American",1,1.5
,="Henry Abbott Technical High School",="Black or African American",2,2.7
,="Howell Cheney Technical High School",="Black or African American",2,2.9
,="J. M. Wright Technical High School",="Black or African American",4,7.0
,="Norwich Technical High School",="Black or African American",1,1.5
,="Oliver Wolcott Technical High School",="Black or African American",2,2.6
,="Platt Technical High School",="Black or African American",2,2.4
,="Vinal Technical High School",="Black or African American",1,1.4
,="W. F. Kaynor Technical High School",="Black or African American",7,8.4
="Cooperative Educational Services",="Six-Six Magnet School",="Black or African American",3,7.5
="Coventry School District",="Capt. Nathan Hale School",="Black or African American",1,1.9
="Cromwell School District",="Cromwell Middle School",="Black or African American",1,1.6
,="Edna C. Stevens School",="Black or African American",1,1.8
="Danbury School District",="Alternative Center For Excellence",="Black or African American",1,7.7
,="Broadview Middle School",="Black or African American",4,4.1
,="Danbury High School",="Black or African American",8,3.7
,="Great Plain School",="Black or African American",4,10.5
,="Hayestown Avenue School",="Black or African American",1,2.3
,="King Street Intermediate School",="Black or African American",1,3.4
,="Mill Ridge Educational Center",="Black or African American",1,3.2
,="Pembroke School",="Black or African American",1,2.6
,="Rogers Park Middle School",="Black or African American",4,4.0
,="Shelter Rock School",="Black or African American",4,12.1
,="South Street School",="Black or African American",1,2.9
,="Stadley Rough School",="Black or African American",1,2.4
="Darien School District",="Darien High School",="Black or African American",1,0.9
="Derby School District",="Derby High School",="Black or African American",1,1.8
="East Granby School District",="East Granby High School",="Black or African American",2,5.7
,="East Granby Middle School",="Black or African American",1,3.2
="East Hartford School District",="Anna E. Norris School",="Black or African American",3,9.7
,="Connecticut IB Academy",="Black or African American",1,5.3
,="Dr. Franklin H. Mayberry School",="Black or African American",2,5.7
,="Dr. John A. Langford School",="Black or African American",1,3.1
,="Dr. Thomas S. O'Connell School",="Black or African American",1,2.9
,="East Hartford High School",="Black or African American",7,4.0
,="East Hartford Middle School",="Black or African American",6,5.7
,="Governor William Pitkin School",="Black or African American",3,10.3
,="Hockanum School",="Black or African American",1,3.2
,="Robert J. O'Brien School",="Black or African American",1,2.6
,="Sunset Ridge Middle School",="Black or African American",2,4.5
,="Willowbrook Early Childhood",="Black or African American",1,3.7
="Ellington School District",="Ellington High School",="Black or African American",3,4.5
="Elm City College Preparatory School",="Elm City College Preparatory School",="Black or African American",3,18.8
="Enfield School District",="Enfield High School",="Black or African American",1,1.1
,="Harriet Beecher Stowe School",="Black or African American",1,3.0
,="Hazardville Memorial School",="Black or African American",1,2.9
,="John F. Kennedy Middle School",="Black or African American",2,2.0
="Fairfield School District",="Fairfield Ludlowe High School",="Black or African American",1,0.9
,="Holland Hill School",="Black or African American",2,5.0
,="Jennings School",="Black or African American",1,2.4
,="McKinley School",="Black or African American",1,2.1
,="Mill Hill School",="Black or African American",1,2.5
,="North Stratfield School",="Black or African American",1,2.3
,="Osborn Hill School",="Black or African American",3,6.5
,="Sherman School",="Black or African American",1,2.4
,="Stratfield School",="Black or African American",1,2.2
="Farmington School District",="East Farms School",="Black or African American",1,2.3
,="Farmington High School",="Black or African American",1,0.8
,="Irving A. Robbins Middle School",="Black or African American",3,4.3
,="Union School",="Black or African American",1,3.0
,="West Woods Upper Elementary School",="Black or African American",1,1.6
="Glastonbury School District",="Gideon Welles School",="Black or African American",1,1.6
,="Glastonbury High School",="Black or African American",3,1.8
,="Hebron Avenue School",="Black or African American",1,2.3
,="Naubuc School",="Black or African American",1,2.2
="Granby School District",="Granby Memorial High School",="Black or African American",1,1.6
="Greenwich School District",="Central Middle School",="Black or African American",2,2.7
,="Eastern Middle School",="Black or African American",2,2.7
,="Greenwich High School",="Black or African American",6,2.2
,="Hamilton Avenue School",="Black or African American",1,2.5
,="International School At Dundee",="Black or African American",1,2.4
,="Julian Curtiss School",="Black or African American",1,2.0
,="North Mianus School",="Black or African American",2,4.7
,="North Street School",="Black or African American",2,3.9
,="Parkway School",="Black or African American",1,2.3
,="Riverside School",="Black or African American",1,2.3
,="Western Middle School",="Black or African American",4,6.2
="Groton School District",="Carl C. Cutler Middle School",="Black or African American",1,2.1
,="Fitch Middle School",="Black or African American",2,3.6
,="Groton Heights School",="Black or African American",1,4.5
,="Noank School",="Black or African American",2,5.4
,="Robert E. Fitch High School",="Black or African American",2,1.7
,="S. B. Butler School",="Black or African American",1,2.8
,="West Side Middle School",="Black or African American",2,4.8
="Guilford School District",="A. W. Cox School",="Black or African American",1,3.2
="Hamden School District",="Church Street School",="Black or African American",4,10.5
,="Dunbar Hill School",="Black or African American",1,3.6
,="Hamden High School",="Black or African American",7,4.0
,="Hamden Middle School",="Black or African American",7,7.5
,="Helen Street School",="Black or African American",2,7.1
,="Ridge Hill School",="Black or African American",2,6.1
,="Shepherd Glen School",="Black or African American",1,3.8
,="Spring Glen School",="Black or African American",3,10.0
="Hartford School District",="Asian Studies Academy at Bellizzi School",="Black or African American",1,2.1
,="Barnard-Brown School",="Black or African American",2,4.3
,="Batchelder School",="Black or African American",10,19.6
,="Breakthrough Magnet School",="Black or African American",1,5.0
,="Bulkeley High School Lower School",="Black or African American",10,7.6
,="Burns Latino Studies Academy",="Black or African American",2,3.6
,="Clark School",="Black or African American",13,31.7
,="Classical Magnet School",="Black or African American",4,14.8
,="Dr. Joseph Bellizzi Middle School",="Black or African American",10,13.5
,="Environmental Sciences Magnet at Hooker School",="Black or African American",3,9.1
,="Fox Middle School",="Black or African American",34,45.9
,="Hartford Magnet Trinity College Academy",="Black or African American",7,12.7
,="Hartford Public High School",="Black or African American",16,13.2
,="Hartford Transitional Learning Academy (Elementary)",="Black or African American",3,21.4
,="Hartford Transitional Learning Academy (Secondary)",="Black or African American",9,17.6
,="Kennelly School",="Black or African American",7,11.1
,="Kinsella Magnet School of Performing Arts",="Black or African American",1,2.2
,="M. D. Fox School",="Black or African American",4,5.1
,="M. L. King, Jr. School",="Black or African American",30,46.9
,="McDonough Middle School",="Black or African American",6,12.5
,="Milner School",="Black or African American",11,22.9
,="Naylor/CCSU Leadership Academy",="Black or African American",6,12.5
,="Parkville Community School",="Black or African American",1,1.9
,="Pathways Academy of Technology and Design",="Black or African American",1,5.9
,="Quirk Middle School",="Black or African American",14,16.1
,="Rawson School",="Black or African American",12,36.4
,="SAND School",="Black or African American",14,38.9
,="STEM Magnet at Fisher School",="Black or African American",23,43.4
,="Simpson-Waverly School",="Black or African American",8,20.5
,="Sports and Medical Sciences Academy",="Black or African American",3,8.6
,="Twain School",="Black or African American",15,41.7
,="University High School of Science and Engineering",="Black or African American",1,9.1
,="Weaver High School",="Black or African American",51,45.5
,="Webster Micro Society Magnet School",="Black or African American",7,14.6
,="West Middle School",="Black or African American",5,7.5
,="Wish Museum School",="Black or African American",9,19.6
="Hebron School District",="Hebron Elementary School",="Black or African American",1,2.0
="Highville Mustard Seed Charter School District",="Highville Mustard Seed Charter School",="Black or African American",5,21.7
="Integrated Day Charter School District",="Integrated Day Charter School",="Black or African American",1,4.5
="Jumoke Academy District",="Jumoke Academy",="Black or African American",7,38.9
="Learn",="Learn Special Education",="Black or African American",1,2.8
,="Regional Multicultural Magnet School",="Black or African American",1,2.3
="Lebanon School District",="Lebanon Middle School",="Black or African American",1,2.6
="Ledyard School District",="Ledyard High School",="Black or African American",1,1.0
,="Ledyard Middle School",="Black or African American",2,4.5
="Madison School District",="Daniel Hand High School",="Black or African American",1,1.0
,="J. Milton Jeffrey Elementary School",="Black or African American",1,2.0
,="Walter C. Polson Upper Middle School",="Black or African American",1,1.7
="Manchester School District",="Bennet Middle School",="Black or African American",2,2.5
,="Bowers School",="Black or African American",1,3.1
,="Buckley School",="Black or African American",2,5.7
,="Illing Middle School",="Black or African American",5,5.4
,="Manchester High School",="Black or African American",9,5.1
,="Manchester Regional Academy",="Black or African American",1,4.8
,="Nathan Hale School",="Black or African American",1,3.2
,="Waddell School",="Black or African American",2,5.7
,="Washington School",="Black or African American",3,8.1
="Mansfield School District",="Mansfield Middle School",="Black or African American",2,2.9
="Meriden School District",="Benjamin Franklin School",="Black or African American",2,3.9
,="Francis T. Maloney High School",="Black or African American",1,0.9
,="John Barry School",="Black or African American",2,3.6
,="Lincoln Middle School",="Black or African American",1,1.4
,="Orville H. Platt High School",="Black or African American",3,2.9
,="Washington Middle School",="Black or African American",3,3.1
="Middletown School District",="Bielefield School",="Black or African American",1,3.1
,="Farm Hill School",="Black or African American",2,5.6
,="Keigwin Middle School",="Black or African American",3,6.8
,="Lawrence School",="Black or African American",3,8.1
,="MacDonough School",="Black or African American",1,3.4
,="Middletown High School",="Black or African American",3,2.8
,="Moody School",="Black or African American",1,3.0
,="Snow School",="Black or African American",1,2.4
,="Spencer School",="Black or African American",1,3.1
,="Wesley School",="Black or African American",1,3.2
,="Woodrow Wilson Middle School",="Black or African American",6,8.7
="Milford School District",="Harborside Middle School",="Black or African American",1,1.6
,="Jonathan Law High School",="Black or African American",1,1.1
,="Joseph A. Foran High School",="Black or African American",1,1.1
="Montville School District",="Dr. Charles E. Murphy School",="Black or African American",1,2.2
="Naugatuck School District",="Central Avenue School",="Black or African American",1,3.8
,="Cross Street Intermediate School",="Black or African American",1,2.6
,="Salem School",="Black or African American",1,3.8
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="Black or African American",4,18.2
="New Britain School District",="Chamberlain Elementary School",="Black or African American",2,4.2
,="Gaffney School",="Black or African American",1,2.2
,="Holmes School",="Black or African American",1,2.2
,="New Britain High School",="Black or African American",12,5.9
,="Northend School",="Black or African American",3,11.1
,="Pulaski Middle School",="Black or African American",4,4.6
,="Roosevelt Middle School",="Black or African American",8,13.6
,="Slade Middle School",="Black or African American",5,6.7
,="Smalley Academy",="Black or African American",1,2.0
,="Smith School",="Black or African American",1,2.0
,="Vance School",="Black or African American",1,3.1
="New Canaan School District",="Saxe Middle School",="Black or African American",2,1.5
,="South School",="Black or African American",1,1.7
="New Haven School District",="Edgewood School",="Black or African American",5,14.3
,="Nathan Hale School",="Black or African American",2,4.3
,="Barnard Environmental Magnet School",="Black or African American",4,16.0
,="Beecher School",="Black or African American",7,24.1
,="Benjamin Jepson Magnet School",="Black or African American",5,13.2
,="Betsy Ross Arts Magnet School",="Black or African American",19,34.5
,="Bishop Woods Architecture and Design Magnet School",="Black or African American",3,10.3
,="Celentano BioTech, Health and Medical Magnet School",="Black or African American",8,25.0
,="Clarence Rogers School",="Black or African American",8,47.1
,="Clinton Avenue School",="Black or African American",1,2.8
,="Columbus Family Academy",="Black or African American",1,2.9
,="Conte/West Hills Magnet School",="Black or African American",5,10.2
,="Cooperative High School",="Black or African American",6,13.3
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Black or African American",8,40.0
,="Davis 21st Century Magnet Elementary School",="Black or African American",7,21.9
,="Early Learning Center",="Black or African American",4,80.0
,="East Rock Community Magnet School",="Black or African American",14,18.2
,="Fair Haven School",="Black or African American",9,11.7
,="Headstart",="Black or African American",1,50.0
,="High School In The Community",="Black or African American",6,19.4
,="Hill Central Music Academy",="Black or African American",6,12.5
,="Hill Regional Career High School",="Black or African American",9,13.6
,="James Hillhouse High School",="Black or African American",36,29.8
,="John S. Martinez Sea and Sky STEM School",="Black or African American",3,8.3
,="Katherine Brennan School",="Black or African American",14,42.4
,="King/Robinson Magnet School",="Black or African American",14,38.9
,="Lincoln-Bassett School",="Black or African American",13,31.7
,="Martin Luther King School",="Black or African American",7,25.0
,="Metropolitan Business Academy",="Black or African American",5,29.4
,="New Haven Academy",="Black or African American",3,23.1
,="Polly T. McCabe Center",="Black or African American",2,20.0
,="Primary Learning Academy",="Black or African American",2,40.0
,="Prince School",="Black or African American",2,8.3
,="Riverside Education Academy",="Black or African American",11,42.3
,="Roberto Clemente Leadership Academy for Global Awareness",="Black or African American",19,35.8
,="Ross/Woodward School",="Black or African American",5,11.9
,="Sheridan Communications and Technology Magnet School",="Black or African American",10,18.2
,="Sound School",="Black or African American",3,7.1
,="Timothy Dwight School",="Black or African American",10,29.4
,="Troup Middle School",="Black or African American",16,23.9
,="Truman School",="Black or African American",3,7.5
,="Urban Youth Center Elementary School",="Black or African American",4,28.6
,="Urban Youth Center Middle School",="Black or African American",10,47.6
,="Vincent E. Mauro Elementary Math, Science and Technology Magnet School",="Black or African American",8,22.2
,="Welch Annex School",="Black or African American",3,9.4
,="West Rock Authors Academy",="Black or African American",6,33.3
,="Wexler/Grant Community School",="Black or African American",19,50.0
,="Wilbur Cross High School",="Black or African American",17,10.7
,="Worthington Hooker School",="Black or African American",3,7.7
="New London School District",="Jennings School",="Black or African American",1,3.2
,="Bennie Dover Jackson Middle School",="Black or African American",9,12.2
,="Edgerton School",="Black or African American",2,5.7
,="Harbor School",="Black or African American",2,7.1
,="Nathan Hale Arts Magnet School",="Black or African American",1,2.9
,="New London High School",="Black or African American",5,6.8
,="Winthrop STEM Elementary Magnet School",="Black or African American",3,8.6
="Newington School District",="Anna Reynolds School",="Black or African American",1,2.2
,="Elizabeth Green School",="Black or African American",1,2.9
,="John Paterson School",="Black or African American",1,2.0
,="Martin Kellogg Middle School",="Black or African American",1,1.4
="Newtown School District",="Reed Intermediate School",="Black or African American",1,1.5
,="Sandy Hook Elementary School",="Black or African American",1,1.9
="North Haven School District",="North Haven High School",="Black or African American",3,3.0
="Norwalk School District",="Brien McMahon High School",="Black or African American",7,6.5
,="Brookside Elementary School",="Black or African American",5,13.2
,="Columbus Magnet School",="Black or African American",2,6.7
,="Cranbury Elementary School",="Black or African American",1,2.6
,="Fox Run Elementary School",="Black or African American",5,12.8
,="Marvin Elementary School",="Black or African American",2,5.0
,="Naramake Elementary School",="Black or African American",2,6.1
,="Nathan Hale Middle School",="Black or African American",7,11.7
,="Norwalk High School",="Black or African American",9,6.6
,="Norwalk Pathways Academy at Briggs",="Black or African American",7,30.4
,="Ponus Ridge Middle School",="Black or African American",8,13.6
,="Roton Middle School",="Black or African American",1,1.9
,="Rowayton School",="Black or African American",1,2.6
,="Tracey School",="Black or African American",3,7.3
,="West Rocks Middle School",="Black or African American",8,12.1
,="Wolfpit School",="Black or African American",4,11.1
="Norwich Free Academy District",="Norwich Free Academy",="Black or African American",4,2.2
="Norwich School District",="Greeneville School",="Black or African American",1,3.7
,="Thames River Academy",="Black or African American",1,14.3
,="Thomas W. Mahan School",="Black or African American",1,3.7
,="Uncas Network School",="Black or African American",1,4.2
,="Veterans' Memorial School",="Black or African American",2,6.7
="Plainville School District",="Frank T. Wheeler School",="Black or African American",1,2.9
="Preston School District",="Preston Veterans' Memorial School",="Black or African American",1,3.3
="Putnam School District",="Putnam Middle School",="Black or African American",1,3.0
="Regional School District 05",="Amity Regional High School",="Black or African American",1,0.6
="Regional School District 07",="Northwestern Regional Middle School",="Black or African American",1,1.8
="Regional School District 08",="RHAM High School",="Black or African American",1,1.1
,="RHAM Middle School",="Black or African American",2,3.2
="Regional School District 09",="Joel Barlow High School",="Black or African American",1,1.0
="Regional School District 10",="Lewis S. Mills High School",="Black or African American",2,2.8
="Regional School District 11",="Parish Hill High School",="Black or African American",1,2.1
="Regional School District 15",="Memorial Middle School",="Black or African American",1,2.0
,="Rochambeau Middle School",="Black or African American",2,3.6
="Regional School District 17",="Haddam Elementary School",="Black or African American",1,2.6
="Ridgefield School District",="Ridgefield High School",="Black or African American",1,0.7
="Rocky Hill School District",="Myrtle H. Stevens School",="Black or African American",1,2.4
,="Rocky Hill High School",="Black or African American",1,1.3
="Seymour School District",="Seymour High School",="Black or African American",3,3.8
="Simsbury School District",="Squadron Line School",="Black or African American",1,1.3
="Somers School District",="Somers Elementary School",="Black or African American",1,1.7
="South Windsor School District",="Eli Terry School",="Black or African American",1,2.8
,="Philip R. Smith School",="Black or African American",2,5.7
,="Pleasant Valley School",="Black or African American",1,3.0
,="South Windsor High School",="Black or African American",1,0.8
,="Timothy Edwards School",="Black or African American",1,0.9
="Southington School District",="John F. Kennedy Middle School",="Black or African American",1,1.3
,="Joseph A. Depaolo Middle School",="Black or African American",1,1.3
,="Plantsville Elementary School",="Black or African American",1,3.8
,="Southington High School",="Black or African American",2,1.1
="Stamford Academy District",="Stamford Academy",="Black or African American",1,8.3
="Stamford School District",="Newfield School",="Black or African American",5,8.9
,="CLC William Pitt",="Black or African American",1,14.3
,="Cloonan School",="Black or African American",3,4.6
,="Davenport Ridge School",="Black or African American",2,3.9
,="Dolan School",="Black or African American",4,5.7
,="Hart School",="Black or African American",4,8.2
,="Julia A. Stark School",="Black or African American",4,6.9
,="K. T. Murphy School",="Black or African American",2,3.8
,="Northeast School",="Black or African American",2,3.1
,="Rippowam Middle School",="Black or African American",6,6.8
,="Rogers International School",="Black or African American",7,11.7
,="Roxbury School",="Black or African American",2,3.4
,="Scofield Middle School",="Black or African American",5,8.3
,="Springdale School",="Black or African American",3,5.8
,="Stamford High School",="Black or African American",15,8.7
,="Stillmeadow School",="Black or African American",1,1.6
,="The Academy of Information Technology",="Black or African American",3,7.9
,="Toquam Magnet School",="Black or African American",5,10.9
,="Turn of River School",="Black or African American",5,6.9
,="Westhill High School",="Black or African American",12,7.1
,="Westover School",="Black or African American",2,3.0
="State of Connecticut",="",="Black or African American",.,3.8
="Stonington School District",="Deans Mill School",="Black or African American",1,2.6
="Stratford School District",="Bunnell High School",="Black or African American",3,3.0
,="Center School",="Black or African American",1,4.0
,="Eli Whitney School",="Black or African American",1,2.2
,="Nichols School",="Black or African American",1,3.1
,="Second Hill Lane School",="Black or African American",2,3.6
,="Stratford Academy - Johnson House",="Black or African American",4,6.3
,="Stratford High School",="Black or African American",3,3.4
,="Wilcoxson School",="Black or African American",2,6.5
="Suffield School District",="Suffield High School",="Black or African American",1,1.4
,="Suffield Middle School",="Black or African American",1,1.3
="The Bridge Academy District",="The Bridge Academy",="Black or African American",2,15.4
="Thompson School District",="Mary R. Fisher Elementary School",="Black or African American",1,2.3
="Tolland School District",="Tolland High School",="Black or African American",1,1.3
,="Tolland Intermediate School",="Black or African American",1,2.3
="Torrington School District",="Forbes School",="Black or African American",1,2.3
,="Vogel-Wetmore School",="Black or African American",1,1.9
="Trumbull School District",="Frenchtown Elementary School",="Black or African American",2,3.5
,="Hillcrest Middle School",="Black or African American",1,1.6
,="Madison Middle School",="Black or African American",1,1.3
,="Trumbull High School",="Black or African American",2,1.2
="Unified School District #1",="Corrigan/Radgowski Correctional Institution",="Black or African American",1,7.7
,="Gates Correctional Institution",="Black or African American",1,11.1
,="MacDougall/Walker Correctional Institution",="Black or African American",1,4.3
,="Manson Youth Institution",="Black or African American",4,11.1
,="York Correctional Institution",="Black or African American",3,13.0
="Unified School District #2",="Children's Place School",="Black or African American",2,14.3
,="High Meadows",="Black or African American",1,8.3
,="Riverview School",="Black or African American",2,7.4
,="Walter G. Cady School",="Black or African American",5,9.1
="Vernon School District",="Maple Street School",="Black or African American",1,2.9
,="Vernon Center Middle School",="Black or African American",3,3.3
="Wallingford School District",="Evarts C. Stevens School",="Black or African American",1,2.4
,="Highland School",="Black or African American",1,2.9
,="James H. Moran Middle School",="Black or African American",1,1.3
,="Parker Farms School",="Black or African American",1,2.8
,="Yalesville School",="Black or African American",1,2.2
="Waterbury School District",="West Side Middle School",="Black or African American",5,4.9
,="Washington School",="Black or African American",3,10.7
,="Barnard School",="Black or African American",1,4.3
,="Bucks Hill School",="Black or African American",1,1.5
,="Crosby High School",="Black or African American",6,5.4
,="Driggs School",="Black or African American",3,5.9
,="F. J. Kingsbury School",="Black or African American",3,7.7
,="Gilmartin School",="Black or African American",1,3.1
,="H. S. Chase School",="Black or African American",2,3.4
,="Hopeville School",="Black or African American",1,2.3
,="John F. Kennedy High School",="Black or African American",6,5.5
,="Maloney Interdistrict Magnet School",="Black or African American",1,1.9
,="Margaret M. Generali Elementary School",="Black or African American",1,2.1
,="Michael F. Wallace Middle School",="Black or African American",7,6.7
,="North End Middle School",="Black or African American",2,2.2
,="Regan School",="Black or African American",1,4.5
,="Rotella Interdistrict Magnet School",="Black or African American",1,1.9
,="Sprague School",="Black or African American",1,2.9
,="State Street School",="Black or African American",1,3.0
,="Waterbury Arts Magnet School (High)",="Black or African American",2,4.1
,="Waterbury Arts Magnet School (Middle)",="Black or African American",3,6.8
,="Wendell L. Cross School",="Black or African American",3,11.1
,="Wilby High School",="Black or African American",6,5.7
,="Woodrow Wilson School",="Black or African American",1,2.3
="Waterford School District",="Great Neck Elementary School",="Black or African American",2,6.9
="Watertown School District",="Watertown High School",="Black or African American",1,1.2
="West Hartford School District",="Smith School",="Black or African American",2,5.6
,="Charter Oak International Academy",="Black or African American",1,2.8
,="Conard High School",="Black or African American",3,2.3
,="Duffy School",="Black or African American",2,3.7
,="Hall High School",="Black or African American",2,1.5
,="Norfeldt School",="Black or African American",1,2.1
,="Sedgwick Middle School",="Black or African American",7,6.4
,="Webster Hill School",="Black or African American",1,2.3
,="Whiting Lane School",="Black or African American",1,1.8
="West Haven School District",="Washington School",="Black or African American",1,2.9
,="Anna V. Molloy School",="Black or African American",2,5.6
,="Carrigan 5/6 Intermediate School",="Black or African American",6,6.3
,="Clarence E. Thompson School",="Black or African American",1,2.9
,="Edith E. Mackrille School",="Black or African American",1,2.7
,="Forest School",="Black or African American",1,2.2
,="Harry M. Bailey Middle School",="Black or African American",1,1.3
,="Savin Rock Community School",="Black or African American",1,2.2
,="Seth G. Haley School",="Black or African American",1,2.6
,="West Haven High School",="Black or African American",8,5.3
="Weston School District",="Hurlbutt Elementary School",="Black or African American",1,1.1
="Westport School District",="Bedford Middle School",="Black or African American",2,2.0
,="King's Highway Elementary School",="Black or African American",1,1.6
,="Long Lots School",="Black or African American",1,1.3
,="Staples High School",="Black or African American",1,0.6
="Wethersfield School District",="Emerson-Williams School",="Black or African American",1,1.8
,="Silas Deane Middle School",="Black or African American",2,3.5
,="Wethersfield High School",="Black or African American",2,1.9
="Wilton School District",="Middlebrook School",="Black or African American",2,2.0
="Windham School District",="Windham High School",="Black or African American",2,2.2
="Windsor Locks School District",="Windsor Locks High School",="Black or African American",1,1.8
,="Windsor Locks Middle School",="Black or African American",2,4.3
="Windsor School District",="Clover Street School",="Black or African American",5,12.8
,="John F. Kennedy School",="Black or African American",4,9.5
,="Oliver Ellsworth School",="Black or African American",5,10.4
,="Poquonock Elementary School",="Black or African American",2,5.1
,="Sage Park Middle School",="Black or African American",7,6.1
,="Windsor High School",="Black or African American",11,7.6
="Wolcott School District",="Tyrrell Middle School",="Black or African American",1,1.6
="Woodbridge School District",="Beecher Road Intermediate School",="Black or African American",1,2.0

