"Educator Race/Ethnicity Report for 2009-10"

"District","Race","Count","% of Total"
="Ellington School District",="Hispanic or Latino",2,0.9
="Elm City College Preparatory School District",="Hispanic or Latino",1,2.0
="Enfield School District",="Hispanic or Latino",4,0.7
="Essex School District",="Hispanic or Latino",1,1.5
="Fairfield School District",="Hispanic or Latino",18,1.8
="Farmington School District",="Hispanic or Latino",8,2.1
="Glastonbury School District",="Hispanic or Latino",9,1.6
="Granby School District",="Hispanic or Latino",2,1.1
="Greenwich School District",="Hispanic or Latino",39,4.1
="Griswold School District",="Hispanic or Latino",2,1.0
="Groton School District",="Hispanic or Latino",11,2.2
="Guilford School District",="Hispanic or Latino",3,0.9
="Hamden School District",="Hispanic or Latino",16,2.8
="Hartford School District",="Hispanic or Latino",250,13.3
="Hebron School District",="Hispanic or Latino",1,1.0
="Integrated Day Charter School District",="Hispanic or Latino",2,8.7
="Jumoke Academy District",="Hispanic or Latino",1,3.7
="Learn",="Hispanic or Latino",8,6.0
="Lebanon School District",="Hispanic or Latino",2,1.5
="Ledyard School District",="Hispanic or Latino",4,1.6
="Litchfield School District",="Hispanic or Latino",1,0.9
="Madison School District",="Hispanic or Latino",2,0.6
="Manchester School District",="Hispanic or Latino",15,2.2
="Mansfield School District",="Hispanic or Latino",2,1.4
="Meriden School District",="Hispanic or Latino",51,7.2
="Middletown School District",="Hispanic or Latino",9,2.0
="Milford School District",="Hispanic or Latino",5,0.7
="Monroe School District",="Hispanic or Latino",3,0.9
="Montville School District",="Hispanic or Latino",3,1.2
="Naugatuck School District",="Hispanic or Latino",8,1.9
="New Britain School District",="Hispanic or Latino",97,11.2
="New Canaan School District",="Hispanic or Latino",7,1.7
="New Fairfield School District",="Hispanic or Latino",3,1.2
="New Hartford School District",="Hispanic or Latino",1,1.6
="New Haven School District",="Hispanic or Latino",148,7.9
="New London School District",="Hispanic or Latino",28,9.7
="New Milford School District",="Hispanic or Latino",5,1.2
="Newington School District",="Hispanic or Latino",5,1.3
="Newtown School District",="Hispanic or Latino",5,1.1
="North Branford School District",="Hispanic or Latino",1,0.5
="North Haven School District",="Hispanic or Latino",5,1.5
="Norwalk School District",="Hispanic or Latino",57,5.9
="Norwich Free Academy District",="Hispanic or Latino",4,2.0
="Norwich School District",="Hispanic or Latino",2,0.6
="Plainville School District",="Hispanic or Latino",1,0.4
="Plymouth School District",="Hispanic or Latino",2,1.3
="Redding School District",="Hispanic or Latino",3,2.2
="Regional School District 04",="Hispanic or Latino",2,2.0
="Regional School District 05",="Hispanic or Latino",7,2.8
="Regional School District 06",="Hispanic or Latino",2,1.8
="Regional School District 07",="Hispanic or Latino",1,0.9
="Regional School District 08",="Hispanic or Latino",4,2.3
="Regional School District 10",="Hispanic or Latino",2,0.8
="Regional School District 11",="Hispanic or Latino",1,2.4
="Regional School District 12",="Hispanic or Latino",2,1.7
="Regional School District 13",="Hispanic or Latino",4,2.0
="Regional School District 14",="Hispanic or Latino",2,1.0
="Regional School District 15",="Hispanic or Latino",2,0.5
="Regional School District 16",="Hispanic or Latino",2,0.9
="Regional School District 17",="Hispanic or Latino",1,0.4
="Regional School District 19",="Hispanic or Latino",2,1.6
="Ridgefield School District",="Hispanic or Latino",6,1.3
="Rocky Hill School District",="Hispanic or Latino",6,2.5
="Salem School District",="Hispanic or Latino",1,1.9
="Shelton School District",="Hispanic or Latino",2,0.5
="Sherman School District",="Hispanic or Latino",1,2.1
="Simsbury School District",="Hispanic or Latino",4,0.9
="Somers School District",="Hispanic or Latino",2,1.3
="South Windsor School District",="Hispanic or Latino",5,1.3
="Southington School District",="Hispanic or Latino",2,0.3
="Sprague School District",="Hispanic or Latino",1,2.9
="Stafford School District",="Hispanic or Latino",3,1.7
="Stamford School District",="Hispanic or Latino",80,5.6
="Stonington School District",="Hispanic or Latino",1,0.4
="Stratford School District",="Hispanic or Latino",13,2.2
="Suffield School District",="Hispanic or Latino",6,2.6
="The Bridge Academy District",="Hispanic or Latino",2,9.5
="Thomaston School District",="Hispanic or Latino",1,1.0
="Tolland School District",="Hispanic or Latino",5,1.9
="Torrington School District",="Hispanic or Latino",10,2.5
="Trailblazers Academy District",="Hispanic or Latino",1,5.0
="Trumbull School District",="Hispanic or Latino",14,2.3
="Unified School District #1",="Hispanic or Latino",6,3.1
="Unified School District #2",="Hispanic or Latino",1,1.0
="Vernon School District",="Hispanic or Latino",7,2.0
="Wallingford School District",="Hispanic or Latino",4,0.6
="Waterbury School District",="Hispanic or Latino",114,7.1
="Waterford School District",="Hispanic or Latino",5,1.8
="Watertown School District",="Hispanic or Latino",3,1.1
="West Hartford School District",="Hispanic or Latino",19,2.0
="West Haven School District",="Hispanic or Latino",12,2.0
="Weston School District",="Hispanic or Latino",3,1.3
="Westport School District",="Hispanic or Latino",15,2.5
="Wethersfield School District",="Hispanic or Latino",7,2.2
="Willington School District",="Hispanic or Latino",2,3.3
="Wilton School District",="Hispanic or Latino",7,1.7
="Windham School District",="Hispanic or Latino",30,8.8
="Windsor Locks School District",="Hispanic or Latino",4,2.1
="Windsor School District",="Hispanic or Latino",8,1.9
="Wolcott School District",="Hispanic or Latino",3,1.2
="Woodbridge School District",="Hispanic or Latino",3,3.8
="Woodstock Academy District",="Hispanic or Latino",2,1.9

