"Educator Race/Ethnicity Report for 2007-08"

"District","School","Race","Count","% of Total"
,="Henry Barnard School",="Black or African American",1,2.3
,="John F. Kennedy Middle School",="Black or African American",1,1.0
,="Prudence Crandall School",="Black or African American",1,2.8
="Fairfield School District",="Fairfield Ludlowe High School",="Black or African American",1,0.7
,="Fairfield Warde High School",="Black or African American",2,1.4
,="McKinley School",="Black or African American",2,3.8
,="Osborn Hill School",="Black or African American",1,2.0
,="Riverfield School",="Black or African American",1,2.2
="Farmington School District",="East Farms School",="Black or African American",1,2.6
,="Farmington High School",="Black or African American",1,0.7
,="Irving A. Robbins Middle School",="Black or African American",2,3.0
,="Noah Wallace School",="Black or African American",1,3.3
,="Union School",="Black or African American",1,3.4
="Glastonbury School District",="Eastbury School",="Black or African American",1,3.0
,="Gideon Welles School",="Black or African American",1,1.9
,="Glastonbury High School",="Black or African American",1,0.5
,="Hebron Avenue School",="Black or African American",1,2.3
,="Naubuc School",="Black or African American",1,2.2
="Granby School District",="Granby Memorial High School",="Black or African American",1,1.4
="Greenwich School District",="Central Middle School",="Black or African American",1,1.4
,="Eastern Middle School",="Black or African American",3,4.3
,="Glenville School",="Black or African American",1,2.6
,="Greenwich High School",="Black or African American",10,3.7
,="Hamilton Avenue School",="Black or African American",4,8.5
,="Julian Curtiss School",="Black or African American",1,2.1
,="North Mianus School",="Black or African American",2,4.7
,="North Street School",="Black or African American",1,2.2
,="Parkway School",="Black or African American",2,4.8
,="Riverside School",="Black or African American",2,4.7
,="Western Middle School",="Black or African American",5,8.5
="Groton School District",="Carl C. Cutler Middle School",="Black or African American",2,4.3
,="Claude Chester School",="Black or African American",1,2.7
,="Eastern Point School",="Black or African American",3,6.8
,="Fitch Middle School",="Black or African American",2,3.6
,="Mary Morrisson School",="Black or African American",1,2.9
,="Robert E. Fitch High School",="Black or African American",1,0.8
,="S. B. Butler School",="Black or African American",1,3.0
,="West Side Middle School",="Black or African American",2,5.0
="Guilford School District",="A. Baldwin Middle School",="Black or African American",1,1.7
,="A. W. Cox School",="Black or African American",1,3.0
="Hamden School District",="Bear Path School",="Black or African American",1,2.4
,="Church Street School",="Black or African American",3,8.3
,="Dunbar Hill School",="Black or African American",1,3.2
,="Hamden High School",="Black or African American",7,4.0
,="Hamden Middle School",="Black or African American",8,8.0
,="Helen Street School",="Black or African American",3,9.1
,="Ridge Hill School",="Black or African American",3,9.7
,="Shepherd Glen School",="Black or African American",1,3.6
,="Spring Glen School",="Black or African American",2,6.5
="Hartford School District",="Asian Studies Academy at Bellizzi School",="Black or African American",2,4.9
,="Barnard-Brown School",="Black or African American",2,4.7
,="Batchelder School",="Black or African American",6,12.0
,="Breakthrough Magnet School",="Black or African American",2,7.4
,="Bulkeley High School Lower School",="Black or African American",11,8.0
,="Burns Latino Studies Academy",="Black or African American",4,7.3
,="Burr School",="Black or African American",3,5.9
,="Capital Preparatory Magnet School",="Black or African American",7,33.3
,="Clark School",="Black or African American",12,29.3
,="Classical Magnet School",="Black or African American",5,8.9
,="Dr. Joseph Bellizzi Middle School",="Black or African American",8,13.8
,="Environmental Sciences Magnet at Hooker School",="Black or African American",2,5.1
,="Expeditionary Learning Academy at Moylan School",="Black or African American",3,5.0
,="Fox Middle School",="Black or African American",27,50.9
,="Hartford Magnet Trinity College Academy",="Black or African American",5,7.7
,="Hartford Public High School",="Black or African American",13,10.2
,="Hartford Transitional Learning Academy (Elementary)",="Black or African American",2,10.0
,="Hartford Transitional Learning Academy (Secondary)",="Black or African American",4,21.1
,="Kennelly School",="Black or African American",6,9.8
,="Kinsella Magnet School of Performing Arts",="Black or African American",4,8.0
,="M. D. Fox School",="Black or African American",3,4.0
,="M. L. King, Jr. School",="Black or African American",23,38.3
,="McDonough Middle School",="Black or African American",2,4.3
,="Milner School",="Black or African American",7,15.6
,="Naylor/CCSU Leadership Academy",="Black or African American",6,12.0
,="Parkville Community School",="Black or African American",3,6.4
,="Pathways Academy of Technology and Design",="Black or African American",4,12.5
,="Quirk Middle School",="Black or African American",11,15.3
,="Rawson School",="Black or African American",14,31.8
,="SAND School",="Black or African American",8,24.2
,="STEM Magnet at Fisher School",="Black or African American",19,33.3
,="Sanchez School",="Black or African American",1,1.9
,="Simpson-Waverly School",="Black or African American",17,37.0
,="Twain School",="Black or African American",15,53.6
,="University High School of Science and Engineering",="Black or African American",3,9.7
,="Weaver High School",="Black or African American",46,39.7
,="Webster Micro Society Magnet School",="Black or African American",8,13.6
,="West Middle School",="Black or African American",3,4.8
,="Wish Museum School",="Black or African American",8,17.8
="Hebron School District",="Hebron Elementary School",="Black or African American",1,1.9
="Jumoke Academy District",="Jumoke Academy",="Black or African American",4,19.0
="Learn",="Learn Special Education",="Black or African American",1,3.4
,="Regional Multicultural Magnet School",="Black or African American",1,2.4
="Ledyard School District",="Ledyard High School",="Black or African American",1,1.0
,="Ledyard Middle School",="Black or African American",1,2.3
="Madison School District",="Walter C. Polson Upper Middle School",="Black or African American",1,1.5
="Manchester School District",="Bowers School",="Black or African American",1,2.4
,="Buckley School",="Black or African American",1,2.3
,="Illing Middle School",="Black or African American",6,6.1
,="Manchester High School",="Black or African American",10,5.2
,="Manchester Regional Academy",="Black or African American",2,8.0
,="Nathan Hale School",="Black or African American",1,3.0
,="Robertson School",="Black or African American",1,2.5
,="Waddell School",="Black or African American",3,7.9
,="Washington School",="Black or African American",3,7.5
="Mansfield School District",="Mansfield Middle School",="Black or African American",2,2.9
="Meriden School District",="Benjamin Franklin School",="Black or African American",2,4.1
,="Casimir Pulaski School",="Black or African American",1,1.8
,="Francis T. Maloney High School",="Black or African American",1,0.8
,="Israel Putnam School",="Black or African American",1,2.0
,="John Barry School",="Black or African American",2,3.8
,="Lincoln Middle School",="Black or African American",1,1.3
,="Orville H. Platt High School",="Black or African American",2,1.8
,="Roger Sherman School",="Black or African American",1,2.3
,="Washington Middle School",="Black or African American",2,2.0
="Middletown School District",="Bielefield School",="Black or African American",1,3.1
,="Keigwin Middle School",="Black or African American",1,2.3
,="Lawrence School",="Black or African American",3,8.6
,="Middletown High School",="Black or African American",2,1.8
,="Moody School",="Black or African American",1,2.9
,="Snow School",="Black or African American",1,2.4
,="Spencer School",="Black or African American",1,2.9
,="Wesley School",="Black or African American",1,3.1
,="Woodrow Wilson Middle School",="Black or African American",6,8.8
="Milford School District",="Harborside Middle School",="Black or African American",1,1.6
,="Jonathan Law High School",="Black or African American",1,1.0
,="Joseph A. Foran High School",="Black or African American",2,2.0
,="Orange Avenue School",="Black or African American",1,2.2
="Montville School District",="Dr. Charles E. Murphy School",="Black or African American",1,2.4
,="Mohegan School",="Black or African American",1,2.4
="Naugatuck School District",="Naugatuck High School",="Black or African American",2,1.6
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="Black or African American",5,17.9
="New Britain School District",="Chamberlain Elementary School",="Black or African American",1,1.9
,="Jefferson School",="Black or African American",2,5.9
,="Lincoln School",="Black or African American",1,2.2
,="New Britain High School",="Black or African American",16,7.0
,="Northend School",="Black or African American",2,8.0
,="Pulaski Middle School",="Black or African American",6,7.7
,="Roosevelt Middle School",="Black or African American",8,14.5
,="Slade Middle School",="Black or African American",3,4.5
,="Smalley Academy",="Black or African American",2,4.1
,="Smith School",="Black or African American",2,3.9
,="Vance School",="Black or African American",1,2.5
="New Canaan School District",="New Canaan High School",="Black or African American",1,0.8
,="Saxe Middle School",="Black or African American",2,1.5
="New Haven School District",="Nathan Hale School",="Black or African American",2,4.5
,="Augusta Lewis Troup School",="Black or African American",12,23.5
,="Barnard Environmental Magnet School",="Black or African American",6,15.0
,="Beecher School",="Black or African American",13,36.1
,="Benjamin Jepson Magnet School",="Black or African American",2,4.4
,="Betsy Ross Arts Magnet School",="Black or African American",14,25.9
,="Bishop Woods Architecture and Design Magnet School",="Black or African American",2,7.1
,="Celentano BioTech, Health and Medical Magnet School",="Black or African American",9,18.8
,="Clarence Rogers School",="Black or African American",4,23.5
,="Clinton Avenue School",="Black or African American",3,6.5
,="Columbus Family Academy",="Black or African American",1,3.3
,="Conte/West Hills Magnet School",="Black or African American",6,12.0
,="Cooperative High School",="Black or African American",8,16.7
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Black or African American",5,22.7
,="Davis 21st Century Magnet Elementary School",="Black or African American",7,19.4
,="East Rock Community Magnet School",="Black or African American",13,17.3
,="Edgewood School",="Black or African American",5,12.5
,="Fair Haven School",="Black or African American",6,8.5
,="Headstart",="Black or African American",1,33.3
,="Helene Grant HeadStart",="Black or African American",1,25.0
,="High School In The Community",="Black or African American",4,12.1
,="Hill Central Music Academy",="Black or African American",5,8.9
,="Hill Regional Career High School",="Black or African American",14,19.4
,="James Hillhouse High School",="Black or African American",39,33.6
,="John C. Daniels",="Black or African American",3,6.7
,="John S. Martinez Sea and Sky STEM School",="Black or African American",3,6.5
,="Katherine Brennan School",="Black or African American",14,43.8
,="King/Robinson Magnet School",="Black or African American",18,35.3
,="Lincoln-Bassett School",="Black or African American",16,38.1
,="Metropolitan Business Academy",="Black or African American",5,20.0
,="New Haven Academy",="Black or African American",2,9.1
,="Polly T. McCabe Center",="Black or African American",4,40.0
,="Prince School",="Black or African American",1,100.0
,="Riverside Education Academy",="Black or African American",10,38.5
,="Roberto Clemente Leadership Academy for Global Awareness",="Black or African American",14,26.9
,="Ross/Woodward School",="Black or African American",7,13.2
,="Sheridan Communications and Technology Magnet School",="Black or African American",5,14.3
,="Sound School",="Black or African American",1,2.0
,="Timothy Dwight School",="Black or African American",10,30.3
,="Truman School",="Black or African American",3,6.4
,="Urban Youth Center Middle School",="Black or African American",9,52.9
,="Vincent E. Mauro Elementary Math, Science and Technology Magnet School",="Black or African American",7,17.5
,="West Rock Authors Academy",="Black or African American",6,27.3
,="Wexler/Grant Community School",="Black or African American",12,36.4
,="Wilbur Cross High School",="Black or African American",21,12.6
,="Worthington Hooker School",="Black or African American",1,2.6
="New London School District",="Bennie Dover Jackson Middle School",="Black or African American",11,15.5
,="Jennings School",="Black or African American",1,2.9
,="Nathan Hale Arts Magnet School",="Black or African American",3,8.8
,="New London High School",="Black or African American",4,4.9
,="Winthrop STEM Elementary Magnet School",="Black or African American",4,12.1
="Newington School District",="Anna Reynolds School",="Black or African American",1,2.4
,="Elizabeth Green School",="Black or African American",1,3.1
,="John Paterson School",="Black or African American",1,2.2
,="Martin Kellogg Middle School",="Black or African American",2,2.8
="Newtown School District",="Reed Intermediate School",="Black or African American",1,1.4
,="Sandy Hook Elementary School",="Black or African American",1,1.9
="North Haven School District",="North Haven High School",="Black or African American",2,1.7
="Norwalk School District",="Brien McMahon High School",="Black or African American",8,5.9
,="Brookside Elementary School",="Black or African American",5,13.5
,="Columbus Magnet School",="Black or African American",2,6.5
,="Cranbury Elementary School",="Black or African American",1,2.4
,="Fox Run Elementary School",="Black or African American",3,7.9
,="Jefferson Magnet School",="Black or African American",1,2.5
,="Kendall Elementary School",="Black or African American",2,4.5
,="Marvin Elementary School",="Black or African American",2,4.9
,="Naramake Elementary School",="Black or African American",3,9.1
,="Nathan Hale Middle School",="Black or African American",7,11.5
,="Norwalk High School",="Black or African American",8,5.7
,="Norwalk Pathways Academy at Briggs",="Black or African American",4,25.0
,="Ponus Ridge Middle School",="Black or African American",8,11.6
,="Roton Middle School",="Black or African American",5,8.6
,="Rowayton School",="Black or African American",1,2.6
,="Tracey School",="Black or African American",3,7.7
,="West Rocks Middle School",="Black or African American",8,10.8
,="Wolfpit School",="Black or African American",5,13.2
="Norwich Free Academy District",="Norwich Free Academy",="Black or African American",8,4.2
="Norwich School District",="Bishop School Early Learning Center",="Black or African American",1,5.3
,="Greeneville School",="Black or African American",1,3.7
,="Thames River Academy",="Black or African American",1,12.5
,="Thomas W. Mahan School",="Black or African American",1,3.8
,="Uncas Network School",="Black or African American",1,4.8
,="Veterans' Memorial School",="Black or African American",1,3.7
="Park City Prep Charter School District",="Park City Prep Charter School",="Black or African American",3,25.0
="Plainville School District",="Frank T. Wheeler School",="Black or African American",1,2.8
="Preston School District",="Preston Veterans' Memorial School",="Black or African American",1,3.1
="Putnam School District",="Putnam Middle School",="Black or African American",1,3.2
="Redding School District",="John Read Middle School",="Black or African American",1,1.6
="Regional School District 05",="Amity Regional High School",="Black or African American",1,0.6
="Regional School District 07",="Northwestern Regional Middle School",="Black or African American",1,1.9
="Regional School District 08",="RHAM Middle School",="Black or African American",1,1.5
="Regional School District 10",="Harwinton Consolidated School",="Black or African American",1,1.8
,="Lewis S. Mills High School",="Black or African American",1,1.3
="Regional School District 15",="Memorial Middle School",="Black or African American",1,2.0
,="Pomperaug Regional High School",="Black or African American",1,0.8
,="Rochambeau Middle School",="Black or African American",2,3.7
="Regional School District 17",="Haddam Elementary School",="Black or African American",1,3.4
="Ridgefield School District",="Ridgefield High School",="Black or African American",1,0.6
="Simsbury School District",="Henry James Memorial School",="Black or African American",1,1.2
,="Squadron Line School",="Black or African American",1,1.3
="Somers School District",="Somers Elementary School",="Black or African American",1,1.5
="South Windsor School District",="Philip R. Smith School",="Black or African American",2,5.9
,="Pleasant Valley School",="Black or African American",1,2.7
,="South Windsor High School",="Black or African American",2,1.4
="Southington School District",="John F. Kennedy Middle School",="Black or African American",1,1.3
,="Plantsville Elementary School",="Black or African American",1,4.2
,="Southington High School",="Black or African American",2,1.0
="Stamford Academy District",="Stamford Academy",="Black or African American",1,8.3
="Stamford School District",="CLC William Pitt",="Black or African American",1,7.7
,="Cloonan School",="Black or African American",4,6.0
,="Davenport Ridge School",="Black or African American",2,3.6
,="Dolan School",="Black or African American",2,3.4
,="Hart School",="Black or African American",6,12.2
,="Julia A. Stark School",="Black or African American",3,5.0
,="K. T. Murphy School",="Black or African American",2,3.8
,="Newfield School",="Black or African American",4,7.7
,="Northeast School",="Black or African American",3,4.4
,="Rippowam Middle School",="Black or African American",5,5.8
,="Rogers International School",="Black or African American",5,8.1
,="Roxbury School",="Black or African American",4,6.1
,="Scofield Middle School",="Black or African American",4,6.5
,="Springdale School",="Black or African American",4,7.1
,="Stamford High School",="Black or African American",17,10.1
,="Stillmeadow School",="Black or African American",4,6.6
,="The Academy of Information Technology",="Black or African American",6,11.8
,="Toquam Magnet School",="Black or African American",3,6.1
,="Turn of River School",="Black or African American",1,1.5
,="Westhill High School",="Black or African American",14,7.7
,="Westover School",="Black or African American",2,3.1
="State of Connecticut",="",="Black or African American",.,3.6
="Stonington School District",="Mystic Middle School",="Black or African American",1,2.3
,="Stonington High School",="Black or African American",1,1.4
="Stratford School District",="Bunnell High School",="Black or African American",1,1.0
,="Franklin School",="Black or African American",1,2.9
,="Lordship School",="Black or African American",1,4.3
,="Second Hill Lane School",="Black or African American",2,3.1
,="Stratford Academy - Johnson House",="Black or African American",5,7.7
,="Stratford High School",="Black or African American",2,2.3
,="Wilcoxson School",="Black or African American",2,6.5
="Suffield School District",="Suffield Middle School",="Black or African American",1,1.5
="The Bridge Academy District",="The Bridge Academy",="Black or African American",1,4.5
="Thompson School District",="Mary R. Fisher Elementary School",="Black or African American",1,2.2
="Tolland School District",="Tolland High School",="Black or African American",1,1.4
,="Tolland Intermediate School",="Black or African American",1,2.3
="Torrington School District",="Forbes School",="Black or African American",1,2.7
,="Torrington High School",="Black or African American",1,0.9
,="Vogel-Wetmore School",="Black or African American",1,2.1
="Trumbull School District",="Madison Middle School",="Black or African American",1,1.3
,="Trumbull High School",="Black or African American",1,0.5
="Unified School District #1",="Cheshire Correctional Institution",="Black or African American",2,15.4
,="Corrigan/Radgowski Correctional Institution",="Black or African American",1,6.7
,="Gates Correctional Institution",="Black or African American",1,9.1
,="Manson Youth Institution",="Black or African American",4,8.0
,="Osborn Correctional Institution",="Black or African American",1,7.1
,="Willard/Cybulski Correctional Institution",="Black or African American",1,11.1
,="York Correctional Institution",="Black or African American",3,13.6
="Unified School District #2",="Children's Place School",="Black or African American",3,18.8
,="Riverview School",="Black or African American",1,3.6
,="Walter G. Cady School",="Black or African American",3,6.1
="Vernon School District",="Vernon Center Middle School",="Black or African American",3,3.3
="Wallingford School District",="Evarts C. Stevens School",="Black or African American",1,2.4
,="Highland School",="Black or African American",1,2.7
,="Lyman Hall High School",="Black or African American",3,2.7
,="Rock Hill School",="Black or African American",1,2.6
,="Yalesville School",="Black or African American",1,1.8
="Waterbury School District",="West Side Middle School",="Black or African American",3,3.2
,="Washington School",="Black or African American",3,12.0
,="Barnard School",="Black or African American",2,8.0
,="Bucks Hill School",="Black or African American",1,1.9
,="Bunker Hill School",="Black or African American",1,2.3
,="Crosby High School",="Black or African American",4,3.5
,="Driggs School",="Black or African American",2,4.2
,="Enlightenment School",="Black or African American",1,4.5
,="F. J. Kingsbury School",="Black or African American",2,5.9
,="Hopeville School",="Black or African American",1,2.2
,="John F. Kennedy High School",="Black or African American",7,6.3
,="Maloney Interdistrict Magnet School",="Black or African American",1,1.9
,="Margaret M. Generali Elementary School",="Black or African American",2,4.1
,="Michael F. Wallace Middle School",="Black or African American",5,5.2
,="North End Middle School",="Black or African American",1,0.9
,="Regan School",="Black or African American",1,4.2
,="Rotella Interdistrict Magnet School",="Black or African American",1,1.9
,="Walsh School",="Black or African American",5,12.2
,="Waterbury Arts Magnet School (High)",="Black or African American",3,4.5
,="Waterbury Arts Magnet School (Middle)",="Black or African American",3,5.1
,="Wendell L. Cross School",="Black or African American",2,7.1
,="Wilby High School",="Black or African American",5,4.5
,="Woodrow Wilson School",="Black or African American",1,3.2
="Waterford School District",="Great Neck Elementary School",="Black or African American",2,6.1
="West Hartford School District",="Smith School",="Black or African American",2,4.9
,="Aiken School",="Black or African American",1,2.4
,="Charter Oak International Academy",="Black or African American",2,5.0
,="Conard High School",="Black or African American",3,2.2
,="Duffy School",="Black or African American",3,5.9
,="Hall High School",="Black or African American",3,2.2
,="Norfeldt School",="Black or African American",1,2.1
,="Sedgwick Middle School",="Black or African American",7,6.8
,="Webster Hill School",="Black or African American",1,2.4
,="Whiting Lane School",="Black or African American",1,1.7
="West Haven School District",="Washington School",="Black or African American",1,2.9
,="Anna V. Molloy School",="Black or African American",3,11.5
,="Carrigan 5/6 Intermediate School",="Black or African American",6,7.1
,="Clarence E. Thompson School",="Black or African American",1,2.9
,="Edith E. Mackrille School",="Black or African American",1,3.0
,="Forest School",="Black or African American",1,2.5
,="Harry M. Bailey Middle School",="Black or African American",1,1.4
,="West Haven High School",="Black or African American",6,4.0
="Weston School District",="Weston Middle School",="Black or African American",2,2.9
="Westport School District",="Bedford Middle School",="Black or African American",1,1.0
,="Long Lots School",="Black or African American",1,1.4
,="Saugatuck Elementary School",="Black or African American",1,1.5
,="Staples High School",="Black or African American",1,0.5
="Wethersfield School District",="Emerson-Williams School",="Black or African American",1,2.3
,="Samuel B. Webb Elementary School",="Black or African American",1,2.4
,="Silas Deane Middle School",="Black or African American",2,3.4
,="Wethersfield High School",="Black or African American",3,2.8
="Wilton School District",="Middlebrook School",="Black or African American",2,2.1
="Windham School District",="Natchaug School",="Black or African American",1,2.8
,="Windham High School",="Black or African American",1,1.1
="Windsor Locks School District",="Windsor Locks High School",="Black or African American",1,1.7
,="Windsor Locks Middle School",="Black or African American",2,3.8
="Windsor School District",="Clover Street School",="Black or African American",3,7.9
,="John F. Kennedy School",="Black or African American",3,6.5
,="Oliver Ellsworth School",="Black or African American",5,10.2
,="Poquonock Elementary School",="Black or African American",4,10.5
,="Sage Park Middle School",="Black or African American",4,3.5
,="Windsor High School",="Black or African American",8,5.8
="Wolcott School District",="Tyrrell Middle School",="Black or African American",1,1.6

