"Educator Race/Ethnicity Report for 2010-11"

"District","School","Race","Count","% of Total"
,="Journalism and Media Academy Magnet School",="Black or African American",2,8.7
,="Kennelly School",="Black or African American",5,8.8
,="Kinsella Magnet School of Performing Arts",="Black or African American",1,1.6
,="M. D. Fox School",="Black or African American",4,6.2
,="M. L. King, Jr. School",="Black or African American",16,37.2
,="McDonough Middle School",="Black or African American",3,8.3
,="Milner School",="Black or African American",8,23.5
,="Montessori Magnet at Fisher School",="Black or African American",3,17.6
,="Naylor/CCSU Leadership Academy",="Black or African American",4,7.8
,="OPPortunity High School",="Black or African American",3,17.6
,="Parkville Community School",="Black or African American",2,4.5
,="Pathways Academy of Technology and Design",="Black or African American",3,8.3
,="Rawson School",="Black or African American",12,30.0
,="SAND School",="Black or African American",11,29.7
,="STEM Magnet at Fisher School",="Black or African American",9,26.5
,="Sanchez School",="Black or African American",2,5.0
,="Sarah J Rawson Middle Grades Academy",="Black or African American",10,52.6
,="Simpson-Waverly School",="Black or African American",16,39.0
,="Sports and Medical Sciences Academy",="Black or African American",2,3.4
,="University High School of Science and Engineering",="Black or African American",4,12.5
,="Weaver High School",="Black or African American",8,44.4
,="Webster Micro Society Magnet School",="Black or African American",5,9.1
,="West Middle School",="Black or African American",3,5.4
,="Wish Museum School",="Black or African American",8,18.6
="Hebron School District",="Hebron Elementary School",="Black or African American",1,1.9
="Highville Charter School District",="Highville Charter School",="Black or African American",2,9.1
="Interdistrict School for Arts and Comm District",="Interdistrict School For Arts And Communication",="Black or African American",1,4.3
="Jumoke Academy District",="Jumoke Academy",="Black or African American",12,38.7
="Learn",="Learn Special Education",="Black or African American",1,3.7
,="Regional Multicultural Magnet School",="Black or African American",1,2.3
="Ledyard School District",="Ledyard Middle School",="Black or African American",1,2.6
="Madison School District",="Walter C. Polson Upper Middle School",="Black or African American",1,1.5
="Manchester School District",="Bowers School",="Black or African American",1,2.8
,="Buckley School",="Black or African American",1,2.9
,="Elisabeth M. Bennet Academy",="Black or African American",1,2.1
,="Illing Middle School",="Black or African American",7,8.2
,="Keeney School",="Black or African American",1,2.9
,="Manchester High School",="Black or African American",9,4.7
,="Manchester Regional Academy",="Black or African American",1,4.5
,="Robertson School",="Black or African American",2,5.6
,="Waddell School",="Black or African American",2,5.7
,="Washington School",="Black or African American",2,6.5
="Mansfield School District",="Mansfield Middle School",="Black or African American",2,3.0
="Meriden School District",="Benjamin Franklin School",="Black or African American",1,2.1
,="Casimir Pulaski School",="Black or African American",2,3.6
,="Francis T. Maloney High School",="Black or African American",2,1.7
,="Israel Putnam School",="Black or African American",1,2.2
,="John Barry School",="Black or African American",1,2.1
,="Orville H. Platt High School",="Black or African American",3,2.8
,="Washington Middle School",="Black or African American",2,2.1
="Middletown School District",="Bielefield School",="Black or African American",1,2.8
,="Lawrence School",="Black or African American",2,6.3
,="MacDonough School",="Black or African American",1,3.6
,="Middletown High School",="Black or African American",3,2.5
,="Snow School",="Black or African American",1,2.6
,="Spencer School",="Black or African American",1,2.9
,="Woodrow Wilson Middle School",="Black or African American",5,7.4
="Milford School District",="Harborside Middle School",="Black or African American",1,1.7
,="Jonathan Law High School",="Black or African American",1,1.0
,="Joseph A. Foran High School",="Black or African American",1,1.0
,="West Shore Middle School",="Black or African American",1,1.6
="Montville School District",="Dr. Charles E. Murphy School",="Black or African American",2,5.4
="Naugatuck School District",="Salem School",="Black or African American",1,4.3
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="Black or African American",5,16.7
="New Britain School District",="Chamberlain Elementary School",="Black or African American",1,2.3
,="Frank J. DiLoreto School",="Black or African American",1,1.6
,="Gaffney School",="Black or African American",2,4.4
,="Holmes School",="Black or African American",1,2.6
,="Jefferson School",="Black or African American",1,3.0
,="New Britain High School",="Black or African American",15,7.1
,="Northend School",="Black or African American",3,12.0
,="Pulaski Middle School",="Black or African American",3,4.7
,="Roosevelt Middle School",="Black or African American",7,15.2
,="Slade Middle School",="Black or African American",2,3.7
,="Smalley Academy",="Black or African American",3,5.6
,="Smith School",="Black or African American",3,5.7
,="Vance School",="Black or African American",1,2.6
="New Haven School District",="Augusta Lewis Troup School",="Black or African American",8,15.4
,="Barnard Environmental Magnet School",="Black or African American",7,13.5
,="Beecher School",="Black or African American",12,26.7
,="Benjamin Jepson Magnet School",="Black or African American",3,6.4
,="Betsy Ross Arts Magnet School",="Black or African American",17,32.7
,="Bishop Woods Architecture and Design Magnet School",="Black or African American",1,2.8
,="Brennan Rogers School",="Black or African American",13,22.8
,="Celentano BioTech, Health and Medical Magnet School",="Black or African American",13,30.2
,="Clinton Avenue School",="Black or African American",3,6.4
,="Columbus Family Academy",="Black or African American",2,5.1
,="Conte/West Hills Magnet School",="Black or African American",8,13.8
,="Cooperative High School",="Black or African American",11,17.2
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Black or African American",5,25.0
,="Davis 21st Century Magnet Elementary School",="Black or African American",9,23.1
,="Domus Academy",="Black or African American",2,15.4
,="Early Learning Center",="Black or African American",1,20.0
,="East Rock Community Magnet School",="Black or African American",6,10.9
,="Edgewood School",="Black or African American",4,11.1
,="Engineering - Science University Magnet School",="Black or African American",9,33.3
,="Fair Haven School",="Black or African American",6,8.1
,="Headstart",="Black or African American",2,15.4
,="Helene Grant HeadStart",="Black or African American",1,7.1
,="High School In The Community",="Black or African American",5,13.9
,="Hill Central Music Academy",="Black or African American",7,13.5
,="Hill Regional Career High School",="Black or African American",9,13.2
,="James Hillhouse High School",="Black or African American",41,37.6
,="John C. Daniels",="Black or African American",3,5.8
,="John S. Martinez Sea and Sky STEM School",="Black or African American",4,7.8
,="King/Robinson Magnet School",="Black or African American",18,33.3
,="Lincoln-Bassett School",="Black or African American",13,35.1
,="Mauro-Sheridan Magnet School",="Black or African American",6,10.2
,="Metropolitan Business Academy",="Black or African American",4,10.5
,="Nathan Hale School",="Black or African American",2,4.7
,="New Haven Academy",="Black or African American",2,7.1
,="Polly T. McCabe Center",="Black or African American",3,30.0
,="Riverside Education Academy",="Black or African American",6,26.1
,="Roberto Clemente Leadership Academy for Global Awareness",="Black or African American",17,34.7
,="Ross/Woodward School",="Black or African American",12,23.1
,="Sound School",="Black or African American",1,2.0
,="Strong 21st Century Communications Magnet and SCSU Lab School",="Black or African American",8,32.0
,="Truman School",="Black or African American",3,6.1
,="West Rock Authors Academy",="Black or African American",2,7.4
,="Wexler/Grant Community School",="Black or African American",19,44.2
,="Wilbur Cross High School",="Black or African American",18,11.3
,="Worthington Hooker School",="Black or African American",1,2.6
="New London School District",="Jennings School",="Black or African American",2,5.4
,="Bennie Dover Jackson Middle School",="Black or African American",10,15.4
,="Harbor School",="Black or African American",1,3.6
,="Nathan Hale Arts Magnet School",="Black or African American",1,3.7
,="New London High School",="Black or African American",2,2.2
,="Shoreline Academy",="Black or African American",1,14.3
,="Winthrop STEM Elementary Magnet School",="Black or African American",4,14.3
="New Milford School District",="New Milford High School",="Black or African American",1,0.8
="Newington School District",="Anna Reynolds School",="Black or African American",1,2.3
,="Elizabeth Green School",="Black or African American",1,2.9
,="John Paterson School",="Black or African American",1,2.0
,="Martin Kellogg Middle School",="Black or African American",2,3.1
,="Newington High School",="Black or African American",1,0.8
="Newtown School District",="Reed Intermediate School",="Black or African American",1,1.5
="North Haven School District",="North Haven High School",="Black or African American",3,2.8
="Norwalk School District",="Brien McMahon High School",="Black or African American",10,7.0
,="Brookside Elementary School",="Black or African American",4,9.5
,="Columbus Magnet School",="Black or African American",2,6.9
,="Fox Run Elementary School",="Black or African American",3,7.7
,="Jefferson Magnet School",="Black or African American",1,2.2
,="Marvin Elementary School",="Black or African American",2,5.4
,="Naramake Elementary School",="Black or African American",3,9.1
,="Nathan Hale Middle School",="Black or African American",10,15.6
,="Norwalk High School",="Black or African American",7,5.3
,="Norwalk Pathways Academy at Briggs",="Black or African American",2,11.1
,="Ponus Ridge Middle School",="Black or African American",9,12.9
,="Roton Middle School",="Black or African American",5,9.3
,="Rowayton School",="Black or African American",2,4.9
,="Tracey School",="Black or African American",4,11.4
,="West Rocks Middle School",="Black or African American",3,4.5
,="Wolfpit School",="Black or African American",3,9.4
="Norwich Free Academy District",="Norwich Free Academy",="Black or African American",9,4.8
="Norwich School District",="Deborah-Tennant Zinewicz School",="Black or African American",1,12.5
,="John B. Stanton Network School",="Black or African American",1,3.1
,="Kelly Middle School",="Black or African American",2,3.6
,="Thames River Academy",="Black or African American",1,11.1
,="Uncas Network School",="Black or African American",2,8.3
,="Veterans' Memorial School",="Black or African American",1,3.1
="Oxford School District",="Great Oak School",="Black or African American",1,2.3
,="Oxford High School",="Black or African American",1,1.8
="Park City Prep Charter School District",="Park City Prep Charter School",="Black or African American",1,5.3
="Plainville School District",="Frank T. Wheeler School",="Black or African American",1,2.9
="Preston School District",="Preston Veterans' Memorial School",="Black or African American",1,3.1
="Redding School District",="John Read Middle School",="Black or African American",1,1.4
="Regional School District 05",="Amity Regional High School",="Black or African American",1,0.7
="Regional School District 07",="Northwestern Regional Middle School",="Black or African American",1,2.0
="Regional School District 08",="RHAM Middle School",="Black or African American",1,1.5
="Regional School District 10",="Harwinton Consolidated School",="Black or African American",1,1.9
,="Lewis S. Mills High School",="Black or African American",1,1.2
="Regional School District 15",="Pomperaug Regional High School",="Black or African American",1,0.8
,="Rochambeau Middle School",="Black or African American",1,1.8
="Regional School District 17",="Haddam Elementary School",="Black or African American",1,3.1
="Regional School District 18",="Lyme-Old Lyme Middle School",="Black or African American",1,2.5
="Ridgefield School District",="Ridgefield High School",="Black or African American",1,0.6
="Simsbury School District",="Simsbury High School",="Black or African American",1,0.7
,="Squadron Line School",="Black or African American",1,1.4
="Somers School District",="Somers Elementary School",="Black or African American",1,1.7
="South Windsor School District",="Philip R. Smith School",="Black or African American",1,3.1
,="Pleasant Valley School",="Black or African American",1,2.9
,="South Windsor High School",="Black or African American",1,0.8
="Southington School District",="Plantsville Elementary School",="Black or African American",1,3.4
,="Southington High School",="Black or African American",2,1.0
="Stamford Academy District",="Stamford Academy",="Black or African American",1,7.7
="Stamford School District",="Cloonan School",="Black or African American",6,9.5
,="Davenport Ridge School",="Black or African American",2,3.7
,="Dolan School",="Black or African American",6,9.2
,="Hart School",="Black or African American",4,8.2
,="Julia A. Stark School",="Black or African American",3,5.5
,="K. T. Murphy School",="Black or African American",2,3.7
,="Newfield School",="Black or African American",6,11.3
,="Northeast School",="Black or African American",3,4.7
,="Preschool Team",="Black or African American",1,7.1
,="Rippowam Middle School",="Black or African American",3,4.0
,="Rogers International School",="Black or African American",4,6.3
,="Roxbury School",="Black or African American",4,6.7
,="Scofield Middle School",="Black or African American",1,1.5
,="Springdale School",="Black or African American",4,7.8
,="Stamford High School",="Black or African American",12,8.1
,="Stillmeadow School",="Black or African American",2,3.4
,="The Academy of Information Technology",="Black or African American",8,11.9
,="Toquam Magnet School",="Black or African American",5,9.4
,="Turn of River School",="Black or African American",1,1.5
,="Westhill High School",="Black or African American",14,7.8
,="Westover School",="Black or African American",1,1.5
="State of Connecticut",="",="Black or African American",.,3.5
="Stonington School District",="Mystic Middle School",="Black or African American",1,2.3
,="Stonington High School",="Black or African American",1,1.2
="Stratford School District",="Bunnell High School",="Black or African American",1,1.0
,="Eli Whitney School",="Black or African American",1,2.2
,="Franklin School",="Black or African American",1,3.1
,="Harry B. Flood Middle School",="Black or African American",1,2.0
,="Second Hill Lane School",="Black or African American",3,5.1
,="Stratford Academy - Johnson House",="Black or African American",5,10.4
,="Stratford High School",="Black or African American",2,2.4
,="Wilcoxson School",="Black or African American",1,2.9
="Suffield School District",="Suffield Middle School",="Black or African American",1,1.6
="The Bridge Academy District",="The Bridge Academy",="Black or African American",2,9.5
="Thomaston School District",="Thomaston High School",="Black or African American",1,1.9
="Thompson School District",="Mary R. Fisher Elementary School",="Black or African American",1,2.4
="Tolland School District",="Tolland Intermediate School",="Black or African American",1,1.7
="Torrington School District",="Forbes School",="Black or African American",1,2.4
,="Vogel-Wetmore School",="Black or African American",2,4.0
="Trailblazers Academy District",="Trailblazers Academy",="Black or African American",1,4.8
="Trumbull School District",="Trumbull High School",="Black or African American",1,0.5
="Unified School District #1",="Bridgeport Correctional Center",="Black or African American",2,50.0
,="Cheshire Correctional Institution",="Black or African American",1,7.7
,="Corrigan/Radgowski Correctional Institution",="Black or African American",1,7.1
,="Gates Correctional Institution",="Black or African American",1,10.0
,="Hartford Correctional Center",="Black or African American",1,20.0
,="Manson Youth Institution",="Black or African American",4,8.7
,="New Haven Correctional Center",="Black or African American",1,25.0
,="Willard/Cybulski Correctional Institution",="Black or African American",1,12.5
,="York Correctional Institution",="Black or African American",3,12.5
="Unified School District #2",="Children's Place School",="Black or African American",2,16.7
,="Riverview School",="Black or African American",1,3.6
,="Walter G. Cady School",="Black or African American",3,6.5
="Vernon School District",="Maple Street School",="Black or African American",1,3.2
,="Rockville High School",="Black or African American",1,0.9
,="Vernon Center Middle School",="Black or African American",3,3.4
="Wallingford School District",="Cook Hill School",="Black or African American",1,2.3
,="Evarts C. Stevens School",="Black or African American",1,2.6
,="Highland School",="Black or African American",1,2.9
,="James H. Moran Middle School",="Black or African American",1,1.4
,="Lyman Hall High School",="Black or African American",2,1.8
,="Yalesville School",="Black or African American",1,2.4
="Waterbury School District",="West Side Middle School",="Black or African American",3,2.9
,="Washington School",="Black or African American",2,7.1
,="Barnard School",="Black or African American",2,6.9
,="Bucks Hill School",="Black or African American",1,1.9
,="Bunker Hill School",="Black or African American",1,2.4
,="Crosby High School",="Black or African American",5,4.2
,="Driggs School",="Black or African American",3,5.8
,="Enlightenment School",="Black or African American",1,3.7
,="F. J. Kingsbury School",="Black or African American",1,2.8
,="Gilmartin School",="Black or African American",1,2.6
,="Hopeville School",="Black or African American",1,2.3
,="John F. Kennedy High School",="Black or African American",8,7.1
,="Maloney Interdistrict Magnet School",="Black or African American",1,1.9
,="Michael F. Wallace Middle School",="Black or African American",4,3.8
,="North End Middle School",="Black or African American",2,1.9
,="Regan School",="Black or African American",1,4.3
,="Rotella Interdistrict Magnet School",="Black or African American",1,2.0
,="Walsh School",="Black or African American",7,14.9
,="Waterbury Arts Magnet School (High)",="Black or African American",3,5.2
,="Waterbury Arts Magnet School (Middle)",="Black or African American",2,4.2
,="Wendell L. Cross School",="Black or African American",2,6.3
,="Wilby High School",="Black or African American",8,7.2
,="Woodrow Wilson School",="Black or African American",2,5.4
="Waterford School District",="Oswegatchie Elementary School",="Black or African American",1,2.3
,="Waterford High School",="Black or African American",1,1.0
="West Hartford School District",="Smith School",="Black or African American",1,2.6
,="Aiken School",="Black or African American",1,2.3
,="Charter Oak International Academy",="Black or African American",2,5.1
,="Conard High School",="Black or African American",2,1.4
,="Duffy School",="Black or African American",2,3.8
,="Hall High School",="Black or African American",3,2.3
,="Norfeldt School",="Black or African American",1,2.3
,="Sedgwick Middle School",="Black or African American",4,4.2
,="Webster Hill School",="Black or African American",1,2.2
,="Whiting Lane School",="Black or African American",2,3.2
="West Haven School District",="Washington School",="Black or African American",4,10.5
,="Carrigan 5/6 Intermediate School",="Black or African American",6,7.0
,="Edith E. Mackrille School",="Black or African American",1,2.8
,="Forest School",="Black or African American",2,4.9
,="Harry M. Bailey Middle School",="Black or African American",3,3.5
,="Seth G. Haley School",="Black or African American",1,2.4
,="West Haven High School",="Black or African American",5,3.4
="Weston School District",="Weston Middle School",="Black or African American",1,1.6
="Westport School District",="Bedford Middle School",="Black or African American",1,1.0
,="Saugatuck Elementary School",="Black or African American",1,1.6
="Wethersfield School District",="Emerson-Williams School",="Black or African American",1,2.8
,="Samuel B. Webb Elementary School",="Black or African American",1,2.6
,="Silas Deane Middle School",="Black or African American",2,3.6
,="Wethersfield High School",="Black or African American",1,0.9
="Wilton School District",="Middlebrook School",="Black or African American",2,2.0
="Windham School District",="Windham High School",="Black or African American",1,1.1
="Windsor Locks School District",="Windsor Locks High School",="Black or African American",2,3.3
,="Windsor Locks Middle School",="Black or African American",2,4.0
="Windsor School District",="Clover Street School",="Black or African American",5,13.2
,="John F. Kennedy School",="Black or African American",3,7.7
,="Oliver Ellsworth School",="Black or African American",6,12.8
,="Poquonock Elementary School",="Black or African American",4,10.0
,="Roger Wolcott Early Child Center",="Black or African American",1,3.8
,="Sage Park Middle School",="Black or African American",6,5.6
,="Windsor High School",="Black or African American",12,8.2
="Wolcott School District",="Tyrrell Middle School",="Black or African American",1,1.6
,="Wolcott High School",="Black or African American",1,1.3

