"Educator Race/Ethnicity Report for 2013-14"

"District","Race","Count","% of Total"
="Griswold School District",="White",180,97.8
="Groton School District",="White",446,93.3
="Guilford School District",="White",344,98.3
="Hamden School District",="White",534,90.8
="Hampton School District",="White",18,100.0
="Hartford School District",="White",1480,74.0
="Hartland School District",="White",25,100.0
="Hebron School District",="White",81,98.8
="Highville Charter School District",="White",28,93.3
="Integrated Day Charter School District",="White",27,96.4
="Interdistrict School for Arts and Comm District",="White",26,86.7
="Jumoke Academy District",="White",20,46.5
="Kent School District",="White",38,100.0
="Killingly School District",="White",236,99.2
="Learn",="White",206,91.2
="Lebanon School District",="White",110,95.7
="Ledyard School District",="White",225,97.4
="Lisbon School District",="White",46,100.0
="Litchfield School District",="White",112,96.6
="Madison School District",="White",311,97.2
="Manchester School District",="White",605,90.8
="Mansfield School District",="White",134,95.7
="Marlborough School District",="White",49,98.0
="Meriden School District",="White",615,90.3
="Middletown School District",="White",400,92.4
="Milford School District",="White",666,98.4
="Monroe School District",="White",293,98.0
="Montville School District",="White",240,96.4
="Naugatuck School District",="White",359,96.8
="New Beginnings Inc Family Academy District",="White",27,64.3
="New Britain School District",="White",659,81.9
="New Canaan School District",="White",420,97.5
="New Fairfield School District",="White",238,97.5
="New Hartford School District",="White",51,98.1
="New Haven School District",="White",1491,75.5
="New London School District",="White",221,79.8
="New Milford School District",="White",377,97.2
="Newington School District",="White",370,95.1
="Newtown School District",="White",464,97.5
="Norfolk School District",="White",20,100.0
="North Branford School District",="White",193,99.0
="North Canaan School District",="White",42,100.0
="North Haven School District",="White",300,94.9
="North Stonington School District",="White",87,98.9
="Norwalk School District",="White",779,83.8
="Norwich Free Academy District",="White",177,91.2
="Norwich School District",="White",289,95.7
="Odyssey Community School District",="White",30,93.8
="Office of Early Childhood (OEC)",="White",14,100.0
="Old Saybrook School District",="White",167,100.0
="Orange School District",="White",116,99.2
="Oxford School District",="White",169,97.7
="Park City Prep Charter School District",="White",15,75.0
="Plainfield School District",="White",209,99.5
="Plainville School District",="White",248,98.0
="Plymouth School District",="White",155,98.1
="Pomfret School District",="White",46,100.0
="Portland School District",="White",124,99.2
="Preston School District",="White",42,97.7
="Project Oceanology",="White",7,100.0
="Putnam School District",="White",124,97.6
="Redding School District",="White",123,97.6
="Regional School District 01",="White",53,98.2
="Regional School District 04",="White",100,96.2
="Regional School District 05",="White",223,94.9
="Regional School District 06",="White",117,100.0
="Regional School District 07",="White",105,98.1
="Regional School District 08",="White",168,95.5
="Regional School District 09",="White",100,97.1
="Regional School District 10",="White",256,98.1
="Regional School District 11",="White",39,97.5
="Regional School District 12",="White",100,97.1
="Regional School District 13",="White",197,99.0
="Regional School District 14",="White",184,97.9
="Regional School District 15",="White",366,97.6
="Regional School District 16",="White",203,98.5
="Regional School District 17",="White",231,98.7
="Regional School District 18",="White",155,97.5
="Regional School District 19",="White",125,97.7
="Ridgefield School District",="White",449,97.0
="Rocky Hill School District",="White",227,96.6
="Salem School District",="White",44,95.7
="Salisbury School District",="White",43,95.6
="Scotland School District",="White",20,100.0
="Seymour School District",="White",192,98.5
="Shared Services",="White",1,100.0
="Sharon School District",="White",33,100.0
="Shelton School District",="White",401,98.8
="Sherman School District",="White",45,95.7
="Side By Side Charter School District",="White",19,95.0
="Simsbury School District",="White",403,97.3
="Somers School District",="White",148,97.4
="South Windsor School District",="White",386,96.3
="Southington School District",="White",576,98.0
="Sprague School District",="White",34,97.1
="Stafford School District",="White",171,98.3
="Stamford Academy District",="White",16,94.1
="Stamford School District",="White",1277,85.7
="Sterling School District",="White",47,100.0
="Stonington School District",="White",229,97.9
="Stratford School District",="White",564,93.2
="Suffield School District",="White",214,96.8
="The Bridge Academy District",="White",18,81.8
="The Gilbert School District",="White",51,100.0
="Thomaston School District",="White",94,100.0
="Thompson School District",="White",106,100.0
="Tolland School District",="White",229,95.8
="Torrington School District",="White",377,94.3
="Trailblazers Academy District",="White",22,91.7
="Trumbull School District",="White",592,96.4
="Unified School District #1",="White",140,86.4
="Unified School District #2",="White",89,84.8
="Union School District",="White",12,100.0
="Vernon School District",="White",349,96.1
="Voluntown School District",="White",35,100.0
="Wallingford School District",="White",559,96.4
="Waterbury School District",="White",1482,87.9
="Waterford School District",="White",243,96.4
="Watertown School District",="White",237,98.3
="West Hartford School District",="White",896,93.5
="West Haven School District",="White",536,94.4
="Westbrook School District",="White",113,98.3
="Weston School District",="White",229,97.5
="Westport School District",="White",591,95.9
="Wethersfield School District",="White",299,95.2
="Willington School District",="White",53,96.4
="Wilton School District",="White",383,96.5
="Winchester School District",="White",67,100.0
="Windham School District",="White",308,87.8
="Windsor Locks School District",="White",174,94.1
="Windsor School District",="White",346,87.2
="Wolcott School District",="White",225,98.7
="Woodbridge School District",="White",75,96.2
="Woodstock Academy District",="White",95,96.0
="Woodstock School District",="White",75,98.7

