"Educator Race/Ethnicity Report for 2008-09"

"District","School","Race","Count","% of Total"
,="Barnard Environmental Magnet School",="Black or African American",6,13.6
,="Beecher School",="Black or African American",14,36.8
,="Benjamin Jepson Magnet School",="Black or African American",3,7.0
,="Betsy Ross Arts Magnet School",="Black or African American",14,26.4
,="Bishop Woods Architecture and Design Magnet School",="Black or African American",2,5.9
,="Celentano BioTech, Health and Medical Magnet School",="Black or African American",12,26.7
,="Clarence Rogers School",="Black or African American",6,28.6
,="Columbus Family Academy",="Black or African American",2,5.4
,="Conte/West Hills Magnet School",="Black or African American",7,12.5
,="Cooperative High School",="Black or African American",9,19.6
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Black or African American",4,20.0
,="Davis 21st Century Magnet Elementary School",="Black or African American",7,22.6
,="East Rock Community Magnet School",="Black or African American",11,15.9
,="Edgewood School",="Black or African American",4,11.4
,="Engineering - Science University Magnet School",="Black or African American",4,44.4
,="Fair Haven School",="Black or African American",5,7.2
,="Headstart",="Black or African American",1,100.0
,="High School In The Community",="Black or African American",5,13.5
,="Hill Central Music Academy",="Black or African American",6,11.1
,="Hill Regional Career High School",="Black or African American",14,21.2
,="James Hillhouse High School",="Black or African American",42,35.0
,="John C. Daniels",="Black or African American",3,6.0
,="John S. Martinez Sea and Sky STEM School",="Black or African American",3,6.5
,="Katherine Brennan School",="Black or African American",14,42.4
,="King/Robinson Magnet School",="Black or African American",15,30.6
,="Lincoln-Bassett School",="Black or African American",16,36.4
,="Metropolitan Business Academy",="Black or African American",7,25.9
,="Nathan Hale School",="Black or African American",2,4.7
,="New Haven Academy",="Black or African American",2,9.1
,="Polly T. McCabe Center",="Black or African American",4,40.0
,="Riverside Education Academy",="Black or African American",9,37.5
,="Roberto Clemente Leadership Academy for Global Awareness",="Black or African American",11,24.4
,="Ross/Woodward School",="Black or African American",10,19.2
,="Sheridan Communications and Technology Magnet School",="Black or African American",3,9.1
,="Strong 21st Century Communications Magnet and SCSU Lab School",="Black or African American",2,12.5
,="Truman School",="Black or African American",4,7.3
,="Urban Youth Center Middle School",="Black or African American",9,42.9
,="Vincent E. Mauro Elementary Math, Science and Technology Magnet School",="Black or African American",6,14.3
,="West Rock Authors Academy",="Black or African American",6,22.2
,="Wexler/Grant Community School",="Black or African American",16,43.2
,="Wilbur Cross High School",="Black or African American",22,12.7
,="Worthington Hooker School",="Black or African American",2,5.3
="New London School District",="Bennie Dover Jackson Middle School",="Black or African American",12,16.9
,="Harbor School",="Black or African American",1,3.4
,="Jennings School",="Black or African American",3,6.7
,="Nathan Hale Arts Magnet School",="Black or African American",3,9.7
,="New London High School",="Black or African American",4,4.6
,="Shoreline Academy",="Black or African American",1,20.0
,="Winthrop STEM Elementary Magnet School",="Black or African American",4,14.3
="Newington School District",="Anna Reynolds School",="Black or African American",1,2.3
,="Elizabeth Green School",="Black or African American",1,2.9
,="John Paterson School",="Black or African American",1,2.0
,="Martin Kellogg Middle School",="Black or African American",2,2.8
,="Newington High School",="Black or African American",1,0.8
="Newtown School District",="Reed Intermediate School",="Black or African American",1,1.4
,="Sandy Hook Elementary School",="Black or African American",1,2.0
="North Haven School District",="North Haven High School",="Black or African American",2,1.8
="Norwalk School District",="Brien McMahon High School",="Black or African American",10,7.0
,="Brookside Elementary School",="Black or African American",5,13.2
,="Columbus Magnet School",="Black or African American",2,6.5
,="Fox Run Elementary School",="Black or African American",3,7.9
,="Jefferson Magnet School",="Black or African American",1,2.4
,="Marvin Elementary School",="Black or African American",2,5.1
,="Naramake Elementary School",="Black or African American",4,12.1
,="Nathan Hale Middle School",="Black or African American",7,11.9
,="Norwalk High School",="Black or African American",8,5.7
,="Norwalk Pathways Academy at Briggs",="Black or African American",3,17.6
,="Ponus Ridge Middle School",="Black or African American",9,12.5
,="Roton Middle School",="Black or African American",4,7.3
,="Rowayton School",="Black or African American",1,2.3
,="Tracey School",="Black or African American",3,8.3
,="West Rocks Middle School",="Black or African American",6,8.6
,="Wolfpit School",="Black or African American",4,12.5
="Norwich Free Academy District",="Norwich Free Academy",="Black or African American",8,4.1
="Norwich School District",="Deborah-Tennant Zinewicz School",="Black or African American",1,11.1
,="Greeneville School",="Black or African American",1,3.4
,="Kelly Middle School",="Black or African American",1,1.6
,="Thames River Academy",="Black or African American",1,12.5
,="Uncas Network School",="Black or African American",1,4.5
,="Veterans' Memorial School",="Black or African American",2,7.4
="Oxford School District",="Oxford High School",="Black or African American",1,2.3
="Park City Prep Charter School District",="Park City Prep Charter School",="Black or African American",3,18.8
="Plainville School District",="Frank T. Wheeler School",="Black or African American",1,2.8
="Preston School District",="Preston Veterans' Memorial School",="Black or African American",1,3.1
="Redding School District",="John Read Middle School",="Black or African American",1,1.5
="Regional School District 05",="Amity Regional High School",="Black or African American",1,0.6
="Regional School District 07",="Northwestern Regional Middle School",="Black or African American",1,2.0
="Regional School District 08",="RHAM Middle School",="Black or African American",1,1.5
="Regional School District 10",="Harwinton Consolidated School",="Black or African American",1,1.9
,="Lewis S. Mills High School",="Black or African American",1,1.3
="Regional School District 11",="Parish Hill High School",="Black or African American",1,2.4
="Regional School District 15",="Memorial Middle School",="Black or African American",1,2.0
,="Pomperaug Regional High School",="Black or African American",1,0.8
,="Rochambeau Middle School",="Black or African American",2,3.8
="Regional School District 17",="Haddam Elementary School",="Black or African American",1,3.8
,="Killingworth Elementary School",="Black or African American",1,2.4
="Regional School District 18",="Lyme-Old Lyme Middle School",="Black or African American",1,2.2
="Ridgefield School District",="Ridgefield High School",="Black or African American",2,1.3
="Simsbury School District",="Simsbury High School",="Black or African American",1,0.6
,="Squadron Line School",="Black or African American",1,1.4
="Somers School District",="Somers Elementary School",="Black or African American",1,1.5
="South Windsor School District",="Philip R. Smith School",="Black or African American",2,6.5
,="Pleasant Valley School",="Black or African American",1,2.9
,="South Windsor High School",="Black or African American",2,1.4
="Southington School District",="Plantsville Elementary School",="Black or African American",1,4.2
,="Southington High School",="Black or African American",2,1.0
="Stamford Academy District",="Stamford Academy",="Black or African American",1,6.3
="Stamford School District",="Cloonan School",="Black or African American",4,6.8
,="Davenport Ridge School",="Black or African American",2,4.0
,="Dolan School",="Black or African American",4,6.6
,="Hart School",="Black or African American",4,8.5
,="Julia A. Stark School",="Black or African American",3,4.8
,="K. T. Murphy School",="Black or African American",2,3.8
,="Newfield School",="Black or African American",4,7.8
,="Northeast School",="Black or African American",4,5.6
,="Preschool Team",="Black or African American",1,7.1
,="Rippowam Middle School",="Black or African American",6,7.0
,="Rogers International School",="Black or African American",5,8.1
,="Roxbury School",="Black or African American",4,6.2
,="Scofield Middle School",="Black or African American",5,8.1
,="Springdale School",="Black or African American",3,5.6
,="Stamford High School",="Black or African American",15,9.9
,="Stillmeadow School",="Black or African American",3,5.2
,="The Academy of Information Technology",="Black or African American",7,11.9
,="Toquam Magnet School",="Black or African American",3,6.7
,="Turn of River School",="Black or African American",2,3.1
,="Westhill High School",="Black or African American",16,8.1
,="Westover School",="Black or African American",2,3.2
="State of Connecticut",="",="Black or African American",.,3.6
="Stonington School District",="Mystic Middle School",="Black or African American",1,2.4
,="Stonington High School",="Black or African American",1,1.3
="Stratford School District",="Bunnell High School",="Black or African American",2,1.9
,="David Wooster Middle School",="Black or African American",1,1.9
,="Franklin School",="Black or African American",1,3.0
,="Harry B. Flood Middle School",="Black or African American",1,1.9
,="Second Hill Lane School",="Black or African American",2,3.2
,="Stratford Academy - Johnson House",="Black or African American",5,8.1
,="Stratford High School",="Black or African American",2,2.2
,="Wilcoxson School",="Black or African American",3,9.4
="Suffield School District",="Suffield Middle School",="Black or African American",1,1.5
="The Bridge Academy District",="The Bridge Academy",="Black or African American",2,8.7
="Thomaston School District",="Thomaston High School",="Black or African American",1,1.9
="Thompson School District",="Mary R. Fisher Elementary School",="Black or African American",1,2.2
="Tolland School District",="Tolland High School",="Black or African American",1,1.3
,="Tolland Intermediate School",="Black or African American",1,1.5
="Torrington School District",="Forbes School",="Black or African American",1,2.5
,="Southwest School",="Black or African American",1,2.7
,="Torrington High School",="Black or African American",1,0.9
,="Vogel-Wetmore School",="Black or African American",1,2.0
="Trumbull School District",="Trumbull High School",="Black or African American",1,0.6
="Unified School District #1",="Bridgeport Correctional Center",="Black or African American",1,25.0
,="Cheshire Correctional Institution",="Black or African American",1,7.7
,="Corrigan/Radgowski Correctional Institution",="Black or African American",1,7.1
,="Gates Correctional Institution",="Black or African American",1,9.1
,="Hartford Correctional Center",="Black or African American",1,25.0
,="Manson Youth Institution",="Black or African American",4,8.0
,="New Haven Correctional Center",="Black or African American",2,50.0
,="Willard/Cybulski Correctional Institution",="Black or African American",1,11.1
,="York Correctional Institution",="Black or African American",3,13.0
="Unified School District #2",="Children's Place School",="Black or African American",2,11.8
,="High Meadows",="Black or African American",1,8.3
,="Riverview School",="Black or African American",1,3.6
,="Walter G. Cady School",="Black or African American",3,6.1
="Vernon School District",="Maple Street School",="Black or African American",1,3.3
,="Vernon Center Middle School",="Black or African American",3,3.3
="Wallingford School District",="Evarts C. Stevens School",="Black or African American",1,2.3
,="Highland School",="Black or African American",1,2.9
,="Lyman Hall High School",="Black or African American",2,1.7
,="Parker Farms School",="Black or African American",1,2.6
,="Yalesville School",="Black or African American",1,1.9
="Waterbury School District",="West Side Middle School",="Black or African American",3,2.9
,="Washington School",="Black or African American",2,8.0
,="Barnard School",="Black or African American",2,6.9
,="Bucks Hill School",="Black or African American",1,2.0
,="Bunker Hill School",="Black or African American",1,2.2
,="Crosby High School",="Black or African American",4,3.4
,="Driggs School",="Black or African American",2,4.3
,="Enlightenment School",="Black or African American",1,4.3
,="F. J. Kingsbury School",="Black or African American",2,5.4
,="Hopeville School",="Black or African American",1,2.3
,="John F. Kennedy High School",="Black or African American",9,8.0
,="Maloney Interdistrict Magnet School",="Black or African American",1,1.9
,="Margaret M. Generali Elementary School",="Black or African American",2,4.1
,="Michael F. Wallace Middle School",="Black or African American",6,5.8
,="North End Middle School",="Black or African American",2,1.9
,="Regan School",="Black or African American",1,4.5
,="Rotella Interdistrict Magnet School",="Black or African American",1,2.0
,="Walsh School",="Black or African American",5,10.0
,="Waterbury Arts Magnet School (High)",="Black or African American",3,4.4
,="Waterbury Arts Magnet School (Middle)",="Black or African American",3,5.5
,="Wendell L. Cross School",="Black or African American",2,6.7
,="Wilby High School",="Black or African American",7,6.3
,="Woodrow Wilson School",="Black or African American",2,5.9
="Waterford School District",="Southwest Elementary School",="Black or African American",1,2.0
,="Waterford High School",="Black or African American",1,1.0
="West Hartford School District",="Smith School",="Black or African American",1,2.4
,="Aiken School",="Black or African American",1,2.4
,="Charter Oak International Academy",="Black or African American",2,4.9
,="Conard High School",="Black or African American",2,1.5
,="Duffy School",="Black or African American",3,5.6
,="Hall High School",="Black or African American",3,2.2
,="Norfeldt School",="Black or African American",1,2.1
,="Sedgwick Middle School",="Black or African American",5,5.2
,="Webster Hill School",="Black or African American",1,2.6
,="Whiting Lane School",="Black or African American",2,3.4
="West Haven School District",="Washington School",="Black or African American",1,2.6
,="Anna V. Molloy School",="Black or African American",3,12.0
,="Carrigan 5/6 Intermediate School",="Black or African American",6,6.8
,="Clarence E. Thompson School",="Black or African American",1,2.9
,="Edith E. Mackrille School",="Black or African American",1,2.9
,="Forest School",="Black or African American",1,2.4
,="Harry M. Bailey Middle School",="Black or African American",1,1.4
,="West Haven High School",="Black or African American",4,2.9
="Weston School District",="Weston Middle School",="Black or African American",1,1.5
="Westport School District",="Bedford Middle School",="Black or African American",1,1.0
,="Long Lots School",="Black or African American",1,1.4
,="Saugatuck Elementary School",="Black or African American",1,1.5
="Wethersfield School District",="Emerson-Williams School",="Black or African American",1,2.4
,="Samuel B. Webb Elementary School",="Black or African American",1,2.5
,="Silas Deane Middle School",="Black or African American",2,3.4
,="Wethersfield High School",="Black or African American",1,0.9
="Wilton School District",="Middlebrook School",="Black or African American",2,2.1
="Windham School District",="Natchaug School",="Black or African American",1,2.7
,="Windham High School",="Black or African American",1,1.1
="Windsor Locks School District",="Windsor Locks High School",="Black or African American",1,1.6
,="Windsor Locks Middle School",="Black or African American",2,3.6
="Windsor School District",="Clover Street School",="Black or African American",4,10.8
,="John F. Kennedy School",="Black or African American",2,5.0
,="Oliver Ellsworth School",="Black or African American",6,12.2
,="Poquonock Elementary School",="Black or African American",4,10.8
,="Roger Wolcott Early Child Center",="Black or African American",1,4.3
,="Sage Park Middle School",="Black or African American",4,3.6
,="Windsor High School",="Black or African American",9,6.3
="Wolcott School District",="Tyrrell Middle School",="Black or African American",1,1.6
,="Wolcott High School",="Black or African American",1,1.2

