"Educator Race/Ethnicity Report for 2010-11"

"District","School","Race","Count","% of Total"
,="Greater Hartford Academy of the Arts High School - Full Time",="White",16,61.5
,="Integrated Program Models",="White",5,100.0
,="International Magnet School for Global Citizenship",="White",20,90.9
,="John J. Allison Polaris Center",="White",23,76.7
,="Lincoln Academy Regional Interdistrict Collaborative",="White",2,100.0
,="Metropolitan Learning Center for Global and International Studies",="White",48,76.2
,="Montessori Magnet School",="White",19,73.1
,="Public Safety Academy",="White",23,76.7
,="Reggio Magnet School of the Arts",="White",23,95.8
,="River Street Early Learning Center (Site 2)",="White",14,93.3
,="River Street School",="White",43,93.5
,="Soundbridge",="White",23,100.0
,="Two Rivers Magnet Middle School",="White",53,84.1
,="University of Hartford Magnet School",="White",36,94.7
="Chaplin School District",="Chaplin Elementary School",="White",24,100.0
="Charter School for Young Children on Asylum Hill District",="Charter School for Young Children on Asylum Hill Inc.",="White",13,72.2
="Cheshire School District",="Chapman School",="White",32,100.0
,="Cheshire High School",="White",128,97.7
,="Darcey School",="White",27,100.0
,="Dodd Middle School",="White",70,97.2
,="Doolittle School",="White",42,97.7
,="Highland School",="White",65,98.5
,="Humiston School",="White",7,100.0
,="Norton School",="White",40,97.6
="Chester School District",="Chester Elementary School",="White",36,100.0
="Clinton School District",="Abraham Pierson School",="White",29,100.0
,="Jared Eliot School",="White",55,96.5
,="Lewin G. Joel Jr. School",="White",59,100.0
,="The Morgan School",="White",62,96.9
="Colchester School District",="Bacon Academy",="White",93,94.9
,="Colchester Elementary School",="White",55,100.0
,="Jack Jackter Intermediate School",="White",59,100.0
,="William J. Johnston Middle School",="White",68,98.6
="Colebrook School District",="Colebrook Consolidated School",="White",16,100.0
="Columbia School District",="Horace W. Porter School",="White",55,98.2
="Common Ground High School District",="Common Ground High School",="White",18,94.7
="Connecticut Technical High School System",="A. I. Prince Technical High School",="White",75,78.1
,="Bristol Technical Education Center",="White",15,93.8
,="Bullard-Havens Technical High School",="White",80,84.2
,="E. C. Goodwin Technical High School",="White",66,85.7
,="Eli Whitney Technical High School",="White",45,64.3
,="Ella T. Grasso Southeastern Technical High School",="White",66,89.2
,="Emmett O'Brien Technical High School",="White",58,96.7
,="H. C. Wilcox Technical High School",="White",70,86.4
,="H. H. Ellis Technical High School",="White",57,93.4
,="Henry Abbott Technical High School",="White",70,95.9
,="Howell Cheney Technical High School",="White",62,87.3
,="Norwich Technical High School",="White",63,94.0
,="Oliver Wolcott Technical High School",="White",75,94.9
,="Platt Technical High School",="White",76,95.0
,="Vinal Technical High School",="White",67,97.1
,="W. F. Kaynor Technical High School",="White",67,85.9
,="Windham Technical High School",="White",64,95.5
="Cooperative Educational Services",="C. E. S. Special Education",="White",96,96.0
,="Regional Center for the Arts - Part Time",="White",1,100.0
,="Six-Six Magnet School",="White",41,83.7
="Cornwall School District",="Cornwall Consolidated School",="White",21,100.0
="Coventry School District",="Capt. Nathan Hale School",="White",52,96.3
,="Coventry Early Intervention Services",="White",4,100.0
,="Coventry Grammar School",="White",29,96.7
,="Coventry High School",="White",54,98.2
,="George Hersey Robertson School",="White",36,100.0
="Cromwell School District",="Cromwell High School",="White",58,98.3
,="Cromwell Middle School",="White",51,96.2
,="Edna C. Stevens School",="White",38,95.0
,="Woodside Intermediate School",="White",39,92.9
="Danbury School District",="Alternative Center For Excellence",="White",10,90.9
,="Broadview Middle School",="White",85,93.4
,="Danbury High School",="White",194,90.7
,="Ellsworth Avenue School",="White",35,97.2
,="Great Plain School",="White",27,79.4
,="Hayestown Avenue School",="White",34,91.9
,="King Street Intermediate School",="White",32,91.4
,="King Street Primary School",="White",30,83.3
,="Mill Ridge Educational Center",="White",14,93.3
,="Mill Ridge Primary School",="White",34,100.0
,="Morris Street School",="White",31,93.9
,="Park Avenue School",="White",31,88.6
,="Pembroke School",="White",33,84.6
,="Rogers Park Middle School",="White",83,83.8
,="Shelter Rock School",="White",25,73.5
,="South Street School",="White",35,92.1
,="Stadley Rough School",="White",36,92.3
,="Western CT Academy of International Studies Elementary Magnet School",="White",29,87.9
="Darien School District",="Darien High School",="White",135,95.1
,="Hindley Elementary School",="White",52,100.0
,="Holmes Elementary School",="White",45,95.7
,="Middlesex Middle School",="White",132,98.5
,="Ox Ridge Elementary School",="White",49,94.2
,="Royle Elementary School",="White",44,97.8
,="Tokeneke Elementary School",="White",46,97.9
="Deep River School District",="Deep River Elementary School",="White",38,97.4
="Derby School District",="Bradley School",="White",32,97.0
,="Derby High School",="White",33,86.8
,="Derby Middle School",="White",25,96.2
,="Irving School",="White",34,97.1
="East Granby School District",="Allgrove School",="White",23,100.0
,="East Granby High School",="White",39,97.5
,="East Granby Middle School",="White",33,100.0
,="R. Dudley Seymour School",="White",18,100.0
="East Haddam School District",="East Haddam Elementary School",="White",35,100.0
,="Nathan Hale-Ray High School",="White",42,100.0
,="Nathan Hale-Ray Middle School",="White",54,100.0
="East Hampton School District",="Center School",="White",26,100.0
,="East Hampton High School",="White",50,98.0
,="East Hampton Middle School",="White",45,93.8
,="Memorial School",="White",52,100.0
,="The Learning Center at East Hampton",="White",2,100.0
="East Hartford School District",="Anna E. Norris School",="White",27,90.0
,="Connecticut IB Academy",="White",14,77.8
,="Dr. Franklin H. Mayberry School",="White",28,77.8
,="Dr. John A. Langford School",="White",32,94.1
,="Dr. Thomas S. O'Connell School",="White",31,91.2
,="East Hartford High School",="White",141,86.0
,="East Hartford Middle School",="White",95,89.6
,="Governor William Pitkin School",="White",29,82.9
,="Hockanum School",="White",27,84.4
,="Joseph O. Goodwin School",="White",34,97.1
,="Robert J. O'Brien School",="White",33,89.2
,="Silver Lane School",="White",29,93.5
,="Stevens Alternate High School",="White",13,100.0
,="Sunset Ridge Middle School",="White",35,92.1
,="Willowbrook Early Childhood",="White",26,96.3
,="Woodland School",="White",31,96.9
="East Haven School District",="Carbone School/East Haven Academy",="White",23,100.0
,="D. C. Moore School",="White",23,100.0
,="Deer Run School",="White",28,100.0
,="Dominick H. Ferrara School",="White",22,100.0
,="East Haven High School",="White",84,96.6
,="Grove J. Tuttle School",="White",21,95.5
,="Joseph Melillo Middle School",="White",60,100.0
,="Momauguin School",="White",24,100.0
,="Overbrook Elementary School",="White",25,100.0
="East Lyme School District",="East Lyme High School",="White",116,99.1
,="East Lyme Middle School",="White",82,97.6
,="Flanders School",="White",29,100.0
,="Integrated Preschool",="White",4,100.0
,="Lillie B. Haynes School",="White",33,100.0
,="Niantic Center School",="White",24,100.0
="East Windsor School District",="Broad Brook Elementary School",="White",42,100.0
,="East Windsor High School",="White",41,97.6
,="East Windsor Middle School",="White",38,100.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Arts at the Capitol Theater",="White",3,100.0
,="Arts at the Capitol Theater Magnet School (ACT)",="White",13,100.0
,="EastConn Special Education",="White",33,94.3
,="Quinebaug Middle College",="White",13,92.9
="Eastford School District",="Eastford Elementary School",="White",21,100.0
="Easton School District",="Helen Keller Middle School",="White",40,97.6
,="Samuel Staples Elementary School",="White",60,100.0
="EdAdvance",="EdAdvance Headstart",="White",1,100.0
,="The ACCESS School at The Danuta M. Thibodeau Education Center",="White",10,100.0
="Ellington School District",="Center School",="White",38,97.4
,="Crystal Lake School",="White",24,100.0
,="Ellington High School",="White",72,94.7
,="Ellington Middle School",="White",42,100.0
,="Windermere Intermediate School",="White",37,97.4
,="Windermere School",="White",39,97.5
="Elm City College Preparatory School District",="Elm City College Preparatory School",="White",38,80.9
="Enfield School District",="Edgar H. Parkman School",="White",31,100.0
,="Eli Whitney School",="White",36,94.7
,="Enfield High School",="White",79,96.3
,="Enfield Street School",="White",31,96.9
,="Enfield Transitional Learning Academy",="White",2,100.0
,="Enrico Fermi High School",="White",97,96.0
,="Harriet Beecher Stowe School",="White",32,100.0
,="Hazardville Memorial School",="White",30,96.8
,="Head Start Program",="White",10,100.0
,="Henry Barnard School",="White",41,100.0
,="John F. Kennedy Middle School",="White",85,98.8
,="Nathan Hale School",="White",28,96.6
,="Prudence Crandall School",="White",30,96.8
,="Thomas G. Alcorn School",="White",30,100.0
="Essex School District",="Essex Elementary School",="White",60,98.4
="Explorations District",="Explorations",="White",8,88.9
="Fairfield School District",="Burr Elementary School",="White",39,97.5
,="Dwight Elementary School",="White",37,97.4
,="Early Childhood Center",="White",18,100.0
,="Fairfield Ludlowe High School",="White",148,94.9
,="Fairfield Warde High School",="White",139,94.6
,="Fairfield Woods Middle School",="White",72,97.3
,="Holland Hill School",="White",36,97.3
,="Jennings School",="White",39,95.1
,="McKinley School",="White",55,100.0
,="Mill Hill School",="White",42,93.3
,="North Stratfield School",="White",45,97.8
,="Osborn Hill School",="White",50,94.3
,="Riverfield School",="White",43,97.7
,="Roger Ludlowe Middle School",="White",103,99.0
,="Sherman School",="White",40,100.0
,="Stratfield School",="White",46,97.9
,="Tomlinson Middle School",="White",79,96.3
="Farmington School District",="East Farms School",="White",37,92.5
,="Farmington Collaborative PK",="White",4,100.0
,="Farmington High School",="White",117,95.1
,="Irving A. Robbins Middle School",="White",61,95.3
,="Noah Wallace School",="White",30,93.8
,="Union School",="White",29,96.7
,="West District School",="White",34,97.1
,="West Woods Upper Elementary School",="White",60,95.2
="Franklin School District",="Franklin Elementary School",="White",23,100.0
="Glastonbury School District",="Buttonball Lane School",="White",58,100.0
,="Eastbury School",="White",37,94.9
,="Gideon Welles School",="White",55,98.2
,="Glastonbury High School",="White",180,96.3
,="Hebron Avenue School",="White",57,96.6
,="Hopewell School",="White",50,100.0
,="Naubuc School",="White",52,91.2
,="Nayaug Elementary School",="White",65,97.0
,="Smith Middle School",="White",103,98.1
="Granby School District",="Frank M. Kearns Primary School",="White",39,100.0
,="Granby Memorial High School",="White",69,95.8
,="Granby Memorial Middle School",="White",35,100.0
,="Kelly Lane Primary School",="White",32,100.0
,="Wells Road Intermediate School",="White",30,100.0
="Greenwich School District",="Central Middle School",="White",63,95.5
,="Cos Cob School",="White",41,97.6
,="Eastern Middle School",="White",69,90.8
,="Glenville School",="White",38,95.0
,="Greenwich High School",="White",252,90.0
,="Hamilton Avenue School",="White",44,80.0
,="International School At Dundee",="White",35,89.7
,="Julian Curtiss School",="White",43,95.6
,="New Lebanon School",="White",30,81.1
,="North Mianus School",="White",46,90.2
,="North Street School",="White",45,97.8
,="Old Greenwich School",="White",40,93.0
,="Parkway School",="White",34,97.1
,="Riverside School",="White",46,93.9
,="Western Middle School",="White",51,89.5
="Griswold School District",="Griswold Elementary School",="White",68,98.6
,="Griswold High School",="White",66,98.5
,="Griswold Middle School",="White",45,97.8
="Groton School District",="Carl C. Cutler Middle School",="White",45,97.8
,="Catherine Kolnaski Magnet School",="White",43,91.5
,="Charles Barnum School",="White",40,100.0
,="Claude Chester School",="White",35,89.7
,="Fitch Middle School",="White",50,89.3
,="Mary Morrisson School",="White",35,89.7
,="Northeast Academy Elementary School",="White",34,97.1
,="Pleasant Valley School",="White",34,94.4
,="Robert E. Fitch High School",="White",109,90.1
,="S. B. Butler School",="White",34,100.0
,="West Side Middle School",="White",33,86.8
="Guilford School District",="A. Baldwin Middle School",="White",55,96.5
,="A. W. Cox School",="White",32,94.1
,="Calvin Leete School",="White",32,100.0
,="E. C. Adams Middle School",="White",63,98.4
,="Guilford High School",="White",101,99.0
,="Guilford Lakes School",="White",38,97.4
,="Melissa Jones School",="White",33,100.0
="Hamden School District",="Alice Peck Learning Center",="White",13,100.0
,="Bear Path School",="White",41,93.2
,="Church Street School",="White",32,86.5
,="Dunbar Hill School",="White",29,93.5
,="Hamden High School",="White",167,91.3
,="Hamden Middle School",="White",85,85.9
,="Helen Street School",="White",26,86.7
,="Ridge Hill School",="White",29,80.6
,="Shepherd Glen School",="White",30,96.8
,="Spring Glen School",="White",30,90.9
,="West Woods School",="White",44,97.8
="Hampton School District",="Hampton Elementary School",="White",18,94.7
="Hartford School District",="Asian Studies Academy at Bellizzi School",="White",35,70.0
,="Batchelder School",="White",37,88.1
,="Betances Early Reading Lab Magnet School",="White",21,61.8
,="Breakthrough II Magnet School",="White",13,92.9
,="Breakthrough Magnet School",="White",24,82.8
,="Bulkeley High School",="White",16,66.7
,="Bulkeley High School Lower School",="White",55,71.4
,="Burns Latino Studies Academy",="White",27,52.9
,="Burr School",="White",47,79.7
,="Capital Preparatory Magnet School",="White",11,42.3
,="Clark School",="White",25,64.1
,="Classical Magnet School",="White",51,83.6
,="Culinary Arts Academy at Weaver High School",="White",20,71.4
,="Dr. Joseph Bellizzi Middle School",="White",15,75.0
,="Environmental Sciences Magnet at Hooker School",="White",20,62.5
,="Expeditionary Learning Academy at Moylan School",="White",37,66.1
,="Global Communications Academy",="White",30,78.9
,="HPHS Engineering and Green Technology Academy",="White",26,72.2
,="HPHS Freshmen Academy",="White",21,65.6
,="HPHS Law and Government Academy",="White",26,76.5
,="HPHS Nursing and Health Sciences Academy",="White",27,81.8
,="Hartford Magnet Trinity College Academy",="White",49,79.0
,="Hartford Transitional Learning Academy (Elementary)",="White",5,62.5
,="Hartford Transitional Learning Academy (Secondary)",="White",1,33.3
,="High School, Inc.",="White",12,46.2
,="Journalism and Media Academy Magnet School",="White",20,87.0
,="Kennelly School",="White",48,84.2
,="Kinsella Magnet School of Performing Arts",="White",55,90.2
,="M. D. Fox School",="White",43,66.2
,="M. L. King, Jr. School",="White",26,60.5
,="McDonough Middle School",="White",31,86.1
,="Milner School",="White",21,61.8
,="Montessori Magnet at Fisher School",="White",13,76.5
,="Naylor/CCSU Leadership Academy",="White",44,86.3
,="OPPortunity High School",="White",9,52.9
,="Parkville Community School",="White",31,70.5
,="Pathways Academy of Technology and Design",="White",26,72.2
,="Rawson School",="White",24,60.0
,="SAND School",="White",21,56.8
,="STEM Magnet at Fisher School",="White",24,70.6
,="Sanchez School",="White",23,57.5
,="Sarah J Rawson Middle Grades Academy",="White",8,42.1
,="Simpson-Waverly School",="White",23,56.1
,="Sports and Medical Sciences Academy",="White",47,79.7
,="University High School of Science and Engineering",="White",25,78.1
,="Weaver High School",="White",9,50.0
,="Webster Micro Society Magnet School",="White",49,89.1
,="West Middle School",="White",48,85.7
,="Wish Museum School",="White",27,62.8
="Hartland School District",="Hartland School",="White",27,100.0
="Hebron School District",="Gilead Hill School",="White",39,100.0
,="Hebron Elementary School",="White",50,92.6
="Highville Charter School District",="Highville Charter School",="White",20,90.9
="Integrated Day Charter School District",="Integrated Day Charter School",="White",22,95.7
="Interdistrict School for Arts and Comm District",="Interdistrict School For Arts And Communication",="White",22,95.7
="Jumoke Academy District",="Jumoke Academy",="White",15,48.4
="Kent School District",="Kent Center School",="White",33,97.1
="Killingly School District",="Goodyear Early Childhood Center",="White",13,100.0
,="Killingly Central School",="White",39,97.5
,="Killingly High School",="White",82,98.8
,="Killingly Intermediate School",="White",75,98.7
,="Killingly Memorial School",="White",41,100.0
="Learn",="Connecticut River Academy",="White",13,100.0
,="Dual Language & Arts Magnet Middle School",="White",5,71.4
,="Learn Special Education",="White",26,96.3
,="Regional Multicultural Magnet School",="White",39,90.7
,="The Friendship School",="White",43,97.7
="Lebanon School District",="Lebanon Elementary School",="White",40,100.0
,="Lebanon Middle School",="White",39,95.1
,="Lyman Memorial High School",="White",51,92.7
="Ledyard School District",="Gales Ferry School",="White",28,100.0
,="Gallup Hill School",="White",36,97.3
,="Juliet W. Long School",="White",31,96.9
,="Ledyard Center School",="White",38,100.0
,="Ledyard High School",="White",84,96.6
,="Ledyard Middle School",="White",38,97.4
="Lisbon School District",="Community Connection - The Big Picture High School",="White",4,100.0
,="Lisbon Central School",="White",50,100.0
="Litchfield School District",="Center School",="White",34,100.0
,="Litchfield High School",="White",57,96.6
,="Litchfield Intermediate School",="White",26,100.0
="Madison School District",="Daniel Hand High School",="White",120,97.6
,="Dr. Robert H. Brown Middle School",="White",67,100.0
,="Island Avenue Elementary School",="White",29,100.0
,="J. Milton Jeffrey Elementary School",="White",46,100.0
,="Kathleen H. Ryerson Elementary School",="White",32,100.0
,="Town Campus Learning Center",="White",5,100.0
,="Walter C. Polson Upper Middle School",="White",64,95.5
="Manchester School District",="Nathan Hale School",="White",23,95.8
,="Bowers School",="White",34,94.4
,="Buckley School",="White",33,94.3
,="Elisabeth M. Bennet Academy",="White",46,95.8
,="Highland Park School",="White",24,100.0
,="Illing Middle School",="White",73,85.9
,="Keeney School",="White",34,97.1
,="Manchester High School",="White",174,90.2
,="Manchester Preschool Center",="White",17,94.4
,="Manchester Regional Academy",="White",21,95.5
,="Martin School",="White",28,100.0
,="Robertson School",="White",31,86.1
,="Verplanck School",="White",38,97.4
,="Waddell School",="White",32,91.4
,="Washington School",="White",27,87.1
="Mansfield School District",="Annie E. Vinton School",="White",27,100.0
,="Dorothy C. Goodwin School",="White",26,100.0
,="Mansfield Middle School",="White",63,94.0
,="Southeast Elementary School",="White",28,96.6
="Marlborough School District",="Elmer Thienes-Mary Hall Elementary School",="White",54,98.2
="Meriden School District",="Nathan Hale School",="White",48,94.1
,="Benjamin Franklin School",="White",44,91.7
,="Casimir Pulaski School",="White",52,94.5
,="Francis T. Maloney High School",="White",101,86.3
,="Hanover School",="White",40,83.3
,="Israel Putnam School",="White",43,95.6
,="John Barry School",="White",43,91.5
,="Lincoln Middle School",="White",68,88.3
,="Orville H. Platt High School",="White",96,88.9
,="Roger Sherman School",="White",44,93.6
,="Thomas Hooker School",="White",34,81.0
,="Washington Middle School",="White",83,87.4
="Middletown School District",="Bielefield School",="White",33,91.7
,="Farm Hill School",="White",36,100.0
,="Keigwin Middle School",="White",34,94.4
,="Lawrence School",="White",28,87.5
,="MacDonough School",="White",26,92.9
,="Middletown High School",="White",110,92.4
,="Moody School",="White",29,93.5
,="Snow School",="White",38,97.4
,="Spencer School",="White",30,88.2
,="Wesley School",="White",28,96.6
,="Woodrow Wilson Middle School",="White",60,88.2
="Milford School District",="Calf Pen Meadow School",="White",35,100.0
,="East Shore Middle School",="White",61,100.0
,="Harborside Middle School",="White",58,96.7
,="J. F. Kennedy School",="White",39,100.0
,="Jonathan Law High School",="White",102,97.1
,="Joseph A. Foran High School",="White",96,97.0
,="Live Oaks School",="White",35,100.0
,="Mathewson School",="White",44,100.0
,="Meadowside School",="White",42,100.0
,="Orange Avenue School",="White",48,100.0
,="Orchard Hills School",="White",38,100.0
,="Pumpkin Delight School",="White",41,100.0
,="The Academy",="White",13,100.0
,="West Shore Middle School",="White",60,93.8
="Monroe School District",="Chalk Hill School",="White",24,96.0
,="Fawn Hollow Elementary School",="White",48,96.0
,="Jockey Hollow School",="White",50,100.0
,="Masuk High School",="White",109,99.1
,="Monroe Elementary School",="White",33,100.0
,="Stepney Elementary School",="White",38,100.0
="Montville School District",="Dr. Charles E. Murphy School",="White",35,94.6
,="Leonard J. Tyl Middle School",="White",65,97.0
,="Mohegan School",="White",39,100.0
,="Montville High School",="White",80,97.6
,="Oakdale School",="White",39,97.5
,="Palmer Academy",="White",6,100.0
="Naugatuck School District",="Andrew Avenue School",="White",21,100.0
,="Central Avenue Preschool",="White",11,100.0
,="Central Avenue School",="White",22,100.0
,="City Hill Middle School",="White",56,96.6
,="Cross Street Intermediate School",="White",28,100.0
,="Hillside Intermediate School",="White",27,96.4
,="Hop Brook Elementary School",="White",26,100.0
,="Maple Hill School",="White",32,97.0
,="Naugatuck High School",="White",105,97.2
,="Salem School",="White",22,95.7
,="Western School",="White",25,100.0
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="White",24,80.0
="New Britain School District",="Chamberlain Elementary School",="White",40,93.0
,="Frank J. DiLoreto School",="White",37,58.7
,="Gaffney School",="White",42,93.3
,="Holmes School",="White",31,81.6
,="House of Arts Letters and Science (HALS) Academy",="White",11,84.6
,="Jefferson School",="White",28,84.8
,="Lincoln School",="White",31,68.9
,="New Britain High School",="White",171,80.7
,="Northend School",="White",21,84.0
,="Pulaski Middle School",="White",49,76.6
,="Roosevelt Middle School",="White",32,69.6
,="Slade Middle School",="White",48,88.9
,="Smalley Academy",="White",49,90.7
,="Smith School",="White",48,90.6
,="Vance School",="White",36,92.3
="New Canaan School District",="East School",="White",58,98.3
,="New Canaan High School",="White",118,95.2
,="Saxe Middle School",="White",131,98.5
,="South School",="White",63,98.4
,="West School",="White",59,96.7
="New Fairfield School District",="Consolidated School",="White",53,100.0
,="Meeting House Hill School",="White",51,96.2
,="New Fairfield High School",="White",89,100.0
,="New Fairfield Middle School",="White",66,97.1
="New Hartford School District",="Ann Antolini School",="White",32,97.0
,="Bakerville Consolidated School",="White",14,100.0
,="Bridges I",="White",2,100.0
,="New Hartford Elementary School",="White",17,100.0
="New Haven School District",="Edgewood School",="White",32,88.9
,="Nathan Hale School",="White",40,93.0
,="Augusta Lewis Troup School",="White",40,76.9
,="Barnard Environmental Magnet School",="White",45,86.5
,="Beecher School",="White",32,71.1
,="Benjamin Jepson Magnet School",="White",43,91.5
,="Betsy Ross Arts Magnet School",="White",31,59.6
,="Bishop Woods Architecture and Design Magnet School",="White",31,86.1
,="Brennan Rogers School",="White",43,75.4
,="Celentano BioTech, Health and Medical Magnet School",="White",30,69.8
,="Clinton Avenue School",="White",33,70.2
,="Columbus Family Academy",="White",22,56.4
,="Conte/West Hills Magnet School",="White",46,79.3
,="Cooperative High School",="White",49,76.6
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="White",13,65.0
,="Davis 21st Century Magnet Elementary School",="White",29,74.4
,="Domus Academy",="White",9,69.2
,="Early Learning Center",="White",4,80.0
,="East Rock Community Magnet School",="White",48,87.3
,="Engineering - Science University Magnet School",="White",18,66.7
,="Fair Haven School",="White",51,68.9
,="Headstart",="White",8,61.5
,="Helene Grant HeadStart",="White",11,78.6
,="High School In The Community",="White",27,75.0
,="Hill Central Music Academy",="White",37,71.2
,="Hill Regional Career High School",="White",51,75.0
,="James Hillhouse High School",="White",61,56.0
,="John C. Daniels",="White",33,63.5
,="John S. Martinez Sea and Sky STEM School",="White",40,78.4
,="King/Robinson Magnet School",="White",32,59.3
,="Lincoln-Bassett School",="White",23,62.2
,="Mauro-Sheridan Magnet School",="White",48,81.4
,="Metropolitan Business Academy",="White",33,86.8
,="New Haven Academy",="White",23,82.1
