"Educator Race/Ethnicity Report for 2010-11"

"District","School","Race","Count","% of Total"
="Manchester School District",="Bowers School",="Asian",1,2.8
,="Illing Middle School",="Asian",1,1.2
,="Manchester High School",="Asian",2,1.0
,="Robertson School",="Asian",1,2.8
,="Verplanck School",="Asian",1,2.6
="Marlborough School District",="Elmer Thienes-Mary Hall Elementary School",="Asian",1,1.8
="Meriden School District",="Francis T. Maloney High School",="Asian",2,1.7
,="Hanover School",="Asian",1,2.1
,="Lincoln Middle School",="Asian",1,1.3
,="Orville H. Platt High School",="Asian",2,1.9
,="Washington Middle School",="Asian",1,1.1
="Middletown School District",="Bielefield School",="Asian",2,5.6
,="Keigwin Middle School",="Asian",2,5.6
,="Lawrence School",="Asian",1,3.1
,="Middletown High School",="Asian",1,0.8
,="Moody School",="Asian",1,3.2
,="Spencer School",="Asian",2,5.9
="Monroe School District",="Fawn Hollow Elementary School",="Asian",1,2.0
="Montville School District",="Leonard J. Tyl Middle School",="Asian",1,1.5
,="Oakdale School",="Asian",1,2.5
="Naugatuck School District",="Naugatuck High School",="Asian",1,0.9
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="Asian",1,3.3
="New Britain School District",="Chamberlain Elementary School",="Asian",1,2.3
,="House of Arts Letters and Science (HALS) Academy",="Asian",2,15.4
,="Jefferson School",="Asian",1,3.0
,="Lincoln School",="Asian",1,2.2
,="New Britain High School",="Asian",3,1.4
,="Roosevelt Middle School",="Asian",1,2.2
,="Slade Middle School",="Asian",1,1.9
="New Canaan School District",="New Canaan High School",="Asian",1,0.8
,="West School",="Asian",1,1.6
="New Fairfield School District",="Meeting House Hill School",="Asian",1,1.9
="New Haven School District",="Betsy Ross Arts Magnet School",="Asian",3,5.8
,="Bishop Woods Architecture and Design Magnet School",="Asian",1,2.8
,="Clinton Avenue School",="Asian",1,2.1
,="Conte/West Hills Magnet School",="Asian",2,3.4
,="Cooperative High School",="Asian",2,3.1
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Asian",1,5.0
,="Domus Academy",="Asian",1,7.7
,="Fair Haven School",="Asian",1,1.4
,="Headstart",="Asian",1,7.7
,="Hill Regional Career High School",="Asian",1,1.5
,="James Hillhouse High School",="Asian",1,0.9
,="John C. Daniels",="Asian",1,1.9
,="John S. Martinez Sea and Sky STEM School",="Asian",1,2.0
,="King/Robinson Magnet School",="Asian",1,1.9
,="Mauro-Sheridan Magnet School",="Asian",1,1.7
,="New Haven Academy",="Asian",1,3.6
,="Riverside Education Academy",="Asian",1,4.3
,="Truman School",="Asian",1,2.0
,="Wexler/Grant Community School",="Asian",1,2.3
,="Wilbur Cross High School",="Asian",4,2.5
="New London School District",="Jennings School",="Asian",1,2.7
,="Nathan Hale Arts Magnet School",="Asian",1,3.7
,="New London High School",="Asian",1,1.1
="Newington School District",="John Wallace Middle School",="Asian",1,1.4
,="Newington High School",="Asian",3,2.4
="Newtown School District",="Newtown High School",="Asian",5,3.3
="North Branford School District",="Totoket Valley Elementary School",="Asian",1,2.2
="North Haven School District",="Clintonville Elementary School",="Asian",1,2.8
,="North Haven High School",="Asian",1,0.9
,="North Haven Middle School",="Asian",1,1.3
="Norwalk School District",="Brien McMahon High School",="Asian",5,3.5
,="Fox Run Elementary School",="Asian",1,2.6
,="Jefferson Magnet School",="Asian",1,2.2
,="Marvin Elementary School",="Asian",1,2.7
,="Nathan Hale Middle School",="Asian",2,3.1
,="Ponus Ridge Middle School",="Asian",1,1.4
,="Roton Middle School",="Asian",2,3.7
,="Rowayton School",="Asian",1,2.4
,="West Rocks Middle School",="Asian",2,3.0
="Norwich Free Academy District",="Norwich Free Academy",="Asian",4,2.1
="Norwich School District",="Deborah-Tennant Zinewicz School",="Asian",1,12.5
,="Moriarty Magnet School",="Asian",1,2.6
,="Samuel Huntington School",="Asian",2,6.5
,="Teachers' Memorial Middle School",="Asian",1,2.2
="Orange School District",="Peck Place School",="Asian",1,2.3
="Plainfield School District",="Plainfield High School",="Asian",1,1.3
="Plymouth School District",="Terryville High School",="Asian",1,2.0
="Regional School District 01",="Housatonic Valley Regional High School",="Asian",1,1.8
="Regional School District 04",="Valley Regional High School",="Asian",1,1.7
="Regional School District 05",="Amity Middle School: Bethany",="Asian",1,2.3
,="Amity Middle School: Orange",="Asian",1,2.3
,="Amity Regional High School",="Asian",2,1.3
="Regional School District 07",="Northwestern Regional High School",="Asian",1,1.4
,="Northwestern Regional Middle School",="Asian",1,2.0
="Regional School District 10",="Lake Garda Elementary School",="Asian",1,1.8
,="Lewis S. Mills High School",="Asian",1,1.2
="Regional School District 15",="Memorial Middle School",="Asian",1,2.0
,="Rochambeau Middle School",="Asian",2,3.6
="Regional School District 17",="Burr District Elementary School",="Asian",1,2.8
="Regional School District 18",="Center School",="Asian",1,3.4
,="Lyme-Old Lyme High School",="Asian",1,2.0
,="Lyme-Old Lyme Middle School",="Asian",1,2.5
="Ridgefield School District",="Barlow Mountain Elementary School",="Asian",1,2.5
,="Branchville Elementary School",="Asian",1,2.8
,="Ridgefield High School",="Asian",2,1.3
,="Scotts Ridge Middle School",="Asian",1,1.8
="Salisbury School District",="Salisbury Central School",="Asian",1,2.6
="Seymour School District",="Bungay School",="Asian",1,2.4
="Shelton School District",="Mohegan School",="Asian",1,3.2
,="Shelton High School",="Asian",1,0.8
="Sherman School District",="Sherman School",="Asian",1,2.2
="Simsbury School District",="Latimer Lane School",="Asian",1,2.0
,="Simsbury High School",="Asian",4,2.8
,="Tootin' Hills School",="Asian",1,1.9
="South Windsor School District",="Eli Terry School",="Asian",1,2.6
,="South Windsor High School",="Asian",2,1.5
="Southington School District",="Thalberg Elementary School",="Asian",1,2.6
="Sprague School District",="Sayles School",="Asian",1,3.0
="Stafford School District",="Stafford High School",="Asian",1,2.0
="Stamford School District",="Cloonan School",="Asian",2,3.2
,="Davenport Ridge School",="Asian",1,1.9
,="Dolan School",="Asian",1,1.5
,="Hart School",="Asian",1,2.0
,="Julia A. Stark School",="Asian",2,3.6
,="K. T. Murphy School",="Asian",1,1.9
,="Rippowam Middle School",="Asian",2,2.7
,="Rogers International School",="Asian",3,4.7
,="Scofield Middle School",="Asian",1,1.5
,="Springdale School",="Asian",1,2.0
,="Stamford High School",="Asian",1,0.7
,="Stillmeadow School",="Asian",1,1.7
,="The Academy of Information Technology",="Asian",4,6.0
,="Toquam Magnet School",="Asian",1,1.9
,="Westhill High School",="Asian",5,2.8
,="Westover School",="Asian",1,1.5
="State of Connecticut",="",="Asian",.,0.9
="Stonington School District",="Mystic Middle School",="Asian",2,4.7
,="Pawcatuck Middle School",="Asian",2,5.0
,="Stonington High School",="Asian",2,2.5
="Stratford School District",="Bunnell High School",="Asian",1,1.0
,="Franklin School",="Asian",1,3.1
,="Nichols School",="Asian",1,2.9
="Suffield School District",="Suffield High School",="Asian",1,1.3
,="Suffield Middle School",="Asian",2,3.1
="Tolland School District",="Tolland Intermediate School",="Asian",1,1.7
,="Tolland Middle School",="Asian",1,1.7
="Torrington School District",="East School",="Asian",1,2.4
,="Southwest School",="Asian",1,2.6
,="Torringford School",="Asian",1,1.8
="Trumbull School District",="Frenchtown Elementary School",="Asian",2,2.7
,="Hillcrest Middle School",="Asian",2,2.8
,="Trumbull High School",="Asian",1,0.5
="Unified School District #1",="Manson Youth Institution",="Asian",2,4.3
="Unified School District #2",="Walter G. Cady School",="Asian",1,2.2
="Vernon School District",="Northeast School",="Asian",1,3.6
,="Rockville High School",="Asian",1,0.9
="Wallingford School District",="Parker Farms School",="Asian",1,2.7
="Waterbury School District",="West Side Middle School",="Asian",2,1.9
,="Crosby High School",="Asian",2,1.7
,="Driggs School",="Asian",1,1.9
,="H. S. Chase School",="Asian",1,1.7
,="Maloney Interdistrict Magnet School",="Asian",1,1.9
,="Michael F. Wallace Middle School",="Asian",2,1.9
,="Waterbury Arts Magnet School (High)",="Asian",1,1.7
,="Wilby High School",="Asian",3,2.7
="Waterford School District",="Waterford High School",="Asian",1,1.0
="Watertown School District",="John Trumbull Primary School",="Asian",1,1.8
="West Hartford School District",="Braeburn School",="Asian",1,2.7
,="Bristow Middle School",="Asian",2,4.0
,="Bugbee School",="Asian",1,2.9
,="Conard High School",="Asian",2,1.4
,="Duffy School",="Asian",1,1.9
,="Hall High School",="Asian",3,2.3
,="Sedgwick Middle School",="Asian",1,1.0
,="Smith School",="Asian",1,2.6
,="Webster Hill School",="Asian",1,2.2
="Weston School District",="Hurlbutt Elementary School",="Asian",1,2.1
,="Weston High School",="Asian",2,2.6
,="Weston Intermediate School",="Asian",1,1.6
,="Weston Middle School",="Asian",1,1.6
="Westport School District",="Bedford Middle School",="Asian",1,1.0
,="Coleytown Middle School",="Asian",1,1.4
,="King's Highway Elementary School",="Asian",1,1.6
,="Staples High School",="Asian",1,0.5
="Wethersfield School District",="Alfred W. Hanmer School",="Asian",1,2.4
,="Charles Wright School",="Asian",1,3.0
,="Samuel B. Webb Elementary School",="Asian",1,2.6
,="Wethersfield High School",="Asian",2,1.8
="Wilton School District",="Cider Mill School",="Asian",1,1.1
,="Middlebrook School",="Asian",1,1.0
="Windham School District",="W. B. Sweeney School",="Asian",1,2.9
,="Windham Early Childhood Prospect Street",="Asian",1,7.7
,="Windham High School",="Asian",3,3.4
="Windsor School District",="Clover Street School",="Asian",1,2.6
,="Roger Wolcott Early Child Center",="Asian",1,3.8
,="Sage Park Middle School",="Asian",2,1.9
,="Windsor High School",="Asian",3,2.1
="Woodbridge School District",="Beecher Road Intermediate School",="Asian",1,2.3
="Woodstock Academy District",="Woodstock Academy",="Asian",2,2.0
="Woodstock School District",="Woodstock Elementary School",="Asian",1,2.6

