"Educator Race/Ethnicity Report for 2006-07"

"District","School","Race","Count","% of Total"
,="Riverside School",="Black or African American",2,4.7
,="Western Middle School",="Black or African American",4,6.6
="Groton School District",="Carl C. Cutler Middle School",="Black or African American",2,4.2
,="Fitch Middle School",="Black or African American",2,3.8
,="Groton Heights School",="Black or African American",1,4.8
,="Noank School",="Black or African American",2,5.7
,="Robert E. Fitch High School",="Black or African American",1,0.8
,="S. B. Butler School",="Black or African American",2,5.9
,="West Side Middle School",="Black or African American",2,4.7
="Guilford School District",="A. Baldwin Middle School",="Black or African American",1,1.7
,="A. W. Cox School",="Black or African American",1,3.0
="Hamden School District",="Bear Path School",="Black or African American",1,2.3
,="Church Street School",="Black or African American",3,8.3
,="Dunbar Hill School",="Black or African American",2,6.7
,="Hamden High School",="Black or African American",9,5.1
,="Hamden Middle School",="Black or African American",8,8.2
,="Helen Street School",="Black or African American",2,6.5
,="Ridge Hill School",="Black or African American",3,9.4
,="Shepherd Glen School",="Black or African American",1,3.6
,="Spring Glen School",="Black or African American",2,6.9
="Hartford School District",="Asian Studies Academy at Bellizzi School",="Black or African American",3,6.7
,="Barnard-Brown School",="Black or African American",3,6.3
,="Batchelder School",="Black or African American",5,10.2
,="Breakthrough Magnet School",="Black or African American",2,7.1
,="Bulkeley High School Lower School",="Black or African American",6,4.5
,="Burns Latino Studies Academy",="Black or African American",2,3.5
,="Burr School",="Black or African American",3,6.4
,="Capital Preparatory Magnet School",="Black or African American",9,40.9
,="Clark School",="Black or African American",9,22.5
,="Classical Magnet School",="Black or African American",7,13.7
,="Dr. Joseph Bellizzi Middle School",="Black or African American",11,15.7
,="Environmental Sciences Magnet at Hooker School",="Black or African American",2,5.4
,="Expeditionary Learning Academy at Moylan School",="Black or African American",1,1.6
,="Fox Middle School",="Black or African American",31,44.3
,="Hartford Magnet Trinity College Academy",="Black or African American",3,5.5
,="Hartford Public High School",="Black or African American",14,11.6
,="Hartford Transitional Learning Academy (Elementary)",="Black or African American",3,8.3
,="Hartford Transitional Learning Academy (Secondary)",="Black or African American",6,25.0
,="Kennelly School",="Black or African American",5,7.8
,="Kinsella Magnet School of Performing Arts",="Black or African American",4,7.5
,="M. D. Fox School",="Black or African American",3,3.8
,="M. L. King, Jr. School",="Black or African American",23,36.5
,="McDonough Middle School",="Black or African American",2,4.2
,="Milner School",="Black or African American",8,15.7
,="Naylor/CCSU Leadership Academy",="Black or African American",5,9.8
,="Parkville Community School",="Black or African American",4,7.5
,="Pathways Academy of Technology and Design",="Black or African American",2,6.3
,="Quirk Middle School",="Black or African American",12,14.8
,="Rawson School",="Black or African American",14,35.0
,="SAND School",="Black or African American",11,30.6
,="STEM Magnet at Fisher School",="Black or African American",22,37.3
,="Simpson-Waverly School",="Black or African American",17,36.2
,="Twain School",="Black or African American",15,51.7
,="University High School of Science and Engineering",="Black or African American",2,7.1
,="Weaver High School",="Black or African American",43,38.7
,="Webster Micro Society Magnet School",="Black or African American",6,11.5
,="West Middle School",="Black or African American",4,6.5
,="Wish Museum School",="Black or African American",8,17.4
="Hebron School District",="Hebron Elementary School",="Black or African American",1,1.9
="Highville Mustard Seed Charter School District",="Highville Mustard Seed Charter School",="Black or African American",1,4.8
="Jumoke Academy District",="Jumoke Academy",="Black or African American",5,23.8
="Learn",="Learn Special Education",="Black or African American",1,3.6
,="Regional Multicultural Magnet School",="Black or African American",1,2.4
="Ledyard School District",="Ledyard High School",="Black or African American",1,1.0
,="Ledyard Middle School",="Black or African American",2,4.7
="Manchester School District",="Bowers School",="Black or African American",2,4.4
,="Buckley School",="Black or African American",1,2.2
,="Illing Middle School",="Black or African American",7,6.9
,="Manchester High School",="Black or African American",10,5.2
,="Nathan Hale School",="Black or African American",1,2.9
,="Waddell School",="Black or African American",2,4.4
,="Washington School",="Black or African American",3,7.3
="Mansfield School District",="Mansfield Middle School",="Black or African American",2,2.9
="Meriden School District",="Benjamin Franklin School",="Black or African American",3,6.7
,="Casimir Pulaski School",="Black or African American",1,1.7
,="Francis T. Maloney High School",="Black or African American",1,0.8
,="Israel Putnam School",="Black or African American",1,2.1
,="John Barry School",="Black or African American",2,3.8
,="Lincoln Middle School",="Black or African American",1,1.2
,="Orville H. Platt High School",="Black or African American",3,2.7
,="Washington Middle School",="Black or African American",2,2.0
="Middletown School District",="Bielefield School",="Black or African American",1,3.1
,="Farm Hill School",="Black or African American",1,2.9
,="Keigwin Middle School",="Black or African American",1,2.9
,="Lawrence School",="Black or African American",3,7.7
,="Middletown High School",="Black or African American",1,0.9
,="Moody School",="Black or African American",1,2.9
,="Spencer School",="Black or African American",1,2.9
,="Wesley School",="Black or African American",1,3.0
,="Woodrow Wilson Middle School",="Black or African American",6,8.8
="Milford School District",="Harborside Middle School",="Black or African American",1,1.5
,="Jonathan Law High School",="Black or African American",1,1.0
,="Joseph A. Foran High School",="Black or African American",2,2.0
,="Orange Avenue School",="Black or African American",1,2.4
="Montville School District",="Dr. Charles E. Murphy School",="Black or African American",1,2.4
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="Black or African American",5,19.2
="New Britain School District",="Chamberlain Elementary School",="Black or African American",2,3.9
,="Gaffney School",="Black or African American",1,2.2
,="Jefferson School",="Black or African American",1,2.9
,="New Britain High School",="Black or African American",13,5.9
,="Northend School",="Black or African American",3,13.0
,="Pulaski Middle School",="Black or African American",5,6.4
,="Roosevelt Middle School",="Black or African American",9,14.5
,="Slade Middle School",="Black or African American",3,4.0
,="Smalley Academy",="Black or African American",2,4.1
,="Smith School",="Black or African American",3,5.7
="New Canaan School District",="New Canaan High School",="Black or African American",1,0.8
,="Saxe Middle School",="Black or African American",2,1.5
="New Haven School District",="Nathan Hale School",="Black or African American",1,2.3
,="Augusta Lewis Troup School",="Black or African American",13,25.0
,="Barnard Environmental Magnet School",="Black or African American",1,3.4
,="Beecher School",="Black or African American",7,25.9
,="Benjamin Jepson Magnet School",="Black or African American",1,2.3
,="Betsy Ross Arts Magnet School",="Black or African American",17,29.8
,="Bishop Woods Architecture and Design Magnet School",="Black or African American",2,6.9
,="Celentano BioTech, Health and Medical Magnet School",="Black or African American",8,16.7
,="Clarence Rogers School",="Black or African American",4,21.1
,="Columbus Family Academy",="Black or African American",1,3.3
,="Conte/West Hills Magnet School",="Black or African American",6,11.8
,="Cooperative High School",="Black or African American",7,14.9
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Black or African American",5,25.0
,="Davis 21st Century Magnet Elementary School",="Black or African American",6,19.4
,="Early Learning Center",="Black or African American",1,33.3
,="East Rock Community Magnet School",="Black or African American",14,17.7
,="Edgewood School",="Black or African American",4,10.8
,="Fair Haven School",="Black or African American",10,12.2
,="Headstart",="Black or African American",2,50.0
,="High School In The Community",="Black or African American",5,14.3
,="Hill Central Music Academy",="Black or African American",5,9.4
,="Hill Regional Career High School",="Black or African American",12,16.9
,="James Hillhouse High School",="Black or African American",37,33.6
,="John C. Daniels",="Black or African American",4,8.5
,="John S. Martinez Sea and Sky STEM School",="Black or African American",4,9.5
,="Katherine Brennan School",="Black or African American",17,41.5
,="King/Robinson Magnet School",="Black or African American",20,40.8
,="Lincoln-Bassett School",="Black or African American",13,31.0
,="Metropolitan Business Academy",="Black or African American",4,16.7
,="New Haven Academy",="Black or African American",3,15.0
,="Polly T. McCabe Center",="Black or African American",4,36.4
,="Primary Learning Academy",="Black or African American",2,100.0
,="Prince School",="Black or African American",2,16.7
,="Riverside Education Academy",="Black or African American",10,41.7
,="Roberto Clemente Leadership Academy for Global Awareness",="Black or African American",18,31.6
,="Ross/Woodward School",="Black or African American",12,24.5
,="Sheridan Communications and Technology Magnet School",="Black or African American",4,12.1
,="Sound School",="Black or African American",1,2.2
,="Timothy Dwight School",="Black or African American",10,27.8
,="Truman School",="Black or African American",6,12.2
,="Urban Youth Center Middle School",="Black or African American",9,52.9
,="Vincent E. Mauro Elementary Math, Science and Technology Magnet School",="Black or African American",8,20.0
,="West Rock Authors Academy",="Black or African American",7,38.9
,="Wexler/Grant Community School",="Black or African American",14,33.3
,="Wilbur Cross High School",="Black or African American",27,16.1
,="Worthington Hooker School",="Black or African American",1,2.5
="New London School District",="Bennie Dover Jackson Middle School",="Black or African American",10,14.5
,="Jennings School",="Black or African American",1,2.9
,="Nathan Hale Arts Magnet School",="Black or African American",3,9.1
,="New London High School",="Black or African American",5,6.3
,="Winthrop STEM Elementary Magnet School",="Black or African American",4,12.9
="Newington School District",="Anna Reynolds School",="Black or African American",1,2.3
,="Elizabeth Green School",="Black or African American",1,2.9
,="John Paterson School",="Black or African American",1,2.0
,="Martin Kellogg Middle School",="Black or African American",2,2.8
="Newtown School District",="Reed Intermediate School",="Black or African American",1,1.3
,="Sandy Hook Elementary School",="Black or African American",1,1.9
="North Haven School District",="North Haven High School",="Black or African American",2,1.8
="Norwalk School District",="Brien McMahon High School",="Black or African American",5,4.1
,="Brookside Elementary School",="Black or African American",5,13.2
,="Columbus Magnet School",="Black or African American",2,6.7
,="Cranbury Elementary School",="Black or African American",1,2.6
,="Fox Run Elementary School",="Black or African American",3,8.1
,="Jefferson Magnet School",="Black or African American",1,2.4
,="Kendall Elementary School",="Black or African American",1,2.4
,="Marvin Elementary School",="Black or African American",2,4.9
,="Naramake Elementary School",="Black or African American",2,5.9
,="Nathan Hale Middle School",="Black or African American",6,9.1
,="Norwalk High School",="Black or African American",10,7.0
,="Norwalk Pathways Academy at Briggs",="Black or African American",7,36.8
,="Ponus Ridge Middle School",="Black or African American",9,13.2
,="Roton Middle School",="Black or African American",4,6.8
,="Rowayton School",="Black or African American",1,2.6
,="Tracey School",="Black or African American",3,8.1
,="West Rocks Middle School",="Black or African American",6,8.2
,="Wolfpit School",="Black or African American",3,7.9
="Norwich Free Academy District",="Norwich Free Academy",="Black or African American",7,3.7
="Norwich School District",="Samuel Huntington School",="Black or African American",1,3.1
,="Thames River Academy",="Black or African American",1,16.7
,="Uncas Network School",="Black or African American",1,4.3
,="Veterans' Memorial School",="Black or African American",2,7.4
="Park City Prep Charter School District",="Park City Prep Charter School",="Black or African American",1,10.0
="Plainville School District",="Frank T. Wheeler School",="Black or African American",1,2.9
="Preston School District",="Preston Veterans' Memorial School",="Black or African American",1,3.0
="Putnam School District",="Putnam Middle School",="Black or African American",1,3.4
="Regional School District 05",="Amity Regional High School",="Black or African American",1,0.6
="Regional School District 07",="Northwestern Regional Middle School",="Black or African American",1,1.8
="Regional School District 08",="RHAM Middle School",="Black or African American",1,1.6
="Regional School District 10",="Lewis S. Mills High School",="Black or African American",1,1.3
="Regional School District 14",="Nonnewaug High School",="Black or African American",1,1.4
="Regional School District 15",="Memorial Middle School",="Black or African American",1,2.0
,="Pomperaug Regional High School",="Black or African American",1,0.9
,="Rochambeau Middle School",="Black or African American",2,3.7
="Regional School District 17",="Haddam Elementary School",="Black or African American",1,2.6
="Ridgefield School District",="Ridgefield High School",="Black or African American",1,0.6
="Seymour School District",="Seymour High School",="Black or African American",1,1.4
="Simsbury School District",="Henry James Memorial School",="Black or African American",1,1.2
,="Squadron Line School",="Black or African American",1,1.4
="Somers School District",="Somers Elementary School",="Black or African American",1,1.6
="South Windsor School District",="Philip R. Smith School",="Black or African American",2,5.6
,="Pleasant Valley School",="Black or African American",1,2.8
,="South Windsor High School",="Black or African American",1,0.7
="Southington School District",="John F. Kennedy Middle School",="Black or African American",1,1.3
,="Joseph A. Depaolo Middle School",="Black or African American",1,1.4
,="Plantsville Elementary School",="Black or African American",1,4.3
,="Southington High School",="Black or African American",2,1.0
="Stamford Academy District",="Stamford Academy",="Black or African American",2,18.2
="Stamford School District",="Cloonan School",="Black or African American",5,7.7
,="Davenport Ridge School",="Black or African American",3,5.3
,="Dolan School",="Black or African American",2,3.3
,="Hart School",="Black or African American",6,11.5
,="Julia A. Stark School",="Black or African American",3,5.0
,="K. T. Murphy School",="Black or African American",2,3.8
,="Newfield School",="Black or African American",4,7.5
,="Northeast School",="Black or African American",3,4.5
,="Rippowam Middle School",="Black or African American",4,4.6
,="Rogers International School",="Black or African American",5,8.1
,="Roxbury School",="Black or African American",2,3.1
,="Scofield Middle School",="Black or African American",4,6.7
,="Springdale School",="Black or African American",4,7.3
,="Stamford High School",="Black or African American",15,8.5
,="Stillmeadow School",="Black or African American",4,6.5
,="The Academy of Information Technology",="Black or African American",6,13.0
,="Toquam Magnet School",="Black or African American",3,6.0
,="Turn of River School",="Black or African American",4,6.0
,="Westhill High School",="Black or African American",14,7.5
,="Westover School",="Black or African American",2,3.1
="State of Connecticut",="",="Black or African American",.,3.6
="Stonington School District",="Deans Mill School",="Black or African American",1,2.3
,="Stonington High School",="Black or African American",1,1.4
="Stratford School District",="Bunnell High School",="Black or African American",1,0.9
,="Franklin School",="Black or African American",1,3.0
,="Lordship School",="Black or African American",1,4.3
,="Second Hill Lane School",="Black or African American",2,3.1
,="Stratford Academy - Johnson House",="Black or African American",5,7.9
,="Stratford High School",="Black or African American",3,3.4
,="Wilcoxson School",="Black or African American",2,6.5
="Suffield School District",="Suffield High School",="Black or African American",1,1.3
,="Suffield Middle School",="Black or African American",1,1.6
="The Bridge Academy District",="The Bridge Academy",="Black or African American",1,4.8
="Thompson School District",="Mary R. Fisher Elementary School",="Black or African American",1,2.2
="Tolland School District",="Tolland High School",="Black or African American",1,1.4
,="Tolland Intermediate School",="Black or African American",1,2.4
="Torrington School District",="Forbes School",="Black or African American",1,2.1
,="Vogel-Wetmore School",="Black or African American",1,1.8
="Trumbull School District",="Madison Middle School",="Black or African American",1,1.3
,="Trumbull High School",="Black or African American",1,0.6
="Unified School District #1",="Cheshire Correctional Institution",="Black or African American",2,15.4
,="Corrigan/Radgowski Correctional Institution",="Black or African American",1,6.3
,="Gates Correctional Institution",="Black or African American",1,10.0
,="Manson Youth Institution",="Black or African American",5,10.0
,="New Haven Correctional Center",="Black or African American",1,33.3
,="York Correctional Institution",="Black or African American",3,15.0
="Unified School District #2",="Children's Place School",="Black or African American",3,20.0
,="Riverview School",="Black or African American",1,3.7
,="Walter G. Cady School",="Black or African American",3,7.0
="Vernon School District",="Vernon Center Middle School",="Black or African American",3,3.2
="Wallingford School District",="Evarts C. Stevens School",="Black or African American",1,2.5
,="Highland School",="Black or African American",1,2.8
,="Lyman Hall High School",="Black or African American",1,0.9
,="Parker Farms School",="Black or African American",1,2.6
,="Pond Hill School",="Black or African American",1,2.6
,="Yalesville School",="Black or African American",1,2.0
="Waterbury School District",="West Side Middle School",="Black or African American",5,4.8
,="Washington School",="Black or African American",3,12.5
,="Barnard School",="Black or African American",1,4.5
,="Bucks Hill School",="Black or African American",1,1.5
,="Bunker Hill School",="Black or African American",1,2.6
,="Crosby High School",="Black or African American",3,2.7
,="Driggs School",="Black or African American",3,6.0
,="F. J. Kingsbury School",="Black or African American",3,7.9
,="Gilmartin School",="Black or African American",1,3.7
,="Hopeville School",="Black or African American",1,2.3
,="John F. Kennedy High School",="Black or African American",6,5.8
,="Maloney Interdistrict Magnet School",="Black or African American",1,2.0
,="Margaret M. Generali Elementary School",="Black or African American",2,4.2
,="Michael F. Wallace Middle School",="Black or African American",6,5.8
,="North End Middle School",="Black or African American",1,1.0
,="Regan School",="Black or African American",1,4.5
,="Rotella Interdistrict Magnet School",="Black or African American",1,1.8
,="Sprague School",="Black or African American",1,2.9
,="State Street School",="Black or African American",1,3.1
,="Walsh School",="Black or African American",4,8.3
,="Waterbury Arts Magnet School (High)",="Black or African American",3,4.8
,="Waterbury Arts Magnet School (Middle)",="Black or African American",4,7.0
,="Wendell L. Cross School",="Black or African American",3,11.5
,="Wilby High School",="Black or African American",4,3.7
="Waterford School District",="Great Neck Elementary School",="Black or African American",2,6.3
="West Hartford School District",="Charter Oak International Academy",="Black or African American",2,5.4
,="Conard High School",="Black or African American",2,1.4
,="Duffy School",="Black or African American",2,3.7
,="Hall High School",="Black or African American",3,2.2
,="Norfeldt School",="Black or African American",1,2.1
,="Sedgwick Middle School",="Black or African American",7,6.9
,="Webster Hill School",="Black or African American",1,2.2
,="Whiting Lane School",="Black or African American",2,3.2
="West Haven School District",="Washington School",="Black or African American",1,3.0
,="Anna V. Molloy School",="Black or African American",3,10.7
,="Carrigan 5/6 Intermediate School",="Black or African American",4,4.5
,="Clarence E. Thompson School",="Black or African American",1,3.1
,="Edith E. Mackrille School",="Black or African American",1,2.9
,="Forest School",="Black or African American",1,2.5
,="Harry M. Bailey Middle School",="Black or African American",1,1.3
,="Savin Rock Community School",="Black or African American",2,4.7
,="West Haven High School",="Black or African American",9,6.0
="Weston School District",="Hurlbutt Elementary School",="Black or African American",1,1.7
,="Weston Intermediate School",="Black or African American",1,1.8
,="Weston Middle School",="Black or African American",1,1.4
="Westport School District",="Bedford Middle School",="Black or African American",1,1.0
,="King's Highway Elementary School",="Black or African American",1,1.4
,="Long Lots School",="Black or African American",1,1.3
,="Staples High School",="Black or African American",1,0.6
="Wethersfield School District",="Emerson-Williams School",="Black or African American",1,2.3
,="Samuel B. Webb Elementary School",="Black or African American",1,2.2
,="Silas Deane Middle School",="Black or African American",2,3.5
,="Wethersfield High School",="Black or African American",3,2.7
="Wilton School District",="Middlebrook School",="Black or African American",2,2.1
="Windham School District",="Windham High School",="Black or African American",1,1.1
,="Windham Middle School",="Black or African American",1,1.0
="Windsor Locks School District",="Windsor Locks High School",="Black or African American",1,1.8
,="Windsor Locks Middle School",="Black or African American",2,3.8
="Windsor School District",="Clover Street School",="Black or African American",4,11.1
,="John F. Kennedy School",="Black or African American",2,4.7
,="Oliver Ellsworth School",="Black or African American",5,10.4
,="Poquonock Elementary School",="Black or African American",4,10.3
,="Sage Park Middle School",="Black or African American",3,2.7
,="Windsor High School",="Black or African American",8,5.9
="Wolcott School District",="Tyrrell Middle School",="Black or African American",1,1.6

