"Educator Race/Ethnicity Report for 2004-05"

"District","Race","Count","% of Total"
="Newtown School District",="White",434,99.1
="Norfolk School District",="White",25,100.0
="North Branford School District",="White",197,100.0
="North Canaan School District",="White",42,100.0
="North Haven School District",="White",313,96.9
="North Stonington School District",="White",92,100.0
="Norwalk School District",="White",780,85.7
="Norwich Free Academy District",="White",165,92.7
="Norwich School District",="White",311,97.8
="Odyssey Community School District",="White",13,100.0
="Office of Early Childhood (OEC)",="White",48,100.0
="Old Saybrook School District",="White",166,98.8
="Orange School District",="White",124,99.2
="Oxford School District",="White",109,99.1
="Plainfield School District",="White",212,100.0
="Plainville School District",="White",242,98.4
="Plymouth School District",="White",155,99.4
="Pomfret School District",="White",47,100.0
="Portland School District",="White",134,100.0
="Preston School District",="White",47,97.9
="Project Oceanology",="White",5,100.0
="Putnam School District",="White",128,99.2
="Redding School District",="White",119,100.0
="Regional School District 01",="White",66,98.5
="Regional School District 04",="White",96,95.1
="Regional School District 05",="White",232,96.7
="Regional School District 06",="White",104,99.1
="Regional School District 07",="White",106,98.2
="Regional School District 08",="White",145,95.4
="Regional School District 09",="White",97,98.0
="Regional School District 10",="White",241,98.0
="Regional School District 11",="White",50,98.0
="Regional School District 12",="White",115,99.1
="Regional School District 13",="White",204,99.5
="Regional School District 14",="White",183,98.4
="Regional School District 15",="White",366,98.9
="Regional School District 16",="White",220,99.6
="Regional School District 17",="White",230,97.9
="Regional School District 18",="White",166,100.0
="Regional School District 19",="White",123,97.6
="Ridgefield School District",="White",433,97.5
="Rocky Hill School District",="White",218,96.9
="Salem School District",="White",55,96.5
="Salisbury School District",="White",48,98.0
="Scotland School District",="White",23,100.0
="Seymour School District",="White",223,98.7
="Sharon School District",="White",38,100.0
="Shelton School District",="White",442,99.8
="Sherman School District",="White",42,95.5
="Side By Side Charter School District",="White",16,100.0
="Simsbury School District",="White",406,97.8
="Somers School District",="White",149,97.4
="South Windsor School District",="White",395,96.8
="Southington School District",="White",575,98.3
="Sprague School District",="White",35,94.6
="Stafford School District",="White",181,98.4
="Stamford Academy District",="White",11,91.7
="Stamford School District",="White",1275,87.4
="Sterling School District",="White",41,100.0
="Stonington School District",="White",224,99.1
="Stratford School District",="White",606,96.0
="Suffield School District",="White",199,95.7
="The Bridge Academy District",="White",8,61.5
="The Gilbert School District",="White",56,100.0
="Thomaston School District",="White",104,97.2
="Thompson School District",="White",121,98.4
="Tolland School District",="White",250,96.2
="Torrington School District",="White",376,96.9
="Trailblazers Academy District",="White",15,100.0
="Trumbull School District",="White",542,96.3
="Unified School District #1",="White",185,91.1
="Unified School District #2",="White",104,87.4
="Union School District",="White",10,100.0
="Vernon School District",="White",347,97.5
="Voluntown School District",="White",30,100.0
="Wallingford School District",="White",614,98.4
="Waterbury School District",="White",1362,88.3
="Waterford School District",="White",277,96.9
="Watertown School District",="White",258,98.1
="West Hartford School District",="White",859,94.8
="West Haven School District",="White",578,94.8
="Westbrook School District",="White",101,100.0
="Weston School District",="White",234,97.5
="Westport School District",="White",570,96.9
="Wethersfield School District",="White",290,96.4
="Willington School District",="White",61,96.8
="Wilton School District",="White",387,98.5
="Winchester School District",="White",105,99.1
="Windham School District",="White",322,88.0
="Windsor Locks School District",="White",173,94.5
="Windsor School District",="White",408,89.5
="Wolcott School District",="White",243,98.8
="Woodbridge School District",="White",86,98.9
="Woodstock Academy District",="White",81,98.8
="Woodstock School District",="White",76,100.0

