"Educator Race/Ethnicity Report for 2004-05"

"District","School","Race","Count","% of Total"
="Learn",="Regional Multicultural Magnet School",="Asian",1,2.3
="Lebanon School District",="Lebanon Middle School",="Asian",1,2.6
,="Lyman Memorial High School",="Asian",1,1.6
="Madison School District",="Daniel Hand High School",="Asian",1,1.0
="Manchester School District",="Illing Middle School",="Asian",1,1.1
="Marlborough School District",="Elmer Thienes-Mary Hall Elementary School",="Asian",1,1.7
="Meriden School District",="Nathan Hale School",="Asian",1,1.7
,="Benjamin Franklin School",="Asian",1,2.0
,="Casimir Pulaski School",="Asian",1,1.6
,="Hanover School",="Asian",2,3.9
,="Israel Putnam School",="Asian",2,4.2
,="John Barry School",="Asian",1,1.8
,="Roger Sherman School",="Asian",1,2.0
,="Thomas Hooker School",="Asian",1,2.4
="Middletown School District",="Bielefield School",="Asian",1,3.1
,="Lawrence School",="Asian",1,2.7
,="Middletown High School",="Asian",1,0.9
,="Moody School",="Asian",1,3.0
,="Snow School",="Asian",1,2.4
,="Spencer School",="Asian",1,3.1
,="Woodrow Wilson Middle School",="Asian",2,2.9
="Milford School District",="West Shore Middle School",="Asian",1,1.7
="Monroe School District",="Fawn Hollow Elementary School",="Asian",1,2.1
="Montville School District",="Leonard J. Tyl Middle School",="Asian",1,1.4
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="Asian",1,4.5
="New Britain School District",="Jefferson School",="Asian",1,2.9
,="New Britain High School",="Asian",2,1.0
,="Northend School",="Asian",1,3.7
,="Roosevelt Middle School",="Asian",1,1.7
,="Slade Middle School",="Asian",1,1.3
="New Canaan School District",="New Canaan High School",="Asian",1,0.9
,="West School",="Asian",1,1.9
="New Fairfield School District",="New Fairfield High School",="Asian",1,1.1
="New Haven School District",="Betsy Ross Arts Magnet School",="Asian",1,1.8
,="Bishop Woods Architecture and Design Magnet School",="Asian",1,3.4
,="Clinton Avenue School",="Asian",1,2.8
,="Cooperative High School",="Asian",1,2.2
,="East Rock Community Magnet School",="Asian",1,1.3
,="Edgewood School",="Asian",1,2.9
,="High School In The Community",="Asian",1,3.2
,="Hill Regional Career High School",="Asian",2,3.0
,="James Hillhouse High School",="Asian",2,1.7
,="King/Robinson Magnet School",="Asian",1,2.8
,="New Haven Academy",="Asian",1,7.7
,="Riverside Education Academy",="Asian",1,3.8
,="Ross/Woodward School",="Asian",1,2.4
,="Sheridan Communications and Technology Magnet School",="Asian",2,3.6
,="Urban Youth Center Middle School",="Asian",1,4.8
,="Vincent E. Mauro Elementary Math, Science and Technology Magnet School",="Asian",1,2.8
,="Wexler/Grant Community School",="Asian",1,2.6
,="Wilbur Cross High School",="Asian",3,1.9
,="Worthington Hooker School",="Asian",1,2.6
="New London School District",="Jennings School",="Asian",1,3.2
,="Edgerton School",="Asian",1,2.9
,="New London High School",="Asian",1,1.4
="Newington School District",="John Wallace Middle School",="Asian",1,1.5
,="Martin Kellogg Middle School",="Asian",1,1.4
,="Newington High School",="Asian",1,0.9
="North Haven School District",="North Haven Middle School",="Asian",2,2.6
="Norwalk School District",="Brien McMahon High School",="Asian",3,2.8
,="Marvin Elementary School",="Asian",1,2.5
,="Nathan Hale Middle School",="Asian",1,1.7
,="Ponus Ridge Middle School",="Asian",2,3.4
="Norwich Free Academy District",="Norwich Free Academy",="Asian",3,1.7
="Old Saybrook School District",="Old Saybrook Middle School",="Asian",1,1.4
="Plainville School District",="Frank T. Wheeler School",="Asian",1,2.9
,="Middle School of Plainville",="Asian",1,1.5
="Plymouth School District",="Terryville High School",="Asian",1,2.2
="Regional School District 01",="Housatonic Valley Regional High School",="Asian",1,1.6
="Regional School District 04",="Valley Regional High School",="Asian",1,1.7
="Regional School District 10",="Lake Garda Elementary School",="Asian",1,1.4
="Ridgefield School District",="Barlow Mountain Elementary School",="Asian",1,2.9
,="Ridgebury Elementary School",="Asian",1,2.6
,="Ridgefield High School",="Asian",1,0.7
="Salisbury School District",="Salisbury Central School",="Asian",1,2.3
="Shelton School District",="Shelton High School",="Asian",1,0.7
="Sherman School District",="Sherman School",="Asian",1,2.3
="Simsbury School District",="Central School",="Asian",1,2.2
,="Latimer Lane School",="Asian",2,3.4
,="Simsbury High School",="Asian",2,1.4
,="Squadron Line School",="Asian",1,1.3
,="Tariffville School",="Asian",1,2.7
,="Tootin' Hills School",="Asian",2,3.3
="Southington School District",="Hatton Elementary School",="Asian",1,2.4
="Sprague School District",="Sayles School",="Asian",1,2.9
="Stafford School District",="Stafford High School",="Asian",1,2.0
="Stamford School District",="Dolan School",="Asian",1,1.4
,="Hart School",="Asian",2,4.1
,="Julia A. Stark School",="Asian",1,1.7
,="Northeast School",="Asian",1,1.6
,="Rogers International School",="Asian",3,5.0
,="Roxbury School",="Asian",1,1.7
,="Springdale School",="Asian",1,1.9
,="Stillmeadow School",="Asian",2,3.3
,="The Academy of Information Technology",="Asian",2,5.3
,="Westhill High School",="Asian",6,3.5
="State of Connecticut",="",="Asian",.,0.6
="Stonington School District",="Stonington High School",="Asian",1,1.4
="Stratford School District",="Harry B. Flood Middle School",="Asian",1,1.6
,="Nichols School",="Asian",1,3.1
="Suffield School District",="Suffield Middle School",="Asian",1,1.3
="Tolland School District",="Tolland Middle School",="Asian",1,1.2
="Torrington School District",="Southwest School",="Asian",1,2.9
,="Torringford School",="Asian",1,2.1
="Trumbull School District",="Frenchtown Elementary School",="Asian",1,1.8
,="Hillcrest Middle School",="Asian",2,3.2
,="Trumbull High School",="Asian",2,1.2
="Unified School District #2",="Riverview School",="Asian",1,3.7
="Vernon School District",="Rockville High School",="Asian",1,0.9
="Waterbury School District",="Brooklyn Elementary School",="Asian",1,8.3
,="Bucks Hill School",="Asian",1,1.5
,="Crosby High School",="Asian",2,1.8
,="Driggs School",="Asian",2,3.9
,="H. S. Chase School",="Asian",2,3.4
,="Maloney Interdistrict Magnet School",="Asian",2,3.8
,="Michael F. Wallace Middle School",="Asian",1,1.0
,="North End Middle School",="Asian",1,1.1
,="Waterbury Arts Magnet School (High)",="Asian",2,4.1
,="Waterbury Arts Magnet School (Middle)",="Asian",1,2.3
,="Wilby High School",="Asian",1,1.0
="Waterford School District",="Waterford High School",="Asian",1,1.1
="West Hartford School District",="Duffy School",="Asian",1,1.9
,="Hall High School",="Asian",1,0.7
,="King Philip Middle School",="Asian",1,0.9
,="Sedgwick Middle School",="Asian",2,1.8
,="Smith School",="Asian",1,2.8
="West Haven School District",="West Haven High School",="Asian",2,1.3
="Weston School District",="Hurlbutt Elementary School",="Asian",2,2.3
,="Weston High School",="Asian",1,1.4
,="Weston Middle School",="Asian",1,1.1
="Westport School District",="Bedford Middle School",="Asian",1,1.0
,="Staples High School",="Asian",1,0.6
="Wethersfield School District",="Charles Wright School",="Asian",1,2.8
,="Highcrest School",="Asian",1,2.1
,="Wethersfield High School",="Asian",1,1.0
="Wilton School District",="Cider Mill School",="Asian",1,1.1
,="Middlebrook School",="Asian",1,1.0
="Windham School District",="Natchaug School",="Asian",1,2.8
,="W. B. Sweeney School",="Asian",1,2.6
,="Windham High School",="Asian",2,2.2
="Windsor Locks School District",="Windsor Locks High School",="Asian",1,1.8
="Windsor School District",="John F. Kennedy School",="Asian",1,2.4
,="Oliver Ellsworth School",="Asian",1,2.1
,="Windsor High School",="Asian",4,2.8

