"Educator Race/Ethnicity Report for 2007-08"

"District","Race","Count","% of Total"
="Interdistrict School for Arts and Comm District",="White",18,94.7
="Jumoke Academy District",="White",17,81.0
="Kent School District",="White",37,100.0
="Killingly School District",="White",265,98.2
="Learn",="White",116,92.8
="Lebanon School District",="White",133,96.4
="Ledyard School District",="White",256,97.3
="Lisbon School District",="White",53,100.0
="Litchfield School District",="White",122,99.2
="Madison School District",="White",332,98.2
="Manchester School District",="White",612,92.7
="Mansfield School District",="White",138,95.8
="Marlborough School District",="White",55,96.5
="Meriden School District",="White",665,90.6
="Middletown School District",="White",426,93.0
="Milford School District",="White",713,98.2
="Monroe School District",="White",344,98.9
="Montville School District",="White",265,97.1
="Naugatuck School District",="White",411,98.1
="New Beginnings Inc Family Academy District",="White",22,78.6
="New Britain School District",="White",724,83.0
="New Canaan School District",="White",399,97.3
="New Fairfield School District",="White",254,99.2
="New Hartford School District",="White",57,98.3
="New Haven School District",="White",1348,72.7
="New London School District",="White",236,82.2
="New Milford School District",="White",396,98.8
="Newington School District",="White",372,96.6
="Newtown School District",="White",452,98.7
="Norfolk School District",="White",28,100.0
="North Branford School District",="White",203,99.5
="North Canaan School District",="White",45,100.0
="North Haven School District",="White",325,97.0
="North Stonington School District",="White",90,100.0
="Norwalk School District",="White",818,85.4
="Norwich Free Academy District",="White",175,92.1
="Norwich School District",="White",321,96.4
="Odyssey Community School District",="White",18,100.0
="Office of Early Childhood (OEC)",="White",42,100.0
="Old Saybrook School District",="White",162,98.8
="Orange School District",="White",131,99.2
="Oxford School District",="White",138,99.3
="Park City Prep Charter School District",="White",9,75.0
="Plainfield School District",="White",234,100.0
="Plainville School District",="White",246,98.4
="Plymouth School District",="White",152,98.1
="Pomfret School District",="White",50,100.0
="Portland School District",="White",125,100.0
="Preston School District",="White",51,98.1
="Project Oceanology",="White",7,100.0
="Putnam School District",="White",125,99.2
="Redding School District",="White",130,97.7
="Regional School District 01",="White",66,98.5
="Regional School District 04",="White",100,96.2
="Regional School District 05",="White",237,96.7
="Regional School District 06",="White",108,98.2
="Regional School District 07",="White",112,98.3
="Regional School District 08",="White",162,97.6
="Regional School District 09",="White",102,99.0
="Regional School District 10",="White",249,97.3
="Regional School District 11",="White",41,97.6
="Regional School District 12",="White",118,98.3
="Regional School District 13",="White",201,98.5
="Regional School District 14",="White",198,99.0
="Regional School District 15",="White",380,98.7
="Regional School District 16",="White",224,99.1
="Regional School District 17",="White",229,98.7
="Regional School District 18",="White",167,98.2
="Regional School District 19",="White",124,98.4
="Ridgefield School District",="White",452,98.3
="Rocky Hill School District",="White",230,97.9
="Salem School District",="White",55,96.5
="Salisbury School District",="White",45,97.8
="Scotland School District",="White",21,100.0
="Seymour School District",="White",220,99.1
="Sharon School District",="White",38,100.0
="Shelton School District",="White",448,98.9
="Sherman School District",="White",46,95.8
="Side By Side Charter School District",="White",17,100.0
="Simsbury School District",="White",423,97.0
="Somers School District",="White",159,97.6
="South Windsor School District",="White",398,95.7
="Southington School District",="White",585,98.7
="Sprague School District",="White",30,90.9
="Stafford School District",="White",173,98.9
="Stamford Academy District",="White",11,91.7
="Stamford School District",="White",1285,86.0
="Sterling School District",="White",44,100.0
="Stonington School District",="White",227,97.8
="Stratford School District",="White",605,95.7
="Suffield School District",="White",218,96.9
="The Bridge Academy District",="White",19,86.4
="The Gilbert School District",="White",46,100.0
="Thomaston School District",="White",112,98.3
="Thompson School District",="White",123,98.4
="Tolland School District",="White",247,95.4
="Torrington School District",="White",399,96.6
="Trailblazers Academy District",="White",14,100.0
="Trumbull School District",="White",583,96.5
="Unified School District #1",="White",193,89.4
="Unified School District #2",="White",104,89.7
="Union School District",="White",11,100.0
="Vernon School District",="White",339,95.8
="Voluntown School District",="White",34,100.0
="Wallingford School District",="White",618,98.1
="Waterbury School District",="White",1391,88.4
="Waterford School District",="White",268,96.8
="Watertown School District",="White",267,99.3
="West Hartford School District",="White",900,94.5
="West Haven School District",="White",546,94.3
="Westbrook School District",="White",107,100.0
="Weston School District",="White",246,97.2
="Westport School District",="White",598,96.5
="Wethersfield School District",="White",309,95.1
="Willington School District",="White",63,96.9
="Wilton School District",="White",392,98.0
="Winchester School District",="White",102,99.0
="Windham School District",="White",335,90.1
="Windsor Locks School District",="White",181,95.3
="Windsor School District",="White",405,91.6
="Wolcott School District",="White",247,97.6
="Woodbridge School District",="White",79,97.5
="Woodstock Academy District",="White",98,98.0
="Woodstock School District",="White",77,98.7

