"Educator Race/Ethnicity Report for 2003-04"

"District","School","Race","Count","% of Total"
,="Rogers Park Middle School",="Hispanic or Latino",6,6.1
,="Shelter Rock School",="Hispanic or Latino",3,8.8
="Darien School District",="Darien High School",="Hispanic or Latino",2,1.8
,="Hindley Elementary School",="Hispanic or Latino",1,2.1
,="Ox Ridge Elementary School",="Hispanic or Latino",1,1.8
,="Royle Elementary School",="Hispanic or Latino",2,4.3
,="Tokeneke Elementary School",="Hispanic or Latino",1,2.3
="Derby School District",="Irving School",="Hispanic or Latino",1,2.6
="East Hampton School District",="East Hampton Middle School",="Hispanic or Latino",1,2.4
="East Hartford School District",="Anna E. Norris School",="Hispanic or Latino",1,3.2
,="East Hartford High School",="Hispanic or Latino",4,2.3
,="East Hartford Middle School",="Hispanic or Latino",1,0.9
,="Governor William Pitkin School",="Hispanic or Latino",1,4.0
,="Joseph O. Goodwin School",="Hispanic or Latino",2,7.1
,="Robert J. O'Brien School",="Hispanic or Latino",1,2.6
,="Silver Lane School",="Hispanic or Latino",2,6.3
,="Sunset Ridge Middle School",="Hispanic or Latino",1,2.2
="East Haven School District",="East Haven High School",="Hispanic or Latino",1,1.1
,="Grove J. Tuttle School",="Hispanic or Latino",1,4.2
="East Lyme School District",="East Lyme High School",="Hispanic or Latino",1,0.9
,="Flanders School",="Hispanic or Latino",1,2.9
="East Windsor School District",="East Windsor High School",="Hispanic or Latino",1,2.0
,="East Windsor Middle School",="Hispanic or Latino",2,4.4
="Easton School District",="Helen Keller Middle School",="Hispanic or Latino",3,6.8
="Ellington School District",="Center School",="Hispanic or Latino",1,3.0
,="Ellington High School",="Hispanic or Latino",1,1.5
,="Windermere School",="Hispanic or Latino",1,1.5
="Enfield School District",="Enfield High School",="Hispanic or Latino",1,1.1
,="Enrico Fermi High School",="Hispanic or Latino",2,1.9
,="Thomas G. Alcorn School",="Hispanic or Latino",1,3.0
="Essex School District",="Essex Elementary School",="Hispanic or Latino",2,3.9
="Fairfield School District",="Fairfield Warde High School",="Hispanic or Latino",7,2.9
,="Holland Hill School",="Hispanic or Latino",1,2.6
,="Jennings School",="Hispanic or Latino",1,2.2
,="Mill Hill School",="Hispanic or Latino",1,2.2
,="Roger Ludlowe Middle School",="Hispanic or Latino",1,1.1
="Farmington School District",="East Farms School",="Hispanic or Latino",1,2.3
,="Farmington High School",="Hispanic or Latino",2,1.6
,="Irving A. Robbins Middle School",="Hispanic or Latino",1,1.5
,="West Woods Upper Elementary School",="Hispanic or Latino",2,3.1
="Glastonbury School District",="Eastbury School",="Hispanic or Latino",1,2.3
,="Gideon Welles School",="Hispanic or Latino",1,1.6
,="Glastonbury High School",="Hispanic or Latino",4,2.4
,="Smith Middle School",="Hispanic or Latino",2,2.1
="Granby School District",="Granby Memorial Middle School",="Hispanic or Latino",1,1.9
="Greenwich School District",="Central Middle School",="Hispanic or Latino",1,1.4
,="Cos Cob School",="Hispanic or Latino",1,2.4
,="Eastern Middle School",="Hispanic or Latino",1,1.4
,="Greenwich High School",="Hispanic or Latino",7,2.7
,="Hamilton Avenue School",="Hispanic or Latino",1,2.7
,="International School At Dundee",="Hispanic or Latino",3,7.9
,="Julian Curtiss School",="Hispanic or Latino",2,4.5
,="New Lebanon School",="Hispanic or Latino",2,5.7
,="North Mianus School",="Hispanic or Latino",1,2.4
,="Old Greenwich School",="Hispanic or Latino",1,2.2
,="Parkway School",="Hispanic or Latino",2,4.5
,="Riverside School",="Hispanic or Latino",1,2.2
,="Western Middle School",="Hispanic or Latino",1,1.5
="Groton School District",="Carl C. Cutler Middle School",="Hispanic or Latino",1,2.2
,="Charles Barnum School",="Hispanic or Latino",2,5.4
,="Claude Chester School",="Hispanic or Latino",1,2.8
,="Fitch Middle School",="Hispanic or Latino",1,1.8
,="Noank School",="Hispanic or Latino",1,2.8
,="Robert E. Fitch High School",="Hispanic or Latino",2,1.8
="Guilford School District",="E. C. Adams Middle School",="Hispanic or Latino",1,1.5
="Hamden School District",="Church Street School",="Hispanic or Latino",1,2.8
,="Hamden High School",="Hispanic or Latino",4,2.3
,="Hamden Middle School",="Hispanic or Latino",5,5.1
,="Ridge Hill School",="Hispanic or Latino",1,3.2
,="West Woods School",="Hispanic or Latino",1,2.7
="Hartford School District",="Asian Studies Academy at Bellizzi School",="Hispanic or Latino",3,6.4
,="Barnard-Brown School",="Hispanic or Latino",18,36.0
,="Batchelder School",="Hispanic or Latino",2,3.5
,="Betances Early Reading Lab Magnet School",="Hispanic or Latino",16,42.1
,="Breakthrough Magnet School",="Hispanic or Latino",2,10.5
,="Bulkeley High School Lower School",="Hispanic or Latino",31,21.5
,="Burns Latino Studies Academy",="Hispanic or Latino",19,33.9
,="Burr School",="Hispanic or Latino",12,24.0
,="Clark School",="Hispanic or Latino",2,5.3
,="Dr. Joseph Bellizzi Middle School",="Hispanic or Latino",10,13.7
,="Environmental Sciences Magnet at Hooker School",="Hispanic or Latino",10,31.3
,="Expeditionary Learning Academy at Moylan School",="Hispanic or Latino",10,18.2
,="Fox Middle School",="Hispanic or Latino",6,7.9
,="Hartford Magnet Trinity College Academy",="Hispanic or Latino",6,13.6
,="Hartford Public High School",="Hispanic or Latino",17,15.0
,="Hartford Transitional Learning Academy (Elementary)",="Hispanic or Latino",6,10.3
,="Kennelly School",="Hispanic or Latino",1,1.6
,="Kinsella Magnet School of Performing Arts",="Hispanic or Latino",8,16.3
,="M. D. Fox School",="Hispanic or Latino",25,29.8
,="M. L. King, Jr. School",="Hispanic or Latino",2,3.1
,="McDonough Middle School",="Hispanic or Latino",10,20.4
,="Milner School",="Hispanic or Latino",2,4.1
,="Naylor/CCSU Leadership Academy",="Hispanic or Latino",2,4.2
,="Parkville Community School",="Hispanic or Latino",14,26.9
,="Quirk Middle School",="Hispanic or Latino",16,17.4
,="SAND School",="Hispanic or Latino",1,2.8
,="STEM Magnet at Fisher School",="Hispanic or Latino",2,3.6
,="Sanchez School",="Hispanic or Latino",24,45.3
,="Simpson-Waverly School",="Hispanic or Latino",1,2.8
,="Sports and Medical Sciences Academy",="Hispanic or Latino",7,21.2
,="Twain School",="Hispanic or Latino",1,2.9
,="Weaver High School",="Hispanic or Latino",4,3.6
,="Webster Micro Society Magnet School",="Hispanic or Latino",2,4.7
,="West Middle School",="Hispanic or Latino",6,9.1
,="Wish Museum School",="Hispanic or Latino",11,25.0
="Hebron School District",="Hebron Elementary School",="Hispanic or Latino",1,2.1
="Interdistrict School for Arts and Comm District",="Interdistrict School For Arts And Communication",="Hispanic or Latino",1,7.7
="Learn",="Regional Multicultural Magnet School",="Hispanic or Latino",3,7.5
="Lebanon School District",="Lyman Memorial High School",="Hispanic or Latino",2,3.2
="Ledyard School District",="Juliet W. Long School",="Hispanic or Latino",1,2.9
,="Ledyard Center School",="Hispanic or Latino",1,2.4
,="Ledyard High School",="Hispanic or Latino",1,1.0
="Litchfield School District",="Litchfield High School",="Hispanic or Latino",1,1.5
="Madison School District",="Daniel Hand High School",="Hispanic or Latino",1,1.0
="Manchester School District",="Bennet Middle School",="Hispanic or Latino",3,3.6
,="Bowers School",="Hispanic or Latino",1,2.8
,="Highland Park School",="Hispanic or Latino",1,3.4
,="Illing Middle School",="Hispanic or Latino",5,5.4
,="Manchester High School",="Hispanic or Latino",5,2.8
,="Washington School",="Hispanic or Latino",3,8.1
="Mansfield School District",="Annie E. Vinton School",="Hispanic or Latino",1,3.6
,="Mansfield Middle School",="Hispanic or Latino",1,1.4
="Meriden School District",="Benjamin Franklin School",="Hispanic or Latino",3,5.8
,="Casimir Pulaski School",="Hispanic or Latino",1,1.6
,="Francis T. Maloney High School",="Hispanic or Latino",5,4.4
,="Hanover School",="Hispanic or Latino",5,9.4
,="Israel Putnam School",="Hispanic or Latino",1,2.0
,="John Barry School",="Hispanic or Latino",2,3.5
,="Lincoln Middle School",="Hispanic or Latino",3,4.3
,="Nathan Hale School",="Hispanic or Latino",3,5.1
,="Orville H. Platt High School",="Hispanic or Latino",4,3.8
,="Roger Sherman School",="Hispanic or Latino",2,3.9
,="Thomas Hooker School",="Hispanic or Latino",10,23.8
,="Washington Middle School",="Hispanic or Latino",7,7.4
="Middletown School District",="Farm Hill School",="Hispanic or Latino",1,2.8
,="Middletown High School",="Hispanic or Latino",1,0.9
,="Moody School",="Hispanic or Latino",1,2.9
,="Snow School",="Hispanic or Latino",1,2.3
,="Spencer School",="Hispanic or Latino",1,2.9
="Milford School District",="Jonathan Law High School",="Hispanic or Latino",3,3.1
,="Joseph A. Foran High School",="Hispanic or Latino",1,1.1
,="West Shore Middle School",="Hispanic or Latino",1,1.7
="Monroe School District",="Chalk Hill School",="Hispanic or Latino",1,1.9
,="Fawn Hollow Elementary School",="Hispanic or Latino",1,2.1
,="Masuk High School",="Hispanic or Latino",1,0.9
="Montville School District",="Leonard J. Tyl Middle School",="Hispanic or Latino",2,2.6
,="Montville High School",="Hispanic or Latino",3,3.6
="Naugatuck School District",="Hillside Middle School",="Hispanic or Latino",1,2.9
,="Naugatuck High School",="Hispanic or Latino",2,1.5
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="Hispanic or Latino",1,5.9
="New Britain School District",="Chamberlain Elementary School",="Hispanic or Latino",6,13.0
,="Frank J. DiLoreto School",="Hispanic or Latino",13,27.7
,="Holmes School",="Hispanic or Latino",3,7.0
,="Jefferson School",="Hispanic or Latino",1,2.9
,="Lincoln School",="Hispanic or Latino",6,15.0
,="New Britain High School",="Hispanic or Latino",16,7.7
,="Northend School",="Hispanic or Latino",2,7.4
,="Pulaski Middle School",="Hispanic or Latino",11,12.5
,="Roosevelt Middle School",="Hispanic or Latino",9,13.4
,="Slade Middle School",="Hispanic or Latino",13,15.9
,="Smalley Academy",="Hispanic or Latino",8,16.3
,="Smith School",="Hispanic or Latino",4,8.3
,="Vance School",="Hispanic or Latino",2,6.1
="New Canaan School District",="New Canaan High School",="Hispanic or Latino",1,0.9
,="Saxe Middle School",="Hispanic or Latino",2,1.5
="New Fairfield School District",="Meeting House Hill School",="Hispanic or Latino",1,1.7
="New Haven School District",="Benjamin Jepson Magnet School",="Hispanic or Latino",1,2.4
,="Celentano BioTech, Health and Medical Magnet School",="Hispanic or Latino",3,9.4
,="Clarence Rogers School",="Hispanic or Latino",2,12.5
,="Clinton Avenue School",="Hispanic or Latino",6,20.7
,="Columbus Family Academy",="Hispanic or Latino",13,41.9
,="Conte/West Hills Magnet School",="Hispanic or Latino",1,2.0
,="Cooperative High School",="Hispanic or Latino",1,2.3
,="East Rock Community Magnet School",="Hispanic or Latino",1,1.3
,="Fair Haven School",="Hispanic or Latino",15,20.5
,="High School In The Community",="Hispanic or Latino",2,6.3
,="Hill Central Music Academy",="Hispanic or Latino",9,15.8
,="Hill Regional Career High School",="Hispanic or Latino",4,5.8
,="James Hillhouse High School",="Hispanic or Latino",6,5.5
,="Lincoln-Bassett School",="Hispanic or Latino",1,2.6
,="Metropolitan Business Academy",="Hispanic or Latino",1,8.3
,="Prince School",="Hispanic or Latino",5,20.8
,="Quinnipiac Real World Math STEM School",="Hispanic or Latino",2,6.9
,="Riverside Education Academy",="Hispanic or Latino",2,8.3
,="Roberto Clemente Leadership Academy for Global Awareness",="Hispanic or Latino",6,10.0
,="Sheridan Communications and Technology Magnet School",="Hispanic or Latino",1,1.8
,="Sound School",="Hispanic or Latino",2,4.4
,="Strong 21st Century Communications Magnet and SCSU Lab School",="Hispanic or Latino",6,24.0
,="Timothy Dwight School",="Hispanic or Latino",3,11.5
,="Troup Middle School",="Hispanic or Latino",1,1.7
,="Truman School",="Hispanic or Latino",9,25.0
,="Urban Youth Center Elementary School",="Hispanic or Latino",3,25.0
,="Vincent E. Mauro Elementary Math, Science and Technology Magnet School",="Hispanic or Latino",5,13.2
,="Welch Annex School",="Hispanic or Latino",9,31.0
,="West Rock Authors Academy",="Hispanic or Latino",1,5.9
,="Wilbur Cross High School",="Hispanic or Latino",14,10.4
,="Worthington Hooker School",="Hispanic or Latino",1,2.6
="New London School District",="Jennings School",="Hispanic or Latino",1,3.2
,="Bennie Dover Jackson Middle School",="Hispanic or Latino",7,9.1
,="Edgerton School",="Hispanic or Latino",10,27.0
,="Harbor School",="Hispanic or Latino",1,3.6
,="Nathan Hale Arts Magnet School",="Hispanic or Latino",1,3.1
,="New London High School",="Hispanic or Latino",6,8.1
,="Winthrop STEM Elementary Magnet School",="Hispanic or Latino",4,11.4
="New Milford School District",="New Milford High School",="Hispanic or Latino",3,2.5
,="Sarah Noble Intermediate School",="Hispanic or Latino",1,1.1
,="Schaghticoke Middle School",="Hispanic or Latino",1,1.3
="Newington School District",="Martin Kellogg Middle School",="Hispanic or Latino",1,1.6
,="Newington High School",="Hispanic or Latino",2,1.7
="North Haven School District",="North Haven High School",="Hispanic or Latino",1,1.0
,="North Haven Middle School",="Hispanic or Latino",2,2.6
="Norwalk School District",="Brien McMahon High School",="Hispanic or Latino",7,6.9
,="Brookside Elementary School",="Hispanic or Latino",6,16.7
,="Columbus Magnet School",="Hispanic or Latino",2,6.7
,="Cranbury Elementary School",="Hispanic or Latino",1,2.4
,="Fox Run Elementary School",="Hispanic or Latino",2,4.9
,="Jefferson Magnet School",="Hispanic or Latino",3,8.1
,="Kendall Elementary School",="Hispanic or Latino",4,9.5
,="Nathan Hale Middle School",="Hispanic or Latino",2,3.3
,="Norwalk High School",="Hispanic or Latino",6,4.5
,="Norwalk Pathways Academy at Briggs",="Hispanic or Latino",1,4.8
,="Ponus Ridge Middle School",="Hispanic or Latino",3,4.9
,="Roton Middle School",="Hispanic or Latino",4,7.5
,="Silvermine Elementary School",="Hispanic or Latino",7,17.9
,="Tracey School",="Hispanic or Latino",2,5.1
,="West Rocks Middle School",="Hispanic or Latino",4,6.1
,="Wolfpit School",="Hispanic or Latino",1,2.7
="Norwich Free Academy District",="Norwich Free Academy",="Hispanic or Latino",4,2.3
="Norwich School District",="Greeneville School",="Hispanic or Latino",1,3.8
,="Teachers' Memorial Middle School",="Hispanic or Latino",1,2.2
="Old Saybrook School District",="Old Saybrook Middle School",="Hispanic or Latino",2,2.8
="Orange School District",="Race Brook School",="Hispanic or Latino",1,2.8
="Oxford School District",="Oxford Center School",="Hispanic or Latino",1,2.6
="Plainfield School District",="Plainfield Central School",="Hispanic or Latino",1,2.1
="Plainville School District",="Plainville High School",="Hispanic or Latino",1,1.3
="Plymouth School District",="Terryville High School",="Hispanic or Latino",1,2.1
="Portland School District",="Gildersleeve School",="Hispanic or Latino",1,2.9
,="Valley View School",="Hispanic or Latino",1,3.0
="Putnam School District",="Putnam Elementary School",="Hispanic or Latino",1,1.5
,="Putnam High School",="Hispanic or Latino",1,2.2
="Regional School District 04",="Valley Regional High School",="Hispanic or Latino",3,5.0
="Regional School District 05",="Amity Middle School: Bethany",="Hispanic or Latino",3,4.4
,="Amity Middle School: Orange",="Hispanic or Latino",2,3.3
,="Amity Regional High School",="Hispanic or Latino",5,4.5
="Regional School District 06",="Wamogo Regional High School",="Hispanic or Latino",1,1.7
="Regional School District 08",="RHAM High School",="Hispanic or Latino",2,2.2
,="RHAM Middle School",="Hispanic or Latino",1,1.6
="Regional School District 09",="Joel Barlow High School",="Hispanic or Latino",1,1.1
="Regional School District 10",="Harwinton Consolidated School",="Hispanic or Latino",1,1.8
="Regional School District 12",="Shepaug Valley Middle School",="Hispanic or Latino",1,2.6
="Regional School District 13",="Coginchaug Regional High School",="Hispanic or Latino",1,1.6
="Regional School District 14",="Mitchell Elementary School",="Hispanic or Latino",1,1.9
="Regional School District 15",="Memorial Middle School",="Hispanic or Latino",1,2.1
,="Pomperaug Regional High School",="Hispanic or Latino",1,0.9
,="Rochambeau Middle School",="Hispanic or Latino",1,1.8
="Regional School District 16",="Laurel Ledge School",="Hispanic or Latino",1,2.4
,="Woodland Regional High School",="Hispanic or Latino",1,1.4
="Regional School District 17",="Burr District Elementary School",="Hispanic or Latino",1,2.2
,="Haddam Elementary School",="Hispanic or Latino",2,5.4
,="Haddam-Killingworth High School",="Hispanic or Latino",1,1.5
="Regional School District 19",="E. O. Smith High School",="Hispanic or Latino",3,2.5
="Ridgefield School District",="East Ridge Middle School",="Hispanic or Latino",2,2.7
,="Ridgefield High School",="Hispanic or Latino",4,2.9
="Rocky Hill School District",="Myrtle H. Stevens School",="Hispanic or Latino",1,2.4
,="Rocky Hill High School",="Hispanic or Latino",1,1.4
="Salem School District",="Salem Elementary School",="Hispanic or Latino",1,1.9
="Shelton School District",="Lafayette School",="Hispanic or Latino",1,3.0
="Sherman School District",="Sherman School",="Hispanic or Latino",1,2.3
="Simsbury School District",="Simsbury High School",="Hispanic or Latino",2,1.4
="Somers School District",="Mabelle B. Avery Middle School",="Hispanic or Latino",1,2.4
,="Somers High School",="Hispanic or Latino",2,3.6
="South Windsor School District",="Philip R. Smith School",="Hispanic or Latino",1,2.9
,="Timothy Edwards School",="Hispanic or Latino",3,2.7
="Southington School District",="Southington High School",="Hispanic or Latino",1,0.5
="Sprague School District",="Sayles School",="Hispanic or Latino",1,3.1
="Stafford School District",="Stafford High School",="Hispanic or Latino",1,1.9
,="Stafford Middle School",="Hispanic or Latino",1,2.1
,="West Stafford School",="Hispanic or Latino",1,4.0
="Stamford School District",="Newfield School",="Hispanic or Latino",2,3.6
,="Cloonan School",="Hispanic or Latino",3,4.3
,="Hart School",="Hispanic or Latino",1,2.3
,="K. T. Murphy School",="Hispanic or Latino",7,13.2
,="Northeast School",="Hispanic or Latino",7,10.8
,="Preschool Team",="Hispanic or Latino",1,20.0
,="Rippowam Middle School",="Hispanic or Latino",2,2.4
,="Rogers International School",="Hispanic or Latino",2,3.4
,="Roxbury School",="Hispanic or Latino",1,1.7
,="Scofield Middle School",="Hispanic or Latino",2,3.3
,="Stamford High School",="Hispanic or Latino",4,2.5
,="Stillmeadow School",="Hispanic or Latino",1,1.7
,="The Academy of Information Technology",="Hispanic or Latino",1,3.0
,="Turn of River School",="Hispanic or Latino",5,7.0
,="Westhill High School",="Hispanic or Latino",4,2.5
,="Westover School",="Hispanic or Latino",5,7.5
="State of Connecticut",="",="Hispanic or Latino",.,3.0
="Stratford School District",="Bunnell High School",="Hispanic or Latino",3,2.8
,="David Wooster Middle School",="Hispanic or Latino",1,1.7
,="Franklin School",="Hispanic or Latino",1,3.3
,="Second Hill Lane School",="Hispanic or Latino",1,1.8
,="Stratford High School",="Hispanic or Latino",2,2.2
="Suffield School District",="A. Ward Spaulding School",="Hispanic or Latino",1,1.8
,="Suffield High School",="Hispanic or Latino",1,1.4
,="Suffield Middle School",="Hispanic or Latino",2,2.8
="The Bridge Academy District",="The Bridge Academy",="Hispanic or Latino",3,23.1
="Thomaston School District",="Thomaston Center School",="Hispanic or Latino",1,3.8
,="Thomaston High School",="Hispanic or Latino",2,3.9
="Thompson School District",="Thompson Middle School",="Hispanic or Latino",1,2.4
="Tolland School District",="Birch Grove Primary School",="Hispanic or Latino",2,3.1
,="Tolland High School",="Hispanic or Latino",2,2.4
,="Tolland Middle School",="Hispanic or Latino",2,2.3
="Torrington School District",="Forbes School",="Hispanic or Latino",2,4.3
,="Southwest School",="Hispanic or Latino",1,2.6
,="Torrington High School",="Hispanic or Latino",2,2.2
,="Torrington Middle School",="Hispanic or Latino",2,2.1
,="Vogel-Wetmore School",="Hispanic or Latino",1,2.0
="Trumbull School District",="Booth Hill School",="Hispanic or Latino",2,4.3
,="Hillcrest Middle School",="Hispanic or Latino",1,1.5
,="Madison Middle School",="Hispanic or Latino",1,1.3
,="Middlebrook School",="Hispanic or Latino",2,3.4
,="Trumbull High School",="Hispanic or Latino",2,1.2
="Unified School District #1",="Enfield Correctional Institution",="Hispanic or Latino",1,10.0
,="Manson Youth Institution",="Hispanic or Latino",1,2.8
,="Robinson Correctional Institution",="Hispanic or Latino",1,7.1
,="Willard/Cybulski Correctional Institution",="Hispanic or Latino",1,10.0
,="York Correctional Institution",="Hispanic or Latino",1,5.3
="Unified School District #2",="Children's Place School",="Hispanic or Latino",1,7.1
="Vernon School District",="Rockville High School",="Hispanic or Latino",1,0.9
,="Vernon Center Middle School",="Hispanic or Latino",1,1.1
="Wallingford School District",="Lyman Hall High School",="Hispanic or Latino",1,0.9
,="Rock Hill School",="Hispanic or Latino",1,2.9
="Waterbury School District",="Washington School",="Hispanic or Latino",1,3.8
,="B. W. Tinker School",="Hispanic or Latino",1,2.7
,="Bucks Hill School",="Hispanic or Latino",1,1.5
,="Bunker Hill School",="Hispanic or Latino",1,2.8
,="Carrington School",="Hispanic or Latino",10,23.3
,="Crosby High School",="Hispanic or Latino",7,6.4
,="Driggs School",="Hispanic or Latino",3,5.3
,="F. J. Kingsbury School",="Hispanic or Latino",1,2.2
,="H. S. Chase School",="Hispanic or Latino",4,7.1
,="Hopeville School",="Hispanic or Latino",7,14.9
,="John F. Kennedy High School",="Hispanic or Latino",7,6.4
,="Maloney Interdistrict Magnet School",="Hispanic or Latino",8,16.0
,="Margaret M. Generali Elementary School",="Hispanic or Latino",1,2.5
,="Michael F. Wallace Middle School",="Hispanic or Latino",5,5.0
,="North End Middle School",="Hispanic or Latino",7,7.7
,="Sprague School",="Hispanic or Latino",1,2.9
,="State Street School",="Hispanic or Latino",1,3.8
,="Walsh School",="Hispanic or Latino",5,10.6
,="Wendell L. Cross School",="Hispanic or Latino",1,3.8
,="West Side Middle School",="Hispanic or Latino",10,9.9
,="Wilby High School",="Hispanic or Latino",2,1.9
,="Woodrow Wilson School",="Hispanic or Latino",11,28.2
="Waterford School District",="Quaker Hill Elementary School",="Hispanic or Latino",1,3.2
,="Waterford High School",="Hispanic or Latino",1,1.1
="Watertown School District",="Polk School",="Hispanic or Latino",1,2.9
="West Hartford School District",="Smith School",="Hispanic or Latino",1,2.4
,="Aiken School",="Hispanic or Latino",1,2.9
,="Charter Oak International Academy",="Hispanic or Latino",1,2.5
