"Educator Race/Ethnicity Report for 2002-03"

"District","School","Race","Count","% of Total"
,="Latimer Lane School",="Asian",2,3.4
,="Simsbury High School",="Asian",3,2.1
,="Squadron Line School",="Asian",1,1.3
,="Tariffville School",="Asian",1,2.8
,="Tootin' Hills School",="Asian",2,3.1
="Stafford School District",="Stafford High School",="Asian",1,2.0
="Stamford School District",="Dolan School",="Asian",1,1.2
,="Hart School",="Asian",3,5.7
,="Julia A. Stark School",="Asian",1,1.7
,="Northeast School",="Asian",1,1.4
,="Rogers International School",="Asian",2,3.0
,="Roxbury School",="Asian",1,1.6
,="Springdale School",="Asian",1,1.8
,="Stamford High School",="Asian",3,1.7
,="Stillmeadow School",="Asian",2,3.3
,="Westhill High School",="Asian",5,3.0
="State of Connecticut",="",="Asian",.,0.5
="Stratford School District",="Bunnell High School",="Asian",1,0.9
,="Harry B. Flood Middle School",="Asian",1,1.4
,="Nichols School",="Asian",1,3.0
,="Stratford High School",="Asian",2,2.2
="Torrington School District",="Southwest School",="Asian",2,5.6
,="Torringford School",="Asian",2,3.9
,="Vogel-Wetmore School",="Asian",1,1.9
="Trumbull School District",="Hillcrest Middle School",="Asian",2,3.0
,="Middlebrook School",="Asian",1,1.7
,="Tashua School",="Asian",1,1.9
="Unified School District #2",="Riverview School",="Asian",2,7.4
="Vernon School District",="Rockville High School",="Asian",2,1.7
="Wallingford School District",="A.R.T.S. Academy",="Asian",1,25.0
="Waterbury School District",="Bunker Hill School",="Asian",1,2.5
,="Crosby High School",="Asian",1,1.0
,="Driggs School",="Asian",1,1.8
,="H. S. Chase School",="Asian",2,3.6
,="Maloney Interdistrict Magnet School",="Asian",1,2.0
,="Michael F. Wallace Middle School",="Asian",1,1.0
,="Rotella Interdistrict Magnet School",="Asian",1,1.9
="Waterford School District",="Clark Lane Middle School",="Asian",1,1.5
="West Hartford School District",="Braeburn School",="Asian",1,2.7
,="King Philip Middle School",="Asian",1,0.9
,="Sedgwick Middle School",="Asian",2,1.8
,="Smith School",="Asian",1,2.4
="Westbrook School District",="Westbrook High School",="Asian",1,3.3
="Weston School District",="Hurlbutt Elementary School",="Asian",2,2.3
="Westport School District",="Bedford Middle School",="Asian",1,1.1
,="Saugatuck Elementary School",="Asian",1,1.8
,="Staples High School",="Asian",1,0.7
="Wethersfield School District",="Charles Wright School",="Asian",1,2.7
,="Highcrest School",="Asian",1,2.2
="Wilton School District",="Middlebrook School",="Asian",1,1.1
,="Cider Mill School",="Asian",2,2.2
="Windham School District",="Eastern Regional Academy/Windham",="Asian",1,12.5
,="Natchaug School",="Asian",1,2.9
,="W. B. Sweeney School",="Asian",1,2.5
,="Windham High School",="Asian",3,3.1
="Windsor Locks School District",="Windsor Locks High School",="Asian",1,1.7
,="Windsor Locks Middle School",="Asian",1,1.8
="Windsor School District",="Oliver Ellsworth School",="Asian",2,4.1
,="Sage Park Middle School",="Asian",1,0.9
,="Windsor High School",="Asian",2,1.5
="Woodstock Academy District",="Woodstock Academy",="Asian",1,1.3

