"Educator Race/Ethnicity Report for 2009-10"

"District","Race","Count","% of Total"
="Office of Early Childhood (OEC)",="White",31,100.0
="Old Saybrook School District",="White",166,100.0
="Orange School District",="White",126,98.4
="Oxford School District",="White",168,98.8
="Park City Prep Charter School District",="White",14,87.5
="Plainfield School District",="White",228,99.1
="Plainville School District",="White",237,99.2
="Plymouth School District",="White",155,98.1
="Pomfret School District",="White",50,100.0
="Portland School District",="White",125,100.0
="Preston School District",="White",46,97.9
="Project Oceanology",="White",7,100.0
="Putnam School District",="White",121,100.0
="Redding School District",="White",134,97.1
="Regional School District 01",="White",66,98.5
="Regional School District 04",="White",96,96.0
="Regional School District 05",="White",239,96.0
="Regional School District 06",="White",108,98.2
="Regional School District 07",="White",105,96.3
="Regional School District 08",="White",164,95.4
="Regional School District 09",="White",104,100.0
="Regional School District 10",="White",249,97.7
="Regional School District 11",="White",41,97.6
="Regional School District 12",="White",114,98.3
="Regional School District 13",="White",201,98.1
="Regional School District 14",="White",202,99.0
="Regional School District 15",="White",374,98.7
="Regional School District 16",="White",227,99.1
="Regional School District 17",="White",234,99.2
="Regional School District 18",="White",160,97.6
="Regional School District 19",="White",122,98.4
="Ridgefield School District",="White",453,97.6
="Rocky Hill School District",="White",231,97.1
="Salem School District",="White",52,96.3
="Salisbury School District",="White",44,97.8
="Scotland School District",="White",20,100.0
="Seymour School District",="White",207,99.0
="Shared Services",="White",1,100.0
="Sharon School District",="White",39,100.0
="Shelton School District",="White",443,99.1
="Sherman School District",="White",46,95.8
="Side By Side Charter School District",="White",17,100.0
="Simsbury School District",="White",416,97.4
="Somers School District",="White",150,98.0
="South Windsor School District",="White",386,96.7
="Southington School District",="White",587,98.8
="Sprague School District",="White",33,94.3
="Stafford School District",="White",170,97.7
="Stamford Academy District",="White",8,100.0
="Stamford School District",="White",1223,85.3
="Sterling School District",="White",44,100.0
="Stonington School District",="White",227,97.4
="Stratford School District",="White",571,94.4
="Suffield School District",="White",223,95.7
="The Bridge Academy District",="White",17,81.0
="The Gilbert School District",="White",40,100.0
="Thomaston School District",="White",103,98.1
="Thompson School District",="White",119,99.2
="Tolland School District",="White",251,96.5
="Torrington School District",="White",389,96.5
="Trailblazers Academy District",="White",18,90.0
="Trumbull School District",="White",586,96.9
="Unified School District #1",="White",174,88.3
="Unified School District #2",="White",92,90.2
="Union School District",="White",11,100.0
="Vernon School District",="White",333,95.1
="Voluntown School District",="White",37,100.0
="Wallingford School District",="White",629,98.3
="Waterbury School District",="White",1419,88.4
="Waterford School District",="White",264,97.1
="Watertown School District",="White",263,98.9
="West Hartford School District",="White",912,94.8
="West Haven School District",="White",566,95.0
="Westbrook School District",="White",110,100.0
="Weston School District",="White",229,96.6
="Westport School District",="White",588,96.4
="Wethersfield School District",="White",300,94.9
="Willington School District",="White",58,96.7
="Wilton School District",="White",391,97.3
="Winchester School District",="White",96,100.0
="Windham School District",="White",307,89.5
="Windsor Locks School District",="White",180,95.7
="Windsor School District",="White",389,90.5
="Wolcott School District",="White",235,97.5
="Woodbridge School District",="White",75,94.9
="Woodstock Academy District",="White",98,95.2
="Woodstock School District",="White",77,98.7

