"Educator Race/Ethnicity Report for 2009-10"

"District","School","Race","Count","% of Total"
="Cooperative Educational Services",="Six-Six Magnet School",="Asian",1,2.0
="Cromwell School District",="Cromwell High School",="Asian",1,1.6
,="Edna C. Stevens School",="Asian",1,2.4
,="Woodside Intermediate School",="Asian",1,2.3
="Danbury School District",="Broadview Middle School",="Asian",1,1.1
,="Danbury High School",="Asian",4,1.9
,="Rogers Park Middle School",="Asian",1,1.0
,="South Street School",="Asian",1,3.0
="Darien School District",="Darien High School",="Asian",2,1.4
,="Holmes Elementary School",="Asian",1,1.9
,="Ox Ridge Elementary School",="Asian",1,1.7
="East Hartford School District",="Connecticut IB Academy",="Asian",2,11.1
,="Dr. John A. Langford School",="Asian",1,3.0
,="East Hartford High School",="Asian",2,1.2
,="Governor William Pitkin School",="Asian",1,3.2
,="Robert J. O'Brien School",="Asian",1,2.9
,="Sunset Ridge Middle School",="Asian",1,2.5
="East Lyme School District",="East Lyme High School",="Asian",1,0.8
,="East Lyme Middle School",="Asian",2,2.4
="Ellington School District",="Windermere Intermediate School",="Asian",1,2.7
,="Windermere School",="Asian",1,2.7
="Elm City College Preparatory School District",="Elm City College Preparatory School",="Asian",6,11.8
="Enfield School District",="Eli Whitney School",="Asian",2,5.0
,="Nathan Hale School",="Asian",1,3.3
,="Prudence Crandall School",="Asian",1,2.9
="Fairfield School District",="Burr Elementary School",="Asian",1,2.5
,="Fairfield Ludlowe High School",="Asian",1,0.7
,="Fairfield Warde High School",="Asian",1,0.7
,="Fairfield Woods Middle School",="Asian",1,1.4
,="Jennings School",="Asian",1,2.4
,="Roger Ludlowe Middle School",="Asian",1,1.0
,="Stratfield School",="Asian",1,2.2
,="Tomlinson Middle School",="Asian",1,1.2
="Farmington School District",="Farmington High School",="Asian",1,0.8
,="West District School",="Asian",1,3.1
,="West Woods Upper Elementary School",="Asian",1,1.6
="Glastonbury School District",="Glastonbury High School",="Asian",3,1.7
,="Hopewell School",="Asian",1,2.3
,="Naubuc School",="Asian",3,6.5
,="Nayaug Elementary School",="Asian",1,1.8
="Granby School District",="Granby Memorial High School",="Asian",1,1.4
="Greenwich School District",="Cos Cob School",="Asian",1,2.2
,="Eastern Middle School",="Asian",1,1.4
,="Greenwich High School",="Asian",9,3.3
,="Hamilton Avenue School",="Asian",1,1.9
,="International School At Dundee",="Asian",3,7.7
,="New Lebanon School",="Asian",2,5.4
,="North Mianus School",="Asian",1,2.2
,="Old Greenwich School",="Asian",1,2.3
,="Riverside School",="Asian",1,2.2
,="Western Middle School",="Asian",2,3.6
="Griswold School District",="Griswold Middle School",="Asian",1,2.4
="Groton School District",="Carl C. Cutler Middle School",="Asian",1,2.2
,="Claude Chester School",="Asian",1,2.6
,="Fitch Middle School",="Asian",1,1.8
,="Mary Morrisson School",="Asian",1,2.5
,="Northeast Academy Elementary School",="Asian",1,2.8
,="Pleasant Valley School",="Asian",1,2.9
,="Robert E. Fitch High School",="Asian",3,2.4
,="West Side Middle School",="Asian",1,2.5
="Guilford School District",="A. W. Cox School",="Asian",1,3.0
,="Guilford High School",="Asian",1,1.0
="Hamden School District",="Dunbar Hill School",="Asian",1,2.9
,="Hamden High School",="Asian",2,1.1
,="Hamden Middle School",="Asian",1,1.0
,="Spring Glen School",="Asian",1,3.0
="Hartford School District",="Bulkeley High School Lower School",="Asian",3,2.7
,="Burns Latino Studies Academy",="Asian",2,4.3
,="Burr School",="Asian",1,1.9
,="Classical Magnet School",="Asian",2,3.4
,="Expeditionary Learning Academy at Moylan School",="Asian",1,2.0
,="HPHS Law and Government Academy",="Asian",1,3.3
,="M. L. King, Jr. School",="Asian",1,2.2
,="Milner School",="Asian",1,2.6
,="Parkville Community School",="Asian",2,4.4
,="Sanchez School",="Asian",1,2.1
,="Sports and Medical Sciences Academy",="Asian",1,1.9
,="University High School of Science and Engineering",="Asian",1,3.3
,="Weaver High School",="Asian",1,2.6
="Hebron School District",="Gilead Hill School",="Asian",1,2.4
="Jumoke Academy District",="Jumoke Academy",="Asian",3,11.1
="Killingly School District",="Killingly Central School",="Asian",1,2.3
,="Killingly High School",="Asian",2,2.4
,="Killingly Intermediate School",="Asian",1,1.3
="Lebanon School District",="Lebanon Middle School",="Asian",1,2.5
,="Lyman Memorial High School",="Asian",1,1.6
="Ledyard School District",="Gallup Hill School",="Asian",1,2.5
,="Ledyard High School",="Asian",2,2.1
="Litchfield School District",="Litchfield High School",="Asian",1,1.7
="Madison School District",="Daniel Hand High School",="Asian",2,1.7
="Manchester School District",="Bowers School",="Asian",1,2.7
,="Illing Middle School",="Asian",1,1.0
,="Manchester High School",="Asian",2,1.0
,="Robertson School",="Asian",1,2.7
,="Verplanck School",="Asian",1,2.7
="Marlborough School District",="Elmer Thienes-Mary Hall Elementary School",="Asian",1,1.8
="Meriden School District",="Francis T. Maloney High School",="Asian",2,1.7
,="Hanover School",="Asian",1,2.1
,="Lincoln Middle School",="Asian",1,1.3
,="Orville H. Platt High School",="Asian",2,1.9
,="Washington Middle School",="Asian",1,1.0
="Middletown School District",="Bielefield School",="Asian",1,3.0
,="Keigwin Middle School",="Asian",2,5.4
,="Lawrence School",="Asian",1,3.1
,="Middletown High School",="Asian",1,0.8
,="Moody School",="Asian",1,2.6
,="Spencer School",="Asian",2,5.4
="Monroe School District",="Fawn Hollow Elementary School",="Asian",1,2.2
="Montville School District",="Leonard J. Tyl Middle School",="Asian",1,1.5
="Naugatuck School District",="Naugatuck High School",="Asian",1,0.8
="New Britain School District",="Chamberlain Elementary School",="Asian",1,2.3
,="House of Arts Letters and Science (HALS) Academy",="Asian",2,16.7
,="Jefferson School",="Asian",1,2.6
,="Lincoln School",="Asian",1,2.1
,="New Britain High School",="Asian",3,1.3
,="Roosevelt Middle School",="Asian",1,2.0
,="Slade Middle School",="Asian",1,1.7
,="Smith School",="Asian",1,1.8
="New Canaan School District",="New Canaan High School",="Asian",1,0.8
,="West School",="Asian",1,1.6
="New Fairfield School District",="Meeting House Hill School",="Asian",1,1.8
="New Haven School District",="Betsy Ross Arts Magnet School",="Asian",2,3.9
,="Bishop Woods Architecture and Design Magnet School",="Asian",1,2.8
,="Clinton Avenue School",="Asian",1,2.2
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Asian",1,4.2
,="Engineering - Science University Magnet School",="Asian",1,5.9
,="Fair Haven School",="Asian",1,1.5
,="Hill Regional Career High School",="Asian",1,1.4
,="James Hillhouse High School",="Asian",1,0.8
,="John C. Daniels",="Asian",1,2.0
,="John S. Martinez Sea and Sky STEM School",="Asian",1,2.1
,="Katherine Brennan School",="Asian",1,2.7
,="King/Robinson Magnet School",="Asian",2,4.0
,="Mauro-Sheridan Magnet School",="Asian",1,1.7
,="New Haven Academy",="Asian",1,3.8
,="Riverside Education Academy",="Asian",1,4.3
,="Urban Youth Center Middle School",="Asian",1,6.3
,="Wexler/Grant Community School",="Asian",2,5.0
,="Wilbur Cross High School",="Asian",7,4.0
="New London School District",="Jennings School",="Asian",1,2.4
,="Nathan Hale Arts Magnet School",="Asian",1,3.6
,="New London High School",="Asian",1,1.1
="Newington School District",="John Wallace Middle School",="Asian",1,1.4
,="Newington High School",="Asian",2,1.6
="Newtown School District",="Newtown High School",="Asian",4,2.7
="North Branford School District",="Totoket Valley Elementary School",="Asian",1,2.6
="North Haven School District",="Clintonville Elementary School",="Asian",1,2.7
,="North Haven High School",="Asian",1,0.9
,="North Haven Middle School",="Asian",1,1.3
="Norwalk School District",="Brien McMahon High School",="Asian",5,3.5
,="Fox Run Elementary School",="Asian",1,2.5
,="Marvin Elementary School",="Asian",1,2.7
,="Nathan Hale Middle School",="Asian",2,3.2
,="Ponus Ridge Middle School",="Asian",1,1.4
,="Roton Middle School",="Asian",1,1.9
,="Rowayton School",="Asian",1,2.4
,="West Rocks Middle School",="Asian",2,3.1
="Norwich Free Academy District",="Norwich Free Academy",="Asian",3,1.5
="Norwich School District",="Deborah-Tennant Zinewicz School",="Asian",1,12.5
,="Kelly Middle School",="Asian",1,1.7
,="Samuel Huntington School",="Asian",2,6.3
="Orange School District",="Peck Place School",="Asian",1,2.4
="Plainfield School District",="Plainfield High School",="Asian",1,1.4
="Plymouth School District",="Terryville High School",="Asian",1,2.1
="Regional School District 01",="Housatonic Valley Regional High School",="Asian",1,1.6
="Regional School District 04",="Valley Regional High School",="Asian",1,1.6
="Regional School District 05",="Amity Regional High School",="Asian",2,1.3
="Regional School District 07",="Northwestern Regional High School",="Asian",1,1.3
,="Northwestern Regional Middle School",="Asian",1,2.0
="Regional School District 08",="RHAM High School",="Asian",1,0.9
,="RHAM Middle School",="Asian",1,1.5
="Regional School District 10",="Lake Garda Elementary School",="Asian",1,1.7
="Regional School District 15",="Rochambeau Middle School",="Asian",1,1.9
="Regional School District 18",="Center School",="Asian",1,3.3
,="Lyme-Old Lyme High School",="Asian",1,1.9
,="Lyme-Old Lyme Middle School",="Asian",1,2.5
="Ridgefield School District",="Barlow Mountain Elementary School",="Asian",1,2.6
,="Branchville Elementary School",="Asian",1,2.9
,="East Ridge Middle School",="Asian",1,1.4
,="Ridgefield High School",="Asian",1,0.6
,="Scotts Ridge Middle School",="Asian",1,1.9
="Rocky Hill School District",="Dr. Oran A. Moser School",="Asian",1,5.6
,="Myrtle H. Stevens School",="Asian",1,2.1
="Salisbury School District",="Salisbury Central School",="Asian",1,2.5
="Seymour School District",="Bungay School",="Asian",1,2.4
="Shelton School District",="Sunnyside School",="Asian",1,3.2
="Sherman School District",="Sherman School",="Asian",1,2.2
="Simsbury School District",="Latimer Lane School",="Asian",1,1.8
,="Simsbury High School",="Asian",3,2.0
,="Tootin' Hills School",="Asian",1,1.7
="South Windsor School District",="Eli Terry School",="Asian",1,2.7
,="South Windsor High School",="Asian",1,0.7
="Southington School District",="Thalberg Elementary School",="Asian",1,2.6
="Sprague School District",="Sayles School",="Asian",1,3.0
="Stafford School District",="Stafford High School",="Asian",1,2.0
="Stamford School District",="Cloonan School",="Asian",1,1.6
,="Davenport Ridge School",="Asian",1,1.9
,="Dolan School",="Asian",1,1.7
,="Hart School",="Asian",1,2.2
,="Julia A. Stark School",="Asian",2,3.6
,="K. T. Murphy School",="Asian",1,1.9
,="Rippowam Middle School",="Asian",2,2.6
,="Rogers International School",="Asian",3,4.8
,="Scofield Middle School",="Asian",1,1.7
,="Springdale School",="Asian",1,2.0
,="Stamford High School",="Asian",1,0.7
,="Stillmeadow School",="Asian",1,1.7
,="The Academy of Information Technology",="Asian",4,6.1
,="Westhill High School",="Asian",6,3.2
,="Westover School",="Asian",1,1.5
="State of Connecticut",="",="Asian",.,0.9
="Stonington School District",="Mystic Middle School",="Asian",2,5.1
,="Pawcatuck Middle School",="Asian",2,5.1
,="Stonington High School",="Asian",1,1.3
="Stratford School District",="Bunnell High School",="Asian",1,1.0
,="Franklin School",="Asian",1,3.1
="Suffield School District",="Suffield Middle School",="Asian",2,3.1
="Tolland School District",="Tolland Intermediate School",="Asian",1,1.6
,="Tolland Middle School",="Asian",1,1.4
="Torrington School District",="Southwest School",="Asian",1,2.7
,="Torringford School",="Asian",1,1.7
,="Vogel-Wetmore School",="Asian",1,2.0
="Trailblazers Academy District",="Trailblazers Academy",="Asian",1,5.0
="Trumbull School District",="Frenchtown Elementary School",="Asian",2,2.8
,="Hillcrest Middle School",="Asian",2,2.9
,="Trumbull High School",="Asian",1,0.6
="Unified School District #1",="Manson Youth Institution",="Asian",2,4.4
="Unified School District #2",="Walter G. Cady School",="Asian",1,2.2
="Vernon School District",="Lake Street School",="Asian",1,4.0
,="Rockville High School",="Asian",1,0.9
="Wallingford School District",="Cook Hill School",="Asian",1,2.0
="Waterbury School District",="West Side Middle School",="Asian",2,1.9
,="Crosby High School",="Asian",2,1.7
,="Driggs School",="Asian",1,2.1
,="H. S. Chase School",="Asian",1,1.6
,="Maloney Interdistrict Magnet School",="Asian",1,2.0
,="Michael F. Wallace Middle School",="Asian",2,1.9
,="Waterbury Arts Magnet School (High)",="Asian",2,3.2
,="Wilby High School",="Asian",2,1.8
="Waterford School District",="Waterford High School",="Asian",1,1.0
="West Hartford School District",="Smith School",="Asian",1,2.4
,="Braeburn School",="Asian",1,2.5
,="Bristow Middle School",="Asian",2,3.7
,="Bugbee School",="Asian",1,2.9
,="Conard High School",="Asian",2,1.4
,="Hall High School",="Asian",2,1.5
,="Sedgwick Middle School",="Asian",1,1.0
,="Webster Hill School",="Asian",1,2.4
="Weston School District",="Hurlbutt Elementary School",="Asian",2,4.0
,="Weston High School",="Asian",2,2.6
,="Weston Intermediate School",="Asian",1,1.7
="Westport School District",="Bedford Middle School",="Asian",1,1.0
,="King's Highway Elementary School",="Asian",1,1.6
,="Long Lots School",="Asian",1,1.5
,="Staples High School",="Asian",1,0.5
="Wethersfield School District",="Alfred W. Hanmer School",="Asian",1,2.6
,="Samuel B. Webb Elementary School",="Asian",1,2.5
,="Wethersfield High School",="Asian",2,1.8
="Wilton School District",="Cider Mill School",="Asian",2,2.0
="Windham School District",="W. B. Sweeney School",="Asian",1,2.9
,="Windham Early Childhood Prospect Street",="Asian",1,8.3
,="Windham High School",="Asian",3,3.2
="Windsor School District",="Sage Park Middle School",="Asian",2,1.9
,="Windsor High School",="Asian",2,1.4
="Woodbridge School District",="Beecher Road Intermediate School",="Asian",1,2.2
="Woodstock Academy District",="Woodstock Academy",="Asian",3,2.9
="Woodstock School District",="Woodstock Middle School",="Asian",1,2.5

