"Educator Race/Ethnicity Report for 2004-05"

"District","School","Race","Count","% of Total"
,="Dr. John A. Langford School",="Hispanic or Latino",2,6.3
,="East Hartford High School",="Hispanic or Latino",5,2.8
,="East Hartford Middle School",="Hispanic or Latino",2,1.9
,="Joseph O. Goodwin School",="Hispanic or Latino",1,3.7
,="Silver Lane School",="Hispanic or Latino",2,7.1
,="Sunset Ridge Middle School",="Hispanic or Latino",1,2.3
="East Haven School District",="D. C. Moore School",="Hispanic or Latino",1,4.2
,="Deer Run School",="Hispanic or Latino",1,2.9
,="Dominick H. Ferrara School",="Hispanic or Latino",1,4.5
,="East Haven High School",="Hispanic or Latino",1,1.0
,="Grove J. Tuttle School",="Hispanic or Latino",2,8.3
="East Lyme School District",="East Lyme High School",="Hispanic or Latino",2,1.7
,="Flanders School",="Hispanic or Latino",1,2.9
="East Windsor School District",="East Windsor High School",="Hispanic or Latino",1,2.0
,="East Windsor Middle School",="Hispanic or Latino",1,2.6
="Easton School District",="Helen Keller Middle School",="Hispanic or Latino",2,4.2
="Ellington School District",="Center School",="Hispanic or Latino",2,5.1
,="Ellington High School",="Hispanic or Latino",1,1.5
,="Windermere School",="Hispanic or Latino",1,1.6
="Elm City College Preparatory School",="Elm City College Preparatory School",="Hispanic or Latino",1,6.3
="Enfield School District",="Enfield High School",="Hispanic or Latino",1,1.1
,="Enrico Fermi High School",="Hispanic or Latino",2,2.0
,="Thomas G. Alcorn School",="Hispanic or Latino",1,3.2
="Essex School District",="Essex Elementary School",="Hispanic or Latino",2,3.7
="Fairfield School District",="Dwight Elementary School",="Hispanic or Latino",1,2.9
,="Fairfield Ludlowe High School",="Hispanic or Latino",3,2.6
,="Fairfield Warde High School",="Hispanic or Latino",6,3.6
,="Holland Hill School",="Hispanic or Latino",1,2.5
,="Jennings School",="Hispanic or Latino",1,2.4
,="Mill Hill School",="Hispanic or Latino",1,2.5
,="North Stratfield School",="Hispanic or Latino",1,2.3
,="Roger Ludlowe Middle School",="Hispanic or Latino",1,1.1
="Farmington School District",="East Farms School",="Hispanic or Latino",1,2.3
,="Farmington High School",="Hispanic or Latino",2,1.5
,="Irving A. Robbins Middle School",="Hispanic or Latino",1,1.4
,="West Woods Upper Elementary School",="Hispanic or Latino",2,3.1
="Glastonbury School District",="Eastbury School",="Hispanic or Latino",1,2.2
,="Gideon Welles School",="Hispanic or Latino",1,1.6
,="Glastonbury High School",="Hispanic or Latino",4,2.4
,="Hebron Avenue School",="Hispanic or Latino",1,2.3
,="Naubuc School",="Hispanic or Latino",1,2.2
,="Smith Middle School",="Hispanic or Latino",2,2.0
="Granby School District",="Granby Memorial Middle School",="Hispanic or Latino",1,2.0
="Greenwich School District",="Central Middle School",="Hispanic or Latino",1,1.4
,="Cos Cob School",="Hispanic or Latino",1,2.4
,="Eastern Middle School",="Hispanic or Latino",2,2.7
,="Glenville School",="Hispanic or Latino",1,2.3
,="Greenwich High School",="Hispanic or Latino",10,3.6
,="Hamilton Avenue School",="Hispanic or Latino",2,5.0
,="International School At Dundee",="Hispanic or Latino",4,9.8
,="Julian Curtiss School",="Hispanic or Latino",2,4.1
,="New Lebanon School",="Hispanic or Latino",2,5.3
,="North Mianus School",="Hispanic or Latino",4,9.3
,="North Street School",="Hispanic or Latino",1,2.0
,="Old Greenwich School",="Hispanic or Latino",1,2.1
,="Riverside School",="Hispanic or Latino",1,2.3
,="Western Middle School",="Hispanic or Latino",2,3.1
="Groton School District",="Carl C. Cutler Middle School",="Hispanic or Latino",1,2.1
,="Charles Barnum School",="Hispanic or Latino",2,5.4
,="Claude Chester School",="Hispanic or Latino",1,2.8
,="Fitch Middle School",="Hispanic or Latino",1,1.8
,="Noank School",="Hispanic or Latino",1,2.7
,="Robert E. Fitch High School",="Hispanic or Latino",2,1.7
="Guilford School District",="E. C. Adams Middle School",="Hispanic or Latino",1,1.5
="Hamden School District",="Church Street School",="Hispanic or Latino",1,2.6
,="Hamden High School",="Hispanic or Latino",4,2.3
,="Hamden Middle School",="Hispanic or Latino",5,5.4
,="Ridge Hill School",="Hispanic or Latino",2,6.1
="Hartford School District",="Asian Studies Academy at Bellizzi School",="Hispanic or Latino",3,6.4
,="Barnard-Brown School",="Hispanic or Latino",17,36.2
,="Batchelder School",="Hispanic or Latino",1,2.0
,="Betances Early Reading Lab Magnet School",="Hispanic or Latino",17,42.5
,="Breakthrough Magnet School",="Hispanic or Latino",2,10.0
,="Bulkeley High School Lower School",="Hispanic or Latino",27,20.6
,="Burns Latino Studies Academy",="Hispanic or Latino",18,32.7
,="Burr School",="Hispanic or Latino",11,22.9
,="Clark School",="Hispanic or Latino",4,9.8
,="Dr. Joseph Bellizzi Middle School",="Hispanic or Latino",10,13.5
,="Environmental Sciences Magnet at Hooker School",="Hispanic or Latino",11,33.3
,="Expeditionary Learning Academy at Moylan School",="Hispanic or Latino",12,20.3
,="Fox Middle School",="Hispanic or Latino",6,8.1
,="Hartford Magnet Trinity College Academy",="Hispanic or Latino",7,12.7
,="Hartford Public High School",="Hispanic or Latino",17,14.0
,="Hartford Transitional Learning Academy (Elementary)",="Hispanic or Latino",1,7.1
,="Hartford Transitional Learning Academy (Secondary)",="Hispanic or Latino",8,15.7
,="Kennelly School",="Hispanic or Latino",5,7.9
,="Kinsella Magnet School of Performing Arts",="Hispanic or Latino",11,23.9
,="M. D. Fox School",="Hispanic or Latino",26,32.9
,="M. L. King, Jr. School",="Hispanic or Latino",1,1.6
,="McDonough Middle School",="Hispanic or Latino",9,18.8
,="Milner School",="Hispanic or Latino",3,6.3
,="Naylor/CCSU Leadership Academy",="Hispanic or Latino",3,6.3
,="Parkville Community School",="Hispanic or Latino",14,26.4
,="Pathways Academy of Technology and Design",="Hispanic or Latino",1,5.9
,="Quirk Middle School",="Hispanic or Latino",19,21.8
,="SAND School",="Hispanic or Latino",1,2.8
,="Sanchez School",="Hispanic or Latino",22,44.0
,="Simpson-Waverly School",="Hispanic or Latino",1,2.6
,="Sports and Medical Sciences Academy",="Hispanic or Latino",8,22.9
,="Twain School",="Hispanic or Latino",1,2.8
,="University High School of Science and Engineering",="Hispanic or Latino",1,9.1
,="Weaver High School",="Hispanic or Latino",4,3.6
,="Webster Micro Society Magnet School",="Hispanic or Latino",2,4.2
,="West Middle School",="Hispanic or Latino",6,9.0
,="Wish Museum School",="Hispanic or Latino",10,21.7
="Hebron School District",="Hebron Elementary School",="Hispanic or Latino",1,2.0
="Highville Mustard Seed Charter School District",="Highville Mustard Seed Charter School",="Hispanic or Latino",2,8.7
="Interdistrict School for Arts and Comm District",="Interdistrict School For Arts And Communication",="Hispanic or Latino",1,6.3
="Learn",="Regional Multicultural Magnet School",="Hispanic or Latino",3,7.0
="Lebanon School District",="Lyman Memorial High School",="Hispanic or Latino",2,3.2
="Ledyard School District",="Juliet W. Long School",="Hispanic or Latino",1,2.9
,="Ledyard Center School",="Hispanic or Latino",1,2.3
,="Ledyard High School",="Hispanic or Latino",1,1.0
="Manchester School District",="Bennet Middle School",="Hispanic or Latino",3,3.7
,="Highland Park School",="Hispanic or Latino",1,3.1
,="Illing Middle School",="Hispanic or Latino",4,4.3
,="Manchester High School",="Hispanic or Latino",7,4.0
,="Washington School",="Hispanic or Latino",3,8.1
="Mansfield School District",="Annie E. Vinton School",="Hispanic or Latino",1,3.6
,="Mansfield Middle School",="Hispanic or Latino",1,1.4
="Meriden School District",="Benjamin Franklin School",="Hispanic or Latino",3,5.9
,="Casimir Pulaski School",="Hispanic or Latino",1,1.6
,="Francis T. Maloney High School",="Hispanic or Latino",7,6.0
,="Hanover School",="Hispanic or Latino",4,7.8
,="Israel Putnam School",="Hispanic or Latino",2,4.2
,="John Barry School",="Hispanic or Latino",1,1.8
,="Lincoln Middle School",="Hispanic or Latino",4,5.5
,="Nathan Hale School",="Hispanic or Latino",3,5.1
,="Orville H. Platt High School",="Hispanic or Latino",4,3.9
,="Roger Sherman School",="Hispanic or Latino",3,6.0
,="Thomas Hooker School",="Hispanic or Latino",10,24.4
,="Washington Middle School",="Hispanic or Latino",7,7.1
="Middletown School District",="Farm Hill School",="Hispanic or Latino",1,2.8
,="Middletown High School",="Hispanic or Latino",2,1.9
,="Moody School",="Hispanic or Latino",1,3.0
,="Snow School",="Hispanic or Latino",1,2.4
,="Spencer School",="Hispanic or Latino",1,3.1
,="Woodrow Wilson Middle School",="Hispanic or Latino",1,1.4
="Milford School District",="Harborside Middle School",="Hispanic or Latino",1,1.6
,="Jonathan Law High School",="Hispanic or Latino",1,1.1
,="Joseph A. Foran High School",="Hispanic or Latino",1,1.1
,="West Shore Middle School",="Hispanic or Latino",1,1.7
="Monroe School District",="Chalk Hill School",="Hispanic or Latino",1,1.8
,="Fawn Hollow Elementary School",="Hispanic or Latino",1,2.1
,="Masuk High School",="Hispanic or Latino",1,0.9
="Montville School District",="Montville High School",="Hispanic or Latino",3,3.5
="Naugatuck School District",="Hillside Middle School",="Hispanic or Latino",1,3.2
,="Naugatuck High School",="Hispanic or Latino",3,2.3
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="Hispanic or Latino",2,9.1
="New Britain School District",="Chamberlain Elementary School",="Hispanic or Latino",8,16.7
,="Frank J. DiLoreto School",="Hispanic or Latino",13,27.7
,="Holmes School",="Hispanic or Latino",4,8.9
,="Jefferson School",="Hispanic or Latino",2,5.9
,="Lincoln School",="Hispanic or Latino",6,16.2
,="New Britain High School",="Hispanic or Latino",16,7.8
,="Northend School",="Hispanic or Latino",2,7.4
,="Pulaski Middle School",="Hispanic or Latino",10,11.5
,="Roosevelt Middle School",="Hispanic or Latino",8,13.6
,="Slade Middle School",="Hispanic or Latino",8,10.7
,="Smalley Academy",="Hispanic or Latino",9,18.0
,="Smith School",="Hispanic or Latino",3,5.9
,="Vance School",="Hispanic or Latino",2,6.3
="New Canaan School District",="New Canaan High School",="Hispanic or Latino",2,1.8
,="Saxe Middle School",="Hispanic or Latino",1,0.8
="New Fairfield School District",="Meeting House Hill School",="Hispanic or Latino",1,1.8
="New Haven School District",="Beecher School",="Hispanic or Latino",1,3.4
,="Betsy Ross Arts Magnet School",="Hispanic or Latino",1,1.8
,="Celentano BioTech, Health and Medical Magnet School",="Hispanic or Latino",2,6.3
,="Clarence Rogers School",="Hispanic or Latino",1,5.9
,="Clinton Avenue School",="Hispanic or Latino",10,27.8
,="Columbus Family Academy",="Hispanic or Latino",15,44.1
,="Conte/West Hills Magnet School",="Hispanic or Latino",2,4.1
,="Cooperative High School",="Hispanic or Latino",1,2.2
,="East Rock Community Magnet School",="Hispanic or Latino",1,1.3
,="Fair Haven School",="Hispanic or Latino",11,14.3
,="High School In The Community",="Hispanic or Latino",1,3.2
,="Hill Central Music Academy",="Hispanic or Latino",12,25.0
,="Hill Regional Career High School",="Hispanic or Latino",4,6.1
,="James Hillhouse High School",="Hispanic or Latino",5,4.1
,="John S. Martinez Sea and Sky STEM School",="Hispanic or Latino",7,19.4
,="Katherine Brennan School",="Hispanic or Latino",1,3.0
,="Martin Luther King School",="Hispanic or Latino",1,3.6
,="New Haven Academy",="Hispanic or Latino",1,7.7
,="Polly T. McCabe Center",="Hispanic or Latino",1,10.0
,="Prince School",="Hispanic or Latino",8,33.3
,="Riverside Education Academy",="Hispanic or Latino",3,11.5
,="Roberto Clemente Leadership Academy for Global Awareness",="Hispanic or Latino",9,17.0
,="Ross/Woodward School",="Hispanic or Latino",3,7.1
,="Sheridan Communications and Technology Magnet School",="Hispanic or Latino",1,1.8
,="Sound School",="Hispanic or Latino",2,4.8
,="Timothy Dwight School",="Hispanic or Latino",5,14.7
,="Troup Middle School",="Hispanic or Latino",1,1.5
,="Truman School",="Hispanic or Latino",10,25.0
,="Urban Youth Center Elementary School",="Hispanic or Latino",1,7.1
,="Urban Youth Center Middle School",="Hispanic or Latino",1,4.8
,="Vincent E. Mauro Elementary Math, Science and Technology Magnet School",="Hispanic or Latino",3,8.3
,="Welch Annex School",="Hispanic or Latino",10,31.3
,="Wilbur Cross High School",="Hispanic or Latino",16,10.1
,="Worthington Hooker School",="Hispanic or Latino",1,2.6
="New London School District",="Jennings School",="Hispanic or Latino",2,6.5
,="Bennie Dover Jackson Middle School",="Hispanic or Latino",5,6.8
,="Edgerton School",="Hispanic or Latino",11,31.4
,="Harbor School",="Hispanic or Latino",1,3.6
,="New London High School",="Hispanic or Latino",6,8.2
,="Winthrop STEM Elementary Magnet School",="Hispanic or Latino",5,14.3
="New Milford School District",="New Milford High School",="Hispanic or Latino",3,2.5
,="Schaghticoke Middle School",="Hispanic or Latino",1,1.3
="Newington School District",="Newington High School",="Hispanic or Latino",2,1.7
="North Haven School District",="North Haven High School",="Hispanic or Latino",1,1.0
,="North Haven Middle School",="Hispanic or Latino",2,2.6
="Norwalk School District",="Brien McMahon High School",="Hispanic or Latino",6,5.6
,="Brookside Elementary School",="Hispanic or Latino",2,5.3
,="Columbus Magnet School",="Hispanic or Latino",2,6.7
,="Cranbury Elementary School",="Hispanic or Latino",1,2.6
,="Fox Run Elementary School",="Hispanic or Latino",2,5.1
,="Jefferson Magnet School",="Hispanic or Latino",3,8.1
,="Kendall Elementary School",="Hispanic or Latino",4,9.5
,="Nathan Hale Middle School",="Hispanic or Latino",3,5.0
,="Norwalk High School",="Hispanic or Latino",8,5.8
,="Norwalk Pathways Academy at Briggs",="Hispanic or Latino",1,4.3
,="Ponus Ridge Middle School",="Hispanic or Latino",3,5.1
,="Roton Middle School",="Hispanic or Latino",4,7.7
,="Silvermine Elementary School",="Hispanic or Latino",9,23.1
,="Tracey School",="Hispanic or Latino",2,4.9
,="West Rocks Middle School",="Hispanic or Latino",4,6.1
,="Wolfpit School",="Hispanic or Latino",1,2.8
="Norwich Free Academy District",="Norwich Free Academy",="Hispanic or Latino",5,2.8
="Norwich School District",="Teachers' Memorial Middle School",="Hispanic or Latino",1,2.2
="Old Saybrook School District",="Old Saybrook Middle School",="Hispanic or Latino",1,1.4
="Orange School District",="Race Brook School",="Hispanic or Latino",1,2.7
="Oxford School District",="Oxford Center School",="Hispanic or Latino",1,2.9
="Plainville School District",="Plainville High School",="Hispanic or Latino",1,1.3
="Regional School District 04",="Valley Regional High School",="Hispanic or Latino",3,5.0
="Regional School District 05",="Amity Middle School: Orange",="Hispanic or Latino",1,2.3
,="Amity Regional High School",="Hispanic or Latino",6,3.9
="Regional School District 06",="Wamogo Regional High School",="Hispanic or Latino",1,1.9
="Regional School District 07",="Northwestern Regional High School",="Hispanic or Latino",1,1.3
,="Northwestern Regional Middle School",="Hispanic or Latino",1,1.8
="Regional School District 08",="RHAM High School",="Hispanic or Latino",2,2.2
,="RHAM Middle School",="Hispanic or Latino",1,1.6
="Regional School District 09",="Joel Barlow High School",="Hispanic or Latino",1,1.0
="Regional School District 10",="Harwinton Consolidated School",="Hispanic or Latino",1,1.8
,="Lewis S. Mills High School",="Hispanic or Latino",1,1.4
="Regional School District 12",="Shepaug Valley Middle School",="Hispanic or Latino",1,2.6
="Regional School District 13",="Coginchaug Regional High School",="Hispanic or Latino",1,1.6
="Regional School District 14",="Mitchell Elementary School",="Hispanic or Latino",1,2.2
,="Nonnewaug High School",="Hispanic or Latino",1,1.5
="Regional School District 15",="Rochambeau Middle School",="Hispanic or Latino",2,3.6
="Regional School District 16",="Laurel Ledge School",="Hispanic or Latino",1,2.4
="Regional School District 17",="Burr District Elementary School",="Hispanic or Latino",1,2.2
,="Haddam Elementary School",="Hispanic or Latino",2,5.1
,="Haddam-Killingworth High School",="Hispanic or Latino",1,1.5
,="Haddam-Killingworth Middle School",="Hispanic or Latino",1,2.2
="Regional School District 19",="E. O. Smith High School",="Hispanic or Latino",3,2.4
="Ridgefield School District",="East Ridge Middle School",="Hispanic or Latino",2,2.7
,="Ridgefield High School",="Hispanic or Latino",5,3.7
,="Scotts Ridge Middle School",="Hispanic or Latino",1,1.7
="Rocky Hill School District",="Rocky Hill High School",="Hispanic or Latino",3,4.0
,="West Hill School",="Hispanic or Latino",2,4.2
="Salem School District",="Salem Elementary School",="Hispanic or Latino",1,1.8
="Sherman School District",="Sherman School",="Hispanic or Latino",1,2.3
="Simsbury School District",="Simsbury High School",="Hispanic or Latino",2,1.4
="Somers School District",="Mabelle B. Avery Middle School",="Hispanic or Latino",2,4.8
,="Somers High School",="Hispanic or Latino",2,3.4
="South Windsor School District",="South Windsor High School",="Hispanic or Latino",1,0.8
,="Timothy Edwards School",="Hispanic or Latino",3,2.8
="Southington School District",="John F. Kennedy Middle School",="Hispanic or Latino",1,1.3
,="Joseph A. Depaolo Middle School",="Hispanic or Latino",1,1.3
,="Strong Elementary School",="Hispanic or Latino",1,2.9
="Sprague School District",="Sayles School",="Hispanic or Latino",1,2.9
="Stafford School District",="Stafford High School",="Hispanic or Latino",1,2.0
,="Stafford Middle School",="Hispanic or Latino",1,2.1
="Stamford School District",="Newfield School",="Hispanic or Latino",2,3.6
,="Cloonan School",="Hispanic or Latino",3,4.6
,="Hart School",="Hispanic or Latino",1,2.0
,="K. T. Murphy School",="Hispanic or Latino",7,13.5
,="Northeast School",="Hispanic or Latino",8,12.5
,="Preschool Team",="Hispanic or Latino",1,25.0
,="Rippowam Middle School",="Hispanic or Latino",1,1.1
,="Rogers International School",="Hispanic or Latino",3,5.0
,="Roxbury School",="Hispanic or Latino",2,3.4
,="Scofield Middle School",="Hispanic or Latino",3,5.0
,="Stamford High School",="Hispanic or Latino",6,3.5
,="Stillmeadow School",="Hispanic or Latino",2,3.3
,="The Academy of Information Technology",="Hispanic or Latino",3,7.9
,="Toquam Magnet School",="Hispanic or Latino",1,2.2
,="Turn of River School",="Hispanic or Latino",6,8.3
,="Westhill High School",="Hispanic or Latino",5,2.9
,="Westover School",="Hispanic or Latino",5,7.6
="State of Connecticut",="",="Hispanic or Latino",.,3.1
="Stratford School District",="Bunnell High School",="Hispanic or Latino",2,2.0
,="David Wooster Middle School",="Hispanic or Latino",2,3.6
,="Franklin School",="Hispanic or Latino",1,3.2
,="Second Hill Lane School",="Hispanic or Latino",1,1.8
,="Stratford High School",="Hispanic or Latino",1,1.1
="Suffield School District",="A. Ward Spaulding School",="Hispanic or Latino",1,3.3
,="McAlister Intermediate School",="Hispanic or Latino",1,2.7
,="Suffield High School",="Hispanic or Latino",1,1.4
,="Suffield Middle School",="Hispanic or Latino",2,2.7
="The Bridge Academy District",="The Bridge Academy",="Hispanic or Latino",3,23.1
="Thomaston School District",="Thomaston Center School",="Hispanic or Latino",1,3.7
,="Thomaston High School",="Hispanic or Latino",2,4.1
="Tolland School District",="Birch Grove Primary School",="Hispanic or Latino",1,1.7
,="Tolland High School",="Hispanic or Latino",2,2.6
,="Tolland Middle School",="Hispanic or Latino",2,2.4
="Torrington School District",="Forbes School",="Hispanic or Latino",1,2.3
,="Torrington High School",="Hispanic or Latino",2,2.0
,="Torrington Middle School",="Hispanic or Latino",2,2.2
,="Vogel-Wetmore School",="Hispanic or Latino",3,5.8
="Trumbull School District",="Booth Hill School",="Hispanic or Latino",2,4.3
,="Hillcrest Middle School",="Hispanic or Latino",1,1.6
,="Madison Middle School",="Hispanic or Latino",1,1.3
,="Middlebrook School",="Hispanic or Latino",2,3.6
,="Trumbull High School",="Hispanic or Latino",4,2.4
="Unified School District #1",="Enfield Correctional Institution",="Hispanic or Latino",1,10.0
,="Manson Youth Institution",="Hispanic or Latino",1,2.8
,="Robinson Correctional Institution",="Hispanic or Latino",1,6.7
,="Willard/Cybulski Correctional Institution",="Hispanic or Latino",1,10.0
,="York Correctional Institution",="Hispanic or Latino",1,4.3
="Unified School District #2",="Children's Place School",="Hispanic or Latino",1,7.1
,="Riverview School",="Hispanic or Latino",1,3.7
="Vernon School District",="Rockville High School",="Hispanic or Latino",1,0.9
,="Vernon Center Middle School",="Hispanic or Latino",1,1.1
="Wallingford School District",="Evarts C. Stevens School",="Hispanic or Latino",1,2.4
,="Lyman Hall High School",="Hispanic or Latino",1,0.9
,="Pond Hill School",="Hispanic or Latino",1,2.7
,="Rock Hill School",="Hispanic or Latino",1,2.9
="Waterbury School District",="Washington School",="Hispanic or Latino",2,7.1
,="B. W. Tinker School",="Hispanic or Latino",1,2.6
,="Bucks Hill School",="Hispanic or Latino",2,2.9
,="Bunker Hill School",="Hispanic or Latino",1,2.6
,="Carrington School",="Hispanic or Latino",10,23.8
,="Crosby High School",="Hispanic or Latino",9,8.0
,="Driggs School",="Hispanic or Latino",1,2.0
,="F. J. Kingsbury School",="Hispanic or Latino",1,2.6
,="H. S. Chase School",="Hispanic or Latino",4,6.9
,="Hopeville School",="Hispanic or Latino",6,14.0
