"Educator Race/Ethnicity Report for 2007-08"

"District","School","Race","Count","% of Total"
="Coventry School District",="Capt. Nathan Hale School",="Hispanic or Latino",1,2.0
,="Coventry Grammar School",="Hispanic or Latino",1,3.0
="Cromwell School District",="Cromwell Middle School",="Hispanic or Latino",1,2.0
="Danbury School District",="Broadview Middle School",="Hispanic or Latino",1,1.0
,="Danbury High School",="Hispanic or Latino",7,3.1
,="Ellsworth Avenue School",="Hispanic or Latino",1,2.9
,="Great Plain School",="Hispanic or Latino",3,8.8
,="King Street Intermediate School",="Hispanic or Latino",1,3.3
,="King Street Primary School",="Hispanic or Latino",1,3.6
,="Morris Street School",="Hispanic or Latino",2,5.3
,="Park Avenue School",="Hispanic or Latino",2,5.4
,="Pembroke School",="Hispanic or Latino",1,2.5
,="Rogers Park Middle School",="Hispanic or Latino",7,7.3
,="Shelter Rock School",="Hispanic or Latino",2,6.1
,="South Street School",="Hispanic or Latino",1,2.9
,="Stadley Rough School",="Hispanic or Latino",3,6.8
,="Western CT Academy of International Studies Elementary Magnet School",="Hispanic or Latino",3,9.7
="Darien School District",="Darien High School",="Hispanic or Latino",2,1.5
,="Middlesex Middle School",="Hispanic or Latino",1,0.8
,="Ox Ridge Elementary School",="Hispanic or Latino",1,1.8
,="Royle Elementary School",="Hispanic or Latino",1,2.4
="Deep River School District",="Deep River Elementary School",="Hispanic or Latino",2,4.4
="Derby School District",="Derby High School",="Hispanic or Latino",3,5.3
,="Irving School",="Hispanic or Latino",1,2.5
="East Hampton School District",="East Hampton High School",="Hispanic or Latino",1,1.9
,="East Hampton Middle School",="Hispanic or Latino",2,4.3
="East Hartford School District",="Anna E. Norris School",="Hispanic or Latino",1,3.8
,="Dr. Franklin H. Mayberry School",="Hispanic or Latino",6,16.7
,="Dr. John A. Langford School",="Hispanic or Latino",1,3.1
,="East Hartford High School",="Hispanic or Latino",9,5.1
,="East Hartford Middle School",="Hispanic or Latino",3,2.9
,="Hockanum School",="Hispanic or Latino",1,2.9
,="Joseph O. Goodwin School",="Hispanic or Latino",1,3.1
,="Robert J. O'Brien School",="Hispanic or Latino",1,2.8
,="Silver Lane School",="Hispanic or Latino",2,7.1
="East Haven School District",="East Haven High School",="Hispanic or Latino",3,3.1
,="Grove J. Tuttle School",="Hispanic or Latino",1,5.6
="East Lyme School District",="East Lyme High School",="Hispanic or Latino",1,0.8
="East Windsor School District",="East Windsor Middle School",="Hispanic or Latino",1,2.5
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Arts at the Capitol Theater",="Hispanic or Latino",1,6.3
="Easton School District",="Helen Keller Middle School",="Hispanic or Latino",1,2.5
="Ellington School District",="Center School",="Hispanic or Latino",1,2.7
,="Ellington High School",="Hispanic or Latino",1,1.4
="Elm City College Preparatory School",="Elm City College Preparatory School",="Hispanic or Latino",3,7.9
="Enfield School District",="Enfield High School",="Hispanic or Latino",1,1.1
,="Enfield Street School",="Hispanic or Latino",1,3.3
,="Enrico Fermi High School",="Hispanic or Latino",2,1.9
="Essex School District",="Essex Elementary School",="Hispanic or Latino",1,1.7
="Fairfield School District",="Dwight Elementary School",="Hispanic or Latino",1,2.4
,="Fairfield Ludlowe High School",="Hispanic or Latino",4,2.6
,="Fairfield Warde High School",="Hispanic or Latino",4,2.9
,="Fairfield Woods Middle School",="Hispanic or Latino",2,2.9
,="Holland Hill School",="Hispanic or Latino",1,2.6
,="Mill Hill School",="Hispanic or Latino",1,2.4
,="North Stratfield School",="Hispanic or Latino",1,2.2
,="Riverfield School",="Hispanic or Latino",1,2.2
,="Roger Ludlowe Middle School",="Hispanic or Latino",2,2.0
,="Tomlinson Middle School",="Hispanic or Latino",1,1.3
="Farmington School District",="East Farms School",="Hispanic or Latino",1,2.6
,="Farmington High School",="Hispanic or Latino",5,3.6
,="Irving A. Robbins Middle School",="Hispanic or Latino",1,1.5
,="West Woods Upper Elementary School",="Hispanic or Latino",2,3.1
="Glastonbury School District",="Eastbury School",="Hispanic or Latino",1,3.0
,="Glastonbury High School",="Hispanic or Latino",3,1.6
,="Naubuc School",="Hispanic or Latino",1,2.2
,="Nayaug Elementary School",="Hispanic or Latino",1,1.7
,="Smith Middle School",="Hispanic or Latino",2,1.9
="Granby School District",="Granby Memorial High School",="Hispanic or Latino",1,1.4
,="Granby Memorial Middle School",="Hispanic or Latino",1,2.7
="Greenwich School District",="Central Middle School",="Hispanic or Latino",2,2.8
,="Cos Cob School",="Hispanic or Latino",1,2.4
,="Eastern Middle School",="Hispanic or Latino",2,2.9
,="Glenville School",="Hispanic or Latino",2,5.1
,="Greenwich High School",="Hispanic or Latino",12,4.4
,="Hamilton Avenue School",="Hispanic or Latino",4,8.5
,="International School At Dundee",="Hispanic or Latino",4,9.5
,="Julian Curtiss School",="Hispanic or Latino",2,4.2
,="New Lebanon School",="Hispanic or Latino",4,10.3
,="North Mianus School",="Hispanic or Latino",1,2.3
,="Old Greenwich School",="Hispanic or Latino",1,2.2
,="Riverside School",="Hispanic or Latino",1,2.3
,="Western Middle School",="Hispanic or Latino",1,1.7
="Groton School District",="Claude Chester School",="Hispanic or Latino",1,2.7
,="Colonel Ledyard School",="Hispanic or Latino",1,7.1
,="Eastern Point School",="Hispanic or Latino",1,2.3
,="Fitch Middle School",="Hispanic or Latino",2,3.6
,="Mary Morrisson School",="Hispanic or Latino",1,2.9
,="Noank School",="Hispanic or Latino",1,3.6
,="Robert E. Fitch High School",="Hispanic or Latino",4,3.3
,="West Side Middle School",="Hispanic or Latino",2,5.0
="Guilford School District",="A. Baldwin Middle School",="Hispanic or Latino",1,1.7
,="E. C. Adams Middle School",="Hispanic or Latino",1,1.5
,="Guilford Lakes School",="Hispanic or Latino",1,2.4
="Hamden School District",="Bear Path School",="Hispanic or Latino",2,4.9
,="Church Street School",="Hispanic or Latino",1,2.8
,="Hamden High School",="Hispanic or Latino",6,3.4
,="Hamden Middle School",="Hispanic or Latino",5,5.0
,="Helen Street School",="Hispanic or Latino",1,3.0
,="Ridge Hill School",="Hispanic or Latino",2,6.5
="Hartford School District",="Asian Studies Academy at Bellizzi School",="Hispanic or Latino",5,12.2
,="Barnard-Brown School",="Hispanic or Latino",13,30.2
,="Batchelder School",="Hispanic or Latino",1,2.0
,="Betances Early Reading Lab Magnet School",="Hispanic or Latino",14,34.1
,="Breakthrough Magnet School",="Hispanic or Latino",3,11.1
,="Bulkeley High School Lower School",="Hispanic or Latino",28,20.4
,="Burns Latino Studies Academy",="Hispanic or Latino",15,27.3
,="Burr School",="Hispanic or Latino",7,13.7
,="Capital Preparatory Magnet School",="Hispanic or Latino",3,14.3
,="Clark School",="Hispanic or Latino",3,7.3
,="Dr. Joseph Bellizzi Middle School",="Hispanic or Latino",6,10.3
,="Environmental Sciences Magnet at Hooker School",="Hispanic or Latino",10,25.6
,="Expeditionary Learning Academy at Moylan School",="Hispanic or Latino",9,15.0
,="Fox Middle School",="Hispanic or Latino",2,3.8
,="Hartford Magnet Trinity College Academy",="Hispanic or Latino",9,13.8
,="Hartford Public High School",="Hispanic or Latino",23,18.0
,="Hartford Transitional Learning Academy (Elementary)",="Hispanic or Latino",5,25.0
,="Kennelly School",="Hispanic or Latino",2,3.3
,="Kinsella Magnet School of Performing Arts",="Hispanic or Latino",8,16.0
,="M. D. Fox School",="Hispanic or Latino",17,22.7
,="M. L. King, Jr. School",="Hispanic or Latino",2,3.3
,="McDonough Middle School",="Hispanic or Latino",9,19.6
,="Milner School",="Hispanic or Latino",3,6.7
,="Naylor/CCSU Leadership Academy",="Hispanic or Latino",4,8.0
,="Parkville Community School",="Hispanic or Latino",10,21.3
,="Pathways Academy of Technology and Design",="Hispanic or Latino",3,9.4
,="Quirk Middle School",="Hispanic or Latino",14,19.4
,="Rawson School",="Hispanic or Latino",1,2.3
,="SAND School",="Hispanic or Latino",2,6.1
,="STEM Magnet at Fisher School",="Hispanic or Latino",1,1.8
,="Sanchez School",="Hispanic or Latino",21,40.4
,="Simpson-Waverly School",="Hispanic or Latino",3,6.5
,="Sports and Medical Sciences Academy",="Hispanic or Latino",7,19.4
,="University High School of Science and Engineering",="Hispanic or Latino",1,3.2
,="Weaver High School",="Hispanic or Latino",3,2.6
,="West Middle School",="Hispanic or Latino",5,8.1
,="Wish Museum School",="Hispanic or Latino",11,24.4
="Hebron School District",="Hebron Elementary School",="Hispanic or Latino",1,1.9
="Interdistrict School for Arts and Comm District",="Interdistrict School For Arts And Communication",="Hispanic or Latino",1,5.3
="Killingly School District",="Killingly High School",="Hispanic or Latino",1,1.1
="Learn",="Regional Multicultural Magnet School",="Hispanic or Latino",4,9.5
,="The Friendship School",="Hispanic or Latino",2,4.8
="Lebanon School District",="Lebanon Middle School",="Hispanic or Latino",1,2.6
,="Lyman Memorial High School",="Hispanic or Latino",2,3.3
="Ledyard School District",="Juliet W. Long School",="Hispanic or Latino",2,4.9
,="Ledyard Center School",="Hispanic or Latino",1,2.4
,="Ledyard High School",="Hispanic or Latino",1,1.0
="Madison School District",="Daniel Hand High School",="Hispanic or Latino",1,0.8
,="Walter C. Polson Upper Middle School",="Hispanic or Latino",1,1.5
="Manchester School District",="Illing Middle School",="Hispanic or Latino",4,4.1
,="Manchester High School",="Hispanic or Latino",7,3.7
,="Nathan Hale School",="Hispanic or Latino",2,6.1
,="Washington School",="Hispanic or Latino",2,5.0
="Mansfield School District",="Annie E. Vinton School",="Hispanic or Latino",1,3.4
,="Mansfield Middle School",="Hispanic or Latino",3,4.3
="Marlborough School District",="Elmer Thienes-Mary Hall Elementary School",="Hispanic or Latino",1,1.8
="Meriden School District",="Nathan Hale School",="Hispanic or Latino",3,5.5
,="Benjamin Franklin School",="Hispanic or Latino",5,10.2
,="Casimir Pulaski School",="Hispanic or Latino",2,3.5
,="Francis T. Maloney High School",="Hispanic or Latino",11,9.1
,="Hanover School",="Hispanic or Latino",7,14.0
,="Israel Putnam School",="Hispanic or Latino",1,2.0
,="John Barry School",="Hispanic or Latino",2,3.8
,="Lincoln Middle School",="Hispanic or Latino",7,8.8
,="Orville H. Platt High School",="Hispanic or Latino",7,6.3
,="Roger Sherman School",="Hispanic or Latino",3,6.8
,="Thomas Hooker School",="Hispanic or Latino",10,25.6
,="Washington Middle School",="Hispanic or Latino",8,7.9
="Middletown School District",="Farm Hill School",="Hispanic or Latino",1,2.8
,="Middletown High School",="Hispanic or Latino",4,3.6
,="Moody School",="Hispanic or Latino",1,2.9
,="Snow School",="Hispanic or Latino",1,2.4
,="Spencer School",="Hispanic or Latino",2,5.7
,="Woodrow Wilson Middle School",="Hispanic or Latino",1,1.5
="Milford School District",="Calf Pen Meadow School",="Hispanic or Latino",1,2.9
,="Joseph A. Foran High School",="Hispanic or Latino",1,1.0
,="West Shore Middle School",="Hispanic or Latino",2,3.2
="Monroe School District",="Chalk Hill School",="Hispanic or Latino",1,2.0
,="Fawn Hollow Elementary School",="Hispanic or Latino",1,2.1
,="Masuk High School",="Hispanic or Latino",1,0.8
="Montville School District",="Montville High School",="Hispanic or Latino",4,4.5
="Naugatuck School District",="Hillside Intermediate School",="Hispanic or Latino",1,2.8
,="Hillside Middle School",="Hispanic or Latino",1,3.3
,="Naugatuck High School",="Hispanic or Latino",3,2.4
="New Britain School District",="Chamberlain Elementary School",="Hispanic or Latino",6,11.5
,="Frank J. DiLoreto School",="Hispanic or Latino",7,14.6
,="Holmes School",="Hispanic or Latino",6,14.6
,="Jefferson School",="Hispanic or Latino",3,8.8
,="Lincoln School",="Hispanic or Latino",7,15.2
,="New Britain High School",="Hispanic or Latino",21,9.1
,="Northend School",="Hispanic or Latino",1,4.0
,="Pulaski Middle School",="Hispanic or Latino",13,16.7
,="Roosevelt Middle School",="Hispanic or Latino",5,9.1
,="Slade Middle School",="Hispanic or Latino",8,12.1
,="Smalley Academy",="Hispanic or Latino",12,24.5
,="Smith School",="Hispanic or Latino",2,3.9
,="Vance School",="Hispanic or Latino",2,5.0
="New Canaan School District",="New Canaan High School",="Hispanic or Latino",3,2.5
,="Saxe Middle School",="Hispanic or Latino",2,1.5
="New Fairfield School District",="Meeting House Hill School",="Hispanic or Latino",1,1.8
="New Hartford School District",="Ann Antolini School",="Hispanic or Latino",1,2.9
="New Haven School District",="Edgewood School",="Hispanic or Latino",1,2.5
,="Augusta Lewis Troup School",="Hispanic or Latino",1,2.0
,="Benjamin Jepson Magnet School",="Hispanic or Latino",2,4.4
,="Betsy Ross Arts Magnet School",="Hispanic or Latino",2,3.7
,="Celentano BioTech, Health and Medical Magnet School",="Hispanic or Latino",2,4.2
,="Clinton Avenue School",="Hispanic or Latino",9,19.6
,="Columbus Family Academy",="Hispanic or Latino",18,60.0
,="Conte/West Hills Magnet School",="Hispanic or Latino",3,6.0
,="Cooperative High School",="Hispanic or Latino",4,8.3
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Hispanic or Latino",1,4.5
,="Davis 21st Century Magnet Elementary School",="Hispanic or Latino",1,2.8
,="East Rock Community Magnet School",="Hispanic or Latino",2,2.7
,="Fair Haven School",="Hispanic or Latino",13,18.3
,="Headstart",="Hispanic or Latino",1,33.3
,="High School In The Community",="Hispanic or Latino",2,6.1
,="Hill Central Music Academy",="Hispanic or Latino",6,10.7
,="Hill Regional Career High School",="Hispanic or Latino",5,6.9
,="James Hillhouse High School",="Hispanic or Latino",4,3.4
,="John C. Daniels",="Hispanic or Latino",15,33.3
,="John S. Martinez Sea and Sky STEM School",="Hispanic or Latino",7,15.2
,="King/Robinson Magnet School",="Hispanic or Latino",1,2.0
,="New Haven Academy",="Hispanic or Latino",1,4.5
,="Riverside Education Academy",="Hispanic or Latino",2,7.7
,="Roberto Clemente Leadership Academy for Global Awareness",="Hispanic or Latino",9,17.3
,="Ross/Woodward School",="Hispanic or Latino",4,7.5
,="Sheridan Communications and Technology Magnet School",="Hispanic or Latino",2,5.7
,="Sound School",="Hispanic or Latino",3,6.1
,="Timothy Dwight School",="Hispanic or Latino",5,15.2
,="Truman School",="Hispanic or Latino",12,25.5
,="Vincent E. Mauro Elementary Math, Science and Technology Magnet School",="Hispanic or Latino",7,17.5
,="West Rock Authors Academy",="Hispanic or Latino",1,4.5
,="Wilbur Cross High School",="Hispanic or Latino",13,7.8
,="Worthington Hooker School",="Hispanic or Latino",2,5.3
="New London School District",="Bennie Dover Jackson Middle School",="Hispanic or Latino",2,2.8
,="Dual Language Arts Academy/Academia Bilingue de las Artes",="Hispanic or Latino",2,50.0
,="Harbor School",="Hispanic or Latino",1,2.8
,="Jennings School",="Hispanic or Latino",8,23.5
,="Nathan Hale Arts Magnet School",="Hispanic or Latino",1,2.9
,="New London High School",="Hispanic or Latino",5,6.1
,="Winthrop STEM Elementary Magnet School",="Hispanic or Latino",6,18.2
="New Milford School District",="Hill And Plain School",="Hispanic or Latino",1,2.6
,="New Milford High School",="Hispanic or Latino",3,2.4
="Newington School District",="Elizabeth Green School",="Hispanic or Latino",1,3.1
,="John Paterson School",="Hispanic or Latino",1,2.2
,="Martin Kellogg Middle School",="Hispanic or Latino",1,1.4
,="Newington High School",="Hispanic or Latino",2,1.7
="Newtown School District",="Newtown High School",="Hispanic or Latino",3,2.2
="North Branford School District",="North Branford Intermediate School",="Hispanic or Latino",1,2.0
="North Haven School District",="North Haven High School",="Hispanic or Latino",2,1.7
,="North Haven Middle School",="Hispanic or Latino",2,2.7
="Norwalk School District",="Brien McMahon High School",="Hispanic or Latino",7,5.2
,="Brookside Elementary School",="Hispanic or Latino",2,5.4
,="Columbus Magnet School",="Hispanic or Latino",2,6.5
,="Cranbury Elementary School",="Hispanic or Latino",2,4.9
,="Fox Run Elementary School",="Hispanic or Latino",3,7.9
,="Jefferson Magnet School",="Hispanic or Latino",3,7.5
,="Kendall Elementary School",="Hispanic or Latino",4,9.1
,="Nathan Hale Middle School",="Hispanic or Latino",3,4.9
,="Norwalk High School",="Hispanic or Latino",10,7.1
,="Norwalk Pathways Academy at Briggs",="Hispanic or Latino",1,6.3
,="Ponus Ridge Middle School",="Hispanic or Latino",3,4.3
,="Roton Middle School",="Hispanic or Latino",5,8.6
,="Silvermine Elementary School",="Hispanic or Latino",10,28.6
,="Tracey School",="Hispanic or Latino",3,7.7
,="West Rocks Middle School",="Hispanic or Latino",3,4.1
,="Wolfpit School",="Hispanic or Latino",1,2.6
="Norwich Free Academy District",="Norwich Free Academy",="Hispanic or Latino",4,2.1
="Norwich School District",="Greeneville School",="Hispanic or Latino",1,3.7
,="John B. Stanton Network School",="Hispanic or Latino",1,3.7
,="Samuel Huntington School",="Hispanic or Latino",1,3.2
,="Teachers' Memorial Middle School",="Hispanic or Latino",1,1.9
="Old Saybrook School District",="Old Saybrook Middle School",="Hispanic or Latino",1,1.5
="Oxford School District",="Oxford Center School",="Hispanic or Latino",1,3.2
="Plainville School District",="Louis Toffolon School",="Hispanic or Latino",1,2.6
,="Plainville High School",="Hispanic or Latino",1,1.2
="Plymouth School District",="Terryville High School",="Hispanic or Latino",2,4.3
="Redding School District",="John Read Middle School",="Hispanic or Latino",1,1.6
="Regional School District 04",="Valley Regional High School",="Hispanic or Latino",2,3.1
="Regional School District 05",="Amity Middle School: Orange",="Hispanic or Latino",2,4.7
,="Amity Regional High School",="Hispanic or Latino",5,3.2
="Regional School District 06",="Wamogo Regional High School",="Hispanic or Latino",2,3.6
="Regional School District 07",="Northwestern Regional High School",="Hispanic or Latino",1,1.2
="Regional School District 08",="RHAM High School",="Hispanic or Latino",1,1.0
,="RHAM Middle School",="Hispanic or Latino",1,1.5
="Regional School District 09",="Joel Barlow High School",="Hispanic or Latino",1,1.0
="Regional School District 10",="Har-Bur Middle School",="Hispanic or Latino",1,1.1
,="Harwinton Consolidated School",="Hispanic or Latino",1,1.8
,="Lewis S. Mills High School",="Hispanic or Latino",2,2.5
="Regional School District 11",="Parish Hill High School",="Hispanic or Latino",1,2.4
="Regional School District 12",="Early Childhood Education Center",="Hispanic or Latino",1,25.0
,="Shepaug Valley Middle School",="Hispanic or Latino",1,2.5
="Regional School District 13",="Coginchaug Regional High School",="Hispanic or Latino",2,3.2
,="Francis E. Korn School",="Hispanic or Latino",1,4.0
="Regional School District 14",="Bethlehem Elementary School",="Hispanic or Latino",1,2.4
,="Nonnewaug High School",="Hispanic or Latino",1,1.3
="Regional School District 15",="Memorial Middle School",="Hispanic or Latino",1,2.0
,="Rochambeau Middle School",="Hispanic or Latino",1,1.9
="Regional School District 16",="Laurel Ledge School",="Hispanic or Latino",2,4.8
="Regional School District 17",="Haddam-Killingworth High School",="Hispanic or Latino",2,3.0
="Regional School District 19",="E. O. Smith High School",="Hispanic or Latino",2,1.6
="Ridgefield School District",="East Ridge Middle School",="Hispanic or Latino",2,2.8
,="Ridgefield High School",="Hispanic or Latino",3,1.9
="Rocky Hill School District",="Myrtle H. Stevens School",="Hispanic or Latino",1,2.2
,="Rocky Hill High School",="Hispanic or Latino",2,2.7
,="West Hill School",="Hispanic or Latino",1,2.0
="Salem School District",="Salem Elementary School",="Hispanic or Latino",1,1.8
="Seymour School District",="Seymour High School",="Hispanic or Latino",1,1.4
="Shelton School District",="Elizabeth Shelton School",="Hispanic or Latino",1,2.1
,="Long Hill School",="Hispanic or Latino",1,2.0
,="Shelton High School",="Hispanic or Latino",1,0.7
="Sherman School District",="Sherman School",="Hispanic or Latino",1,2.2
="Simsbury School District",="Henry James Memorial School",="Hispanic or Latino",2,2.3
,="Latimer Lane School",="Hispanic or Latino",1,1.7
,="Simsbury High School",="Hispanic or Latino",2,1.3
,="Squadron Line School",="Hispanic or Latino",1,1.3
,="Tariffville School",="Hispanic or Latino",1,2.6
,="Tootin' Hills School",="Hispanic or Latino",1,1.5
="Somers School District",="Somers High School",="Hispanic or Latino",2,3.3
="South Windsor School District",="Philip R. Smith School",="Hispanic or Latino",1,2.9
,="South Windsor High School",="Hispanic or Latino",4,2.8
,="Timothy Edwards School",="Hispanic or Latino",4,3.6
="Southington School District",="John F. Kennedy Middle School",="Hispanic or Latino",1,1.3
,="Southington High School",="Hispanic or Latino",1,0.5
,="Strong Elementary School",="Hispanic or Latino",1,2.4
="Sprague School District",="Sayles School",="Hispanic or Latino",2,6.5
="Stafford School District",="Stafford Middle School",="Hispanic or Latino",1,2.1
="Stamford School District",="CLC William Pitt",="Hispanic or Latino",1,7.7
,="Cloonan School",="Hispanic or Latino",3,4.5
,="Hart School",="Hispanic or Latino",1,2.0
,="Julia A. Stark School",="Hispanic or Latino",1,1.7
,="K. T. Murphy School",="Hispanic or Latino",6,11.3
,="Newfield School",="Hispanic or Latino",2,3.8
,="Northeast School",="Hispanic or Latino",7,10.3
,="Preschool Team",="Hispanic or Latino",1,33.3
,="Rippowam Middle School",="Hispanic or Latino",1,1.2
,="Rogers International School",="Hispanic or Latino",8,12.9
,="Roxbury School",="Hispanic or Latino",3,4.5
,="Scofield Middle School",="Hispanic or Latino",3,4.8
,="Stamford High School",="Hispanic or Latino",3,1.8
,="Stillmeadow School",="Hispanic or Latino",3,4.9
,="The Academy of Information Technology",="Hispanic or Latino",5,9.8
,="Toquam Magnet School",="Hispanic or Latino",2,4.1
,="Turn of River School",="Hispanic or Latino",4,6.1
,="Westhill High School",="Hispanic or Latino",12,6.6
,="Westover School",="Hispanic or Latino",3,4.7
="State of Connecticut",="",="Hispanic or Latino",.,3.2
="Stonington School District",="Stonington High School",="Hispanic or Latino",1,1.4
="Stratford School District",="Bunnell High School",="Hispanic or Latino",3,2.9
,="Eli Whitney School",="Hispanic or Latino",1,2.2
,="Franklin School",="Hispanic or Latino",1,2.9
,="Nichols School",="Hispanic or Latino",2,5.9
,="Stratford High School",="Hispanic or Latino",3,3.4
="Suffield School District",="A. Ward Spaulding School",="Hispanic or Latino",2,4.8
