"Educator Race/Ethnicity Report for 2010-11"

"District","School","Race","Count","% of Total"
,="Ella T. Grasso Southeastern Technical High School",="Hispanic or Latino",4,5.4
,="H. C. Wilcox Technical High School",="Hispanic or Latino",7,8.6
,="H. H. Ellis Technical High School",="Hispanic or Latino",3,4.9
,="Henry Abbott Technical High School",="Hispanic or Latino",1,1.4
,="Howell Cheney Technical High School",="Hispanic or Latino",8,11.3
,="Norwich Technical High School",="Hispanic or Latino",2,3.0
,="Platt Technical High School",="Hispanic or Latino",2,2.5
,="Vinal Technical High School",="Hispanic or Latino",2,2.9
,="W. F. Kaynor Technical High School",="Hispanic or Latino",5,6.4
,="Windham Technical High School",="Hispanic or Latino",1,1.5
="Cooperative Educational Services",="C. E. S. Special Education",="Hispanic or Latino",3,3.0
,="Six-Six Magnet School",="Hispanic or Latino",4,8.2
="Coventry School District",="Capt. Nathan Hale School",="Hispanic or Latino",1,1.9
,="Coventry Grammar School",="Hispanic or Latino",1,3.3
="Cromwell School District",="Cromwell Middle School",="Hispanic or Latino",1,1.9
,="Woodside Intermediate School",="Hispanic or Latino",1,2.4
="Danbury School District",="Broadview Middle School",="Hispanic or Latino",2,2.2
,="Danbury High School",="Hispanic or Latino",7,3.3
,="Ellsworth Avenue School",="Hispanic or Latino",1,2.8
,="Great Plain School",="Hispanic or Latino",3,8.8
,="Hayestown Avenue School",="Hispanic or Latino",2,5.4
,="King Street Primary School",="Hispanic or Latino",3,8.3
,="Morris Street School",="Hispanic or Latino",1,3.0
,="Park Avenue School",="Hispanic or Latino",2,5.7
,="Pembroke School",="Hispanic or Latino",2,5.1
,="Rogers Park Middle School",="Hispanic or Latino",10,10.1
,="Shelter Rock School",="Hispanic or Latino",2,5.9
,="South Street School",="Hispanic or Latino",1,2.6
,="Stadley Rough School",="Hispanic or Latino",2,5.1
,="Western CT Academy of International Studies Elementary Magnet School",="Hispanic or Latino",3,9.1
="Darien School District",="Darien High School",="Hispanic or Latino",5,3.5
,="Holmes Elementary School",="Hispanic or Latino",1,2.1
,="Middlesex Middle School",="Hispanic or Latino",2,1.5
,="Ox Ridge Elementary School",="Hispanic or Latino",2,3.8
,="Royle Elementary School",="Hispanic or Latino",1,2.2
,="Tokeneke Elementary School",="Hispanic or Latino",1,2.1
="Deep River School District",="Deep River Elementary School",="Hispanic or Latino",1,2.6
="Derby School District",="Bradley School",="Hispanic or Latino",1,3.0
,="Derby High School",="Hispanic or Latino",3,7.9
,="Derby Middle School",="Hispanic or Latino",1,3.8
,="Irving School",="Hispanic or Latino",1,2.9
="East Hampton School District",="East Hampton High School",="Hispanic or Latino",1,2.0
,="East Hampton Middle School",="Hispanic or Latino",2,4.2
="East Hartford School District",="Anna E. Norris School",="Hispanic or Latino",1,3.3
,="Dr. Franklin H. Mayberry School",="Hispanic or Latino",6,16.7
,="Dr. Thomas S. O'Connell School",="Hispanic or Latino",1,2.9
,="East Hartford High School",="Hispanic or Latino",10,6.1
,="East Hartford Middle School",="Hispanic or Latino",7,6.6
,="Hockanum School",="Hispanic or Latino",2,6.3
,="Joseph O. Goodwin School",="Hispanic or Latino",1,2.9
,="Robert J. O'Brien School",="Hispanic or Latino",1,2.7
,="Silver Lane School",="Hispanic or Latino",1,3.2
,="Sunset Ridge Middle School",="Hispanic or Latino",1,2.6
,="Woodland School",="Hispanic or Latino",1,3.1
="East Haven School District",="East Haven High School",="Hispanic or Latino",3,3.4
,="Grove J. Tuttle School",="Hispanic or Latino",1,4.5
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Quinebaug Middle College",="Hispanic or Latino",1,7.1
="Easton School District",="Helen Keller Middle School",="Hispanic or Latino",1,2.4
="Ellington School District",="Center School",="Hispanic or Latino",1,2.6
,="Ellington High School",="Hispanic or Latino",2,2.6
="Elm City College Preparatory School District",="Elm City College Preparatory School",="Hispanic or Latino",1,2.1
="Enfield School District",="Enfield High School",="Hispanic or Latino",1,1.2
,="Enfield Street School",="Hispanic or Latino",1,3.1
,="Enrico Fermi High School",="Hispanic or Latino",3,3.0
="Essex School District",="Essex Elementary School",="Hispanic or Latino",1,1.6
="Fairfield School District",="Dwight Elementary School",="Hispanic or Latino",1,2.6
,="Fairfield Ludlowe High School",="Hispanic or Latino",4,2.6
,="Fairfield Warde High School",="Hispanic or Latino",5,3.4
,="Fairfield Woods Middle School",="Hispanic or Latino",2,2.7
,="Holland Hill School",="Hispanic or Latino",1,2.7
,="Jennings School",="Hispanic or Latino",1,2.4
,="Mill Hill School",="Hispanic or Latino",1,2.2
,="North Stratfield School",="Hispanic or Latino",1,2.2
,="Osborn Hill School",="Hispanic or Latino",1,1.9
,="Riverfield School",="Hispanic or Latino",1,2.3
,="Roger Ludlowe Middle School",="Hispanic or Latino",1,1.0
,="Tomlinson Middle School",="Hispanic or Latino",1,1.2
="Farmington School District",="East Farms School",="Hispanic or Latino",2,5.0
,="Farmington High School",="Hispanic or Latino",3,2.4
,="Irving A. Robbins Middle School",="Hispanic or Latino",1,1.6
,="West Woods Upper Elementary School",="Hispanic or Latino",2,3.2
="Glastonbury School District",="Eastbury School",="Hispanic or Latino",1,2.6
,="Gideon Welles School",="Hispanic or Latino",1,1.8
,="Glastonbury High School",="Hispanic or Latino",2,1.1
,="Naubuc School",="Hispanic or Latino",1,1.8
,="Nayaug Elementary School",="Hispanic or Latino",1,1.5
,="Smith Middle School",="Hispanic or Latino",2,1.9
="Granby School District",="Granby Memorial High School",="Hispanic or Latino",2,2.8
="Greenwich School District",="Central Middle School",="Hispanic or Latino",2,3.0
,="Cos Cob School",="Hispanic or Latino",1,2.4
,="Eastern Middle School",="Hispanic or Latino",2,2.6
,="Glenville School",="Hispanic or Latino",2,5.0
,="Greenwich High School",="Hispanic or Latino",13,4.6
,="Hamilton Avenue School",="Hispanic or Latino",5,9.1
,="International School At Dundee",="Hispanic or Latino",2,5.1
,="Julian Curtiss School",="Hispanic or Latino",1,2.2
,="New Lebanon School",="Hispanic or Latino",5,13.5
,="North Mianus School",="Hispanic or Latino",2,3.9
,="Old Greenwich School",="Hispanic or Latino",1,2.3
,="Parkway School",="Hispanic or Latino",1,2.9
,="Riverside School",="Hispanic or Latino",1,2.0
,="Western Middle School",="Hispanic or Latino",2,3.5
="Griswold School District",="Griswold Elementary School",="Hispanic or Latino",1,1.4
,="Griswold High School",="Hispanic or Latino",1,1.5
="Groton School District",="Catherine Kolnaski Magnet School",="Hispanic or Latino",1,2.1
,="Claude Chester School",="Hispanic or Latino",1,2.6
,="Fitch Middle School",="Hispanic or Latino",3,5.4
,="Mary Morrisson School",="Hispanic or Latino",1,2.6
,="Pleasant Valley School",="Hispanic or Latino",1,2.8
,="Robert E. Fitch High School",="Hispanic or Latino",4,3.3
,="West Side Middle School",="Hispanic or Latino",2,5.3
="Guilford School District",="A. Baldwin Middle School",="Hispanic or Latino",1,1.8
,="E. C. Adams Middle School",="Hispanic or Latino",1,1.6
,="Guilford Lakes School",="Hispanic or Latino",1,2.6
="Hamden School District",="Bear Path School",="Hispanic or Latino",2,4.5
,="Hamden High School",="Hispanic or Latino",6,3.3
,="Hamden Middle School",="Hispanic or Latino",4,4.0
,="Helen Street School",="Hispanic or Latino",1,3.3
,="Ridge Hill School",="Hispanic or Latino",2,5.6
,="West Woods School",="Hispanic or Latino",1,2.2
="Hartford School District",="Asian Studies Academy at Bellizzi School",="Hispanic or Latino",4,8.0
,="Betances Early Reading Lab Magnet School",="Hispanic or Latino",6,17.6
,="Breakthrough Magnet School",="Hispanic or Latino",3,10.3
,="Bulkeley High School",="Hispanic or Latino",4,16.7
,="Bulkeley High School Lower School",="Hispanic or Latino",14,18.2
,="Burns Latino Studies Academy",="Hispanic or Latino",18,35.3
,="Burr School",="Hispanic or Latino",7,11.9
,="Capital Preparatory Magnet School",="Hispanic or Latino",1,3.8
,="Clark School",="Hispanic or Latino",1,2.6
,="Classical Magnet School",="Hispanic or Latino",4,6.6
,="Culinary Arts Academy at Weaver High School",="Hispanic or Latino",2,7.1
,="Dr. Joseph Bellizzi Middle School",="Hispanic or Latino",1,5.0
,="Environmental Sciences Magnet at Hooker School",="Hispanic or Latino",8,25.0
,="Expeditionary Learning Academy at Moylan School",="Hispanic or Latino",15,26.8
,="Global Communications Academy",="Hispanic or Latino",2,5.3
,="HPHS Engineering and Green Technology Academy",="Hispanic or Latino",6,16.7
,="HPHS Freshmen Academy",="Hispanic or Latino",8,25.0
,="HPHS Law and Government Academy",="Hispanic or Latino",3,8.8
,="HPHS Nursing and Health Sciences Academy",="Hispanic or Latino",2,6.1
,="Hartford Magnet Trinity College Academy",="Hispanic or Latino",7,11.3
,="Hartford Transitional Learning Academy (Elementary)",="Hispanic or Latino",2,25.0
,="High School, Inc.",="Hispanic or Latino",2,7.7
,="Journalism and Media Academy Magnet School",="Hispanic or Latino",1,4.3
,="Kennelly School",="Hispanic or Latino",4,7.0
,="Kinsella Magnet School of Performing Arts",="Hispanic or Latino",5,8.2
,="M. D. Fox School",="Hispanic or Latino",18,27.7
,="M. L. King, Jr. School",="Hispanic or Latino",1,2.3
,="McDonough Middle School",="Hispanic or Latino",2,5.6
,="Milner School",="Hispanic or Latino",4,11.8
,="Montessori Magnet at Fisher School",="Hispanic or Latino",1,5.9
,="Naylor/CCSU Leadership Academy",="Hispanic or Latino",3,5.9
,="OPPortunity High School",="Hispanic or Latino",4,23.5
,="Parkville Community School",="Hispanic or Latino",10,22.7
,="Pathways Academy of Technology and Design",="Hispanic or Latino",7,19.4
,="Rawson School",="Hispanic or Latino",2,5.0
,="SAND School",="Hispanic or Latino",4,10.8
,="STEM Magnet at Fisher School",="Hispanic or Latino",1,2.9
,="Sanchez School",="Hispanic or Latino",14,35.0
,="Sarah J Rawson Middle Grades Academy",="Hispanic or Latino",1,5.3
,="Simpson-Waverly School",="Hispanic or Latino",1,2.4
,="Sports and Medical Sciences Academy",="Hispanic or Latino",8,13.6
,="University High School of Science and Engineering",="Hispanic or Latino",1,3.1
,="Weaver High School",="Hispanic or Latino",1,5.6
,="Webster Micro Society Magnet School",="Hispanic or Latino",1,1.8
,="West Middle School",="Hispanic or Latino",4,7.1
,="Wish Museum School",="Hispanic or Latino",8,18.6
="Hebron School District",="Hebron Elementary School",="Hispanic or Latino",1,1.9
="Integrated Day Charter School District",="Integrated Day Charter School",="Hispanic or Latino",1,4.3
="Jumoke Academy District",="Jumoke Academy",="Hispanic or Latino",1,3.2
="Kent School District",="Kent Center School",="Hispanic or Latino",1,2.9
="Learn",="Dual Language & Arts Magnet Middle School",="Hispanic or Latino",2,28.6
,="Regional Multicultural Magnet School",="Hispanic or Latino",3,7.0
,="The Friendship School",="Hispanic or Latino",1,2.3
="Lebanon School District",="Lebanon Middle School",="Hispanic or Latino",1,2.4
,="Lyman Memorial High School",="Hispanic or Latino",2,3.6
="Ledyard School District",="Juliet W. Long School",="Hispanic or Latino",1,3.1
,="Ledyard High School",="Hispanic or Latino",1,1.1
="Litchfield School District",="Litchfield High School",="Hispanic or Latino",1,1.7
="Madison School District",="Daniel Hand High School",="Hispanic or Latino",1,0.8
,="Walter C. Polson Upper Middle School",="Hispanic or Latino",1,1.5
="Manchester School District",="Elisabeth M. Bennet Academy",="Hispanic or Latino",1,2.1
,="Illing Middle School",="Hispanic or Latino",4,4.7
,="Manchester High School",="Hispanic or Latino",6,3.1
,="Robertson School",="Hispanic or Latino",2,5.6
,="Waddell School",="Hispanic or Latino",1,2.9
,="Washington School",="Hispanic or Latino",2,6.5
="Mansfield School District",="Mansfield Middle School",="Hispanic or Latino",2,3.0
="Meriden School District",="Benjamin Franklin School",="Hispanic or Latino",3,6.3
,="Casimir Pulaski School",="Hispanic or Latino",1,1.8
,="Francis T. Maloney High School",="Hispanic or Latino",11,9.4
,="Hanover School",="Hispanic or Latino",7,14.6
,="Israel Putnam School",="Hispanic or Latino",1,2.2
,="John Barry School",="Hispanic or Latino",3,6.4
,="Lincoln Middle School",="Hispanic or Latino",8,10.4
,="Nathan Hale School",="Hispanic or Latino",3,5.9
,="Orville H. Platt High School",="Hispanic or Latino",6,5.6
,="Roger Sherman School",="Hispanic or Latino",3,6.4
,="Thomas Hooker School",="Hispanic or Latino",8,19.0
,="Washington Middle School",="Hispanic or Latino",8,8.4
="Middletown School District",="Lawrence School",="Hispanic or Latino",1,3.1
,="MacDonough School",="Hispanic or Latino",1,3.6
,="Middletown High School",="Hispanic or Latino",5,4.2
,="Moody School",="Hispanic or Latino",1,3.2
,="Spencer School",="Hispanic or Latino",1,2.9
,="Wesley School",="Hispanic or Latino",1,3.4
,="Woodrow Wilson Middle School",="Hispanic or Latino",2,2.9
="Milford School District",="Harborside Middle School",="Hispanic or Latino",1,1.7
,="Jonathan Law High School",="Hispanic or Latino",1,1.0
,="Joseph A. Foran High School",="Hispanic or Latino",1,1.0
,="West Shore Middle School",="Hispanic or Latino",3,4.7
="Monroe School District",="Chalk Hill School",="Hispanic or Latino",1,4.0
,="Fawn Hollow Elementary School",="Hispanic or Latino",1,2.0
,="Masuk High School",="Hispanic or Latino",1,0.9
="Montville School District",="Leonard J. Tyl Middle School",="Hispanic or Latino",1,1.5
,="Montville High School",="Hispanic or Latino",2,2.4
="Naugatuck School District",="City Hill Middle School",="Hispanic or Latino",2,3.4
,="Hillside Intermediate School",="Hispanic or Latino",1,3.6
,="Maple Hill School",="Hispanic or Latino",1,3.0
,="Naugatuck High School",="Hispanic or Latino",2,1.9
="New Britain School District",="Chamberlain Elementary School",="Hispanic or Latino",1,2.3
,="Frank J. DiLoreto School",="Hispanic or Latino",25,39.7
,="Gaffney School",="Hispanic or Latino",1,2.2
,="Holmes School",="Hispanic or Latino",6,15.8
,="Jefferson School",="Hispanic or Latino",3,9.1
,="Lincoln School",="Hispanic or Latino",13,28.9
,="New Britain High School",="Hispanic or Latino",23,10.8
,="Northend School",="Hispanic or Latino",1,4.0
,="Pulaski Middle School",="Hispanic or Latino",12,18.8
,="Roosevelt Middle School",="Hispanic or Latino",6,13.0
,="Slade Middle School",="Hispanic or Latino",3,5.6
,="Smalley Academy",="Hispanic or Latino",2,3.7
,="Smith School",="Hispanic or Latino",2,3.8
,="Vance School",="Hispanic or Latino",2,5.1
="New Canaan School District",="New Canaan High School",="Hispanic or Latino",4,3.2
,="Saxe Middle School",="Hispanic or Latino",2,1.5
,="West School",="Hispanic or Latino",1,1.6
="New Fairfield School District",="Meeting House Hill School",="Hispanic or Latino",1,1.9
,="New Fairfield Middle School",="Hispanic or Latino",2,2.9
="New Hartford School District",="Ann Antolini School",="Hispanic or Latino",1,3.0
="New Haven School District",="Augusta Lewis Troup School",="Hispanic or Latino",3,5.8
,="Beecher School",="Hispanic or Latino",1,2.2
,="Benjamin Jepson Magnet School",="Hispanic or Latino",1,2.1
,="Betsy Ross Arts Magnet School",="Hispanic or Latino",1,1.9
,="Bishop Woods Architecture and Design Magnet School",="Hispanic or Latino",3,8.3
,="Brennan Rogers School",="Hispanic or Latino",1,1.8
,="Clinton Avenue School",="Hispanic or Latino",9,19.1
,="Columbus Family Academy",="Hispanic or Latino",15,38.5
,="Conte/West Hills Magnet School",="Hispanic or Latino",2,3.4
,="Cooperative High School",="Hispanic or Latino",2,3.1
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Hispanic or Latino",1,5.0
,="Davis 21st Century Magnet Elementary School",="Hispanic or Latino",1,2.6
,="Domus Academy",="Hispanic or Latino",1,7.7
,="East Rock Community Magnet School",="Hispanic or Latino",1,1.8
,="Fair Haven School",="Hispanic or Latino",14,18.9
,="Headstart",="Hispanic or Latino",2,15.4
,="Helene Grant HeadStart",="Hispanic or Latino",2,14.3
,="High School In The Community",="Hispanic or Latino",4,11.1
,="Hill Central Music Academy",="Hispanic or Latino",8,15.4
,="Hill Regional Career High School",="Hispanic or Latino",7,10.3
,="James Hillhouse High School",="Hispanic or Latino",5,4.6
,="John C. Daniels",="Hispanic or Latino",15,28.8
,="John S. Martinez Sea and Sky STEM School",="Hispanic or Latino",6,11.8
,="King/Robinson Magnet School",="Hispanic or Latino",3,5.6
,="Lincoln-Bassett School",="Hispanic or Latino",1,2.7
,="Mauro-Sheridan Magnet School",="Hispanic or Latino",4,6.8
,="Metropolitan Business Academy",="Hispanic or Latino",1,2.6
,="New Haven Academy",="Hispanic or Latino",2,7.1
,="Riverside Education Academy",="Hispanic or Latino",1,4.3
,="Roberto Clemente Leadership Academy for Global Awareness",="Hispanic or Latino",8,16.3
,="Ross/Woodward School",="Hispanic or Latino",3,5.8
,="Sound School",="Hispanic or Latino",4,7.8
,="Strong 21st Century Communications Magnet and SCSU Lab School",="Hispanic or Latino",4,16.0
,="Truman School",="Hispanic or Latino",12,24.5
,="West Rock Authors Academy",="Hispanic or Latino",1,3.7
,="Wexler/Grant Community School",="Hispanic or Latino",2,4.7
,="Wilbur Cross High School",="Hispanic or Latino",11,6.9
,="Worthington Hooker School",="Hispanic or Latino",3,7.9
="New London School District",="Jennings School",="Hispanic or Latino",14,37.8
,="Bennie Dover Jackson Middle School",="Hispanic or Latino",3,4.6
,="Nathan Hale Arts Magnet School",="Hispanic or Latino",1,3.7
,="New London High School",="Hispanic or Latino",6,6.6
,="Winthrop STEM Elementary Magnet School",="Hispanic or Latino",2,7.1
="New Milford School District",="Hill And Plain School",="Hispanic or Latino",1,2.6
,="John Pettibone School",="Hispanic or Latino",1,2.5
,="New Milford High School",="Hispanic or Latino",2,1.6
,="Schaghticoke Middle School",="Hispanic or Latino",1,1.5
="Newington School District",="Elizabeth Green School",="Hispanic or Latino",1,2.9
,="John Paterson School",="Hispanic or Latino",1,2.0
,="Martin Kellogg Middle School",="Hispanic or Latino",1,1.6
,="Newington High School",="Hispanic or Latino",2,1.6
="Newtown School District",="Newtown High School",="Hispanic or Latino",4,2.7
,="Newtown Middle School",="Hispanic or Latino",2,2.5
,="Reed Intermediate School",="Hispanic or Latino",1,1.5
,="Sandy Hook Elementary School",="Hispanic or Latino",1,2.0
="North Branford School District",="North Branford Intermediate School",="Hispanic or Latino",1,1.8
="North Haven School District",="North Haven High School",="Hispanic or Latino",3,2.8
,="North Haven Middle School",="Hispanic or Latino",1,1.3
="Norwalk School District",="Brien McMahon High School",="Hispanic or Latino",8,5.6
,="Brookside Elementary School",="Hispanic or Latino",2,4.8
,="Columbus Magnet School",="Hispanic or Latino",1,3.4
,="Cranbury Elementary School",="Hispanic or Latino",2,5.3
,="Fox Run Elementary School",="Hispanic or Latino",3,7.7
,="Jefferson Magnet School",="Hispanic or Latino",3,6.7
,="Kendall Elementary School",="Hispanic or Latino",4,9.5
,="Marvin Elementary School",="Hispanic or Latino",1,2.7
,="Naramake Elementary School",="Hispanic or Latino",1,3.0
,="Nathan Hale Middle School",="Hispanic or Latino",3,4.7
,="Norwalk High School",="Hispanic or Latino",9,6.9
,="Ponus Ridge Middle School",="Hispanic or Latino",3,4.3
,="Roton Middle School",="Hispanic or Latino",5,9.3
,="Rowayton School",="Hispanic or Latino",1,2.4
,="Silvermine Elementary School",="Hispanic or Latino",9,28.1
,="Tracey School",="Hispanic or Latino",4,11.4
,="West Rocks Middle School",="Hispanic or Latino",3,4.5
,="Wolfpit School",="Hispanic or Latino",1,3.1
="Norwich Free Academy District",="Norwich Free Academy",="Hispanic or Latino",5,2.6
="Norwich School District",="Hickory Street School",="Hispanic or Latino",1,14.3
,="John B. Stanton Network School",="Hispanic or Latino",1,3.1
,="Moriarty Magnet School",="Hispanic or Latino",1,2.6
="Oxford School District",="Oxford Center School",="Hispanic or Latino",1,2.7
="Plainville School District",="Louis Toffolon School",="Hispanic or Latino",1,2.8
,="Middle School of Plainville",="Hispanic or Latino",1,1.6
="Plymouth School District",="Eli Terry Jr. Middle School",="Hispanic or Latino",1,2.2
,="Terryville High School",="Hispanic or Latino",1,2.0
="Redding School District",="John Read Middle School",="Hispanic or Latino",1,1.4
,="Redding Elementary School",="Hispanic or Latino",1,1.5
="Regional School District 04",="Valley Regional High School",="Hispanic or Latino",2,3.3
="Regional School District 05",="Amity Middle School: Orange",="Hispanic or Latino",3,6.8
,="Amity Regional High School",="Hispanic or Latino",6,3.9
="Regional School District 06",="Wamogo Regional High School",="Hispanic or Latino",2,3.6
="Regional School District 07",="Northwestern Regional High School",="Hispanic or Latino",1,1.4
,="Northwestern Regional Middle School",="Hispanic or Latino",1,2.0
="Regional School District 08",="RHAM High School",="Hispanic or Latino",2,1.9
,="RHAM Middle School",="Hispanic or Latino",2,2.9
="Regional School District 10",="Lewis S. Mills High School",="Hispanic or Latino",2,2.5
="Regional School District 11",="Parish Hill High School",="Hispanic or Latino",1,2.6
="Regional School District 12",="Early Childhood Education Center",="Hispanic or Latino",1,25.0
,="Shepaug Valley High School",="Hispanic or Latino",1,2.3
,="Shepaug Valley Middle School",="Hispanic or Latino",1,2.7
="Regional School District 13",="Coginchaug Regional High School",="Hispanic or Latino",2,3.1
,="Francis E. Korn School",="Hispanic or Latino",1,4.2
,="Frank Ward Strong School",="Hispanic or Latino",1,2.6
="Regional School District 14",="Bethlehem Elementary School",="Hispanic or Latino",1,2.7
,="Nonnewaug High School",="Hispanic or Latino",1,1.4
="Regional School District 15",="Memorial Middle School",="Hispanic or Latino",1,2.0
,="Pomperaug Regional High School",="Hispanic or Latino",1,0.8
,="Rochambeau Middle School",="Hispanic or Latino",1,1.8
="Regional School District 16",="Laurel Ledge School",="Hispanic or Latino",2,5.0
="Regional School District 17",="Haddam-Killingworth High School",="Hispanic or Latino",1,1.4
="Regional School District 19",="E. O. Smith High School",="Hispanic or Latino",2,1.6
="Ridgefield School District",="East Ridge Middle School",="Hispanic or Latino",1,1.4
,="Ridgefield High School",="Hispanic or Latino",4,2.6
,="Scotts Ridge Middle School",="Hispanic or Latino",1,1.8
="Rocky Hill School District",="Dr. Oran A. Moser School",="Hispanic or Latino",1,6.7
,="Myrtle H. Stevens School",="Hispanic or Latino",1,2.0
,="Rocky Hill High School",="Hispanic or Latino",2,2.6
="Salem School District",="Salem Elementary School",="Hispanic or Latino",1,2.0
="Shelton School District",="Intermediate School",="Hispanic or Latino",1,1.4
,="Long Hill School",="Hispanic or Latino",1,2.9
