"Educator Race/Ethnicity Report for 2010-11"

"District","Race","Count","% of Total"
="Guilford School District",="White",340,97.7
="Hamden School District",="White",524,90.5
="Hampton School District",="White",18,94.7
="Hartford School District",="White",1332,71.3
="Hartland School District",="White",28,100.0
="Hebron School District",="White",92,95.8
="Highville Charter School District",="White",20,90.9
="Integrated Day Charter School District",="White",22,95.7
="Interdistrict School for Arts and Comm District",="White",22,95.7
="Jumoke Academy District",="White",15,48.4
="Kent School District",="White",38,97.4
="Killingly School District",="White",247,98.8
="Learn",="White",136,94.4
="Lebanon School District",="White",124,96.1
="Ledyard School District",="White",226,97.8
="Lisbon School District",="White",57,100.0
="Litchfield School District",="White",113,98.3
="Madison School District",="White",335,98.2
="Manchester School District",="White",602,91.6
="Mansfield School District",="White",136,96.5
="Marlborough School District",="White",55,98.2
="Meriden School District",="White",620,90.6
="Middletown School District",="White",427,93.2
="Milford School District",="White",683,98.3
="Monroe School District",="White",298,98.7
="Montville School District",="White",252,97.3
="Naugatuck School District",="White",345,97.7
="New Beginnings Inc Family Academy District",="White",24,80.0
="New Britain School District",="White",672,81.6
="New Canaan School District",="White",405,97.1
="New Fairfield School District",="White",253,98.4
="New Hartford School District",="White",55,98.2
="New Haven School District",="White",1422,73.8
="New London School District",="White",235,82.8
="New Milford School District",="White",379,98.2
="Newington School District",="White",376,96.2
="Newtown School District",="White",439,96.9
="Norfolk School District",="White",26,100.0
="North Branford School District",="White",205,99.0
="North Canaan School District",="White",42,100.0
="North Haven School District",="White",312,96.3
="North Stonington School District",="White",91,100.0
="Norwalk School District",="White",812,84.7
="Norwich Free Academy District",="White",171,90.5
="Norwich School District",="White",285,95.3
="Odyssey Community School District",="White",19,100.0
="Office of Early Childhood (OEC)",="White",26,100.0
="Old Saybrook School District",="White",168,100.0
="Orange School District",="White",129,98.5
="Oxford School District",="White",168,98.3
="Park City Prep Charter School District",="White",18,94.7
="Plainfield School District",="White",222,99.1
="Plainville School District",="White",238,98.8
="Plymouth School District",="White",155,98.1
="Pomfret School District",="White",50,100.0
="Portland School District",="White",123,100.0
="Preston School District",="White",47,97.9
="Putnam School District",="White",119,99.2
="Redding School District",="White",129,97.7
="Regional School District 01",="White",61,98.4
="Regional School District 04",="White",95,96.0
="Regional School District 05",="White",232,94.7
="Regional School District 06",="White",111,98.2
="Regional School District 07",="White",100,97.1
="Regional School District 08",="White",168,96.6
="Regional School District 09",="White",102,100.0
="Regional School District 10",="White",246,97.2
="Regional School District 11",="White",39,97.5
="Regional School District 12",="White",113,97.4
="Regional School District 13",="White",202,98.1
="Regional School District 14",="White",193,99.0
="Regional School District 15",="White",374,98.2
="Regional School District 16",="White",231,99.1
="Regional School District 17",="White",234,98.7
="Regional School District 18",="White",159,97.6
="Regional School District 19",="White",122,98.4
="Ridgefield School District",="White",457,97.9
="Rocky Hill School District",="White",234,97.9
="Salem School District",="White",50,96.2
="Salisbury School District",="White",43,97.7
="Scotland School District",="White",19,100.0
="Seymour School District",="White",199,99.0
="Shared Services",="White",1,100.0
="Sharon School District",="White",37,100.0
="Shelton School District",="White",394,98.8
="Sherman School District",="White",46,95.8
="Side By Side Charter School District",="White",19,100.0
="Simsbury School District",="White",395,97.1
="Somers School District",="White",153,98.1
="South Windsor School District",="White",382,97.0
="Southington School District",="White",584,98.3
="Sprague School District",="White",33,94.3
="Stafford School District",="White",173,98.3
="Stamford Academy District",="White",11,84.6
="Stamford School District",="White",1246,85.3
="Sterling School District",="White",44,100.0
="Stonington School District",="White",232,97.5
="Stratford School District",="White",565,94.2
="Suffield School District",="White",217,95.2
="The Bridge Academy District",="White",17,81.0
="The Gilbert School District",="White",41,100.0
="Thomaston School District",="White",103,98.1
="Thompson School District",="White",108,98.2
="Tolland School District",="White",235,95.9
="Torrington School District",="White",380,96.2
="Trailblazers Academy District",="White",20,95.2
="Trumbull School District",="White",587,96.7
="Unified School District #1",="White",172,88.2
="Unified School District #2",="White",85,89.5
="Union School District",="White",12,100.0
="Vernon School District",="White",336,95.2
="Voluntown School District",="White",37,100.0
="Wallingford School District",="White",588,97.4
="Waterbury School District",="White",1412,88.1
="Waterford School District",="White",258,96.6
="Watertown School District",="White",251,98.4
="West Hartford School District",="White",893,94.5
="West Haven School District",="White",529,94.3
="Westbrook School District",="White",111,100.0
="Weston School District",="White",234,97.1
="Westport School District",="White",600,96.5
="Wethersfield School District",="White",303,94.7
="Willington School District",="White",55,96.5
="Wilton School District",="White",380,97.2
="Winchester School District",="White",85,100.0
="Windham School District",="White",296,90.0
="Windsor Locks School District",="White",182,95.8
="Windsor School District",="White",380,89.2
="Wolcott School District",="White",231,97.5
="Woodbridge School District",="White",74,96.1
="Woodstock Academy District",="White",95,96.0
="Woodstock School District",="White",74,98.7

