"Educator Race/Ethnicity Report for 2007-08"

"District","School","Race","Count","% of Total"
,="Mary Morrisson School",="Asian",1,2.9
,="Pleasant Valley School",="Asian",1,2.6
,="Robert E. Fitch High School",="Asian",2,1.6
,="West Side Middle School",="Asian",1,2.5
="Guilford School District",="A. W. Cox School",="Asian",1,3.0
="Hamden School District",="Dunbar Hill School",="Asian",1,3.2
,="Hamden High School",="Asian",2,1.1
,="Hamden Middle School",="Asian",1,1.0
,="Spring Glen School",="Asian",1,3.2
="Hartford School District",="Bulkeley High School Lower School",="Asian",1,0.7
,="Classical Magnet School",="Asian",2,3.6
,="Dr. Joseph Bellizzi Middle School",="Asian",2,3.4
,="Expeditionary Learning Academy at Moylan School",="Asian",2,3.3
,="Fox Middle School",="Asian",1,1.9
,="Hartford Public High School",="Asian",1,0.8
,="M. L. King, Jr. School",="Asian",2,3.3
,="Milner School",="Asian",1,2.2
,="Parkville Community School",="Asian",2,4.3
,="Pathways Academy of Technology and Design",="Asian",1,3.1
,="STEM Magnet at Fisher School",="Asian",1,1.8
,="Sanchez School",="Asian",1,1.9
,="University High School of Science and Engineering",="Asian",1,3.2
,="Weaver High School",="Asian",2,1.7
,="West Middle School",="Asian",1,1.6
="Killingly School District",="Killingly High School",="Asian",2,2.2
,="Killingly Intermediate School",="Asian",1,1.2
="Lebanon School District",="Lebanon Middle School",="Asian",1,2.6
,="Lyman Memorial High School",="Asian",1,1.6
="Ledyard School District",="Ledyard High School",="Asian",1,1.0
="Litchfield School District",="Litchfield High School",="Asian",1,1.6
="Madison School District",="Daniel Hand High School",="Asian",2,1.7
,="J. Milton Jeffrey Elementary School",="Asian",1,2.1
="Manchester School District",="Buckley School",="Asian",1,2.3
,="Manchester High School",="Asian",1,0.5
,="Verplanck School",="Asian",1,2.8
="Marlborough School District",="Elmer Thienes-Mary Hall Elementary School",="Asian",1,1.8
="Meriden School District",="Benjamin Franklin School",="Asian",1,2.0
,="Francis T. Maloney High School",="Asian",1,0.8
,="Hanover School",="Asian",1,2.0
="Middletown School District",="Bielefield School",="Asian",1,3.1
,="Keigwin Middle School",="Asian",1,2.3
,="Middletown High School",="Asian",2,1.8
,="Spencer School",="Asian",1,2.9
,="Woodrow Wilson Middle School",="Asian",1,1.5
="Milford School District",="West Shore Middle School",="Asian",1,1.6
="Monroe School District",="Fawn Hollow Elementary School",="Asian",1,2.1
="Montville School District",="Leonard J. Tyl Middle School",="Asian",1,1.4
,="Montville High School",="Asian",1,1.1
="Naugatuck School District",="Naugatuck High School",="Asian",1,0.8
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="Asian",1,3.6
="New Britain School District",="Chamberlain Elementary School",="Asian",1,1.9
,="Gaffney School",="Asian",1,2.3
,="Jefferson School",="Asian",2,5.9
,="New Britain High School",="Asian",3,1.3
,="Pulaski Middle School",="Asian",1,1.3
,="Roosevelt Middle School",="Asian",1,1.8
,="Slade Middle School",="Asian",1,1.5
,="Smith School",="Asian",1,2.0
="New Canaan School District",="New Canaan High School",="Asian",1,0.8
,="South School",="Asian",1,1.6
,="West School",="Asian",1,1.6
="New Fairfield School District",="Meeting House Hill School",="Asian",1,1.8
="New Haven School District",="Beecher School",="Asian",1,2.8
,="Betsy Ross Arts Magnet School",="Asian",1,1.9
,="Bishop Woods Architecture and Design Magnet School",="Asian",1,3.6
,="Cooperative High School",="Asian",1,2.1
,="East Rock Community Magnet School",="Asian",1,1.3
,="Fair Haven School",="Asian",1,1.4
,="Hill Regional Career High School",="Asian",1,1.4
,="James Hillhouse High School",="Asian",1,0.9
,="John S. Martinez Sea and Sky STEM School",="Asian",1,2.2
,="King/Robinson Magnet School",="Asian",2,3.9
,="Lincoln-Bassett School",="Asian",1,2.4
,="New Haven Academy",="Asian",2,9.1
,="Riverside Education Academy",="Asian",1,3.8
,="Sheridan Communications and Technology Magnet School",="Asian",1,2.9
,="Urban Youth Center Middle School",="Asian",1,5.9
,="Vincent E. Mauro Elementary Math, Science and Technology Magnet School",="Asian",1,2.5
,="Wexler/Grant Community School",="Asian",1,3.0
,="Wilbur Cross High School",="Asian",4,2.4
,="Worthington Hooker School",="Asian",1,2.6
="New London School District",="Jennings School",="Asian",1,2.9
,="Nathan Hale Arts Magnet School",="Asian",1,2.9
,="New London High School",="Asian",1,1.2
="Newington School District",="John Wallace Middle School",="Asian",1,1.4
,="Newington High School",="Asian",2,1.7
="North Haven School District",="Clintonville Elementary School",="Asian",1,2.8
,="North Haven High School",="Asian",1,0.9
="Norwalk School District",="Brien McMahon High School",="Asian",4,3.0
,="Marvin Elementary School",="Asian",1,2.4
,="Nathan Hale Middle School",="Asian",2,3.3
,="Ponus Ridge Middle School",="Asian",1,1.4
,="Rowayton School",="Asian",1,2.6
,="West Rocks Middle School",="Asian",1,1.4
="Norwich Free Academy District",="Norwich Free Academy",="Asian",3,1.6
="Norwich School District",="Deborah-Tennant Zinewicz School",="Asian",1,12.5
,="Kelly Middle School",="Asian",1,1.7
,="Samuel Huntington School",="Asian",2,6.5
="Old Saybrook School District",="Old Saybrook Middle School",="Asian",1,1.5
="Orange School District",="Peck Place School",="Asian",1,2.3
="Plainville School District",="Frank T. Wheeler School",="Asian",1,2.8
="Plymouth School District",="Terryville High School",="Asian",1,2.1
="Redding School District",="John Read Middle School",="Asian",1,1.6
="Regional School District 01",="Housatonic Valley Regional High School",="Asian",1,1.6
="Regional School District 04",="Valley Regional High School",="Asian",1,1.6
="Regional School District 10",="Lake Garda Elementary School",="Asian",1,1.8
="Regional School District 18",="Center School",="Asian",1,3.3
,="Lyme-Old Lyme High School",="Asian",1,1.9
,="Lyme-Old Lyme Middle School",="Asian",1,2.1
="Ridgefield School District",="Barlow Mountain Elementary School",="Asian",1,2.7
,="Branchville Elementary School",="Asian",1,2.9
="Rocky Hill School District",="Dr. Oran A. Moser School",="Asian",1,5.6
,="Myrtle H. Stevens School",="Asian",1,2.2
="Salisbury School District",="Salisbury Central School",="Asian",1,2.4
="Seymour School District",="Bungay School",="Asian",1,2.4
="Shelton School District",="Shelton High School",="Asian",1,0.7
,="Sunnyside School",="Asian",1,3.3
="Sherman School District",="Sherman School",="Asian",1,2.2
="Simsbury School District",="Latimer Lane School",="Asian",1,1.7
,="Simsbury High School",="Asian",3,2.0
,="Tariffville School",="Asian",1,2.6
,="Tootin' Hills School",="Asian",1,1.5
="Somers School District",="Mabelle B. Avery Middle School",="Asian",1,2.6
,="Somers Elementary School",="Asian",1,1.5
="South Windsor School District",="South Windsor High School",="Asian",1,0.7
="Southington School District",="Thalberg Elementary School",="Asian",1,2.8
="Sprague School District",="Sayles School",="Asian",1,3.2
="Stafford School District",="Stafford High School",="Asian",1,2.2
="Stamford School District",="Cloonan School",="Asian",2,3.0
,="Davenport Ridge School",="Asian",1,1.8
,="Dolan School",="Asian",1,1.7
,="Hart School",="Asian",1,2.0
,="Julia A. Stark School",="Asian",2,3.3
,="K. T. Murphy School",="Asian",1,1.9
,="Rippowam Middle School",="Asian",2,2.3
,="Rogers International School",="Asian",3,4.8
,="Springdale School",="Asian",1,1.8
,="Stamford High School",="Asian",3,1.8
,="Stillmeadow School",="Asian",1,1.6
,="The Academy of Information Technology",="Asian",2,3.9
,="Westhill High School",="Asian",6,3.3
="State of Connecticut",="",="Asian",.,0.8
="Stonington School District",="Mystic Middle School",="Asian",1,2.3
,="Pawcatuck Middle School",="Asian",1,2.6
,="Stonington High School",="Asian",1,1.4
="Stratford School District",="Harry B. Flood Middle School",="Asian",1,1.8
,="Nichols School",="Asian",1,2.9
="Suffield School District",="Suffield Middle School",="Asian",1,1.5
="Tolland School District",="Tolland Middle School",="Asian",1,1.2
="Torrington School District",="Southwest School",="Asian",1,2.8
,="Torringford School",="Asian",1,1.6
,="Vogel-Wetmore School",="Asian",1,2.1
="Trumbull School District",="Frenchtown Elementary School",="Asian",2,2.9
,="Hillcrest Middle School",="Asian",2,2.8
,="Trumbull High School",="Asian",1,0.5
="Unified School District #1",="Manson Youth Institution",="Asian",2,4.0
="Unified School District #2",="Walter G. Cady School",="Asian",1,2.0
="Vernon School District",="Rockville High School",="Asian",1,0.9
,="Vernon Center Middle School",="Asian",1,1.1
="Wallingford School District",="Cook Hill School",="Asian",1,2.3
="Waterbury School District",="West Side Middle School",="Asian",2,2.1
,="Crosby High School",="Asian",2,1.8
,="Driggs School",="Asian",1,2.1
,="H. S. Chase School",="Asian",1,1.6
,="Maloney Interdistrict Magnet School",="Asian",1,1.9
,="Michael F. Wallace Middle School",="Asian",1,1.0
,="Walsh School",="Asian",1,2.4
,="Waterbury Arts Magnet School (High)",="Asian",1,1.5
,="Wilby High School",="Asian",1,0.9
="Waterford School District",="Waterford High School",="Asian",1,1.1
="West Hartford School District",="Smith School",="Asian",1,2.4
,="Bristow Middle School",="Asian",1,1.9
,="Conard High School",="Asian",1,0.7
,="Duffy School",="Asian",1,2.0
,="Hall High School",="Asian",1,0.7
,="Morley School",="Asian",1,3.0
,="Sedgwick Middle School",="Asian",1,1.0
="West Haven School District",="West Haven High School",="Asian",1,0.7
="Weston School District",="Hurlbutt Elementary School",="Asian",1,1.7
,="Weston High School",="Asian",1,1.3
,="Weston Intermediate School",="Asian",1,1.7
,="Weston Middle School",="Asian",1,1.5
="Westport School District",="Bedford Middle School",="Asian",1,1.0
,="King's Highway Elementary School",="Asian",1,1.4
,="Staples High School",="Asian",1,0.5
="Wethersfield School District",="Alfred W. Hanmer School",="Asian",2,4.5
,="Samuel B. Webb Elementary School",="Asian",1,2.4
="Wilton School District",="Cider Mill School",="Asian",1,1.1
="Windham School District",="Early Headstart",="Asian",1,12.5
,="W. B. Sweeney School",="Asian",1,2.6
,="Windham High School",="Asian",2,2.2
="Windsor Locks School District",="Windsor Locks High School",="Asian",1,1.7
="Windsor School District",="Sage Park Middle School",="Asian",1,0.9
,="Windsor High School",="Asian",4,2.9
="Woodbridge School District",="Beecher Road Intermediate School",="Asian",1,2.2
="Woodstock Academy District",="Woodstock Academy",="Asian",1,1.0
="Woodstock School District",="Woodstock Middle School",="Asian",1,2.5

