"Educator Race/Ethnicity Report for 2008-09"

"District","School","Race","Count","% of Total"
,="Memorial Boulevard Middle School",="White",50,100.0
,="Mountain View School",="White",32,100.0
,="Northeast Middle School",="White",51,100.0
,="South Side School",="White",43,91.5
,="Stafford School",="White",41,97.6
="Brookfield School District",="Brookfield High School",="White",76,95.0
,="Center Elementary School",="White",34,97.1
,="Huckleberry Hill Elementary School",="White",48,96.0
,="Whisconier Middle School",="White",72,96.0
="Brooklyn School District",="Brooklyn Elementary School",="White",43,97.7
,="Brooklyn Middle School",="White",41,100.0
="Canaan School District",="Lee H. Kellogg School",="White",19,100.0
="Canterbury School District",="Canterbury Elementary School",="White",26,92.9
,="Dr. Helen Baldwin Middle School",="White",23,95.8
="Canton School District",="Canton High School",="White",54,100.0
,="Canton Intermediate School",="White",37,100.0
,="Canton Middle School",="White",35,100.0
,="Cherry Brook Primary School",="White",41,100.0
="Capitol Region Education Council",="Academy of Aerospace and Engineering",="White",22,91.7
,="Farmington Valley Regional Diagnostic Center",="White",6,85.7
,="Glastonbury/East Hartford Magnet School",="White",20,90.9
,="Great Path Academy at MCC",="White",18,90.0
,="Greater Hartford Academy of the Arts High School - Full Time",="White",8,57.1
,="Integrated Program Models",="White",9,100.0
,="International Magnet School for Global Citizenship",="White",10,83.3
,="John J. Allison Polaris Center",="White",22,78.6
,="Metropolitan Learning Center for Global and International Studies",="White",54,78.3
,="Montessori Magnet School",="White",14,63.6
,="Public Safety Academy",="White",10,71.4
,="Reggio Magnet School of the Arts",="White",13,100.0
,="River Street School",="White",52,94.5
,="Soundbridge",="White",23,100.0
,="Two Rivers Magnet Middle School",="White",54,87.1
,="University of Hartford Magnet School",="White",36,94.7
="Chaplin School District",="Chaplin Elementary School",="White",27,100.0
="Charter School for Young Children on Asylum Hill District",="Charter School for Young Children on Asylum Hill Inc.",="White",10,90.9
="Cheshire School District",="Chapman School",="White",33,100.0
,="Cheshire High School",="White",138,95.8
,="Darcey School",="White",29,100.0
,="Dodd Middle School",="White",76,97.4
,="Doolittle School",="White",50,98.0
,="Highland School",="White",76,98.7
,="Humiston School",="White",7,100.0
,="Norton School",="White",47,97.9
="Chester School District",="Chester Elementary School",="White",38,100.0
="Clinton School District",="Abraham Pierson School",="White",34,100.0
,="Jared Eliot School",="White",56,96.6
,="Lewin G. Joel Jr. School",="White",65,100.0
,="The Morgan School",="White",66,98.5
="Colchester School District",="Bacon Academy",="White",93,95.9
,="Colchester Elementary School",="White",56,100.0
,="Jack Jackter Intermediate School",="White",60,100.0
,="William J. Johnston Middle School",="White",71,97.3
="Colebrook School District",="Colebrook Consolidated School",="White",20,100.0
="Columbia School District",="Horace W. Porter School",="White",61,96.8
="Common Ground High School District",="Common Ground High School",="White",16,94.1
="Connecticut Technical High School System",="A. I. Prince Technical High School",="White",72,75.8
,="Bristol Technical Education Center",="White",17,94.4
,="Bullard-Havens Technical High School",="White",84,86.6
,="E. C. Goodwin Technical High School",="White",70,86.4
,="Eli Whitney Technical High School",="White",59,71.1
,="Ella T. Grasso Southeastern Technical High School",="White",69,90.8
,="Emmett O'Brien Technical High School",="White",56,90.3
,="H. C. Wilcox Technical High School",="White",73,88.0
,="H. H. Ellis Technical High School",="White",62,95.4
,="Henry Abbott Technical High School",="White",78,95.1
,="Howell Cheney Technical High School",="White",70,89.7
,="J. M. Wright Technical High School",="White",33,84.6
,="Norwich Technical High School",="White",66,94.3
,="Oliver Wolcott Technical High School",="White",76,95.0
,="Platt Technical High School",="White",79,92.9
,="Vinal Technical High School",="White",74,96.1
,="W. F. Kaynor Technical High School",="White",78,90.7
,="Windham Technical High School",="White",63,92.6
="Cooperative Educational Services",="Academy of the Performing Arts - Part Time",="White",1,100.0
,="C. E. S. Special Education",="White",91,96.8
,="Regional Center for the Arts - Part Time",="White",1,100.0
,="Six-Six Magnet School",="White",40,83.3
="Cornwall School District",="Cornwall Consolidated School",="White",20,95.2
="Coventry School District",="Capt. Nathan Hale School",="White",49,96.1
,="Coventry Early Intervention Services",="White",4,100.0
,="Coventry Grammar School",="White",33,97.1
,="Coventry High School",="White",56,98.2
,="George Hersey Robertson School",="White",41,100.0
="Cromwell School District",="Cromwell High School",="White",61,100.0
,="Cromwell Middle School",="White",52,96.3
,="Edna C. Stevens School",="White",42,97.7
,="Woodside Intermediate School",="White",41,95.3
="Danbury School District",="Alternative Center For Excellence",="White",13,92.9
,="Broadview Middle School",="White",94,94.0
,="Danbury High School",="White",206,92.8
,="Ellsworth Avenue School",="White",34,97.1
,="Great Plain School",="White",28,80.0
,="Hayestown Avenue School",="White",46,95.8
,="King Street Intermediate School",="White",25,89.3
,="King Street Primary School",="White",29,93.5
,="Mill Ridge Educational Center",="White",32,94.1
,="Mill Ridge Primary School",="White",28,100.0
,="Morris Street School",="White",31,93.9
,="Park Avenue School",="White",34,91.9
,="Pembroke School",="White",35,87.5
,="Rogers Park Middle School",="White",89,85.6
,="Shelter Rock School",="White",24,70.6
,="South Street School",="White",30,90.9
,="Stadley Rough School",="White",39,90.7
,="Western CT Academy of International Studies Elementary Magnet School",="White",31,86.1
="Darien School District",="Darien High School",="White",135,97.1
,="Hindley Elementary School",="White",54,100.0
,="Holmes Elementary School",="White",49,98.0
,="Middlesex Middle School",="White",133,99.3
,="Ox Ridge Elementary School",="White",55,96.5
,="Royle Elementary School",="White",46,97.9
,="Tokeneke Elementary School",="White",48,100.0
="Deep River School District",="Deep River Elementary School",="White",39,95.1
="Department of Mental Health and Addiction Services",="Connecticut Valley Hospital",="White",1,100.0
,="Greater Bridgeport Community Mental Health Center",="White",1,100.0
="Derby School District",="Bradley School",="White",35,100.0
,="Derby High School",="White",52,91.2
,="Irving School",="White",39,97.5
="East Granby School District",="Allgrove School",="White",24,100.0
,="East Granby High School",="White",38,97.4
,="East Granby Middle School",="White",32,100.0
,="R. Dudley Seymour School",="White",16,100.0
="East Haddam School District",="East Haddam Elementary School",="White",40,100.0
,="Nathan Hale-Ray High School",="White",41,100.0
,="Nathan Hale-Ray Middle School",="White",51,100.0
="East Hampton School District",="Center School",="White",27,100.0
,="East Hampton High School",="White",51,98.1
,="East Hampton Middle School",="White",43,93.5
,="Memorial School",="White",54,100.0
,="The Learning Center at East Hampton",="White",2,100.0
="East Hartford School District",="Anna E. Norris School",="White",26,83.9
,="Connecticut IB Academy",="White",15,78.9
,="Dr. Franklin H. Mayberry School",="White",30,76.9
,="Dr. John A. Langford School",="White",28,90.3
,="Dr. Thomas S. O'Connell School",="White",34,94.4
,="East Hartford High School",="White",157,87.2
,="East Hartford Middle School",="White",94,91.3
,="Governor William Pitkin School",="White",29,82.9
,="Hockanum School",="White",33,94.3
,="Joseph O. Goodwin School",="White",34,97.1
,="Robert J. O'Brien School",="White",34,87.2
,="Silver Lane School",="White",28,96.6
,="Stevens Alternate High School",="White",11,91.7
,="Sunset Ridge Middle School",="White",40,90.9
,="Willowbrook Early Childhood",="White",27,96.4
,="Woodland School",="White",30,100.0
="East Haven School District",="Carbone School/East Haven Academy",="White",22,100.0
,="D. C. Moore School",="White",26,100.0
,="Deer Run School",="White",35,100.0
,="Dominick H. Ferrara School",="White",26,100.0
,="East Haven High School",="White",93,96.9
,="Grove J. Tuttle School",="White",22,95.7
,="Hays School",="White",14,100.0
,="Joseph Melillo Middle School",="White",50,100.0
,="Momauguin School",="White",26,100.0
,="Overbrook Elementary School",="White",16,100.0
,="Robert W. Carbone School",="White",32,100.0
="East Lyme School District",="East Lyme High School",="White",118,99.2
,="East Lyme Middle School",="White",84,97.7
,="Flanders School",="White",28,100.0
,="Integrated Preschool",="White",3,100.0
,="Lillie B. Haynes School",="White",32,100.0
,="Niantic Center School",="White",24,100.0
="East Windsor School District",="Broad Brook Elementary School",="White",46,100.0
,="East Windsor High School",="White",45,93.8
,="East Windsor Middle School",="White",40,97.6
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Arts at the Capitol Theater",="White",18,94.7
,="Arts at the Capitol Theater Magnet School (ACT)",="White",9,100.0
,="EastConn Special Education",="White",26,92.9
,="Quinebaug Middle College",="White",3,75.0
="Eastford School District",="Eastford Elementary School",="White",19,95.0
="Easton School District",="Helen Keller Middle School",="White",41,97.6
,="Samuel Staples Elementary School",="White",66,100.0
="EdAdvance",="The ACCESS School at The Danuta M. Thibodeau Education Center",="White",8,100.0
="Ellington School District",="Center School",="White",37,97.4
,="Crystal Lake School",="White",25,100.0
,="Ellington High School",="White",72,96.0
,="Ellington Middle School",="White",43,100.0
,="Windermere Intermediate School",="White",34,97.1
,="Windermere School",="White",37,97.4
="Elm City College Preparatory School",="Elm City College Preparatory School",="White",38,76.0
="Enfield School District",="Edgar H. Parkman School",="White",33,100.0
,="Eli Whitney School",="White",38,95.0
,="Enfield High School",="White",84,94.4
,="Enfield Street School",="White",30,96.8
,="Enfield Transitional Learning Academy",="White",1,100.0
,="Enrico Fermi High School",="White",102,97.1
,="Harriet Beecher Stowe School",="White",33,100.0
,="Hazardville Memorial School",="White",34,97.1
,="Head Start Program",="White",10,100.0
,="Henry Barnard School",="White",44,100.0
,="John F. Kennedy Middle School",="White",98,99.0
,="Nathan Hale School",="White",28,96.6
,="Prudence Crandall School",="White",38,97.4
,="Thomas G. Alcorn School",="White",32,100.0
="Essex School District",="Essex Elementary School",="White",58,98.3
="Explorations District",="Explorations",="White",8,100.0
="Fairfield School District",="Burr Elementary School",="White",44,97.8
,="Dwight Elementary School",="White",38,97.4
,="Early Childhood Center",="White",18,100.0
,="Fairfield Ludlowe High School",="White",145,94.2
,="Fairfield Warde High School",="White",138,96.5
,="Fairfield Woods Middle School",="White",66,95.7
,="Holland Hill School",="White",37,97.4
,="Jennings School",="White",39,95.1
,="McKinley School",="White",50,98.0
,="Mill Hill School",="White",44,97.8
,="North Stratfield School",="White",47,97.9
,="Osborn Hill School",="White",50,96.2
,="Riverfield School",="White",44,95.7
,="Roger Ludlowe Middle School",="White",95,97.9
,="Sherman School",="White",42,100.0
,="Stratfield School",="White",46,97.9
,="Tomlinson Middle School",="White",78,97.5
="Farmington School District",="East Farms School",="White",36,94.7
,="Farmington Collaborative PK",="White",3,100.0
,="Farmington High School",="White",131,94.9
,="Irving A. Robbins Middle School",="White",66,95.7
,="Noah Wallace School",="White",30,96.8
,="Union School",="White",28,96.6
,="West District School",="White",31,96.9
,="West Woods Upper Elementary School",="White",63,95.5
="Franklin School District",="Franklin Elementary School",="White",24,100.0
="Glastonbury School District",="Buttonball Lane School",="White",52,100.0
,="Eastbury School",="White",34,97.1
,="Gideon Welles School",="White",50,96.2
,="Glastonbury High School",="White",174,95.6
,="Hebron Avenue School",="White",41,97.6
,="Hopewell School",="White",45,97.8
,="Naubuc School",="White",42,89.4
,="Nayaug Elementary School",="White",57,96.6
,="Smith Middle School",="White",98,98.0
="Granby School District",="Frank M. Kearns Primary School",="White",33,100.0
,="Granby Memorial High School",="White",68,95.8
,="Granby Memorial Middle School",="White",35,100.0
,="Kelly Lane Primary School",="White",32,100.0
,="Wells Road Intermediate School",="White",29,100.0
="Greenwich School District",="Central Middle School",="White",63,90.0
,="Cos Cob School",="White",40,95.2
,="Eastern Middle School",="White",63,91.3
,="Glenville School",="White",37,94.9
,="Greenwich High School",="White",242,89.0
,="Hamilton Avenue School",="White",45,80.4
,="International School At Dundee",="White",39,90.7
,="Julian Curtiss School",="White",42,93.3
,="New Lebanon School",="White",32,86.5
,="North Mianus School",="White",41,87.2
,="North Street School",="White",46,97.9
,="Old Greenwich School",="White",43,97.7
,="Parkway School",="White",42,97.7
,="Riverside School",="White",44,91.7
,="Western Middle School",="White",48,85.7
="Griswold School District",="Griswold Elementary School",="White",75,98.7
,="Griswold High School",="White",69,98.6
,="Griswold Middle School",="White",39,97.5
="Groton School District",="Carl C. Cutler Middle School",="White",43,93.5
,="Catherine Kolnaski Magnet School",="White",42,91.3
,="Charles Barnum School",="White",42,100.0
,="Claude Chester School",="White",37,94.9
,="Fitch Middle School",="White",49,89.1
,="Mary Morrisson School",="White",37,94.9
,="Northeast Academy Elementary School",="White",35,97.2
,="Pleasant Valley School",="White",35,97.2
,="Robert E. Fitch High School",="White",112,91.1
,="S. B. Butler School",="White",33,97.1
,="West Side Middle School",="White",36,87.8
="Guilford School District",="A. Baldwin Middle School",="White",58,96.7
,="A. W. Cox School",="White",31,93.9
,="Calvin Leete School",="White",31,100.0
,="E. C. Adams Middle School",="White",65,98.5
,="Guilford High School",="White",107,99.1
,="Guilford Lakes School",="White",39,97.5
,="Melissa Jones School",="White",34,100.0
="Hamden School District",="Alice Peck Learning Center",="White",11,100.0
,="Bear Path School",="White",40,93.0
,="Church Street School",="White",31,83.8
,="Dunbar Hill School",="White",32,94.1
,="Hamden High School",="White",165,92.2
,="Hamden Middle School",="White",83,84.7
,="Hamden Transition Academy",="White",1,100.0
,="Helen Street School",="White",25,83.3
,="Ridge Hill School",="White",27,81.8
,="Shepherd Glen School",="White",30,96.8
,="Spring Glen School",="White",27,90.0
,="West Woods School",="White",44,100.0
="Hampton School District",="Hampton Elementary School",="White",18,94.7
="Hartford School District",="Asian Studies Academy at Bellizzi School",="White",28,77.8
,="Batchelder School",="White",44,83.0
,="Betances Early Reading Lab Magnet School",="White",31,70.5
,="Breakthrough II Magnet School",="White",11,91.7
,="Breakthrough Magnet School",="White",22,78.6
,="Bulkeley High School Lower School",="White",91,71.1
,="Burns Latino Studies Academy",="White",26,55.3
,="Burr School",="White",43,82.7
,="Capital Preparatory Magnet School",="White",10,47.6
,="Clark School",="White",24,58.5
,="Classical Magnet School",="White",46,82.1
,="Culinary Arts Academy at Weaver High School",="White",13,54.2
,="Dr. Joseph Bellizzi Middle School",="White",38,74.5
,="Environmental Sciences Magnet at Hooker School",="White",22,62.9
,="Expeditionary Learning Academy at Moylan School",="White",48,73.8
,="Fox Middle School",="White",11,45.8
,="Global Communications Academy",="White",19,86.4
,="Hartford Magnet Trinity College Academy",="White",51,76.1
,="Hartford Public High School",="White",104,71.2
,="Hartford Transitional Learning Academy (Elementary)",="White",9,60.0
,="Hartford Transitional Learning Academy (Secondary)",="White",13,68.4
,="Kennelly School",="White",47,78.3
,="Kinsella Magnet School of Performing Arts",="White",47,81.0
,="Little Owls Learning Center",="White",1,50.0
,="M. D. Fox School",="White",46,67.6
,="M. L. King, Jr. School",="White",28,52.8
,="McDonough Middle School",="White",29,76.3
,="Milner School",="White",30,71.4
,="Montessori Magnet at Fisher School",="White",9,69.2
,="Naylor/CCSU Leadership Academy",="White",45,84.9
,="Parkville Community School",="White",33,68.8
,="Pathways Academy of Technology and Design",="White",25,73.5
,="Quirk Middle School",="White",47,68.1
,="Rawson School",="White",32,59.3
,="SAND School",="White",25,65.8
,="STEM Magnet at Fisher School",="White",25,56.8
,="Sanchez School",="White",28,53.8
,="Simpson-Waverly School",="White",19,54.3
,="Sports and Medical Sciences Academy",="White",36,76.6
,="University High School of Science and Engineering",="White",26,83.9
,="Weaver High School",="White",46,54.1
,="Webster Micro Society Magnet School",="White",52,89.7
,="West Middle School",="White",47,83.9
,="Wish Museum School",="White",31,64.6
="Hartland School District",="Hartland School",="White",31,100.0
="Hebron School District",="Gilead Hill School",="White",41,100.0
,="Hebron Elementary School",="White",53,96.4
="Highville Charter School District",="Highville Charter School",="White",21,87.5
="Integrated Day Charter School District",="Integrated Day Charter School",="White",23,92.0
="Interdistrict School for Arts and Comm District",="Interdistrict School For Arts And Communication",="White",18,90.0
="Jumoke Academy District",="Jumoke Academy",="White",18,62.1
="Kent School District",="Kent Center School",="White",32,100.0
="Killingly School District",="Goodyear Early Childhood Center",="White",7,100.0
,="Killingly Central School",="White",43,97.7
,="Killingly High School",="White",87,97.8
,="Killingly Intermediate School",="White",79,97.5
,="Killingly Memorial School",="White",50,100.0
="Learn",="Learn Special Education",="White",25,96.2
,="Regional Multicultural Magnet School",="White",37,88.1
,="The Friendship School",="White",43,97.7
="Lebanon School District",="Lebanon Elementary School",="White",44,100.0
,="Lebanon Middle School",="White",39,95.1
,="Lyman Memorial High School",="White",58,93.5
="Ledyard School District",="Gales Ferry School",="White",29,100.0
,="Gallup Hill School",="White",43,100.0
,="Juliet W. Long School",="White",38,97.4
,="Ledyard Center School",="White",42,97.7
,="Ledyard High School",="White",93,96.9
,="Ledyard Middle School",="White",43,97.7
="Lisbon School District",="Community Connection - The Big Picture High School",="White",2,100.0
,="Lisbon Central School",="White",52,100.0
="Litchfield School District",="Center School",="White",37,100.0
,="Litchfield High School",="White",59,96.7
,="Litchfield Intermediate School",="White",29,100.0
="Madison School District",="Daniel Hand High School",="White",119,98.3
,="Dr. Robert H. Brown Middle School",="White",66,100.0
,="Island Avenue Elementary School",="White",32,100.0
,="J. Milton Jeffrey Elementary School",="White",46,97.9
,="Kathleen H. Ryerson Elementary School",="White",30,100.0
,="Walter C. Polson Upper Middle School",="White",66,97.1
="Manchester School District",="Nathan Hale School",="White",31,93.9
,="Bowers School",="White",36,94.7
,="Buckley School",="White",34,94.4
,="Elisabeth M. Bennet Academy",="White",44,100.0
,="Highland Park School",="White",28,100.0
,="Illing Middle School",="White",91,90.1
,="Keeney School",="White",36,100.0
,="Manchester High School",="White",170,90.9
,="Manchester Regional Academy",="White",20,95.2
,="Martin School",="White",27,100.0
,="Robertson School",="White",36,87.8
,="Verplanck School",="White",34,97.1
,="Waddell School",="White",32,91.4
,="Washington School",="White",30,85.7
="Mansfield School District",="Annie E. Vinton School",="White",29,100.0
,="Dorothy C. Goodwin School",="White",27,100.0
,="Mansfield Middle School",="White",67,94.4
,="Southeast Elementary School",="White",29,96.7
="Marlborough School District",="Elmer Thienes-Mary Hall Elementary School",="White",56,96.6
="Meriden School District",="Nathan Hale School",="White",50,94.3
,="Benjamin Franklin School",="White",42,87.5
,="Casimir Pulaski School",="White",53,94.6
,="Francis T. Maloney High School",="White",105,87.5
,="Hanover School",="White",41,87.2
,="Israel Putnam School",="White",45,95.7
,="John Barry School",="White",45,91.8
,="Lincoln Middle School",="White",70,88.6
,="Orville H. Platt High School",="White",97,89.0
,="Roger Sherman School",="White",39,90.7
,="Thomas Hooker School",="White",29,76.3
,="Washington Middle School",="White",87,87.9
="Middletown School District",="Bielefield School",="White",33,94.3
,="DEAL Program",="White",6,100.0
,="Farm Hill School",="White",31,96.9
,="Keigwin Middle School",="White",40,93.0
,="Lawrence School",="White",28,93.3
,="MacDonough School",="White",27,100.0
,="Middletown High School",="White",112,92.6
,="Moody School",="White",34,94.4
,="Snow School",="White",39,97.5
,="Spencer School",="White",29,85.3
,="Wesley School",="White",28,96.6
,="Woodrow Wilson Middle School",="White",61,87.1
="Milford School District",="Calf Pen Meadow School",="White",33,97.1
,="East Shore Middle School",="White",61,100.0
,="Harborside Middle School",="White",61,98.4
,="J. F. Kennedy School",="White",37,100.0
,="Jonathan Law High School",="White",97,97.0
,="Joseph A. Foran High School",="White",96,98.0
,="Live Oaks School",="White",39,95.1
,="Mathewson School",="White",41,95.3
,="Meadowside School",="White",37,100.0
,="Orange Avenue School",="White",44,97.8
,="Orchard Hills School",="White",43,100.0
,="Pumpkin Delight School",="White",35,97.2
,="Simon Lake School",="White",34,100.0
,="The Academy",="White",8,100.0
,="West Shore Middle School",="White",61,96.8
="Monroe School District",="Chalk Hill School",="White",49,98.0
,="Fawn Hollow Elementary School",="White",44,97.8
,="Jockey Hollow School",="White",55,100.0
,="Masuk High School",="White",117,99.2
,="Monroe Elementary School",="White",32,100.0
,="Stepney Elementary School",="White",40,100.0
="Montville School District",="Dr. Charles E. Murphy School",="White",39,97.5
,="Leonard J. Tyl Middle School",="White",68,98.6
,="Mohegan School",="White",40,100.0
,="Montville High School",="White",81,96.4
,="Oakdale School",="White",46,100.0
,="Palmer Academy",="White",7,100.0
="Naugatuck School District",="Andrew Avenue School",="White",26,100.0
,="Central Avenue School",="White",30,100.0
,="City Hill Middle School",="White",42,100.0
,="Cross Street Intermediate School",="White",30,100.0
,="Hillside Intermediate School",="White",33,97.1
,="Hillside Middle School",="White",29,96.7
,="Hop Brook Elementary School",="White",27,100.0
,="Maple Hill School",="White",44,97.8
,="Naugatuck High School",="White",122,95.3
,="Salem School",="White",31,100.0
,="Western School",="White",27,100.0
="New Beginnings Inc Family Academy District",="New Beginnings Inc Family Academy",="White",21,67.7
="New Britain School District",="Chamberlain Elementary School",="White",42,95.5
,="Frank J. DiLoreto School",="White",38,59.4
,="Gaffney School",="White",42,95.5
,="Holmes School",="White",39,84.8
,="House of Arts Letters and Science (HALS) Academy",="White",9,75.0
,="Jefferson School",="White",33,84.6
,="Lincoln School",="White",33,75.0
,="New Britain High School",="White",191,82.0
,="Northend School",="White",22,88.0
,="Pulaski Middle School",="White",51,75.0
,="Roosevelt Middle School",="White",35,68.6
,="Slade Middle School",="White",48,85.7
,="Smalley Academy",="White",45,84.9
,="Smith School",="White",46,88.5
,="Vance School",="White",36,92.3
="New Canaan School District",="East School",="White",58,100.0
,="New Canaan High School",="White",114,95.0
,="Saxe Middle School",="White",134,97.8
,="South School",="White",62,100.0
,="West School",="White",61,96.8
="New Fairfield School District",="Consolidated School",="White",50,100.0
,="Meeting House Hill School",="White",54,96.4
,="New Fairfield High School",="White",91,100.0
,="New Fairfield Middle School",="White",64,97.0
="New Hartford School District",="Ann Antolini School",="White",33,97.1
,="Bakerville Consolidated School",="White",17,100.0
,="Bridges I",="White",1,100.0
,="New Hartford Elementary School",="White",15,100.0
="New Haven School District",="Edgewood School",="White",31,88.6
,="Nathan Hale School",="White",41,95.3
,="Augusta Lewis Troup School",="White",42,75.0
,="Barnard Environmental Magnet School",="White",38,86.4
,="Beecher School",="White",23,60.5
,="Benjamin Jepson Magnet School",="White",38,88.4
,="Betsy Ross Arts Magnet School",="White",36,67.9
,="Bishop Woods Architecture and Design Magnet School",="White",30,88.2
,="Celentano BioTech, Health and Medical Magnet School",="White",32,71.1
,="Clarence Rogers School",="White",15,71.4
,="Clinton Avenue School",="White",36,76.6
,="Columbus Family Academy",="White",17,45.9
,="Conte/West Hills Magnet School",="White",44,78.6
,="Cooperative High School",="White",33,71.7
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="White",15,75.0
,="Davis 21st Century Magnet Elementary School",="White",24,77.4
,="East Rock Community Magnet School",="White",55,79.7
,="Engineering - Science University Magnet School",="White",5,55.6
,="Fair Haven School",="White",50,72.5
,="Helene Grant HeadStart",="White",7,87.5
,="High School In The Community",="White",28,75.7
,="Hill Central Music Academy",="White",40,74.1
,="Hill Regional Career High School",="White",48,72.7
,="James Hillhouse High School",="White",70,58.3
,="John C. Daniels",="White",31,62.0
,="John S. Martinez Sea and Sky STEM School",="White",33,71.7
,="Katherine Brennan School",="White",19,57.6
,="King/Robinson Magnet School",="White",30,61.2
,="Lincoln-Bassett School",="White",27,61.4
,="Metropolitan Business Academy",="White",20,74.1
,="New Haven Academy",="White",16,72.7
,="Polly T. McCabe Center",="White",6,60.0
,="Riverside Education Academy",="White",13,54.2
,="Roberto Clemente Leadership Academy for Global Awareness",="White",25,55.6
,="Ross/Woodward School",="White",40,76.9
,="Sheridan Communications and Technology Magnet School",="White",29,87.9
,="Sound School",="White",47,94.0
,="Strong 21st Century Communications Magnet and SCSU Lab School",="White",11,68.8
,="Truman School",="White",38,69.1
,="Urban Youth Center Middle School",="White",11,52.4
