"Educator Race/Ethnicity Report for 2010-11"

"District","Race","Count","% of Total"
="Middletown School District",="Hispanic or Latino",9,2.0
="Milford School District",="Hispanic or Latino",5,0.7
="Monroe School District",="Hispanic or Latino",3,1.0
="Montville School District",="Hispanic or Latino",3,1.2
="Naugatuck School District",="Hispanic or Latino",6,1.7
="New Britain School District",="Hispanic or Latino",98,11.9
="New Canaan School District",="Hispanic or Latino",8,1.9
="New Fairfield School District",="Hispanic or Latino",3,1.2
="New Hartford School District",="Hispanic or Latino",1,1.8
="New Haven School District",="Hispanic or Latino",145,7.5
="New London School District",="Hispanic or Latino",26,9.2
="New Milford School District",="Hispanic or Latino",5,1.3
="Newington School District",="Hispanic or Latino",5,1.3
="Newtown School District",="Hispanic or Latino",7,1.6
="North Branford School District",="Hispanic or Latino",1,0.5
="North Haven School District",="Hispanic or Latino",4,1.2
="Norwalk School District",="Hispanic or Latino",60,6.3
="Norwich Free Academy District",="Hispanic or Latino",5,2.7
="Norwich School District",="Hispanic or Latino",2,0.7
="Oxford School District",="Hispanic or Latino",1,0.6
="Plainville School District",="Hispanic or Latino",2,0.8
="Plymouth School District",="Hispanic or Latino",2,1.3
="Putnam School District",="Hispanic or Latino",1,0.8
="Redding School District",="Hispanic or Latino",2,1.5
="Regional School District 04",="Hispanic or Latino",2,2.0
="Regional School District 05",="Hispanic or Latino",9,3.7
="Regional School District 06",="Hispanic or Latino",2,1.8
="Regional School District 07",="Hispanic or Latino",1,1.0
="Regional School District 08",="Hispanic or Latino",4,2.3
="Regional School District 10",="Hispanic or Latino",2,0.8
="Regional School District 11",="Hispanic or Latino",1,2.5
="Regional School District 12",="Hispanic or Latino",3,2.6
="Regional School District 13",="Hispanic or Latino",4,1.9
="Regional School District 14",="Hispanic or Latino",2,1.0
="Regional School District 15",="Hispanic or Latino",3,0.8
="Regional School District 16",="Hispanic or Latino",2,0.9
="Regional School District 17",="Hispanic or Latino",1,0.4
="Regional School District 19",="Hispanic or Latino",2,1.6
="Ridgefield School District",="Hispanic or Latino",5,1.1
="Rocky Hill School District",="Hispanic or Latino",5,2.1
="Salem School District",="Hispanic or Latino",1,1.9
="Shelton School District",="Hispanic or Latino",3,0.8
="Sherman School District",="Hispanic or Latino",1,2.1
="Simsbury School District",="Hispanic or Latino",3,0.7
="Somers School District",="Hispanic or Latino",2,1.3
="South Windsor School District",="Hispanic or Latino",5,1.3
="Southington School District",="Hispanic or Latino",4,0.7
="Sprague School District",="Hispanic or Latino",1,2.9
="Stafford School District",="Hispanic or Latino",2,1.1
="Stamford School District",="Hispanic or Latino",84,5.8
="Stonington School District",="Hispanic or Latino",1,0.4
="Stratford School District",="Hispanic or Latino",14,2.3
="Suffield School District",="Hispanic or Latino",6,2.6
="The Bridge Academy District",="Hispanic or Latino",2,9.5
="Thomaston School District",="Hispanic or Latino",1,1.0
="Thompson School District",="Hispanic or Latino",1,0.9
="Tolland School District",="Hispanic or Latino",6,2.5
="Torrington School District",="Hispanic or Latino",11,2.8
="Trumbull School District",="Hispanic or Latino",14,2.3
="Unified School District #1",="Hispanic or Latino",6,3.1
="Unified School District #2",="Hispanic or Latino",1,1.1
="Vernon School District",="Hispanic or Latino",7,2.0
="Wallingford School District",="Hispanic or Latino",7,1.2
="Waterbury School District",="Hispanic or Latino",115,7.2
="Waterford School District",="Hispanic or Latino",6,2.3
="Watertown School District",="Hispanic or Latino",3,1.2
="West Hartford School District",="Hispanic or Latino",21,2.2
="West Haven School District",="Hispanic or Latino",12,2.1
="Weston School District",="Hispanic or Latino",2,0.8
="Westport School District",="Hispanic or Latino",16,2.6
="Wethersfield School District",="Hispanic or Latino",7,2.2
="Willington School District",="Hispanic or Latino",2,3.5
="Wilton School District",="Hispanic or Latino",7,1.8
="Windham School District",="Hispanic or Latino",27,8.2
="Windsor Locks School District",="Hispanic or Latino",4,2.1
="Windsor School District",="Hispanic or Latino",9,2.1
="Wolcott School District",="Hispanic or Latino",3,1.3
="Woodbridge School District",="Hispanic or Latino",2,2.6
="Woodstock Academy District",="Hispanic or Latino",2,2.0

