"Physical Fitness Tests: Students Reaching Health Standard, 2009-10"
"All Districts, Curl Up"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Newtown School District","=""0970011""","All Grades","Curl Up",95.9
"Norfolk School District","=""0980011""","All Grades","Curl Up",84.4
"North Branford School District","=""0990011""","All Grades","Curl Up",84.7
"North Canaan School District","=""1000011""","All Grades","Curl Up",91.8
"North Haven School District","=""1010011""","All Grades","Curl Up",84.9
"North Stonington School District","=""1020011""","All Grades","Curl Up",85.8
"Norwalk School District","=""1030011""","All Grades","Curl Up",80.0
"Norwich Free Academy District","=""9010022""","All Grades","Curl Up",81.6
"Norwich School District","=""1040011""","All Grades","Curl Up",82.0
"Odyssey Community School District","=""2630013""","All Grades","Curl Up",91.0
"Old Saybrook School District","=""1060011""","All Grades","Curl Up",85.2
"Orange School District","=""1070011""","All Grades","Curl Up",76.3
"Oxford School District","=""1080011""","All Grades","Curl Up",97.6
"Park City Prep Charter School District","=""2830013""","All Grades","Curl Up",65.6
"Plainfield School District","=""1090011""","All Grades","Curl Up",88.2
"Plainville School District","=""1100011""","All Grades","Curl Up",86.4
"Plymouth School District","=""1110011""","All Grades","Curl Up",85.2
"Pomfret School District","=""1120011""","All Grades","Curl Up",78.4
"Portland School District","=""1130011""","All Grades","Curl Up",64.9
"Preston School District","=""1140011""","All Grades","Curl Up",66.2
"Putnam School District","=""1160011""","All Grades","Curl Up",80.9
"Redding School District","=""1170011""","All Grades","Curl Up",90.4
"Regional School District 01","=""2010012""","All Grades","Curl Up",48.4
"Regional School District 04","=""2040012""","All Grades","Curl Up",69.0
"Regional School District 05","=""2050012""","All Grades","Curl Up",95.2
"Regional School District 06","=""2060012""","All Grades","Curl Up",86.3
"Regional School District 07","=""2070012""","All Grades","Curl Up",93.9
"Regional School District 08","=""2080012""","All Grades","Curl Up",90.1
"Regional School District 10","=""2100012""","All Grades","Curl Up",91.3
"Regional School District 11","=""2110012""","All Grades","Curl Up",88.8
"Regional School District 12","=""2120012""","All Grades","Curl Up",89.9
"Regional School District 13","=""2130012""","All Grades","Curl Up",92.7
"Regional School District 14","=""2140012""","All Grades","Curl Up",78.1
"Regional School District 15","=""2150012""","All Grades","Curl Up",81.5
"Regional School District 16","=""2160012""","All Grades","Curl Up",71.0
"Regional School District 17","=""2170012""","All Grades","Curl Up",89.3
"Regional School District 18","=""2180012""","All Grades","Curl Up",86.7
"Regional School District 19","=""2190012""","All Grades","Curl Up",92.2
"Ridgefield School District","=""1180011""","All Grades","Curl Up",94.2
"Rocky Hill School District","=""1190011""","All Grades","Curl Up",89.3
"Salem School District","=""1210011""","All Grades","Curl Up",89.2
"Salisbury School District","=""1220011""","All Grades","Curl Up",84.6
"Scotland School District","=""1230011""","All Grades","Curl Up",72.5
"Seymour School District","=""1240011""","All Grades","Curl Up",93.4
"Sharon School District","=""1250011""","All Grades","Curl Up",84.1
"Shelton School District","=""1260011""","All Grades","Curl Up",85.8
"Sherman School District","=""1270011""","All Grades","Curl Up",73.2
"Side By Side Charter School District","=""2700013""","All Grades","Curl Up",87.5
"Simsbury School District","=""1280011""","All Grades","Curl Up",89.3
"Somers School District","=""1290011""","All Grades","Curl Up",91.5
"South Windsor School District","=""1320011""","All Grades","Curl Up",84.3
"Southington School District","=""1310011""","All Grades","Curl Up",88.6
"Sprague School District","=""1330011""","All Grades","Curl Up",87.5
"Stafford School District","=""1340011""","All Grades","Curl Up",74.6
"Stamford Academy District","=""2820013""","All Grades","Curl Up",66.7
"Stamford School District","=""1350011""","All Grades","Curl Up",81.4
"Sterling School District","=""1360011""","All Grades","Curl Up",98.8
"Stonington School District","=""1370011""","All Grades","Curl Up",91.4
"Stratford School District","=""1380011""","All Grades","Curl Up",88.4
"Suffield School District","=""1390011""","All Grades","Curl Up",91.3
"The Bridge Academy District","=""2690013""","All Grades","Curl Up",73.2
"The Gilbert School District","=""9020022""","All Grades","Curl Up",77.5
"Thomaston School District","=""1400011""","All Grades","Curl Up",83.4
"Thompson School District","=""1410011""","All Grades","Curl Up",77.5
"Tolland School District","=""1420011""","All Grades","Curl Up",89.1
"Torrington School District","=""1430011""","All Grades","Curl Up",73.8
"Trailblazers Academy District","=""2780013""","All Grades","Curl Up",72.2
"Trumbull School District","=""1440011""","All Grades","Curl Up",91.4
"Union School District","=""1450011""","All Grades","Curl Up",100.0
"Vernon School District","=""1460011""","All Grades","Curl Up",93.5
"Voluntown School District","=""1470011""","All Grades","Curl Up",82.8
"Wallingford School District","=""1480011""","All Grades","Curl Up",85.9
"Waterbury School District","=""1510011""","All Grades","Curl Up",81.2
"Waterford School District","=""1520011""","All Grades","Curl Up",78.4
"Watertown School District","=""1530011""","All Grades","Curl Up",85.8
"West Hartford School District","=""1550011""","All Grades","Curl Up",91.0
"West Haven School District","=""1560011""","All Grades","Curl Up",75.4
"Westbrook School District","=""1540011""","All Grades","Curl Up",84.9
"Weston School District","=""1570011""","All Grades","Curl Up",90.5
"Westport School District","=""1580011""","All Grades","Curl Up",90.5
"Wethersfield School District","=""1590011""","All Grades","Curl Up",75.9
"Willington School District","=""1600011""","All Grades","Curl Up",92.5
"Wilton School District","=""1610011""","All Grades","Curl Up",92.7
"Winchester School District","=""1620011""","All Grades","Curl Up",76.4
"Windham School District","=""1630011""","All Grades","Curl Up",86.0
"Windsor Locks School District","=""1650011""","All Grades","Curl Up",75.9
"Windsor School District","=""1640011""","All Grades","Curl Up",74.4
"Wolcott School District","=""1660011""","All Grades","Curl Up",85.1
"Woodbridge School District","=""1670011""","All Grades","Curl Up",84.5
"Woodstock Academy District","=""9030022""","All Grades","Curl Up",75.0
"Woodstock School District","=""1690011""","All Grades","Curl Up",81.3

