"Physical Fitness Tests: Students Reaching Health Standard, 2009-10"
"All Districts, Push Up"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Highville Charter School District","=""2860013""","All Grades","Push Up",85.3
"Integrated Day Charter School District","=""2640013""","All Grades","Push Up",91.1
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Push Up",65.8
"Jumoke Academy District","=""2610013""","All Grades","Push Up",60.4
"Kent School District","=""0680011""","All Grades","Push Up",73.1
"Killingly School District","=""0690011""","All Grades","Push Up",66.4
"Learn","=""2450014""","All Grades","Push Up",77.3
"Lebanon School District","=""0710011""","All Grades","Push Up",80.4
"Ledyard School District","=""0720011""","All Grades","Push Up",72.0
"Lisbon School District","=""0730011""","All Grades","Push Up",48.9
"Litchfield School District","=""0740011""","All Grades","Push Up",68.0
"Madison School District","=""0760011""","All Grades","Push Up",84.0
"Manchester School District","=""0770011""","All Grades","Push Up",67.0
"Mansfield School District","=""0780011""","All Grades","Push Up",80.4
"Marlborough School District","=""0790011""","All Grades","Push Up",66.1
"Meriden School District","=""0800011""","All Grades","Push Up",61.8
"Middletown School District","=""0830011""","All Grades","Push Up",61.5
"Milford School District","=""0840011""","All Grades","Push Up",80.7
"Monroe School District","=""0850011""","All Grades","Push Up",78.9
"Montville School District","=""0860011""","All Grades","Push Up",53.5
"Naugatuck School District","=""0880011""","All Grades","Push Up",65.9
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Push Up",34.3
"New Britain School District","=""0890011""","All Grades","Push Up",61.3
"New Canaan School District","=""0900011""","All Grades","Push Up",93.4
"New Fairfield School District","=""0910011""","All Grades","Push Up",88.3
"New Hartford School District","=""0920011""","All Grades","Push Up",58.3
"New Haven School District","=""0930011""","All Grades","Push Up",63.7
"New London School District","=""0950011""","All Grades","Push Up",60.3
"New Milford School District","=""0960011""","All Grades","Push Up",69.3
"Newington School District","=""0940011""","All Grades","Push Up",71.6
"Newtown School District","=""0970011""","All Grades","Push Up",88.8
"Norfolk School District","=""0980011""","All Grades","Push Up",93.8
"North Branford School District","=""0990011""","All Grades","Push Up",74.8
"North Canaan School District","=""1000011""","All Grades","Push Up",40.0
"North Haven School District","=""1010011""","All Grades","Push Up",70.4
"North Stonington School District","=""1020011""","All Grades","Push Up",74.3
"Norwalk School District","=""1030011""","All Grades","Push Up",72.3
"Norwich Free Academy District","=""9010022""","All Grades","Push Up",77.5
"Norwich School District","=""1040011""","All Grades","Push Up",62.5
"Odyssey Community School District","=""2630013""","All Grades","Push Up",49.4
"Old Saybrook School District","=""1060011""","All Grades","Push Up",68.2
"Orange School District","=""1070011""","All Grades","Push Up",70.4
"Oxford School District","=""1080011""","All Grades","Push Up",84.5
"Park City Prep Charter School District","=""2830013""","All Grades","Push Up",39.5
"Plainfield School District","=""1090011""","All Grades","Push Up",69.2
"Plainville School District","=""1100011""","All Grades","Push Up",70.9
"Plymouth School District","=""1110011""","All Grades","Push Up",70.0
"Pomfret School District","=""1120011""","All Grades","Push Up",54.5
"Portland School District","=""1130011""","All Grades","Push Up",56.5
"Preston School District","=""1140011""","All Grades","Push Up",53.9
"Putnam School District","=""1160011""","All Grades","Push Up",72.0
"Redding School District","=""1170011""","All Grades","Push Up",87.9
"Regional School District 01","=""2010012""","All Grades","Push Up",76.6
"Regional School District 04","=""2040012""","All Grades","Push Up",71.1
"Regional School District 05","=""2050012""","All Grades","Push Up",90.1
"Regional School District 06","=""2060012""","All Grades","Push Up",86.0
"Regional School District 07","=""2070012""","All Grades","Push Up",73.1
"Regional School District 08","=""2080012""","All Grades","Push Up",87.0
"Regional School District 10","=""2100012""","All Grades","Push Up",85.1
"Regional School District 11","=""2110012""","All Grades","Push Up",74.5
"Regional School District 12","=""2120012""","All Grades","Push Up",87.5
"Regional School District 13","=""2130012""","All Grades","Push Up",85.1
"Regional School District 14","=""2140012""","All Grades","Push Up",83.5
"Regional School District 15","=""2150012""","All Grades","Push Up",78.9
"Regional School District 16","=""2160012""","All Grades","Push Up",81.1
"Regional School District 17","=""2170012""","All Grades","Push Up",88.0
"Regional School District 18","=""2180012""","All Grades","Push Up",74.4
"Regional School District 19","=""2190012""","All Grades","Push Up",84.4
"Ridgefield School District","=""1180011""","All Grades","Push Up",91.5
"Rocky Hill School District","=""1190011""","All Grades","Push Up",83.9
"Salem School District","=""1210011""","All Grades","Push Up",74.4
"Salisbury School District","=""1220011""","All Grades","Push Up",79.1
"Scotland School District","=""1230011""","All Grades","Push Up",98.0
"Seymour School District","=""1240011""","All Grades","Push Up",66.4
"Sharon School District","=""1250011""","All Grades","Push Up",68.3
"Shelton School District","=""1260011""","All Grades","Push Up",77.0
"Sherman School District","=""1270011""","All Grades","Push Up",71.3
"Side By Side Charter School District","=""2700013""","All Grades","Push Up",71.9
"Simsbury School District","=""1280011""","All Grades","Push Up",82.3
"Somers School District","=""1290011""","All Grades","Push Up",82.9
"South Windsor School District","=""1320011""","All Grades","Push Up",78.8
"Southington School District","=""1310011""","All Grades","Push Up",81.9
"Sprague School District","=""1330011""","All Grades","Push Up",74.0
"Stafford School District","=""1340011""","All Grades","Push Up",59.8
"Stamford Academy District","=""2820013""","All Grades","Push Up",58.3
"Stamford School District","=""1350011""","All Grades","Push Up",74.1
"Sterling School District","=""1360011""","All Grades","Push Up",85.9
"Stonington School District","=""1370011""","All Grades","Push Up",84.5
"Stratford School District","=""1380011""","All Grades","Push Up",82.1
"Suffield School District","=""1390011""","All Grades","Push Up",71.3
"The Bridge Academy District","=""2690013""","All Grades","Push Up",75.3
"The Gilbert School District","=""9020022""","All Grades","Push Up",71.9
"Thomaston School District","=""1400011""","All Grades","Push Up",55.2
"Thompson School District","=""1410011""","All Grades","Push Up",47.7
"Tolland School District","=""1420011""","All Grades","Push Up",76.2
"Torrington School District","=""1430011""","All Grades","Push Up",66.6
"Trailblazers Academy District","=""2780013""","All Grades","Push Up",77.8
"Trumbull School District","=""1440011""","All Grades","Push Up",85.8
"Union School District","=""1450011""","All Grades","Push Up",100.0
"Vernon School District","=""1460011""","All Grades","Push Up",83.8
"Voluntown School District","=""1470011""","All Grades","Push Up",75.9
"Wallingford School District","=""1480011""","All Grades","Push Up",77.3
"Waterbury School District","=""1510011""","All Grades","Push Up",66.8
"Waterford School District","=""1520011""","All Grades","Push Up",71.8
"Watertown School District","=""1530011""","All Grades","Push Up",81.1
"West Hartford School District","=""1550011""","All Grades","Push Up",83.7
"West Haven School District","=""1560011""","All Grades","Push Up",59.7
"Westbrook School District","=""1540011""","All Grades","Push Up",81.4
"Weston School District","=""1570011""","All Grades","Push Up",86.5
"Westport School District","=""1580011""","All Grades","Push Up",81.6
"Wethersfield School District","=""1590011""","All Grades","Push Up",68.1
"Willington School District","=""1600011""","All Grades","Push Up",85.6
"Wilton School District","=""1610011""","All Grades","Push Up",94.0
"Winchester School District","=""1620011""","All Grades","Push Up",73.4
"Windham School District","=""1630011""","All Grades","Push Up",62.5
"Windsor Locks School District","=""1650011""","All Grades","Push Up",54.4
"Windsor School District","=""1640011""","All Grades","Push Up",66.7
"Wolcott School District","=""1660011""","All Grades","Push Up",83.9
"Woodbridge School District","=""1670011""","All Grades","Push Up",73.0
"Woodstock Academy District","=""9030022""","All Grades","Push Up",91.3
"Woodstock School District","=""1690011""","All Grades","Push Up",69.6

