"Physical Fitness Tests: Students Reaching Health Standard, 2015-16"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Bloomfield School District","=""0110011""","All Grades","Sit and Reach",80.4
"Bolton School District","=""0120011""","All Grades","All Tests - District",54.1
"Bolton School District","=""0120011""","All Grades","Curl Up",91.0
"Bolton School District","=""0120011""","All Grades","Mile Run",87.1
"Bolton School District","=""0120011""","All Grades","Push Up",69.1
"Bolton School District","=""0120011""","All Grades","Sit and Reach",79.8
"Bozrah School District","=""0130011""","All Grades","All Tests - District",72.1
"Bozrah School District","=""0130011""","All Grades","Curl Up",88.5
"Bozrah School District","=""0130011""","All Grades","Mile Run",88.5
"Bozrah School District","=""0130011""","All Grades","Push Up",88.5
"Bozrah School District","=""0130011""","All Grades","Sit and Reach",86.9
"Branford School District","=""0140011""","All Grades","All Tests - District",48.5
"Branford School District","=""0140011""","All Grades","Curl Up",88.7
"Branford School District","=""0140011""","All Grades","Mile Run",66.9
"Branford School District","=""0140011""","All Grades","Push Up",76.7
"Branford School District","=""0140011""","All Grades","Sit and Reach",81.5
"Bridgeport Achievement First District","=""2850013""","All Grades","All Tests - District",43.3
"Bridgeport Achievement First District","=""2850013""","All Grades","Curl Up",66.6
"Bridgeport Achievement First District","=""2850013""","All Grades","Mile Run",69.7
"Bridgeport Achievement First District","=""2850013""","All Grades","Push Up",62.4
"Bridgeport Achievement First District","=""2850013""","All Grades","Sit and Reach",60.8
"Bridgeport School District","=""0150011""","All Grades","All Tests - District",38.4
"Bridgeport School District","=""0150011""","All Grades","Curl Up",77.4
"Bridgeport School District","=""0150011""","All Grades","Mile Run",61.8
"Bridgeport School District","=""0150011""","All Grades","Push Up",57.1
"Bridgeport School District","=""0150011""","All Grades","Sit and Reach",71.9
"Bristol School District","=""0170011""","All Grades","All Tests - District",60.9
"Bristol School District","=""0170011""","All Grades","Curl Up",90.1
"Bristol School District","=""0170011""","All Grades","Mile Run",83.0
"Bristol School District","=""0170011""","All Grades","Push Up",72.0
"Bristol School District","=""0170011""","All Grades","Sit and Reach",86.5
"Brookfield School District","=""0180011""","All Grades","All Tests - District",49.3
"Brookfield School District","=""0180011""","All Grades","Curl Up",85.9
"Brookfield School District","=""0180011""","All Grades","Mile Run",81.3
"Brookfield School District","=""0180011""","All Grades","Push Up",69.7
"Brookfield School District","=""0180011""","All Grades","Sit and Reach",74.6
"Brooklyn School District","=""0190011""","All Grades","All Tests - District",29.7
"Brooklyn School District","=""0190011""","All Grades","Curl Up",71.5
"Brooklyn School District","=""0190011""","All Grades","Mile Run",59.0
"Brooklyn School District","=""0190011""","All Grades","Push Up",48.5
"Brooklyn School District","=""0190011""","All Grades","Sit and Reach",61.5
"Canaan School District","=""0210011""","All Grades","All Tests - District",46.2
"Canaan School District","=""0210011""","All Grades","Curl Up",80.8
"Canaan School District","=""0210011""","All Grades","Mile Run",61.5
"Canaan School District","=""0210011""","All Grades","Push Up",65.4
"Canaan School District","=""0210011""","All Grades","Sit and Reach",88.5
"Canterbury School District","=""0220011""","All Grades","All Tests - District",67.9
"Canterbury School District","=""0220011""","All Grades","Curl Up",80.6
"Canterbury School District","=""0220011""","All Grades","Mile Run",70.9
"Canterbury School District","=""0220011""","All Grades","Push Up",77.6
"Canterbury School District","=""0220011""","All Grades","Sit and Reach",96.3
"Canton School District","=""0230011""","All Grades","All Tests - District",73.7
"Canton School District","=""0230011""","All Grades","Curl Up",94.9
"Canton School District","=""0230011""","All Grades","Mile Run",83.3
"Canton School District","=""0230011""","All Grades","Push Up",87.4
"Canton School District","=""0230011""","All Grades","Sit and Reach",86.8
"Capitol Region Education Council","=""2410014""","All Grades","All Tests - District",43.7
"Capitol Region Education Council","=""2410014""","All Grades","Curl Up",81.1
"Capitol Region Education Council","=""2410014""","All Grades","Mile Run",61.8
"Capitol Region Education Council","=""2410014""","All Grades","Push Up",66.5
"Capitol Region Education Council","=""2410014""","All Grades","Sit and Reach",77.3
"Chaplin School District","=""0240011""","All Grades","All Tests - District",55.9
"Chaplin School District","=""0240011""","All Grades","Curl Up",97.1
"Chaplin School District","=""0240011""","All Grades","Mile Run",64.7
"Chaplin School District","=""0240011""","All Grades","Push Up",67.6
"Chaplin School District","=""0240011""","All Grades","Sit and Reach",97.1
"Cheshire School District","=""0250011""","All Grades","All Tests - District",55.6
"Cheshire School District","=""0250011""","All Grades","Curl Up",90.7
"Cheshire School District","=""0250011""","All Grades","Mile Run",80.2
"Cheshire School District","=""0250011""","All Grades","Push Up",79.8
"Cheshire School District","=""0250011""","All Grades","Sit and Reach",71.8
"Chester School District","=""0260011""","All Grades","All Tests - District",35.2
"Chester School District","=""0260011""","All Grades","Curl Up",67.6
"Chester School District","=""0260011""","All Grades","Mile Run",84.5
"Chester School District","=""0260011""","All Grades","Push Up",71.8
"Chester School District","=""0260011""","All Grades","Sit and Reach",69.0
"Clinton School District","=""0270011""","All Grades","All Tests - District",51.2
"Clinton School District","=""0270011""","All Grades","Curl Up",91.3
"Clinton School District","=""0270011""","All Grades","Mile Run",76.6
"Clinton School District","=""0270011""","All Grades","Push Up",71.9
"Clinton School District","=""0270011""","All Grades","Sit and Reach",78.0
"Colchester School District","=""0280011""","All Grades","All Tests - District",63.5
"Colchester School District","=""0280011""","All Grades","Curl Up",86.8
"Colchester School District","=""0280011""","All Grades","Mile Run",79.2
"Colchester School District","=""0280011""","All Grades","Push Up",81.6
"Colchester School District","=""0280011""","All Grades","Sit and Reach",89.3
"Colebrook School District","=""0290011""","All Grades","All Tests - District",64.0
"Colebrook School District","=""0290011""","All Grades","Curl Up",96.0
"Colebrook School District","=""0290011""","All Grades","Mile Run",80.0
"Colebrook School District","=""0290011""","All Grades","Push Up",84.0
"Colebrook School District","=""0290011""","All Grades","Sit and Reach",84.0
"Columbia School District","=""0300011""","All Grades","All Tests - District",80.3
"Columbia School District","=""0300011""","All Grades","Curl Up",90.9
"Columbia School District","=""0300011""","All Grades","Mile Run",84.8
"Columbia School District","=""0300011""","All Grades","Push Up",96.2
"Columbia School District","=""0300011""","All Grades","Sit and Reach",99.2
"Common Ground High School District","=""2680013""","All Grades","All Tests - District","*"
"Common Ground High School District","=""2680013""","All Grades","Curl Up",67.3
"Common Ground High School District","=""2680013""","All Grades","Mile Run","*"
"Common Ground High School District","=""2680013""","All Grades","Push Up",38.8
"Common Ground High School District","=""2680013""","All Grades","Sit and Reach",49.0
"Connecticut Technical High School System","=""9000016""","All Grades","All Tests - District",37.8
"Connecticut Technical High School System","=""9000016""","All Grades","Curl Up",88.7
"Connecticut Technical High School System","=""9000016""","All Grades","Mile Run",48.7
"Connecticut Technical High School System","=""9000016""","All Grades","Push Up",68.7
"Connecticut Technical High School System","=""9000016""","All Grades","Sit and Reach",83.6
"Cooperative Educational Services","=""2430014""","All Grades","All Tests - District",30.5
"Cooperative Educational Services","=""2430014""","All Grades","Curl Up",65.3
"Cooperative Educational Services","=""2430014""","All Grades","Mile Run",45.1
"Cooperative Educational Services","=""2430014""","All Grades","Push Up",55.4
"Cooperative Educational Services","=""2430014""","All Grades","Sit and Reach",77.9
"Cornwall School District","=""0310011""","All Grades","All Tests - District",63.0
"Cornwall School District","=""0310011""","All Grades","Curl Up",81.5
"Cornwall School District","=""0310011""","All Grades","Mile Run",92.6
"Cornwall School District","=""0310011""","All Grades","Push Up",85.2
"Cornwall School District","=""0310011""","All Grades","Sit and Reach",85.2
"Coventry School District","=""0320011""","All Grades","All Tests - District",49.3
"Coventry School District","=""0320011""","All Grades","Curl Up",78.7
"Coventry School District","=""0320011""","All Grades","Mile Run",80.2
"Coventry School District","=""0320011""","All Grades","Push Up",77.4
"Coventry School District","=""0320011""","All Grades","Sit and Reach",81.1
"Cromwell School District","=""0330011""","All Grades","All Tests - District",58.8
"Cromwell School District","=""0330011""","All Grades","Curl Up",83.2
"Cromwell School District","=""0330011""","All Grades","Mile Run",74.5
"Cromwell School District","=""0330011""","All Grades","Push Up",81.5
"Cromwell School District","=""0330011""","All Grades","Sit and Reach",84.5
"Danbury School District","=""0340011""","All Grades","All Tests - District",33.9
"Danbury School District","=""0340011""","All Grades","Curl Up",69.3
"Danbury School District","=""0340011""","All Grades","Mile Run",66.3
"Danbury School District","=""0340011""","All Grades","Push Up",60.9
"Danbury School District","=""0340011""","All Grades","Sit and Reach",76.8
"Darien School District","=""0350011""","All Grades","All Tests - District",77.4
"Darien School District","=""0350011""","All Grades","Curl Up",95.9
"Darien School District","=""0350011""","All Grades","Mile Run",91.6
"Darien School District","=""0350011""","All Grades","Push Up",91.8
"Darien School District","=""0350011""","All Grades","Sit and Reach",86.5
"Deep River School District","=""0360011""","All Grades","All Tests - District",80.2
"Deep River School District","=""0360011""","All Grades","Curl Up",92.5
"Deep River School District","=""0360011""","All Grades","Mile Run",93.4
"Deep River School District","=""0360011""","All Grades","Push Up",86.8
"Deep River School District","=""0360011""","All Grades","Sit and Reach",91.5
"Derby School District","=""0370011""","All Grades","All Tests - District",42.5
"Derby School District","=""0370011""","All Grades","Curl Up",74.6
"Derby School District","=""0370011""","All Grades","Mile Run",71.9
"Derby School District","=""0370011""","All Grades","Push Up",69.8
"Derby School District","=""0370011""","All Grades","Sit and Reach",72.6
"East Granby School District","=""0400011""","All Grades","All Tests - District",50.2
"East Granby School District","=""0400011""","All Grades","Curl Up",87.8
"East Granby School District","=""0400011""","All Grades","Mile Run",66.5
"East Granby School District","=""0400011""","All Grades","Push Up",79.2
"East Granby School District","=""0400011""","All Grades","Sit and Reach",81.0
"East Haddam School District","=""0410011""","All Grades","All Tests - District",54.2
"East Haddam School District","=""0410011""","All Grades","Curl Up",87.5
"East Haddam School District","=""0410011""","All Grades","Mile Run",84.5
"East Haddam School District","=""0410011""","All Grades","Push Up",63.5
"East Haddam School District","=""0410011""","All Grades","Sit and Reach",84.9
"East Hampton School District","=""0420011""","All Grades","All Tests - District",60.1
"East Hampton School District","=""0420011""","All Grades","Curl Up",80.2
"East Hampton School District","=""0420011""","All Grades","Mile Run",74.4
"East Hampton School District","=""0420011""","All Grades","Push Up",73.9
"East Hampton School District","=""0420011""","All Grades","Sit and Reach",90.9
"East Hartford School District","=""0430011""","All Grades","All Tests - District",43.0
"East Hartford School District","=""0430011""","All Grades","Curl Up",73.0
"East Hartford School District","=""0430011""","All Grades","Mile Run",75.2
"East Hartford School District","=""0430011""","All Grades","Push Up",68.1
"East Hartford School District","=""0430011""","All Grades","Sit and Reach",75.9
"East Haven School District","=""0440011""","All Grades","All Tests - District",54.7
"East Haven School District","=""0440011""","All Grades","Curl Up",90.4
"East Haven School District","=""0440011""","All Grades","Mile Run",74.6
"East Haven School District","=""0440011""","All Grades","Push Up",72.5
"East Haven School District","=""0440011""","All Grades","Sit and Reach",90.4
"East Lyme School District","=""0450011""","All Grades","All Tests - District",63.7
"East Lyme School District","=""0450011""","All Grades","Curl Up",88.1
"East Lyme School District","=""0450011""","All Grades","Mile Run",78.6
"East Lyme School District","=""0450011""","All Grades","Push Up",87.8
"East Lyme School District","=""0450011""","All Grades","Sit and Reach",86.6
"East Windsor School District","=""0470011""","All Grades","All Tests - District",45.9
"East Windsor School District","=""0470011""","All Grades","Curl Up",74.3
"East Windsor School District","=""0470011""","All Grades","Mile Run",68.6
"East Windsor School District","=""0470011""","All Grades","Push Up",61.1
"East Windsor School District","=""0470011""","All Grades","Sit and Reach",76.9
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","All Tests - District",18.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Curl Up",86.9
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Mile Run",21.3
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Push Up",67.2
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Sit and Reach",75.4
"Eastford School District","=""0390011""","All Grades","All Tests - District",84.2
"Eastford School District","=""0390011""","All Grades","Curl Up",94.7
"Eastford School District","=""0390011""","All Grades","Mile Run",92.1
"Eastford School District","=""0390011""","All Grades","Push Up",84.2
"Eastford School District","=""0390011""","All Grades","Sit and Reach",97.4
"Easton School District","=""0460011""","All Grades","All Tests - District",50.0
"Easton School District","=""0460011""","All Grades","Curl Up",89.4
"Easton School District","=""0460011""","All Grades","Mile Run",78.5
"Easton School District","=""0460011""","All Grades","Push Up",70.9
"Easton School District","=""0460011""","All Grades","Sit and Reach",72.8
"Ellington School District","=""0480011""","All Grades","All Tests - District",52.0
"Ellington School District","=""0480011""","All Grades","Curl Up",83.7
"Ellington School District","=""0480011""","All Grades","Mile Run",78.5
"Ellington School District","=""0480011""","All Grades","Push Up",68.1
"Ellington School District","=""0480011""","All Grades","Sit and Reach",83.7
"Elm City College Preparatory School District","=""2890013""","All Grades","All Tests - District",44.5
"Elm City College Preparatory School District","=""2890013""","All Grades","Curl Up",72.2
"Elm City College Preparatory School District","=""2890013""","All Grades","Mile Run",63.6
"Elm City College Preparatory School District","=""2890013""","All Grades","Push Up",59.3
"Elm City College Preparatory School District","=""2890013""","All Grades","Sit and Reach",70.8
"Enfield School District","=""0490011""","All Grades","All Tests - District",64.9
"Enfield School District","=""0490011""","All Grades","Curl Up",91.0
"Enfield School District","=""0490011""","All Grades","Mile Run",75.9
"Enfield School District","=""0490011""","All Grades","Push Up",84.9
"Enfield School District","=""0490011""","All Grades","Sit and Reach",89.8
"Essex School District","=""0500011""","All Grades","All Tests - District",50.0
"Essex School District","=""0500011""","All Grades","Curl Up",93.3
"Essex School District","=""0500011""","All Grades","Mile Run",72.4
"Essex School District","=""0500011""","All Grades","Push Up",74.6
"Essex School District","=""0500011""","All Grades","Sit and Reach",69.4
"Explorations District","=""2720013""","All Grades","All Tests - District","*"
"Explorations District","=""2720013""","All Grades","Curl Up","*"
"Explorations District","=""2720013""","All Grades","Mile Run","*"
"Explorations District","=""2720013""","All Grades","Push Up","*"
"Explorations District","=""2720013""","All Grades","Sit and Reach","*"
"Fairfield School District","=""0510011""","All Grades","All Tests - District",66.4
"Fairfield School District","=""0510011""","All Grades","Curl Up",90.0
"Fairfield School District","=""0510011""","All Grades","Mile Run",89.4
"Fairfield School District","=""0510011""","All Grades","Push Up",82.3
"Fairfield School District","=""0510011""","All Grades","Sit and Reach",84.9
"Farmington School District","=""0520011""","All Grades","All Tests - District",61.0
"Farmington School District","=""0520011""","All Grades","Curl Up",86.0
"Farmington School District","=""0520011""","All Grades","Mile Run",82.5
"Farmington School District","=""0520011""","All Grades","Push Up",79.7
"Farmington School District","=""0520011""","All Grades","Sit and Reach",83.6
"Franklin School District","=""0530011""","All Grades","All Tests - District",66.7
"Franklin School District","=""0530011""","All Grades","Curl Up",90.2
"Franklin School District","=""0530011""","All Grades","Mile Run",74.5
"Franklin School District","=""0530011""","All Grades","Push Up",84.3
"Franklin School District","=""0530011""","All Grades","Sit and Reach",90.2
"Glastonbury School District","=""0540011""","All Grades","All Tests - District",50.7
"Glastonbury School District","=""0540011""","All Grades","Curl Up",85.0
"Glastonbury School District","=""0540011""","All Grades","Mile Run",80.6
"Glastonbury School District","=""0540011""","All Grades","Push Up",76.3
"Glastonbury School District","=""0540011""","All Grades","Sit and Reach",72.8
"Granby School District","=""0560011""","All Grades","All Tests - District",57.8
"Granby School District","=""0560011""","All Grades","Curl Up",86.7
"Granby School District","=""0560011""","All Grades","Mile Run",82.2
"Granby School District","=""0560011""","All Grades","Push Up",75.7
"Granby School District","=""0560011""","All Grades","Sit and Reach",86.5
"Great Oaks Charter School District","=""2940013""","All Grades","All Tests - District",33.0
"Great Oaks Charter School District","=""2940013""","All Grades","Curl Up",79.6
"Great Oaks Charter School District","=""2940013""","All Grades","Mile Run",53.4
"Great Oaks Charter School District","=""2940013""","All Grades","Push Up",60.2
"Great Oaks Charter School District","=""2940013""","All Grades","Sit and Reach",90.3
"Greenwich School District","=""0570011""","All Grades","All Tests - District",68.3
"Greenwich School District","=""0570011""","All Grades","Curl Up",94.4
"Greenwich School District","=""0570011""","All Grades","Mile Run",91.7
"Greenwich School District","=""0570011""","All Grades","Push Up",81.0
"Greenwich School District","=""0570011""","All Grades","Sit and Reach",83.0
"Griswold School District","=""0580011""","All Grades","All Tests - District",51.3
"Griswold School District","=""0580011""","All Grades","Curl Up",83.6
"Griswold School District","=""0580011""","All Grades","Mile Run",74.3
"Griswold School District","=""0580011""","All Grades","Push Up",70.3
"Griswold School District","=""0580011""","All Grades","Sit and Reach",75.3
"Groton School District","=""0590011""","All Grades","All Tests - District",41.5
"Groton School District","=""0590011""","All Grades","Curl Up",80.3
"Groton School District","=""0590011""","All Grades","Mile Run",59.8
"Groton School District","=""0590011""","All Grades","Push Up",68.8
"Groton School District","=""0590011""","All Grades","Sit and Reach",82.4
"Guilford School District","=""0600011""","All Grades","All Tests - District",71.5
"Guilford School District","=""0600011""","All Grades","Curl Up",94.4
"Guilford School District","=""0600011""","All Grades","Mile Run",84.5
"Guilford School District","=""0600011""","All Grades","Push Up",88.9
"Guilford School District","=""0600011""","All Grades","Sit and Reach",87.6
"Hamden School District","=""0620011""","All Grades","All Tests - District",43.3
"Hamden School District","=""0620011""","All Grades","Curl Up",73.1
"Hamden School District","=""0620011""","All Grades","Mile Run",65.9
"Hamden School District","=""0620011""","All Grades","Push Up",69.7
"Hamden School District","=""0620011""","All Grades","Sit and Reach",78.8
"Hampton School District","=""0630011""","All Grades","All Tests - District",65.2
"Hampton School District","=""0630011""","All Grades","Curl Up",100.0
"Hampton School District","=""0630011""","All Grades","Mile Run",69.6
"Hampton School District","=""0630011""","All Grades","Push Up",87.0
"Hampton School District","=""0630011""","All Grades","Sit and Reach",87.0
"Hartford School District","=""0640011""","All Grades","All Tests - District",45.0
"Hartford School District","=""0640011""","All Grades","Curl Up",75.5
"Hartford School District","=""0640011""","All Grades","Mile Run",66.3
"Hartford School District","=""0640011""","All Grades","Push Up",61.6
"Hartford School District","=""0640011""","All Grades","Sit and Reach",80.7
"Hartland School District","=""0650011""","All Grades","All Tests - District",80.7
"Hartland School District","=""0650011""","All Grades","Curl Up",100.0
"Hartland School District","=""0650011""","All Grades","Mile Run",93.0
"Hartland School District","=""0650011""","All Grades","Push Up",87.7
"Hartland School District","=""0650011""","All Grades","Sit and Reach",93.0
"Hebron School District","=""0670011""","All Grades","All Tests - District",58.0
"Hebron School District","=""0670011""","All Grades","Curl Up",71.0
"Hebron School District","=""0670011""","All Grades","Mile Run",76.9
"Hebron School District","=""0670011""","All Grades","Push Up",68.5
"Hebron School District","=""0670011""","All Grades","Sit and Reach",87.0
"Highville Charter School District","=""2860013""","All Grades","All Tests - District",44.5
"Highville Charter School District","=""2860013""","All Grades","Curl Up",76.6
"Highville Charter School District","=""2860013""","All Grades","Mile Run",54.0
"Highville Charter School District","=""2860013""","All Grades","Push Up",93.4
"Highville Charter School District","=""2860013""","All Grades","Sit and Reach",86.9
"Integrated Day Charter School District","=""2640013""","All Grades","All Tests - District",29.6
"Integrated Day Charter School District","=""2640013""","All Grades","Curl Up",69.4
"Integrated Day Charter School District","=""2640013""","All Grades","Mile Run",61.2
"Integrated Day Charter School District","=""2640013""","All Grades","Push Up",59.2
"Integrated Day Charter School District","=""2640013""","All Grades","Sit and Reach",73.5
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","All Tests - District",38.5
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Curl Up",78.2
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Mile Run",54.7
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Push Up",79.3
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Sit and Reach",77.7
"Jumoke Academy District","=""2610013""","All Grades","All Tests - District",23.6
"Jumoke Academy District","=""2610013""","All Grades","Curl Up",62.2
"Jumoke Academy District","=""2610013""","All Grades","Mile Run",71.6
"Jumoke Academy District","=""2610013""","All Grades","Push Up",52.0
"Jumoke Academy District","=""2610013""","All Grades","Sit and Reach",54.7
"Kent School District","=""0680011""","All Grades","All Tests - District",45.0
"Kent School District","=""0680011""","All Grades","Curl Up",81.3
"Kent School District","=""0680011""","All Grades","Mile Run",70.0
"Kent School District","=""0680011""","All Grades","Push Up",70.0
"Kent School District","=""0680011""","All Grades","Sit and Reach",75.0
"Killingly School District","=""0690011""","All Grades","All Tests - District",29.0
"Killingly School District","=""0690011""","All Grades","Curl Up",79.3
"Killingly School District","=""0690011""","All Grades","Mile Run",41.5
"Killingly School District","=""0690011""","All Grades","Push Up",63.2
"Killingly School District","=""0690011""","All Grades","Sit and Reach",72.8
"Learn","=""2450014""","All Grades","All Tests - District",47.3
"Learn","=""2450014""","All Grades","Curl Up",77.9
"Learn","=""2450014""","All Grades","Mile Run",70.5
"Learn","=""2450014""","All Grades","Push Up",75.8
"Learn","=""2450014""","All Grades","Sit and Reach",85.1
"Lebanon School District","=""0710011""","All Grades","All Tests - District",59.1
"Lebanon School District","=""0710011""","All Grades","Curl Up",89.5
"Lebanon School District","=""0710011""","All Grades","Mile Run",82.6
"Lebanon School District","=""0710011""","All Grades","Push Up",76.9
"Lebanon School District","=""0710011""","All Grades","Sit and Reach",89.1
"Ledyard School District","=""0720011""","All Grades","All Tests - District",48.9
"Ledyard School District","=""0720011""","All Grades","Curl Up",76.7
"Ledyard School District","=""0720011""","All Grades","Mile Run",72.2
"Ledyard School District","=""0720011""","All Grades","Push Up",67.5
"Ledyard School District","=""0720011""","All Grades","Sit and Reach",82.1
"Lisbon School District","=""0730011""","All Grades","All Tests - District",61.3
"Lisbon School District","=""0730011""","All Grades","Curl Up",90.8
"Lisbon School District","=""0730011""","All Grades","Mile Run",79.8
"Lisbon School District","=""0730011""","All Grades","Push Up",76.5
"Lisbon School District","=""0730011""","All Grades","Sit and Reach",92.4
"Litchfield School District","=""0740011""","All Grades","All Tests - District",57.1
"Litchfield School District","=""0740011""","All Grades","Curl Up",82.4
"Litchfield School District","=""0740011""","All Grades","Mile Run",79.1
"Litchfield School District","=""0740011""","All Grades","Push Up",81.1
"Litchfield School District","=""0740011""","All Grades","Sit and Reach",82.4
"Madison School District","=""0760011""","All Grades","All Tests - District",59.6
"Madison School District","=""0760011""","All Grades","Curl Up",88.9
"Madison School District","=""0760011""","All Grades","Mile Run",83.8
"Madison School District","=""0760011""","All Grades","Push Up",76.0
"Madison School District","=""0760011""","All Grades","Sit and Reach",84.1
"Manchester School District","=""0770011""","All Grades","All Tests - District",43.8
"Manchester School District","=""0770011""","All Grades","Curl Up",79.2
"Manchester School District","=""0770011""","All Grades","Mile Run",70.0
"Manchester School District","=""0770011""","All Grades","Push Up",65.0
"Manchester School District","=""0770011""","All Grades","Sit and Reach",81.6
"Mansfield School District","=""0780011""","All Grades","All Tests - District",57.6
"Mansfield School District","=""0780011""","All Grades","Curl Up",91.2
"Mansfield School District","=""0780011""","All Grades","Mile Run",81.7
"Mansfield School District","=""0780011""","All Grades","Push Up",73.4
"Mansfield School District","=""0780011""","All Grades","Sit and Reach",80.9
"Marlborough School District","=""0790011""","All Grades","All Tests - District",45.9
"Marlborough School District","=""0790011""","All Grades","Curl Up",84.7
"Marlborough School District","=""0790011""","All Grades","Mile Run",64.1
"Marlborough School District","=""0790011""","All Grades","Push Up",95.3
"Marlborough School District","=""0790011""","All Grades","Sit and Reach",77.1
"Meriden School District","=""0800011""","All Grades","All Tests - District",41.3
"Meriden School District","=""0800011""","All Grades","Curl Up",77.8
"Meriden School District","=""0800011""","All Grades","Mile Run",56.7
"Meriden School District","=""0800011""","All Grades","Push Up",61.1
