"Physical Fitness Tests: Students Reaching Health Standard, 2013-14"
"All Districts, Mile Run"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Greenwich School District","=""0570011""","All Grades","Mile Run",93.0
"Griswold School District","=""0580011""","All Grades","Mile Run",58.3
"Groton School District","=""0590011""","All Grades","Mile Run",70.0
"Guilford School District","=""0600011""","All Grades","Mile Run",86.7
"Hamden School District","=""0620011""","All Grades","Mile Run",72.9
"Hampton School District","=""0630011""","All Grades","Mile Run",89.7
"Hartford School District","=""0640011""","All Grades","Mile Run",63.4
"Hartland School District","=""0650011""","All Grades","Mile Run",88.2
"Hebron School District","=""0670011""","All Grades","Mile Run",82.2
"Highville Charter School District","=""2860013""","All Grades","Mile Run",60.2
"Integrated Day Charter School District","=""2640013""","All Grades","Mile Run",78.2
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Mile Run",56.3
"Jumoke Academy District","=""2610013""","All Grades","Mile Run",52.0
"Kent School District","=""0680011""","All Grades","Mile Run",60.2
"Killingly School District","=""0690011""","All Grades","Mile Run",55.9
"Learn","=""2450014""","All Grades","Mile Run",70.2
"Lebanon School District","=""0710011""","All Grades","Mile Run",75.4
"Ledyard School District","=""0720011""","All Grades","Mile Run",77.9
"Lisbon School District","=""0730011""","All Grades","Mile Run",83.5
"Litchfield School District","=""0740011""","All Grades","Mile Run",79.3
"Madison School District","=""0760011""","All Grades","Mile Run",81.6
"Manchester School District","=""0770011""","All Grades","Mile Run",73.6
"Mansfield School District","=""0780011""","All Grades","Mile Run",83.1
"Marlborough School District","=""0790011""","All Grades","Mile Run",59.7
"Meriden School District","=""0800011""","All Grades","Mile Run",54.7
"Middletown School District","=""0830011""","All Grades","Mile Run",67.2
"Milford School District","=""0840011""","All Grades","Mile Run",69.8
"Monroe School District","=""0850011""","All Grades","Mile Run",80.1
"Montville School District","=""0860011""","All Grades","Mile Run",68.0
"Naugatuck School District","=""0880011""","All Grades","Mile Run",69.9
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Mile Run",61.2
"New Britain School District","=""0890011""","All Grades","Mile Run",61.1
"New Canaan School District","=""0900011""","All Grades","Mile Run",93.4
"New Fairfield School District","=""0910011""","All Grades","Mile Run",72.5
"New Hartford School District","=""0920011""","All Grades","Mile Run",97.0
"New Haven School District","=""0930011""","All Grades","Mile Run",64.1
"New London School District","=""0950011""","All Grades","Mile Run",59.9
"New Milford School District","=""0960011""","All Grades","Mile Run",69.5
"Newington School District","=""0940011""","All Grades","Mile Run",79.6
"Newtown School District","=""0970011""","All Grades","Mile Run",85.1
"Norfolk School District","=""0980011""","All Grades","Mile Run",64.7
"North Branford School District","=""0990011""","All Grades","Mile Run",72.8
"North Canaan School District","=""1000011""","All Grades","Mile Run",59.0
"North Haven School District","=""1010011""","All Grades","Mile Run",74.4
"North Stonington School District","=""1020011""","All Grades","Mile Run",65.0
"Norwalk School District","=""1030011""","All Grades","Mile Run",70.8
"Norwich Free Academy District","=""9010022""","All Grades","Mile Run",56.5
"Norwich School District","=""1040011""","All Grades","Mile Run",53.2
"Odyssey Community School District","=""2630013""","All Grades","Mile Run",59.0
"Old Saybrook School District","=""1060011""","All Grades","Mile Run",82.7
"Orange School District","=""1070011""","All Grades","Mile Run",79.9
"Oxford School District","=""1080011""","All Grades","Mile Run",70.2
"Park City Prep Charter School District","=""2830013""","All Grades","Mile Run",61.1
"Plainfield School District","=""1090011""","All Grades","Mile Run",72.9
"Plainville School District","=""1100011""","All Grades","Mile Run",72.6
"Plymouth School District","=""1110011""","All Grades","Mile Run",69.1
"Pomfret School District","=""1120011""","All Grades","Mile Run",74.8
"Portland School District","=""1130011""","All Grades","Mile Run",73.9
"Preston School District","=""1140011""","All Grades","Mile Run",67.9
"Putnam School District","=""1160011""","All Grades","Mile Run",54.8
"Redding School District","=""1170011""","All Grades","Mile Run",97.2
"Regional School District 01","=""2010012""","All Grades","Mile Run",82.0
"Regional School District 04","=""2040012""","All Grades","Mile Run",80.7
"Regional School District 05","=""2050012""","All Grades","Mile Run",85.0
"Regional School District 06","=""2060012""","All Grades","Mile Run",61.2
"Regional School District 07","=""2070012""","All Grades","Mile Run",68.7
"Regional School District 08","=""2080012""","All Grades","Mile Run",74.9
"Regional School District 10","=""2100012""","All Grades","Mile Run",71.2
"Regional School District 11","=""2110012""","All Grades","Mile Run",73.7
"Regional School District 12","=""2120012""","All Grades","Mile Run",71.9
"Regional School District 13","=""2130012""","All Grades","Mile Run",86.0
"Regional School District 14","=""2140012""","All Grades","Mile Run",80.7
"Regional School District 15","=""2150012""","All Grades","Mile Run",78.1
"Regional School District 16","=""2160012""","All Grades","Mile Run",73.5
"Regional School District 17","=""2170012""","All Grades","Mile Run",85.0
"Regional School District 18","=""2180012""","All Grades","Mile Run",78.0
"Regional School District 19","=""2190012""","All Grades","Mile Run",86.4
"Ridgefield School District","=""1180011""","All Grades","Mile Run",78.1
"Rocky Hill School District","=""1190011""","All Grades","Mile Run",87.3
"Salem School District","=""1210011""","All Grades","Mile Run",71.1
"Salisbury School District","=""1220011""","All Grades","Mile Run",84.9
"Scotland School District","=""1230011""","All Grades","Mile Run",89.7
"Seymour School District","=""1240011""","All Grades","Mile Run",79.3
"Sharon School District","=""1250011""","All Grades","Mile Run",54.9
"Shelton School District","=""1260011""","All Grades","Mile Run",80.2
"Sherman School District","=""1270011""","All Grades","Mile Run",85.3
"Side By Side Charter School District","=""2700013""","All Grades","Mile Run",74.2
"Simsbury School District","=""1280011""","All Grades","Mile Run",80.5
"Somers School District","=""1290011""","All Grades","Mile Run",76.1
"South Windsor School District","=""1320011""","All Grades","Mile Run",80.1
"Southington School District","=""1310011""","All Grades","Mile Run",66.2
"Sprague School District","=""1330011""","All Grades","Mile Run",90.7
"Stafford School District","=""1340011""","All Grades","Mile Run",69.7
"Stamford Academy District","=""2820013""","All Grades","Mile Run",30.0
"Stamford School District","=""1350011""","All Grades","Mile Run",57.0
"Sterling School District","=""1360011""","All Grades","Mile Run",88.1
"Stonington School District","=""1370011""","All Grades","Mile Run",84.9
"Stratford School District","=""1380011""","All Grades","Mile Run",76.2
"Suffield School District","=""1390011""","All Grades","Mile Run",83.1
"The Bridge Academy District","=""2690013""","All Grades","Mile Run",37.1
"The Gilbert School District","=""9020022""","All Grades","Mile Run",50.0
"Thomaston School District","=""1400011""","All Grades","Mile Run",77.5
"Thompson School District","=""1410011""","All Grades","Mile Run",65.7
"Tolland School District","=""1420011""","All Grades","Mile Run",80.4
"Torrington School District","=""1430011""","All Grades","Mile Run",77.5
"Trailblazers Academy District","=""2780013""","All Grades","Mile Run",62.0
"Trumbull School District","=""1440011""","All Grades","Mile Run",83.5
"Union School District","=""1450011""","All Grades","Mile Run",91.3
"Vernon School District","=""1460011""","All Grades","Mile Run",68.3
"Voluntown School District","=""1470011""","All Grades","Mile Run",82.7
"Wallingford School District","=""1480011""","All Grades","Mile Run",69.9
"Waterbury School District","=""1510011""","All Grades","Mile Run",64.5
"Waterford School District","=""1520011""","All Grades","Mile Run",75.9
"Watertown School District","=""1530011""","All Grades","Mile Run",73.6
"West Hartford School District","=""1550011""","All Grades","Mile Run",82.2
"West Haven School District","=""1560011""","All Grades","Mile Run",56.5
"Westbrook School District","=""1540011""","All Grades","Mile Run",84.8
"Weston School District","=""1570011""","All Grades","Mile Run",84.9
"Westport School District","=""1580011""","All Grades","Mile Run",87.6
"Wethersfield School District","=""1590011""","All Grades","Mile Run",67.2
"Willington School District","=""1600011""","All Grades","Mile Run",85.3
"Wilton School District","=""1610011""","All Grades","Mile Run",91.1
"Winchester School District","=""1620011""","All Grades","Mile Run",46.6
"Windham School District","=""1630011""","All Grades","Mile Run",55.6
"Windsor Locks School District","=""1650011""","All Grades","Mile Run",67.4
"Windsor School District","=""1640011""","All Grades","Mile Run",57.7
"Wolcott School District","=""1660011""","All Grades","Mile Run",84.9
"Woodbridge School District","=""1670011""","All Grades","Mile Run",88.7
"Woodstock Academy District","=""9030022""","All Grades","Mile Run",94.4
"Woodstock School District","=""1690011""","All Grades","Mile Run",74.6

