"Physical Fitness Tests: Students Reaching Health Standard, 2009-10"
"All Districts, Mile Run"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Salisbury School District","=""1220011""","All Grades","Mile Run",94.5
"Scotland School District","=""1230011""","All Grades","Mile Run",90.2
"Seymour School District","=""1240011""","All Grades","Mile Run",68.6
"Sharon School District","=""1250011""","All Grades","Mile Run",73.0
"Shelton School District","=""1260011""","All Grades","Mile Run",72.3
"Sherman School District","=""1270011""","All Grades","Mile Run",89.6
"Side By Side Charter School District","=""2700013""","All Grades","Mile Run",71.9
"Simsbury School District","=""1280011""","All Grades","Mile Run",85.1
"Somers School District","=""1290011""","All Grades","Mile Run",78.1
"South Windsor School District","=""1320011""","All Grades","Mile Run",81.2
"Southington School District","=""1310011""","All Grades","Mile Run",71.7
"Sprague School District","=""1330011""","All Grades","Mile Run",59.4
"Stafford School District","=""1340011""","All Grades","Mile Run",76.5
"Stamford Academy District","=""2820013""","All Grades","Mile Run",94.4
"Stamford School District","=""1350011""","All Grades","Mile Run",65.2
"Sterling School District","=""1360011""","All Grades","Mile Run",93.3
"Stonington School District","=""1370011""","All Grades","Mile Run",91.0
"Stratford School District","=""1380011""","All Grades","Mile Run",65.9
"Suffield School District","=""1390011""","All Grades","Mile Run",79.5
"The Bridge Academy District","=""2690013""","All Grades","Mile Run",15.5
"The Gilbert School District","=""9020022""","All Grades","Mile Run",62.9
"Thomaston School District","=""1400011""","All Grades","Mile Run",69.6
"Thompson School District","=""1410011""","All Grades","Mile Run",59.2
"Tolland School District","=""1420011""","All Grades","Mile Run",75.6
"Torrington School District","=""1430011""","All Grades","Mile Run",41.0
"Trailblazers Academy District","=""2780013""","All Grades","Mile Run",92.6
"Trumbull School District","=""1440011""","All Grades","Mile Run",80.5
"Union School District","=""1450011""","All Grades","Mile Run",91.3
"Vernon School District","=""1460011""","All Grades","Mile Run",68.0
"Voluntown School District","=""1470011""","All Grades","Mile Run",72.4
"Wallingford School District","=""1480011""","All Grades","Mile Run",66.0
"Waterbury School District","=""1510011""","All Grades","Mile Run",63.2
"Waterford School District","=""1520011""","All Grades","Mile Run",72.2
"Watertown School District","=""1530011""","All Grades","Mile Run",69.9
"West Hartford School District","=""1550011""","All Grades","Mile Run",78.8
"West Haven School District","=""1560011""","All Grades","Mile Run",54.3
"Westbrook School District","=""1540011""","All Grades","Mile Run",81.8
"Weston School District","=""1570011""","All Grades","Mile Run",86.3
"Westport School District","=""1580011""","All Grades","Mile Run",82.7
"Wethersfield School District","=""1590011""","All Grades","Mile Run",71.4
"Willington School District","=""1600011""","All Grades","Mile Run",87.2
"Wilton School District","=""1610011""","All Grades","Mile Run",89.8
"Winchester School District","=""1620011""","All Grades","Mile Run",52.8
"Windham School District","=""1630011""","All Grades","Mile Run",51.8
"Windsor Locks School District","=""1650011""","All Grades","Mile Run",56.7
"Windsor School District","=""1640011""","All Grades","Mile Run",56.6
"Wolcott School District","=""1660011""","All Grades","Mile Run",86.0
"Woodbridge School District","=""1670011""","All Grades","Mile Run",75.7
"Woodstock Academy District","=""9030022""","All Grades","Mile Run",85.0
"Woodstock School District","=""1690011""","All Grades","Mile Run",70.0

